ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep
96,96,157882,79459,38826,31993,8990,833,378,172433,67972,51881,45974,9244,1437,220,0,0,180503,62407,57393,49738,11368,1918,363,174745,67831,52083,46870,10000,1820,191,40310,8115,296,22,4266,178352,61791,56840,51347,10807,1435,75,120339,64692,28265,21551,6507,559,272,113960,54413,28947,25427,4514,317,39,24617,4185,155,39,345,0,141086,52772,43627,35708,8553,1448,274,141086,52772,43627,31102,7111,154,63,4789,119205,54705,31490,26838,5336,434,19,0,0,0,0,123190,51405,34640,30027,6186,566,55,29015,5962,55,55,124992,47625,37365,32350,6704,536,0,31352,6268,49,0,71771,47847,23512,72982,48636,24346,81267,52943,25864,79535,50330,27356,65777,45302,20334,68086,46242,21306,67070,44883,21075,66636,45636,20934,75675,49969,24609,92270,59992,31527,67808,42957,24190,56165,33854,21768,56213,32741,23065,55352,32887,22465,55103,32921,22182,54791,33426,20887,70946,43109,27237,83795,49250,33377,82477,49920,31288
97,97,160606,38623,29933,88602,5558,1031,735,171155,30216,36708,99423,7024,2218,460,0,0,181456,27544,38957,110559,6494,1808,454,172145,30431,34887,99975,8948,2010,833,94329,6513,240,238,4555,176975,27192,38896,106175,7955,2039,408,122310,34410,22912,61898,4313,721,592,105480,24573,20616,55669,3444,558,64,54753,3038,171,64,714,0,141121,24672,30463,81759,5269,1426,371,141121,24672,30463,76007,4033,213,50,4442,107640,25223,19983,56429,4510,545,125,0,0,0,0,113129,23239,23589,60783,4413,574,143,59071,4170,32,143,116437,21535,23977,65845,4280,708,57,63691,4104,156,57,61117,49446,11347,64072,53707,10365,69212,56358,11392,67811,54246,12309,57687,48655,8910,59855,50546,8969,58976,49080,9209,58593,49353,9180,65352,53737,10925,78938,63581,14789,56472,45173,10843,44632,34573,9618,44668,33843,10452,44038,33991,10047,43904,34098,9806,43108,33961,9147,58650,45387,12803,70421,53150,16487,69485,53188,15307
98,98,161631,66679,29188,62312,3357,968,466,180489,61352,40297,74134,5350,4000,229,0,0,183663,56677,44411,70698,4904,2322,310,182596,59504,45154,74245,4741,3038,242,69628,3305,261,36,3294,185017,56458,48922,72080,5121,5301,200,129187,59895,22155,43994,2646,705,365,112589,48624,17556,43222,1986,658,14,42476,1861,205,14,603,0,147364,51480,34086,51525,3978,1864,242,147364,51480,34086,47799,3053,186,58,7978,112738,45685,20319,44086,1531,587,34,0,0,0,0,115663,45869,23425,43329,1924,817,49,42227,1762,133,49,117262,44846,25905,42772,2566,816,67,41647,2195,114,67,60054,44506,15112,60137,44870,15267,67534,48474,17430,66025,46835,17639,55007,41293,13578,57345,42547,14400,56512,41446,14325,56171,41731,14381,63179,45780,16604,77057,54182,22256,56687,39188,17001,47171,30926,15745,47222,30089,16758,46535,30172,16363,46341,30247,16094,46038,30371,15246,59464,39349,19646,70159,45108,24290,68939,45573,22415
99,99,169512,48209,23428,95897,3461,1017,640,193496,48356,32813,110654,3163,1513,387,0,0,180790,43855,33436,99818,4365,2327,377,193498,49231,32418,108974,3551,1322,305,105104,2387,203,45,3404,188399,44556,34402,106265,3085,1775,501,129949,42509,17612,68040,2667,748,491,123322,41562,16277,63311,1357,473,73,62437,1112,191,73,334,0,142035,39210,25493,73885,3488,1853,313,142035,39210,25493,69475,2517,246,40,4163,125553,41560,16811,64641,1873,460,48,0,0,0,0,121034,37994,18620,61429,1998,657,198,60172,1693,158,198,121664,37317,19566,61572,2250,651,132,60285,1809,124,132,71637,57571,13577,73944,60361,13583,77036,60516,14783,75561,58844,15218,64009,51974,11894,66135,53391,12342,65182,51855,12559,64740,51997,12691,71957,57055,14133,84609,65662,18337,63355,48637,14234,51886,38500,12889,51910,37540,13959,51274,37608,13666,51070,37607,13463,50494,37589,12638,64557,47811,16277,74615,53458,20314,73663,53909,18669
100,100,165562,124360,21797,15115,3322,944,295,169983,116042,30849,18647,4486,1188,196,0,0,182865,121383,33328,17788,5286,2326,277,169648,116480,31388,16653,4815,1291,335,14075,3269,309,165,3247,176218,114363,33411,19242,5124,1733,244,143114,111331,17091,10975,2721,796,236,129594,98766,17445,10520,2098,664,28,10017,1769,328,28,188,0,159791,110714,26751,13274,4263,1873,200,159791,110714,26751,11035,3275,212,56,6092,131073,100149,18433,9227,2303,690,73,0,0,0,0,135734,99273,21692,10633,2995,852,55,9521,2183,273,55,137415,99398,21700,11520,3690,686,56,10355,2725,253,56,81548,41042,39858,83491,40033,43458,91948,44496,44656,89951,42996,44761,76186,39702,36314,79487,39881,38984,78348,38700,38513,77727,38808,38857,86846,43118,42537,105442,52815,51827,83171,39601,42878,75747,34440,40686,75823,33293,42167,74693,32852,41841,74255,32589,41666,74561,33890,39462,87909,40637,46712,98861,45056,52727,97324,45301,50895
101,101,158484,89178,43848,20956,5368,1590,301,174336,79189,63597,25646,8074,1800,426,0,0,179020,80206,63444,26843,7904,2621,377,174549,75736,68716,25329,8476,1585,169,18828,6664,699,2,3560,175009,74396,69687,25564,7468,1718,367,130384,77115,34330,15126,4297,1132,228,115940,61516,34812,14002,4272,890,191,13191,3824,601,191,353,0,147079,69139,50673,20079,6335,2055,296,147079,69139,50673,16514,4869,454,94,4231,116740,57940,39722,13445,4519,752,4,0,0,0,0,116508,57124,40044,13905,4205,902,144,12959,3737,685,144,119254,56291,40778,16170,4486,781,363,14945,4003,422,363,61684,39221,21944,61902,39030,22872,68450,41061,25241,66663,38885,25933,54452,34591,19713,56119,34660,20875,55122,33635,20480,54671,34281,20320,63343,37990,24347,79312,44940,33714,57308,32088,24651,47632,24442,22669,47686,23700,23653,46878,23813,23065,46656,23719,22937,46462,24512,21950,60297,31042,28782,71099,34161,35962,69575,34946,33517
102,102,165862,96356,43440,18571,8572,897,276,180540,83738,62052,23358,12213,1258,339,0,0,183490,79609,66432,24858,12986,1961,326,186286,81976,65556,25974,13652,1365,352,21126,10329,198,179,4937,184724,77021,67250,29181,13855,1366,166,128157,76912,32225,13292,6345,591,203,126879,67345,39229,13767,5588,435,122,13240,4805,90,122,438,0,144997,65823,50593,18624,9702,1470,246,144997,65823,50593,14716,8008,158,40,4562,130463,66394,41448,14915,6274,482,165,0,0,0,0,128149,61978,42687,16063,6071,320,0,14846,5336,100,0,128776,59147,43115,17257,7202,565,138,15920,6557,201,138,81674,49079,32117,81323,48116,33207,92331,54101,35425,90410,50671,37629,76996,47537,29283,78989,47287,31047,77598,45928,30411,76928,46207,30649,86795,50993,34572,104891,60404,43639,80173,45013,34420,69400,36786,32000,69462,35669,33400,68324,35497,32827,67993,35335,32658,67734,36471,31263,84274,45003,38638,97917,50270,46281,96327,51371,43620
103,103,175233,61912,78527,24378,12521,891,251,184277,60070,87142,24069,16355,1084,738,0,0,182670,44802,94681,26698,16685,1799,278,185780,58879,84546,30590,15737,1531,630,23602,11720,142,147,5583,181679,50836,87924,28265,16015,1983,266,124257,44233,55643,17029,8653,562,181,117057,40636,53208,13635,8325,309,150,13152,7701,159,150,849,0,138088,35015,71223,19842,12000,1347,204,138088,35015,71223,15928,10287,116,34,4519,120000,41260,51515,18318,7339,323,145,0,0,0,0,116840,37385,52110,17993,8015,334,210,17279,7598,40,210,117863,34937,55238,18819,7940,424,55,18055,7526,40,55,73563,43204,30017,75945,45252,30693,87604,55182,29761,86267,48139,36479,71636,45184,26323,73597,45804,27262,72446,44276,27048,71918,44480,27376,82194,49768,31334,102047,60080,41171,76025,43619,31726,65371,34262,30565,65412,33326,31714,64566,33615,30951,64276,33184,31092,64252,34754,29498,80943,43312,37045,95077,49343,44425,93905,49226,43565
104,104,153031,24068,55881,70697,6476,757,394,172240,23501,67638,77551,8330,786,290,0,0,176085,18079,78434,75490,8491,1564,297,172991,22193,69217,79349,7894,978,345,71497,5943,288,24,3251,171736,20049,72688,77637,7146,1415,213,114315,19990,42570,49585,4852,496,317,115236,19094,42269,48762,4176,384,20,48396,3928,309,20,614,0,138416,15119,62721,56995,6574,1208,227,138416,15119,62721,50801,5472,138,29,3062,115607,17938,43261,49494,3918,369,25,0,0,0,0,114772,16330,45519,48716,3524,238,0,48019,3298,184,0,115321,16437,45967,48496,3918,302,4,47681,3742,161,4,61070,47602,13178,64119,51552,12567,70442,55021,13844,69251,51158,16871,58034,46060,11871,59552,47356,11807,58769,46091,11967,58411,46225,12111,66374,50875,14787,82308,59528,22232,58731,42424,15831,47447,31748,15240,47440,30958,16100,46826,31166,15660,46603,31147,15456,46458,31932,14526,62240,41596,20173,75439,47926,26686,74341,48208,25183
105,105,170641,45090,56028,68261,5401,1303,760,195674,42053,72717,79501,5043,1574,649,0,0,183727,34243,72891,74094,6325,2945,340,195428,40875,75639,79832,4704,2473,733,70621,3519,530,114,2990,191518,37384,75487,79398,4892,2718,381,128894,38315,42117,47114,4026,911,601,124200,32863,39632,48048,2545,599,93,47265,2302,334,93,434,0,143605,29056,57118,54786,4968,2257,281,143605,29056,57118,48682,3808,223,46,3501,124678,31979,40575,48530,2499,533,144,0,0,0,0,123751,29710,42069,48510,2645,608,30,47476,2443,220,30,120441,27485,44264,45436,2235,587,32,44390,1955,88,32,62455,47795,14239,65692,52173,13519,71935,54374,15501,70420,51807,16929,55177,43402,11644,58832,45988,12334,57783,44459,12476,57357,44737,12562,65787,49687,15202,81102,58122,22281,56694,40495,15636,44277,29473,14328,44257,28627,15220,43629,28918,14711,43485,29039,14446,43193,29403,13790,59023,39305,19238,71393,44920,25609,70117,45640,23344
106,106,175311,80448,83043,8982,4315,854,200,181547,76019,92966,8721,4873,835,168,0,0,180735,79269,83678,8657,5034,1621,197,181358,73161,95693,9082,4365,784,302,5400,3353,149,244,2044,178457,70509,91335,9887,5340,687,97,149807,68634,71234,7455,3674,701,160,112434,52714,52177,4737,2396,416,0,4402,2198,200,0,39,0,152281,66196,71203,7310,4186,1286,165,152281,66196,71203,4549,3036,99,29,5776,112735,49363,55969,4787,2170,373,0,0,0,0,0,112153,49141,54701,5203,2729,302,0,4758,2248,100,0,110115,50111,51291,4997,3124,338,22,4441,2391,159,22,64293,39235,24659,62463,37737,24726,71530,44831,24725,69926,39165,28952,58788,36365,22306,58509,35354,22546,57289,34297,21654,57108,35133,21892,66560,39291,26230,83642,45749,37278,62463,34211,27685,53930,26407,26973,54067,25744,27975,52988,26119,26869,52667,25565,27102,52667,26506,26161,66945,32568,33838,79659,35716,42867,77774,35607,41146
107,107,172040,24770,46513,100874,4416,1024,828,179337,23968,53289,100534,3184,1114,199,0,0,183505,23420,64308,94225,4576,1628,223,180628,22959,54735,102721,3170,907,170,97255,2316,555,48,1856,183457,21746,61583,100371,4151,824,345,129390,19565,36608,72894,3509,708,659,111352,16277,29920,62686,1631,620,30,62461,1564,454,30,269,0,143948,17872,52046,72508,3688,1289,193,143948,17872,52046,66656,2876,129,31,3396,113207,14641,31960,64332,1475,553,50,0,0,0,0,115510,14307,35331,63135,1894,523,60,62403,1693,333,60,116546,14996,37442,61250,2160,430,66,60118,1888,127,66,66624,56953,9298,64186,56136,8050,69895,58455,9940,68636,54584,12609,58946,49842,8969,59018,50051,8534,58108,48472,8762,57650,49315,8211,65459,53631,11062,78652,60453,17645,56142,43877,11789,43435,32009,10912,43594,31394,11736,42626,31208,11418,42197,31164,11033,42663,32611,10052,57756,41413,15864,69894,46676,22459,68849,46798,21057
108,108,178390,22055,48963,109317,3360,1341,1058,193358,19980,62029,112367,3482,424,599,0,0,181345,23013,63365,94941,3664,1780,226,192167,19587,62488,111148,2985,621,400,104440,2262,185,157,1952,186925,21666,65371,100684,2612,1113,287,136467,18892,38824,79883,2685,938,858,114475,15509,34341,62235,1685,252,200,61897,1503,177,200,296,0,145415,19746,51503,73708,3025,1413,177,145415,19746,51503,67515,2206,120,27,3406,114285,15413,34799,61753,1518,344,155,0,0,0,0,112380,16731,36241,57263,1509,303,106,56515,1391,77,106,114571,17410,37245,57466,1985,358,12,56688,1756,123,12,61830,53680,7726,63951,56769,7182,67719,57875,8252,66224,53410,11187,56683,49121,7412,56696,49518,6768,55743,47620,7289,55345,47784,7430,62824,52976,9038,74643,60365,13657,53812,43815,9488,41767,32362,8857,41889,31802,9654,40736,31369,9367,40244,31185,9059,41029,32817,8212,54688,41745,12473,65557,47661,17046,64373,46985,16293
109,109,165482,6617,78728,87225,1105,1157,345,185820,9257,99295,84950,1211,591,352,0,0,183366,9262,104034,75947,1767,2020,171,187121,9899,100814,82917,1493,551,247,73690,1021,152,38,942,187363,8970,107165,76595,2019,718,139,125063,4900,62507,63130,884,862,264,106823,5821,47385,52639,610,197,69,52506,589,114,69,113,0,144240,7005,84186,57781,1429,1586,135,144240,7005,84186,49543,923,96,16,1905,108387,5886,49262,52063,890,199,39,0,0,0,0,109392,5564,52772,49914,873,162,59,49405,804,74,59,110482,6899,54503,47478,1331,317,30,46688,1156,105,30,54860,47861,6647,53943,48475,5468,55134,47297,6820,53876,42494,10100,42688,35937,6625,42678,36619,5618,42022,35118,6199,41704,35318,6276,49583,40680,8304,61650,46579,14590,42260,32808,9094,31765,22627,8683,31725,22237,9026,31023,22227,8796,30816,22313,8503,31276,22922,8354,43930,30599,12914,54608,35284,18767,53204,34558,17641
110,110,177891,14780,149834,15097,2698,441,155,185964,11390,162992,12632,2538,264,13,0,0,178199,11812,155958,11687,2498,1074,112,181787,11295,160190,11545,2159,640,17,8159,1413,128,0,493,179022,9475,158211,11922,2472,626,40,137725,9904,117997,11177,2092,314,128,111756,7806,95663,7027,1189,58,0,7002,1145,39,0,0,0,144796,7827,128734,9417,2012,836,84,144796,7827,128734,5609,1456,39,11,814,111091,7067,96336,6311,1157,224,0,0,0,0,0,110857,5939,97366,6155,1227,124,0,6073,1174,0,0,110436,6474,96845,5413,1293,171,49,5259,1242,34,49,59757,27126,32365,58439,29474,28965,67029,35088,30042,66135,28015,36789,51871,24073,27714,51552,23450,27446,50346,22385,26941,50439,22815,27542,60720,27297,32590,77898,30765,46655,56519,21946,34104,47821,13889,33565,47880,13740,33853,46977,14192,32785,46702,13748,32954,47414,13386,34028,61171,19477,41314,74129,22122,51436,72661,22244,49559
111,111,147171,11570,129992,5707,2692,338,60,169765,9509,154714,4792,3003,301,14,0,0,182977,13276,160998,5548,4020,1118,126,175376,11687,157746,5360,3526,305,0,2391,3031,6,0,285,183399,12361,164487,5403,3779,801,63,112580,6605,101430,4779,2002,252,57,89795,4977,81585,2163,905,89,0,2113,860,65,0,45,0,145230,7817,130870,4570,3080,898,104,145230,7817,130870,2041,2398,54,16,1668,93446,5419,84821,1857,1070,32,0,0,0,0,0,96035,6066,86855,1512,1321,76,20,1504,1257,10,20,98830,6193,89191,1847,1175,127,30,1740,1137,12,30,40333,17316,22799,40029,20702,19327,55483,32352,21424,54596,24112,29360,43341,21713,21528,42958,21427,20917,41857,20263,20595,42091,20668,21342,51596,24998,25838,71911,30213,41261,49785,20626,28727,43072,12949,29724,43103,12935,29867,42285,13643,28642,42026,12937,29089,42712,12623,30075,57095,19142,37586,71932,22878,48428,70557,22180,47534
112,112,185462,11093,170946,7324,1055,414,118,188570,8465,176786,6899,1533,214,89,0,0,179362,9761,165856,6354,1205,1040,125,186882,8549,174836,6374,1350,248,171,1993,952,18,29,387,177194,8206,165743,5792,1318,432,85,152418,7223,142402,6192,853,329,90,99066,5719,90939,1441,866,85,25,1361,842,17,25,54,0,151343,6158,142241,5415,972,819,106,151343,6158,142241,1591,514,47,5,560,103292,5618,95047,1782,821,67,29,0,0,0,0,98989,5155,91512,1733,458,82,4,1702,403,58,4,98093,5130,90217,2344,239,156,45,2283,193,86,45,51334,18301,32665,50684,23386,27298,56908,28456,27032,55875,21707,33025,42580,17614,24850,41992,17128,24140,40451,15787,23595,40685,16512,24103,50235,20610,28943,64283,22815,41128,46121,16301,29489,38215,9363,28533,38245,9511,28504,37030,9907,27123,36696,9407,27289,37829,9158,28671,48869,13821,34815,58852,15931,42544,57081,15486,40908
113,113,156297,29407,120378,7352,2850,792,163,171217,30651,133845,6991,3076,1258,49,0,0,182742,37645,131546,8329,4663,2223,192,175635,31536,136329,6746,3576,1470,44,3284,2437,183,25,1529,174501,30584,133060,7361,4726,1706,157,130454,23951,100884,6307,2439,610,114,91731,21816,65292,2855,1598,128,25,2669,1539,45,25,20,0,153773,31911,110618,6989,3954,1764,161,153773,31911,110618,3149,2994,63,12,4139,96459,22191,69070,2984,1834,267,25,0,0,0,0,99035,21849,70440,3807,2372,321,15,3565,2073,250,15,102768,24833,69543,4032,3478,379,16,3614,2985,232,16,44516,21762,22477,47502,26504,20998,56971,35907,19104,55816,29191,25267,47352,28351,18908,47053,27853,18590,45544,26489,18112,45760,26726,18951,53697,31086,21748,69882,38737,30556,50106,27302,22292,42575,20390,21755,42604,19985,22325,41718,20421,21297,41479,19635,21844,42345,20527,21818,54020,26514,27056,64615,30181,33461,63173,29375,32882
114,114,174890,38329,125822,9735,3558,433,100,192886,33551,148026,10135,4242,907,144,0,0,181962,34008,134266,10443,4266,1361,186,190924,33362,145170,9580,5246,645,89,6968,3903,46,0,1176,181635,32564,134939,9175,5620,720,82,143638,30810,104256,7696,2988,344,84,118028,25353,85615,5100,1627,285,0,4973,1254,70,0,72,0,151972,27587,113219,8805,3404,1129,161,151972,27587,113219,5798,2572,42,46,2161,115821,24095,84132,5392,2115,154,0,0,0,0,0,114630,24455,81792,5784,2370,157,0,5352,1913,20,0,115223,25012,80899,5982,2919,307,12,5353,2257,75,12,71186,33547,37142,71256,35960,35296,77536,43800,31014,76669,35983,39151,65484,35131,30222,65189,34110,30391,63375,32465,29772,63539,32748,30724,72593,37578,34009,88370,44021,43697,68483,33613,34278,60536,26422,33609,60568,26020,34200,59530,26333,33197,59237,25414,33823,60191,26543,33648,72349,32677,39231,83665,37074,45568,82338,36229,45241
115,115,172090,53042,101238,13749,6209,561,247,179824,46260,115055,13187,7200,641,384,0,0,183386,42964,121168,12870,7431,1577,151,178775,48082,112054,12996,6945,622,309,9180,4965,87,19,3261,178393,46674,113761,12276,6687,1450,46,132497,41336,77987,9895,4727,399,167,117391,33065,72541,7938,3324,254,15,7607,2986,75,15,280,0,146786,34894,96680,9931,5983,1278,111,146786,34894,96680,6714,4721,68,25,2996,117350,34550,71899,7102,3126,236,0,0,0,0,0,119795,33449,75952,6548,2994,300,30,6074,2606,41,30,120706,32888,76764,7133,3088,302,48,6650,2829,60,48,77470,38261,38652,77925,39664,38261,86177,46507,36567,85133,39719,43553,74298,39790,34355,74102,38312,35069,71972,36390,34253,72326,37020,35203,81872,41589,39100,100692,49051,50873,78445,37125,40668,70547,29475,40495,70588,28961,41241,69506,29084,40422,69196,28538,40658,70070,29598,40472,83869,36288,47081,96862,40363,55449,95616,40725,53840
116,116,175880,20081,149840,5307,3245,397,105,183431,16475,160367,4779,4345,542,103,0,0,182984,16607,158381,5918,3942,1330,158,183596,17631,158227,5566,5160,378,85,2679,3925,26,17,950,177385,17454,151364,6806,5160,420,66,144489,15406,124024,4488,2731,323,89,112732,12330,96712,1874,1582,163,65,1839,1548,110,65,34,0,153522,12647,134191,5097,3236,1035,129,153522,12647,134191,2461,2537,39,26,1261,114201,12566,97197,2288,1853,86,15,0,0,0,0,114548,12578,97178,2506,1836,81,35,2348,1637,58,35,113777,12289,96363,2687,1411,237,59,2404,1194,192,59,68962,26692,41921,67947,30910,37037,75578,38195,34775,74622,29926,43078,60779,27558,33088,60365,26566,33001,58603,24961,32405,58988,25661,33239,69335,30282,37984,86737,34487,51633,65063,25292,39153,56334,17146,38733,56395,17042,38959,55382,17561,37821,55126,16950,38176,55980,17534,38432,69245,23104,45694,81194,26297,54153,79838,26154,52772
117,117,145113,13443,77949,55160,2725,718,378,172762,11576,107399,56408,3187,550,211,0,0,182260,12874,115926,54997,3113,2140,178,171069,13974,106224,54207,2978,666,158,45650,2041,260,64,1913,182255,13384,118201,54325,2768,1223,367,102017,10208,55566,36792,2068,495,288,92228,7718,50184,32276,1365,276,40,32064,1310,176,40,358,0,135281,8930,88018,39141,2400,1654,137,135281,8930,88018,34007,1694,105,18,1932,94134,8959,52629,30838,1357,228,65,0,0,0,0,103203,8587,62104,30708,1459,331,60,29772,1387,153,60,108670,9199,66793,31418,955,303,35,30471,913,45,35,41661,32384,8931,42408,34674,7734,50826,39294,10229,49964,35046,13589,41572,31382,10086,41456,31668,9336,40581,30242,9565,40757,30823,9861,48070,34882,12506,64203,41608,22101,43604,28565,14643,35176,19840,14975,35197,19447,15388,34716,19731,14985,34548,19683,14865,34842,19601,15189,49396,27684,21347,64386,32678,31155,63269,32728,29572
118,118,178030,20582,144245,12133,3979,431,154,184703,21277,150822,11081,3992,650,115,0,0,183694,16118,155251,10487,4059,1279,138,183306,25390,144888,10570,4346,719,182,7716,3317,172,0,1146,179171,21987,144081,10717,3950,880,277,139309,14698,114546,9116,3116,307,123,117282,14897,93572,6235,2251,135,0,5804,2221,125,0,177,0,150228,11527,128798,8411,3307,968,98,150228,11527,128798,5309,2419,74,21,1591,118381,16550,92351,6397,2349,208,0,0,0,0,0,119330,14861,95354,6387,2015,226,20,6177,1953,146,20,121545,12789,100404,5393,2279,214,35,5149,2127,54,35,67132,30220,36544,67276,33846,33430,77507,41177,33726,76591,32668,42340,62204,30228,31854,61941,29436,31784,60161,27760,31116,60683,28396,32207,71560,33193,37319,91724,38073,53075,67734,27529,39621,58871,18618,39799,58885,18306,40222,58036,18815,39221,57712,18284,39428,58425,18358,39993,74220,25390,48402,89821,29058,60021,88410,29411,58033
119,119,168599,19838,136316,10279,5239,503,169,191230,22559,155829,9480,5378,481,250,0,0,183655,16023,154342,9678,5886,1520,124,193785,22575,156638,9262,5990,459,233,6180,5004,132,0,1705,187668,20525,153088,9556,5334,632,246,126203,12826,103935,7746,3937,350,134,120131,14288,97593,5016,2818,197,0,4787,2655,94,0,230,0,146300,10949,124641,7861,4610,1217,97,146300,10949,124641,4601,3592,76,17,1865,123345,14529,100434,4752,3107,182,0,0,0,0,0,124606,13710,102167,5261,2864,179,55,4983,2672,76,55,122658,11904,101945,5097,3125,188,110,4646,3000,119,110,57902,28843,28739,58370,32213,26157,74075,42959,28616,73011,34167,37241,59326,31763,27441,59100,31015,27331,57537,29373,26885,57924,30105,27723,68735,35023,32691,90062,40912,48558,65128,29170,35360,56076,19853,35718,56134,19438,36320,55388,20045,35343,55073,19533,35540,55713,19663,35963,72053,27162,44422,88320,31253,56209,86979,31549,54429
120,120,149087,68403,60954,18506,2383,1248,332,164533,64226,77141,22921,2971,1714,312,0,0,183229,69059,87804,23298,3724,3916,320,168391,64376,78871,24473,2712,1872,309,21040,1872,71,148,1633,182790,65581,88740,27329,3321,3207,446,116261,59056,43347,12558,1776,970,251,103820,53283,36343,12339,1538,285,15,11989,1385,93,15,54,0,145013,60294,65096,16822,2810,2972,233,145013,60294,65096,13892,1889,214,77,2933,106285,53323,37554,13726,1285,285,34,0,0,0,0,117972,55105,45875,14574,1376,786,44,14042,976,197,44,118990,55888,45578,14885,1467,862,78,14290,984,208,78,59359,31435,27150,57820,30720,27100,68070,33346,31821,66560,31465,32881,56953,29736,27052,56877,28748,27405,55644,27149,27301,55312,27678,27554,64019,31409,31407,80645,37897,41922,60645,27317,32653,53465,21504,31434,53500,20798,32315,52718,20692,32026,52322,20634,31688,52965,20780,32085,65969,27277,38194,78744,31102,46826,77450,31709,44718
