ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep
25,25,124460,84126,22400,13345,4171,1460,361,152179,97224,32007,17575,5874,1504,292,0,0,176494,104350,40113,21859,7146,3854,402,157733,99274,34805,17950,6740,1483,421,13256,5012,937,103,3732,177177,105167,41334,24254,7187,1772,340,95930,68604,14885,9126,2889,974,248,114098,79909,19197,10320,3536,847,70,10055,3326,590,70,255,0,141722,88327,29139,15993,5369,3043,302,141722,88327,29139,13113,4066,395,71,5145,117261,80437,21671,9988,3995,857,75,0,0,0,0,132014,86845,25028,14707,4216,873,30,13555,3851,314,30,144970,90721,30506,17279,5241,872,28,16398,4607,110,28,61679,27433,33629,64559,27991,36568,76988,31266,43227,76062,28935,43825,70767,30476,40284,70870,30205,39758,70273,27657,41308,69173,28933,40235,77228,31953,43942,99900,43564,55379,78477,31147,46691,74886,28567,45616,74972,27263,47256,74154,25669,48485,73597,27003,46594,74229,26011,46963,90329,35774,53808,110220,45325,63683,108577,44114,62526
26,26,146545,114951,11168,17601,2294,1308,192,164231,120054,18560,22463,2846,1108,19,0,0,177279,124896,21571,23751,4124,3469,393,167245,120481,19786,23631,2576,1191,348,20772,1936,284,335,3044,177933,125948,22726,24343,3011,1982,526,119290,98327,7145,11574,1646,989,127,130411,103587,10142,14059,1670,869,4,13358,1438,300,4,114,0,146798,109573,14867,16383,3191,2706,278,146798,109573,14867,14504,2585,366,143,4200,133295,105448,10349,14759,1457,991,263,0,0,0,0,141951,110624,13007,14750,1969,1242,385,13803,1660,276,385,147832,113182,14369,16374,2189,1408,297,15596,1687,217,297,74516,31429,42168,73104,29738,43366,80303,28258,49535,78972,26831,48071,72698,27560,45131,72754,26843,44783,72227,24210,46659,70933,25624,45309,78351,28153,48775,95542,35795,58906,77592,26627,50374,72931,24057,48198,72983,22776,49740,72058,21024,51034,71410,22612,48798,69718,9435,50535,85345,29023,55634,100426,35215,64135,98938,34984,61892
27,27,163350,130506,18405,11547,2267,1852,171,176151,133650,23712,14911,3110,1481,154,0,0,183145,134360,26766,14722,3422,4249,346,180489,136014,24221,15947,3063,1640,101,14137,1782,450,0,3401,186542,137730,28755,14389,4635,1683,100,131406,109531,11928,7621,1634,1398,122,139031,112713,14402,8794,2150,915,4,8393,1651,478,4,180,0,149959,115197,18631,10062,2623,3318,236,149959,115197,18631,8306,1895,424,59,4876,142795,114060,15926,9550,2263,1025,0,0,0,0,0,147753,116981,19269,7982,2659,911,10,7526,2007,120,10,151036,116486,21441,8938,2808,1179,5,8038,2375,181,5,80174,34077,45079,78164,31027,47137,87003,28156,55784,85254,27420,53219,76586,26894,49475,76506,26314,48881,75735,23658,50689,74715,25481,49183,83445,27670,54117,101980,34210,66722,82837,25619,56448,77755,22793,54157,77863,21389,56018,77037,20125,56912,76316,21717,54588,73206,6916,55842,90755,27465,62554,106645,32999,72517,104802,33514,69103
28,28,160696,118213,8529,29754,3668,1371,192,170113,120273,12518,32444,4220,1356,214,0,0,178466,121512,14152,34353,5342,3447,304,174716,120804,13035,35115,4760,1400,250,31630,3710,416,46,4261,179454,121380,14555,36083,5474,1702,201,135290,103366,6254,22126,2927,1096,139,138603,104606,7795,22735,2177,1036,92,22106,1828,361,92,144,0,151647,108597,10483,25272,4360,2782,215,151647,108597,10483,23155,3474,367,55,4853,141588,105592,8351,24028,2331,1056,29,0,0,0,0,147090,107063,9945,25831,3027,1062,30,24846,2621,195,30,154385,112719,10012,26807,3268,1172,116,25308,2793,203,116,79912,44936,34147,77649,41535,36114,84376,38044,42851,82364,36605,41870,73400,35243,37908,73373,34664,37541,72587,31829,39348,71606,33505,38020,80321,36768,41831,97191,44355,51645,78054,33170,43951,71544,28493,42309,71666,27091,44038,70747,25747,45000,70222,27144,43012,65878,1137,45258,83466,34177,48497,96637,40003,55463,93811,39416,52492
29,29,155220,101947,33155,18535,2758,1770,253,171008,104342,43622,21120,3378,1010,311,0,0,176556,99853,48273,23059,4215,4393,370,170738,103390,44827,20534,3312,867,225,16748,2523,216,17,2609,177310,101902,50442,22239,3488,1354,311,119364,82913,22496,12435,1924,1247,189,131138,85488,29737,13487,1587,600,20,13098,1400,215,20,233,0,140315,84085,35178,16367,3107,3330,280,140315,84085,35178,13061,2292,283,82,4547,130415,84823,30194,13091,1737,512,14,0,0,0,0,134079,84438,33280,13807,1691,685,64,12988,1505,123,64,138002,84492,36354,14060,2129,731,110,13164,1745,117,110,71316,38153,32330,66539,33995,32544,77948,34685,39827,76183,32649,39732,66696,31926,34552,66614,31628,33968,65861,28843,35645,64985,30461,34436,73910,33599,38755,91893,42057,48673,70680,30267,39588,62963,25374,36923,63009,24000,38525,62328,23092,39236,61795,24358,37379,60259,14594,38328,77084,31833,44514,92467,38238,53051,90997,38104,50850
30,30,164069,142266,6473,11277,2997,1519,203,175289,146618,9196,12994,5065,2077,236,0,0,181596,147679,11261,13613,4541,3970,323,179828,151631,9728,11980,4798,2122,332,10527,3085,853,114,3638,179970,151617,10363,11847,3679,1776,269,135284,120242,4530,7424,2122,1185,140,143270,125176,6001,8269,2277,1313,86,8071,1540,821,86,182,0,152294,127620,8020,9416,3420,3174,239,152294,127620,8020,8024,2649,457,77,4983,149482,129676,7050,8522,2585,1269,118,0,0,0,0,149413,130034,7364,8264,2061,1325,39,7827,1474,539,39,152130,131309,8766,8328,2155,1326,61,7454,1543,411,61,89542,42602,45948,80459,35711,44748,95899,34122,57544,93778,33294,55640,84290,33737,50275,84182,32077,50635,83388,29113,52610,82239,31121,51032,91809,33889,55908,111019,40939,68822,90362,31529,57822,84189,28358,54980,84311,26871,56966,83203,24861,58342,82519,26937,55536,83120,27614,55439,97498,33063,63586,111748,38020,72364,111612,39279,69979
31,31,170990,138458,10999,16711,3830,1881,502,179206,139645,14124,19577,4830,1611,435,0,0,179252,135579,16351,17113,5610,4327,610,179670,139801,14892,18529,5199,1602,393,13964,3580,466,266,6367,179287,137745,16130,18378,5355,1723,483,138481,115564,7610,11508,2808,1420,336,142308,117366,7889,12506,2843,1239,244,11595,2112,459,244,209,0,148501,116753,11549,11864,4284,3413,427,148501,116753,11549,10113,3011,442,174,5879,144496,118799,9138,11729,3198,1246,208,0,0,0,0,146244,118747,10703,12199,3142,1118,138,11121,2553,255,138,149738,121753,12030,10817,3612,1129,104,9775,2794,242,104,92620,39706,51909,89462,37124,52338,98355,34673,58493,96570,33397,57482,86680,35291,51053,86495,32916,52071,85681,29994,53875,84754,31731,52923,93450,34624,56379,108445,41526,65330,89279,32054,55961,81321,28346,52056,81351,27185,53633,80436,25183,55253,79544,26871,52673,80621,27330,53291,93291,33113,59166,105277,38159,65602,103944,38316,63195
32,32,155052,126185,11648,11162,5776,1411,335,174034,134930,18383,13246,7230,1273,247,0,0,178737,133087,18953,14261,8746,3746,480,177323,136093,19818,13789,7042,1513,216,10561,4938,266,178,4371,180793,137132,19299,14467,8306,1924,544,124696,104469,8094,7465,4206,1021,215,139271,113395,12583,8133,3852,737,125,7368,3151,206,125,467,0,146498,113498,13609,9837,6355,2812,338,146498,113498,13609,7791,4825,325,89,5696,140379,113536,12902,8792,3946,730,118,0,0,0,0,142766,115149,12589,9163,4086,859,141,8441,3240,118,141,148513,118616,13328,10290,4597,1002,136,9245,3629,85,136,86850,36023,49962,85542,34860,50682,99274,36535,57377,97389,33650,58667,89727,37756,51666,89567,35835,52337,88586,32422,54417,87598,34157,53371,96126,37127,56612,113598,46752,65175,93714,35580,56804,87194,32291,53948,87245,31065,55641,86182,28909,57273,85286,30321,54965,86529,30797,55732,100115,37999,61041,114401,44958,67730,112954,44019,66532
33,33,156687,106684,18635,26726,5301,1583,353,171288,111870,24373,28726,6975,2020,232,0,0,183186,111716,28290,32654,8037,4198,455,175474,112042,25436,31080,7420,1802,283,24893,4871,361,11,6466,187151,113196,30427,35533,8578,2701,704,122339,87408,12941,18130,3902,1117,244,128404,89539,16257,17545,3529,966,14,16984,2652,425,14,562,0,147310,94484,20566,23673,6073,3194,328,147310,94484,20566,20166,4607,359,101,6101,132224,91326,17093,18801,3561,1076,14,0,0,0,0,141627,94434,20757,19942,4554,1355,35,18186,3466,248,35,148795,95101,23553,23234,5038,1059,32,21042,3869,120,32,74404,37328,36170,77338,38895,38443,84646,36591,43599,82806,34167,43841,74596,36054,38241,74442,35072,38096,73682,32459,39761,72837,33872,38863,81385,36655,42691,100045,46362,52166,77750,33889,42726,69424,29001,39554,69477,27879,41075,68653,26579,42074,68035,27778,40257,68743,28051,40692,84884,36437,47480,102162,44491,56158,100505,44109,53754
34,34,155250,122756,16003,13715,2312,1115,194,172264,132601,20109,15388,3128,1440,200,0,0,178835,134397,21664,15892,3520,2854,246,175100,134195,20642,15724,3402,1480,232,13142,2314,219,120,3947,179823,135195,22342,16531,3694,2079,249,127562,105583,10708,9068,1739,818,128,137890,115506,10242,9879,1410,772,10,9519,966,189,10,120,0,151768,120000,15218,10918,2658,2250,165,151768,120000,15218,9724,2050,263,42,3881,141527,118051,11127,9735,1733,796,10,0,0,0,0,147960,120933,13274,10541,2204,945,26,9487,1689,434,26,154484,124792,15211,10926,2455,915,68,9317,1864,362,68,81296,34055,46190,82269,32023,50246,91364,32761,55820,90105,31974,55011,84775,33095,51377,84818,32051,51647,83692,29136,53129,82210,30386,51770,90442,33431,55645,110664,42369,67156,91473,32021,58722,87828,28920,58087,88033,27929,59689,86782,26592,60190,85837,27611,58226,86650,27827,58823,99893,34475,64686,114367,40602,72507,112529,40307,70489
35,35,128657,73775,34688,12976,8491,1183,373,158889,79511,50946,19180,12061,945,167,0,0,176404,81505,58750,21946,14342,3449,507,160521,84289,47576,18643,12378,1347,34,13677,8608,201,0,5506,172734,84630,56226,19414,13812,1867,263,95659,57256,23983,9042,5991,810,249,112073,61383,32683,10980,6004,473,40,10338,5249,299,40,543,0,134827,64881,42950,15957,10508,2575,382,134827,64881,42950,11881,8819,207,138,4886,112621,64396,30810,10879,5650,591,0,0,0,0,0,123158,65574,37127,12372,6795,648,60,11525,6053,126,60,133819,65540,43032,14987,8384,806,99,13966,7311,22,99,54343,27676,26188,55304,27154,28150,71823,35431,32567,70480,31544,35652,63090,33065,29834,63058,33267,28934,62129,30422,30405,61490,31468,29960,69926,35033,33254,90088,46614,42227,67635,32553,34114,60782,27971,32104,60809,26570,33802,60048,25747,34301,59585,26468,33117,60028,27589,31893,76736,35939,39914,95443,44959,48838,94134,43656,48213
36,36,152224,94025,24389,27140,7261,1510,289,169745,95750,33072,31821,10633,1566,285,0,0,175313,90842,37899,31776,14107,3558,453,174531,94906,34704,33351,11914,1700,227,29056,10264,243,16,4369,175982,93461,37738,32877,12301,1761,324,115282,75130,16656,18478,5134,1059,176,123059,76887,20568,19317,5324,681,18,18845,4847,309,18,341,0,136389,75484,27057,22499,10167,2639,300,136389,75484,27057,19031,8882,260,78,4796,126258,76648,22163,21117,5220,758,14,0,0,0,0,128063,76841,23693,20927,5186,833,8,20307,4767,182,8,133193,76735,27529,21397,6075,746,75,20372,5640,118,75,70421,35860,33877,70148,34739,35409,79587,38465,37232,77567,34711,39478,69215,36004,33021,69221,35744,32572,68237,32662,34317,67195,33431,33638,75843,37466,36701,92429,47582,43599,71534,34213,36331,63142,28985,33435,63195,27660,35076,62316,26527,35789,61596,27360,34236,62405,28678,33671,76981,36247,39898,91560,43574,46371,90122,42979,45325
37,37,148790,94307,31140,15375,8867,1271,338,167108,96603,42687,17381,11563,1172,353,0,0,175353,91951,47062,21101,14355,3402,489,170660,97346,44824,18568,11768,1538,259,13908,10033,86,22,3703,175537,94489,49004,22170,12595,1775,123,119700,78001,23339,11851,6928,970,267,128623,80621,29122,11617,6142,542,34,10715,5680,68,34,538,0,143656,78124,36388,16583,11406,2599,358,143656,78124,36388,12563,9569,204,87,5643,130704,80475,30461,12120,6540,863,20,0,0,0,0,135177,80191,32981,14106,6874,730,65,12470,6146,59,65,134293,76227,35065,14233,7360,1118,122,12614,6567,309,122,66208,35166,30475,64559,33210,31349,74695,38476,31453,72915,34347,35210,63966,36077,27670,63936,35813,27231,62864,32495,28992,61866,33161,28621,69980,36980,31071,81943,44760,35766,63769,32716,29869,54376,26638,27007,54400,25542,28369,53580,24625,28955,53066,25136,27930,53619,26089,27112,66432,33209,32303,78174,39463,37241,76792,38291,36557
38,38,162112,107004,32565,17286,6345,1443,324,173890,101978,44208,20779,8754,2220,503,0,0,175442,96733,45865,23640,9142,3560,434,174937,100974,45751,21927,8504,1864,618,15626,5971,341,133,5518,177106,98696,45975,24751,8661,2039,657,128480,88387,23567,12197,4770,1078,234,131122,84201,29193,11887,4263,1018,154,11361,3725,359,154,502,0,141572,82033,34500,17404,6965,2713,320,141572,82033,34500,13498,5386,232,78,5125,133061,84877,30475,12340,4117,785,173,0,0,0,0,133513,82536,30792,14562,4450,758,119,13468,3713,46,119,136458,82139,32114,16299,4826,647,76,15172,4087,87,76,79148,39208,39243,78281,38067,40214,84894,41046,38884,82575,36539,42140,74276,39644,34398,74242,39146,34069,72973,35353,36015,71696,36145,35413,80919,40565,38290,97483,51780,44220,75856,37504,37139,66787,32167,33844,66820,30892,35386,65844,29577,36267,65085,30419,34666,65911,31841,33989,80032,39384,39732,92776,46395,44854,91212,45478,43791
39,39,150475,90938,30636,23639,5778,1164,315,170226,90752,41768,31375,6358,1477,286,0,0,175326,87801,44163,33806,8320,3630,372,170406,90885,43379,30683,6423,1292,244,26379,5157,206,7,3712,176660,89532,44869,33838,8632,1699,451,112662,72186,20303,16137,4087,871,201,120626,72577,22425,20984,3371,799,19,20305,2946,132,19,490,0,134694,72007,30942,24151,6021,2713,272,134694,72007,30942,21018,4861,249,68,4666,121773,73957,23625,19764,3540,710,4,0,0,0,0,126079,73768,24653,22062,4389,749,30,21245,3934,126,30,128598,73052,26015,23633,4648,793,114,22622,3959,112,114,68456,31004,36862,69076,30888,38188,79067,36256,39319,77456,32717,41781,69708,34464,35059,69704,34163,34786,68737,31227,36386,67766,32056,35638,75929,35768,38673,91999,46014,44839,72350,33322,38147,65025,29101,35324,65050,27692,36896,64194,26467,37727,63565,27389,36176,64265,27483,36169,77727,35835,41128,90967,43315,46261,89774,42276,45673
40,40,153751,51103,23397,73865,6637,1544,640,191747,47446,36933,99809,6981,1980,654,0,0,175326,43708,34016,89801,8014,2922,477,198456,47369,37442,107607,7324,1824,502,99216,5751,351,31,5287,202068,44813,38861,112289,7964,2093,442,111839,42185,16310,48889,4970,1078,463,120993,39826,19598,55997,4167,1180,136,55134,3899,504,136,405,0,132410,37368,24483,63601,6404,2261,349,132410,37368,24483,58873,5204,283,57,4611,126169,39817,20205,60732,4157,809,55,0,0,0,0,128314,38619,21200,62888,4603,566,220,61621,4280,49,220,127653,38373,20913,61937,5457,560,292,60765,4839,21,292,61822,42144,19235,57478,40324,17154,65977,45405,18036,64599,41629,20372,57413,41075,16178,57511,41541,15372,56816,38913,17088,56081,39524,16467,62690,43551,17998,74801,52803,21133,54903,37207,17041,44204,29048,14678,44186,27887,15847,43539,27019,16520,43172,27673,15499,43550,27711,15154,56415,37447,18386,66555,44527,21113,65800,43199,21060
41,41,151646,35888,34567,75196,7086,1522,793,166132,35801,48927,75401,8026,1091,273,0,0,176364,29526,53141,82025,7766,2691,544,165916,33417,49545,76182,8640,1104,386,69585,7060,205,0,4034,163733,31457,49993,72604,9064,2012,553,115078,31183,25632,52940,5609,1109,600,101065,26578,25322,44485,3874,601,0,43609,3705,92,0,505,0,134976,25404,39766,59735,6365,2059,413,134976,25404,39766,54434,5189,226,131,7387,100643,24225,25460,45801,4071,700,15,0,0,0,0,101695,24426,25896,45181,4889,981,10,43777,4537,328,10,99008,22446,25621,44094,5714,893,24,42976,5163,299,24,47449,37543,9561,47266,38544,8722,50959,40312,8873,49691,36368,11408,40091,32217,7744,40165,32860,6912,39674,31157,7895,39164,31420,7667,45931,35977,9087,55678,43124,11873,38071,29049,8513,27494,20199,6953,27470,19362,7767,27051,19073,7978,26789,19345,7444,27036,19388,7213,37994,27534,9998,45678,32134,12821,45028,31240,12688
42,42,159023,112532,24560,16584,6120,1324,322,175375,109254,37959,19874,8488,1399,208,0,0,180528,112231,36851,19968,10106,3279,510,174842,110886,35390,18873,9361,1616,124,15208,6985,233,3,4964,182090,112705,38609,20066,10173,2384,247,129532,94908,18325,11861,4677,1002,226,135802,92796,24508,12625,4690,874,48,11957,4103,221,48,389,0,150826,97182,28868,15318,7782,2629,370,150826,97182,28868,12055,6041,250,89,5326,137247,95332,22780,12504,5533,951,4,0,0,0,0,143534,97458,25943,12813,5880,995,10,11946,4774,133,10,142011,96443,26500,11255,6509,890,43,10316,4973,79,43,83833,42259,40773,83666,42202,41464,92042,48872,37833,90227,43978,42707,83089,48491,34392,83020,47715,34401,81487,42858,36994,80311,43711,36521,88848,48842,38031,104882,61218,42087,83648,46499,35960,74918,41736,32418,74904,40285,34113,73695,38475,35220,73038,38996,34042,73774,40482,32543,87459,48822,37723,99385,56293,41367,98137,54905,41145
43,43,144352,51123,72455,17879,6985,1498,429,167661,46579,95017,21219,8558,1277,514,0,0,175629,41638,104665,23885,9563,3541,536,171289,44449,98919,21873,9377,1288,906,15607,7528,341,532,2963,179623,42928,107089,24045,10046,1396,948,109751,42745,51696,12484,5277,1085,312,114442,37968,59488,11276,4741,490,140,10792,4449,252,140,325,0,136423,35423,78708,17492,7291,2770,400,136423,35423,78708,11601,6021,170,77,3496,117711,35502,64266,11970,4740,434,335,0,0,0,0,123596,35608,68623,13194,5073,437,295,12143,4869,143,295,123857,35955,68020,12853,6216,508,42,11798,5763,68,42,54743,34007,20312,53946,34945,19001,66458,43226,20030,65007,37833,24316,53259,33993,19112,53228,34742,17664,52410,32339,18873,51870,33252,18537,60580,37881,21248,73786,45195,27525,52371,31192,20324,40585,22421,17559,40586,21321,18825,40034,21052,18982,39687,21394,18293,40057,22471,17275,54341,30181,23421,66503,36248,29097,65299,34935,28608
44,44,141345,58630,51777,17465,14930,1275,719,150437,53441,64932,16497,16467,1099,614,0,0,175329,56070,78458,20516,17664,2891,712,153697,51016,72247,18389,14419,978,562,13520,12487,36,327,3164,157382,49176,72601,18962,14967,1432,609,108792,48401,37459,12155,11614,899,480,99848,41750,38912,9134,9164,237,340,8814,8477,19,340,337,0,137829,46992,59788,15108,13652,2246,562,137829,46992,59788,10969,12061,203,253,5903,103039,40611,44155,9124,8311,204,285,0,0,0,0,105693,40319,44938,11087,8462,420,260,10593,7969,108,260,116162,44314,48595,12721,9440,480,295,12206,8868,66,295,51843,31383,20084,52169,31819,20350,64966,40744,21331,63705,35385,25737,53803,33450,20211,53822,34015,19127,53217,31745,20501,52621,32440,20107,60929,37042,22610,76777,46959,28900,55005,32307,21975,45197,25063,19644,45203,24067,20822,44682,23550,21132,44346,23930,20416,44695,25032,19426,58345,32471,25216,70071,38146,30553,69045,37128,30281
45,45,93679,61255,15404,9166,7932,668,244,148306,88694,29461,17224,13964,1109,865,0,0,175973,97218,38122,15764,16530,2638,398,153008,88399,32676,14149,16659,1214,674,10518,13893,56,10,6444,172246,93495,40054,17879,16165,3047,283,68300,46056,10392,6214,5505,457,167,95961,61940,16186,9817,7103,379,60,9114,6641,57,60,529,0,132296,76483,27024,11214,11736,1962,290,132296,76483,27024,8688,10089,171,78,8079,97848,62958,17055,8327,8626,442,10,0,0,0,0,108274,69267,20472,8447,8868,628,35,7720,8025,70,35,120045,75856,23152,10567,9508,454,66,9919,8545,38,66,41988,18434,23128,48197,20391,27806,64445,30451,30900,63332,26111,35106,62389,31086,31178,62368,31312,30387,61607,28677,31992,60872,29179,31642,67763,32681,33812,93350,48641,43542,70372,33863,35725,67861,32103,35174,67870,30990,36495,67087,29907,37180,66669,30197,36472,67155,30264,36224,82189,39489,41899,99514,48582,49181,98226,46555,49902
46,46,124473,36431,64648,21690,5230,1554,572,156555,33402,95794,26290,5442,1470,547,0,0,176200,34135,106283,31489,7893,3395,577,160456,34809,97671,27278,4579,1303,424,19731,3710,89,60,2790,174083,33538,107293,32261,6267,1651,205,91115,29945,44834,14542,3797,1086,374,100154,26263,57111,12964,3144,164,13,12419,2899,90,13,479,0,134263,28406,79204,22746,6029,2610,424,134263,28406,79204,16191,4942,171,64,3749,102936,27189,58452,13969,2708,174,14,0,0,0,0,110168,26536,64060,15266,3017,483,4,14519,2812,124,4,114325,27056,63914,17945,4368,543,73,16936,3906,108,73,40935,27960,12628,44429,32394,12035,58150,41276,14776,56942,36483,18173,44996,30510,14354,44905,31468,12763,44389,29958,13570,44151,30854,13223,52798,35632,16131,68051,44038,23251,45852,29142,16107,34971,20207,14208,34988,19336,15176,34646,19528,15118,34430,19949,14481,34654,21395,13259,48645,28168,19882,60268,33315,25983,59215,32286,25538
47,47,126832,48487,62621,14400,4483,1311,436,166969,50762,94531,21263,6031,2011,433,0,0,176233,45438,105378,22489,6795,3607,587,175426,48656,102372,23017,7917,2392,343,12891,5485,604,11,4289,183225,48138,110497,24748,7836,3577,741,93425,38468,43815,9806,3166,955,270,114487,38752,62374,8660,3657,738,141,8205,3484,392,141,154,0,134235,36806,78504,16041,5163,2711,417,134235,36806,78504,10134,4004,200,106,3408,118305,36586,66546,9551,4058,758,215,0,0,0,0,122856,37270,70359,10746,3489,581,210,9944,3240,201,210,126502,37286,73259,11312,3826,621,43,10667,3578,35,43,49631,29642,19567,50577,31990,18587,67833,41306,23726,66592,36146,27610,55652,32556,22922,55555,33433,21299,54949,31419,22481,54505,32573,21846,63638,36800,25500,82207,46111,35157,57963,31098,26094,47720,23122,23939,47774,21668,25599,47273,21784,25489,46816,22296,24520,47260,24598,22662,64124,31468,31957,80862,38778,41047,79528,37369,40390
48,48,148873,91440,26749,28386,2960,1433,355,166679,91336,38563,34894,3301,1543,162,0,0,183593,93159,47882,38081,4341,3526,329,169910,91969,41567,33701,3841,1845,289,29270,2904,230,189,3112,178289,91367,49218,33783,3418,2199,175,116187,77427,17610,19106,2162,1018,239,125556,77401,23126,22105,1782,1076,24,21596,1595,278,24,198,0,145704,80771,33820,26981,3372,2744,229,145704,80771,33820,23497,2735,333,64,3766,129001,79116,25256,21249,2070,1143,74,0,0,0,0,134975,79507,30892,21361,1908,990,95,20511,1596,156,95,142873,80281,34382,24728,2137,1030,97,23807,1797,203,97,64275,30964,32559,53836,27392,26444,75837,33290,39807,74380,31287,39710,65787,29323,36216,65668,29108,35534,65163,27130,37055,64346,28392,35917,72473,31656,39448,89765,40080,48761,68937,28444,39775,61139,23305,37162,61235,22666,38172,60451,21745,38706,59935,22696,37239,57458,6322,38111,75121,30335,44145,90198,37441,51752,88654,36813,50348
49,49,163788,109387,30531,20132,3527,1658,226,177724,111496,39808,22883,3705,1224,341,0,0,178192,105042,41973,24326,4665,4283,318,184212,111784,42791,25726,3780,1439,281,21530,3137,453,21,3255,182323,107728,44263,26198,4330,1792,325,121158,86358,18790,13122,2477,1175,149,124813,88579,18961,13950,2501,581,191,13567,2337,341,191,69,0,134973,85041,27580,16742,3435,3121,240,134973,85041,27580,14802,2805,292,50,3936,127142,88417,20128,14853,2636,644,163,0,0,0,0,127813,86116,21633,15903,2747,862,231,15052,2374,175,231,130299,85378,25061,15690,2761,1011,46,15010,2251,125,46,64764,27616,36384,66956,28709,38247,72959,25927,43901,71386,24668,43010,60884,23138,37481,60831,22398,37429,60328,20255,39093,59480,21588,37833,68181,24369,42248,83602,29881,52541,63948,21317,41799,55836,16836,38325,55944,16482,39103,55292,15463,39829,54755,16319,38436,53006,1357,39697,69277,22365,46209,83447,27495,54968,81894,27808,52370
