ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_AUD_Total,E_18_AUD_Dem,E_18_AUD_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,84819,57821,2822,1296,597,22682,410,0,0,84164,55135,3569,1505,763,23829,562,0,0,80756,50250,3397,1888,756,24707,373,83878,54297,3754,1545,760,24036,519,869,517,16575,353,7494,81389,52215,3946,1707,894,23184,399,64691,47258,1573,864,364,14744,220,0,0,63730,45006,1552,950,326,15731,203,767,294,10916,203,88,0,62521,41982,2061,1200,489,16645,206,62521,41982,2061,675,303,10495,147,6765,63650,44849,1600,998,343,15780,178,0,0,0,0,61788,43352,1781,1025,449,15223,64,712,365,10802,64,61500,42864,1756,1156,420,15229,65,722,299,10078,65,32528,11734,20334,29484,9897,19587,31471,7178,22910,31209,7245,21991,25796,9594,15302,25501,8094,17407,23923,0,18824,25634,7583,17161,23884,0,18659,30046,8048,20980,33566,7461,25514,33384,8618,23006
2,2,71829,53571,3097,1368,1122,13157,115,0,0,78286,57070,4147,1797,1635,14595,13,0,0,83213,54339,5501,2698,2352,18966,161,79204,56643,3927,2033,1825,15485,36,1265,1436,8543,9,7304,83938,58705,4733,1963,2059,16856,66,52811,41425,1743,818,675,8292,65,0,0,57789,44566,1673,883,940,9596,0,779,823,5748,0,91,0,62898,43961,3370,1603,1489,12470,91,62898,43961,3370,1023,1214,6432,25,6648,59254,44985,1687,1111,1106,10260,10,0,0,0,0,62823,47073,2260,1047,1111,11182,20,798,977,6974,20,64608,47824,3110,1233,1163,11120,48,875,1041,6965,48,32125,8827,23121,30913,7712,23201,34789,7121,25860,34678,6040,26253,28322,9543,17884,27994,7643,20351,26603,0,21458,28139,7202,20081,26539,0,20674,33904,8239,24386,38862,9157,28788,38842,9733,27156
3,3,79180,53044,2535,2629,669,21117,112,0,0,82259,54762,3214,2640,913,21563,265,0,0,80562,49229,3435,2923,1023,24650,100,82665,54594,3487,2979,986,21524,186,1795,677,13384,103,8532,81584,52544,3739,3340,945,21924,165,58647,42245,1368,1611,378,13304,63,0,0,61765,43783,1379,1692,404,14332,98,1500,334,9538,98,185,0,60926,40268,2035,1836,657,16181,57,60926,40268,2035,1216,457,10203,16,6590,62593,44202,1683,1810,510,14101,91,0,0,0,0,62062,43113,1810,1869,545,14458,68,1363,499,9939,68,64796,44408,2411,2025,648,15119,40,1320,508,9978,40,32066,10652,21085,28516,8840,19676,31595,6859,23222,31424,6677,22799,26195,9119,16067,25929,7745,18184,24529,0,18780,26047,7263,17788,24447,0,18695,30806,7819,21967,35060,7758,26641,34977,8452,25004
4,4,87356,50066,3229,950,901,33232,104,0,0,86926,48073,4277,1362,1199,33473,205,0,0,80677,42655,3783,1417,1037,33026,112,87433,47469,4397,1516,1193,34102,170,906,939,25467,70,8162,82096,44283,4433,1717,1213,31908,103,65270,41071,1704,522,550,21766,57,0,0,65882,40173,1711,749,503,22661,68,591,465,17349,68,128,0,62156,36105,2130,844,711,22668,68,62156,36105,2130,424,572,16281,31,6496,66267,40093,1784,868,517,22964,49,0,0,0,0,62632,37440,1789,935,604,21801,45,556,534,16671,45,62553,37378,1842,1043,728,21359,49,594,619,15788,49,30109,9800,19858,28252,8734,19518,29503,6293,21991,29147,6838,20568,23934,8260,14825,23641,6838,16803,22229,0,17474,23715,6606,16293,22176,0,17426,28275,6950,20490,32139,6444,25168,31969,7087,23602
5,5,86535,60817,5076,4690,542,16256,69,0,0,85911,58174,5545,4795,841,17614,405,0,0,81765,51952,5571,4833,673,19441,560,86033,57588,5685,4773,876,17985,507,3479,653,10478,469,7644,82483,54202,5873,4666,953,17201,624,64871,48544,2822,3133,350,10292,45,0,0,63041,46788,1784,3071,339,11102,54,2736,293,6930,54,95,0,61870,42396,3200,3208,477,12614,308,61870,42396,3200,2619,339,7856,272,5103,63037,46544,1869,3003,362,11213,89,0,0,0,0,60452,44051,1977,2894,407,10897,143,2583,362,7150,143,60261,43544,2171,2869,526,10911,134,2493,416,6983,134,29086,8305,20272,26870,7225,19645,29183,5221,23053,28440,6615,19818,21289,6957,13786,21008,5732,15276,19703,0,16382,21087,5626,14936,19675,0,16137,26924,5845,20328,31610,5300,25889,31310,5562,24649
6,6,81867,58777,3196,3718,522,16609,69,0,0,84909,58822,4347,4194,648,18154,183,0,0,83910,54079,4921,4348,701,21001,114,85531,58504,4612,4286,656,18781,143,3012,412,11072,82,7781,84402,56806,4919,4655,874,18463,127,62600,47532,1872,2466,353,10755,50,0,0,64015,47461,1949,2802,266,11720,47,2371,201,7598,47,97,0,64743,44792,2993,2903,510,13847,75,64743,44792,2993,2168,353,8735,19,5531,64453,47558,1918,2822,280,11901,29,0,0,0,0,63819,46323,2192,2992,394,11848,27,2191,303,7425,27,65044,46768,2472,3119,438,12067,9,2405,259,7536,9,28612,8779,19278,26459,7217,19242,28152,5378,21801,27586,6313,19300,22336,7153,14574,22015,6105,15910,20635,0,17250,22106,5869,15570,20595,0,16942,26964,6079,20104,31287,5802,24995,31115,5874,24112
7,7,89614,63188,3329,2679,645,20784,86,0,0,86203,58242,4136,3059,795,21397,128,0,0,83563,52687,4110,2805,861,24209,153,85972,57479,4482,3005,863,21665,116,1596,488,9375,55,12436,83697,55257,4744,2989,986,20776,141,68446,51186,1972,1881,405,13430,55,0,0,65446,47375,1610,1947,365,14184,27,1490,239,6783,27,185,0,64423,43813,2458,1901,602,15925,92,64423,43813,2458,1319,419,10061,45,6185,65128,46877,1652,1904,476,14202,32,0,0,0,0,63313,45020,2138,1903,474,13699,24,1308,373,6836,24,63690,44763,2271,1944,466,14070,34,1238,348,7523,34,32883,10166,22178,29312,8750,20562,32747,6815,24594,32356,7889,22421,25493,9375,15189,25178,7855,17323,23394,0,18699,25270,7565,16819,23415,0,18213,30500,7642,21953,34213,6708,26985,34034,7385,25315
8,8,88694,58531,2409,7389,429,21478,95,0,0,86377,55780,3175,7204,459,21683,146,0,0,81039,50026,2925,6650,585,22546,128,85593,54982,3205,6982,497,21743,193,5119,212,13006,0,9005,82160,52206,3336,6832,756,20755,171,67610,47567,1394,5285,285,13777,57,0,0,65463,44963,1629,4967,196,14053,0,4212,135,9059,0,185,0,63243,41741,1806,4810,399,15190,67,63243,41741,1806,3769,248,9957,18,5558,65201,44751,1594,4766,196,14166,0,0,0,0,0,63192,42769,1802,4622,412,13669,20,3753,370,8754,20,63206,42395,1885,4502,470,13830,35,3589,430,9093,35,34459,13467,20400,29244,11275,17969,31643,8747,21504,31435,8503,21053,25287,10464,13976,25042,9024,16018,23184,0,17358,25133,8683,15583,23180,0,17146,29665,9063,19710,32896,8497,23795,32765,9114,22282
9,9,83393,45571,5455,9412,797,24065,82,0,0,82665,42840,6002,9281,1029,25563,134,0,0,81178,38929,6471,8938,1061,28207,135,82838,42078,6226,8853,954,26615,121,6949,660,18646,45,8166,80728,39956,6775,8588,1236,26154,219,63163,38037,3160,6420,587,15767,66,0,0,61772,36132,2291,6169,344,17049,58,5555,254,12948,58,91,0,62487,33425,3934,6201,754,19105,78,62487,33425,3934,5020,576,12746,34,6591,61994,35818,2375,6144,330,17560,24,0,0,0,0,60373,34127,2783,5814,455,17215,4,5054,327,12612,4,60631,34196,2769,5939,501,17317,0,4963,347,12610,0,30135,12976,16804,26759,11685,15074,28728,10173,16918,28594,9366,17254,23615,12218,10581,23343,10111,13232,21697,0,14189,23436,9946,12620,21609,0,14179,27149,10625,15496,29538,10634,18191,29467,11070,16978
10,10,84255,62322,3696,2472,593,16054,68,0,0,83903,60149,4683,2618,1008,16979,127,0,0,82655,55904,4939,2755,869,18724,404,83965,59915,4475,2752,1039,17120,46,1692,666,9087,19,8006,82863,58540,4502,2825,975,16828,62,63439,49525,2112,1705,424,9973,37,0,0,63238,48228,2226,1667,611,10491,15,1400,454,6486,15,142,0,63193,45530,3004,1830,564,12220,222,63193,45530,3004,1374,389,7272,164,5344,63715,48525,2140,1647,758,10682,20,0,0,0,0,63302,47912,2240,1627,694,10894,15,1109,471,6002,15,63547,47635,2878,1719,522,10618,74,1127,258,5865,74,34282,10124,23712,30420,8542,21878,33164,7249,24321,33033,6440,24286,26136,8916,16275,25902,7331,18571,24365,0,19547,26018,6998,18126,24320,0,19073,31420,7707,22603,35538,7855,26927,35486,8425,25453
11,11,80408,25574,13076,35630,803,7956,195,0,0,78074,23361,15462,32608,1046,9075,178,0,0,80676,22141,19710,31430,1252,9652,337,77553,23710,15774,31374,1032,8731,201,27203,753,3308,72,6206,78161,24307,16863,30439,1146,8511,282,57961,21584,7574,24234,647,5222,95,0,0,50772,19486,3744,22471,355,5503,35,21005,288,2625,35,328,0,60029,19266,12185,22722,889,6929,194,60029,19266,12185,20364,600,2832,119,4473,51008,19786,4110,21879,369,5562,35,0,0,0,0,51670,20349,4875,21139,438,5322,40,19632,344,2706,40,50839,19711,6120,20148,477,5059,86,18569,335,2376,86,24100,18217,5667,21395,15912,5483,20347,14907,4464,20183,13085,5166,16229,12809,2868,16192,12707,3485,13478,0,5068,16218,12363,3224,13548,0,3988,19893,14834,4242,23550,18060,4882,23222,17428,4777
12,12,78559,60719,2713,2647,587,12701,91,0,0,83850,63316,3890,2937,1117,13556,151,0,0,82804,57789,4315,3403,1097,17020,151,84674,63123,3977,3068,1290,14329,138,1621,700,9064,7,6062,83765,61557,4192,3428,1096,14368,60,58538,47341,1551,1587,349,7992,51,0,0,62576,49731,1641,1688,388,8946,8,1376,238,6208,8,246,0,62704,46364,2621,2109,671,11112,95,62704,46364,2621,1409,456,5747,53,5928,63141,49837,1706,1755,400,9459,8,0,0,0,0,62814,49040,1948,2014,502,9459,8,1275,389,6020,8,63125,49014,2276,1975,541,9374,8,1304,382,5819,8,32840,9725,22810,29697,8254,21443,33732,7280,24778,33474,6370,24876,26577,8775,16945,26280,7277,19003,24780,0,19838,26413,6938,18632,24743,0,19376,32036,7961,22924,36165,8660,26703,36164,9118,25369
13,13,85499,61608,4188,3288,585,16931,101,0,0,86224,59060,5820,3744,823,18231,69,0,0,83639,53244,5823,3989,895,21211,167,85718,57831,6149,3630,699,18775,82,2080,421,10695,38,8416,83907,55592,6291,3796,881,18553,108,65305,49710,2545,2242,407,10817,59,0,0,64535,47562,2590,2402,349,11635,35,2022,186,6905,35,167,0,64105,43908,3601,2663,635,13744,110,64105,43908,3601,1818,436,8459,41,5719,63789,47015,2762,2086,248,11836,35,0,0,0,0,62802,45189,3161,2408,389,11685,44,1596,267,7670,44,62086,44566,3001,2381,342,11744,43,1592,284,7785,43,32785,9967,22250,29058,8544,20514,32668,7034,24117,32512,6645,23797,25832,9916,15023,25500,7708,17792,24162,0,19957,25593,7652,17077,24085,0,19226,30574,7766,21857,34041,7510,25805,33917,7842,24724
14,14,83386,60259,5402,4882,796,13304,72,0,0,84529,58392,7495,5297,944,13946,160,0,0,82137,53333,7205,5236,1047,16100,176,84739,57726,7846,5276,1035,14227,286,3735,719,6194,78,8355,82476,55008,8084,5597,941,14456,294,62418,48039,3053,3099,514,8232,42,0,0,61777,46680,2789,3414,372,8670,23,2865,315,4231,23,149,0,62925,43716,4304,3463,699,10498,92,62925,43716,4304,2621,533,5938,37,4958,62213,46559,3008,3419,467,8808,43,0,0,0,0,60784,44666,3477,3373,431,8785,34,2634,346,4295,34,61527,44836,3873,3415,446,8846,26,2629,310,4524,26,32196,9524,22181,29375,8371,21004,31757,6565,23926,31353,7044,21973,24336,7776,15779,24076,6828,17248,22455,0,18611,24165,6576,16845,22399,0,18193,29675,7012,21714,33710,7005,26173,33554,6963,25387
15,15,69323,55638,3531,2356,2191,6163,109,0,0,78065,60679,4850,3557,3010,6631,311,0,0,83533,59668,6324,4305,3420,10431,245,79196,60036,5836,3373,2979,7696,364,2167,1800,4137,27,5146,81768,60664,6593,4230,3142,7870,427,51582,42862,2134,1368,1467,3960,72,0,0,57514,47163,2228,1979,1577,4430,32,1624,1255,2443,32,161,0,63040,47138,3906,2645,2427,6914,171,63040,47138,3906,1932,1865,2748,65,5201,58969,47393,2929,1850,1677,4996,25,0,0,0,0,61591,49399,3550,2208,1546,4647,25,1646,1178,2602,25,64458,50896,4346,2629,1862,4631,9,1809,1359,2543,9,30510,10676,19646,26444,9110,17334,33249,10739,20281,33308,8051,21843,29469,13986,14495,29171,11612,17559,26738,0,19585,29282,11371,16738,26804,0,17984,33702,12313,19894,38639,14734,22920,38610,14631,22303
16,16,74952,55472,5340,5028,3712,6203,173,0,0,80816,55095,7769,6542,5717,6939,265,0,0,84520,55121,8668,7182,4574,9397,298,81701,56386,7095,7266,5782,6239,289,4660,4054,2684,67,6499,84235,56984,7607,7435,5763,7236,149,61772,47348,3683,3491,3075,4537,119,0,0,63028,46694,4641,3939,2612,4657,39,3138,2168,2246,39,448,0,69105,47345,6113,4813,3676,6708,197,69105,47345,6113,3637,2898,2621,44,5396,63326,47467,3886,4471,2658,4435,40,0,0,0,0,66192,49193,4317,4683,2471,5056,15,3708,1733,2388,15,67852,49841,4657,4614,2792,5483,15,3532,1928,2458,15,29939,16276,13539,25334,13744,11590,29028,15311,11127,29060,11197,12718,24309,16533,6975,23966,14728,9238,20787,0,11910,24106,14323,8562,20971,0,9858,27757,15563,10433,30269,17912,11397,30178,17643,11102
17,17,79097,60227,3271,2942,806,12990,133,0,0,83174,62236,4317,3223,942,13602,143,0,0,83057,57940,4858,3925,1140,16303,165,83846,62118,4425,3271,1177,14147,199,2273,717,9673,61,4555,83320,60570,4758,3461,1176,14142,200,59445,47407,1891,1787,540,8236,88,0,0,62977,49754,2126,1852,447,8599,33,1677,333,6853,33,243,0,63761,46748,3080,2622,794,10756,114,63761,46748,3080,1874,526,6179,35,5189,63139,49710,2205,1885,522,8682,48,0,0,0,0,62981,48786,2459,2069,626,8957,20,1690,426,6488,20,63981,48953,2713,2220,820,9201,60,1574,601,6131,60,30438,8947,21216,28220,8171,20049,30815,6951,21974,30881,5397,23382,25039,9356,14591,24766,7385,17381,23393,0,18472,24873,7323,16547,23381,0,17741,29840,7793,20909,33918,8370,24733,33942,8920,23523
18,18,63832,48726,4894,3816,3196,3809,121,0,0,75650,53593,8254,5501,3717,4891,104,0,0,84411,54202,11382,7439,4387,8132,243,76539,52831,9341,5763,3644,5506,91,4417,2811,2273,1,4616,82247,55591,10789,6641,3532,6439,181,46819,37441,2815,2051,2309,2382,75,0,0,53795,41702,3476,3064,2431,3102,0,2526,2193,1556,0,125,0,62065,42489,6838,4507,3214,5322,143,62065,42489,6838,3631,2771,1875,49,4220,54230,41222,3909,3321,2331,3351,0,0,0,0,0,58802,44248,4868,3809,2109,3682,0,3267,1916,1587,0,62364,45387,5910,4514,2806,3749,12,3797,2424,1331,12,27272,7128,20027,25895,6425,19470,29331,7218,20039,29356,5566,21419,24623,9757,13864,24341,7909,16432,22942,0,17593,24449,7499,15895,22931,0,16657,28740,8549,18907,32537,10293,21291,32455,10596,20360
19,19,79871,65299,6372,2864,951,3805,1193,0,0,80821,61931,8767,3124,1082,4784,2222,0,0,80701,57482,10071,3400,1443,6052,3202,80312,60507,9341,3103,1194,4892,2387,1812,613,1748,2318,3928,80694,59386,10320,3378,1461,5046,2902,60554,51566,3723,1791,662,2400,669,0,0,57640,48589,3599,1854,547,2769,429,1281,293,1165,429,105,0,60339,45687,6120,2155,958,3988,1728,60339,45687,6120,1556,585,1473,1601,3185,56834,47758,4036,1872,384,2696,224,0,0,0,0,57300,46920,4936,1940,404,2649,309,1349,190,1006,309,57327,45989,5413,2024,385,2716,550,1381,128,669,550,32005,7438,23908,26885,5899,20986,29457,5445,22318,29412,4259,23152,23383,7137,15198,23154,5515,17639,22301,0,18598,23242,5061,17278,22254,0,17922,27409,5759,20642,30183,6002,23489,30081,6175,22534
20,20,76220,60578,3729,4764,746,6939,98,0,0,81537,62683,5520,4950,757,8275,144,0,0,81052,59230,6071,4839,1118,10239,183,81208,62221,5403,4982,999,8394,154,3928,685,4185,18,4719,81609,61667,6118,5110,1157,8367,154,57192,46813,2139,3561,462,4420,59,0,0,60574,48838,2353,3526,485,5253,27,3203,302,3104,27,144,0,60843,46318,3692,3435,734,6678,75,60843,46318,3692,2820,456,3200,13,4135,61250,48939,2798,3614,626,5162,18,0,0,0,0,61243,48762,2994,3635,613,5152,12,3226,397,2753,12,62238,49256,3535,3501,538,5377,59,2812,375,2460,59,33097,9563,22993,30298,8154,22144,32891,7295,23796,32836,5902,24661,26835,9203,16561,26538,7445,19093,25177,0,20186,26626,6947,18758,25148,0,19510,31564,7930,22502,35697,8685,26199,35599,8994,25041
21,21,79000,62936,2963,3546,3015,7060,103,0,0,81713,62891,3597,4086,4336,7296,169,0,0,82489,59560,5221,4654,3359,10166,210,82550,63221,3918,4155,4064,7646,163,3140,3197,3919,44,5030,83332,63041,4274,4551,3926,8045,123,63751,51887,2059,2576,2537,4947,74,0,0,61801,50781,2015,2722,1086,5099,68,2412,686,3081,68,120,0,67086,49779,3803,3467,2767,7340,143,67086,49779,3803,2629,2158,2971,42,5469,62368,50877,2219,2709,1166,5391,22,0,0,0,0,63884,51584,2480,2821,1286,5597,53,2390,962,3042,53,65056,51467,3198,2981,1410,5813,68,2058,961,2904,68,30012,10638,19072,24747,8679,16068,27437,8177,17069,27486,6571,18364,22158,9951,11302,21835,8281,13554,20422,0,15018,21994,7888,13167,20463,0,13987,26165,8926,16006,29311,10055,18356,29257,10222,17533
22,22,59329,46835,2825,4703,2782,2641,72,0,0,77352,56281,5345,7491,4960,4153,251,0,0,83957,57171,6430,9035,5176,6977,231,81876,58403,5580,8380,5893,4413,273,7139,4509,1272,53,4880,87350,60014,6540,10930,6038,4980,226,43525,35565,1698,2925,1873,1630,43,0,0,53778,42036,2647,4378,2227,2388,31,3901,1904,1035,31,165,0,61067,43788,3810,5711,3565,4325,135,61067,43788,3810,4788,3033,1372,43,4044,57607,43747,2779,5567,3018,2418,10,0,0,0,0,60843,45116,3031,6781,3141,2769,0,5821,2649,866,0,64515,46605,4389,6730,3458,3099,6,5859,3024,786,6,28034,7902,19988,27938,7556,20382,32121,9214,20658,32223,6858,23006,28536,12874,14851,28108,9842,18266,26271,0,20046,28281,9695,17589,26294,0,18665,32110,10752,20115,35966,12766,22269,36014,12930,21698
23,23,76304,60971,5080,3051,942,7076,111,0,0,83780,64901,6977,3453,1223,8394,44,0,0,84095,61257,7648,3709,1255,10987,171,85226,64940,7618,3398,1144,8310,47,2504,752,3962,3,4448,86713,65744,8297,3461,1577,8457,133,57008,47197,2946,2108,642,4430,64,0,0,62162,50880,3247,2233,617,5293,0,2036,499,3130,0,31,0,63231,48304,4649,2411,887,7095,115,63231,48304,4649,1789,612,3334,43,4372,63203,51658,3551,2213,645,5154,0,0,0,0,0,64558,52661,3943,2170,665,5005,20,1824,560,2517,20,67291,53660,5093,2449,513,5370,13,1675,300,2666,13,29824,7736,21703,27709,7075,20634,32265,6379,24099,32206,5096,24951,25287,8434,15776,25038,6934,18104,23913,0,19149,25138,6539,17674,23868,0,18696,30318,7105,22120,33752,7518,25502,33615,7923,24332
24,24,71995,53777,5946,4191,3339,5659,134,0,0,80239,56393,7810,5682,4271,7448,211,0,0,82530,52643,9640,7010,5212,9407,248,81029,56497,8726,5385,4808,7312,236,4062,3595,2798,0,5165,85049,57720,9421,6181,5558,8159,227,52083,40708,3492,2391,2290,3534,73,0,0,59148,44599,4044,3497,2266,4374,0,3266,1837,2146,0,383,0,61280,41650,6022,4221,3656,6197,153,61280,41650,6022,3154,2993,2148,44,5073,59288,45010,4433,3008,2329,3919,0,0,0,0,0,62909,46564,5244,2944,3077,4354,0,2631,2673,1908,0,61325,43302,6126,3647,3527,4156,15,2885,3147,1703,15,28378,8271,20004,27560,7938,19622,30224,8263,19711,30276,6425,20996,24610,10641,12950,24335,8870,15465,22628,0,16854,24456,8675,14800,22601,0,15715,29110,9488,18200,32680,11294,20468,32631,11468,19584
