ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
14,14,167270,154807,5864,2899,1943,2114,142,0,0,171525,155404,7494,4046,2614,2275,135,0,0,178351,156595,9177,4666,3146,3825,212,172240,155904,7520,4043,2690,2230,57,2131,1730,1145,2,133,3663,175824,156249,8760,4382,3094,2442,51,128013,120469,3458,1673,1216,1330,77,0,0,130229,122360,2760,2472,1044,1511,14,1949,862,966,45,0,139260,124892,5830,2840,2130,2668,157,139260,124892,5830,2136,1709,958,50,251,3434,130922,122961,3018,2506,1059,1470,4,0,0,0,0,0,134334,125092,3799,2507,1461,1599,4,1773,926,623,4,135469,125511,4145,2633,1592,1453,46,1766,1114,438,46,84164,50637,32019,87046,51759,35287,86246,41424,39381,85833,45444,37871,79139,47099,31980,79320,43696,33943,78508,41652,35331,77913,44206,33667,76983,41550,33423,84455,45032,37560,100433,51370,47436,84363,44686,38584,81121,42298,38701,81341,44306,36131,80493,42382,38079,80468,41163,36294,79825,40471,37331,72976,29143,42927,91920,47753,43345,105549,52769,51048,104605,53588,48733,101906,51615,50211
15,15,174612,147652,13276,10454,2538,1452,169,0,0,176820,146083,15769,11085,3294,1888,303,0,0,178585,141318,17695,12346,3529,3852,236,177097,144554,16403,11547,3278,1988,215,7892,2043,493,63,364,5291,179588,145373,17109,12135,3496,2031,24,132994,116922,7505,6221,1669,972,112,0,0,133344,117918,6286,6530,1548,1043,73,5567,1293,333,152,0,139484,115473,10935,7459,2452,2693,164,139484,115473,10935,6132,1957,364,53,402,4168,134022,117906,6742,6694,1686,966,61,0,0,0,0,0,135905,119353,6880,6698,1849,1037,18,5554,1297,291,18,136460,118866,7752,6758,1976,940,13,5608,1240,111,13,87261,55562,30285,86859,53501,33358,83503,43168,34401,82542,46037,33821,73560,46119,27357,73939,42980,29064,72670,41612,29428,72174,43940,28165,71250,41683,27390,79152,44948,32140,90830,49915,39256,75826,42908,31707,69756,38930,30655,70056,40719,28479,69102,38735,30313,69407,36753,30321,68694,37242,29435,69425,37533,31044,80934,44784,35317,94331,50042,42763,93347,50442,40539,91106,46269,43250
16,16,160282,136653,10231,8030,4829,1199,141,0,0,172796,141894,12167,10559,7342,1778,219,0,0,177313,141030,13880,11296,7925,2970,232,174914,143968,12031,10839,6926,1634,209,7425,5641,369,77,81,5317,176854,142621,12245,11646,8577,2098,163,120087,106143,6072,4358,3043,744,99,0,0,127319,112903,4076,5633,3819,807,46,4955,3406,337,145,0,137206,113926,8658,6888,5280,2073,152,137206,113926,8658,5637,4548,326,37,370,3704,130150,115523,3873,6143,3674,780,52,0,0,0,0,0,133157,116686,4319,6688,4512,802,113,5729,4037,201,113,137114,117983,5536,7200,5540,860,58,6006,5012,93,58,84339,53910,29303,90252,56861,33391,91410,53890,31468,90405,55544,32785,85339,57722,27508,85616,54781,29388,84617,53131,30260,83930,55253,28596,83127,52937,28400,90157,57052,31198,106463,68173,36431,91685,59474,30913,89571,58629,30733,89869,60432,28631,89108,58297,30756,88753,56544,28796,88170,56363,29919,88913,57415,30061,99967,65055,33988,113412,72511,39050,112674,72435,38406,110498,70819,39566
17,17,174781,167526,3291,1916,1288,833,129,0,0,176711,166314,4305,3651,1738,930,86,0,0,178093,164313,5592,2769,1937,2362,184,177245,164777,4365,3412,2124,1134,94,2195,1150,290,33,1359,3086,177677,165765,4367,3362,2108,1180,91,132973,128537,1976,1143,767,575,77,0,0,135201,130152,1731,1884,728,638,44,1633,553,316,73,0,137984,129031,3499,1638,1248,1690,107,137984,129031,3499,1215,876,235,27,238,2863,135970,130555,1704,1815,1202,736,34,0,0,0,0,0,136354,130668,1844,1958,1192,785,19,1480,717,187,19,136479,130071,2400,1864,1308,717,49,1431,858,138,49,88133,55400,30913,88676,53565,35111,89490,43994,39449,88653,47732,38486,78473,47955,30471,78951,44029,33303,77888,41919,34455,77321,45017,32273,76725,41779,33099,84827,46025,36912,99697,51553,46412,84873,45665,38046,81638,42913,38557,81821,45258,35573,81090,43236,37817,80909,42144,35787,80179,41352,36860,81192,42819,37069,91681,47983,42852,104667,52045,50964,103790,53224,48442,101796,52564,49174
18,18,173663,152188,7632,5075,7194,2178,182,0,0,176535,148993,9413,7353,9134,1986,364,0,0,178722,144087,11233,9057,9738,4338,304,176940,148540,9181,7615,9405,2071,350,5379,7919,980,217,93,4624,177809,146708,10596,8388,9147,2984,330,136039,122786,4432,3121,4378,1527,124,0,0,135626,121393,4410,4010,4226,1285,124,3618,3801,940,130,0,141269,118639,7104,5516,6419,3048,218,141269,118639,7104,4563,5751,989,83,297,3843,136641,121902,4385,4124,4612,1321,150,0,0,0,0,0,137573,121202,5279,4202,5000,1523,124,3494,4371,633,124,137807,119887,5940,4503,5450,1815,60,3570,4813,625,60,88088,51985,34626,88494,49152,39342,85546,40796,38058,84970,39700,41676,73938,43214,30641,74234,38846,33443,73586,38894,33175,72717,40490,32172,72330,39145,30944,80127,41485,36249,91234,48438,40665,76906,41633,33868,70986,38401,32461,71277,39817,30508,70531,39323,31165,70351,36656,30282,69792,36410,31240,53969,515,44405,80733,43897,35815,91318,48875,40917,90471,48688,39147,88373,46731,41559
19,19,171394,160632,5403,1597,2652,1296,97,0,0,176210,162805,6428,2186,3542,1673,53,0,0,179618,161566,7433,2602,4086,3078,159,177289,162750,7001,2476,3784,1675,55,1497,2938,521,6,74,2504,180337,164094,7057,2670,4278,1820,93,131406,124924,3061,937,1646,905,64,0,0,135911,129150,2525,1192,1803,1243,12,979,1624,621,72,0,140998,129312,4568,1522,2620,2212,91,140998,129312,4568,1137,2238,512,37,262,2932,136507,129194,2830,1395,1904,1227,12,0,0,0,0,0,139623,131554,3425,1526,1993,1214,0,1269,1576,287,0,140656,132196,3746,1551,2007,1144,8,1290,1520,205,8,90049,43765,44709,90907,40020,50887,94637,32081,57011,94009,31393,59323,83788,36589,47150,84173,31326,51339,83407,31123,50835,82478,33112,49337,82132,31416,48421,89800,33121,54800,107939,39513,66531,91415,34317,55986,88339,31616,56625,88617,33426,54266,87826,33278,54526,87523,30802,53592,86925,29923,54631,76149,977,65229,99198,36629,61663,112701,41027,70091,111813,41165,67946,109213,39439,69719
20,20,173849,162080,6065,2688,2032,1316,118,0,0,175917,160323,7911,3783,2631,1348,233,0,0,178127,157707,9241,4779,2827,3066,181,176573,160338,7788,4107,2341,1440,180,2542,1550,571,82,733,2981,178198,160029,8695,4406,2893,1805,172,132809,125960,3515,1371,1167,888,83,0,0,134949,128010,2861,2002,1143,835,103,1691,811,386,60,0,140204,127324,5766,2561,1821,2153,119,140204,127324,5766,1964,1395,411,29,305,3010,136603,129662,2946,2154,863,945,87,0,0,0,0,0,138561,130444,3581,2147,1104,990,109,1685,792,196,109,139021,129151,4605,2524,1501,928,43,1844,1208,157,43,93113,36260,55625,95595,33303,62292,93812,27529,60605,93826,26883,64352,82867,30121,52705,83536,25134,57149,82967,25533,56263,82115,27518,54560,81468,25687,54073,90063,28067,60224,105429,33549,70258,89932,28669,60167,86786,26564,60169,86922,27721,58392,86179,27153,59014,85912,25993,57146,85056,25057,58173,77198,11692,65477,96771,30756,65187,108763,34829,72400,107908,34744,70951,104995,30851,74038
21,21,175393,134467,17903,17420,5219,1741,177,0,0,178311,128861,21522,19586,6899,2477,160,0,0,179184,123928,24324,21039,7695,3787,229,177567,129031,21818,19048,6065,2493,108,15147,4983,823,78,1025,4666,180444,128180,25364,18206,6822,2780,270,134632,108829,10604,11118,3474,1133,114,0,0,132847,105045,10963,12238,3336,1372,24,11593,3020,728,74,0,139923,103539,15200,13653,5185,2673,148,139923,103539,15200,11781,4484,454,22,497,3946,131929,105294,10998,11675,2753,1377,78,0,0,0,0,0,133294,104795,12955,10978,3398,1008,187,9820,2997,329,187,130790,100550,14420,11024,3569,910,189,9517,2880,263,189,94330,48174,45062,96302,48345,47957,89850,41699,42801,89392,39982,47283,82390,43781,38487,82871,38752,42453,81892,38246,42217,81057,41641,39335,80271,39730,38806,87355,42046,43463,99238,49993,47704,83321,41904,40312,76878,38072,38635,76880,39359,36760,76166,38621,37481,75905,37129,36147,75317,36385,37439,76207,35761,39922,87799,44184,42689,99982,49550,48319,98794,49384,47177,96651,44809,49663
22,22,177581,125714,25382,22646,3798,2039,278,0,0,175815,119203,28381,24479,4407,2308,283,0,0,179562,114708,31453,26394,4877,4082,282,177133,117301,30136,25628,4539,2461,301,19947,3392,605,51,348,5356,177630,115074,30264,25813,4971,3148,338,133047,101038,14874,13963,2572,1329,180,0,0,128787,97797,13260,14555,2010,1002,39,13712,1666,549,152,0,139507,96209,20219,17205,3515,2955,186,139507,96209,20219,14827,2683,391,62,394,4722,129015,96437,13684,15557,1960,1077,29,0,0,0,0,0,130503,96476,14705,15549,2444,1125,59,13999,2129,275,59,131205,95248,16277,15607,2694,1121,11,13327,2181,202,11,84828,52654,30935,84901,51914,32987,78711,41840,32357,78119,41336,34265,70601,43810,26674,71045,40151,28907,70107,39133,29521,69631,41540,28022,68950,40314,26911,75992,42404,31776,89150,48358,39195,72222,40371,30872,65573,35703,29715,65608,36430,28368,65029,36084,28895,65014,34761,27868,64560,34498,28782,65332,33796,31128,77071,41985,34249,89799,47606,40787,88738,47653,38624,87750,44917,40818
23,23,178948,170842,3816,1766,1037,1640,149,0,0,177432,166391,5231,2498,1543,2004,290,0,0,179916,165263,5911,2682,1429,3236,304,176920,165378,5307,2488,1673,2017,257,1457,947,718,140,276,2700,180071,166555,6170,3033,1626,2372,247,135975,130897,2273,1134,607,1128,92,0,0,133814,128726,1809,1270,680,1360,19,1121,466,575,104,0,138442,128825,3580,1703,961,2258,171,138442,128825,3580,1343,677,685,88,256,2988,133766,128435,1843,1374,824,1370,27,0,0,0,0,0,136405,130434,2166,1580,831,1439,44,1170,523,438,44,136975,130914,2169,1717,741,1346,42,1286,472,239,42,85926,44619,38982,83526,38745,44781,84540,27026,53141,83647,30178,50037,71541,31624,39886,71955,26236,44495,70986,26017,43286,70454,28721,41711,70161,26754,41638,78593,28308,48710,94563,30716,62146,79029,27433,50740,75787,24150,51541,76141,25930,49026,75655,26563,49070,75541,24403,48618,75199,23998,49259,75859,23995,51864,85979,28252,56858,99125,30755,66217,98213,32079,63458,96325,28942,67343
24,24,177393,163372,4530,2638,3666,3614,171,0,0,177145,160250,5801,3809,4093,3675,149,0,0,178599,157696,6150,4127,4438,5444,242,177462,159890,6262,3764,4282,3736,158,2375,3474,2037,33,203,3199,179623,160241,6520,3727,4451,3744,194,138806,129989,2617,1753,2230,2375,108,0,0,138213,129276,2661,2150,1728,2308,27,1794,1526,1490,156,0,142138,128191,3899,2667,2977,3678,175,142138,128191,3899,2072,2542,1843,56,309,3226,138942,129504,3025,2249,1794,2371,12,0,0,0,0,0,141506,131080,3455,2349,2110,2322,12,1903,1776,1278,12,142583,131826,3409,2519,2227,2248,13,1841,1946,1145,13,89543,52172,35380,88415,47900,40515,88000,36686,45858,86829,38983,44194,77415,41027,36300,77738,36199,39760,76644,35565,39363,76079,38161,37869,75599,36432,37054,83058,38174,42902,96006,41604,52699,81394,37168,43132,77050,33756,43151,77151,35579,40481,76563,35470,41055,76550,33190,40495,76197,33056,40992,76830,33805,43025,87574,38824,47878,101050,42926,56247,100178,44082,53471,99027,44879,54061
25,25,173376,157889,2315,1616,1216,10963,87,0,0,170407,153066,3373,2117,1699,10958,198,0,0,178879,156944,3360,2411,1610,13531,232,170903,153059,3492,2242,1682,10894,339,1109,1140,7439,140,278,4246,178914,159100,3876,2710,1763,11180,208,136065,126157,1318,758,737,7304,59,0,0,135675,124955,1748,957,780,7235,30,763,630,5687,141,0,144476,129778,2037,1314,984,9271,139,144476,129778,2037,768,645,6043,39,376,4790,136565,125540,1904,1046,782,7168,105,0,0,0,0,0,144120,132040,2147,1422,920,7475,43,906,708,5068,43,146258,133945,2233,1478,944,7540,39,646,535,4863,39,95770,54205,39282,92751,51101,41650,93506,39110,49010,91738,41120,47684,79383,42362,36997,79872,38469,39611,78841,38479,38786,78758,39848,38890,78477,39012,37953,87342,40822,44675,105724,47003,57135,87488,40135,46336,83753,37371,46313,83709,38749,43911,83270,37809,45430,83301,36614,43829,83082,36713,44587,83524,36961,46563,95528,42475,52283,110663,46977,62028,109510,47644,59214,107665,44913,62680
26,26,155642,118912,11706,13778,10656,1739,197,0,0,170008,130530,11750,13728,13575,1706,161,0,0,178964,126272,15718,16779,17127,3283,320,173074,132060,12900,13701,14409,1682,158,9526,12510,459,52,159,5408,179410,134387,13101,15263,15368,2272,211,130816,105135,7838,8788,8363,1282,143,0,0,134519,113778,5778,7691,6115,907,67,6784,5201,489,216,0,151576,111927,11023,11359,14397,2594,245,151576,111927,11023,9216,12366,406,80,636,5922,138361,116262,6380,7939,6633,915,48,0,0,0,0,0,143307,119394,6532,8415,7639,1062,42,6676,6316,198,42,142642,115907,7521,9512,8111,1250,25,7267,6252,199,25,96638,78311,16779,99008,80505,18503,103573,81844,14705,102160,81667,18344,96234,82742,13324,96328,80507,13889,95357,79279,14867,94608,80004,14377,94163,78423,14142,99699,82584,14828,104466,88942,13906,96597,82483,12679,92554,80681,11697,92371,81226,10611,91642,79508,12041,91428,76437,10823,90802,77300,12214,91800,78707,11413,100192,86078,13304,111326,92968,16323,110239,93254,15493,108201,91609,16344
27,27,154440,128260,7184,8215,10338,1176,125,0,0,171454,135610,9565,9665,15628,1226,187,0,0,179647,138494,11786,10376,16269,2539,208,171507,132573,10510,11021,15934,1543,347,7873,13062,430,67,886,6105,179759,138729,12518,11265,15017,1575,329,119021,102240,4471,4548,7300,754,78,0,0,123682,107588,3827,5729,5750,642,53,4990,5050,375,133,0,141303,113204,7726,6440,11691,1829,132,141303,113204,7726,5074,10520,284,38,474,3983,123011,105710,4060,5795,6300,694,69,0,0,0,0,0,131660,112489,5348,6233,6482,742,4,5215,5213,343,4,135939,114668,6849,5609,7722,744,21,4624,6320,261,21,91529,64926,25597,98536,68671,29865,101091,70877,23751,100770,71683,27484,98303,75427,22758,98528,72645,24202,97613,70901,25625,96749,72384,24258,96114,70480,23946,101939,74901,25032,116465,87852,26633,103637,78598,23635,102545,78652,23657,102690,80615,21370,101983,78299,23618,101605,76075,21860,100820,75636,23603,101996,77321,22737,110870,84701,25231,121736,91653,27859,121111,91288,28382,119178,90013,29006
28,28,174502,155872,10419,2916,4600,1108,154,0,0,177427,156431,11634,3804,4922,853,220,0,0,177766,150464,13489,4528,5709,2804,228,177527,155383,11459,4268,4772,937,203,2827,3931,318,38,1004,2561,176255,152271,12064,4892,5832,1474,160,133101,121859,6208,1509,2950,697,86,0,0,137144,125423,6221,2420,2469,435,79,2133,2069,156,102,0,139889,122273,8473,2513,3836,1939,140,139889,122273,8473,1911,3226,329,48,368,3261,138072,126360,6082,2556,2354,533,40,0,0,0,0,0,137535,124425,6660,2651,2987,610,20,2017,2680,122,20,138412,123723,7468,3065,3385,601,16,2169,2915,144,16,99593,38778,59780,103710,36246,67464,101047,34192,60235,100793,31832,66864,92613,36439,56041,93146,31369,60380,92280,30350,60689,91145,33757,57315,90454,31888,56832,98756,34544,62140,113074,43038,68125,97116,36354,59339,92642,33958,58480,92909,35928,56209,91831,34668,57106,91613,33216,55547,90475,31961,56922,90450,32038,58353,103249,39180,63156,115594,44183,69682,114502,43297,69216,111924,39635,72005
29,29,174682,159991,3408,1707,8180,1709,135,0,0,174998,157772,4198,2276,9244,1921,287,0,0,178059,156352,4914,2759,10040,3188,200,175477,156368,4514,2533,9758,2072,205,906,7990,512,36,1196,3952,177101,157739,4524,2895,9888,2345,281,133160,125106,1880,710,4501,1058,88,0,0,133742,125381,1542,950,4719,1124,23,623,4565,517,94,0,138817,125487,2844,1448,6086,2176,133,138817,125487,2844,904,5596,604,39,290,3053,134179,125612,1562,1047,4869,1111,4,0,0,0,0,0,135747,126680,1444,1154,5060,1225,0,678,4544,294,0,136033,125749,2294,1292,5187,1188,38,691,4584,196,38,90163,48944,39379,90436,43151,47285,90948,34782,50935,90261,36419,50472,80599,38280,42247,81005,31959,47503,80169,32108,46626,79340,35112,44183,78961,33492,43425,86623,35500,49355,100455,40230,58550,84979,35123,48844,80378,31476,48769,80578,33062,46495,80010,33390,46598,79860,31254,46006,79289,30400,46812,79629,28745,49579,90833,36742,53245,102883,40812,60641,102176,41543,58366,100232,38331,61824
30,30,172750,137640,16585,6667,6614,6780,223,0,0,175236,132427,20555,9266,7621,7195,164,0,0,179103,128850,23526,10823,8028,9464,258,174436,130602,21396,9439,7760,7397,188,5893,6311,3820,30,205,6177,178040,132323,22120,9944,8186,7420,185,131416,110673,9321,3639,4056,4244,137,0,0,126689,107948,7157,4070,3407,3914,10,3474,3083,2891,198,0,138446,106737,14430,6441,5130,6063,196,138446,106737,14430,5201,4604,3115,79,309,3971,126590,107030,7861,4230,3292,3910,15,0,0,0,0,0,130566,109449,8642,4641,3526,4124,30,3648,2922,2573,30,132613,108777,9922,4773,4629,4393,86,3506,3932,2381,86,84276,48054,35160,83839,44654,39185,82621,37744,39100,81441,36047,42072,72783,40951,31694,73168,36308,35045,72401,36080,34823,71571,38445,33057,71286,36777,32333,78151,38603,37390,88786,44979,42061,74597,38444,34900,68351,34883,33302,68553,36355,31347,67968,35852,32055,67679,33738,31059,67224,33226,32208,63153,1035,41572,78705,40666,37123,90371,46069,42830,89394,45912,41245,87141,45624,41443
31,31,167599,155398,2862,2330,5723,1610,166,0,0,173707,158232,3800,3252,6806,1687,514,0,0,178440,157527,4782,3713,7956,3274,275,175374,158640,4086,3567,7159,1718,627,1849,5895,549,403,212,3756,177878,159826,4424,3393,8220,1873,281,131350,123898,1738,1184,3534,1119,96,0,0,135892,127417,1718,1691,3821,1147,64,1354,3436,453,46,0,140901,127241,3017,2125,5182,2281,172,140901,127241,3017,1426,4539,589,67,300,3722,137625,128685,2037,1715,3991,1099,30,0,0,0,0,0,140263,130526,2211,1706,4624,1203,70,1216,4126,415,70,141417,131424,2401,1729,4432,1149,114,1251,3800,390,114,89856,53247,35036,87402,48914,38488,89518,42317,40478,88286,43133,41741,78167,45989,32102,78508,41130,35384,77502,40594,34878,76822,42802,33971,76788,41650,33105,84169,43490,38238,95911,48530,45300,82460,43478,37613,77582,39977,37457,78417,42349,35121,77876,42204,35630,77694,38978,35077,77224,39265,35908,77941,41013,36928,89261,46301,41984,104240,52455,50186,103012,52710,47891,101817,54486,47211
32,32,170119,157227,3290,2933,5595,1347,128,0,0,174779,159366,3976,3647,6725,1269,139,0,0,178485,158184,5394,4263,7032,2647,214,175402,159252,4064,4005,6873,1372,126,2391,5445,373,32,203,3647,178085,159659,4937,4371,7012,1518,266,131155,123552,1907,1461,3449,871,86,0,0,135279,126842,1996,1867,3601,935,26,1507,3197,567,84,0,139517,126490,3410,2477,4492,1831,133,139517,126490,3410,1625,3972,445,32,368,3175,135697,126907,2106,1917,3806,882,27,0,0,0,0,0,138152,128302,2564,2265,4007,923,69,1670,3547,331,69,138938,128144,2906,2418,4391,910,20,1791,3776,240,20,88785,53462,33859,87704,50685,37019,89595,43381,39742,88297,44610,40577,80108,48502,31591,80463,43065,35508,79294,42507,35023,78648,44695,33943,78258,42899,33280,85407,45370,37774,97297,50762,44685,83554,44912,37282,78945,41115,37675,78912,43188,34684,78270,42965,35258,78062,39737,34812,77489,39546,35794,78899,42761,36138,89471,47079,41428,102908,52043,49371,101997,52619,47028,101401,54051,47330
33,33,171018,162217,4238,1545,2161,986,94,0,0,176372,166015,4523,2059,2803,1364,132,0,0,177842,162911,5903,2115,3364,2221,171,176912,164121,5279,2256,3663,1263,125,1267,2946,400,40,813,2040,179203,165046,5511,2405,3995,1485,102,127105,122358,2338,611,1207,624,58,0,0,135294,129948,2394,816,1200,820,27,680,1042,387,66,0,138561,129241,3593,1100,2064,1522,113,138561,129241,3593,679,1543,249,32,345,2879,136430,130255,2722,1000,1696,763,29,0,0,0,0,0,139510,132641,3043,1163,1890,735,40,779,1576,257,40,142340,133807,3837,1529,2323,748,28,852,1653,190,28,101171,33653,66314,105423,30065,75358,105377,29217,69705,105701,26800,76877,98041,31878,66074,98597,26747,70642,97817,26300,70288,96732,29227,67459,96005,27403,66927,104108,29899,72274,121247,38926,80520,104981,32741,70922,102712,31409,71128,102899,33394,68691,101858,32125,69699,101690,30564,68211,100368,29217,69403,100675,29731,70944,113204,36122,76188,126425,41050,83533,125526,39956,83639,122723,36118,86496
