ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_SEN_SPEC_Total,E_20_SEN_SPEC_Dem,E_20_SEN_SPEC_Rep,E_21_SEN_ROFF_Total,E_21_SEN_ROFF_Dem,E_21_SEN_ROFF_Rep,E_21_SEN_SPECROFF_Total,E_21_SEN_SPECROFF_Dem,E_21_SEN_SPECROFF_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
112,112,52920,37697,1940,12202,893,370,83,0,0,56760,38057,2316,15122,1153,293,82,0,0,60167,38551,3446,15837,1217,1238,87,59188,38518,2743,16121,1557,323,23,15442,1379,0,0,102,1000,61357,38772,3330,17649,1079,653,165,38506,28551,1180,8048,570,245,60,0,0,41459,29715,1030,10016,544,94,0,9940,499,0,64,0,45446,30491,2189,11028,847,900,50,45446,30491,2189,10409,685,103,17,264,1288,42274,29851,1223,10272,703,268,0,0,0,0,0,0,43899,30967,1501,10631,504,474,20,10316,388,30,20,45953,31973,1703,10435,779,1204,33,9793,610,129,33,21608,6074,15287,22227,6256,15971,24107,6471,17049,22929,5676,16313,23398,6803,16437,22935,6794,16141,22520,6470,16050,25602,7308,17888,30486,9309,20849,30248,8988,20531,30029,9077,20411,27237,8602,18635,27228,8672,18556,26628,7737,18466,24959,7541,16872,25064,6934,17962,24895,7078,17463,24850,6984,17395,24783,6647,17289,24889,7094,17795,28322,8405,19569,34636,10633,23809,34074,9944,24130
113,113,51205,19738,2988,28160,582,391,65,0,0,57710,17669,3995,34813,979,943,174,0,0,59413,16064,4406,37666,937,959,167,57879,16093,3750,36987,857,1015,116,35535,683,172,78,233,1339,57974,16342,3452,37601,846,579,0,35578,15356,1719,18235,361,260,33,0,0,39995,13587,1557,23843,401,419,90,23613,388,169,202,0,44248,13273,2788,27122,660,717,94,44248,13273,2788,25807,470,90,52,321,1447,40468,12728,1684,25240,286,589,80,0,0,0,0,0,41112,13089,1452,25736,270,419,0,25095,219,90,0,43446,12834,2149,27095,522,325,0,26319,424,75,0,19037,12100,6782,21277,13898,7379,21703,14307,6976,20599,12953,7032,21639,15414,6094,21190,15098,6092,20561,14586,5975,23149,16018,6843,27213,19326,7644,26957,19019,7352,26894,19158,7264,24527,18294,6233,24538,18362,6176,22927,16283,6342,20671,15273,5051,20753,15011,5622,20561,14835,5446,20498,14749,5376,20505,14310,5775,20517,15073,5444,24157,17407,6488,29039,20985,7895,28328,20605,7723
114,114,53629,38424,1607,12716,714,383,32,0,0,54736,38177,2096,14049,382,335,68,0,0,59401,40287,2423,14941,745,1166,63,56447,39376,1741,14621,520,269,73,14014,348,25,0,152,798,60347,41084,2565,15323,900,537,20,40336,29707,991,8945,535,273,18,0,0,41088,29950,706,10025,148,181,0,9777,127,59,109,0,45971,31967,1527,11179,498,919,36,45971,31967,1527,10643,383,75,1,150,1225,42956,31495,674,10303,157,172,0,0,0,0,0,0,45656,32549,1038,11110,449,461,0,10707,402,4,0,46958,32460,1311,12095,348,765,4,11540,277,13,4,26807,8975,17538,25318,7648,17670,26386,7281,18473,25309,6326,18112,26120,7449,18492,25623,7431,18192,25067,7079,17988,27909,7854,19679,32489,9691,22419,32261,9302,22348,32081,9408,22132,29653,9099,20554,29657,9189,20468,29051,8249,20384,27772,8230,19026,27928,7470,20257,27729,7626,19741,27722,7590,19617,27644,7110,19740,27684,7600,20084,30827,8949,21526,36833,11372,25263,36115,10487,25628
115,115,55222,13842,1562,38930,1115,414,69,0,0,59015,12722,2287,42896,1568,248,2,0,0,59381,9823,2822,45340,1432,919,44,59061,12562,2799,42151,1838,282,7,40358,1219,0,0,207,1909,59150,11368,2774,43180,1896,594,4,40287,10893,950,27787,746,276,52,0,0,44274,9899,1141,32458,636,137,0,31679,596,0,115,0,46468,8341,1875,35061,1057,680,27,46468,8341,1875,33543,843,79,6,367,1414,45192,10091,1265,32756,863,158,0,0,0,0,0,0,45812,9259,1361,33962,895,253,1,32927,840,29,1,46275,9152,1254,34907,846,294,4,34223,755,58,4,21589,16104,5367,28466,22312,6154,29061,22761,5817,27686,20605,6362,29140,23928,5070,28664,23351,5313,27868,22769,5099,30393,24315,5750,34182,27858,6047,33893,27380,5928,33941,27624,5790,32084,26951,5133,32093,27049,5044,30015,24492,5190,27744,23381,4072,27773,22982,4686,27566,22652,4520,27478,22587,4379,27523,22147,4967,27395,23005,4390,30889,25409,5193,34389,28227,5942,33898,28289,5609
116,116,56244,13454,2430,39127,1600,462,80,0,0,60319,12150,4079,43478,1533,551,55,0,0,59777,9338,3431,45201,1921,944,88,58213,11489,3880,42333,1257,681,42,40423,998,70,0,23,1333,58417,11597,3803,42332,894,351,15,40320,10824,1454,27036,1119,327,54,0,0,43703,10242,1797,30582,805,230,0,30351,756,65,112,0,45550,8092,2269,33665,1492,673,69,45550,8092,2269,32300,1309,89,34,223,1234,43361,9706,1748,30907,722,262,0,0,0,0,0,0,43585,9923,1889,30915,504,237,0,30493,427,25,0,43146,9177,2039,30887,729,292,4,30328,644,15,4,22707,16895,5678,26353,20628,5725,25953,20261,5239,24637,18226,5700,25811,21188,4507,25395,20685,4710,24574,20023,4551,26993,21530,5145,30369,24663,5430,30105,24199,5289,30161,24529,5116,27928,23489,4439,27935,23560,4375,26149,21266,4563,23612,19835,3495,23661,19433,4109,23469,19256,3869,23424,19143,3846,23471,18858,4243,23372,19656,3716,26838,22003,4554,30051,24633,5227,29685,24736,4949
117,117,44954,18368,3168,22532,1136,367,110,0,0,49937,16523,2986,29296,1548,460,90,0,0,59533,14143,5010,39037,1622,908,122,52268,14181,4840,32745,1465,814,258,30220,823,11,0,42,2153,59334,13435,4559,40843,1599,1522,0,31171,13966,1990,14560,735,243,64,0,0,35480,13011,1636,20055,526,104,0,19644,469,4,189,0,43634,11621,3388,27458,1136,705,79,43634,11621,3388,25955,914,68,34,284,1370,36083,10621,2883,21299,665,219,0,0,0,0,0,0,41196,10645,2405,26941,838,811,0,25617,732,0,0,44655,10323,2780,30101,882,1011,3,28691,797,16,3,18646,11120,7373,18729,11189,7540,20367,12575,7245,19102,11046,7330,20743,14278,6330,20415,14028,6387,19792,13550,6242,22426,15095,6998,27334,19571,7469,27097,19142,7322,27072,19308,7196,23958,17865,6093,23970,17947,6023,22759,16120,6292,20642,15449,4878,20708,15075,5527,20557,14904,5337,20514,14810,5302,20531,14412,5742,20529,15109,5420,24291,17680,6317,29400,21920,7316,28895,21065,7830
118,118,55751,37922,1565,15664,395,424,34,0,0,56917,37416,1916,17248,481,265,0,0,0,59901,37536,2434,18264,521,1251,80,58562,38564,2702,17061,488,288,0,15482,428,16,0,109,1257,61736,37733,3064,20109,615,526,0,41345,28825,979,11079,272,332,26,0,0,43249,29503,983,12397,234,154,0,12098,230,17,63,0,46298,29790,1620,13615,343,944,59,46298,29790,1620,12962,240,76,20,217,1373,43756,30607,944,11910,235,178,0,0,0,0,0,0,46213,30176,1193,14341,267,329,0,13668,250,14,0,48409,30613,1258,15338,265,1065,0,14591,231,95,0,23256,8731,14293,22625,8023,14602,23386,7413,15468,22082,6518,14704,22522,7448,14905,22066,7458,14608,21591,7154,14437,24644,7996,16316,29264,9772,19205,29009,9501,18890,28860,9679,18657,25662,9107,16555,25660,9180,16480,25613,8446,16798,24080,8354,15253,24169,7748,16279,23976,7891,15744,23967,7624,15922,23873,7454,15616,23971,7816,16155,27227,9096,17819,32937,11287,21519,32236,10363,21873
119,119,48031,35542,4218,6320,1749,409,57,0,0,55477,39861,5768,7644,1869,474,21,0,0,58947,39422,7175,8530,2665,1413,83,56767,39053,6469,8540,2129,553,2,7562,1829,97,2,99,1652,59708,40343,7686,8994,2164,1126,49,34523,26653,2497,4125,1084,275,28,0,0,39083,30288,2524,4905,1012,272,4,4721,880,86,42,0,44005,30715,4593,5935,1852,1026,48,44005,30715,4593,5416,1649,76,10,190,1356,39706,29915,3003,5413,1038,271,4,0,0,0,0,0,42576,31509,3289,6211,1246,270,10,5765,1138,50,10,44514,31463,4086,6936,1613,343,0,6542,1385,29,0,16094,4494,11389,17321,4211,13110,20390,4621,15019,19504,3975,14441,19551,4801,14527,19218,4910,14308,18815,4683,14132,22224,5463,16248,27611,7392,19760,27381,7117,19421,27112,7132,19243,23557,6589,16968,23570,6688,16882,23444,5936,16980,21784,5951,15206,21895,5209,16483,21779,5431,15932,21751,5356,15820,21685,5091,15689,21712,5431,16281,25470,6720,18318,32466,9233,23052,31880,8522,23358
120,120,51759,38095,3443,8086,2041,252,62,0,0,56135,40221,4651,8745,2136,152,365,0,0,58982,41201,4964,8868,2872,1045,105,56922,41178,4471,8669,2240,258,154,8209,1709,13,38,165,1138,57548,41588,3918,7760,2992,1086,314,40913,31042,2243,5965,1562,188,44,0,0,42010,32425,1750,6350,1143,126,65,6200,963,5,113,0,46767,33645,3318,6679,2239,804,71,46767,33645,3318,6180,1957,73,23,208,1363,42549,33027,1750,6401,1080,148,40,0,0,0,0,0,43455,33969,1577,5804,1515,435,35,5591,1290,40,35,44557,34112,2561,5750,1408,582,0,5413,1186,39,0,22563,9480,12808,20460,8178,12282,23391,9675,12728,22840,8201,13609,23539,10123,13119,23112,9955,13157,22796,9808,12988,25075,10486,14066,29078,12855,15769,28884,12203,15982,28713,12234,15863,26121,11598,14523,26109,11759,14350,25536,10777,14258,24003,10663,12781,24170,9505,14484,23951,9781,13786,23940,9889,13504,23926,8990,14205,23862,9738,14124,26885,11452,15045,31334,13677,17385,30876,12672,18204
121,121,49965,39726,2255,4882,2926,261,65,0,0,55449,42604,2789,6977,3050,318,54,0,0,59127,44382,3706,5888,3974,1031,50,56242,42558,3235,7240,2938,342,39,6625,2683,28,34,195,884,58999,44088,4222,6950,2649,1102,247,39637,31937,1570,3616,2374,193,48,0,0,41248,33891,1186,4911,1001,207,0,4738,905,45,100,0,46598,35475,2595,4454,3123,797,30,46598,35475,2595,4006,2722,45,1,215,1539,42187,34290,1473,5098,1034,222,0,0,0,0,0,0,44815,36002,1805,5334,1046,596,0,5072,860,69,0,45286,36213,2163,4694,1427,669,0,4513,1254,92,0,23419,9644,13441,22183,8450,13733,25347,10642,13474,25040,8914,14884,25744,11220,14223,25300,10869,14431,25079,10873,14206,27123,11449,15066,30834,13943,16380,30784,13088,16990,30528,13101,16712,28609,12660,15949,28599,12879,15720,27655,11630,15444,26370,11503,14193,26541,10158,16210,26351,10443,15488,26324,10587,15095,26348,9475,16097,26246,10495,15751,28938,12238,16259,32943,14324,18313,32688,13091,19597
122,122,53677,25152,7967,18918,1738,358,78,0,0,60057,27417,8693,21367,2630,456,48,0,0,59632,29300,8216,19281,1886,1003,108,59924,27494,8838,20992,2489,567,54,20212,1857,20,32,67,1400,60144,28034,8294,20446,2631,1201,27,43310,23283,4954,13543,1563,275,58,0,0,44684,25214,2320,15188,1579,313,23,14892,1250,45,91,0,48840,26762,5713,13878,1680,773,82,48840,26762,5713,13252,1177,156,30,386,1364,45310,25527,2688,15244,1581,234,28,0,0,0,0,0,45951,25845,2960,14839,1581,642,25,14384,1226,49,25,46230,25463,3214,15448,1633,609,0,14839,1302,120,0,19835,14439,5124,15773,11948,3825,17989,13517,3729,17268,11602,4800,17239,13620,3423,16758,13073,3685,16376,12797,3579,18283,13832,4062,20481,15884,4284,20300,15265,4488,20237,15290,4397,18194,14478,3716,18200,14574,3626,17387,13343,3702,15352,12149,2916,15397,11683,3581,15210,11615,3325,15168,11591,3227,15189,11012,3863,15156,11741,3415,17995,13708,4005,21303,15693,5392,20808,14893,5915
123,123,59172,40135,2366,16042,423,360,31,0,0,58953,39393,2703,16242,354,260,17,0,0,59282,39055,3158,15012,926,1203,99,59026,39084,2876,15628,802,288,15,14978,515,101,3,527,938,59413,38923,3416,15441,1072,617,150,45497,31847,1403,11819,276,269,20,0,0,45204,31726,916,12223,158,180,4,12159,112,72,24,0,46572,31695,2007,11307,657,925,62,46572,31695,2007,10909,492,90,7,92,1280,45304,31724,1171,11884,344,213,4,0,0,0,0,0,45199,31441,1282,11546,402,498,0,11176,284,169,0,45979,31714,1411,11111,726,996,9,10594,669,100,9,26325,10026,15876,25214,9015,16199,25374,7822,17047,23744,6678,16348,24466,7347,16954,23821,7321,16500,23225,6900,16325,26004,7867,17850,29960,9481,20197,29639,9061,20044,29373,9015,19876,26615,8497,18118,26628,8524,18104,26482,7865,18307,24831,7395,17047,24926,6778,17997,24672,6890,17477,24599,6763,17455,24516,6388,17378,24657,6844,17813,27659,8174,19231,32184,9507,22547,31296,8543,22753
124,124,55087,34288,3071,16779,745,354,67,0,0,55762,35173,3443,16292,781,426,106,0,0,59221,36438,4481,16349,957,1061,85,56039,35517,3396,16080,814,478,134,15570,566,6,14,64,910,59479,37065,4535,16343,924,501,138,42985,28401,1924,11888,580,279,50,0,0,43498,29605,1101,12205,431,143,6,12071,259,13,34,0,47638,30971,2939,12186,714,805,70,47638,30971,2939,11723,514,91,9,150,1241,43733,29890,1129,12128,457,148,16,0,0,0,0,0,46018,31179,1721,12130,641,324,38,11821,482,9,38,47693,32481,1589,12353,859,330,70,11902,730,16,70,25019,10823,13859,24824,10087,14737,26169,9991,15552,25135,8501,15800,25992,9911,15885,25424,9751,15673,24880,9345,15535,27727,10455,16914,32317,12729,19247,32059,11999,19410,31838,12183,19135,29708,11696,18012,29696,11812,17884,29136,10799,17950,28209,10646,17059,28355,9571,18619,28103,9858,17860,28039,9779,17722,27971,8948,18141,28025,9794,18231,30716,11405,18980,35164,13379,21595,34310,11745,22565
125,125,43776,31099,2773,8700,1115,492,139,0,0,56240,35659,5176,13442,1620,761,128,0,0,60137,36082,5373,15255,2675,1658,294,55547,34982,4333,14233,1942,643,172,12735,1114,136,0,0,2252,59276,36128,5123,15369,2416,780,231,31711,23398,1704,5694,762,335,82,0,0,40033,27050,2488,9300,686,404,0,9001,556,112,116,0,43812,27614,3358,10376,1726,1145,172,43812,27614,3358,9389,1137,135,72,173,1934,40201,26924,2280,9461,940,372,0,0,0,0,0,0,42857,27320,2944,10982,1076,212,0,10475,789,4,0,46304,29061,2722,12651,1454,270,2,12136,1095,12,2,20209,5982,14073,18810,5745,13065,21520,6506,14329,20381,5572,13995,21249,7110,13936,20956,7143,13813,20540,6861,13679,23476,7811,15204,28652,10558,17595,28375,10085,17511,28194,9976,17476,25265,9562,15703,25259,9597,15662,24475,8466,15547,22881,8304,14148,22927,7607,15134,22778,7771,14651,22749,7587,14660,22699,7265,14776,22774,7783,14991,26279,9415,16472,32084,12107,19789,31749,11220,20529
126,126,56678,21911,1957,32119,715,513,180,0,0,58603,21439,3443,32623,969,424,179,0,0,59260,22407,2151,33452,739,968,179,58699,21680,2876,32822,779,714,211,31862,484,125,174,208,1293,62141,22623,3069,35228,965,610,188,40666,17053,1252,21710,541,357,100,0,0,43626,17099,1311,24142,672,227,95,23996,569,123,64,0,45497,18185,1440,24782,585,731,128,45497,18185,1440,23944,404,131,71,130,1192,43959,17313,1294,24144,567,519,140,0,0,0,0,0,46032,17706,1308,25906,622,503,7,25389,544,20,7,46577,17565,1471,26819,352,362,83,26330,329,40,83,23518,14505,8741,24352,15876,8476,23506,14335,8800,21875,12528,8839,22328,13807,8415,21850,13581,8269,21174,13002,8172,23960,14576,9162,27528,16922,10385,27193,16338,10346,27071,16536,10102,24699,15556,9143,24709,15580,9129,23647,14239,9174,21485,12936,8302,21539,12611,8785,21285,12497,8554,21190,12319,8552,21176,12058,8713,21328,12486,8842,24358,14603,9547,27624,16357,11146,27086,15246,11840
127,127,57800,41728,2249,10539,3099,483,162,0,0,58329,41095,2171,11418,3477,321,131,0,0,58678,38681,3276,11540,4151,1291,207,58584,41378,3131,9434,4272,264,56,8633,3412,19,3,195,1815,57446,39769,3098,9168,4118,736,124,44072,32705,1484,7364,2311,328,99,0,0,43541,31985,1397,8127,1807,168,1,7815,1543,36,105,0,45889,31263,2190,8500,3054,917,124,45889,31263,2190,7745,2605,88,73,197,1728,43926,33055,1721,6538,2601,171,0,0,0,0,0,0,43678,32750,1778,6298,2530,438,8,5962,2200,30,8,44076,31838,2364,6837,2858,331,17,6415,2528,88,17,26393,8293,17922,27811,8258,19553,28114,8766,18357,26950,7264,18649,26298,8820,17168,25864,8703,17161,25414,8468,16946,28467,9420,18496,31968,11816,19674,31725,11173,19890,31543,10992,19815,28964,10582,18382,28953,10640,18313,27834,9476,17861,25127,8946,15717,25203,7948,17049,25039,8205,16471,24991,8054,16378,24959,7410,16788,25026,8145,16881,28421,9960,18078,31550,11644,19678,31189,10290,20899
128,128,62131,28007,1002,32713,322,311,25,0,0,59929,26216,1299,31882,355,185,294,0,0,58864,25981,1123,30904,367,684,82,58806,25507,1286,31307,449,170,269,30537,381,24,257,37,774,58721,25326,1302,31653,293,522,37,47206,22463,710,23748,225,231,15,0,0,46390,21281,628,24051,151,58,164,23948,107,14,76,0,46488,21612,792,23434,252,521,43,46488,21612,792,22954,163,89,5,79,794,45700,20911,632,23775,99,72,149,0,0,0,0,0,45653,20950,695,23517,172,345,4,23140,166,20,4,46148,21589,663,23295,236,416,4,22799,151,7,4,26873,14419,12010,26299,14437,11862,25239,12709,12187,23262,10785,12023,24364,12106,12161,23539,11620,11919,22730,11066,11664,25378,12475,12706,28482,14201,14058,28089,13561,14013,27856,13712,13728,25709,13107,12602,25720,13170,12550,25017,12099,12695,23184,11147,11786,23259,10768,12377,22838,10629,11983,22715,10307,12082,22655,10003,12098,22774,10581,12193,25718,12326,13203,28839,13740,15010,27438,12252,15186
129,129,59373,21591,2124,34378,1416,546,112,0,0,54501,20185,2023,30810,1611,199,21,0,0,58829,19903,2788,34245,1656,930,156,55918,19548,2511,32510,1748,218,86,31341,1326,39,36,51,1066,54966,18380,2865,32110,1899,414,145,46548,18646,1495,25221,1172,425,71,0,0,42104,16782,1133,23326,712,171,19,23096,574,51,21,0,46873,17419,1996,25717,1428,728,110,46873,17419,1996,24530,1123,90,70,192,1453,43542,16559,1256,24528,789,151,40,0,0,0,0,0,42799,15904,1699,23788,970,152,10,23409,603,70,10,41158,16084,1862,21635,1060,254,0,21081,672,40,0,26635,18539,7870,22639,15304,7335,20778,13627,6577,19333,11482,7141,18835,12595,6063,18343,12210,6133,17761,11722,6039,20480,13422,6720,23234,15708,7200,22918,14891,7397,22812,15053,7200,20415,13955,6460,20426,14006,6420,19276,12656,6334,16491,10947,5306,16556,10465,5974,16306,10379,5679,16207,10202,5635,16258,9818,6045,16338,10343,5995,19385,12718,6431,21147,13967,7028,20653,12607,8046
130,130,58352,21853,1896,33935,876,518,143,0,0,61646,20007,2542,39013,478,503,264,0,0,59203,17874,2564,37564,862,952,186,63022,20431,2377,40163,571,563,67,37362,295,111,34,727,1684,64960,20772,1839,41442,898,865,31,42238,17387,1189,22982,656,371,98,0,0,44124,16199,1415,25851,233,324,80,25631,208,170,84,0,44019,14854,1697,26372,683,739,137,44019,14854,1697,25396,425,116,83,150,1298,44825,16060,1304,26792,262,351,15,0,0,0,0,0,47831,17047,1203,28455,525,352,0,27788,377,38,0,47441,14871,1573,29731,419,392,8,28960,255,35,8,23642,15030,8467,22469,15288,7181,21129,13738,6987,19727,11995,7174,19441,13162,6153,19031,12903,6128,18359,12380,5979,21258,14012,6954,24411,16497,7626,24108,15852,7629,24055,16096,7465,21479,14922,6557,21498,14965,6533,20303,13520,6511,17573,11964,5384,17614,11617,5881,17378,11514,5632,17324,11372,5619,17312,11082,5893,17428,11538,5890,20682,13878,6578,23368,15826,7442,22894,14698,8196
131,131,44255,34007,1939,5613,2536,344,140,0,0,56368,40742,3502,7927,3940,579,210,0,0,58890,38617,4161,11142,4207,1218,253,60490,43067,4152,9590,3372,886,191,7714,2478,60,0,239,2780,60222,41716,4424,9941,3452,569,263,31753,24899,1200,3750,1744,219,84,0,0,39757,30235,1997,5048,1921,259,0,4838,1559,62,307,0,42968,29286,2522,7572,2868,841,141,42968,29286,2522,6817,2240,91,45,237,1730,42856,31806,2522,6546,1560,301,0,0,0,0,0,0,42968,31319,2597,7032,1646,264,0,6516,1342,21,0,43218,29805,2889,8384,1551,356,0,7828,1243,46,0,18650,4748,13778,22377,5859,16518,25319,7144,17212,24169,5902,17288,24279,7727,16276,23969,7572,16397,23595,7469,16126,26782,8415,17797,31636,11397,19692,31386,10762,19871,31195,10650,19740,28471,10347,18124,28459,10346,18113,27475,9183,17737,25515,9192,15792,25621,8206,17217,25468,8377,16695,25466,8267,16593,25426,7694,16920,25458,8397,17061,28820,10035,18341,33340,12253,20797,33089,11122,21967
132,132,55580,20461,3037,30972,1287,481,237,0,0,56217,18418,3222,32625,1636,620,132,0,0,59142,19577,4680,32680,1965,1002,239,53749,16956,3467,31518,1798,508,302,30427,943,109,129,189,1523,55720,16900,4286,33121,1425,643,285,41871,16918,2199,21766,1003,339,142,0,0,42683,15757,2123,23758,714,268,40,23321,531,153,79,0,46752,16658,3648,24471,1647,768,146,46752,16658,3648,23291,1281,124,76,141,1533,41157,14315,2143,23580,616,197,95,0,0,0,0,0,42356,13985,2409,24698,676,333,85,24164,568,40,85,43066,14353,2483,24990,734,348,46,24411,600,30,46,17349,11479,5678,19315,13691,5624,19354,13260,5745,17789,11372,5967,18696,13141,5451,18230,12771,5459,17591,12262,5329,19973,13718,6025,23149,16080,6815,22871,15596,6816,22752,15692,6637,20611,14787,5824,20612,14821,5791,19559,13444,5892,17552,12218,5131,17614,11968,5561,17383,11803,5373,17299,11649,5370,17251,11376,5555,17339,11815,5524,20316,13945,6187,23368,16020,7250,22748,14817,7931
133,133,65645,39448,3251,22589,448,381,56,0,0,63142,37690,3256,22078,278,215,94,0,0,58893,35344,3302,19488,495,706,73,62536,37203,3334,21534,205,273,13,21165,108,57,3,91,576,58508,34842,3256,19649,286,361,3,51172,31391,2659,16888,344,294,43,0,0,48223,30525,592,16688,160,164,4,16515,83,34,109,0,46821,28556,2664,15051,352,540,45,46821,28556,2664,14398,268,89,17,67,762,48414,30075,819,17125,107,263,4,0,0,0,0,0,45311,28542,891,15453,150,263,0,15253,92,77,0,45810,28390,1434,15374,184,450,8,15155,150,84,8,25640,9984,15200,23929,9349,14580,22807,7674,14745,21162,6363,14266,22417,7264,15043,21602,7228,14374,20993,6801,14192,23050,7470,15396,25897,8605,17094,25533,8232,16844,25353,8317,16664,23124,7958,15166,23147,8029,15118,22768,7230,15333,21285,6745,14285,21353,6296,14948,21031,6405,14430,20970,6127,14544,20844,5988,14338,21026,6112,14914,23590,7429,15980,26588,8251,18273,25513,6948,18565
134,134,58609,39891,1382,16556,444,507,37,0,0,58129,38991,1423,16907,535,461,266,0,0,59575,38817,1854,17180,645,1172,61,58330,38942,1645,16735,593,502,268,16187,356,202,233,0,764,59559,38867,2083,17038,710,626,279,45269,31393,892,12387,322,398,24,0,0,44950,31234,548,12455,235,265,220,12339,154,148,55,0,47005,31408,1227,13040,473,924,33,47005,31408,1227,12556,302,124,5,118,1265,45059,30898,711,12636,276,319,235,0,0,0,0,0,46262,31304,1084,12909,359,476,271,12736,127,49,271,47476,31959,1493,13499,272,410,94,12994,115,45,94,24547,8623,15630,24051,8571,15480,24207,7703,16060,22810,6564,15504,23487,7589,15743,22914,7570,15344,22301,7100,15201,24983,7909,16781,28771,9345,19160,28493,8948,18963,28356,9207,18659,25143,8552,16591,25164,8631,16533,24813,7752,16760,22654,7254,14983,22790,6680,15946,22532,6727,15542,22470,6588,15526,22432,6291,15430,22541,6920,15621,25855,8056,17556,30278,9379,20800,29646,9305,20341
