ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_SEN_SPEC_Total,E_20_SEN_SPEC_Dem,E_20_SEN_SPEC_Rep,E_21_SEN_ROFF_Total,E_21_SEN_ROFF_Dem,E_21_SEN_ROFF_Rep,E_21_SEN_SPECROFF_Total,E_21_SEN_SPECROFF_Dem,E_21_SEN_SPECROFF_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
135,135,57183,40869,1464,14051,493,475,43,0,0,58456,40763,1764,14769,883,581,18,0,0,59870,41277,1959,14830,624,1134,59,60333,40781,1635,16661,827,652,0,15581,599,116,0,136,1479,63318,42786,1851,17511,544,616,0,42697,31335,976,9805,325,353,26,0,0,43820,31720,810,10363,486,349,0,10297,405,102,95,0,45706,32495,1238,10623,450,842,47,45706,32495,1238,10179,328,82,9,126,1249,45604,32282,882,11483,431,340,0,0,0,0,0,0,47736,33903,1162,11815,289,299,0,11547,177,32,0,47825,33971,1339,11380,295,304,11,11107,199,6,11,23768,7345,16106,23525,6547,16978,24282,5981,17791,23026,5083,17043,23648,5869,17576,23157,5921,17236,22657,5547,17110,25387,6288,18770,29559,7645,21629,29334,7348,21421,29205,7512,21207,26388,7017,19371,26374,7088,19286,26300,6488,19455,25028,6321,18150,25151,5756,19229,24960,5894,18707,24922,5750,18705,24870,5476,18509,24886,5714,19172,27880,6952,20634,33532,8716,24668,32914,8197,24717
136,136,52535,33148,1698,16664,704,467,37,0,0,55111,35105,1583,16991,1134,427,113,0,0,59298,36859,2609,17530,1188,1062,77,56412,36433,1638,16844,1087,463,70,16361,830,101,0,103,937,58061,36701,1867,17714,1085,653,142,38637,25139,1067,11741,464,313,21,0,0,41176,27023,756,12876,239,200,0,12782,183,89,99,0,45367,28990,1652,13005,826,831,43,45367,28990,1652,12596,704,118,16,132,1159,42461,28090,842,12857,286,279,0,0,0,0,0,0,43814,28486,1139,13251,415,393,15,13138,309,48,15,46045,30612,1209,13360,390,472,15,13096,269,35,15,22256,8443,13533,21561,8472,13089,23545,8065,14923,22277,6908,14469,22494,7919,14393,22044,7882,14162,21515,7431,14084,24689,8407,15935,29393,10176,18904,29151,9723,18824,28976,9939,18516,26051,9302,16749,26047,9381,16666,25927,8519,17042,24664,8211,15911,24748,7506,17076,24527,7569,16619,24483,7503,16534,24416,7087,16526,24462,7353,17109,27742,9044,18389,34137,10963,22998,33531,10308,23223
137,137,58004,23782,1980,31438,936,438,140,0,0,61215,23401,2704,33845,1348,583,165,0,0,59551,22691,3077,32252,1409,838,187,62895,23685,2738,35221,1385,697,192,33836,834,207,97,137,1359,63127,23085,3340,35392,1468,784,212,42877,18917,1260,22045,632,310,89,0,0,45710,19591,1380,23696,501,342,96,23550,425,227,104,0,45358,18517,2033,23647,994,584,113,45358,18517,2033,22690,786,54,56,117,1105,46152,18886,1488,24722,509,368,97,0,0,0,0,0,45999,18310,1520,25155,432,424,108,24774,381,61,108,45689,18249,1521,24804,646,488,37,24152,538,28,37,23828,14185,9395,23521,14255,9266,23024,13100,9453,21336,11175,9535,21400,12520,8750,20913,12359,8554,20013,11519,8494,23289,13324,9700,26921,15731,10949,26582,15151,10933,26490,15297,10732,24083,14445,9638,24085,14478,9607,23014,13204,9544,20757,12128,8310,20833,11725,9001,20606,11559,8815,20499,11422,8694,20478,11025,8950,20675,11904,8771,23792,13675,9906,27275,15797,11368,26888,15727,11161
138,138,55358,41590,1475,10761,1232,371,92,0,0,56625,40417,2024,12351,1865,490,12,0,0,58912,41408,2418,12072,1881,1211,126,58404,42108,2501,12337,1237,472,10,11732,893,40,2,14,1115,57301,41577,1917,11666,1330,908,161,41940,32278,978,7608,859,274,64,0,0,42828,31641,1378,8558,1000,183,0,8490,878,14,95,0,45684,33050,1514,8824,1369,889,87,45684,33050,1514,8341,1112,118,32,158,1359,44268,33010,1633,8557,740,184,3,0,0,0,0,0,44088,33314,1099,8081,822,320,2,7989,627,0,2,44407,32511,1396,9272,826,298,8,8894,629,29,8,25923,7882,17780,25754,7152,18602,26868,7243,18987,25513,5946,18673,25416,6883,18338,24986,7375,17611,24373,6478,17895,27509,7561,19556,31441,9277,21803,31238,8740,21933,31042,8786,21708,28487,8400,20087,28500,8504,19996,27761,7652,19717,25711,7437,17786,25857,6542,19150,25652,6713,18632,25612,6695,18490,25538,6067,18737,25615,6456,19159,28854,8097,20441,33283,9797,23301,32744,9088,23656
139,139,52901,38626,2895,9246,2014,447,186,0,0,57823,38605,4076,13015,2695,285,96,0,0,59010,37498,4273,12846,3344,1418,231,55552,37642,4493,10607,2935,331,59,8994,2076,39,2,101,2212,57375,37500,4404,11392,3703,625,87,40190,30281,1893,6454,1379,315,119,0,0,42748,30193,2386,8608,1154,137,18,8324,798,55,239,0,45522,30132,2896,9227,2317,1039,172,45522,30132,2896,8449,1772,115,111,208,1839,41168,30043,2592,6747,1334,187,4,0,0,0,0,0,42943,30172,2887,7895,1601,377,6,7670,1008,26,6,43862,29575,3118,9071,1620,387,6,8711,1138,36,6,23205,7509,15551,22469,7467,15002,23530,7630,15136,22230,6337,14934,21903,7542,14123,21558,7891,13667,20910,7213,13697,24145,8431,15264,28130,10859,16880,27893,10390,16853,27751,10358,16750,24931,9653,15278,24929,9698,15231,24130,8758,14947,21782,8445,12893,21899,7548,14172,21754,7732,13711,21719,7657,13629,21680,7120,13921,21709,8060,13649,25146,9450,15366,29683,11758,17731,29314,11797,17517
140,140,59615,17818,4699,36509,855,722,228,0,0,53444,15424,4323,33067,1192,359,325,0,0,59294,17055,5358,35460,1171,1186,288,54873,16401,4286,32939,1288,471,410,31128,725,140,171,146,1872,56916,16143,4629,34612,1298,486,440,43536,14468,3095,25447,599,457,134,0,0,38144,11859,2037,23286,524,182,5,22905,394,107,193,0,44411,14080,3563,25596,855,809,179,44411,14080,3563,24310,521,106,88,218,1525,39371,13428,2085,22660,723,252,106,0,0,0,0,0,40507,13164,2131,24003,773,392,92,23467,542,34,92,40581,13036,2649,23415,887,414,152,22953,613,39,152,20208,15419,4611,16814,13180,3634,15542,11431,3735,14107,9438,4133,13615,10434,3089,13202,10067,3135,12450,9426,3024,14991,11033,3753,17214,12696,4297,16917,12152,4319,16829,12229,4195,14850,11370,3480,14858,11428,3430,13940,10332,3425,11523,8787,2580,11547,8553,2925,11378,8381,2839,11307,8285,2787,11291,7988,3039,11428,8728,2700,13993,10330,3510,15718,11382,4266,15459,11319,4140
141,141,52364,19917,3361,27542,1789,576,244,0,0,56805,19110,4863,31246,1690,717,211,0,0,59019,17357,4681,34760,2226,1168,345,55232,16829,4149,32839,2045,609,109,30593,1052,267,22,70,2245,59255,17099,5224,36141,1660,850,220,39290,16271,2209,19556,1285,398,157,0,0,42046,15492,2737,22497,783,324,89,22239,557,268,119,0,44677,14194,2927,25672,1594,816,244,44677,14194,2927,24418,1204,119,136,171,1508,41568,13543,2126,24650,818,364,23,0,0,0,0,0,44320,13896,2885,26076,932,406,50,25686,747,72,50,44148,13410,2730,26222,1135,436,83,25327,817,17,83,19541,13193,6225,19475,14148,5327,18710,13205,5066,17398,11376,5500,17507,12945,4468,17160,12608,4552,16270,11886,4384,19161,13711,5209,22350,16317,5822,22042,15763,5837,22056,15896,5738,19994,14982,5012,20009,15029,4980,18679,13540,4907,16434,12235,4008,16481,11927,4464,16292,11726,4371,16209,11621,4291,16213,11251,4623,16352,12233,4119,19364,14079,5102,22737,16535,6091,22558,16768,5790
142,142,57881,27260,1254,28100,1267,329,48,0,0,57960,23567,1453,31413,1681,408,27,0,0,59312,22973,2059,32482,1510,835,72,58517,22511,1540,32908,1412,420,20,31203,988,90,20,278,1892,59386,21786,1369,33947,1705,498,17,43386,22260,804,19349,917,254,35,0,0,43369,19550,588,22081,767,263,23,21927,717,114,141,0,45355,19273,1482,23251,1135,609,66,45355,19273,1482,22306,888,76,19,140,1171,43877,18595,605,23663,565,213,18,0,0,0,0,0,44706,18426,735,24456,790,232,12,23842,720,24,12,44790,17206,1138,25296,824,278,46,24636,812,26,46,27100,14438,12452,25745,13994,11751,24826,13457,10622,23580,11408,11407,24265,13829,10234,23760,13530,10230,23173,13153,10020,25272,14070,10809,27919,16437,11142,27628,15769,11255,27573,15934,11136,25089,14941,10148,25102,15047,10055,23973,13610,10006,21343,12516,8500,21453,11723,9593,21257,11786,9182,21243,11690,9146,21248,11109,9682,21225,11885,9340,24382,14018,10083,27105,15953,10993,26677,15038,11639
143,143,60210,25989,4164,28919,1146,600,187,0,0,56925,22526,3593,29817,1044,515,213,0,0,59432,21396,4777,31808,1054,1067,102,56145,22425,3948,28641,1354,475,186,27482,841,181,16,88,1164,55719,21317,3588,29083,1440,677,72,44420,21082,2663,19756,815,432,123,0,0,41705,18952,1534,20361,502,332,20,20255,385,170,56,0,45411,18152,3204,22782,803,826,63,45411,18152,3204,21817,548,111,23,132,1424,41922,18788,1929,19831,744,321,15,0,0,0,0,0,42033,18063,1481,20903,952,276,0,20638,644,98,0,40786,16678,1586,20996,899,219,8,20554,726,47,8,22908,13823,8838,20156,12584,7572,19220,11294,7464,17971,9616,7771,18611,11380,7098,18166,11118,7048,17535,10681,6854,19661,11684,7701,22439,13660,8514,22141,13146,8420,22136,13404,8329,19787,12454,7333,19826,12525,7301,18775,11327,7185,16519,10254,6025,16556,9886,6573,16408,9854,6323,16329,9673,6346,16343,9471,6471,16363,10263,6100,19358,11770,7373,22253,13791,8337,21821,13660,8161
144,144,56625,40246,1919,13302,900,357,49,0,0,57969,40607,2551,13467,1177,277,28,0,0,59307,41643,2349,12977,1313,1112,69,60495,42407,2615,14100,1250,321,18,13421,874,80,0,76,1012,60405,42250,2255,14118,1119,499,0,42580,31051,1194,9481,647,264,36,0,0,43887,32223,1034,9928,523,181,0,9875,491,49,16,0,46029,33078,1520,9658,947,851,33,46029,33078,1520,9295,821,90,5,104,1116,46359,34058,1069,10481,563,183,0,0,0,0,0,0,46717,34004,926,10760,629,266,0,10606,589,0,0,47038,34706,1259,10308,419,428,8,9960,287,37,8,25453,8370,16795,24872,7675,17197,25730,7417,17725,24678,6375,17492,25517,7331,18025,25042,7375,17667,24576,7071,17505,26727,7593,18796,30002,8711,21015,29744,8330,20850,29587,8443,20689,26919,7979,18940,26919,8046,18873,27341,7659,19336,26307,7685,18165,26414,6811,19438,26234,7098,18847,26221,6903,18927,26143,6527,18810,26196,6886,19310,28880,8119,20477,34646,10077,24436,34097,8944,25153
145,145,57953,25779,1451,29738,917,301,70,0,0,59384,25822,2028,30118,1237,245,42,0,0,58805,23152,2802,31093,1257,721,48,57415,24119,1829,29964,1148,314,39,29180,1087,59,30,155,950,60180,25046,3206,30449,1157,691,31,42979,20933,945,20370,659,216,53,0,0,43826,20647,804,21626,588,118,35,21489,567,21,17,0,45090,19166,1850,22681,959,545,41,45090,19166,1850,22128,836,78,4,155,873,42529,19743,951,21297,649,185,30,0,0,0,0,0,44503,20538,1429,22041,599,505,20,21533,571,40,20,43580,20538,1358,21069,629,572,0,20442,582,35,0,23421,12626,10606,23995,13635,10360,23843,13004,10446,22494,11208,10727,23517,12978,10413,23011,12755,10256,22256,12163,10093,25041,13477,11322,29095,15692,13154,28783,15184,13101,28761,15340,12960,26290,14439,11851,26309,14515,11794,24535,12990,11297,22006,11703,10018,22082,11177,10810,21881,11190,10483,21855,11079,10511,21834,10699,10682,21871,11453,10418,25264,13283,11769,28013,14784,13117,27477,14349,13128
146,146,46701,31672,1975,11236,1703,359,90,0,0,55422,35059,3416,14511,2644,507,31,0,0,60203,35710,3409,17690,2529,1196,168,55123,35092,3364,14404,2547,386,18,13207,1983,206,0,62,1208,61250,37183,3760,16707,3835,764,25,34008,23841,1228,7659,1139,251,51,0,0,40211,26928,1763,9899,1289,155,0,9811,1159,145,170,0,44589,27576,2110,12312,1806,845,112,44589,27576,2110,11627,1328,79,39,176,1654,40279,26820,1674,10111,1267,248,0,0,0,0,0,0,44633,28528,1900,11658,1801,358,0,11262,1462,18,0,46552,28669,1880,13912,1427,382,4,13533,1104,15,4,19254,5909,13147,21847,6952,14895,23717,7581,15423,22555,6427,15313,24144,8473,15425,23811,8444,15367,23302,8208,15094,25783,8919,16421,30458,11525,18491,30226,11052,18512,30051,11169,18291,27306,10728,16578,27287,10784,16503,26515,9625,16447,24971,9693,14828,25068,8888,16008,24881,9042,15487,24870,8898,15505,24846,8556,15513,24882,8803,16079,28360,10659,17336,34446,13726,20518,33937,12402,21535
147,147,53753,34489,3586,13412,2143,588,129,0,0,59367,34038,4033,18417,3006,788,56,0,0,60375,32365,4774,18695,3703,1305,145,61790,34769,3656,20600,2917,907,77,17998,2378,303,0,95,2596,62832,34081,4041,22566,2888,1073,213,39855,26969,2268,8924,1514,415,88,0,0,41998,26217,1570,12438,1158,557,0,12008,1117,151,145,0,46125,26264,3149,13316,2671,954,87,46125,26264,3149,12570,2199,114,31,189,1609,43692,26815,1757,13310,1273,693,0,0,0,0,0,0,44549,26546,1924,14337,1041,579,2,13510,978,54,2,45994,25681,2629,15425,1537,660,7,14656,1428,5,7,21907,7834,13860,21997,8200,13797,22951,8444,13784,21788,7239,13704,22098,9178,12708,21775,9159,12616,21318,8942,12376,23896,9651,13815,27693,12171,15116,27460,11752,15017,27307,11844,14882,24330,11151,13179,24340,11200,13140,23542,9933,13183,21148,9515,11203,21235,8862,12186,21080,8980,11786,21055,8826,11792,21036,8554,11827,21039,9048,11991,24635,10783,13507,29245,13321,15696,28737,12704,16033
148,148,61822,36931,2281,21856,607,374,48,0,0,60645,34592,2282,23095,285,412,46,0,0,59984,35082,2198,21201,813,900,77,61359,34622,2571,23023,612,319,357,22682,506,102,300,72,506,59733,33258,2961,21967,936,778,288,46927,29389,1425,15578,428,261,33,0,0,46334,28258,845,16830,139,230,35,16694,104,57,19,0,46614,28176,1438,15858,560,676,38,46614,28176,1438,15435,406,63,19,96,981,46982,28723,1155,16442,133,199,304,0,0,0,0,0,45634,27502,1415,15709,441,379,268,15508,363,19,268,45960,28333,1455,15223,312,452,246,14943,241,66,246,21926,7840,13700,20983,7639,13344,21739,7026,14343,20305,5656,14106,21267,6705,14461,20649,6453,14196,20066,6080,13986,22303,6927,15170,25524,8289,17009,25262,7824,17004,25121,7994,16732,22809,7497,15312,22822,7561,15261,22363,6906,15225,20816,6534,13987,20892,6054,14741,20659,6053,14398,20577,5909,14395,20525,5628,14300,20625,5874,14751,23356,7205,15958,27364,8721,18544,26470,7395,19075
149,149,62965,28827,1231,32011,781,367,91,0,0,59721,27166,1198,30389,865,484,132,0,0,59715,25350,1434,31583,795,661,85,59887,26645,1286,30999,868,343,133,29915,847,65,72,25,1037,58443,25890,1418,30020,966,545,69,48733,24204,849,22934,617,262,62,0,0,46374,22746,697,22221,450,276,0,21915,436,114,34,0,47261,21500,1009,23643,618,515,57,47261,21500,1009,23040,521,75,19,164,933,46519,22117,703,22859,594,214,70,0,0,0,0,0,45668,21702,919,22230,441,317,60,21867,382,42,60,46329,21616,807,22742,581,308,176,22244,504,38,176,23725,14810,8686,22577,14365,8212,22024,13108,8446,20560,11288,8714,21307,12805,8384,20735,12398,8337,20095,12010,8085,22225,13053,8901,24762,14690,9809,24482,14140,9786,24369,14322,9561,22119,13585,8534,22157,13658,8499,21488,12492,8736,19451,11340,7863,19520,10899,8495,19288,10862,8211,19228,10625,8323,19164,10307,8425,19266,10865,8401,21996,12615,9165,24764,13783,10876,23754,12652,11102
150,150,68285,25552,3687,38273,839,362,70,0,0,63250,23783,4645,34116,598,318,62,0,0,59276,21432,4286,32464,848,602,91,62800,23476,4303,34130,704,291,133,33620,598,4,0,226,568,60181,22516,3600,32774,640,1004,196,52632,20950,2424,28635,619,279,48,0,0,48862,20138,1548,26756,265,116,4,26577,233,4,75,0,47050,18026,2885,25202,652,476,66,47050,18026,2885,24699,556,76,12,70,726,48661,20203,1338,26808,149,106,0,0,0,0,0,0,47022,19101,1549,25679,301,393,0,25348,270,73,0,45513,18495,1261,24861,397,567,4,24454,378,113,4,23368,13850,9078,23661,14349,9312,21299,11752,9255,19875,9821,9629,20523,11233,9212,19908,10835,9073,19158,10243,8915,21163,11314,9690,23243,12583,10487,22983,12077,10512,22840,12238,10276,20935,11606,9329,20958,11658,9300,20283,10725,9382,18383,9739,8465,18453,9387,8995,18151,9238,8734,18072,9106,8748,18029,8816,8848,18305,9992,8313,20764,10894,9735,23521,12381,11057,23191,12933,10258
151,151,67396,32202,4815,29393,899,533,195,0,0,63937,28780,4863,29079,1351,353,97,0,0,60059,27155,4508,26527,1219,1003,332,63471,27977,4947,29092,1314,480,168,28271,1065,36,75,210,894,58512,25691,5104,26082,1090,1042,151,50627,25567,3589,20696,640,395,112,0,0,46929,23182,2245,20650,518,262,24,20452,442,55,54,0,46973,22169,3421,19920,916,725,202,46973,22169,3421,19242,671,86,84,90,1210,47233,22922,2011,21200,611,403,35,0,0,0,0,0,44251,21168,2331,19292,628,629,44,19071,544,74,44,44875,21016,2195,20206,577,646,32,19836,392,149,32,24260,12046,11830,23209,12207,11002,22681,10837,11508,21198,9157,11574,21460,10117,11245,20792,9829,10963,20140,9311,10829,22499,10517,11792,24960,11908,12846,24673,11441,12828,24464,11515,12535,22673,11055,11618,22668,11076,11592,21795,10103,11494,19852,9258,10349,19925,8829,10998,19620,8702,10732,19485,8591,10643,19475,8194,10868,19837,9584,10253,22348,10295,11892,25194,11550,13559,25011,12630,12381
152,152,56457,39584,1085,14664,922,398,68,0,0,55757,37387,1906,14988,1261,443,158,0,0,60134,39759,1710,16354,1311,1019,92,56494,37362,1732,15872,1142,473,185,15456,855,92,48,102,847,60038,39202,2053,16723,1281,881,63,41636,29948,679,10209,612,298,44,0,0,41424,28688,785,10788,641,317,39,10777,542,92,123,0,46026,31272,1077,11993,885,786,68,46026,31272,1077,11624,700,112,20,89,1132,42323,28959,871,11355,624,389,44,0,0,0,0,0,44593,30558,970,11818,587,609,22,11780,522,66,22,45244,30158,1088,12153,626,1134,45,12024,600,41,45,24627,7197,17178,24586,7308,17278,25068,6747,17881,23891,6096,17251,23937,6800,17009,23457,6775,16682,22842,6326,16516,25549,7212,18085,28871,8641,20001,28612,8402,19739,28423,8399,19563,25777,8049,17728,25785,8067,17718,25238,7257,17712,23171,7007,15822,23264,6462,16682,23103,6504,16377,22988,6382,16278,22984,6142,16238,23141,7116,16025,26090,7650,18217,29807,8927,20778,29387,9407,19980
153,153,66770,19856,1659,44444,806,408,142,0,0,64789,16331,1715,45858,850,427,61,0,0,59299,14458,1735,42183,757,578,62,63069,15561,1986,44754,894,368,57,43321,675,147,4,112,1261,60618,14395,2137,43118,800,431,59,49519,16845,1101,30905,604,309,91,0,0,48267,14194,625,32725,450,226,8,32501,400,166,49,0,45692,12637,1164,31047,611,448,55,45692,12637,1164,30330,456,72,12,103,918,46323,13028,746,31950,395,202,4,0,0,0,0,0,44644,11947,806,31335,362,217,4,30912,293,83,4,42705,11172,693,30469,240,304,6,29982,156,68,6,26442,17332,8916,25295,16968,8327,22494,14910,7229,21173,12965,7817,20476,13867,6523,20062,13508,6554,19213,12764,6449,21628,14337,7095,23135,15656,7285,22870,15140,7375,22834,15194,7260,20872,14377,6495,20889,14412,6477,19905,13276,6441,17135,11641,5313,17197,11297,5839,16992,11049,5783,16871,10984,5623,16925,10502,6149,17127,11860,5267,19882,13367,6366,22176,15391,6706,22069,15895,6174
154,154,64660,26019,1184,37214,270,307,47,0,0,59179,23715,1165,33655,490,393,83,0,0,59994,23723,1261,34272,417,778,78,58793,23467,1280,33399,599,322,111,32652,565,65,57,49,659,57829,23094,1434,32674,505,492,64,49263,21359,739,26945,194,242,36,0,0,45565,19394,471,25312,125,170,24,25210,114,43,60,0,47273,19967,789,25914,263,613,43,47273,19967,789,25378,170,90,1,74,804,45876,19417,450,25637,191,168,25,0,0,0,0,0,45178,19135,647,24950,287,259,0,24782,273,70,0,45042,18712,501,25201,344,342,17,24981,279,55,17,29024,16709,11849,27855,16500,11355,25566,13797,11502,23398,11734,11181,23315,12479,10749,22588,12095,10493,21700,11303,10397,24727,13080,11511,27484,14695,12634,27101,14030,12712,26651,13899,12229,24965,13739,11226,24985,13741,11244,23747,12247,11354,21257,10907,10145,21390,10512,10805,21037,10271,10587,20886,10188,10436,20898,9745,10769,21253,11290,9963,24045,12304,11623,26435,13531,12837,26100,14564,11536
155,155,58414,35139,1329,21185,600,304,24,0,0,57096,33171,1525,21380,595,172,21,0,0,58759,33681,1541,22256,698,773,53,57121,32896,1548,21570,578,252,26,21092,539,108,9,483,446,58632,33919,1708,22056,661,416,34,43849,27543,853,14903,423,228,18,0,0,43205,26560,862,15316,314,97,10,15225,300,35,23,0,45208,27019,1005,16208,529,579,42,45208,27019,1005,15644,429,71,19,96,925,43200,26489,830,15466,304,91,10,0,0,0,0,0,44445,27083,932,15777,469,228,0,15570,394,30,0,44330,27008,745,15840,399,372,8,15636,341,87,8,23816,8967,14478,23090,8748,14342,23158,7888,14930,21779,6451,14822,22435,7323,15008,21745,7256,14489,21161,6869,14292,23584,7787,15619,26829,9295,17343,26508,8856,17164,26284,9029,16909,23817,8433,15384,23817,8482,15335,23498,7763,15551,21883,7154,14557,21933,6840,15012,21652,6809,14655,21578,6630,14664,21473,6343,14588,21608,6716,14892,24307,7981,16173,27336,8886,18373,26498,7842,18656
156,156,61800,37992,4906,18357,403,360,47,0,0,60765,36105,4408,19697,363,260,54,0,0,59444,34767,4914,18600,510,910,53,61335,36111,4876,19708,374,219,47,19086,284,7,0,291,680,60035,34231,5867,18353,361,900,121,46111,29753,2908,13044,286,245,29,0,0,44986,28738,1458,14435,165,133,0,14313,165,4,74,0,45867,27940,3156,13875,374,681,34,45867,27940,3156,13450,283,74,6,71,887,45396,28956,1760,14392,228,122,0,0,0,0,0,0,44204,27395,2407,13577,169,677,0,13376,143,110,0,43464,27060,2330,13092,187,854,1,12755,156,136,1,21919,7555,13912,21160,7211,13949,20524,5950,14268,19054,4953,13588,19720,5554,14083,19119,5523,13596,18744,5192,13552,20728,5835,14721,23657,6985,16483,23373,6711,16282,22993,6643,15947,20575,6200,14375,20611,6258,14353,20342,5539,14609,18576,4953,13403,18636,4614,13933,18385,4587,13606,18310,4460,13607,18262,4296,13519,18440,4540,13900,20985,5662,15163,23675,6238,17371,22915,5431,17484
157,157,63090,39960,6513,16125,398,343,53,0,0,63317,38978,7372,16628,266,248,29,0,0,59957,37058,6707,15118,496,893,94,62880,38831,7335,16080,292,437,15,15529,174,198,5,206,604,61521,37824,7148,15698,600,692,23,47606,31149,3925,12153,265,254,37,0,0,46151,30823,2575,12412,192,150,4,12322,180,99,39,0,45311,29216,4062,11176,349,676,57,45311,29216,4062,10738,257,76,16,72,874,45885,30509,2567,12305,150,307,4,0,0,0,0,0,44831,29898,2128,11909,282,489,0,11640,240,76,0,45215,29922,2505,11452,348,835,34,11059,271,56,34,20294,6042,13799,19628,5727,13901,19862,4851,14698,18402,3907,14025,19075,4501,14491,18347,4564,13783,17964,4202,13762,20080,4698,15215,23309,5808,17322,22979,5605,16953,22687,5485,16792,20468,5264,15204,20469,5262,15207,19919,4554,15181,18350,4220,13871,18446,3825,14519,18153,3879,14109,18067,3724,14092,18042,3526,14080,18162,3849,14313,20727,4748,15823,23657,5301,18285,22673,4615,18058
