ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep
51,51,20211,18372,771,475,322,352,23,0,0,21251,18864,1031,583,616,254,33,0,0,22839,19533,1388,697,450,778,51,21415,19023,1141,587,452,310,21,450,341,146,3,6,307,22358,19486,1494,681,366,578,49,14901,13848,440,228,193,216,15,0,0,15062,14102,452,154,190,156,4,110,157,99,4,0,16750,14753,791,365,269,493,34,16750,14753,791,278,163,70,22,33,640,15331,14292,527,229,106,163,4,0,0,0,0,0,16050,14602,687,333,163,243,4,326,59,31,4,16255,14488,892,344,189,310,30,301,55,36,30,9480,2961,6271,8977,2687,6049,9791,2594,6338,9878,2087,7256,9026,3773,4230,8900,2631,6269,8900,3218,5281,8838,2575,6263,10203,3100,6565,11861,3704,7825,11847,3831,7410,10324,3491,6477,9501,2409,6817,9537,4172,5033,9417,4050,5367,9379,2719,6301,9384,3224,5746,9434,3032,6402,10697,3665,6765,11933,3759,7914
52,52,22224,19021,1151,1057,784,328,32,0,0,22948,19553,1258,774,1087,324,0,0,0,23602,19008,1577,1373,1055,644,44,23402,19664,1494,879,893,328,0,709,823,165,0,214,333,23159,19672,1254,911,992,212,28,16905,14868,689,671,525,214,15,0,0,17215,15324,760,578,417,147,0,525,386,90,1,0,18247,15214,987,843,721,463,27,18247,15214,987,669,636,117,4,28,592,17346,15149,760,718,601,120,0,0,0,0,0,0,17410,15266,697,708,611,86,0,622,540,29,0,17547,15130,830,756,544,221,2,657,480,7,2,12975,5296,7526,12280,4726,7347,12886,5177,6568,12772,4328,7982,12142,6645,4679,12030,4284,7746,12040,5865,5860,11948,4773,7175,13078,5630,6908,14312,6687,7323,14371,6730,7161,12675,6007,6286,11552,4436,6829,11597,6536,4865,11472,6475,4997,11431,4673,6485,11453,5314,5743,11517,5536,5981,12875,6263,6379,13968,6695,7058
53,53,22585,18293,1522,1989,548,516,45,0,0,23916,19173,1729,2188,681,355,0,0,0,23144,16949,2237,2651,768,903,48,22507,17152,1678,2217,599,374,0,1578,428,26,0,856,787,22503,16856,2504,1845,710,463,0,18167,15386,923,1205,394,333,28,0,0,18356,15680,1004,1202,260,229,0,1150,220,54,4,0,18712,14533,1446,1656,566,634,31,18712,14533,1446,1285,474,128,16,58,772,17635,14999,969,1251,232,193,0,0,0,0,0,0,17805,14668,1340,1151,322,306,0,1032,299,79,0,16914,13569,1500,1074,321,458,23,863,296,77,23,11847,5793,5831,10712,5298,5201,10693,5031,4639,10565,4492,5587,9825,5926,3081,9712,4343,5369,9728,5526,3875,9672,4681,4991,10699,5428,4746,11748,6407,5049,11725,6386,4767,10200,5572,4243,9058,4174,4591,9083,5761,3078,8997,5666,3331,8953,4427,4233,8975,4901,3671,9021,5098,3923,10271,5733,4283,11138,6048,4874
54,54,22347,20612,773,510,141,382,20,0,0,21830,18878,806,1705,367,266,32,0,0,22912,19831,1221,779,248,842,28,22030,19290,1137,1143,425,239,81,754,130,21,0,0,689,22096,18935,1416,1259,231,291,25,16665,15697,402,257,76,253,10,0,0,16323,14830,373,685,198,186,0,623,164,18,43,0,17299,15473,683,374,145,565,15,17299,15473,683,235,83,103,5,35,682,16518,15143,468,459,189,179,0,0,0,0,0,0,16567,15152,628,491,108,205,0,368,12,54,0,16515,14998,827,323,93,280,0,203,15,43,0,11619,4286,7028,10717,3836,6605,11021,3264,6834,10944,3058,7249,10001,4361,4572,9925,3079,6846,9897,4088,5424,9807,3232,6575,11054,3671,6815,12352,4056,7987,12305,4243,7343,10854,3843,6635,9772,2682,6757,9799,4294,5197,9710,4119,5591,9665,2916,6378,9678,3339,5916,9734,3550,6184,11037,3917,6835,12087,3850,7983
55,55,24485,17876,2977,3005,341,786,46,0,0,23080,16893,2985,2128,499,979,76,0,0,23517,15963,3495,2943,348,1244,77,23536,17393,2887,2209,510,811,36,1447,403,306,0,93,1009,23784,17785,2911,2231,423,502,53,18735,14533,1755,1913,245,513,31,0,0,17881,14070,1546,1538,141,533,0,1433,87,238,89,0,18308,13260,2186,1905,259,856,50,18308,13260,2186,1492,145,185,24,101,915,18015,14417,1453,1459,123,502,0,0,0,0,0,0,18130,14810,1548,1275,164,322,4,1065,129,132,4,17681,14333,1877,1019,149,214,49,757,80,63,49,10763,6278,4234,9286,5499,3501,9176,4999,3132,9050,4704,3817,8394,5709,2074,8297,4571,3726,8326,5361,2613,8276,4861,3415,9128,5367,3260,9912,6135,3485,9938,6075,3275,8509,5310,2856,7453,4221,2961,7483,5247,2020,7409,5198,2211,7397,4376,2753,7389,4729,2359,7429,4846,2583,8532,5401,2902,9166,5552,3404
56,56,23338,18164,1734,2622,601,552,48,0,0,24535,18790,2300,2344,620,706,28,0,0,23535,16678,2457,3193,610,1012,67,24320,17428,2644,3147,617,712,68,2300,406,299,1,19,1227,25644,17799,2905,3614,775,857,80,18154,14752,1075,1701,426,350,24,0,0,18700,15299,1197,1376,344,438,0,1224,285,206,34,0,18373,13819,1506,2050,443,709,36,18373,13819,1506,1604,323,146,15,54,906,18243,14664,1230,1578,313,461,4,0,0,0,0,0,19294,15185,1363,1974,376,387,4,1561,221,61,4,18760,14702,1346,2149,313,230,0,1597,173,0,0,11454,5733,5517,10324,5131,4980,10540,4827,4708,10373,4413,5502,9572,5691,3088,9490,4148,5342,9478,5372,3806,9415,4559,4856,10542,5271,4733,11662,6267,5061,11624,6269,4699,10064,5461,4202,8841,4142,4447,8872,5660,3007,8795,5559,3236,8730,4383,4075,8750,4848,3529,8807,4964,3843,10144,5653,4244,11138,5984,4938
57,57,24311,14786,5720,3252,184,1002,34,0,0,22738,12411,6293,3495,140,978,24,0,0,23487,13518,5838,3150,228,1366,78,23519,13503,5976,3543,189,673,29,2883,75,146,0,4,929,23615,13775,5752,3528,207,831,62,17792,11806,3432,2060,123,634,20,0,0,16134,10230,3028,2346,41,553,0,2124,37,177,67,0,17858,11146,3796,2079,146,946,47,17858,11146,3796,1698,87,243,28,56,804,17031,11192,2989,2382,65,478,0,0,0,0,0,0,17270,11280,2839,2468,31,633,0,2089,18,145,0,18214,11899,3341,2330,52,573,0,1844,29,198,0,8214,4788,3223,6997,4215,2591,6839,3429,2759,6741,3274,3102,6156,3849,1680,6097,3246,2851,6094,3745,2068,6089,3360,2729,6860,3728,2754,7761,4339,3215,7723,4305,2856,6437,3663,2512,5503,2745,2527,5529,3649,1706,5480,3509,1971,5451,2912,2319,5442,3168,2010,5478,3248,2230,6491,3723,2583,7249,3831,3256
58,58,24270,12997,4614,6331,254,930,39,0,0,23678,11844,5821,5592,151,648,119,0,0,23516,11054,6177,5488,339,1308,54,22713,11494,5706,5179,206,631,160,4300,53,179,43,26,918,22961,11010,6301,5325,342,630,134,17069,10256,2555,3875,152,570,27,0,0,16109,9619,2670,3467,72,309,35,3236,47,139,35,0,17051,8951,3706,3624,233,925,37,17051,8951,3706,3037,145,192,16,49,955,15529,9236,2622,3274,93,368,45,0,0,0,0,0,15506,9069,2715,3323,135,180,0,3240,68,56,0,15480,9244,2340,3324,181,214,0,2799,73,47,0,9443,5818,3436,8320,5188,2961,7671,4349,2666,7549,4120,3086,6858,4644,1649,6803,3911,2892,6805,4425,2142,6770,3968,2802,7640,4603,2679,8587,5389,2991,8537,5289,2686,7049,4367,2427,5885,3140,2545,5931,4057,1700,5876,3988,1888,5839,3381,2285,5836,3614,1979,6317,3866,2451,7067,4436,2447,7753,4707,2891
59,59,22924,20999,847,527,146,531,11,0,0,22498,20470,895,550,198,497,8,0,0,22916,20020,1057,630,192,935,27,22620,20474,1000,574,252,438,7,153,86,60,0,27,819,22819,20454,979,623,173,466,11,17021,15883,481,289,90,323,4,0,0,16939,15717,481,294,131,296,0,175,86,98,19,0,17604,15631,709,392,138,674,17,17604,15631,709,244,76,141,4,39,760,17104,15787,545,305,141,310,0,0,0,0,0,0,17235,16019,449,347,68,347,0,109,56,48,0,17463,16152,678,256,26,366,5,102,13,105,5,10417,3918,6233,9649,3266,6101,9629,2541,6304,9528,2390,6530,8184,3323,4147,8074,2574,5500,8078,2582,5199,7980,2801,5179,9516,2871,6175,10914,3257,7386,10831,3250,6832,9385,3070,6000,8336,2212,5845,8352,3385,4679,8278,3342,4936,8243,2339,5595,8228,2544,5232,8328,2913,5087,9649,3163,6234,11139,3253,7661
60,60,23546,17048,4613,959,827,375,26,0,0,23985,16785,5274,931,981,410,33,0,0,22790,15405,5158,854,648,773,25,23895,16307,5597,1086,1020,658,23,594,593,65,0,8,737,23034,15698,5307,946,924,675,0,18335,14114,2749,667,663,260,16,0,0,17078,13662,2332,552,286,272,0,449,178,80,33,0,17962,12803,3430,606,498,572,18,17962,12803,3430,450,418,76,3,169,613,17323,13565,2590,651,331,258,0,0,0,0,0,0,16756,13152,2342,701,330,320,0,442,152,74,0,16521,12627,2674,615,330,311,0,344,176,42,0,8830,4300,4307,7964,3646,4123,8235,3472,4004,8260,2793,5048,7364,4169,2342,7277,3396,3881,7296,3845,3163,7207,3429,3778,8322,3833,4029,9456,4605,4572,9425,4645,4244,7810,3857,3664,6652,2751,3685,6711,3938,2556,6609,3787,2822,6538,2975,3338,6551,3216,2936,6684,3471,3213,7937,3993,3734,8823,4198,4435
61,61,20760,17801,1035,565,230,1302,39,0,0,22486,19075,1505,705,181,1267,27,0,0,23108,18332,1729,858,365,1939,79,22951,19433,1523,688,262,1241,23,507,87,785,9,17,595,23012,19237,1704,824,231,1011,15,14615,12914,545,237,132,837,15,0,0,16012,14232,674,305,84,714,15,221,63,557,4,0,16689,13764,976,509,220,1217,46,16689,13764,976,366,124,654,32,55,718,16289,14377,645,302,124,797,13,0,0,0,0,0,16320,14389,651,492,61,634,0,398,46,477,0,16170,14301,806,237,98,628,10,189,51,410,10,9252,2848,5973,8472,2439,5717,9032,2084,6306,9009,1760,6851,8294,2930,4434,8209,2141,6068,8190,2594,5275,8125,2137,5988,9274,2492,6385,10871,3020,7583,10839,3089,7169,9318,2689,6326,8399,1719,6423,8432,3077,4905,8348,3006,5342,8296,1964,6041,8289,2357,5583,7969,1894,6075,9662,2822,6594,10961,2895,7862
62,62,23591,21494,464,312,98,1336,21,0,0,23386,21014,735,388,160,1309,10,0,0,23099,20342,682,397,186,1521,61,23242,20809,762,402,108,1343,11,135,38,938,4,2,550,23296,20554,802,518,130,1478,0,17513,16213,251,181,70,843,8,0,0,17233,15811,400,191,65,797,5,121,20,623,18,0,17300,15565,377,217,110,980,44,17300,15565,377,130,59,602,17,31,519,17139,15708,393,179,47,815,5,0,0,0,0,0,17095,15644,388,205,70,833,0,137,50,559,0,16990,15571,309,270,57,793,3,217,57,501,3,11810,3311,8005,10656,2526,7906,10796,1916,8259,10823,1741,8658,9482,3079,5243,9370,1955,7415,9351,2667,6421,9283,2070,7213,10583,2207,7984,12045,2430,9369,11995,2723,8697,10510,2401,7796,9427,1442,7720,9450,2984,5634,9346,2723,6623,9228,1707,7254,9234,2156,6622,9731,2420,7311,10635,2460,7940,11696,2312,9185
63,63,24869,22434,548,1387,128,426,21,0,0,23952,21274,709,1593,189,347,16,0,0,23858,20539,787,1530,223,640,71,23826,21105,715,1444,237,371,94,868,80,64,0,18,976,23810,20845,755,1387,278,353,125,19001,17442,327,865,81,301,19,0,0,18550,16715,476,1044,142,184,0,802,53,28,4,0,18605,16292,567,1024,165,461,42,18605,16292,567,847,100,124,17,34,624,18430,16630,471,964,118,241,0,0,0,0,0,0,18585,16710,430,940,118,277,0,772,48,35,0,18393,16581,509,856,71,304,11,690,41,23,11,10863,4356,6163,10077,3469,6331,9953,2576,6655,9809,2519,6833,8071,3196,4257,7899,2660,5239,7968,2585,5114,7934,2664,5270,9646,2838,6411,11149,3045,7882,11061,3106,7215,9357,2717,6328,8124,1818,6095,8124,2833,4702,8068,2767,5301,7982,2031,5696,8037,2213,5487,8095,2329,5766,9458,2748,6495,10832,2827,7810
64,64,22901,20392,1009,971,315,302,61,0,0,22898,20111,1380,823,372,366,51,0,0,23186,18671,1831,1565,599,537,58,21966,18926,1323,975,372,483,57,899,251,103,33,4,422,21843,18738,919,1209,432,297,78,17218,15664,566,614,202,190,31,0,0,17604,15638,898,633,194,236,17,595,142,83,30,0,18757,15026,1514,1331,492,376,33,18757,15026,1514,1200,385,107,15,41,469,17474,14967,1087,828,239,336,22,0,0,0,0,0,17477,15044,789,1075,267,270,7,1047,217,123,7,17423,14679,1299,943,221,220,5,916,203,88,5,9167,2410,6454,8413,2022,6212,8768,1788,6386,8793,1243,7177,7602,2607,4094,7506,1711,5795,7494,2127,5084,7422,1694,5728,8613,2008,6247,9673,2299,7122,9631,2399,6729,8410,2162,5982,7450,1276,5954,7462,2528,4639,7403,2456,4947,7382,1505,5648,7403,1693,5426,7414,1498,5916,8505,2217,6082,9416,2161,7046
65,65,20879,12060,2542,5085,1225,450,281,0,0,21424,11809,3491,4962,1134,384,318,0,0,23511,12708,3591,5360,1440,869,461,21547,11789,3961,4717,1155,367,232,3674,567,108,156,0,1291,23474,13189,3926,5011,1290,472,551,14236,8736,1418,3171,812,278,156,0,0,14217,8250,2061,2938,545,240,133,2842,396,156,69,0,16264,9228,2203,3474,933,525,274,16264,9228,2203,2885,600,99,189,57,1003,13902,8018,2339,2723,560,203,78,0,0,0,0,0,14944,9016,2168,2745,619,235,120,2533,414,91,120,14056,8813,2002,2195,561,252,149,1914,316,69,149,5417,2423,2879,5106,2222,2807,4986,1918,2731,4962,1545,3200,4181,1924,1806,4148,1721,2427,4159,1894,2134,4118,1800,2318,5167,2102,2821,6526,2805,3536,6469,2778,3233,4993,2173,2653,4088,1447,2502,4104,2154,1818,4052,1958,2094,4056,1589,2320,4032,1678,2125,4045,1738,2307,5234,2296,2799,6342,2634,3566
66,66,26453,21289,1454,1733,1849,322,66,0,0,26900,20214,2081,2246,2181,378,83,0,0,24145,17768,2179,1831,1692,587,165,26458,20198,1531,2172,2423,484,38,1359,1923,72,11,0,1360,25849,20383,1577,1672,1994,384,121,24160,19838,1177,1306,1690,258,43,0,0,22190,18794,1067,1484,542,285,25,1153,318,39,38,0,21683,16414,1765,1344,1529,464,114,21683,16414,1765,1053,1327,76,65,222,761,22211,18895,904,1360,652,358,0,0,0,0,0,0,21931,19074,1081,924,573,239,0,688,261,46,0,21497,18538,975,928,692,232,4,768,363,20,4,7244,3961,3123,5985,3152,2575,5926,3184,2065,5866,2602,2909,5123,3456,1151,5039,3087,1952,5064,3261,1556,4991,3090,1901,5814,3382,2077,6462,4017,2213,6477,3969,2171,5135,3219,1709,4037,2375,1552,4046,2907,1027,4012,2870,1142,3993,2508,1369,3986,2600,1242,4002,2507,1495,5133,3294,1716,5887,3588,2150
67,67,20658,16637,1272,1342,1237,278,73,0,0,22735,18110,1301,1702,1500,215,115,0,0,23696,17644,1961,1881,1696,589,83,23059,18130,1700,1583,1274,223,150,1089,1019,53,79,124,866,23054,17420,1820,1827,1473,408,168,16331,13529,861,889,896,188,47,0,0,17152,14478,764,1173,555,155,20,915,471,49,55,0,18656,14303,1359,1294,1216,462,53,18656,14303,1359,1018,989,60,29,65,833,17520,14504,1125,1205,495,167,49,0,0,0,0,0,17685,14283,1061,1405,663,206,60,1013,556,54,60,18585,14707,1352,1470,681,186,87,1246,573,30,87,9122,3994,4992,8928,3679,5045,9380,4132,4383,9497,3045,6091,9014,5237,2920,8869,4014,4855,8909,4640,3986,8795,4116,4679,9876,4679,4736,11219,5816,5088,11286,5827,5046,9654,5032,4318,8745,3815,4746,8765,5327,3246,8685,5284,3401,8675,4132,4337,8677,4471,3912,8677,4088,4589,9946,5295,4435,11087,5699,5095
68,68,26244,18773,2653,3688,897,601,243,0,0,25298,17033,3411,3416,1066,724,175,0,0,23694,15368,3257,3375,1049,849,349,24170,15957,3118,3541,1037,648,250,2945,688,140,170,63,1090,24240,15251,3660,3681,1284,733,172,18910,14231,1524,2277,605,367,137,0,0,18580,13174,2142,2194,561,345,62,2060,424,159,107,0,17627,11811,2143,2292,774,618,237,17627,11811,2143,1870,526,100,155,60,962,17506,12422,1696,2192,659,311,61,0,0,0,0,0,17653,12038,2107,2262,682,338,53,2123,536,85,53,18150,12105,2051,2731,627,405,40,2470,532,43,40,6635,2414,3992,6103,2126,3823,5852,1640,3794,5830,1225,4308,4864,1928,2360,4790,1471,3319,4797,1729,2893,4747,1469,3278,5774,1763,3747,6848,2223,4429,6807,2346,4058,5582,1908,3493,4775,1214,3401,4797,2149,2459,4738,1975,2763,4716,1365,3162,4709,1547,2945,4741,1691,3050,5701,1971,3586,6563,2092,4341
69,69,24485,19534,2847,1059,934,269,39,0,0,24834,18894,3692,1234,744,463,53,0,0,24131,17532,3770,1297,944,756,75,24333,18537,3544,1368,785,467,46,770,577,113,3,0,784,23578,17497,3776,1294,918,294,19,18015,15096,1601,588,620,164,20,0,0,17751,14772,1484,734,393,258,0,687,365,156,108,0,18142,13927,2290,753,671,546,45,18142,13927,2290,526,536,68,14,40,741,17429,14351,1539,736,441,219,0,0,0,0,0,0,17480,13835,2129,689,621,182,4,592,595,47,4,17422,13935,1723,835,734,133,0,679,605,6,0,9802,3531,6027,9082,3013,5775,9321,2588,5913,9260,2177,6335,7673,3384,3522,7624,2523,5101,7607,2866,4422,7563,2512,5051,9081,2937,5647,10396,3402,6754,10356,3643,6223,8647,3008,5332,7302,1953,5076,7346,3331,3760,7269,3056,4213,7258,2142,4867,7297,2106,4955,7265,2032,5233,8706,3086,5401,9749,3156,6424
70,70,24655,23018,854,349,136,371,19,0,0,23423,21395,1044,444,214,389,0,0,0,22912,20674,1054,340,177,568,41,23160,21052,1128,462,212,403,24,243,145,107,0,5,488,23151,20737,1203,479,268,500,96,18579,17652,497,134,71,258,12,0,0,17573,16466,528,228,101,268,0,196,42,164,0,0,17658,16258,627,172,113,404,23,17658,16258,627,83,61,67,12,63,487,17493,16283,617,230,83,283,0,0,0,0,0,0,17740,16298,737,173,114,308,0,160,99,106,0,17511,16081,804,227,79,248,5,21,18,35,5,11275,3160,7689,10138,2608,7288,10491,2090,7679,10468,1642,8186,8692,3005,4779,8605,2107,6498,8607,2488,5788,8551,2094,6457,10310,2392,7458,11789,2639,8957,11719,2852,8261,10042,2564,7196,8848,1621,6951,8888,3146,5398,8794,2818,5976,8803,1819,6751,8807,1948,6557,8811,1892,6919,10182,2622,7361,11463,2540,8743
71,71,24241,20635,1706,1270,493,335,31,0,0,24271,20473,1700,1359,653,230,40,0,0,24005,19360,2085,1371,569,745,53,23927,20348,1731,1143,552,203,76,584,434,41,10,0,778,24009,20342,2024,1143,451,383,33,18580,16401,982,740,317,210,16,0,0,18054,16225,622,681,310,163,0,589,280,51,66,0,18894,15859,1242,864,374,525,23,18894,15859,1242,652,282,86,7,55,711,18398,16377,888,586,274,143,0,0,0,0,0,0,18343,16405,1028,494,116,158,0,358,88,34,0,18281,16146,1239,426,176,130,0,342,97,32,0,10738,3791,6726,10272,3305,6734,10541,3105,6570,10472,2386,7369,8968,4031,4119,8925,2917,6008,8898,3369,5205,8843,2934,5909,10381,3424,6439,11749,4037,7424,11740,4219,7043,9970,3584,6064,8635,2347,5975,8698,3964,4489,8591,3789,4802,8559,2598,5689,8598,2630,5695,8568,2453,6115,10102,3701,6168,11236,3836,7200
72,72,23936,19416,3310,699,233,465,25,0,0,23750,18757,3309,934,357,611,58,0,0,23363,17802,3559,901,291,906,31,23415,18344,3275,821,460,569,70,434,224,36,67,2,1030,23146,17691,3829,958,225,835,12,17572,14848,1960,366,158,304,15,0,0,17144,14425,1838,408,158,283,57,326,59,10,16,0,17676,14085,2264,543,181,637,15,17676,14085,2264,329,127,108,4,52,707,17526,14703,1914,324,187,366,67,0,0,0,0,0,17484,14418,2298,395,102,274,10,304,32,10,10,17137,14232,2099,393,88,330,0,313,45,51,0,10581,4140,6183,9584,3541,5816,9978,3247,5949,9938,2831,6504,9212,4178,4050,9038,3437,5601,9091,4039,4731,9007,3651,5356,10231,3803,5924,11700,4474,6964,11652,4583,6468,9720,3825,5585,8417,2797,5360,8491,4014,4172,8358,3711,4647,8337,2925,5170,8362,3222,4797,8412,3084,5328,9866,3954,5675,10644,4022,6434
73,73,22500,20784,876,442,196,230,35,0,0,22251,20218,1017,496,325,306,35,0,0,23632,20384,1420,733,344,666,44,22260,20128,1043,457,341,312,0,351,214,37,0,0,488,23671,21098,1228,646,408,303,4,17164,16121,518,250,139,152,20,0,0,16998,15573,631,290,163,246,0,267,134,91,77,0,18440,16161,939,518,230,471,37,18440,16161,939,379,166,70,5,95,625,17070,15637,569,364,205,266,0,0,0,0,0,0,18033,16500,562,431,275,214,0,375,153,9,0,18335,16616,755,411,242,209,0,348,101,0,0,10585,3372,6947,9692,2830,6615,10011,2667,6566,10024,2094,7438,8808,3611,4404,8607,2580,6027,8713,3174,5296,8640,2626,6014,9990,2987,6544,11319,3449,7600,11261,3623,7160,9763,3163,6301,8665,2156,6291,8579,3389,4901,8587,3307,5280,8573,2392,5958,8605,2424,5955,8621,2354,6267,9926,3265,6442,10977,3347,7418
74,74,23511,21984,764,339,175,289,22,0,0,23504,21445,1214,420,212,354,13,0,0,22927,20595,974,512,212,567,22,23197,20988,1290,575,124,298,21,305,74,79,10,0,443,22649,20562,892,478,423,372,20,18135,17228,437,197,118,183,10,0,0,17922,17008,469,185,41,187,6,154,29,88,31,0,17726,16206,580,340,141,392,14,17726,16206,580,233,103,65,5,66,468,17559,16481,498,312,48,209,12,0,0,0,0,0,17159,16081,428,271,153,220,10,233,118,25,10,17211,16009,394,332,275,194,4,259,229,15,4,10937,3917,6665,9859,3137,6474,10312,3025,6470,10331,2332,7538,9207,3975,4299,9044,2768,6276,9078,3551,5258,9008,2965,6043,10350,3312,6616,11573,3775,7519,11573,3950,7186,10130,3478,6341,9070,2418,6427,9092,3804,4974,9010,3589,5421,8968,2609,6141,8970,2866,5834,9012,2819,6193,10310,3564,6526,11217,3594,7386
75,75,24758,22022,1130,1014,130,541,41,0,0,25044,22307,1021,1182,92,465,10,0,0,23998,20200,1238,1266,211,1006,52,25101,22116,1034,1113,233,499,29,1026,95,162,10,6,643,24179,20551,1190,1253,469,570,22,18760,16768,782,827,80,353,23,0,0,19206,17124,602,1024,77,354,10,978,58,154,20,0,18662,15852,869,1030,146,697,33,18662,15852,869,866,102,126,11,46,790,19429,17126,632,988,203,429,10,0,0,0,0,0,18534,16034,758,982,260,426,10,913,69,198,10,18220,15878,748,919,231,375,0,837,64,100,0,10198,3528,6405,9276,2770,6268,9432,2257,6548,9388,1995,6778,8145,2965,4372,8019,2267,5752,8043,2782,4970,7977,2380,5597,9443,2572,6407,10730,2913,7602,10707,3056,7113,9063,2652,6138,7920,1844,5828,7942,2940,4718,7881,2703,5178,7888,1987,5648,7899,2271,5339,7913,2045,5868,9281,2739,6317,10414,2747,7458
