ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep
98,98,23997,17654,3186,1311,1285,873,44,0,0,24400,17295,4154,1208,1260,770,0,0,0,23362,15563,3779,1590,1311,1386,70,24892,16783,4453,1652,1554,1013,47,778,996,313,0,55,1517,24282,16404,4396,1527,1425,1003,45,16846,13217,1681,668,861,538,29,0,0,17019,13571,1654,501,578,602,0,333,518,351,92,0,17038,12174,2178,849,916,978,36,17038,12174,2178,613,785,235,20,41,992,17119,13072,1670,756,730,578,0,0,0,0,0,0,16653,12922,1541,579,905,403,0,349,773,165,0,16049,12410,1635,595,857,275,0,489,749,59,0,7199,3030,3969,6822,2691,3861,7222,2282,4258,7010,2263,4157,5987,2560,2648,5898,2421,3477,5895,2615,3041,5848,2437,3411,7062,2595,4000,8211,2987,5008,8091,3111,4437,6479,2471,3727,5179,1774,3214,5221,2392,2582,5130,2252,2878,5121,1827,3097,5144,2095,2858,5184,1950,3234,6535,2536,3798,7498,2726,4626
99,99,18663,16191,726,483,1071,272,20,0,0,20712,16965,1257,587,1780,313,39,0,0,23491,18240,1455,1157,1892,771,52,21032,17034,1266,828,1750,328,6,516,1617,110,6,3,474,23119,18311,1487,954,1945,442,126,12832,11399,388,274,643,144,14,0,0,14386,12562,575,236,856,139,15,202,826,57,6,0,16739,13450,893,689,1238,475,39,16739,13450,893,542,1066,88,13,52,635,13980,12051,625,322,802,111,4,0,0,0,0,0,15171,12884,604,590,830,166,10,585,801,23,10,15671,13249,659,672,925,136,0,643,876,10,0,8300,2453,5703,8738,2238,6336,10141,2817,6430,10075,2336,7208,9219,3759,4701,9092,2889,6203,9116,3333,5486,9048,2998,6050,10641,3480,6673,12620,4568,7781,12648,4528,7694,10483,3831,6341,9220,2889,6129,9265,4121,4959,9157,4112,5045,9149,3072,5862,9135,3498,5389,9032,3164,5868,10911,4145,6559,12700,4691,7763
100,100,24272,20821,1584,720,807,428,32,0,0,23932,20389,1991,635,853,379,8,0,0,23853,18510,2498,1100,892,937,51,24537,19842,2233,1489,667,496,20,426,339,180,0,0,1517,24667,19133,2821,1658,629,495,40,17720,15709,895,378,501,260,21,0,0,17726,15765,909,402,462,162,0,297,419,83,25,0,18218,14828,1481,619,610,633,32,18218,14828,1481,431,497,133,10,50,788,17600,15315,1140,468,439,199,0,0,0,0,0,0,17600,15015,1419,599,374,166,0,454,255,69,0,17250,13886,1944,633,515,275,0,388,451,21,0,12357,4341,7809,11937,3734,7883,12172,3763,7356,11880,3355,7930,10537,4748,4881,10340,3730,6610,10391,4258,5800,10258,3928,6330,11932,4346,7016,13305,5183,7840,13213,5257,7469,11266,4470,6417,9676,3436,6030,9746,4628,4849,9582,4552,5030,9546,3566,5795,9555,3995,5293,9666,3736,5930,11340,4665,6444,12638,4967,7485
101,101,20869,19222,844,237,291,315,9,0,0,21606,19823,917,289,311,387,26,0,0,23265,20310,1310,441,435,728,35,22012,19897,915,391,310,579,11,249,145,307,0,47,446,23640,21507,1115,190,417,565,18,14382,13484,456,103,168,186,9,0,0,15037,14163,498,91,102,180,10,58,85,63,0,0,16470,14698,739,217,255,477,15,16470,14698,739,121,190,95,1,46,580,15373,14405,494,146,77,248,0,0,0,0,0,0,16725,15422,695,126,168,316,0,95,93,108,0,16663,15184,824,278,122,239,0,163,78,49,0,9626,2540,6879,9812,2189,7402,10808,2214,7722,10658,1938,8160,9404,3210,5310,9253,2270,6983,9234,2794,6164,9160,2369,6791,10839,2677,7687,12573,3182,9142,12534,3294,8790,10732,2932,7479,9526,2098,7172,9591,3394,5923,9469,3243,6226,9425,2234,6951,9438,2797,6364,9497,2405,7092,11150,3117,7804,12988,3310,9478
102,102,25966,19874,3590,2060,177,496,25,0,0,24829,18155,4134,2089,162,853,4,0,0,23668,16869,3848,1951,250,970,53,24119,17865,3543,2189,214,792,6,1232,115,183,5,23,1158,23317,17397,3451,1810,310,881,4,19819,15809,2198,1440,123,352,12,0,0,18191,14414,1907,1380,70,368,4,1173,65,215,65,0,18660,13797,2585,1424,171,755,39,18660,13797,2585,1141,94,175,14,52,802,17888,14129,1808,1443,106,354,4,0,0,0,0,0,17807,14010,2080,1278,142,340,4,1058,77,97,4,18265,14233,2059,1520,190,352,21,1213,75,100,21,7588,3569,3818,6624,2968,3419,6470,2388,3460,6471,2100,3816,5332,2676,1924,5267,2412,2855,5268,2570,2413,5232,2398,2834,6488,2646,3416,7798,3205,4370,7777,3301,3979,6200,2679,3260,5163,1933,2999,5211,2709,2200,5155,2598,2557,5148,2019,2889,5139,2262,2605,5124,2058,3066,6382,2780,3394,7394,2952,4272
103,103,23988,9405,10982,2678,601,894,48,0,0,22806,7973,11415,2585,514,1114,6,0,0,23991,8766,11395,2685,595,1164,81,23822,9291,10949,2572,654,1168,16,2091,471,145,0,30,849,23694,9088,11448,2080,667,1385,59,17201,8083,6402,1940,436,615,30,0,0,13079,7052,3862,1670,198,241,0,1544,169,38,105,0,18321,7804,7452,2086,461,867,55,18321,7804,7452,1801,368,196,22,69,609,14723,8504,3818,1727,295,360,0,0,0,0,0,0,15051,8393,4412,1595,245,430,0,1471,181,140,0,14749,7705,4420,1803,250,460,0,1668,239,188,0,4530,2729,1676,3741,2307,1314,4198,2333,1462,3967,2102,1546,3699,2448,881,3613,2324,1289,3639,2407,1082,3601,2346,1255,4244,2579,1437,5100,3190,1748,5039,3124,1618,3681,2298,1245,2636,1553,987,2662,1824,749,2610,1764,846,2611,1592,932,2616,1690,825,2637,1664,973,3707,2344,1273,4241,2573,1596
104,104,23553,21653,1070,417,235,259,11,0,0,23118,20713,1493,537,272,267,4,0,0,23650,20399,1571,673,274,649,37,23050,20362,1840,379,330,267,90,147,169,80,70,4,372,23207,20538,1818,391,243,247,81,18213,17090,620,215,146,191,6,0,0,17933,16477,890,202,162,150,0,188,139,76,24,0,18458,16410,965,348,178,467,26,18458,16410,965,236,135,91,8,43,570,17999,16353,1128,110,154,161,70,0,0,0,0,0,18012,16389,1140,120,113,132,35,114,114,44,35,17389,15719,1113,221,85,130,22,218,81,41,22,12334,4158,7950,11585,3396,7978,11391,3084,7518,11498,2315,8612,10339,4278,5006,10202,3061,7141,10196,3713,6170,10094,3086,7008,11510,3446,7550,12914,3947,8719,12947,4092,8373,11149,3665,7190,9950,2507,7153,10003,4219,5495,9889,3947,5942,9848,2682,6902,9828,3215,6301,9840,2746,7094,11385,3793,7344,12473,3919,8323
105,105,22707,17488,2672,1397,743,644,39,0,0,23213,17977,2983,1345,744,485,0,0,0,23307,16073,3722,1783,872,1085,60,23037,18049,2883,1304,527,591,0,831,425,115,0,0,741,22281,17647,2501,1057,757,501,0,17710,14453,1591,795,536,418,27,0,0,17535,14538,1517,701,480,311,0,629,421,95,29,0,18422,13515,2400,1113,632,819,39,18422,13515,2400,833,505,183,10,62,914,17372,14361,1436,847,351,346,0,0,0,0,0,0,16893,13861,1488,682,507,264,0,667,443,78,0,16800,13003,1649,1248,592,202,0,1157,454,68,0,8826,3731,4904,8623,3236,5082,8544,3007,4703,8308,2724,5001,7433,3559,3123,7323,3082,4241,7337,3422,3652,7242,3126,4116,8576,3469,4602,9941,4246,5418,9857,4264,5060,8027,3473,4240,6676,2593,3883,6730,3492,3012,6619,3307,3312,6591,2742,3674,6625,3091,3307,6658,2823,3835,8184,3650,4323,9345,3949,5239
106,106,23973,23095,453,171,93,187,9,0,0,22785,21672,607,201,95,195,40,0,0,23174,21639,655,237,159,406,51,22648,21337,631,272,106,239,40,98,70,80,25,22,385,23158,21574,705,320,156,287,4,18770,18288,250,55,54,127,6,0,0,17495,17005,214,89,39,125,19,45,35,36,4,0,17855,16923,367,97,84,292,24,17855,16923,367,43,47,42,9,24,400,17360,16799,266,51,55,188,19,0,0,0,0,0,17585,16935,297,116,64,209,0,94,60,54,0,17389,16735,306,109,40,178,10,91,17,58,10,12630,3396,8614,11845,2699,8880,11461,2014,8748,11353,1553,9312,8963,2961,4933,8974,1788,7186,8947,2280,6381,8906,1759,7147,10826,2140,8269,12282,2370,9661,12169,2504,9084,10627,2311,8030,9296,1306,7759,9334,2796,6091,9202,2613,6589,9145,1561,7310,9152,1936,6878,9213,1531,7682,10684,2332,8141,11685,2173,9278
107,107,26472,24212,1304,532,180,311,21,0,0,24187,21837,1364,476,297,313,0,0,0,24305,21256,1386,741,236,648,49,24468,21663,1627,637,411,371,52,281,140,132,0,7,625,24758,21748,1433,690,536,332,192,20176,18826,768,291,114,203,11,0,0,18795,17374,852,284,111,196,0,267,81,106,0,0,18730,16711,854,449,152,498,37,18730,16711,854,294,99,83,3,37,649,18751,17211,916,173,150,276,0,0,0,0,0,0,18670,17175,752,197,234,218,25,160,138,63,25,18011,16511,677,253,152,306,22,184,91,75,22,12007,3196,8379,10943,2609,8020,10791,2110,7908,10711,1708,8290,8933,3128,4762,8799,2120,6679,8836,2535,5993,8786,2116,6670,10394,2353,7529,11680,2571,8855,11613,2703,8276,9905,2435,7152,8674,1481,6864,8687,2956,5417,8596,2751,5845,8578,1686,6606,8588,1915,6415,8627,1706,6921,9991,2475,7304,11234,2352,8696
108,108,22551,17695,1533,2050,1136,242,44,0,0,24407,18966,1778,2111,1230,414,42,0,0,24157,17636,2101,2537,1346,511,55,24106,18467,1533,2394,1351,489,35,2156,1140,210,0,31,572,24624,18968,2115,2303,1002,545,4,17503,14207,990,1319,843,182,24,0,0,18442,15653,732,1039,726,245,0,980,613,94,54,0,19450,14878,1409,1693,1025,366,36,19450,14878,1409,1473,857,32,19,90,692,18220,15411,726,1184,679,247,0,0,0,0,0,0,18942,15777,1095,1363,598,192,0,1247,501,82,0,18632,15089,1357,1608,463,147,21,1413,294,44,21,11242,5596,5500,10388,4671,5447,11176,5288,4793,10945,4631,5630,10063,5812,3447,9991,5486,4505,10038,5240,4449,9947,5511,4436,11470,6022,4832,13313,7611,5392,13313,7312,5242,11087,6248,4397,9607,5105,4199,9632,6046,3361,9518,6122,3396,9540,5195,4121,9489,5146,3732,9623,5828,3592,11342,6591,4461,12770,7365,5163
109,109,24418,22943,612,491,134,268,23,0,0,23380,21407,880,569,188,344,44,0,0,23076,20840,864,541,206,573,31,23173,21103,882,645,230,326,96,351,100,135,0,24,578,23059,20725,985,491,150,583,79,19350,18296,411,378,81,198,14,0,0,18385,17105,522,441,75,240,19,402,53,112,0,0,18229,16629,589,381,143,423,18,18229,16629,589,306,79,110,0,28,488,18200,16890,495,471,138,241,0,0,0,0,0,0,18205,16690,667,379,103,358,0,288,38,97,0,18081,16443,656,386,173,392,5,225,71,36,5,12182,2775,8910,11253,2266,8748,11166,1727,8843,11182,1338,9333,9352,2837,5482,9219,1832,7387,9215,2252,6637,9171,1810,7361,10740,1978,8399,11973,2131,9613,11905,2377,8966,10398,2127,7987,9213,1118,7759,9244,2893,5870,9098,2545,6553,9106,1372,7422,9099,1589,7209,9152,1389,7763,10405,2167,8022,11346,2055,9095
110,110,24088,22700,662,437,157,194,19,0,0,23352,21652,699,607,184,219,87,0,0,22587,20508,780,529,195,539,69,22929,21188,749,663,169,191,60,461,109,51,36,18,313,22468,20381,909,651,233,374,61,18653,17746,395,310,100,134,8,0,0,17926,16935,336,437,75,134,63,350,61,61,20,0,17707,16329,497,375,119,360,40,17707,16329,497,279,73,64,8,25,432,17496,16428,418,435,92,146,43,0,0,0,0,0,17331,16027,514,438,92,220,42,422,88,67,42,16914,15505,564,470,71,231,0,441,50,76,0,11764,2514,8725,11021,1891,8891,11070,1436,9089,11043,1205,9358,9424,2501,5912,9298,1588,7710,9300,1924,7063,9261,1572,7689,10722,1681,8672,11968,1751,10008,11945,1930,9424,10379,1754,8347,9250,910,7973,9301,2390,6557,9190,2161,7029,9166,1107,7803,9152,1457,7408,9354,1266,8088,10482,1790,8482,11578,1672,9698
111,111,23455,21301,1164,398,441,211,22,0,0,23781,20911,1589,658,433,280,329,0,0,24121,20648,1867,614,469,449,123,23980,21052,1648,571,561,284,182,218,477,52,32,25,480,24199,21199,1664,649,509,315,69,18688,17251,753,219,363,138,13,0,0,18374,16955,837,255,69,186,5,191,69,74,85,0,19256,16749,1353,395,341,334,106,19256,16749,1353,258,186,37,0,68,605,18814,17257,937,230,128,176,1,0,0,0,0,0,19099,17483,982,258,143,154,1,120,103,28,1,19281,17414,1134,314,214,153,0,219,147,47,0,10149,3311,6593,9383,2563,6615,9478,2350,6506,9523,1782,7371,8315,3561,3912,8167,2426,5741,8188,3181,4728,8061,2619,5442,9574,2789,6408,11064,3235,7580,11056,3361,7247,9452,3025,6156,8346,1974,6106,8374,3617,4499,8262,3315,4947,8161,2190,5758,8153,2533,5301,8115,2253,5862,9639,3118,6306,10771,3075,7491
112,112,24534,20112,3588,543,97,312,23,0,0,23477,18825,3744,523,112,411,79,0,0,22577,17279,3978,543,126,680,10,23204,18329,3865,546,96,420,96,246,49,180,62,26,456,22325,17459,3893,539,115,822,6,18480,15882,2023,336,62,212,8,0,0,16872,14934,1269,275,77,244,60,246,53,152,4,0,17115,13780,2424,330,78,485,4,17115,13780,2424,212,63,69,3,40,524,16779,14719,1415,291,58,248,60,0,0,0,0,0,16326,13978,1776,273,57,238,0,238,34,42,0,16025,13623,1827,310,60,204,3,147,19,32,3,9705,2644,6748,9011,2027,6835,8887,1621,6785,8798,1150,7195,7459,2330,4179,7365,1576,5789,7343,2039,5083,7331,1667,5664,8582,1826,6416,9664,2090,7412,9624,2197,7039,8134,1910,6009,6973,1084,5703,6993,2318,4357,6891,2061,4830,6904,1215,5497,6900,1427,5257,6894,1346,5548,8168,1962,6040,9168,1972,7050
113,113,25904,22988,2062,432,156,407,19,0,0,24652,21038,2382,616,186,542,44,0,0,23990,20150,2447,504,169,757,55,24187,20940,2193,532,198,396,54,290,94,91,18,71,487,23926,20269,2336,468,216,596,35,19939,18210,1181,249,111,265,14,0,0,18751,16901,1036,419,128,254,0,348,68,103,19,0,18524,15994,1527,325,117,550,24,18524,15994,1527,228,69,76,0,35,595,18508,16778,1037,354,129,224,0,0,0,0,0,0,18453,16412,1270,355,110,263,0,300,48,86,0,18109,15893,1358,405,61,348,5,323,0,79,5,11905,3344,8050,10447,2543,7666,10695,1932,8096,10700,1527,8588,8910,2833,4961,8894,1942,6952,8905,2407,6190,8305,1832,6473,10297,2147,7730,11630,2399,9008,11575,2590,8454,9993,2319,7387,8768,1281,7196,8787,2844,5333,8558,2540,6018,8648,1503,6881,8591,1899,6423,8710,1653,7057,10018,2340,7477,10989,2182,8622
114,114,24790,23182,924,254,139,358,23,0,0,23508,22115,638,322,108,245,28,0,0,23846,21400,1098,402,178,685,44,23809,21964,1014,366,278,382,51,141,55,62,0,96,480,24295,21581,1327,453,269,652,231,18874,17934,495,135,91,248,14,0,0,18219,17460,369,164,43,221,0,156,19,82,8,0,18424,16799,675,243,116,502,34,18424,16799,675,174,70,75,18,75,538,18182,17271,440,137,57,229,0,0,0,0,0,0,18429,17225,676,139,71,270,0,94,49,43,0,18520,17189,718,164,79,301,0,79,61,20,0,11223,3255,7483,10080,2593,7244,10293,2020,7607,10275,1645,8013,8969,2875,5150,8833,2089,6744,8813,2587,5928,8759,2079,6680,10291,2302,7567,11811,2532,9071,11789,2773,8464,10149,2443,7420,9126,1582,7287,9159,2944,5811,9062,2728,6334,9025,1723,7026,9017,2161,6549,9090,1840,7250,10408,2520,7670,11573,2509,8861
115,115,24843,18699,5389,284,266,331,25,0,0,24093,17470,5842,389,152,328,41,0,0,23901,16890,5940,335,223,667,29,23487,17123,5565,345,168,285,22,150,151,54,19,11,429,24222,16790,6325,325,283,481,13,17850,14348,3037,134,176,213,15,0,0,15653,13290,1866,204,77,237,20,101,61,74,4,0,17484,13200,3595,145,143,430,9,17484,13200,3595,96,106,66,1,30,390,15785,13326,2030,182,105,251,20,0,0,0,0,0,16157,12976,2585,188,199,321,0,146,190,63,0,15956,12691,2630,153,126,363,4,143,104,63,4,9906,2192,7303,9139,1774,7190,9089,1381,7224,9030,1091,7524,7882,1879,4898,7762,1443,6319,7750,1895,5596,7720,1476,6244,8950,1548,7055,9988,1797,8034,10275,1953,7819,8653,1705,6729,7710,1033,6466,7732,2154,5246,7619,1915,5704,7589,1191,6174,7587,1539,5790,7657,1454,6203,8759,1740,6856,9653,1688,7821
116,116,25843,24131,995,239,103,443,29,0,0,25178,22584,1530,532,226,462,14,0,0,23588,20786,1357,342,180,879,52,24625,22145,1450,399,222,462,20,240,100,182,17,9,482,24101,21439,1454,360,213,610,14,19697,18688,572,117,53,288,18,0,0,18516,17339,690,168,80,230,10,149,59,96,18,0,17900,16173,786,190,111,597,23,17900,16173,786,84,63,133,10,21,630,18234,17066,689,133,88,285,15,0,0,0,0,0,17780,16501,770,125,73,390,8,101,11,125,8,17379,15977,784,93,86,473,5,57,36,112,5,12201,3091,8577,10931,2383,8316,11002,1731,8609,10901,1555,8775,9036,2668,5315,8850,1747,7103,8896,2284,6285,8827,1816,7011,10575,1952,8187,11823,2052,9526,11754,2295,8879,10131,2057,7797,8887,1232,7388,8910,2680,5823,8787,2345,6442,8741,1415,7032,8737,1942,6441,8879,1510,7369,10187,2105,7862,11364,2046,9123
117,117,18616,16141,1270,420,574,251,15,0,0,22220,19703,1180,569,560,205,0,0,0,23087,18936,1830,675,823,759,37,21927,19071,1422,490,775,127,0,342,659,28,0,38,366,23523,20116,1283,683,823,216,15,13003,11534,751,235,353,159,5,0,0,15246,13877,542,361,393,80,0,313,379,29,0,0,16866,14193,1138,397,542,511,20,16866,14193,1138,272,444,71,5,27,716,14929,13211,797,290,539,62,0,0,0,0,0,0,16114,14383,765,333,496,165,0,274,405,34,0,17340,15694,603,284,623,177,0,213,395,30,0,9277,3808,5325,9426,3388,5823,10774,3988,5787,10640,3701,6326,10134,4898,4394,10023,4370,5653,10065,4254,5493,9985,4425,5560,11487,4867,6039,13741,6226,7195,13713,6102,6889,11987,5544,6023,11287,4765,6208,11322,6026,5004,11180,6118,5062,11196,4775,6157,11160,4868,5635,11420,5623,5533,12740,6045,6394,15327,7023,8031
118,118,24282,21821,2034,195,117,227,9,0,0,23467,20151,2659,172,223,297,21,0,0,23583,19805,2797,238,208,611,103,23278,20005,2689,153,171,287,17,66,141,79,5,39,254,23501,19892,2831,154,139,502,11,18649,17252,1147,73,66,147,8,0,0,17215,15885,877,78,145,257,8,70,118,76,12,0,17868,15502,1700,123,121,413,65,17868,15502,1700,19,46,50,9,27,515,16995,15690,953,61,86,231,8,0,0,0,0,0,17090,15585,1036,46,80,358,4,38,76,70,4,16908,15096,1341,32,60,375,0,24,56,117,0,12749,2277,9931,11735,1769,9749,11689,1350,9810,11621,1082,10118,9682,2073,6417,9526,1314,8212,9502,1790,7446,9447,1278,8169,11135,1447,9361,12375,1531,10657,12285,1779,9996,10643,1542,8871,9246,710,8286,9343,1994,6929,9210,1833,7377,9173,893,8043,9134,1240,7642,9233,1008,8225,10610,1516,8905,11550,1345,9992
119,119,23353,8395,13739,757,450,433,79,0,0,23712,7353,14908,809,546,379,57,0,0,23670,6274,15700,1118,426,1120,42,23607,7278,14897,992,547,602,26,518,395,37,26,24,428,23001,6745,14919,1207,454,901,63,15928,6890,8190,491,302,241,64,0,0,11423,5898,4755,472,197,91,0,392,189,64,20,0,16083,5135,9745,755,307,692,33,16083,5135,9745,612,248,60,5,31,247,11425,5601,4918,486,223,108,0,0,0,0,0,0,11929,5349,5706,409,221,84,0,344,184,10,0,11501,4722,5895,460,298,128,4,368,226,4,4,5296,2048,3091,4815,1792,2929,4279,1501,2506,4192,1155,2789,4064,1755,1738,4005,1627,2378,4005,1772,2086,3999,1687,2312,4392,1683,2511,5047,2077,2865,5011,2054,2672,3749,1511,2132,2875,920,1870,2899,1387,1397,2799,1229,1570,2846,990,1774,2846,1083,1626,2829,1054,1775,3758,1526,2150,4283,1601,2599
120,120,23601,21716,1377,219,114,196,21,0,0,23349,20891,1752,417,168,184,2,0,0,23310,20082,1958,439,213,536,58,23190,20614,1814,354,160,263,1,222,138,90,0,0,312,23270,20576,1957,368,95,359,33,18422,17283,817,108,84,137,13,0,0,17485,16485,628,108,150,141,0,96,134,81,4,0,17881,15784,1246,275,126,342,32,17881,15784,1246,219,76,30,3,39,484,17526,16295,818,102,129,195,0,0,0,0,0,0,17400,16165,782,136,62,244,0,114,52,75,0,17168,15602,963,194,53,334,5,162,29,55,5,12063,2510,9070,11297,1932,9083,11317,1388,9321,11235,1126,9630,9223,2297,5978,9082,1448,7634,9093,1757,7047,9071,1431,7640,10709,1606,8720,11793,1721,9873,11781,1860,9387,10167,1682,8235,8926,947,7700,8910,2142,6436,8849,1957,6892,8833,1121,7479,8821,1351,7202,8702,1209,7493,10181,1717,8268,11282,1625,9450
121,121,18102,14191,1922,1148,664,225,28,0,0,22782,17317,2889,2041,614,136,16,0,0,23004,16826,2596,1931,995,608,56,21705,16879,2106,2178,497,152,2,1716,359,23,0,0,625,22180,17085,2209,1992,826,407,0,12696,10393,1114,651,427,143,15,0,0,14629,12714,654,898,249,87,0,773,214,23,20,0,16169,12336,1527,1179,650,383,30,16169,12336,1527,1018,561,57,15,77,578,14187,12409,450,1147,235,70,0,0,0,0,0,0,14914,12714,750,1060,396,148,0,807,346,5,0,15495,12185,895,1673,602,164,0,1346,455,7,0,8265,3452,4673,8406,3168,5034,9415,3572,4895,9225,3167,5363,8759,4294,3741,8683,3974,4709,8726,3716,4752,8649,3905,4744,9973,4336,5096,11895,5564,6028,11892,5426,5817,10148,4724,5031,9251,3942,5028,9274,4917,4137,9181,4948,4233,9196,4031,4922,9149,4052,4562,9270,4689,4371,10706,5136,5297,12708,5959,6502
122,122,22496,12820,8672,515,327,369,23,0,0,22267,11753,9561,527,436,425,56,0,0,22931,11145,10213,591,560,685,46,21917,11091,9480,710,594,492,80,399,455,93,0,10,390,22448,11664,9326,834,573,396,70,15434,9740,5011,336,225,241,14,0,0,13182,9036,3577,246,167,133,0,223,163,62,10,0,16114,8645,6389,399,364,430,24,16114,8645,6389,321,293,76,0,42,348,13188,8607,3709,386,229,154,0,0,0,0,0,0,13511,8859,3735,407,278,199,0,392,281,60,0,13815,8252,4812,386,239,111,5,370,237,49,5,7016,1672,5079,6383,1447,4814,6748,1446,4969,6727,1124,5287,5656,1575,3217,5535,1346,4189,5585,1579,3823,5568,1372,4196,6643,1559,4833,7671,1935,5615,7612,1971,5318,6080,1459,4478,4921,749,4040,4950,1449,3281,4863,1236,3627,4884,834,3938,4900,944,3778,4904,996,3908,6116,1470,4544,6881,1466,5318
