ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-24_COMP_Total,E_16-24_COMP_Dem,E_16-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
54,54,87329,72041,12451,893,833,1978,164,0,0,90414,73543,13301,1144,969,1899,199,0,0,90967,70892,13948,1175,1277,3560,233,90837,70900,13854,1231,1331,3334,227,92331,74538,13806,1043,982,1846,185,408,720,745,45,323,1753,90670,72129,13725,929,1183,2415,17,65391,55797,7665,470,548,1378,102,0,0,67821,58261,7048,646,655,1150,38,435,491,528,40,0,70406,56850,9080,695,850,2597,143,70406,56850,9080,358,506,420,56,344,2792,68765,59229,7089,532,627,1203,20,0,0,0,0,0,68342,58339,7534,560,691,1199,0,363,477,293,0,69710,59522,7909,758,583,895,19,326,355,198,19,40166,11927,27449,40789,11935,28854,45710,10079,32451,45409,11760,31080,39346,11312,26458,38802,10192,27283,45666,11953,31899,52939,14706,37096,52253,13843,37018,46995,12900,32649,53907,15830,36906,52807,16336,34364
55,55,81342,67517,10760,990,1209,1592,216,0,0,83490,67217,12751,1277,1590,1146,211,0,0,87170,67233,12978,1399,2110,3243,364,87598,67558,13052,1573,2197,2950,344,83023,66657,12537,1298,1686,1482,198,822,1118,481,62,93,1247,87911,69613,13686,1270,1792,1784,245,63807,54670,6950,586,827,1133,146,0,0,64717,55174,7270,696,719,746,49,528,517,356,83,0,70508,56184,9115,912,1536,2461,273,70508,56184,9115,524,984,440,100,400,2761,65468,55150,7781,812,744,862,34,0,0,0,0,0,69198,58145,8411,763,865,915,19,551,586,393,19,70697,58828,8897,719,948,1055,28,536,579,379,28,40077,15138,24305,41458,15118,26340,43359,13990,25719,43239,15241,25401,38283,15157,21767,37639,13635,22744,43930,16191,25848,50942,20157,29467,50178,18861,29918,45124,17354,26280,51068,21208,28554,50150,21265,27258
56,56,76521,65614,7287,1658,1025,1395,179,0,0,84715,69562,10093,2260,1712,1598,195,0,0,88650,69039,11797,2270,2344,3280,370,88074,68944,11528,2141,2430,3120,364,84822,69766,9775,2139,1578,1553,219,1242,942,421,115,106,2446,86882,68426,11110,2734,2107,2230,211,56929,49884,4557,1121,620,978,105,0,0,62680,54352,5135,1412,758,835,107,1185,582,317,98,0,67419,54466,7499,1452,1466,2368,237,67419,54466,7499,998,889,394,87,272,2814,63410,55159,5223,1315,725,888,108,0,0,0,0,0,65128,55216,6263,1485,1082,978,30,1112,861,193,30,68204,56260,7709,1579,1094,1204,86,1172,850,245,86,37939,10595,26342,39308,10149,29159,46188,8769,34285,45637,10936,32735,41486,9362,30405,41196,8724,31126,47176,10425,35008,54961,13101,40499,54708,12423,41022,49118,11320,36420,58699,14327,43112,56746,14578,39780
57,57,82501,59575,20532,792,1018,1370,157,0,0,87027,62066,21995,1001,1281,1069,84,0,0,88803,58796,25033,1063,1458,2842,203,88729,58767,25015,1059,1509,2653,197,87935,62287,22503,1095,1275,1235,68,401,927,138,47,96,1542,88733,61110,22704,1224,1450,1299,179,61877,47444,12763,515,698,908,93,0,0,58217,50131,6562,414,488,458,10,290,443,185,154,0,68190,47954,16541,717,1062,2022,140,68190,47954,16541,324,688,295,42,330,2016,59345,49918,7666,470,612,461,23,0,0,0,0,0,62060,50907,9127,471,747,696,47,387,566,223,47,62166,49272,10604,621,799,658,77,408,538,167,77,36900,21276,14957,37361,20563,16798,41159,21292,16862,40306,21575,16399,37776,21734,14879,37231,21120,14965,41945,23470,16901,47935,27956,18935,47649,27216,19432,42697,24266,17200,46309,26305,18906,45047,26129,17695
58,58,85589,71685,11425,490,811,1865,102,0,0,86948,71731,12334,775,1109,1336,216,0,0,89688,70985,13180,873,1169,3326,282,89790,71051,13212,881,1187,3236,271,88760,72378,13098,847,954,1672,161,271,576,987,78,69,1312,90116,71949,13806,1110,1353,2050,79,66739,57929,7123,291,541,1248,72,0,0,67276,58947,6370,322,474,928,159,151,396,593,84,0,72393,59416,8821,563,808,2449,179,72393,59416,8821,248,495,478,27,380,2528,69102,60054,6849,506,426,1106,68,0,0,0,0,0,70863,61136,7065,619,750,1125,29,448,336,571,29,72957,62501,7624,769,629,1256,8,408,302,353,8,45411,20524,23719,44572,18472,26100,48710,18177,26898,48356,19692,26002,44913,19850,23592,44258,18841,24098,49901,20984,27101,57290,25269,30820,56982,24413,31388,51138,22084,27618,57529,25371,30670,55913,25208,28726
59,59,84369,65807,10681,630,824,7656,130,0,0,90468,68856,12421,898,996,8107,109,0,0,90282,66811,11878,977,1345,9726,268,90452,66910,11911,972,1331,9762,271,91320,69081,12693,1047,1001,8273,184,626,778,5645,35,504,1948,90958,68051,12649,713,982,8595,155,66444,53789,7139,356,557,5224,82,0,0,71591,57257,7916,536,534,5261,19,382,416,4545,68,0,72937,56351,8273,626,927,6751,173,72937,56351,8273,213,492,4314,44,465,2785,72565,58057,8121,631,544,5102,34,0,0,0,0,0,72672,58175,8082,378,552,5332,15,246,437,3994,15,74042,59503,7665,289,742,5774,29,132,558,3709,29,44148,22967,20284,44190,22145,22045,48599,21538,22623,47798,22411,22211,44213,22488,20377,43351,21714,20238,49481,24330,23053,57055,29459,26182,56471,28379,26745,50755,25662,23506,56867,29738,25587,55212,29153,24356
60,60,85703,71590,9236,2364,941,2080,93,0,0,88942,72751,10664,3072,1313,1773,139,0,0,91013,72241,10418,2744,1333,3701,244,87230,70538,9177,2048,1418,3555,241,89409,72177,11240,3093,1076,2009,61,2506,524,606,17,62,2277,90697,71742,12082,2784,1153,2598,87,69265,58399,6854,2074,638,1607,59,0,0,72828,60610,7807,2401,611,1212,8,2285,346,680,165,0,75902,61331,7820,2271,947,2920,147,75902,61331,7820,1944,594,841,36,352,2984,73464,61097,8016,2514,522,1237,14,0,0,0,0,0,74515,61131,8979,2174,513,1661,34,1940,342,510,34,76203,62836,8640,2121,824,1583,25,1707,390,532,25,41981,14747,26315,42501,14353,28148,47002,11939,31644,46827,14325,30203,42196,13372,27023,41781,12516,27804,47829,14196,31723,55014,16863,36825,54559,16329,36822,49015,15001,32522,54781,16976,36457,52769,16862,34379
61,61,70478,50824,6653,5804,7298,799,298,0,0,85119,59400,8908,7669,8727,874,528,0,0,90209,57780,11051,8824,11298,2304,387,90265,57812,11060,8825,11312,2171,371,88005,62276,9243,7325,8271,824,476,5924,6947,159,176,228,3053,92395,62340,10973,7180,10555,988,709,48546,36413,3841,3407,4717,492,157,0,0,58210,43166,5133,4738,4546,291,125,4363,4185,89,228,0,65627,43681,7113,5865,7816,1522,244,65627,43681,7113,4641,6630,180,68,277,3037,60997,45610,5540,4391,4713,354,100,0,0,0,0,0,64567,46930,6553,4517,5671,375,130,3853,5228,118,130,66510,47236,7148,5315,5952,402,85,4535,5331,148,85,34601,16690,17515,40846,18933,21913,44711,20518,20540,44520,20828,21876,41628,20997,19482,41103,19532,20502,46984,23249,22109,55139,29723,24050,54938,27868,26148,48496,24538,22659,53682,28276,23840,51350,27425,22781
62,62,87474,37126,47072,1848,822,3535,196,0,0,88351,37696,46360,2530,919,5732,331,0,0,88583,37457,45377,2498,1110,5722,273,89177,37606,45758,2390,1082,4954,243,88532,38134,45653,2526,1061,5600,270,946,401,991,64,400,1949,89456,37857,46391,2779,1287,5886,271,65019,30159,32441,1151,537,2542,116,0,0,64389,30440,31024,990,308,1365,109,776,196,713,186,0,67764,30909,32526,1577,743,4117,179,67764,30909,32526,940,414,721,53,357,1844,64526,30740,30742,933,405,1615,64,0,0,0,0,0,65572,31112,31044,1092,628,1551,32,903,407,609,32,66115,32437,30179,1276,532,1617,60,1043,336,545,60,36871,22849,13018,37525,24358,13167,38481,19883,15171,38425,22056,14247,32849,18232,12873,32546,18193,13191,37673,20714,15290,42882,23290,18426,42471,23043,18219,37925,20609,16038,40745,19795,19765,39784,21183,17046
63,63,86552,64103,19055,2086,616,1256,144,0,0,88507,63200,21324,2333,691,1404,316,0,0,88914,61631,21877,2359,871,2764,216,87197,60923,21340,1948,907,2594,216,90712,64483,21980,2340,871,1482,460,1330,436,321,409,25,1721,87807,61158,22050,2304,1011,2241,346,65079,50636,11918,1530,419,878,87,0,0,61723,50068,9611,797,326,799,143,632,234,276,32,0,67587,49129,14482,1657,597,1979,157,67587,49129,14482,1373,329,336,45,189,1704,64213,51062,10427,1177,372,901,353,0,0,0,0,0,62586,49337,10660,1122,423,828,183,656,235,254,183,63313,48721,11084,1917,544,891,84,1476,318,328,84,37154,11286,24662,36849,10692,26157,41370,8166,30872,41093,11590,28010,36923,7905,27520,36381,7750,27562,40890,8890,30743,46110,9976,35214,45847,9574,35559,41382,8961,31461,45355,9113,35239,43754,10118,31804
64,64,66458,52396,11755,660,1166,1010,116,0,0,81835,62138,17012,622,1351,1270,359,0,0,89883,63917,19858,1430,2165,3042,236,90012,63984,19910,1484,2215,2781,220,84286,64835,16438,536,1619,1403,263,359,1119,90,176,124,1139,90402,67120,19144,1091,1859,2614,272,48666,40036,7165,342,714,646,57,0,0,59647,48721,9377,315,611,432,90,256,489,134,94,0,67313,50264,12874,829,1415,2119,127,67313,50264,12874,507,898,281,42,287,2160,60868,50033,9130,266,802,479,99,0,0,0,0,0,65081,52072,10898,490,852,567,89,366,696,94,89,69673,54085,13152,500,1042,791,37,285,845,198,37,35073,14733,19656,36439,14634,21805,42933,13947,25222,42728,15823,24881,40429,14544,24256,39787,13561,24866,45257,16296,27126,53074,20483,31169,52694,19394,32265,47697,17681,28610,57994,22332,34198,56809,21755,33725
65,65,54156,46006,6394,463,779,940,60,0,0,73399,61159,9293,841,1381,1403,132,0,0,89943,72036,11581,1302,2361,2458,226,90019,72083,11605,1353,2373,2374,216,70953,59066,8711,772,1560,1273,61,328,1053,241,0,125,1444,92328,76459,10834,1498,1918,2447,225,39643,34664,3904,231,458,581,38,0,0,52133,45450,4882,274,637,636,6,180,559,245,224,0,66321,54908,7215,738,1480,1677,146,66321,54908,7215,382,978,201,42,268,2327,50953,44560,4641,348,864,532,0,0,0,0,0,0,67688,58695,6116,660,1239,870,39,438,947,353,39,73628,62625,7925,885,1324,728,54,611,946,155,54,29446,12300,16565,31921,12492,19429,41008,13553,23761,40748,14699,24135,41070,15386,24164,40446,14368,24760,45836,16765,27299,56566,22143,32902,55564,20489,34033,49933,18894,29612,65898,26427,37711,64004,26471,34971
