ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
10,10,118392,44281,5731,62047,6862,1233,186,0,0,127281,42029,6857,69756,9199,1254,374,0,0,125835,37145,8770,70551,9068,2000,170,126173,37179,8775,70252,9025,1817,161,127277,42074,7034,69822,9143,1203,391,66434,7577,339,21,3394,129727,40694,8443,72127,9573,1157,527,89437,36213,3923,44483,5025,845,137,0,0,91019,34809,2375,48491,4368,654,26,47767,3994,257,26,411,0,97564,31702,5833,52899,6701,1494,121,97564,31702,5833,50327,5972,141,20,3040,91174,34387,2729,48779,4374,526,19,0,0,0,0,93475,34002,3354,50138,5177,499,8,48774,4642,125,8,93012,33839,4266,49419,4768,592,18,48113,4267,62,18,56754,42274,13843,54754,41009,13745,51408,37478,11204,50605,36638,12196,43678,33240,8027,43498,24604,18432,43462,33500,9918,49210,35839,11975,62981,49472,12181,62101,47143,12938,61844,42487,18170,60604,46853,12484
11,11,115604,76023,4360,26915,8431,636,133,0,0,121535,72170,6236,34127,9685,576,132,0,0,126330,70293,7446,37729,10040,1492,158,126486,70312,7450,37629,10052,1352,157,123619,72311,6419,36445,9416,825,216,33052,7747,145,35,3599,126134,73504,5667,38240,9165,1165,201,90599,61548,3095,19764,6151,462,111,0,0,88327,58016,2444,23506,4020,385,0,22945,3711,145,0,167,0,99180,57382,4945,28691,7424,1081,102,99180,57382,4945,26926,6648,104,25,2653,91502,58337,2736,25471,4105,328,0,0,0,0,0,93636,58801,2986,26717,4097,422,54,25936,3738,113,54,94350,56121,4511,28059,4783,492,31,27102,4311,70,31,60959,36703,23530,60597,36298,24299,60666,38575,18366,59700,37013,21029,52832,35588,13926,52022,20555,31043,52177,34035,18097,57700,35621,20325,69105,47981,19539,67868,45146,20528,67929,37912,29023,66357,45626,19490
12,12,118814,71252,8084,28069,11609,1391,264,0,0,128237,67349,12404,34453,14624,1540,286,0,0,131694,62927,13908,37037,16799,2979,310,131907,63002,13916,36831,16813,2738,297,128330,66445,12797,34999,14377,1787,355,29533,11912,233,178,6630,129800,65084,12424,35968,16153,2013,497,90380,57191,5375,19146,8506,943,176,0,0,90679,54878,5141,21594,7790,753,115,20623,6994,356,115,457,0,101491,52536,9080,26217,12440,2162,215,101491,52536,9080,23607,11123,243,62,4305,92650,55444,5653,22588,7980,853,175,0,0,0,0,95308,55271,5590,24408,9358,733,90,22780,8216,78,90,94928,52207,6766,25139,9906,810,31,23524,8580,97,31,55144,34320,19946,54723,35065,19658,59597,36871,18594,58646,36351,20064,51016,34410,13470,50945,22734,27543,50482,34277,16160,56099,35145,19017,66297,46221,18262,65682,44569,18631,65341,38107,25685,62656,42618,18124
13,13,110211,57857,8609,28547,15646,1373,203,0,0,126096,57749,11897,35847,21344,1380,143,0,0,131670,52785,14927,39296,23995,2519,243,131054,52635,14908,38673,24067,2179,231,127802,55519,11411,38055,22824,1131,121,34590,20500,190,1,4753,133533,54934,13576,40727,23892,1622,216,81627,45663,5606,19362,11028,868,129,0,0,84515,45493,5041,22244,10976,402,0,21759,10386,200,0,453,0,99018,43648,9786,27403,17225,1747,148,99018,43648,9786,24805,15948,157,44,3953,86874,44873,5414,24421,11395,428,1,0,0,0,0,90799,44959,6297,26563,12166,388,30,25714,11325,34,30,93114,43811,7190,27376,13457,476,29,25940,12602,40,29,53761,35605,17374,57110,38792,18318,64990,44902,15317,64022,43330,18238,57877,41978,12709,57807,28855,28307,57278,41775,15464,61763,42114,17498,68788,51812,15019,68668,49826,15871,68401,42492,24647,66018,47456,16410
14,14,122016,61230,11906,31921,17545,1067,186,0,0,131908,58042,15103,38795,20702,1325,249,0,0,127872,51873,16882,38973,19865,2057,298,127947,51884,16889,38750,19845,1901,288,131611,56555,16079,38796,20996,1051,215,34794,18443,291,0,4909,129085,52967,16821,39902,19081,1372,381,91421,48279,7995,22106,13155,738,133,0,0,90056,46385,7561,22323,12874,585,0,21656,12224,279,0,460,0,98895,43028,11721,28139,15421,1478,214,98895,43028,11721,25764,14197,134,56,3376,89148,45087,8150,22078,13137,541,0,0,0,0,0,89280,42945,8812,24100,12567,428,0,23006,11590,105,0,89281,41285,10016,25330,11639,405,60,24121,10734,71,60,62264,41409,20278,60270,39593,20677,65778,44790,16990,64646,44157,18606,54545,39189,13068,55014,26904,27606,53966,38942,14981,61230,41305,18168,73263,53816,17639,70615,49019,18911,70408,42496,26862,67812,47862,18700
15,15,117372,66409,9539,13132,28539,736,169,0,0,125362,61282,11629,18436,34675,1027,169,0,0,130355,58320,13751,19713,37734,1665,220,130414,58335,13756,19675,37780,1558,221,124140,58167,13302,17293,36129,816,176,14207,33057,133,24,4675,127944,56850,14837,18653,37369,1035,321,85807,50237,6612,8656,20318,490,119,0,0,83559,46769,6172,10336,19619,504,44,10057,18922,135,44,241,0,99449,47388,9789,13512,27794,1167,140,99449,47388,9789,11930,26368,103,27,3283,83508,44710,6590,9952,21484,509,19,0,0,0,0,86705,44980,7529,11317,22090,459,20,10672,21038,40,20,91520,45199,8988,11897,24789,314,0,11183,23618,32,0,57969,38375,18975,56713,37156,19557,61644,41923,15812,60474,41365,17410,52718,37231,12792,53195,24136,28542,52072,37046,14993,58813,39296,17790,72914,53960,17186,71321,49757,18456,70994,41718,28250,69000,48815,19088
16,16,117612,89584,8014,5320,14397,519,199,0,0,126622,88691,11360,8286,18379,738,177,0,0,132973,87730,12031,9218,21874,1185,223,132983,87736,12033,9218,21904,1179,222,127890,87240,11330,8854,20001,843,172,7301,16260,74,16,4822,128773,85968,10726,9236,21697,909,238,91208,70317,5886,3955,10782,380,154,0,0,87350,66162,5496,5118,10033,331,24,4698,8856,110,24,212,0,104350,71233,8655,6773,16048,819,170,104350,71233,8655,5564,14273,93,54,3847,87979,65996,5697,5338,10443,353,14,0,0,0,0,89080,65809,5819,5467,11217,367,24,5094,9838,81,24,88708,64675,6847,5588,10794,367,0,5151,9558,57,0,62141,45445,16062,68721,49452,19269,68975,53035,11532,68363,52539,14482,61385,47728,10496,60952,30987,29401,60750,48277,12438,66037,49169,15059,76138,62389,12112,75460,60074,12655,75395,52291,22408,74323,59021,13817
17,17,120517,56501,22911,17026,24647,1200,280,0,0,131473,54593,27328,20295,29425,1287,395,0,0,134626,51849,30717,21184,30030,2571,289,134714,51861,30739,21200,30178,2063,274,133038,55536,27312,21538,29097,1359,474,18275,25323,305,0,5294,133903,53092,29148,19734,31078,1383,300,93274,46424,16275,11991,18730,844,199,0,0,78920,43243,9403,10905,14311,522,4,10360,13403,186,4,652,0,105172,43856,21612,15668,23189,1890,202,105172,43856,21612,13556,21701,153,54,3518,83003,44319,10905,12724,14011,573,0,0,0,0,0,81774,42864,11102,12270,14740,446,0,11745,14145,174,0,82048,41281,11541,12969,15604,315,10,12355,15047,81,10,47746,34088,13053,49396,36023,13373,52621,39311,10198,51743,39067,11043,43911,34171,7708,43986,24152,19321,43438,34295,9118,49242,36359,11426,59894,47155,11224,59428,44616,12601,59020,39074,19047,57427,43945,12474
18,18,119962,58530,30246,17765,14040,1476,333,0,0,125395,57554,33957,19187,15229,1591,459,0,0,127698,55002,35279,21021,15641,2926,271,127768,55010,35311,21068,15695,2678,265,125054,57230,33810,21182,13362,1432,332,17358,10500,265,182,5012,128084,56573,35983,21931,13804,1911,123,91864,46801,21621,12952,10732,1031,256,0,0,77395,43828,12624,11644,8538,487,56,10918,7788,166,56,322,0,97935,44244,25218,15685,12019,2212,192,97935,44244,25218,13541,10716,119,42,3353,79364,43862,14076,12895,7607,498,52,0,0,0,0,81418,44222,15987,12469,7910,506,65,11726,6879,154,65,82634,44473,16755,13282,7569,532,45,12451,6420,160,45,50572,38594,11380,54742,42701,12041,59302,47333,8342,58588,47191,9682,51259,41958,7278,51249,30927,19710,50672,41974,8661,55595,43571,10458,62699,52015,9082,61408,48378,10697,61171,43497,16888,60150,47864,10601
19,19,119779,51567,27020,25176,16612,1325,261,0,0,130122,49397,34525,27257,18638,1397,220,0,0,128540,44902,35260,27885,19306,2782,212,128638,44916,35287,28300,19480,2291,201,130366,49503,34902,26940,18931,1503,237,23953,16816,202,63,3486,131320,49054,34834,27503,19155,2153,360,92813,42924,18975,18280,12856,909,195,0,0,81966,40233,12674,16270,12041,422,45,15798,11598,137,45,326,0,100177,37794,24766,21064,15367,2062,151,100177,37794,24766,18786,14195,108,43,3526,82202,40306,13196,16320,11859,337,124,0,0,0,0,84169,40301,14344,16835,11864,455,107,16063,11109,199,107,81877,37440,14872,16491,12387,507,117,15542,11417,196,117,54315,37973,15736,53357,38157,15200,58554,43146,12089,57641,43140,12886,49465,37830,9799,49683,26490,22684,48898,37555,11305,54558,39404,13680,63105,48225,13368,60836,43774,14758,60499,38273,21351,59018,43275,13959
20,20,117670,41502,26516,39662,11567,1642,308,0,0,130486,42434,30738,45400,13347,1494,284,0,0,130161,39873,31571,46745,12434,3289,215,130259,39885,31590,46486,12447,2560,209,128405,42065,29043,45709,12191,1421,211,42011,9875,67,10,4788,128872,40882,27738,46981,13835,2205,397,91133,34274,18705,30103,8943,1197,228,0,0,77655,34216,10000,25366,7277,432,35,24541,6553,60,35,500,0,100783,33259,22032,35815,9784,2405,156,100783,33259,22032,32634,8510,123,19,3542,77928,34442,9518,26253,6821,419,14,0,0,0,0,79269,33777,9602,27079,7616,492,140,25995,6685,138,140,82518,33870,10632,29060,7985,508,66,27842,7103,163,66,48860,41397,6905,45184,39055,6129,50049,43155,4488,49150,42262,5099,44620,39581,3645,44762,32903,11332,44360,39939,4387,48641,41702,5753,59279,52339,5656,56206,46897,7335,55876,44410,10804,54951,46869,6437
21,21,113988,45217,18834,37681,13094,1329,244,0,0,119684,40758,23793,42231,14430,1222,369,0,0,133402,41453,30685,44192,17257,3201,289,133497,41466,30701,44035,17292,2808,277,119762,39648,23673,41968,16316,1354,241,37498,13770,138,9,4403,131911,38315,30030,48302,16765,1366,79,91853,39880,13214,28223,10856,994,196,0,0,79573,35003,7709,28064,7821,466,60,27494,7097,206,60,519,0,108661,37422,21382,34931,14716,2389,220,108661,37422,21382,31895,13168,212,41,3874,79374,33819,7831,27323,9169,391,10,0,0,0,0,86844,32942,10113,32686,9630,591,10,31761,8735,167,10,87717,30388,11101,35768,9187,934,21,34419,8209,142,21,41471,29811,11102,44535,34071,10464,48890,37039,9076,47563,35658,9959,36698,28881,6297,37291,21395,15460,36248,28894,7305,42842,31915,9623,50696,39608,9710,53728,40425,11254,53423,36604,15898,49421,38402,10807
22,22,118681,21263,30625,60962,7206,1615,273,0,0,126340,20091,37685,61516,7997,1680,83,0,0,136297,18366,44551,65046,9201,4029,242,136451,18376,44584,64784,9181,3132,225,126424,19512,37492,61696,8801,1415,179,57339,7542,336,5,3702,133728,20009,39854,65235,9832,2510,197,88907,18667,20331,44998,5717,1131,193,0,0,69325,16529,8633,40218,3209,537,4,39690,2858,290,4,344,0,102287,15835,29871,49989,7059,2915,176,102287,15835,29871,46692,6198,167,28,2926,69963,15753,10339,39723,3133,595,4,0,0,0,0,73936,16242,10378,42551,3651,991,4,41471,3310,282,4,72215,15372,11425,40922,3295,870,0,39399,2943,174,0,42877,37087,5328,44020,39527,4493,52534,45900,4488,51139,44222,4776,39276,35012,3217,39389,27967,11001,38872,35023,3794,44873,38447,5315,48525,42610,4713,44987,37296,5922,44779,35509,8624,43171,37415,5556
23,23,118539,31156,6783,76394,5232,1533,194,0,0,128434,27278,8223,87918,6386,1770,275,0,0,135858,24230,11852,94422,6350,2662,217,135983,24244,11856,93851,6322,2514,208,129887,25954,9069,90259,5358,1547,297,84908,4004,242,44,4495,134041,24824,10304,94079,5398,1750,400,89161,26390,4474,54830,3807,1075,117,0,0,94094,23051,3958,62681,3033,981,55,61378,2772,159,55,807,0,106485,21195,7958,72745,4855,1985,168,106485,21195,7958,68619,3998,217,49,3872,94513,21951,3959,64526,2773,1015,10,0,0,0,0,98956,21401,4606,68544,3242,857,4,67131,2849,175,4,99096,20222,5804,68455,3405,1691,39,66375,2983,171,39,61521,49653,11378,61087,50294,10793,58300,46368,9237,57205,45808,9558,53968,45459,6976,54855,33453,20897,53366,45403,7901,59199,47222,10641,77681,66779,9382,74867,62983,9864,74733,59584,14255,72738,62873,9689
24,24,122359,7827,8012,104331,3333,1380,134,0,0,128675,7551,11855,106597,4103,1307,102,0,0,135172,6995,16977,108272,4216,2437,151,135504,6997,16986,107744,4173,2186,137,129085,6544,13705,105749,4533,1603,112,101244,3544,147,37,3286,134870,6615,15873,109115,4669,1830,55,91090,6889,5271,77022,2503,964,87,0,0,91711,6309,3618,78979,2149,652,36,77910,1954,109,36,481,0,105442,6244,11254,85390,3260,1826,110,105442,6244,11254,81600,2692,200,15,2957,91915,6130,4435,78213,2274,709,30,0,0,0,0,95654,6404,4708,81294,2384,724,20,79986,2239,117,20,91472,6395,6454,75230,2682,611,36,73848,2503,69,36,58380,55207,2893,59327,56815,2512,61881,57583,2741,60440,55740,2837,49804,47003,1908,49420,37715,11221,49294,46803,2421,56036,50988,4106,65964,61088,3668,61681,55037,4933,61552,53649,7250,59628,54955,4504
25,25,124844,8567,5690,109288,2313,1535,173,0,0,127957,7507,9503,109999,2438,1327,73,0,0,135779,6245,12307,115560,2894,2385,220,136069,6251,12316,114935,2858,2183,212,128278,7370,10085,109758,2536,1322,105,105439,1826,106,25,3009,132406,7830,9958,113118,3025,2499,302,93784,7507,3804,81166,1748,1137,114,0,0,93673,6452,3266,82305,877,642,19,81361,803,90,19,523,0,106999,5495,8246,91599,2230,1838,150,106999,5495,8246,87771,1731,281,32,3003,94356,6177,3789,82689,1074,657,24,0,0,0,0,99342,6356,4344,86289,1223,870,135,84430,1126,128,135,97656,6266,4347,84661,1135,934,82,82403,1066,215,82,60425,57752,2432,60424,58291,2133,56858,53192,2267,55663,51764,2272,49845,47268,1747,49426,37910,11054,49330,47191,2085,54917,50282,3764,68677,64313,3238,64810,59122,4186,64629,57614,6343,62850,58709,3997
26,26,125582,10215,9000,101368,6284,1503,201,0,0,129596,9454,15799,98355,6590,1896,214,0,0,135433,8544,21040,99960,6692,2748,267,135704,8550,21049,99456,6627,2401,255,130300,9931,17678,97060,6495,1930,194,92407,5347,611,108,3581,136582,10018,19903,100768,6171,2976,197,96494,9218,6035,76853,4971,1094,149,0,0,94702,8485,3871,76622,4149,1044,145,75596,3948,529,145,841,0,108391,7671,14105,81462,5446,2067,214,108391,7671,14105,77928,4809,221,69,3001,94117,8627,4608,75637,3859,893,110,0,0,0,0,99404,8587,5937,79883,3569,1125,15,78434,3464,510,15,99041,8487,7942,77915,3320,791,31,76361,3204,192,31,64743,59966,4503,66059,61931,4128,58803,53705,3495,57549,52434,3440,49415,45708,2748,49155,36124,12546,48910,45625,3208,54888,48976,4971,65869,60248,4464,61167,54056,5481,61000,52370,7878,59533,54355,5036
27,27,121405,71455,4237,42095,3268,1657,184,0,0,132881,69538,7492,50502,4922,2201,749,0,0,136066,66282,8404,54984,4618,3684,394,136291,66364,8406,54622,4591,3564,383,130928,68272,7022,50381,4631,2120,797,46377,3187,388,75,5396,134308,67343,7926,54098,4591,2450,366,90314,54885,2668,30114,2189,1113,110,0,0,99973,55343,3950,36423,2449,1260,70,35254,2103,344,70,743,0,104648,52833,5330,41638,3196,2638,229,104648,52833,5330,38849,2284,377,80,4412,98819,54246,3748,36841,2244,1180,125,0,0,0,0,101507,53555,4359,40043,2147,1408,114,38521,1714,173,114,104165,52576,4824,42269,2470,1571,47,40235,2083,141,47,62906,37497,24766,64702,39612,25090,66175,36329,26570,64396,36477,25619,56354,34424,20026,56513,22773,33245,55670,33884,21746,62226,35121,25592,74757,46871,26409,78411,47006,29450,77990,41367,34724,76316,48165,28007
28,28,119206,58738,4869,50877,4845,2192,249,0,0,130458,53668,6893,64890,5695,3293,463,0,0,136354,48083,8973,71713,6967,3976,416,136503,48136,8973,71006,6898,3827,410,132845,52166,7588,67468,6199,3278,234,60978,4340,872,16,6287,137553,49366,9188,73052,7381,3313,308,87395,46345,3077,34377,3247,1522,159,0,0,96634,42593,3746,45306,3103,1683,14,43552,2750,574,14,927,0,103490,39649,5664,52030,4927,2887,259,103490,39649,5664,48351,3819,711,85,4686,98725,42405,3879,47041,3389,1483,20,0,0,0,0,101555,40347,4653,51117,3243,1480,10,49504,2821,318,10,102885,38248,5232,53694,3209,2001,94,51477,2773,313,94,56440,34578,21312,59570,38911,20659,63064,39142,21228,61981,38856,21166,51791,35508,14851,51740,25248,26079,51434,35406,15996,58860,37423,20149,73519,50363,21690,76945,52474,22346,76687,47798,27260,75422,53856,21374
29,29,126904,97174,4724,20352,4079,1511,253,0,0,132555,99541,6404,21272,4823,1157,190,0,0,135385,95811,7547,23242,5916,3493,405,135606,95904,7549,23260,5888,3406,394,134357,100665,6626,21533,5052,1790,172,18574,3081,67,21,5119,135945,98667,7616,22322,5312,1938,69,93605,73616,2941,13688,2750,974,155,0,0,97667,76787,3153,14306,2668,652,0,13911,2093,69,0,202,0,103119,75309,4858,16503,4047,2457,270,103119,75309,4858,14685,2924,304,76,4557,99428,78102,3425,14715,2466,829,0,0,0,0,0,101371,78173,4234,15435,2696,923,0,14065,1873,50,0,103342,77575,5383,16670,2795,926,8,15193,1947,108,8,54134,23863,29470,56625,24610,32015,61013,22177,34382,59021,22490,33944,49004,21099,25508,49263,11627,36869,48324,20633,27661,55336,21034,32335,66038,28255,35779,70889,29063,39675,70258,22888,44299,68603,31025,37438
30,30,124679,93600,10054,17378,3205,1145,182,0,0,129527,94787,13720,17550,3411,1395,103,0,0,126331,88061,15244,16596,4220,2456,203,126540,88109,15254,16807,4234,2293,199,129456,94998,14102,16747,3403,1261,116,14731,2188,173,52,3102,128736,93581,13063,17535,3854,1163,80,99625,76986,7062,12812,2365,830,145,0,0,99404,78414,5415,12874,1958,824,55,12137,1473,168,55,141,0,100866,73882,9680,12504,3032,1785,123,100866,73882,9680,11323,2227,150,35,3224,99770,78525,6061,12244,1942,842,50,0,0,0,0,99350,77731,5938,12727,2035,600,55,11941,1634,87,55,99820,77682,6545,12111,2515,495,116,11407,1976,83,116,62721,32851,28957,58187,30390,27797,58835,29984,24491,57592,29074,26692,51850,28765,20435,51737,14905,36222,51223,28258,22945,57180,28853,26475,72337,42231,28204,71563,40836,28319,71476,32317,37758,69233,40273,28090
31,31,117599,100149,4098,8742,3960,1063,208,0,0,124832,101881,5403,11834,5734,1089,56,0,0,130739,98679,7765,14717,6535,3146,271,130883,98772,7768,14803,6605,3095,274,124043,98735,5605,13152,6569,1171,29,9548,4494,238,0,5195,128970,98414,7187,15641,6384,1469,119,89447,77557,2590,5969,2771,742,118,0,0,94499,80192,2834,7554,3114,572,10,6937,2619,107,10,256,0,101344,78970,4945,10383,4589,2238,176,101344,78970,4945,8999,3548,230,54,4172,93645,78221,2924,8283,3564,633,0,0,0,0,0,97517,79843,3882,9571,3361,837,0,8624,2473,207,0,98071,78490,4384,10320,3819,923,0,9159,2717,159,0,59714,22021,36656,60692,23621,37071,66596,23010,39068,65535,24041,39490,55937,23686,28519,56431,11416,44450,55376,23409,31941,62040,22813,37125,73013,31490,39331,74555,32068,40127,74219,24231,47610,71017,30380,38627
32,32,120326,63851,9571,38910,8413,1492,440,0,0,132522,64894,11367,47085,9650,1743,843,0,0,138486,56524,17231,51975,12021,3265,437,135064,55829,17147,48984,11969,3046,429,135203,65667,10778,48501,9900,2200,719,43280,7686,194,25,6808,136570,61173,13391,51020,10560,2871,534,91655,51626,6301,27469,6190,1040,282,0,0,96750,52645,5454,32386,5228,809,90,31421,4610,227,90,462,0,107097,46918,11490,38430,9237,2396,293,107097,46918,11490,35233,7819,251,127,4670,98334,52832,5100,33673,5328,962,25,0,0,0,0,98726,49998,6288,35401,5749,1048,75,33594,5088,137,75,100555,48244,7797,36755,6405,1142,66,34397,5516,221,66,47788,27439,19602,47587,28900,18687,52048,30033,18819,51056,30289,18914,44020,28351,13266,44052,19438,24066,43737,28493,15212,48952,29155,18234,59078,38260,19174,58836,37297,19562,58416,32055,24699,55799,35535,18590
33,33,120819,95491,5393,14425,5377,1028,297,0,0,126339,93841,7419,17367,7794,1441,358,0,0,131785,92538,8835,19591,8551,2590,363,131878,92575,8837,19624,8595,2479,360,128042,92637,9131,17509,8100,1482,366,14398,5007,88,6,6425,133725,93676,10115,19871,9266,1682,415,90898,73633,3484,9846,3630,677,191,0,0,92524,72192,3771,11527,4235,495,0,11042,3327,63,0,370,0,100113,72975,5719,13791,5736,1775,278,100113,72975,5719,12164,4337,153,77,4222,94231,73341,4426,11329,4253,461,0,0,0,0,0,97628,73796,5188,12737,4918,365,60,11779,3784,58,60,97681,72707,5983,13613,4434,486,50,12405,3330,40,50,65592,30957,33654,64899,31434,33465,67785,32870,29269,66317,31632,32531,58039,31146,23470,58094,16768,40701,57348,30885,26413,64173,31340,30452,77654,44819,30318,76942,44002,29927,76808,34104,40993,74039,42152,30872
34,34,121767,83323,5903,28305,4392,1261,382,0,0,126368,81111,7816,32457,5717,902,249,0,0,131550,78354,9254,36073,6057,3060,395,131935,78487,9260,35884,6054,2890,372,127487,80846,8339,32610,5961,1040,230,28367,4068,202,6,4777,132298,81468,8751,36250,6534,2147,943,91226,65895,3741,18316,3036,864,227,0,0,94985,65367,4244,21219,3463,597,4,20305,2945,179,4,270,0,101299,64424,6060,24668,4421,2132,249,101299,64424,6060,22342,3514,203,96,4197,96647,65755,4806,21881,3612,551,4,0,0,0,0,100580,67008,5107,23847,3258,486,39,22955,2602,94,39,102617,66999,5491,25477,3609,409,59,24197,2883,66,59,55904,27495,27434,55597,28578,27019,60604,27401,29174,59902,27912,29893,48586,25311,20102,48541,15236,32624,48331,25195,23081,55588,26151,27496,67961,35959,30092,69495,35900,31469,69051,29158,37403,67426,33053,31739
35,35,130814,118870,2881,5755,2656,992,116,0,0,131925,117120,3792,6913,3602,1356,163,0,0,134595,114909,4813,7194,3986,3048,200,134794,115068,4815,7283,4052,3061,193,130323,115230,3604,7473,3113,1051,156,5854,1741,163,7,3540,132083,114965,4685,7195,3654,1181,278,98127,90232,1772,3922,1643,696,67,0,0,100583,91326,2131,4381,1865,648,4,4143,1553,169,4,230,0,104568,91136,3032,4952,2644,2211,135,104568,91136,3032,4139,2002,201,33,3718,99344,89979,2128,4796,1782,489,4,0,0,0,0,99873,90074,2653,4312,2144,591,71,4019,1608,65,71,101568,90129,2978,5586,2152,640,84,4790,1620,28,84,64576,21049,42186,65310,21002,44308,73258,19033,49664,72147,20114,49999,60001,19706,36319,60282,8579,51012,59452,18845,40571,66700,18398,46179,75935,24258,49611,79558,24548,52752,78773,17586,57507,77327,22316,52351
36,36,133334,111583,5997,13334,1981,1099,191,0,0,136952,112809,7299,14610,2279,709,167,0,0,134818,105750,8999,14286,2744,2942,238,134994,105900,9001,14281,2750,2895,229,137857,112910,7877,13793,2555,1119,119,10554,1929,62,1,4348,137921,110632,8323,14115,2830,1720,121,101856,87038,3839,9190,1322,785,121,0,0,104113,89988,2492,9845,1262,490,0,9173,1085,76,0,102,0,106144,86004,5659,10157,1948,2139,157,106144,86004,5659,8987,1380,174,17,3564,105254,91325,2912,9035,1182,760,4,0,0,0,0,105928,91529,3032,9423,1108,725,39,8749,838,64,39,105894,90367,3888,9403,1275,731,34,8279,863,57,34,60535,25412,34065,59267,24315,34952,63266,21449,38015,61840,22660,37273,51986,21618,27481,52519,10487,41426,51354,20641,30695,58449,20696,36057,70921,27419,41626,75438,28092,45325,74629,21477,49986,73001,25465,45084
