ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_TREAS_Total,E_16_TREAS_Dem,E_16_TREAS_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_18-24_COMP_Total,E_18-24_COMP_Dem,E_18-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_AUD_Total,E_24_AUD_Dem,E_24_AUD_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
53,53,32585,29490,1617,238,766,265,368,0,0,41136,35852,2571,568,1458,273,764,0,0,43937,36815,3095,551,2045,715,744,44667,39221,2641,534,1499,298,752,164,836,22,207,1573,46945,40647,3140,462,1780,327,932,18445,16897,871,72,374,118,155,0,0,23200,21507,812,190,285,90,194,110,206,0,194,123,0,27464,23290,1822,254,1248,428,383,27464,23290,1822,142,975,102,247,766,25813,23993,876,140,346,104,130,0,0,0,0,28188,25780,1192,143,653,63,34,68,384,20,34,29534,26500,1624,169,589,213,98,99,258,43,98,10441,1704,8400,12923,1043,11880,15102,1853,7567,14936,1648,12782,15027,1780,12652,14703,1504,12003,14436,2034,11679,14339,2131,11204,13012,1882,10342,17046,2942,13370,20767,5376,14306,20377,3561,15722,20498,4160,15182,19496,0,16129,19325,0,15963,19455,4179,14232,20961,6001,14237,21070,4056,15607,21216,3592,12558,20804,3390,14000,20372,4024,15314,20208,3536,15533,20843,4509,16334
54,54,37389,34869,1192,281,628,180,359,0,0,42577,39833,1221,354,612,217,323,0,0,43521,38582,2202,411,1214,560,606,42561,39217,1668,489,725,240,280,367,344,67,96,720,43006,37302,2851,720,1211,710,596,21409,20204,617,73,302,93,151,0,0,25485,24321,486,80,287,109,135,65,192,49,135,57,0,28258,25504,1244,200,646,336,323,28258,25504,1244,83,388,64,134,771,25710,24337,616,175,262,130,89,0,0,0,0,26608,24295,949,206,428,397,235,190,256,229,235,28412,25152,1378,322,701,285,264,290,372,147,264,14105,1967,11756,16464,1035,15429,18411,2152,10514,18313,1799,16015,18349,1898,15825,18025,1721,15067,17784,2128,14968,17657,2225,14360,16486,2030,13540,20661,3067,16818,24531,5636,17828,24101,3519,19369,24350,4441,18784,23087,0,20151,22809,0,19719,23081,4259,17749,24416,6036,17677,24722,3913,19317,24869,3428,15258,24391,3405,17587,23910,3888,18951,23700,3509,19144,24567,4424,20143
55,55,39283,35037,2772,308,623,371,433,0,0,44028,38255,3477,336,910,371,1032,0,0,43338,36146,4370,526,1003,757,693,42882,36943,3604,318,806,307,1325,220,253,79,680,1036,41993,34824,4040,367,1516,427,1236,24141,21930,1552,101,295,203,191,0,0,28216,25600,1384,125,352,233,299,100,188,149,299,181,0,28991,24657,2642,263,621,467,403,28991,24657,2642,155,359,88,221,786,28086,25037,1699,95,361,186,445,0,0,0,0,28040,24465,1942,100,692,138,343,63,547,19,343,27480,24133,2084,76,639,107,213,17,524,28,213,13252,2198,10623,14588,1230,13358,15696,1939,8387,15559,1826,13161,15657,1955,13039,15326,1765,12234,15034,2329,11821,14967,2466,11367,13562,2000,10665,17570,2978,13789,20852,5179,14591,20400,3412,15832,20588,4199,15174,19597,0,16212,19446,0,15890,19489,4071,14269,20748,5656,14345,20769,3865,15099,20977,3510,11981,20502,3472,13775,20143,3840,15165,19937,3469,15288,20584,4382,16202
56,56,33815,25538,6233,364,901,570,546,0,0,38269,28983,6633,357,1529,429,880,0,0,44274,30732,9302,681,1634,1172,1250,43615,33170,7147,536,2115,466,974,217,1047,71,289,1652,45868,34429,7333,706,2146,690,1355,22499,17558,3727,175,574,333,281,0,0,24445,21080,1933,175,588,188,264,35,370,29,264,214,0,31737,22795,6188,402,1080,776,731,31737,22795,6188,193,679,193,456,1067,28063,24132,2375,329,666,212,215,0,0,0,0,30628,25445,3099,296,729,290,438,148,442,135,438,31603,25085,4302,351,835,388,425,267,529,202,425,9987,2072,7555,10126,1187,8939,12305,2140,5786,12125,2001,9545,12201,2167,9416,11976,1885,8886,11763,2430,8610,11712,2497,8233,10322,2155,7418,13779,3179,9854,17030,5394,10606,16554,4002,11478,16589,4339,11086,15688,0,12037,15572,0,11981,15419,4282,10175,16033,5542,9981,15875,4230,10436,15992,3823,8445,15614,3570,9294,15303,4127,10304,15186,3638,10491,15668,4553,11115
57,57,31279,24505,4661,438,966,410,657,0,0,41610,31936,6293,1110,1651,689,502,0,0,44516,31642,8322,880,1901,1054,1350,40711,31040,6613,1166,1524,861,314,313,1004,354,123,1250,44150,32776,7770,1294,1621,1118,442,22142,17921,2864,264,657,258,358,0,0,26949,22876,2428,414,634,378,83,265,463,259,83,149,0,31958,23442,5457,564,1280,688,805,31958,23442,5457,359,842,144,476,1114,25531,21621,2327,381,634,479,27,0,0,0,0,27837,23750,2355,326,731,371,160,126,439,148,160,29578,24393,3070,206,924,357,318,177,486,107,318,11020,2146,8435,10969,1150,9819,12514,2014,5983,12346,1873,9899,12411,1972,9880,12168,1780,9254,11932,2203,9046,11889,2325,8658,11515,2150,8616,14869,3262,10854,18464,5786,11607,18036,4113,12834,18060,4565,12346,17072,0,13237,16960,0,13256,17083,4510,11576,18292,6023,11664,18086,4400,12357,18284,3996,9960,17854,3763,10971,17514,4389,12146,17383,3822,12363,17911,4872,13039
58,58,41538,35611,3731,349,1138,443,564,0,0,44751,37366,4559,477,1473,230,1021,0,0,43951,35294,5099,558,1524,818,953,42986,35881,3862,366,1525,577,1091,162,692,292,617,1429,42571,35050,4480,479,1466,664,727,27885,24458,2201,130,652,255,323,0,0,29356,26126,1674,152,648,167,420,77,433,73,420,146,0,31086,25618,3131,322,1007,502,567,31086,25618,3131,153,639,119,319,1005,28935,25483,1560,157,750,408,407,0,0,0,0,28699,25067,1957,151,718,393,226,72,275,162,226,28695,24867,2167,207,643,298,265,85,281,80,265,17829,3101,14175,18388,1695,16693,19826,2971,10032,19609,2605,16295,19724,2802,16197,19317,2502,15393,18940,3150,14930,18866,3354,14321,17412,2751,13743,20916,3964,16112,23529,6892,15473,23389,4550,17662,23306,5299,16858,21962,0,18144,21761,0,18137,22028,5179,15718,22101,7233,14119,22412,4419,16349,22549,4223,13225,22133,3902,14216,21671,4815,15929,21526,4060,16162,22126,5433,16693
59,59,32718,26713,5097,202,517,296,93,0,0,42380,34673,5900,399,1217,466,28,0,0,45149,36049,6793,450,1028,696,182,43473,35894,5886,622,1161,282,18,178,686,139,5,663,45078,36869,6119,580,1275,345,33,22686,18998,3086,113,352,202,51,0,0,27949,25066,1988,121,507,256,4,116,379,113,4,24,0,32523,26712,4252,269,707,494,98,32523,26712,4252,130,515,77,35,716,29168,26207,2027,192,540,160,4,0,0,0,0,30564,27371,2199,222,615,111,4,119,412,72,4,32181,28502,2522,277,658,138,75,122,382,28,75,13065,5990,6723,13709,4786,8923,17408,6430,7489,17033,5906,10277,17334,6264,10461,16833,5554,9899,16322,6159,9333,16274,6220,9194,17458,6534,10187,19787,7734,11402,24102,10825,12556,23386,8875,13642,23405,9458,12853,20548,0,15664,20498,0,15328,22820,9253,12796,24544,10683,13357,24475,9176,14162,24462,7896,12544,24038,8154,13147,23576,8375,14396,23458,8157,14434,24085,9450,14606
60,60,45411,38193,3690,407,2354,451,685,0,0,44452,36033,3769,542,2565,649,1185,0,0,43681,34377,4585,795,2605,720,946,46118,36413,4675,605,2893,553,1250,195,1891,184,783,1925,46309,36449,4799,679,2890,406,1195,41035,35002,2949,340,2057,382,553,0,0,37619,32546,2103,290,1431,435,525,134,769,223,525,325,0,39140,31350,3804,642,2219,550,746,39140,31350,3804,349,1307,99,313,1809,38737,33204,2389,242,1654,351,474,0,0,0,0,39567,33999,2402,268,1801,263,438,129,859,123,438,39052,33903,2341,188,1645,125,431,130,723,53,431,7870,1820,5728,7373,831,6542,8800,1635,2827,8467,1300,6666,8459,1386,6657,8229,1266,6120,8106,1462,6186,8053,1605,5864,5632,1410,3944,8493,2233,5795,10161,4146,5205,9812,2742,6496,9558,2973,5921,8937,0,6918,8819,0,7006,8730,2871,5312,8622,3545,4666,8533,2395,5636,8555,2241,4946,8251,1908,4614,8085,2395,5338,8037,1850,5480,8353,2661,5692
61,61,38296,28206,7280,495,1091,672,1002,0,0,40550,28455,8953,735,1321,749,1187,0,0,43233,28368,10390,905,1586,1270,1429,40886,29071,9195,694,1249,974,936,506,508,70,457,1057,40149,28282,9141,798,1151,1659,751,26691,20595,4296,275,752,394,541,0,0,25733,20961,3181,308,440,140,354,241,302,40,354,343,0,31150,21432,6733,569,1066,891,832,31150,21432,6733,275,672,196,524,1194,27084,21884,3743,356,530,101,226,0,0,0,0,27112,21843,3648,409,538,205,277,295,238,49,277,27653,22031,3958,347,735,178,307,187,314,35,307,11999,2748,8823,11648,1581,10067,13152,2444,5684,12919,2290,9958,12988,2421,9866,12721,2150,9251,12488,2688,9008,12454,2813,8671,10602,2272,7630,14006,3428,9852,16570,5674,9910,16274,4210,11106,16195,4570,10489,15237,0,11499,15044,0,11426,15035,4340,9782,15303,5409,9345,15191,3857,10202,15344,3667,8275,14977,3360,8881,14686,3934,9931,14598,3440,10075,14963,4380,10583
62,62,38593,27022,9010,559,975,748,862,0,0,43697,29987,10706,607,1568,751,596,0,0,43936,28272,11318,817,1524,1471,1376,45059,30393,10913,954,1626,968,730,586,771,292,369,1604,44455,29942,10274,1086,1472,987,1049,26026,19215,5238,287,640,427,486,0,0,26022,21066,3454,258,583,395,145,179,238,224,145,129,0,31134,20940,7269,514,1027,1000,803,31134,20940,7269,248,582,287,505,1156,27637,21507,4257,299,723,400,215,0,0,0,0,28577,21754,4639,419,750,454,281,297,328,231,281,28158,21035,4844,581,798,480,163,405,486,172,163,9517,2522,6613,9820,1501,8319,11810,2466,4645,11591,2291,8657,11623,2432,8560,11367,2109,7983,11163,2605,7839,11099,2680,7492,9659,2461,6472,12938,3564,8649,15908,6032,8757,15432,4365,10160,15358,4712,9490,14291,0,10649,14199,0,10669,14361,4657,8793,15003,5887,8580,14815,4434,9381,14913,4133,7911,14563,3696,7985,14272,4431,9065,14172,3837,9250,14529,4895,9527
63,63,32983,29270,2593,227,358,328,356,0,0,38480,32438,4606,129,513,374,685,0,0,43967,36673,4776,473,882,761,654,39848,33145,4904,194,726,415,885,97,180,160,464,895,43712,36732,4942,271,962,433,837,20245,18346,1378,83,179,172,134,0,0,22784,20371,1767,62,151,179,205,48,48,74,205,59,0,27958,23843,2800,194,425,419,346,27958,23843,2800,90,195,95,181,671,23794,21097,1970,87,146,194,177,0,0,0,0,26515,23699,1878,132,272,139,166,84,76,24,166,28391,24903,2438,293,344,117,128,155,131,21,128,11607,2165,9037,12427,1156,11271,14691,1928,7968,14512,1778,12219,14606,1856,12116,14276,1690,11396,14056,2311,10989,13979,2421,10530,13425,1879,10747,17027,2805,13492,20947,4875,15013,20509,3198,16231,20549,3887,15514,19427,0,16197,19300,0,15959,20505,3975,15451,23854,5973,17133,23826,4038,18110,23991,3699,14579,23484,3512,16247,23046,4135,17716,22897,3712,17966,23618,4374,17310
64,64,38983,34231,3447,264,417,380,440,0,0,42421,36933,3918,302,594,648,337,0,0,43757,36495,4944,501,624,822,631,41442,36165,3651,486,620,610,568,183,146,94,204,998,44230,38235,4179,350,443,653,740,23657,21104,1975,86,195,199,189,0,0,26017,24023,1313,14,204,339,75,10,95,82,75,40,0,28523,24225,2973,232,360,492,347,28523,24225,2973,116,154,108,188,658,25760,23850,1254,72,169,247,85,0,0,0,0,28196,25632,1773,158,78,240,84,140,52,77,84,29045,25835,2276,265,238,208,14,226,89,95,14,12064,2059,9570,13269,1191,12078,14832,1726,8719,14662,1617,12480,14737,1870,12248,14458,1629,11579,14207,2390,11018,14155,2423,10594,13224,1798,10499,16852,2467,13627,20393,4064,15384,19808,2723,15941,19955,3414,15454,19015,0,15879,18931,0,15531,19257,3310,14893,21250,4607,15971,20969,3294,16099,21154,2867,12564,20723,2737,14806,20377,3252,15925,20237,3075,16125,20881,3472,15959
65,65,33570,28973,3786,186,210,381,158,0,0,38425,33145,4147,220,311,445,397,0,0,43624,35806,5956,353,486,859,450,40463,34563,4338,313,346,482,606,154,165,187,235,767,44635,36721,5552,611,359,926,686,20125,17687,2086,36,99,185,69,0,0,23447,21166,1887,30,24,215,51,0,9,182,51,67,0,28181,23715,3474,158,271,526,190,28181,23715,3474,76,130,103,95,541,24930,22135,2209,60,33,270,43,0,0,0,0,28050,24307,2787,185,89,332,159,135,53,176,159,30632,26562,3102,332,214,221,67,332,72,50,67,9838,1773,7643,11533,1103,10430,12470,1327,7711,12330,1380,10425,12337,1590,10144,12181,1316,9716,12004,1872,9392,11944,1993,8953,11774,1478,9305,15444,2093,12637,19541,3313,15479,18702,2446,15005,19065,2882,15152,18288,0,15355,18185,0,14939,18689,2869,14786,21795,4124,17109,21434,3008,16636,21660,2622,12384,21249,2619,15495,20960,2955,16724,20856,2845,17040,21468,3118,16921
66,66,39741,35169,3261,343,326,587,288,0,0,43640,38150,3713,419,361,809,370,0,0,42005,35914,3954,389,487,904,487,43942,38418,3728,434,396,783,426,249,241,431,210,607,42787,36855,3967,524,572,776,375,26947,24134,1948,215,213,380,194,0,0,29970,27316,1564,279,236,466,94,177,188,338,94,64,0,29336,25531,2411,241,290,617,324,29336,25531,2411,187,122,237,192,592,30388,27757,1495,256,200,456,87,0,0,0,0,29674,27021,1567,191,292,381,120,126,117,245,120,30965,27878,1941,327,186,413,89,257,117,201,89,12996,2482,9744,13786,1454,12332,14926,1556,9883,14801,1640,12639,14881,1603,12626,14428,1658,11538,14142,2362,10780,14104,2573,10181,13910,1698,11072,16346,1822,13855,19260,2529,16202,18304,1547,15527,18755,2393,15484,18100,0,15106,18035,0,15004,18323,2180,15230,20196,2716,16972,19823,2081,15963,19922,1782,12252,19788,1914,15358,19554,2070,16043,19278,2156,16430,19849,2081,16751
67,67,42596,36772,3932,276,294,1489,122,0,0,42095,36146,4447,270,283,1070,161,0,0,41599,34872,4168,250,384,1878,164,42104,35587,4462,399,339,1350,336,232,176,960,193,493,41899,35062,4641,505,271,1488,371,29774,26181,2448,135,203,891,66,0,0,28954,25805,2256,134,113,605,65,107,75,503,65,17,0,29637,25368,2616,134,214,1212,97,29637,25368,2616,58,102,637,48,722,29130,25598,2274,126,120,806,147,0,0,0,0,29184,25468,2463,166,68,842,115,156,48,483,115,29990,26115,2549,194,86,917,92,126,79,390,92,14958,4843,9598,14567,3025,11542,15678,2354,11365,15480,2668,12232,15615,2897,12041,15300,2485,11308,15172,3694,10499,15080,3890,10093,13528,2640,9551,16264,3042,12581,18743,3453,14828,17413,2966,13507,18245,3549,13896,17146,0,14560,17246,0,14186,17625,3224,13648,19172,3717,15097,18925,3057,14818,18858,2970,11997,18756,3091,13921,18620,3248,14298,18593,3392,14571,18579,3467,15112
68,68,38887,32816,2527,223,324,3149,156,0,0,42336,35119,3294,349,435,3357,104,0,0,42007,34590,3017,332,430,3608,227,42021,34626,3284,355,402,3277,120,177,278,2575,33,1037,42029,34267,3359,313,528,3268,600,26032,22282,1494,100,201,2011,73,0,0,27805,23683,1693,58,246,2038,31,54,136,1784,31,43,0,28346,23712,1798,165,276,2360,100,28346,23712,1798,61,137,1696,56,816,27661,23669,1760,71,101,2002,31,0,0,0,0,28042,23990,1656,91,128,2017,40,26,39,1608,40,29227,25379,1411,118,165,1989,56,29,105,1272,56,12453,1828,10239,13853,1193,12660,15540,1211,11985,15423,1487,13349,15453,1696,12999,15162,1406,12583,14981,1936,12236,14919,1967,11826,12583,1380,9815,15603,1639,13307,18589,1982,16173,15511,1778,12682,17987,1954,15269,17135,0,14978,17295,0,14888,17104,1876,14418,19152,2281,16549,18831,1833,15883,18749,1670,12339,18720,1785,15348,18541,1819,15410,18531,1833,16131,18648,2015,16633
69,69,42221,30968,2479,214,342,8478,79,0,0,42961,30884,2990,169,404,8535,216,0,0,42235,29519,3123,407,584,8723,211,43033,30935,3052,202,513,8401,183,76,326,7650,129,848,42382,30559,3146,166,401,7871,283,30189,23069,1481,102,237,5402,46,0,0,30881,23655,1058,55,119,5876,116,47,119,5582,116,22,0,31721,22877,2073,265,405,6057,136,31721,22877,2073,96,201,5489,58,837,31169,23667,1191,71,162,5994,91,0,0,0,0,31554,23620,1698,102,198,5663,177,32,134,5412,177,32262,24098,1827,85,328,5577,214,46,184,5284,214,17256,6261,10364,16754,5165,11589,18492,5478,10462,18421,5493,12109,18445,5558,12103,18091,5284,11191,17724,5833,10824,17672,6021,10605,17466,5791,10491,19337,6424,12210,21951,8033,13339,20934,6961,12913,21166,7237,12888,18508,0,14158,18554,0,14066,20744,7055,12884,21872,7623,13786,21469,6675,13734,21273,6099,10759,21259,6283,13050,20963,6659,13518,20885,6624,13566,21029,6923,13556
70,70,39389,35570,2642,159,309,744,148,0,0,41433,36989,3082,406,319,765,80,0,0,43352,37816,3415,303,368,1275,251,41542,37343,2924,198,319,591,119,136,117,468,73,392,44287,39967,2939,216,361,533,181,26221,24102,1442,58,180,442,70,0,0,27692,25928,1011,48,134,499,30,38,69,484,30,55,0,29846,26481,2085,132,225,769,126,29846,26481,2085,62,95,333,53,667,28467,26606,1118,94,155,404,61,0,0,0,0,30518,28551,1251,82,124,350,42,48,75,227,42,32141,29810,1491,78,98,458,43,50,26,107,43,14932,2625,11657,14745,1436,13309,15965,1441,12042,15769,1673,13555,15790,1796,13116,15569,1534,12698,15366,2138,12230,15294,2228,11792,13745,1674,10577,17075,1877,14486,20169,2333,17355,18970,1926,15686,19677,2239,16579,18874,0,16557,18972,0,16312,19367,2177,16262,22342,2728,19256,21957,2148,18196,21900,1788,14499,21768,1947,17845,21560,2088,18299,21384,2077,18683,21790,2100,17864
71,71,35756,31095,2678,350,537,1107,247,0,0,39443,33792,3308,517,648,1122,328,0,0,43969,36193,4310,686,1025,1560,453,41545,35114,3857,535,819,1184,315,337,430,835,123,852,44314,36237,4898,595,948,1389,288,25671,22784,1616,210,381,666,134,0,0,27873,24777,1726,298,198,653,37,233,133,541,37,170,0,32259,26970,2796,446,728,1079,288,32259,26970,2796,276,500,576,167,882,29058,25609,1967,253,300,733,101,0,0,0,0,31277,27134,2292,358,441,904,102,314,400,585,102,33790,29042,2877,333,485,893,113,256,393,543,113,12975,2675,9792,12643,1727,10916,13563,2015,8723,13430,2079,10837,13428,2082,10498,13184,1909,9939,12959,2496,9606,12866,2457,9283,12154,2318,8663,15580,2807,11950,19054,4086,14154,18117,3166,13468,18389,3525,13744,17170,0,14267,17305,0,14088,18122,3626,13442,20626,4671,15473,20358,3942,15102,20300,3260,12494,20164,3304,14582,19930,3627,15269,19710,3482,15486,20112,3713,14685
72,72,30786,27767,1825,255,328,546,270,0,0,37286,33293,2552,293,327,639,201,0,0,45391,38955,3822,367,785,977,548,42688,38060,2682,480,461,543,349,419,293,349,263,548,45222,39613,3287,509,551,569,459,20266,18493,1085,110,208,324,124,0,0,24883,22848,1284,85,180,358,96,84,132,283,96,11,0,32142,28117,2383,184,477,649,321,32142,28117,2383,103,273,195,182,767,29028,26757,1296,129,245,379,201,0,0,0,0,32776,29551,2036,238,293,370,203,155,188,112,203,37483,32965,2648,286,517,615,260,99,386,246,260,10165,2211,7565,10473,1595,8878,14208,2254,9768,14005,2249,11130,14036,2419,10789,13803,2194,10300,13593,2575,10155,13520,2631,9757,14294,2724,9919,17428,3175,13281,22844,4543,17674,21057,3754,15404,22086,4063,16721,20459,0,17133,20692,0,16938,22573,4212,17008,28015,5505,22002,27348,4603,20458,27533,3974,15265,27251,4090,19696,27035,4381,21373,26686,4214,21566,27235,4634,19500
73,73,31454,26697,3262,231,493,556,467,0,0,42854,35860,4738,173,604,1364,691,0,0,45064,36447,5333,497,1015,1104,882,41841,33816,5276,367,653,1168,715,187,554,905,287,688,45723,35897,6414,501,823,1494,593,21423,18710,1874,102,305,312,219,0,0,28899,25664,2029,51,398,525,204,42,298,451,204,48,0,31812,26313,3350,271,681,726,514,31812,26313,3350,133,439,276,332,866,28336,24340,2551,102,358,608,153,0,0,0,0,30910,26313,3043,131,445,591,112,15,411,560,112,34231,29829,2867,410,425,354,83,88,353,217,83,10570,2198,8069,11614,1588,10026,13983,1906,9951,13703,1948,11236,13800,2003,11055,13594,1911,10572,13403,2239,10426,13318,2313,10112,13657,2279,9945,16972,2956,13100,21678,4497,16527,20244,3568,14930,21042,3860,15898,19595,0,16399,19826,0,16253,20329,3840,15316,22943,4837,17714,22528,4003,16884,22646,3372,12700,22413,3606,16118,22246,3823,17471,21919,3648,17546,22331,3998,16141
74,74,35638,30942,3167,362,412,680,462,0,0,41519,35215,4469,338,512,663,568,0,0,44740,36967,4973,445,864,1003,671,43048,36273,4815,276,773,382,627,142,491,232,217,770,46595,37956,5398,528,1290,634,1171,25515,22851,1814,160,248,378,236,0,0,30488,27589,1852,134,256,381,238,99,210,226,238,45,0,34182,29185,3108,260,605,698,342,34182,29185,3108,121,403,239,200,832,32248,28827,2293,86,426,355,210,0,0,0,0,35040,30927,2337,262,530,514,355,119,412,239,355,36311,31848,3000,267,463,247,286,123,367,61,286,14914,3640,10865,16954,3165,13789,18308,3709,12240,17960,3580,13706,18077,3633,13599,17805,3500,12949,17540,3915,12699,17455,4114,12337,18033,4033,12427,20947,4830,15193,24890,6727,17495,23715,5448,16643,24267,5997,17058,22175,0,18257,22424,0,18159,23587,5884,16534,25441,7078,17930,25121,5910,17579,25217,5080,14417,24985,5396,16780,24751,5732,18041,24529,5547,18273,24893,5898,16870
75,75,40237,32876,5232,520,509,956,574,0,0,44152,35424,5605,824,940,996,905,0,0,45084,35093,6354,831,823,1498,901,44550,36446,5524,556,699,896,785,340,224,537,397,907,45757,38294,5286,482,542,961,380,29225,24890,3063,277,346,514,354,0,0,32455,28774,2210,289,245,443,334,224,124,383,334,175,0,34601,28026,4090,514,600,964,563,34601,28026,4090,315,366,399,397,912,32838,29431,2115,306,206,312,279,0,0,0,0,33574,30299,2120,272,294,371,123,195,164,281,123,34420,30284,2399,109,521,688,91,53,319,179,91,14003,2777,10812,13909,1952,11957,15463,2419,10691,15188,2443,12172,15235,2510,11759,15071,2357,11402,14839,2740,11223,14741,2851,10765,14523,2721,10311,17414,3343,13163,21045,4763,15598,19759,3928,14148,20413,4235,14869,18919,0,15595,19169,0,15410,19484,4124,14197,20823,4896,15498,20423,4082,14805,20481,3545,11388,20297,3652,14164,20132,3920,15282,19888,3744,15447,20205,4021,13983
