ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_TREAS_Total,E_16_TREAS_Dem,E_16_TREAS_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_18-24_COMP_Total,E_18-24_COMP_Dem,E_18-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_AUD_Total,E_24_AUD_Dem,E_24_AUD_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
24,24,38141,26491,6981,1619,2017,1122,545,0,0,41117,29192,7346,1290,2233,1084,339,0,0,43010,28997,7017,2140,3020,1527,674,41152,29772,7265,1581,1861,971,480,721,1270,595,204,1006,43227,31412,6682,1766,2387,1385,503,30931,22765,4752,1049,1571,811,357,0,0,30857,25334,3326,721,734,461,148,676,515,340,148,129,0,36705,25874,5270,1505,2476,1167,457,36705,25874,5270,1156,1866,380,326,1573,31847,26012,3601,701,586,538,182,0,0,0,0,34276,27738,3534,817,1046,597,232,636,652,366,232,37706,29453,4608,1001,1415,803,206,661,888,415,206,14360,10956,2928,12922,9652,3270,16018,11772,1944,15672,11338,3141,15895,12204,3096,15339,10178,3056,14978,11155,2918,14806,11184,2956,16953,13147,3129,17971,13906,3340,21281,17421,3189,20710,15928,4035,20476,15989,3300,16597,0,7389,16256,0,8059,19842,15692,3421,20192,16163,3296,19505,15470,3600,19792,14826,3907,19322,13147,3070,19044,14745,3778,18959,13954,3840,19250,15236,3346
25,25,44110,16095,21278,1575,2252,1157,2737,0,0,47893,14828,24313,2173,2797,1381,2813,0,0,44678,13641,22264,1927,2822,1924,3393,46707,15515,23917,1922,2266,1309,2318,1429,1803,741,1958,1088,46217,15065,23434,2365,1885,1545,2978,29159,12541,12404,843,1590,699,1564,0,0,22679,11380,6941,709,1290,820,1259,640,1187,639,1259,259,0,31105,11238,14138,1086,2038,1329,2021,31105,11238,14138,865,1793,398,1859,709,23519,12196,7105,815,1246,809,1122,0,0,0,0,23555,12459,7041,935,1173,603,1259,765,1086,424,1259,23132,11633,7619,892,1127,526,1278,778,1019,324,1278,7043,4134,2682,7212,4000,3212,7874,4291,2077,7762,4206,2923,7857,4438,2911,7722,3861,2779,7581,4454,2481,7477,4543,2334,7618,4380,2672,8988,5195,3288,10751,6712,3593,10326,5923,3871,10296,5921,3440,9344,0,4768,9308,0,4696,9556,5601,3428,9345,5484,3539,8995,5189,3406,9148,4746,3473,8975,4618,3100,8861,5010,3393,8868,4839,3492,8949,5139,3268
26,26,41703,25416,11919,817,1941,642,1405,0,0,41962,21644,14132,1222,3361,664,1415,0,0,45176,22203,16452,1214,2768,1465,2077,44298,22213,17313,770,2190,728,1564,490,1699,241,1363,843,47284,21653,19402,1453,2783,1262,1452,27032,17585,6848,396,1265,376,759,0,0,23981,15467,5029,738,1829,248,566,562,1673,101,566,78,0,31550,16688,10581,702,1944,1048,1158,31550,16688,10581,501,1686,245,983,778,24837,16479,5642,468,1301,278,672,0,0,0,0,26839,16833,6451,614,1626,420,705,329,1439,90,705,25921,16157,7285,335,1319,368,256,253,1256,185,256,10564,5024,5188,10660,4085,6575,11734,4497,3833,11536,4585,6221,11690,4943,6137,11400,4224,5893,11192,5066,5266,11035,5104,4951,11449,5039,5616,13347,5833,6828,15834,7815,7260,15369,6615,7944,15353,6927,7351,14271,0,8967,14211,0,8811,14291,6501,7033,14134,6757,6937,13657,5918,7061,13926,5363,6657,13674,5369,6069,13521,5714,7053,13478,5572,7199,13593,5951,6681
27,27,38059,25382,9277,714,1432,659,1104,0,0,41887,25210,12396,1075,1810,732,1599,0,0,44537,24903,14284,1223,2033,1317,1622,41800,25546,11580,1309,1972,478,1465,787,1588,26,873,1292,45092,25362,14055,1275,2165,1283,1702,23998,16705,5382,293,930,360,540,0,0,24214,17639,4718,257,914,163,329,223,800,24,329,202,0,29984,17718,8912,632,1362,841,929,29984,17718,8912,427,1113,173,747,789,25583,18612,4848,424,1079,154,304,0,0,0,0,26932,18559,5847,379,1147,327,595,349,963,59,595,28044,18087,6705,495,1471,348,741,364,1144,101,741,9083,4208,4540,9231,3442,5789,11131,3910,3991,10933,4100,6140,11074,4395,5980,10799,3613,5829,10520,4377,5265,10378,4390,4963,10703,4414,5338,12742,5262,6748,15647,7222,7608,15062,6124,8057,15073,6316,7586,14183,0,8986,14092,0,8781,14423,6201,7377,15302,6898,7927,14755,6191,7792,15039,5496,7288,14729,5552,7097,14539,5984,7697,14495,5652,7908,14686,6165,7502
28,28,37730,31638,4485,513,485,678,287,0,0,42383,34965,5597,640,504,657,329,0,0,42372,32970,6124,662,811,1265,711,42163,34181,5622,670,623,585,442,296,267,227,291,995,44024,34946,6545,615,715,585,454,24092,20632,2608,192,264,384,131,0,0,27847,24000,2808,229,264,336,190,148,150,145,190,14,0,28806,23151,3693,343,463,814,371,28806,23151,3693,195,278,194,265,923,28298,23926,3073,319,381,433,278,0,0,0,0,29964,25136,3649,167,344,374,203,106,191,55,203,31964,26480,4064,313,342,499,200,225,130,151,200,10980,4013,6686,11787,3241,8546,13041,3139,6248,12815,3346,8710,12967,3685,8521,12740,2999,8115,12583,3846,7674,12456,3947,7116,12990,3681,8053,14937,4253,9828,17642,5633,11104,17091,4474,11473,17369,5131,11032,16403,0,12226,16359,0,11771,16890,4963,10888,18286,5872,11880,17997,5035,11732,18040,4409,10457,17505,4515,10724,17313,4785,11327,17248,4572,11715,17779,4902,11342
29,29,33185,28244,3793,211,360,616,144,0,0,38065,31895,4398,323,728,648,393,0,0,43437,35940,5177,423,611,1156,337,40678,33858,4858,358,571,636,281,176,387,274,162,877,43204,35272,5251,563,669,1128,621,21682,18888,2122,96,194,378,72,0,0,24064,21293,1910,132,231,356,62,85,212,219,62,103,0,28965,24298,3197,222,383,766,191,28965,24298,3197,110,236,259,130,646,25889,22744,2178,107,224,361,77,0,0,0,0,28029,24045,2619,332,309,420,158,269,277,266,158,29949,25408,2891,274,536,487,218,198,431,253,218,11188,2583,7989,11755,1610,10145,14060,1871,8801,13883,2087,11215,13963,2278,10991,13748,1911,10457,13512,2671,9858,13449,2883,9137,13614,2327,10048,16228,2794,12650,20066,3944,15345,18741,3109,14374,19727,3761,14894,18973,0,15438,18943,0,15060,19329,3527,14767,22186,4413,17223,21858,3631,16606,21850,3197,13107,21437,3325,15500,21200,3492,16158,21038,3464,16632,21610,3601,16028
30,30,44099,26116,12573,1043,1896,898,2212,0,0,45887,24366,15240,1249,2447,901,2319,0,0,45249,22428,15777,1591,2321,1423,2666,45043,23671,14987,1397,2315,779,2370,1183,1841,309,1910,963,44533,22076,15465,1579,2660,885,2502,30322,19544,7465,547,1293,506,1248,0,0,27478,18706,5203,489,1440,508,799,343,1350,430,799,350,0,32743,17726,10258,896,1722,1020,1630,32743,17726,10258,668,1515,257,1462,786,27295,18247,5343,789,1326,378,1025,0,0,0,0,27479,17460,5980,725,1725,253,1199,554,1493,165,1199,27111,16230,6595,795,1475,412,1386,630,1246,232,1386,12832,6098,6333,12371,4825,7546,13377,5289,4499,13211,5304,7115,13358,5689,7026,13067,4816,6778,12766,5936,5918,12587,6024,5517,12705,5468,6411,14395,6347,7357,16363,8335,7350,15879,6808,8272,15823,7352,7376,14846,0,9334,14784,0,9054,14865,6917,7201,14427,7208,6777,14000,6339,7006,14254,5736,6750,14027,5784,6327,13882,6243,6948,13858,6085,7027,13942,6477,6701
31,31,40835,24556,10575,1563,2675,865,1230,0,0,42506,23505,13304,1935,2711,794,702,0,0,45014,21936,14823,2371,3185,1671,1883,43105,21262,14553,2377,3925,762,1031,1468,3498,392,882,962,42917,21126,14770,2097,3424,1205,1394,29938,19566,6547,868,1935,542,737,0,0,25760,18378,4296,909,1188,538,370,763,1121,430,370,34,0,33729,18179,9709,1463,2423,1209,1218,33729,18179,9709,1130,2037,389,1034,1103,25607,17037,4904,922,1626,508,519,0,0,0,0,25684,16982,5352,610,1732,460,378,411,1541,223,378,27006,17130,5705,832,1981,503,590,625,1606,237,590,10964,5695,4924,10851,4874,5977,11757,5246,3574,11547,5235,5674,11706,5475,5599,11387,4627,5471,11128,5476,4822,11003,5636,4525,11161,5313,5090,12800,6296,5894,14793,8262,5860,14339,6804,6848,14203,7295,5912,12968,0,7800,12924,0,7693,13297,6877,5757,12949,7202,5361,12453,6371,5496,12736,5769,5512,12458,5654,5004,12342,6228,5504,12299,5994,5614,12405,6492,5208
32,32,40834,27826,8433,1623,1946,1086,509,0,0,42659,27822,7011,2346,3534,1091,987,0,0,43785,27609,8391,2455,3554,1406,850,42271,26937,7782,2339,3736,960,943,2019,3045,341,668,1229,42583,26609,8948,2320,4274,1576,875,32065,23215,5614,1026,1441,708,331,0,0,29526,22978,3182,766,1347,566,582,747,1067,339,582,123,0,35466,23694,5961,1646,2709,1055,594,35466,23694,5961,1301,2162,361,396,1403,28766,22156,3374,778,1448,446,462,0,0,0,0,29935,22484,4184,774,1675,572,165,749,1411,449,165,29940,21940,4245,996,1981,626,148,876,1686,396,148,12745,7958,4384,12416,7174,5242,14042,8441,2840,13717,8130,4683,13954,8710,4677,13494,7250,4523,13124,8103,4171,12911,8131,4048,14610,9354,4568,15864,10357,4846,18570,13538,4367,18073,11790,5548,17859,12140,4617,15148,0,7783,14983,0,8008,17222,11889,4646,17392,12690,4177,16914,11839,4617,17185,11232,4760,16824,10090,4021,16476,11279,4643,16427,10669,4816,16757,11844,4229
33,33,41315,37302,1652,473,1434,322,281,0,0,43342,38357,2357,487,1720,554,232,0,0,43274,37143,2404,610,2164,545,353,44481,38887,2421,603,1990,481,235,322,1210,164,35,1327,45098,39273,2266,452,2240,399,304,30721,28173,1074,223,945,198,160,0,0,30921,28567,982,215,821,184,29,150,657,124,29,138,0,32256,28166,1596,350,1456,395,186,32256,28166,1596,195,1120,99,96,856,31287,28404,1171,307,1014,197,35,0,0,0,0,32712,29548,1297,305,1247,146,95,135,827,58,95,32140,28750,1506,228,1309,131,166,160,768,27,166,22539,11702,10306,20385,8881,11504,23763,11855,6308,23419,10788,11390,23758,11602,11527,23041,9735,11418,22333,10947,10449,22056,11049,10025,23807,12005,11164,24745,13189,10841,27301,17624,8881,26999,14175,12091,26739,15660,10035,23009,0,15251,22603,0,15591,25789,15032,10040,25245,16647,7973,24856,14152,10057,25331,13586,9833,24746,11857,8732,24159,13437,9931,24051,12883,10024,24413,14176,9748
34,34,40057,33909,2984,853,1731,499,355,0,0,41414,33945,3680,1294,2021,447,348,0,0,42591,33511,4224,1052,2298,849,519,40359,32904,3748,1116,1848,521,503,772,1367,150,316,1019,41976,33088,4298,1172,2161,957,682,31431,27318,1965,480,1269,330,206,0,0,31006,27066,1782,709,956,209,204,630,748,119,204,94,0,33977,27528,2979,666,1736,601,300,33977,27528,2979,457,1339,173,191,1143,30655,26523,2049,709,810,256,293,0,0,0,0,32141,26967,2465,659,1174,443,284,550,941,199,284,31731,26322,2539,588,1328,396,362,483,1018,209,362,18271,9559,8249,17966,7872,10094,19322,9246,5883,19022,8721,9325,19329,9289,9348,18734,7781,9203,18216,8868,8385,17982,9033,7988,19645,9643,9222,20883,10823,9349,23339,14310,8264,22792,11624,10378,22647,12748,8807,19822,0,12809,19571,0,12821,21751,12168,8820,21320,13315,7469,20837,11387,8786,21234,10764,8504,20764,9849,7693,20295,10998,8584,20184,10527,8675,20479,11731,8587
35,35,37953,29768,4718,1184,1559,666,398,0,0,41205,31234,6080,1287,1410,554,966,0,0,43669,29680,7159,2560,2655,1176,746,41774,31267,5681,1468,2246,520,992,914,1768,132,600,1278,43121,30848,5871,2572,2687,689,678,28430,23160,2962,689,1128,446,227,0,0,29391,24628,2883,657,603,280,250,503,437,121,250,79,0,33843,24035,5079,1538,1966,843,467,33843,24035,5079,1177,1487,288,335,1290,29502,24734,2685,628,806,276,240,0,0,0,0,30380,24622,2730,1096,1002,341,204,894,680,189,204,30484,23592,3584,1045,1298,308,343,874,932,231,343,14405,7113,6859,13866,5654,8212,15560,6639,4921,15295,6496,8058,15467,6856,7981,15064,5722,7796,14649,6737,7005,14427,6785,6646,15355,7000,7578,17048,8234,8119,19719,11245,7663,19163,9042,9294,19003,10004,7883,17071,0,10881,17025,0,10679,18094,9456,7872,17966,10399,7061,17510,9017,7809,17872,8348,7605,17483,7866,6812,17189,8717,7775,17098,8358,7881,17396,9281,7093
36,36,43159,32222,7302,747,1674,560,1063,0,0,43987,30070,9242,575,2502,492,1688,0,0,43159,29006,8888,962,2351,1238,1271,43932,29177,8811,799,3392,612,1772,504,2843,192,1360,958,43084,28699,9350,1034,2617,547,1420,30549,23812,4474,337,1176,353,574,0,0,29229,22961,3801,243,1311,177,404,233,1097,89,404,310,0,31833,22317,5902,493,1717,856,797,31833,22317,5902,323,1450,244,615,866,28632,21847,3403,186,2225,286,628,0,0,0,0,28446,21309,4194,347,1670,247,562,262,1547,156,562,27510,20196,4600,466,1545,265,411,328,1397,152,411,15909,6610,8814,15702,5118,10584,16768,5560,6274,16502,5580,10072,16729,6172,9787,16290,5112,9528,15871,6092,8644,15630,6188,8203,16061,5917,9207,17989,6905,10284,20280,9188,10174,19703,7338,11429,19649,8236,10247,18316,0,12570,18205,0,12244,18713,7781,10044,18566,8673,9377,18013,7341,9849,18363,6584,9313,17974,6446,8819,17712,7072,9705,17626,6766,9955,17970,7620,9226
37,37,42551,25411,13575,880,1094,923,1293,0,0,42975,22122,15617,1557,1282,1110,1854,0,0,43063,20989,17396,1103,1317,1581,1683,42300,23330,13795,1501,946,1189,2043,1278,693,351,1713,1130,42776,21861,16589,1111,920,921,2161,28078,18124,7960,382,701,558,693,0,0,23667,16275,5105,436,559,386,722,343,522,259,722,178,0,30323,15983,11300,611,973,1023,986,30323,15983,11300,361,749,237,822,749,24561,17458,4912,442,522,332,801,0,0,0,0,24858,16323,6457,334,568,198,767,260,525,116,767,26470,16626,7564,317,634,193,979,246,565,114,979,10415,5042,5018,10232,4176,6056,10723,4164,3515,10572,4250,5597,10675,4601,5442,10458,3881,5200,10245,4674,4657,10078,4727,4335,10161,4557,4803,12037,5391,5964,14070,7156,6205,13611,6004,6827,13534,6211,6254,12614,0,7745,12573,0,7463,12628,5939,5979,12446,6174,5861,11983,5526,5895,12228,4925,5717,12032,4981,5414,11919,5400,5880,11891,5202,5977,11986,5616,5641
38,38,33890,25085,5932,576,1445,401,796,0,0,40239,29982,6553,742,2203,771,327,0,0,43871,28411,10187,1175,2343,1012,1321,41514,30009,7803,1109,1819,870,641,443,1173,338,331,1233,42451,28783,9915,1699,2127,1371,329,20559,15581,3413,239,846,196,415,0,0,24306,19790,2798,321,823,371,110,257,675,371,110,100,0,29440,19559,6521,656,1541,666,731,29440,19559,6521,414,1234,167,572,841,25230,19566,3670,331,884,294,315,0,0,0,0,26272,19707,4531,528,1040,320,169,387,719,220,169,27906,19237,5130,1032,1707,265,243,714,1330,81,243,8820,3422,5182,10267,2929,7338,11896,3609,4526,11650,3560,7537,11795,3779,7546,11443,3168,7198,11132,3834,6591,10996,3856,6346,11941,4070,7133,14212,5102,8492,17542,7589,9214,17075,6023,10233,16959,6458,9479,15839,0,11163,15778,0,10979,16142,6290,9102,16943,7335,9159,16424,6270,9346,16745,5508,8661,16350,5473,8648,16114,5991,9323,16073,5588,9643,16364,6329,9015
39,39,39969,29236,7613,680,1546,543,740,0,0,41979,28348,9308,1147,2098,633,1015,0,0,43014,28506,9579,992,2181,1066,1111,43698,29484,9430,1010,2136,776,1471,583,1450,123,1255,1215,45269,29936,10591,1196,2293,1003,1215,27154,20694,4576,306,1031,342,403,0,0,27501,21433,3726,461,1049,258,445,417,859,88,445,125,0,31457,21761,6277,598,1562,757,670,31457,21761,6277,334,1255,147,495,1015,28600,22467,3647,346,1072,303,601,0,0,0,0,30025,23238,4127,386,1181,343,576,285,978,147,576,30764,22991,5155,300,1250,308,549,215,955,152,549,12570,5062,7155,12957,4089,8868,14472,4736,5516,14225,4656,8847,14420,5133,8614,13998,4236,8330,13653,5135,7632,13498,5132,7310,13966,4986,8083,15764,5911,9137,18254,8078,9364,17684,6494,10351,17617,7198,9307,16460,0,11384,16406,0,11202,16827,6846,9140,16941,7758,8591,16501,6593,9103,16811,5936,8428,16469,5784,8187,16237,6271,9145,16164,5987,9271,16408,6741,8576
40,40,35063,24876,7692,810,1052,636,435,0,0,42472,28775,9344,1328,2022,571,830,0,0,44788,28325,10474,1818,2559,1306,913,41737,27509,8836,1892,2320,509,1056,1322,1625,77,618,1719,43792,30011,8328,2165,2245,1006,963,26083,19655,4754,472,772,421,259,0,0,28615,22874,3409,635,922,326,360,545,634,101,360,120,0,33860,22765,6931,1102,1838,938,565,33860,22765,6931,676,1422,245,381,1257,28138,22029,3223,913,1005,338,414,0,0,0,0,30771,24055,3547,980,1013,467,430,621,807,150,430,30409,23367,3455,936,1463,459,500,590,1075,302,500,11181,5494,5361,11383,4512,6871,13813,5809,4534,13554,5778,7058,13755,6208,6902,13368,5089,6752,13015,6001,6092,12823,6031,5804,13769,6555,6410,15162,7420,7029,17841,10190,6847,17342,8444,7992,17226,9036,7000,15567,0,9399,15534,0,9356,16330,8641,6908,16204,9303,6439,15648,8246,6736,15920,7661,6436,15651,7238,5946,15377,8008,6676,15323,7562,6867,15448,8353,6682
41,41,43233,38152,2289,603,1793,338,293,0,0,42818,37290,2361,344,1991,415,442,0,0,43875,36372,3221,772,2261,749,448,41605,36126,2528,383,1859,282,377,98,1278,143,148,1090,41611,35162,2560,685,2236,505,421,33608,30224,1536,317,1234,219,164,0,0,32526,29742,1133,123,964,345,96,96,678,163,96,139,0,34628,29397,2221,463,1628,502,262,34628,29397,2221,240,1190,144,117,1180,31858,29228,1283,52,859,198,60,0,0,0,0,31878,28415,1467,169,1220,229,95,104,1009,85,95,31976,28295,1824,311,1096,305,5,169,979,63,5,21559,10911,10088,21850,9213,12637,22484,10505,7206,22092,9747,11181,22459,10592,11117,21869,8691,11085,21132,10038,10052,20816,10089,9670,21962,10740,10332,24022,12148,11056,26598,15855,9884,25975,13183,11880,25837,14222,10408,22495,0,15039,22337,0,14892,24806,13644,10320,24546,14938,9020,23973,12875,10423,24426,12006,10203,23895,11207,9359,23339,12299,10272,23223,11782,10363,23437,13110,10327
42,42,44004,39841,1694,455,1555,273,341,0,0,44298,39342,1682,526,2179,413,469,0,0,43822,37528,2515,567,2188,563,368,44056,39088,1916,687,2006,372,222,518,1502,91,72,871,43343,38671,1935,574,1579,374,313,31451,28931,1023,185,1012,157,180,0,0,31910,29099,997,332,1036,182,43,275,843,106,43,214,0,32427,28280,1592,318,1479,397,211,32427,28280,1592,176,1168,71,120,896,31800,28941,1122,508,899,144,70,0,0,0,0,31516,28847,1289,414,702,81,110,340,546,0,110,30651,27806,1350,289,774,77,241,176,472,5,241,22677,9179,12954,21405,6800,14605,23834,8423,9679,23531,7940,14535,23825,8638,14377,23210,7204,14055,22495,8334,13056,22186,8269,12727,22987,8496,13466,24948,9880,14245,27709,13421,13421,27082,10528,15640,26929,12031,13766,24207,0,17926,23992,0,17837,25825,11231,13690,25363,12698,12042,24876,10177,13734,25389,9409,12604,24901,9038,12498,24320,9946,13508,24220,9347,13777,24363,10613,13750
