ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
10,10,69695,59006,6880,2937,554,601,117,0,0,71897,59714,7529,3713,846,378,305,0,0,72308,57030,9477,3042,938,2034,370,72152,59971,7422,3635,832,447,431,2231,597,221,386,3,1319,73104,60197,7856,3616,819,665,405,53420,46674,4118,1951,366,444,69,0,0,52754,48410,1437,2228,343,244,20,1998,298,128,74,0,55866,46135,5505,2063,683,1495,227,55866,46135,5505,1579,553,117,177,107,1693,52834,48350,1579,2091,360,357,120,0,0,0,0,0,53386,48602,1999,2078,255,345,80,1665,220,131,80,53492,47992,2643,1899,446,380,108,1537,269,74,108,24233,7213,16519,21367,5556,15811,22698,4339,17556,19186,5441,13423,19210,4389,14654,22276,4856,17075,27628,5748,21537,26205,4994,20711,29220,5455,23536,28656,5600,22631,27576,4688,22534
11,11,69620,64955,1866,1828,349,692,63,0,0,69287,63682,2626,2021,400,786,89,0,0,70616,63137,2949,1965,553,1881,69,69728,63933,2846,1801,575,790,87,991,478,362,45,7,1062,69781,63508,2716,2155,478,903,91,54478,51478,1093,1158,228,529,47,0,0,53543,50876,950,1128,86,418,49,842,46,186,52,0,56389,51347,1757,1275,376,1462,53,56389,51347,1757,952,244,176,17,97,1799,54377,51310,1190,1125,93,608,43,0,0,0,0,0,55291,51754,1259,1419,127,633,60,1035,64,142,60,56640,52714,1551,1344,239,705,0,1093,153,72,0,24820,6724,17575,22400,5424,16976,24460,4001,19663,20730,5182,15132,20705,4165,16309,23992,4519,19088,29938,5276,24330,28218,4645,22954,31707,4958,26479,30940,5096,25318,28854,4195,24002
12,12,61397,55441,3920,765,853,548,44,0,0,66426,59049,4242,1353,1184,777,67,0,0,66611,55788,6722,1052,1181,1843,57,67237,59413,4494,1367,1379,778,99,701,720,138,44,28,1697,67749,58790,5390,1624,1168,766,122,47876,43799,2668,433,617,441,35,0,0,50517,47766,912,765,537,515,20,601,313,143,20,0,53084,45841,4166,659,888,1420,45,53084,45841,4166,416,708,183,17,123,1630,50774,48074,987,857,304,524,35,0,0,0,0,0,50777,47758,955,1052,453,517,0,774,245,82,0,49579,46309,1392,805,463,521,0,656,320,63,0,24042,6014,17599,25421,5654,19767,25701,4642,20046,21340,5631,15167,21305,4663,16237,24964,5259,19084,30448,6258,23475,29750,5690,23330,30306,5912,24074,29850,5954,23381,29048,5347,23038
13,13,45452,31927,4020,7845,1529,384,63,0,0,59078,38896,6094,10413,3416,511,17,0,0,66978,39636,9778,13340,3123,1549,142,60673,39194,5665,12065,3389,441,0,10943,2610,105,0,188,1980,67712,42081,7278,14071,3076,598,214,31569,23316,2323,4787,1006,258,36,0,0,39639,29115,2101,6513,1560,342,4,6420,1358,131,57,0,47845,29871,6184,8807,2073,1067,98,47845,29871,6184,8159,1764,90,29,162,1586,41231,30262,2141,7180,1565,269,0,0,0,0,0,0,45465,32645,2724,8618,1305,208,65,8217,1208,14,65,48294,33820,3292,8915,1925,256,91,8340,1750,37,91,17714,7331,10148,14060,5688,8372,18712,6824,10851,18246,8700,9329,18224,7905,10135,21322,9067,11802,27934,12153,15205,26935,11020,15168,28550,11443,16686,28024,11234,16096,26457,10433,15127
14,14,61468,54699,1559,1722,3177,389,49,0,0,67228,58728,2683,1311,3918,539,65,0,0,71287,59934,2807,2319,4567,1228,74,68828,59887,2239,1696,4352,416,103,1312,3753,244,0,131,1262,71189,62423,1944,2309,3665,427,201,45458,40969,984,1159,2126,255,36,0,0,49121,44560,1370,866,1943,377,0,737,1759,225,14,0,54047,46262,1853,1576,3123,888,52,54047,46262,1853,1264,2799,71,25,156,1617,50794,46249,1122,1067,2024,341,0,0,0,0,0,0,52151,47237,1181,1470,1820,261,85,1219,1672,58,85,53964,48142,1693,1820,1808,202,108,1484,1614,28,108,29819,9246,20141,29090,7737,21353,34567,10868,21409,32973,14242,18406,33044,11803,20985,35926,13136,22108,41368,15888,24754,40848,14241,26130,41810,15450,25715,41897,15446,25895,41773,14480,27293
15,15,65042,40389,2737,20535,1018,748,189,0,0,66207,40720,3073,20190,1320,757,115,0,0,69119,40052,5503,20375,1929,1936,99,67266,41790,3042,20067,1327,690,154,18790,1030,118,24,560,1905,69672,43473,3859,20153,1625,700,86,53202,35423,1853,14671,907,585,130,0,0,53160,36370,1424,13942,726,592,42,13505,559,127,132,0,57095,35873,3661,14682,1738,1472,67,57095,35873,3661,13657,1403,192,23,203,2083,53880,37062,1306,14003,693,533,18,0,0,0,0,0,56563,38943,1581,14056,1103,507,0,13260,831,62,0,58645,40231,2190,14362,1082,463,6,13387,644,15,6,21852,14408,7009,17185,11329,5856,16986,10727,5056,15619,11783,3558,15576,10841,4359,17429,12022,4910,20941,14361,6041,20428,13704,6258,18405,12046,5953,18330,12193,5800,18227,11636,6591
16,16,62727,57744,1905,2013,652,455,55,0,0,66224,59640,2122,3290,904,558,111,0,0,67860,57911,3575,3378,1047,1895,88,65821,58508,2999,3156,830,646,22,2319,559,45,0,84,1307,66813,58157,3318,3799,1118,744,1,48360,45104,1181,1319,442,328,40,0,0,49966,46492,646,2081,460,404,8,1767,289,70,25,0,53514,46864,2144,2203,769,1395,63,53514,46864,2144,1813,580,130,16,107,1860,49656,46022,817,2060,494,438,0,0,0,0,0,0,51578,46869,1232,2356,701,533,0,1755,503,37,0,51079,46250,1720,1853,823,422,5,1357,635,35,5,27405,7820,19180,27064,7170,19894,26723,6922,18302,23856,9219,14241,23895,7738,15925,26965,8538,17923,32270,10255,21407,31644,9498,21745,32931,10316,22171,32830,10571,21761,32658,9669,22989
17,17,61447,57907,1609,1025,365,576,45,0,0,65925,61519,2466,997,404,610,12,0,0,67553,60499,3068,1305,608,1796,51,66596,61980,2726,1122,389,486,122,593,257,140,13,34,861,67203,61919,2771,843,678,701,95,47695,45367,999,645,248,431,32,0,0,51246,49288,579,584,261,503,4,470,261,259,22,0,53903,49106,1903,804,439,1396,39,53903,49106,1903,585,306,168,9,105,1721,52490,50211,977,656,261,385,15,0,0,0,0,0,53036,50726,1112,500,211,533,4,368,199,112,4,54924,51586,1678,859,310,504,0,595,223,78,0,22537,6044,16071,19428,4487,14941,23351,4019,18414,19541,5113,13955,19574,4234,15082,23009,4653,17885,28755,5593,22630,27759,4951,22158,30846,5479,25075,30266,5633,24089,28594,4822,23136
18,18,64201,55571,2456,4119,1663,539,108,0,0,69282,57853,4266,4455,2125,441,143,0,0,70138,55943,4587,5105,2437,1665,122,68873,57016,4626,4451,2170,500,105,3881,1542,123,83,146,1464,71583,58842,4263,5277,2578,594,214,50868,44968,1626,2713,1212,397,70,0,0,53107,46725,1649,3347,897,311,75,3191,740,181,92,0,55613,45776,2958,3440,1779,1281,84,55613,45776,2958,2886,1442,103,52,197,2199,52781,46206,1738,3311,1011,367,85,0,0,0,0,0,54420,47754,1410,3566,1248,328,95,3119,996,47,95,52639,45514,1636,3827,1185,308,42,3259,889,40,42,34504,13102,20903,27458,10053,17405,30315,11497,16551,28390,14549,13476,28450,12604,15564,31037,13804,16571,35765,16382,18652,35297,15106,19703,34804,15445,18760,34864,15668,18684,34693,14629,20064
19,19,61823,57692,956,2300,415,450,42,0,0,65001,60367,1072,2646,611,359,24,0,0,66578,58980,1922,2962,702,1699,89,66522,61461,1282,2524,789,422,14,1961,648,111,0,116,949,68683,61300,2003,3038,1262,666,43,47813,45024,582,1608,255,353,24,0,0,50717,47854,430,1855,341,285,17,1600,265,59,14,0,52362,47041,1202,2058,471,1365,55,52362,47041,1202,1776,342,116,18,124,1743,51718,48571,501,1753,638,357,0,0,0,0,0,0,53405,49343,663,2034,896,510,0,1740,833,97,0,54578,49900,1027,2154,951,512,0,1873,866,68,0,23824,6444,16932,22125,5658,16467,24221,4999,18049,21252,6716,14149,21326,5527,15539,24666,6215,18003,30510,7589,22422,29889,7083,22451,33489,8032,25061,33371,8424,24477,33289,7538,25751
20,20,61115,55305,1916,2669,752,578,47,0,0,64054,57436,2414,2717,1163,400,138,0,0,68461,58489,3398,3023,1275,2024,80,65067,58225,2154,3010,1155,481,141,2172,724,134,66,46,1541,67104,59077,2680,3393,1066,871,51,46905,43160,1203,1705,483,419,29,0,0,48608,45228,734,1804,505,324,40,1667,457,80,20,0,53540,46857,2088,1966,861,1519,52,53540,46857,2088,1632,661,111,17,163,2011,49952,46490,591,2024,406,398,29,0,0,0,0,0,51872,47525,805,2247,724,566,0,1905,591,29,0,53680,48756,1316,2432,624,488,5,1989,423,21,5,25319,7728,17130,23824,6559,17265,25416,6229,17798,22784,8215,14159,22767,6861,15663,26254,7639,18091,32760,9461,22607,31779,8356,22759,33918,9259,24264,33539,9134,23746,33449,8446,25003
21,21,61138,55820,2874,1539,407,561,53,0,0,63426,57410,3679,1670,390,393,45,0,0,66465,58043,4138,1648,567,1778,62,64361,57291,4557,1659,349,689,11,1301,208,107,0,62,831,65998,57814,4374,1763,531,899,39,48354,44992,1673,1019,261,448,30,0,0,49407,46588,1309,1087,164,237,0,1021,118,116,29,0,53880,48195,2555,1108,427,1360,31,53880,48195,2555,865,303,120,3,126,1713,50070,46566,1714,1131,161,446,0,0,0,0,0,0,52234,48471,1626,1194,323,602,0,1051,289,56,0,54444,50272,1877,1408,320,546,0,1192,259,51,0,26128,7521,18123,25725,6483,19242,27237,5675,20657,24480,7120,16855,24519,5826,18442,27855,6394,20993,33960,7469,25872,33060,6627,25780,37623,7792,29463,37090,7717,28770,36261,6940,28915
22,22,64838,61764,1229,948,257,705,61,0,0,66797,62300,1750,1504,228,1020,44,0,0,68862,62450,1980,1456,414,2264,71,67196,62465,1566,1494,265,1011,43,1186,170,294,0,72,1439,69026,63184,1806,1298,479,1017,46,49905,47861,730,599,177,545,27,0,0,51983,49499,668,890,137,707,0,856,101,121,19,0,54631,50012,1244,940,320,1840,50,54631,50012,1244,699,203,171,18,97,2187,53110,50704,699,916,92,681,0,0,0,0,0,0,54490,52169,660,703,269,699,0,578,243,126,0,55316,52520,826,1029,309,657,4,764,240,58,4,25227,6550,18138,23503,5600,17903,26076,4281,20912,22979,5405,17231,22945,4527,18205,26135,4794,20952,32080,5375,26282,30769,4844,25344,34840,5313,29211,34112,5319,28139,32882,4781,27221
23,23,65358,59857,1648,2562,526,845,39,0,0,66868,60103,2640,2600,522,1081,47,0,0,66454,58281,2407,2761,661,2287,72,67077,59915,2777,2642,509,896,45,1852,470,220,30,37,1780,67201,59167,2634,2719,590,978,26,50623,46948,1008,1664,397,653,25,0,0,51801,47957,990,1666,240,911,35,1592,214,351,10,0,52480,46786,1533,1815,469,1779,42,52480,46786,1533,1470,356,159,15,87,2074,51859,48185,1025,1668,230,747,30,0,0,0,0,0,51590,48088,807,1704,256,664,0,1449,218,71,0,53255,49177,1208,1817,266,749,0,1410,212,36,0,23961,6855,16574,22199,5606,16593,23858,4261,18924,20105,5040,14707,20123,4161,15758,23374,4521,18521,28930,5200,23392,27992,4677,22793,30749,5026,25477,30184,5042,24486,30023,5140,24105
24,24,62703,53348,3844,4233,874,636,78,0,0,67870,55432,5399,5158,1309,493,119,0,0,70060,53516,6998,5938,1428,2472,180,68772,55595,5915,5468,1249,569,157,4089,1087,91,32,460,1507,70292,55711,6249,6247,1180,755,80,48649,42313,2503,2822,650,493,47,0,0,49642,43876,1656,3208,469,345,4,2949,417,68,63,0,54624,43434,4349,4080,993,1852,116,54624,43434,4349,3374,756,147,67,168,2329,50450,43706,2260,3556,493,315,8,0,0,0,0,0,52375,44566,2839,3813,606,438,0,3266,546,92,0,53644,45149,3402,3941,607,408,29,3140,582,56,29,23938,6303,17259,21761,5382,16379,23430,4897,17295,20589,6250,14023,20459,5028,15197,23088,5694,16924,27663,6976,20181,26575,6155,19736,29232,6863,22012,28538,6589,21334,27303,5881,20570
25,25,64313,60840,2252,322,376,584,87,0,0,66894,62045,3171,758,520,743,68,0,0,69547,63187,3035,708,622,1774,54,67489,62781,2981,698,498,710,49,441,213,343,0,59,672,69025,64361,2730,801,485,841,711,51542,49357,1327,178,241,456,56,0,0,53696,51378,1153,329,298,468,0,292,189,269,70,0,57064,52634,1892,391,473,1409,51,57064,52634,1892,254,348,127,15,90,1704,54493,52184,1151,338,257,537,0,0,0,0,0,0,55868,53404,1078,467,144,569,0,451,80,110,0,58241,55170,1495,505,152,616,8,388,132,43,8,29345,8988,19745,27864,7057,20807,29487,5833,22796,26566,7093,18911,26588,6097,20257,29788,6494,22881,36037,7475,28128,34431,6591,27268,38433,7785,30368,37437,7539,29287,34943,6788,28155
26,26,66128,58514,1503,4452,1277,457,69,0,0,71345,63116,1632,4564,1716,624,38,0,0,73213,61571,2699,4680,2143,1861,79,72394,62638,2199,5232,1983,519,14,4467,1723,107,2,41,1223,71941,61578,2606,4975,1941,489,80,52395,47150,945,3105,895,346,42,0,0,56664,51237,959,3148,921,413,1,3076,799,143,47,0,58715,50265,1878,3241,1585,1522,49,58715,50265,1878,2844,1314,140,11,140,2123,56971,51207,1219,2897,1227,376,1,0,0,0,0,0,56443,50895,1322,2742,1146,282,3,2664,1032,53,3,58681,51909,1723,3470,1047,436,12,3165,935,44,12,32481,12081,19965,30752,11030,19722,31613,9926,19717,29810,12634,16866,29800,10891,18674,32758,11904,20234,38246,14117,23378,37810,13021,24199,39263,14512,24123,39006,14274,23993,38694,13264,24277
27,27,69078,61716,2127,3593,1129,572,74,0,0,72153,63536,2031,4441,1812,521,246,0,0,73202,62281,3452,3889,1523,1970,90,71984,63621,2006,3971,1880,608,304,2602,1424,58,114,190,1966,74181,63844,2038,4692,2152,861,400,54761,49658,1367,2538,803,427,43,0,0,55569,51080,849,2576,602,371,56,2294,524,64,101,0,58464,50779,2233,2746,1069,1484,65,58464,50779,2233,2343,793,107,24,136,2049,55473,50752,917,2654,642,410,60,0,0,0,0,0,57729,51996,734,3232,970,708,66,2384,759,4,66,57757,52343,1057,2827,798,654,34,2054,599,20,34,35505,13646,21375,34507,12154,22353,31189,9920,19151,29613,13055,16240,29613,11121,18248,32436,12314,19477,37748,14888,22058,37321,13668,23014,39107,15348,23109,39020,15024,23260,38621,14071,23341
28,28,73288,21783,4645,45930,705,891,175,0,0,72986,24409,4563,42951,854,498,124,0,0,73251,22039,7692,41683,958,1700,101,73306,24427,5435,42358,1254,731,141,39883,908,78,31,169,2371,73662,24775,7053,40649,812,1215,151,56043,19089,3044,33178,542,602,114,0,0,55220,21481,884,32080,383,411,44,31575,349,102,147,0,56661,19437,4643,31058,744,1203,69,56661,19437,4643,30041,526,133,15,178,1688,54576,20244,1139,32328,446,582,35,0,0,0,0,0,53954,20784,1069,31055,431,797,24,29653,264,54,24,54393,21633,1878,29458,713,698,10,28046,487,36,10,24118,19314,4500,22533,17870,4663,23633,17975,4563,22004,17954,3799,21816,17089,4430,23844,18594,4783,27700,21338,5814,27093,20469,6037,26039,19114,6469,25550,18260,6580,25191,17389,6584
29,29,61292,49353,2811,7157,1625,492,83,0,0,70580,54888,4556,9198,1710,881,28,0,0,73260,54749,4855,9026,2780,1819,140,71986,55245,4247,10414,1321,825,31,9288,1004,179,4,181,1841,72679,55231,3817,10960,1920,819,68,48219,39565,1936,5233,1198,373,56,0,0,54750,43856,2219,6989,983,624,0,6957,826,208,80,0,58550,45003,3289,6693,2063,1385,92,58550,45003,3289,6170,1735,109,31,208,2005,56660,45214,2013,7768,901,581,0,0,0,0,0,0,56521,45044,1824,8008,1028,538,4,7668,765,93,4,57775,45016,2588,8309,1326,513,0,7680,1179,31,0,25701,7987,17383,23046,7260,15786,28095,7916,18703,26296,9807,16220,26274,8435,17653,29160,9423,19227,34439,11442,22382,33942,10563,22827,37571,12046,25010,37283,11559,25061,36860,10755,24929
30,30,66677,50788,3907,9312,2278,710,120,0,0,73831,50600,7609,12124,2953,471,93,0,0,73281,49299,8377,10622,3214,2115,102,75048,52282,7194,12094,2946,461,77,11106,2574,54,6,289,1541,74730,52088,7376,11735,3016,696,79,52434,41512,2574,6380,1626,496,79,0,0,53372,41551,1832,8195,1350,361,8,7982,1259,57,88,0,57057,40701,5131,7452,2391,1557,65,57057,40701,5131,6709,2065,129,14,185,2123,55520,44398,1948,7379,1541,299,3,0,0,0,0,0,55442,44084,2237,6957,1784,411,3,6697,1586,24,3,55240,42935,2494,7803,1899,435,0,7175,1629,21,0,30071,11218,18479,27744,10439,17305,27878,9579,16599,25985,11669,14027,25930,10258,15432,28435,11390,16496,32883,13737,18476,32457,12887,19028,32458,13417,18484,32258,12998,18581,31870,12241,18483
31,31,64345,60049,1954,1416,274,689,40,0,0,68155,62062,2554,1802,242,1540,43,0,0,69777,62045,3123,2023,543,2040,71,68674,62153,2691,2301,289,995,18,1734,199,110,0,74,1713,70094,62716,2957,2305,517,1094,32,49640,46778,1164,1011,174,533,25,0,0,52385,49770,663,1071,78,822,0,999,39,184,4,0,55285,49740,1976,1567,373,1578,36,55285,49740,1976,1312,224,174,7,71,1781,53540,50240,666,1765,106,793,0,0,0,0,0,0,54905,51305,914,1649,142,866,10,1461,73,146,10,56873,52673,1258,1892,220,808,32,1541,193,79,32,23707,6990,16112,21936,6193,15743,23839,4431,18543,20712,5545,14789,20684,4658,15805,23730,4795,18545,29564,5182,23972,28010,4619,22834,31790,5019,26468,31023,4988,25400,29920,4508,24586
32,32,68922,63368,2493,1931,526,676,78,0,0,69827,62567,3374,2291,809,941,19,0,0,71040,61833,3853,2172,872,2005,91,70171,63165,2740,2391,889,920,18,1411,737,258,18,229,1602,71888,63587,3996,2426,741,1257,17,54235,50581,1527,1284,353,506,56,0,0,54712,50967,1108,1527,384,646,20,1155,334,165,54,0,56743,50484,2368,1430,596,1574,45,56743,50484,2368,1156,449,141,16,138,1991,55641,51671,1108,1596,556,678,20,0,0,0,0,0,56836,52563,1640,1565,438,592,15,1308,368,74,15,59046,54398,1792,1627,490,689,9,1346,413,48,9,29755,9034,20097,26686,7447,19239,28371,6274,20840,25376,8048,16835,25349,6688,18381,28506,7130,20768,34287,8141,25288,33291,7296,25113,36870,8417,28013,36294,8513,27080,35476,7335,27368
33,33,65186,58404,1709,3480,1007,733,51,0,0,66902,58893,2146,3734,1164,877,235,0,0,67047,56633,2672,4038,1337,2125,96,66671,58360,2258,3768,1285,927,253,2728,1132,318,74,209,1594,67121,58142,2471,3929,1221,996,157,50897,46444,1085,2208,706,543,31,0,0,51048,46799,677,2424,486,534,10,2084,411,321,111,0,52844,45676,1661,2654,964,1630,65,52844,45676,1661,2158,781,150,35,166,2217,51290,46914,856,2450,401,546,20,0,0,0,0,0,51921,46914,1100,2409,693,582,25,1962,518,174,25,52786,47243,1576,2549,794,572,12,1975,521,92,12,27462,10116,16844,25364,9101,16263,25637,8066,16073,22362,9644,12306,22396,8461,13660,25380,9135,15695,30405,10544,19283,29464,9743,19139,31136,10402,20333,30684,10424,19598,30234,9256,20046
34,34,49884,37807,2622,7361,1918,459,68,0,0,63089,43730,3754,12445,2817,816,103,0,0,69817,45482,5798,13928,3267,1624,101,66886,46932,4469,11311,3400,717,160,8929,2974,110,0,202,3271,70805,49855,4599,12305,3250,667,209,36953,28904,1666,4924,1285,305,34,0,0,45498,33593,1872,8186,1312,548,0,7744,1067,83,145,0,52552,35650,3841,9575,2317,1241,71,52552,35650,3841,8813,1897,147,23,208,1973,48441,36123,2185,7688,1811,519,0,0,0,0,0,0,50633,37622,2088,8633,1819,306,0,7586,1566,7,0,53249,38828,2941,8869,2072,318,5,7742,1920,39,5,18509,7449,10781,18161,7383,10778,21089,7203,12562,19806,9280,10285,19771,8363,11200,23117,9490,13108,29914,12455,16797,28708,11320,16632,31068,11866,18746,30552,11681,18144,29008,10842,17221
35,35,54699,44502,2864,6338,603,438,71,0,0,63384,49206,3532,9284,1038,558,74,0,0,68762,50088,5143,10889,1134,1648,93,64991,49704,3693,9401,1416,651,79,8135,1083,210,52,65,2047,69043,50768,5323,10667,1582,686,153,41409,34692,1754,4268,389,335,45,0,0,47627,39855,973,5906,329,385,53,5737,255,175,141,0,53205,40314,3301,7555,758,1246,66,53205,40314,3301,6974,563,136,15,145,1757,48901,40890,1380,5617,366,463,50,0,0,0,0,0,52346,42177,2484,6450,530,411,30,6295,384,76,30,55359,43168,3566,7273,688,661,0,6917,595,45,0,23008,8419,14226,22270,7515,14755,24685,6877,16762,22414,8431,13731,22459,7448,14795,25377,7957,16982,31036,9559,20994,29572,8063,20858,32880,9451,23062,32018,9061,22269,30338,8414,21924
36,36,72740,70564,859,349,225,776,64,0,0,72333,69612,1056,609,390,627,106,0,0,71827,67767,1077,686,311,1723,63,72008,69256,1107,743,337,774,57,239,251,73,52,21,1012,71592,68352,1293,1037,432,767,14,56421,54970,521,188,143,597,36,0,0,56923,55197,553,346,183,541,106,248,94,137,8,0,56711,53792,690,418,219,1362,37,56711,53792,690,199,132,122,10,113,1653,57012,55187,677,279,165,621,55,0,0,0,0,0,56759,54750,777,400,130,613,0,230,78,38,0,58123,55802,792,622,161,581,22,310,61,9,22,23282,6908,15821,21577,5682,15895,23037,3941,18382,18748,4949,13389,18734,4035,14452,22210,4189,17661,28220,4508,23434,26507,3996,22052,29663,4286,25166,28651,4651,23514,28202,3865,24138
37,37,56003,43564,3978,6501,1715,535,84,0,0,65134,47449,5004,10297,2109,469,9,0,0,66733,44398,7618,10538,2778,1559,141,64706,45383,5736,10439,2666,480,10,9189,2081,98,0,50,2169,65467,46232,5239,9994,3236,481,21,42421,34025,2483,4533,1166,394,55,0,0,47524,37121,1993,7184,933,239,0,6935,842,54,105,0,51217,35802,4867,7483,1886,1165,99,51217,35802,4867,6842,1549,117,40,187,1813,47358,36581,1602,7773,1208,284,0,0,0,0,0,0,49042,37974,1600,7465,1797,290,10,6593,1616,52,10,49566,37994,1813,7620,1754,359,27,6602,1437,68,27,22545,8625,13588,23664,8352,15312,22643,7634,13697,20451,9165,11051,20430,8163,12080,23072,9034,13569,27967,11071,16312,26872,10046,16142,27794,10507,16848,27354,10324,16390,26057,9540,15563
38,38,65766,63403,1296,368,195,551,22,0,0,66987,63695,1764,643,236,737,37,0,0,68170,63524,2229,651,281,1383,72,67503,63855,1875,989,337,590,20,648,236,163,0,2,723,68489,64279,1880,932,370,810,22,50129,48602,801,196,128,427,15,0,0,51046,49539,516,380,80,533,35,302,55,173,10,0,52682,49605,1315,341,194,1117,32,52682,49605,1315,187,108,123,4,34,1306,51266,49707,554,453,155,406,0,0,0,0,0,0,52275,50421,508,447,280,564,4,207,152,92,4,53357,51169,459,631,321,738,15,402,138,81,15,23304,6785,15925,22093,5488,16605,23775,3802,19441,19907,4935,14642,19974,4240,15565,23285,4176,18818,29232,4206,24775,27131,3601,23007,31362,3943,27182,29983,4129,25312,27259,3453,23757
39,39,69289,63167,1390,3519,525,735,56,0,0,70263,63051,1932,3481,802,1216,82,0,0,71611,62553,2103,3840,753,2003,69,70638,63309,1995,3896,761,778,55,3136,311,23,24,67,1773,71832,63914,2223,3973,783,1022,70,54173,49857,861,2514,379,578,30,0,0,55030,50530,897,2318,299,890,30,2233,138,28,57,0,57315,50756,1360,2705,546,1642,44,57315,50756,1360,2371,414,192,15,222,1985,55525,50860,986,2691,337,638,25,0,0,0,0,0,56570,51650,1049,2767,358,634,35,2447,182,39,35,57738,52574,1070,2942,337,700,0,2482,245,43,0,29041,11119,17285,26051,9480,16571,27266,7206,19228,23100,7942,14820,23164,7219,15759,26513,7471,18687,32383,8041,23898,30935,7340,23007,33661,7555,25804,32920,7535,24751,31980,6809,24210
