ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_LTG_Total,E_16_LTG_Dem,E_16_LTG_Rep,E_16_SOS_Total,E_16_SOS_Dem,E_16_SOS_Rep,E_16_TREAS_Total,E_16_TREAS_Dem,E_16_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_LTG_Total,E_20_LTG_Dem,E_20_LTG_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_22_SC3_Total,E_22_SC3_Dem,E_22_SC3_Rep,E_22_SC5_Total,E_22_SC5_Dem,E_22_SC5_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_AUD_Total,E_24_AUD_Dem,E_24_AUD_Rep,E_24_LTG_Total,E_24_LTG_Dem,E_24_LTG_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep,E_24_SC6_Total,E_24_SC6_Dem,E_24_SC6_Rep
86,86,90840,75408,4632,6727,3422,829,371,0,0,89967,73374,5498,6585,3636,1095,187,0,0,87570,68664,7184,5998,3498,3155,162,90148,73345,5622,6583,3513,1295,156,5490,3343,272,91,1398,87799,71070,5858,6439,3458,1547,99,70665,60369,2875,4892,2070,591,224,0,0,70805,61160,1781,5055,2141,493,110,4748,2032,274,110,64,0,70018,56880,4464,4485,2419,2274,95,70018,56880,4464,3978,2253,202,41,2064,71070,61440,1864,5011,2107,544,84,0,0,0,0,69865,59990,2261,4836,2138,611,60,4306,1998,79,60,69822,58980,3319,4838,2115,556,37,4444,2007,62,37,37495,14886,22064,35857,13649,22208,24553,8831,14177,38869,11244,26194,38355,11463,25123,38659,13360,24423,37615,13831,23784,37203,13471,23732,37884,11328,25626,37202,14552,22650,37064,12423,24641,42388,13039,28353,44602,13118,31019,44170,13108,28934,44459,15028,28898,43839,14224,29615,43521,14022,29499,43918,13191,30727,43657,14569,29088,43358,13068,30290,41032,12654,27560,29978,8847,20456,29935,8655,21251,29810,8878,20932,29923,10133,19790,42332,13230,28241,45847,13272,32130,45029,16274,26602,44967,14807,30160,44496,13159,30159,45002,14103,29723,44742,14386,30356,44587,13285,31302,44890,13316,31574,44597,14113,30484
87,87,87252,77582,3880,4768,603,659,70,0,0,86898,76242,4564,4772,757,556,105,0,0,85009,71796,5065,5269,924,2046,87,87199,76246,4750,4795,753,574,179,3528,483,213,87,1767,85503,73950,5090,4986,991,585,112,67863,61659,2273,3161,385,486,44,0,0,67774,62150,1430,3275,376,459,41,2873,346,306,41,56,0,68047,59045,3205,3576,630,1590,61,68047,59045,3205,3045,457,160,15,1970,68045,62170,1657,3271,363,407,85,0,0,0,0,67075,60654,2025,3326,515,445,80,2698,420,59,80,67303,60368,2436,3337,401,503,76,2679,254,61,76,37648,13136,23830,36472,11868,24604,22741,6980,14302,38941,9517,28008,38524,9582,26996,38764,11214,26561,37678,12184,25494,36899,11579,25320,38070,9191,27954,37142,12227,24915,37013,10280,26733,43248,11491,30705,45831,11707,33597,45340,11659,31454,45667,13468,31638,44843,12821,32022,44489,12471,32018,44938,11582,33356,44611,12873,31738,44312,11365,32947,41845,11171,29833,30191,7469,22069,30049,7309,22731,30019,7447,22572,30047,7956,22091,43103,11684,30497,46548,11597,34488,45665,14573,28707,45761,13207,32554,45235,11306,32640,45722,12397,32051,45489,12609,32880,45276,11417,33859,45715,11312,34403,45362,12510,32852
88,88,69910,30651,15811,20633,2993,801,127,0,0,85889,37620,21759,21490,5166,700,47,0,0,84505,37415,21465,20025,5086,2169,151,86658,37495,22416,22219,4774,776,40,20764,4000,135,0,1639,84762,37812,21688,20009,5108,944,71,54555,26201,10754,15224,2421,578,93,0,0,54085,32020,4317,15519,1540,456,0,15196,1353,324,0,295,0,66939,32274,14354,15807,4059,1583,96,66939,32274,14354,14480,3579,139,17,1725,53926,31424,4503,16021,1471,491,0,0,0,0,0,53679,31781,4655,14834,1953,532,0,14222,1749,78,0,55618,33111,4125,15513,2382,597,18,14411,2024,67,18,29220,19795,9131,31764,21313,10451,17629,11604,5475,32631,22104,8663,32204,20502,10485,32413,22295,9246,31422,21610,9812,30978,20485,10493,31592,19712,10608,30936,21149,9787,30726,19202,11524,36372,24842,10495,38715,27456,10452,38472,25098,11521,38554,27528,10265,37928,26393,11535,37481,26286,11195,37980,26117,11863,37709,26473,11236,37442,24231,13211,35164,24351,9907,25114,17660,6873,25066,17982,7084,24962,17499,7463,24943,17548,7395,36914,26009,9914,40121,27213,12028,39654,29764,7752,39782,28888,10894,39284,25806,11960,39591,27278,11174,39415,27465,11950,39284,25494,13790,39514,27265,12249,39442,27620,11822
89,89,82364,68769,4575,6387,2217,565,43,0,0,84637,69123,5566,6989,2451,690,73,0,0,85577,67606,6344,6565,3159,1995,84,86167,69822,5806,7548,2107,717,66,6412,1930,283,0,1611,85690,68179,5988,7635,2475,818,230,63024,54149,2724,4515,1312,423,30,0,0,63987,55435,1821,5004,1329,445,0,4595,1311,243,0,39,0,68050,55537,4076,4777,2079,1500,61,68050,55537,4076,4272,1894,136,17,1962,66158,56773,2218,5509,1225,528,0,0,0,0,0,65812,56113,2359,5460,1394,421,0,5172,1308,105,0,69018,57647,3554,5174,1947,533,10,4665,1796,68,10,38202,12381,25266,37564,11313,26251,24506,6850,16252,40702,9703,29642,40199,9666,28542,40433,11293,28150,39377,11805,27572,38724,11269,27455,39585,9134,29353,38766,12085,26681,38606,10197,28409,45089,11454,32539,47554,11749,35214,47239,11435,33443,47448,13109,33693,46915,12728,34187,46638,12447,34191,46976,11705,35271,46733,12695,34038,46541,11417,35124,43880,11145,31852,32787,7620,24459,32739,7348,25303,32707,7563,25144,32736,7931,24805,46515,12412,33107,52059,12985,38535,51163,16517,31903,49070,14012,35058,50416,12643,36454,50489,13493,35641,50217,13474,36743,49957,12340,37617,51155,11936,37404,50357,13718,36639
90,90,91729,79565,7746,3527,519,619,59,0,0,89987,76398,8842,3856,633,670,245,0,0,88208,73266,9091,3607,611,1764,47,90015,75661,9422,4176,659,676,190,3082,482,220,142,939,88730,74364,9136,4614,827,961,40,70477,63023,4323,2475,351,463,36,0,0,68065,62032,2555,2700,306,345,125,2576,252,188,125,55,0,69845,59865,5688,2568,445,1387,27,69845,59865,5688,2145,309,132,13,1605,67658,61522,2671,2755,297,332,115,0,0,0,0,67293,60920,2817,2874,254,406,22,2573,192,180,22,66684,59633,3613,2704,310,378,13,2430,232,64,13,37136,12360,24185,36174,10801,25373,23779,6881,15610,40360,8777,30343,39879,8857,29544,40062,11322,27975,38887,11103,27784,38193,11153,27040,39074,9192,29003,38216,12529,25687,38123,9849,28274,43591,10490,32283,45720,10143,35123,45293,10870,32508,45646,12781,32424,44968,11277,33691,44556,11399,33157,45043,10290,34753,44761,11769,32992,44586,10744,33842,42189,10161,31303,31057,6783,23587,31064,6581,24483,30980,6876,24104,30963,6951,24012,43474,10717,31944,47005,10035,36564,46082,14347,29516,46226,12089,34137,45772,10198,34526,46231,10960,34067,46019,11710,34309,45768,10182,35586,46500,9995,36505,45796,11051,34745
91,91,83827,63906,5794,13115,594,814,67,0,0,84313,62561,6420,14620,646,1076,5,0,0,82920,58689,7680,14082,777,2252,153,85125,62024,6346,16105,700,973,5,13772,510,424,4,1942,84270,60005,6928,16319,314,979,5,64206,50704,3335,9395,395,567,36,0,0,64551,50939,2161,10410,381,601,0,10240,258,314,0,187,0,65653,48345,4813,10549,533,1666,85,65653,48345,4813,9828,354,225,35,1884,65663,51236,2467,11085,365,632,0,0,0,0,0,65912,50432,2949,11654,216,480,0,11081,168,217,0,66485,50203,3597,11736,173,548,5,11044,136,87,5,37638,15277,21783,37486,14722,22764,24254,9051,13967,39708,13168,25193,39500,13133,24820,39536,15247,23329,38612,15031,23581,38001,14987,23014,38772,13302,24347,38098,16118,21980,38097,13581,24516,43057,14995,27104,45101,15225,29364,44705,15295,27230,45001,17053,27379,44395,15955,28440,43976,16084,27892,44436,15194,29242,44109,16384,27725,44024,15381,28643,41598,14487,26259,30538,9987,19789,30428,10003,20357,30370,10051,20319,30369,10034,20335,43014,15151,26906,46733,15094,31149,45829,18623,24800,45849,16767,29082,45301,15085,28867,45892,15844,28534,45695,16559,29136,45420,15065,30355,45781,14664,30244,45444,15977,29467
92,92,62222,24675,10135,23418,4286,675,134,0,0,83125,28553,14498,34494,6282,1122,345,0,0,87079,28434,16734,34111,7582,1925,161,88976,28205,15223,40287,6364,1039,284,36001,5864,89,115,3265,96057,28277,17909,42686,7944,1504,159,45370,19845,6518,16031,3042,455,77,0,0,54666,23082,4885,23113,3019,467,70,22199,2930,55,70,266,0,66379,23950,11467,24978,5611,1371,111,66379,23950,11467,23265,5146,137,43,2042,58355,22306,5273,26938,3310,522,65,0,0,0,0,64412,23300,6867,29131,4367,470,50,28011,4072,210,50,66434,23781,7528,29273,4478,588,73,27952,4039,224,73,23065,15226,7638,26886,18096,8790,14647,9504,4701,31854,21039,9390,31367,19964,10070,31512,20836,9782,30683,20948,9735,30432,20527,9905,30894,19508,10172,30388,20719,9669,30192,19704,10488,38374,26071,11269,42130,29175,12236,41773,27559,12162,41884,29731,11267,41329,28946,12383,41026,28827,12199,41424,28813,12611,41197,29159,12038,40908,27351,13557,37326,25643,10796,25271,17450,7265,25263,17653,7610,25186,17397,7789,25193,17389,7804,40487,28310,11141,45049,30764,13272,44530,32540,9745,44604,32444,12160,44259,30558,12286,44496,31142,11902,44392,31469,12923,44251,30462,13789,44452,31093,13359,44341,31394,12947
93,93,85307,78545,3945,1447,784,712,65,0,0,87822,80061,4329,1753,1051,802,196,0,0,87194,74272,6186,3045,1512,1719,250,88620,80690,4447,1770,1076,761,156,1247,768,378,62,1001,87501,79280,4551,1982,1036,961,87,71298,66334,2764,1112,616,540,51,0,0,72877,68885,1668,1146,563,419,63,1073,449,345,63,117,0,73905,63651,4650,2601,1230,1344,186,73905,63651,4650,2083,864,134,14,2119,73735,69565,1738,1177,674,459,59,0,0,0,0,73735,68821,2078,1397,665,606,30,1205,584,223,30,74218,68152,3046,1608,761,599,12,1137,527,155,12,44382,20377,23044,41673,17626,24047,28807,11686,15389,46093,17850,25528,45532,17702,25761,45885,20437,24096,43816,20064,23752,42580,19240,23340,44315,17317,25170,43013,20749,22264,42586,17914,24672,49124,20445,27233,51159,21316,28995,50589,20695,27474,50957,23004,27134,49745,21840,27905,48993,21633,27360,49833,20860,28973,49314,22251,27063,48823,20052,28771,47840,20042,26528,37346,15055,21284,37310,15207,22103,36997,15182,21815,36992,15402,21590,49094,21238,26684,52789,21727,30255,51520,25210,23712,51346,23333,28013,50318,20764,27776,51326,22081,27727,50786,22795,27991,50320,20839,29481,51665,22056,29609,50551,22213,28338
94,94,88466,77289,4782,5178,750,546,63,0,0,87605,75939,5007,5242,842,605,203,0,0,85564,71714,5895,5309,937,1819,52,87501,76160,4694,5353,889,807,248,3928,771,260,202,1468,85329,73244,5582,4539,839,1372,292,68513,61102,2727,3825,477,430,40,0,0,67658,61603,1380,3579,499,421,110,3515,424,292,110,70,0,68517,58849,3644,3964,671,1406,38,68517,58849,3644,3522,518,157,1,1720,68377,62198,1358,3664,509,364,150,0,0,0,0,66952,60055,2040,3286,595,736,185,2945,435,117,185,66940,60059,2118,3620,447,635,0,3063,441,90,0,39570,12194,26602,38230,10990,27240,25810,7004,17163,41413,9119,30980,40958,9300,29728,41327,11232,29238,39935,11857,28078,38832,11558,27274,40327,9216,30154,39189,12669,26520,39062,10203,28859,44477,10576,32883,46567,10228,35849,46075,10751,33153,46439,12600,33349,45587,11633,33954,45096,11366,33730,45723,10265,35458,45272,11804,33468,45046,10855,34191,43339,10221,32274,33469,6856,25841,33316,6653,26636,33222,6905,26317,33234,7230,26004,44321,10424,32958,47396,9805,37120,46420,13277,30865,46489,11643,34846,45817,9853,34791,46535,10719,34516,46270,11129,35141,45930,10024,35906,46739,10149,36590,45972,10677,35295
95,95,65371,54641,3379,4983,2021,609,59,0,0,73753,59983,4655,5637,3546,501,22,0,0,85366,65470,6035,7760,4086,1708,143,74644,60341,4939,5738,3536,573,45,4873,2603,46,16,1624,84575,66935,5075,7913,4185,1005,49,47507,40561,2058,3306,1291,396,37,0,0,52674,45768,1938,3399,1257,166,0,3234,1084,68,0,160,0,64652,51246,3984,5243,2692,1230,95,64652,51246,3984,4600,2333,146,36,2111,53200,46069,2305,3369,1038,173,0,0,0,0,0,61913,52295,2885,4756,1466,254,0,4389,1253,22,0,65071,52929,3874,5558,2254,328,4,5221,1943,24,4,30225,10672,19188,32077,10302,21775,21106,6623,13473,36980,10952,24359,36522,10626,23906,36634,13431,21888,35457,12122,23335,34580,11146,23434,35785,9958,24567,34889,11771,23118,34632,10269,24363,44426,14945,28304,48857,17150,30916,48359,15723,30243,48619,18144,29648,47448,16928,30520,47010,16974,30036,47585,16335,31250,47058,17049,30009,46646,15431,31215,43893,15053,27857,33415,11197,21441,33294,10897,22380,33220,11150,22070,33143,11182,21961,47612,17731,28610,52674,18824,33138,51271,23020,24910,51352,20475,30877,50572,17657,31255,51270,19105,30654,50897,18929,31968,50645,17263,33382,51143,16915,32203,50894,19175,31719
96,96,85751,63503,8886,9436,3734,610,66,0,0,87660,62643,10175,9715,4854,629,97,0,0,89587,60617,11707,10495,4996,2533,147,87260,60985,10310,9994,5528,668,48,8442,5197,122,0,2191,90168,62158,11068,10419,6068,1089,260,65131,50943,5317,6356,2282,414,49,0,0,63992,51470,2949,6696,2566,248,0,6226,2506,107,0,39,0,70161,50636,7406,7349,3255,1818,106,70161,50636,7406,6481,2994,190,37,2242,62908,49920,3056,6704,2862,224,0,0,0,0,0,65519,51148,3787,6876,3052,356,0,6242,2645,44,0,65838,50409,4623,7110,3158,397,28,6394,2862,53,28,38370,15373,22453,37888,14614,23274,24382,8775,14459,39459,13347,24406,38953,12886,24195,39177,14627,23523,38190,14925,23265,37610,14282,23328,38434,12424,24793,37661,15043,22618,37395,13110,24285,42802,15465,26223,44758,16197,27891,44475,15533,26793,44667,17593,26418,44246,16951,27295,43990,16759,27231,44285,15987,28298,44098,17067,27031,43902,15320,28582,41243,15009,25307,29360,10051,18628,29316,9632,19611,29309,9879,19430,29313,10305,19008,41821,15809,25088,45562,16428,28577,44752,19646,22931,42356,16802,25554,43981,15693,27088,43914,16640,26054,43677,16721,26956,43369,15421,27948,44739,15052,28146,43759,16608,27151
97,97,77948,66860,5222,4828,606,563,49,0,0,82917,70324,6014,5118,777,626,71,0,0,86810,71661,6412,5477,1104,2024,94,84580,71335,6083,5226,863,602,70,4164,683,119,54,1946,87933,73286,6642,5701,1035,654,48,59543,52202,3281,3384,380,404,27,0,0,63460,56460,2464,3632,407,454,35,3423,353,125,35,34,0,68416,57748,4261,3975,744,1484,76,68416,57748,4261,3539,538,187,13,2000,64705,57665,2334,3731,493,449,35,0,0,0,0,67670,59740,2823,4057,554,514,4,3829,480,110,4,71070,62240,3101,4512,651,501,25,4323,528,75,25,35671,11653,23502,36112,10969,25143,23642,6656,15756,39808,9845,28643,39368,9747,27711,39639,11274,27406,38488,11842,26646,37654,11521,26133,38843,9235,28530,37979,12726,25253,37672,10272,27400,46403,12475,32881,50217,13274,36341,49776,12858,34673,50108,14730,34711,49075,14201,34874,48719,13974,34745,49242,12883,36359,48836,14377,34459,48396,12597,35799,45938,12449,32598,36285,9418,26130,36265,9036,27191,36157,9348,26809,36133,9577,26556,50037,14408,34521,55582,14842,40183,54497,19084,32188,54612,16898,37714,54031,14557,38019,54674,15822,37360,54306,15938,38368,54132,14273,39859,54554,13722,39117,54356,16179,38177
98,98,65742,54751,3879,4763,2154,435,52,0,0,76321,61218,4946,7876,2135,550,26,0,0,82789,64321,6392,6917,3722,1339,79,78163,62734,4600,7848,2503,593,128,6652,1937,42,7,2048,83120,66682,4581,6686,3640,860,241,48625,41130,2573,3335,1451,287,35,0,0,53469,45830,1507,4739,1054,377,4,4315,859,34,4,72,0,62963,50206,4199,4979,2505,904,58,62963,50206,4199,4324,2011,108,4,1852,55945,47855,1662,4823,1127,458,4,0,0,0,0,60828,52291,2070,4248,1635,516,8,3691,1433,12,8,63094,53189,2546,4615,2126,516,3,4094,1774,7,3,31528,13462,17767,36003,14079,21924,22097,8762,12714,41098,17579,21319,40586,16181,22777,40755,19732,19626,39420,17593,21827,38731,16139,22592,39830,15244,23262,38583,16678,21905,38177,14537,23640,46906,21837,23975,50542,25175,24615,50084,22593,25587,50241,25627,23863,49285,23755,25530,48511,23557,24954,49285,23152,26133,48817,23846,24971,48321,21540,26781,46238,22170,23085,36336,18182,17442,36256,18017,18239,36176,17919,18257,36161,18047,18114,48971,25379,22417,53030,26773,25376,51780,31162,17497,52258,28417,23841,51543,25032,24943,52028,26972,23770,51796,26748,25048,51530,24431,27099,52026,25818,26208,51744,26944,24800
99,99,63999,19656,10319,29159,5140,800,138,0,0,73241,19363,10607,37015,6284,660,217,0,0,84406,19401,15402,41425,8284,1780,158,79348,21928,11588,38405,7523,777,232,35941,6659,125,54,2241,80124,19905,13380,40077,7398,928,185,49370,17483,6773,21109,4128,540,95,0,0,49744,16848,3337,26856,2173,271,8,26335,2035,50,8,370,0,67036,17588,10434,31904,6950,1293,129,67036,17588,10434,29937,6454,259,61,1916,53973,19093,3720,28129,2350,430,28,0,0,0,0,55465,17703,4597,29970,2389,428,19,29392,2171,135,19,57320,17496,5186,30770,3224,562,43,30020,2960,96,43,23534,18654,4700,26017,21392,4625,12973,10745,1953,28468,22623,4688,28103,21973,5164,28171,22401,5042,27540,22453,5087,27416,22208,5208,27716,21529,5175,27319,22405,4914,27163,21751,5412,30481,24961,4739,31780,26458,4776,31536,25380,4610,31632,26735,4255,31321,26521,4800,31197,26420,4777,31404,26478,4926,31265,26602,4663,31114,25227,5887,28467,23553,4251,16255,13580,2278,16225,13788,2437,16195,13678,2517,16188,13618,2570,29846,24690,4389,33377,26837,5515,33202,27712,4103,33155,28126,5029,33028,27301,4811,33113,27352,4769,33062,27824,5238,33015,27354,5661,33080,27868,5212,33033,27666,5367
100,100,78976,38825,13450,23054,3562,1067,156,0,0,92791,40541,18633,27140,6923,1196,141,0,0,86763,35545,17793,25031,7464,2029,127,93838,38794,18971,27700,8561,1180,155,25697,7747,313,16,2033,88548,36227,16714,27410,7948,947,108,58455,31319,8598,15774,2533,683,94,0,0,58811,32142,5313,18603,2214,460,10,18237,1969,343,10,103,0,65896,29556,11950,18352,5126,1477,75,65896,29556,11950,16812,4656,185,26,2125,59722,30750,5799,19566,3078,389,4,0,0,0,0,57102,28908,4975,19756,3140,287,10,19320,3024,137,10,56246,28984,5150,18043,3623,395,9,17294,3531,83,9,33207,20005,12896,34877,21433,13444,19656,11524,7589,35513,21696,12155,35118,20673,13065,35302,21767,12687,34368,21908,12460,34024,21094,12930,34661,19998,13504,34008,21644,12364,33786,20123,13663,38453,24156,13204,40360,25979,13675,40035,24269,13770,40159,26542,12763,39642,25770,13872,39255,25526,13729,39650,25279,14371,39453,25843,13610,39159,23811,15348,36670,23227,12495,24351,15146,8627,24336,15487,8849,24282,15113,9169,24262,15151,9111,36307,23156,12124,38042,23292,13735,37473,25226,10186,37697,24939,12758,37270,22896,13121,37531,23833,12588,37437,23986,13451,37259,22778,14481,37402,23926,13476,37379,23896,13483
101,101,66509,32746,6293,24435,3002,927,97,0,0,81270,31251,9833,35334,4683,1156,172,0,0,84368,30474,12980,36150,4272,1926,105,79407,29565,9605,35362,4686,879,124,33728,4313,54,0,1979,83815,30569,9118,39023,5193,1042,214,48120,25837,3820,16269,2051,597,61,0,0,55598,24938,3023,24809,2227,674,20,24187,2107,39,20,204,0,63513,25182,8504,26144,3089,1416,58,63513,25182,8504,24585,2691,167,11,2098,55631,23988,3686,25374,2046,457,0,0,0,0,0,59685,24857,3825,27800,2394,394,21,27397,2214,57,21,62574,25872,5347,28362,2261,530,29,27441,2026,52,29,28811,17478,11051,31977,20184,11793,18250,11513,6189,34907,21915,11525,34526,21178,11931,34648,22168,11519,33812,22351,11461,33480,21811,11669,34045,20657,12212,33395,22171,11224,33225,21040,12185,39422,26196,12195,42134,28709,12692,41805,27297,12413,41946,29276,11810,41418,28657,12761,41109,28582,12527,41503,28467,13036,41279,28893,12386,41015,26961,14054,37776,25398,11486,24661,16476,7595,24639,16668,7971,24607,16506,8101,24604,16521,8083,39135,26981,11167,42467,28732,12861,42010,30486,9410,42100,30237,11863,41785,28580,11853,42020,29264,11452,41920,29567,12353,41759,28599,13160,41964,29374,12590,41844,29408,12436
102,102,69558,33580,8450,24904,2667,678,106,0,0,79587,41916,8880,24717,3576,797,388,0,0,84206,45759,10832,22708,4178,1564,116,81710,43487,10447,23995,3520,872,279,22335,2980,281,157,1798,85326,44886,11510,25432,3565,1015,97,55702,29316,5773,18515,2037,527,72,0,0,57554,36113,2557,16861,1346,469,13,16087,1054,248,13,176,0,69991,40521,7609,17653,3444,1153,95,69991,40521,7609,16329,2800,172,23,2229,59608,37721,3183,16255,1789,524,10,0,0,0,0,63700,39334,3661,17929,2104,508,10,17275,1808,183,10,66904,40291,4669,18339,3121,385,0,17630,2625,101,0,29644,21293,8067,32599,22785,9814,18037,12459,5064,36142,25798,8166,35692,23892,10383,35912,26312,8546,34735,25069,9666,34258,23789,10469,34975,23268,10118,34202,24585,9617,33903,22239,11664,41450,29901,10372,44656,33564,10235,44320,30742,11621,44426,33282,10203,43683,32145,11538,43186,31800,11386,43773,31833,11940,43376,32161,11215,43090,29610,13480,40384,29649,9691,29199,22268,6240,29130,22625,6505,29055,22185,6870,29037,22271,6766,42607,32154,9403,46226,33741,11382,45748,36681,6891,45876,35863,10013,45349,32242,11397,45673,33917,10494,45486,34187,11299,45316,31688,13628,45598,33777,11821,45499,34363,11136
103,103,71201,49538,6508,8292,6747,555,80,0,0,83743,51122,8198,11820,12653,483,32,0,0,89354,49263,10587,12455,15876,1465,133,83124,48746,8430,12084,13725,688,36,9916,11862,162,0,3786,86797,47827,10297,14106,14117,1016,126,51963,37320,4360,5573,4557,378,60,0,0,54534,38620,3850,7551,4189,242,0,7212,3810,104,0,145,0,66788,39209,7223,8826,10484,1069,95,66788,39209,7223,7759,9871,142,34,2172,52980,36528,4292,7263,4521,356,0,0,0,0,0,55931,37251,5012,8622,4394,495,57,8147,4014,170,57,55410,36217,4998,8551,4912,463,95,8072,4502,193,95,31378,14852,16245,35058,15958,19100,19650,8730,10342,38200,19280,17006,37786,17466,18783,37952,19589,17384,36793,18861,17932,36301,17691,18610,37117,16723,19129,36191,18184,18007,35875,16372,19503,43400,23434,18855,46527,26572,19216,46145,24302,19888,46301,27257,18295,45541,25695,19846,45046,25631,19415,45660,25247,20413,45202,25768,19434,44897,23742,21155,42123,23351,17817,30311,16978,12659,30296,17257,13039,30178,16818,13360,30160,16871,13289,43069,24961,17002,45661,25647,19041,44732,28824,13490,45097,27458,17639,44496,24567,18486,44880,26169,17595,44722,26034,18688,44490,24363,20127,44842,25517,19325,44624,26081,18543
