ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
80,80,46595,40007,1547,1416,3499,246,36,0,0,55545,45663,1983,2503,5217,340,57,0,0,59605,46741,3097,2364,6518,708,63,56445,45228,2522,2759,5687,364,97,2180,4676,87,14,37,1703,59603,47362,3709,2586,5303,461,96,34605,30469,941,783,2306,154,20,0,0,39220,34656,879,1414,2084,117,15,1221,1852,79,72,0,45798,37136,2019,1422,4534,523,37,45798,37136,2019,1051,4121,79,9,142,1241,40077,34741,1144,1643,2341,140,15,0,0,0,0,0,42453,36971,1551,1388,2352,189,0,1239,2030,87,0,46261,39710,1886,1410,3012,276,0,1171,2669,104,0,26396,17418,8681,29573,18797,10776,31136,20505,8356,30969,20356,10104,31680,23213,8433,31798,22214,8983,31472,21690,9443,31219,22216,8975,30949,21484,8884,32571,22726,9163,39114,28574,9829,34348,25160,8696,34900,26004,8811,34978,26781,7955,34696,25846,8830,34580,25084,8238,34312,24869,8917,34693,25479,8523,38152,28290,9515,42963,31429,10680,42725,31191,11029,41974,30760,11169
81,81,51684,46466,1883,1617,1543,314,35,0,0,56663,49673,2466,2022,2066,304,11,0,0,60040,50736,2927,2265,3075,761,52,57166,48950,2875,2833,2177,308,122,1829,1683,74,0,315,1438,61095,51609,3670,2625,2569,354,179,39304,36137,1146,887,971,194,19,0,0,42048,39163,987,981,781,154,0,837,681,62,25,0,46678,40651,1861,1410,1941,537,40,46678,40651,1861,1045,1676,86,10,133,1216,42124,38405,1204,1369,940,172,0,0,0,0,0,0,45771,41334,1752,1392,1071,166,0,930,798,58,0,45555,40323,2432,1196,1389,143,11,824,1144,4,11,30318,20077,9927,32779,21068,11711,33698,21389,10182,33683,22062,11083,32652,23224,9386,32729,22127,10107,32436,21439,10622,32134,22152,9956,31868,21348,9935,34003,22856,10500,39148,26815,11653,34614,23893,10249,34224,23726,10407,34315,24545,9481,34050,23726,10295,33915,23119,9578,33630,22807,10203,34040,23429,9937,37182,25813,11044,40992,28130,12206,40800,27988,12303,40137,27538,12550
82,82,59074,48206,6954,1913,1822,443,60,0,0,59111,47410,7272,2777,1477,277,113,0,0,58981,45183,7881,2822,1992,1027,98,58629,47456,6780,2704,1516,311,78,2063,1195,63,38,38,1004,58157,46342,6799,2647,1910,748,47,44829,38224,4206,1007,1208,272,34,0,0,45278,38777,3920,1668,706,118,75,1523,494,50,4,0,46251,37306,5041,1619,1379,743,58,46251,37306,5041,1291,1168,113,23,119,1190,45082,38880,3581,1632,731,160,40,0,0,0,0,0,44820,38463,3619,1570,916,228,0,1346,781,28,0,45123,38322,3893,1592,978,317,0,1169,779,50,0,30212,13452,16416,31633,12953,18680,29941,11916,15595,29741,11103,17853,26815,12343,14431,27014,10896,15590,26725,10394,15880,26342,11567,14751,26181,10982,14589,28865,11922,16151,32836,14773,17363,27685,12271,14894,25702,11324,14320,25794,11916,13639,25463,11406,14039,25382,10917,13541,25044,10655,13899,25071,10710,14361,29417,13261,15846,33733,15213,17931,33372,14935,17753,32582,13803,18737
83,83,58416,53270,2097,657,2145,337,50,0,0,59624,53502,2526,705,2694,262,57,0,0,59567,51054,3499,1183,2781,835,77,60009,52896,2529,1103,2492,277,69,637,2162,91,0,833,853,59673,52584,2527,1402,2920,285,32,45605,42404,1276,364,1371,217,32,0,0,46650,43403,1215,491,1379,135,4,418,1278,9,45,0,47727,42138,2205,667,1875,579,46,47727,42138,2205,505,1647,105,19,110,998,47189,43974,1148,648,1252,135,0,0,0,0,0,0,47058,43023,1398,801,1599,183,0,476,1509,30,0,46974,41856,1774,1199,1959,114,4,779,1758,48,4,36096,13972,21775,37108,12820,24288,36440,12818,21237,36427,11760,23981,33816,13652,20115,33988,11709,21833,33645,11346,21870,33250,12663,20560,32976,11947,20454,35721,12915,22087,40575,16343,23563,35251,13831,20912,33778,13045,20657,33890,13809,19819,33488,13342,20129,33403,12873,19539,32928,12260,20135,32811,12319,20492,37031,14857,21867,40563,16458,23499,40205,16107,23463,39229,14822,24370
84,84,57012,54396,1368,346,633,328,44,0,0,58692,55519,1836,322,751,314,50,0,0,59218,54227,2109,523,936,942,53,58889,55031,2150,461,764,349,56,127,574,164,0,133,704,58425,53345,2738,843,1002,441,81,42667,41231,726,138,371,208,20,0,0,45216,43243,1086,261,384,182,0,192,297,97,53,0,45911,42829,1227,227,582,617,36,45911,42829,1227,115,411,111,6,139,1073,45801,43506,1353,276,371,238,0,0,0,0,0,0,45657,42939,1643,280,472,199,20,195,390,64,20,46315,43545,1801,274,448,170,12,221,378,46,12,33285,11354,21589,34969,10473,24496,34666,9458,23403,34625,8969,25030,31982,10444,21495,32144,8764,22957,31910,8610,22939,31553,9527,22004,31297,8959,21789,34170,9707,23902,39663,11922,27199,34180,10252,23533,33162,9589,23503,33225,10203,22751,32880,9920,22938,32828,9426,22467,32503,9046,22888,32568,9009,23500,36801,11062,25443,41298,12512,28252,40925,12255,28000,40113,11010,28898
85,85,57595,48366,1484,1061,6167,748,66,0,0,57379,47424,1796,1434,6319,611,84,0,0,59110,46641,2229,1593,7137,1320,78,57177,46971,1822,1519,6640,745,45,481,5669,145,0,3,2089,59149,48480,2079,1592,6473,918,71,43554,38560,806,469,3343,448,39,0,0,43655,38610,640,604,3383,366,19,341,3305,214,18,0,45970,38419,1244,862,4276,906,55,45970,38419,1244,575,4057,254,20,117,1284,43316,38280,574,703,3313,416,0,0,0,0,0,0,44811,39639,562,639,3321,475,0,359,3246,58,0,44639,39360,800,643,3179,460,26,280,2991,48,26,27184,15421,11259,27756,14589,13167,27219,12237,13180,26962,12563,13369,24213,12955,11229,24316,11128,12623,24126,11104,12567,23868,12029,11818,23737,11600,11539,25987,12420,12925,29733,14495,14622,24832,12248,12207,22885,11007,11832,22952,11459,11201,22815,11391,11415,22776,10772,11161,22556,10541,11442,22770,10700,12070,26308,12934,13069,29974,14659,14841,29722,14673,14386,29159,13607,15521
86,86,59784,57388,1014,361,783,283,25,0,0,59714,56465,1288,422,1083,488,43,0,0,59462,55356,1458,624,1024,688,69,60181,55404,1330,502,1457,463,18,246,955,118,0,1127,999,59040,55077,1192,772,1299,585,23,45627,44265,576,141,479,185,15,0,0,45223,43793,571,159,414,317,0,139,384,99,25,0,46226,43618,856,334,678,497,43,46226,43618,856,189,557,106,15,85,800,46111,44439,553,200,723,267,0,0,0,0,0,0,45562,43902,430,245,685,313,0,148,329,54,0,45724,43635,698,283,739,287,4,146,352,16,4,31652,16906,14064,31178,13823,17355,31725,10935,19029,31562,11679,18655,27710,12505,15192,27889,10179,17282,27463,10188,16739,27207,11343,15855,27041,10557,15632,29911,11260,18110,34753,12499,21764,29616,11179,18131,28382,10003,18327,28432,10611,17421,28177,10849,17323,28121,10028,17234,27979,9725,17425,28072,9736,18336,31746,11621,19855,35740,12655,22589,35490,13166,21565,34870,11905,22943
87,87,57303,54237,910,285,1230,678,44,0,0,57905,53883,1114,420,1842,822,160,0,0,59487,54355,1227,542,1879,1180,53,58119,53993,1362,512,1661,864,142,179,1366,249,36,66,864,58912,54182,1253,531,2116,842,187,43979,42281,498,100,679,425,34,0,0,44864,42978,331,187,922,441,4,143,876,204,51,0,46621,43450,744,252,1132,773,35,46621,43450,744,140,982,244,4,88,969,44752,42893,435,144,833,428,4,0,0,0,0,0,45374,43139,452,270,1054,437,0,171,969,182,0,45670,42754,796,366,1269,441,8,265,1241,132,8,31327,16617,14056,31502,14739,16763,32004,11610,18726,31737,12177,18448,28676,12820,15826,28800,10652,17598,28580,10816,17320,28265,11740,16510,28183,11335,16254,30725,11820,18320,35969,13236,22164,30531,11696,18506,29111,10466,18610,29194,10992,17873,29018,11150,17860,28963,10454,17611,28754,10134,17945,28787,8309,19173,32779,12187,20321,37169,13498,23211,36964,13704,22415,36203,12819,23360
88,88,56598,49838,2883,1503,1621,964,56,0,0,58166,49197,4037,1950,1923,1218,48,0,0,59855,49014,4471,2336,2197,1753,76,57259,48073,4050,2101,1779,1404,51,1234,1585,940,0,75,1303,58873,49913,4037,2451,1573,1075,4,43193,39082,1598,1000,1016,597,29,0,0,44110,39787,1606,1216,652,832,0,1000,554,613,20,0,47127,39999,2779,1628,1403,1113,60,47127,39999,2779,1343,1256,463,30,108,1149,43376,38816,1724,1255,450,1077,0,0,0,0,0,0,45169,40460,1731,1539,719,655,0,1267,572,370,0,46697,41427,1923,1680,963,683,20,1551,818,311,20,30330,16081,13884,30876,14914,15962,31103,13532,15489,30843,12736,17089,27713,14714,12954,27853,12989,14306,27602,12905,14224,27278,13760,13491,27135,13156,13248,29791,13901,15161,33751,16457,16655,28827,14255,14115,26984,13228,13696,27049,13871,12896,26826,13688,13119,26720,12936,12821,26570,12634,13317,25114,366,17104,30612,15261,15031,34844,17215,17094,34497,17107,16677,33751,17052,16669
89,89,59456,48366,3205,2436,2450,3668,78,0,0,58875,46039,3348,3732,2604,3751,80,0,0,59697,44182,4948,3874,2777,4592,88,58886,45588,3743,3768,2908,3659,100,2183,2053,2051,0,115,3149,60139,45291,4425,3443,3895,3810,121,45930,39373,1726,1186,1534,2303,49,0,0,43543,37632,1265,1323,1246,2003,0,1194,1093,1597,85,0,46453,36844,2997,2095,1781,2902,61,46453,36844,2997,1637,1633,1719,29,115,1479,43927,37839,1391,1374,1333,1787,0,0,0,0,0,0,45228,37925,2209,1177,1643,2241,20,822,1319,1560,20,45655,37092,2681,1426,1883,2533,32,717,1615,1603,32,29703,17037,12281,29401,15975,13426,28423,12669,13783,27981,12158,14521,24895,13963,10870,25018,12244,12092,24749,12235,11962,24479,13159,11291,24379,12490,11079,26645,12967,12906,30535,15103,14846,25343,12848,12064,22923,11520,11346,22991,12011,10638,22813,11885,10914,22707,11126,10522,22540,10986,10893,21238,318,13996,26596,13520,12743,30533,15328,14713,30257,15319,14084,29493,15210,14256
90,90,56696,39436,10497,2728,2543,2148,89,0,0,58195,37191,13170,3584,3094,2226,36,0,0,59551,35654,14107,4613,3054,3119,94,58291,36941,13603,3570,3073,2334,37,2476,2673,829,30,15,1725,59028,37119,13658,4050,2718,2535,60,42293,32218,5997,1453,1506,1344,59,0,0,39036,30529,4286,1531,1509,1079,10,1280,1436,681,93,0,44866,29894,8654,2718,1946,2048,75,44866,29894,8654,2221,1715,933,20,86,1343,39287,30375,4746,1601,1509,1046,15,0,0,0,0,0,40169,31064,4702,1925,1164,1228,10,1559,1031,643,10,40261,30258,5318,1667,1783,1177,34,1238,1499,467,34,24243,14936,8995,23562,13765,9797,23095,11543,9828,22617,11153,10462,20175,12274,7870,20297,11075,8647,20050,10940,8637,19814,11526,8275,19772,11131,8006,21715,11735,9323,24500,13419,10560,20427,11341,8721,18444,10135,8260,18513,10473,7813,18329,10279,8022,18252,9676,7716,18114,9606,7998,16801,351,10472,21497,11885,9349,24994,13526,11023,24640,13486,10484,23897,13362,10518
91,91,55344,51134,1087,858,1808,551,57,0,0,56798,51336,1516,1171,2440,710,20,0,0,60072,52892,1763,1421,2446,1106,119,58250,52389,1726,1504,2062,588,81,771,1516,144,0,175,1518,58093,51852,1505,1757,2288,781,47,42099,39736,612,356,1046,367,26,0,0,43201,40370,520,579,1358,365,10,479,1227,103,10,0,46477,42030,1036,720,1554,740,79,46477,42030,1036,482,1373,174,40,104,1238,44652,41743,823,571,1182,310,0,0,0,0,0,0,45361,41938,852,699,1448,477,0,456,1234,175,0,46719,43047,1144,619,1387,431,0,369,1043,136,0,29512,17279,11707,29051,16323,12728,29596,14067,13347,29249,14403,13692,26888,15996,10853,27023,14291,12049,26716,14132,11833,26443,14918,11496,26432,14529,11136,28835,15075,12915,33107,17188,15204,28273,15201,12618,26820,14101,12652,27202,15054,11815,26993,14983,11991,26914,13847,11808,26773,13935,12079,26986,14533,12453,30601,16259,14000,35175,18087,16494,34778,18245,15683,34366,18704,15614
92,92,55494,51603,807,774,1862,557,54,0,0,56399,52309,745,1044,1947,427,41,0,0,58946,52244,1305,1234,2526,1180,67,57698,53217,935,1113,2134,462,59,603,1792,165,22,8,976,58490,53437,1064,791,2689,554,137,43586,41105,519,453,1171,403,34,0,0,44840,42195,509,610,1088,375,36,485,900,95,24,0,46728,42305,852,750,1587,835,31,46728,42305,852,524,1419,223,8,110,1287,45941,43174,610,621,1136,291,20,0,0,0,0,0,46763,43729,730,479,1439,352,25,396,1318,146,25,47079,43878,734,622,1391,384,12,524,1297,199,12,28303,16354,11450,27145,14771,12374,27865,12363,13469,27562,12811,13608,23726,13359,10366,23831,11792,11367,23513,11559,11328,23345,12408,10936,23316,11933,10804,25945,12619,12579,30133,14021,15466,25378,12409,12570,23770,11181,12560,23983,11850,11817,23841,11875,11958,23808,11003,11711,23620,10985,12019,23868,11474,12394,27822,13197,14313,33073,15153,17461,32697,15325,16604,32216,15942,16257
93,93,56761,52661,968,698,2053,502,55,0,0,60510,54587,1539,1037,2419,550,453,0,0,59422,52391,1714,1058,2984,988,89,59426,53034,1425,950,2963,668,487,475,2587,240,381,29,1262,61295,54537,1855,845,3243,538,97,45665,43057,607,375,1317,349,36,0,0,47851,44852,689,502,1375,407,18,390,1309,255,12,0,47696,42906,1129,655,2041,706,62,47696,42906,1129,420,1747,192,19,86,1197,47032,43768,604,523,1673,498,10,0,0,0,0,0,48139,44859,629,528,1737,374,45,364,1574,94,45,47619,44499,523,488,1654,334,102,358,1460,55,102,32041,19614,11879,31206,17820,13386,32057,15887,13662,31475,15919,14441,27553,16634,10883,27654,15047,11968,27273,14903,11717,27034,15476,11539,27040,15188,11165,29389,15796,12744,32671,17321,14630,28809,15868,12425,26992,14695,12245,27232,15445,11489,27042,15346,11681,26972,14128,11558,26831,14345,11810,27087,15006,12081,30838,16845,13671,35992,19215,16231,35537,19140,15604,35235,19840,15340
94,94,54700,50526,712,738,2420,360,34,0,0,57461,51501,1017,974,3516,422,39,0,0,59265,52431,1225,1051,3415,801,65,57732,51470,1199,1288,3462,624,36,638,2977,138,0,42,1281,59598,52539,1408,1496,3603,599,110,40492,38197,396,279,1402,230,23,0,0,42722,39695,563,443,1735,280,0,317,1588,152,28,0,45020,40821,774,548,2074,530,37,45020,40821,774,327,1922,120,7,101,948,43319,39748,722,511,1997,309,0,0,0,0,0,0,45058,40675,1048,694,2266,318,50,596,2011,125,50,46212,41996,925,714,2177,245,20,608,1913,78,20,28919,16118,12380,29017,15448,13569,30379,13747,14628,30056,14143,14973,27297,15381,11914,27397,13362,13437,27001,13248,13168,26720,14018,12701,26597,13431,12491,29415,14500,14203,34760,17056,17051,29177,14666,14071,27799,13459,14291,27748,14244,13154,27561,14156,13391,27461,13101,13268,27296,12942,13637,27820,14199,13621,31923,15804,15776,37049,17881,18675,36786,17998,18011,36654,18526,18126
95,95,57306,52160,1720,1166,1847,523,53,0,0,58411,52611,1935,1777,1732,519,49,0,0,59805,51848,2933,1775,1959,1025,95,58326,52547,1830,1817,1669,450,55,1248,1313,197,21,82,1082,59432,52426,2488,2107,1609,612,33,45812,42629,997,654,1225,351,37,0,0,46920,43546,981,925,993,454,22,821,873,328,21,0,48133,42952,1823,1070,1320,721,63,48133,42952,1823,703,1121,185,23,146,1180,46571,43386,892,938,930,395,23,0,0,0,0,0,47326,43899,1000,1192,825,396,15,849,711,167,15,47309,43630,1186,1227,931,351,0,877,789,89,0,30137,18825,10816,29100,17366,11734,30058,14887,12698,29443,15032,13268,26159,16310,9841,26278,14738,10848,25903,14478,10826,25695,15090,10599,25558,14553,10281,27824,15186,11797,30311,16135,13577,26698,14696,11500,24809,13327,11429,24799,13845,10632,24555,13736,10805,24476,12672,10619,24302,12704,10949,24745,13684,11061,28158,15022,12842,32720,16489,15775,32334,16666,14874,32095,17230,14860
96,96,58113,54541,858,1029,1328,464,41,0,0,58907,55254,1024,896,1477,328,51,0,0,59415,53905,1236,1437,1658,821,54,59344,55235,1035,900,1742,298,35,505,1155,38,11,79,1284,59055,54694,1041,768,1800,307,123,44851,42726,514,528,822,290,26,0,0,45637,43601,452,499,873,201,4,369,736,87,35,0,46364,42717,813,859,1098,580,33,46364,42717,813,595,929,140,2,121,1047,45807,43773,492,468,879,178,4,0,0,0,0,0,45768,43728,516,379,916,209,4,225,825,39,4,45417,42518,795,477,1283,314,0,306,1074,73,0,29729,18519,10663,29587,17871,11716,29158,14747,12416,28798,15435,12336,26652,16811,9836,26788,14965,11223,26390,14781,11029,26233,15587,10643,26103,14915,10508,28168,15684,11774,32226,17571,14057,27679,15550,11711,26337,14329,11955,26365,15099,10898,26154,15073,11062,26125,13964,10925,25891,13900,11208,26334,14878,11456,29390,16253,12810,33139,17673,14921,32877,17955,14143,32652,18295,14344
97,97,58864,55708,1594,580,680,363,24,0,0,61014,57477,1755,557,772,633,74,0,0,58975,54317,2006,498,936,813,41,61251,57321,2044,516,835,482,91,293,578,207,33,132,640,60329,55377,2403,595,1173,332,50,43770,42140,877,203,352,225,15,0,0,47437,45358,1023,294,337,398,17,223,244,160,48,0,46726,43771,1262,236,555,568,25,46726,43771,1262,145,369,92,7,118,962,47902,45770,1114,248,448,311,25,0,0,0,0,0,47939,45321,1368,232,750,221,30,147,643,68,30,48355,45480,1683,195,766,175,4,117,589,47,4,35840,11762,23660,36796,10488,26308,36789,10370,24013,36837,9488,26664,34377,11209,23133,34615,9673,24527,34321,9372,24506,33881,10365,23494,33565,9688,23270,36313,10578,25033,41950,13569,27708,36372,11437,24432,35430,10923,24435,35492,11624,23572,35109,11167,23925,35044,10609,23415,34544,10151,23761,34525,10329,24196,38812,12445,26042,42897,13909,28349,42603,13523,28403,41605,12282,29279
98,98,56707,53691,1418,524,799,340,37,0,0,58670,55006,1334,610,1409,473,41,0,0,59835,54387,2025,932,1330,683,61,59100,54183,1819,622,2228,504,13,280,1950,95,0,78,692,59929,54744,1753,898,1862,708,37,41992,40352,745,236,463,218,25,0,0,44521,42819,648,199,588,243,0,144,559,80,4,0,46126,42734,1234,505,848,457,40,46126,42734,1234,337,677,75,7,139,923,44734,42453,921,228,914,280,0,0,0,0,0,0,45367,43176,923,432,687,223,0,257,585,34,0,46604,43627,1087,595,979,287,8,322,611,50,8,32776,10861,21519,34370,9829,24541,34183,9267,22985,34392,8586,25146,31782,10173,21594,31959,8346,23226,31693,8234,23070,31364,9216,22146,31149,8637,21956,33829,9455,23792,39607,12277,26823,34303,10373,23552,33685,9924,23727,33744,10554,22948,33434,10185,23243,33339,9673,22744,32968,9256,23160,33157,9434,23723,37276,11521,25489,41920,13278,28055,41595,12889,28058,40655,11658,28966
99,99,55447,52818,1226,441,682,283,33,0,0,56688,53532,1434,892,622,258,17,0,0,59032,54207,1872,685,1098,725,69,56561,52617,1416,1118,600,277,21,694,418,98,7,603,708,58945,54925,1355,912,960,445,15,41343,39866,716,172,392,181,18,0,0,43336,41771,723,323,275,179,10,313,239,147,14,0,45709,42736,1097,359,661,497,48,45709,42736,1097,197,497,82,18,88,994,43794,42032,687,524,334,172,4,0,0,0,0,0,46204,44144,752,499,453,291,10,375,348,155,10,47381,44700,1067,739,578,286,16,413,453,93,16,32555,11030,21135,34257,9748,24509,34405,9580,22707,34472,8726,25067,31882,10496,21347,32023,8728,22889,31803,8694,22712,31487,9646,21819,31291,9078,21701,33966,9866,23449,39690,13080,25989,34306,10931,22938,33597,10562,22966,33663,11216,22171,33315,10773,22531,33307,10282,22052,32856,9810,22482,32993,9968,23025,37116,12156,24657,41608,13863,27129,41328,13544,27178,40463,12178,28251
