ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
23,23,56246,47410,1571,4543,2585,307,58,0,0,57095,45526,1991,5973,3361,495,58,0,0,59097,45259,2563,6569,3836,586,83,57221,44995,2258,6019,3571,470,52,5075,2632,134,11,36,2078,59033,46168,2547,6039,3694,480,138,42802,36850,943,3209,1670,203,35,0,0,41757,34901,1090,4103,1339,245,14,3766,1152,124,73,0,45756,36189,1572,4701,2544,391,52,45756,36189,1572,4240,2221,73,18,288,1155,42332,34992,1188,4320,1499,261,8,0,0,0,0,0,43511,35840,1243,4314,1701,301,10,3821,1463,35,10,43078,34780,1499,4363,2169,273,4,3903,1899,65,4,36539,18919,17269,36892,17904,18988,36285,20128,13654,36254,18125,17674,34082,20318,13721,34195,18417,15366,33891,18688,14861,33501,19327,14128,33146,18505,14173,35717,20161,14918,39826,25062,14161,34959,21459,13023,33397,20788,12532,33417,21485,11737,33165,20818,12324,33029,20227,11862,32727,19753,12591,29297,14373,14518,36172,22850,13058,39007,24704,13574,38747,24267,14034,38035,23089,14416
24,24,55834,50459,1186,1871,2118,318,25,0,0,57721,49713,2009,2333,3363,250,81,0,0,59858,50086,1951,2839,3899,826,63,57838,49192,2429,2793,3220,335,25,2023,2816,83,25,50,1219,59542,50156,2557,2721,3254,376,44,42642,39381,627,1142,1330,195,11,0,0,43916,39450,1261,1314,1721,142,15,1219,1606,58,24,0,46818,40395,1203,1867,2577,559,46,46818,40395,1203,1594,2334,119,8,96,1069,43660,38813,1378,1590,1672,196,25,0,0,0,0,0,45349,39724,1493,1937,1989,221,45,1756,1848,81,45,45995,40197,1437,2026,2117,190,5,1772,1952,63,5,33601,12743,20459,34504,11832,22672,34551,12144,20114,34657,10902,23055,32160,13112,19010,32346,10904,20996,32054,10920,20709,31715,11930,19758,31483,11357,19574,34113,12384,21034,39239,16349,22201,34095,13867,19756,33126,13529,19556,33192,14333,18576,32843,13768,19060,32752,13210,18539,32419,12694,19142,32398,12832,19566,36558,15609,20629,40800,18051,22074,40501,17625,22208,39583,16204,23338
25,25,59230,53582,2219,631,2328,616,45,0,0,57562,50740,2715,1096,2523,620,0,0,0,59611,50431,3371,1540,2729,1297,66,57524,50249,2936,1166,2587,629,0,833,2143,233,0,48,1074,60171,52322,3248,1292,2441,604,258,46157,43020,1195,294,1313,392,31,0,0,44814,41697,905,500,1268,431,0,458,1139,250,4,0,47409,41727,1976,852,1674,920,35,47409,41727,1976,642,1517,235,8,98,1206,44540,41321,970,556,1295,419,0,0,0,0,0,0,46254,42923,949,669,1275,388,0,468,1152,106,0,46247,42184,1430,713,1420,394,5,425,1189,41,5,30480,16602,13332,29931,15276,14655,28986,11178,15527,28251,10954,15986,24993,12480,12483,25098,10362,14213,24788,10616,13633,24572,11649,12910,24451,10741,13036,27126,11403,14955,31789,13135,18034,26726,11434,14805,25110,10259,14786,25186,10776,14022,24903,10921,13963,24855,10345,13575,24679,9879,14120,18987,0,18956,28595,12037,16200,32596,13541,18556,32301,13618,17916,31224,12135,19064
26,26,57754,45909,5128,1422,4980,597,48,0,0,56799,42665,5494,2200,6273,722,47,0,0,59217,42400,6603,2571,6527,1250,89,56557,41904,5626,2477,6567,673,21,1597,6036,216,0,19,1159,58444,42323,6290,2681,6627,780,39,43531,36990,2869,677,2738,362,32,0,0,41735,34897,2253,1083,3075,405,0,1029,3012,180,30,0,45459,35169,4021,1337,4011,834,73,45459,35169,4021,1047,3785,174,12,135,1116,41199,34227,2343,1197,3033,361,0,0,0,0,0,0,42701,34758,2797,1412,3319,394,0,1198,3195,128,0,42952,34152,3304,1329,3661,338,110,1063,3473,74,110,28717,16611,11702,28259,15657,12602,26476,12665,11813,26292,12375,12909,22936,12778,10121,23096,11296,11318,22777,11198,11010,22657,12296,10340,22397,11645,10174,25057,12507,11822,29054,14743,13701,24216,12488,11318,22582,11386,11133,22630,11782,10535,22316,11570,10725,22316,11104,10289,22131,10917,10651,15368,0,15343,25877,13259,12297,29734,15014,14224,29380,14983,13607,28371,13957,14365
27,27,58823,55696,1243,905,667,383,36,0,0,59612,55530,1869,1200,757,365,20,0,0,60058,54884,2002,1119,991,760,48,59581,55428,1933,1129,826,365,15,685,667,130,4,21,714,59497,55007,1915,1201,876,435,14,45274,43303,672,709,345,261,24,0,0,46505,44127,1066,759,305,235,0,617,244,138,37,0,47890,44399,1274,864,587,536,30,47890,44399,1274,713,455,131,2,109,807,46941,44643,1007,722,276,259,4,0,0,0,0,0,47368,44978,1079,757,312,260,4,596,215,112,4,48195,45566,1139,854,327,290,42,727,218,74,42,33926,14827,18540,34047,12996,21051,33748,10897,20592,33628,10493,22159,30562,12115,18413,30751,10067,20250,30421,10139,19770,30180,11245,18908,29830,10491,18745,32608,11050,20859,37538,12952,23953,32525,11323,20758,31482,10377,21059,31573,10999,20242,31160,10865,20279,31115,10304,19731,30844,9855,20283,25196,0,25174,34674,11930,22422,38738,13283,24896,38450,13261,24358,37444,11858,25546
28,28,54483,51983,1014,541,581,438,32,0,0,56582,53370,1219,706,769,483,37,0,0,59628,54895,1578,769,788,994,69,57044,53477,1218,830,888,443,41,324,443,104,12,46,1409,59707,55408,1311,1080,794,540,6,39796,38408,574,247,319,266,23,0,0,41691,40054,467,387,458,338,0,205,359,90,4,0,44606,41610,921,443,495,689,35,44606,41610,921,261,342,122,5,117,1228,42071,40471,402,428,444,315,10,0,0,0,0,0,44435,42488,542,568,472,435,4,322,181,87,4,45694,43728,696,533,392,341,0,377,196,38,0,27449,13040,13784,27641,12142,15499,28702,9455,17046,28141,10156,16891,23296,10477,12802,23422,9138,13494,23241,9236,13404,23166,9559,13590,23082,9373,13082,26703,10038,15849,34397,12045,21527,27328,9993,16861,26268,9198,17048,26274,9658,16224,26122,9379,16733,26147,8847,16143,26099,8948,16433,26184,9133,17051,31129,10934,19776,37399,12595,23969,36986,12814,23154,36553,12210,24307
29,29,58559,55588,2033,283,289,401,34,0,0,58192,53828,3132,426,407,396,31,0,0,59983,53149,4645,547,426,1149,66,58238,53490,3292,429,321,451,174,296,149,120,55,29,787,59488,53782,3814,450,512,643,35,44625,42864,1225,118,180,244,19,0,0,43672,42394,660,215,146,278,10,190,84,110,12,0,46148,42112,2611,268,258,778,41,46148,42112,2611,143,132,143,14,73,920,43942,42491,737,213,215,359,4,0,0,0,0,0,44734,43254,768,181,185,382,4,133,73,68,4,44347,42302,1050,454,243,278,5,291,172,32,5,29179,16063,12424,27919,14183,13736,28930,10547,16669,28493,11309,16100,24281,12146,12126,24424,10090,13742,24030,10071,13306,23941,10853,13077,23849,10515,12713,26850,10976,15228,32563,12126,19768,26684,10575,15742,25219,9242,15948,25266,9902,14957,25112,9854,15246,25082,9146,14955,24923,9195,15060,25199,9536,15663,29184,10917,17948,34124,11981,21475,33778,12486,20463,33452,13059,20369
30,30,54522,51390,1057,668,1025,428,50,0,0,57874,53973,1478,925,1182,369,48,0,0,59314,53499,1886,1213,1159,1130,97,58412,54456,1604,881,1145,398,42,525,718,115,11,10,980,59803,55210,1657,776,1432,450,74,41268,39447,630,351,585,272,30,0,0,44412,42341,788,510,526,238,4,378,335,90,17,0,46155,42217,1242,731,789,805,66,46155,42217,1242,449,590,189,29,144,1295,44999,42815,760,501,628,260,8,0,0,0,0,0,46356,44144,814,448,724,181,8,270,503,53,8,47168,44876,851,319,761,231,12,246,462,19,12,30717,15659,14558,30088,14209,15879,31676,13444,15564,31130,13109,17036,27255,14185,13055,27361,12968,13584,27232,13061,13636,27073,13196,13866,26969,13007,13372,29994,13993,15094,35928,17324,17713,29985,14392,15021,28566,13722,14810,28568,14083,14181,28402,13678,14711,28454,13088,14119,28384,13142,14624,28473,13577,14896,32855,15712,16747,38265,17872,19564,37906,17682,19551,37476,17108,20328
31,31,56907,48492,7059,683,555,382,39,0,0,57260,47902,7786,849,618,454,10,0,0,59181,48157,8030,925,804,1120,45,56631,47750,7259,725,727,347,30,340,481,151,11,10,624,57700,48103,7507,938,610,491,37,42584,37797,3994,336,329,241,27,0,0,42308,38657,2850,297,255,221,0,207,211,123,4,0,46604,39421,5141,527,558,788,33,46604,39421,5141,352,404,90,7,111,1078,42832,38929,3056,262,371,218,0,0,0,0,0,0,44090,39809,3135,476,373,296,0,340,263,97,0,44300,39558,3463,514,479,244,4,335,296,67,4,27838,12963,14429,28164,11995,16169,27808,9958,15806,27601,9810,16877,25080,11166,13880,25233,9385,15290,24987,9424,15074,24838,10046,14770,24623,9648,14347,26999,10315,16009,32446,12742,19136,26900,10586,15885,25637,9759,15824,25665,10215,15059,25509,9896,15598,25571,8898,15930,25304,9147,15569,25625,8968,16347,29374,11373,17668,33854,12872,20512,33543,12716,19992,32968,11133,21251
32,32,56953,52177,3085,758,611,423,33,0,0,59273,53345,3913,813,1114,552,77,0,0,58981,51162,4242,978,917,1188,67,58915,51865,4947,701,1000,631,79,315,476,56,21,42,1189,59111,51431,5224,781,795,585,57,42097,39330,1752,377,393,273,23,0,0,44618,41553,1772,447,527,226,20,349,414,49,88,0,45797,40673,2632,574,624,880,49,45797,40673,2632,368,443,109,11,123,1438,44376,41119,1968,328,508,250,20,0,0,0,0,0,45247,41733,2338,380,402,269,0,266,242,53,0,46130,41121,3571,542,372,319,0,379,232,46,0,27259,12875,13933,28336,12326,16010,28423,9478,17230,28265,9484,17706,24977,10796,14135,25137,9042,15341,24841,9197,15126,24672,9646,15005,24417,9393,14419,27638,9995,16955,34632,12064,21983,27668,9931,17351,26388,9072,17243,26448,9425,16671,26200,9232,16951,26196,8601,16619,26051,8622,16813,26351,8462,17682,31120,10786,19987,36953,12435,23990,36535,12412,23129,36287,11312,24347
33,33,57897,52876,3516,619,574,429,37,0,0,58602,53549,3411,725,558,480,115,0,0,59759,52644,4082,934,766,1012,47,59639,54248,3383,1011,600,389,89,628,392,35,43,7,910,60276,54522,3432,1129,612,388,53,44119,41106,2090,308,355,307,23,0,0,44830,42422,1556,378,269,122,55,311,182,36,30,0,47535,42907,2601,561,488,716,35,47535,42907,2601,383,348,111,12,105,1068,46335,43558,1601,608,398,140,45,0,0,0,0,0,46708,43789,1537,656,438,273,0,596,363,32,0,47886,44580,1689,766,539,331,11,600,428,41,11,29776,12470,16901,31068,11796,19272,30839,9889,19072,30704,9703,20114,28196,11279,16866,28379,9622,18191,28111,9494,18129,27861,10357,17483,27701,9801,17280,30087,10350,19080,35651,12541,22504,29984,10622,18953,28745,9827,18814,28751,10331,18050,28571,10130,18415,28485,9446,18021,28267,9301,18325,28648,9148,19310,32433,11343,20731,36852,12720,23584,36560,12624,23143,35905,11222,24174
34,34,56057,51756,644,305,347,3136,38,0,0,55742,50654,1102,540,470,3081,28,0,0,59520,53546,1022,516,483,3652,63,55971,50774,1129,412,476,3060,28,230,276,2547,19,114,879,59421,53692,1240,481,472,3248,16,45862,43166,367,178,217,1974,22,0,0,46093,42904,562,296,322,1969,23,232,212,1756,21,0,49742,45743,622,310,338,2417,37,49742,45743,622,196,202,1718,5,137,1119,46195,43102,587,211,320,1989,18,0,0,0,0,0,49041,45822,600,198,314,2035,4,172,160,1727,4,50002,46800,589,312,258,1959,15,168,99,1466,15,35000,17925,16346,34214,15933,18281,34290,12539,19825,33931,12763,19846,31179,14249,16890,31332,12031,18616,31016,12400,18123,30708,13084,17600,30544,12508,17439,33092,13183,19213,38513,15597,22335,33426,13657,19354,32502,12754,19683,32585,13416,18763,32423,13513,18897,32304,12538,18724,32105,12317,19111,32518,12668,19850,35786,14469,20995,39968,15784,23652,39626,15961,22890,38984,14447,24503
35,35,60678,58294,870,400,435,707,40,0,0,58991,55964,1065,805,491,724,103,0,0,59891,55817,1238,611,587,1260,51,58753,55306,1172,824,723,730,106,351,264,285,2,88,1297,60243,56176,1243,778,857,933,86,47662,46326,475,138,257,456,26,0,0,47262,45597,496,272,260,598,5,210,174,272,114,0,48377,45828,735,245,378,846,34,48377,45828,735,122,262,290,6,83,1051,47190,45298,507,400,491,482,4,0,0,0,0,0,48618,46631,523,368,589,548,4,196,219,213,4,48741,46545,550,364,654,603,0,151,230,149,0,32457,16854,14898,32314,15038,17276,31917,10895,19315,31407,11615,18361,28826,12998,15812,29135,10196,17752,28557,10289,17709,28373,11360,16987,28132,10996,16427,30608,11349,18560,35507,12445,22620,30408,11068,19032,29230,9738,19456,29341,10325,18579,29036,10621,18409,29015,9799,18302,28808,9471,18585,29199,9330,19587,32688,11447,20971,37223,12696,24019,36950,13105,22999,36356,11544,24793
36,36,59676,56279,717,329,391,2023,64,0,0,58109,54001,1071,512,472,2202,46,0,0,60015,54611,1365,554,476,2682,107,58082,53819,1042,639,465,2127,64,405,184,1495,21,64,1045,60076,55309,1219,683,447,2327,32,47711,45542,442,176,273,1299,47,0,0,47019,44590,480,266,283,1380,8,246,135,1098,22,0,48971,45439,850,289,286,1734,64,48971,45439,850,167,170,986,14,77,1268,47138,44551,488,377,301,1408,0,0,0,0,0,0,48802,46047,577,453,237,1524,0,203,131,953,0,48909,46168,637,383,226,1441,12,186,98,868,12,31479,16344,14381,30507,14542,15965,30283,9526,19569,29628,9787,18693,25814,11160,14647,26050,9144,16472,25645,9097,16067,25431,9855,15571,25358,9396,15434,28230,9812,17962,34096,10858,22824,28856,9671,18946,27994,8644,19294,28025,9088,18553,27863,9331,18517,27726,8566,18295,27593,8361,18601,27174,2084,21221,31377,10009,21125,36061,10944,24713,35826,11419,23421,35276,11086,24113
37,37,58492,52839,2393,2389,443,481,55,0,0,58428,51917,3103,2400,683,623,63,0,0,59609,50791,4016,2993,578,1035,37,58124,51570,3026,2442,677,598,114,1709,469,156,56,1,1135,58868,51583,3211,2640,912,697,81,45606,41569,1317,2098,261,354,46,0,0,45256,41754,1315,1476,229,399,4,1376,181,180,91,0,47579,41138,2545,2527,417,770,22,47579,41138,2545,2332,330,240,3,90,901,45621,41527,1431,1883,256,400,39,0,0,0,0,0,46194,41933,1392,2089,323,397,35,1638,213,103,35,46969,41832,2206,2156,314,412,27,1771,159,204,27,27050,12542,14071,27571,12756,14815,27073,9420,16046,27080,10030,16170,23297,10707,12586,23549,9396,13707,23338,9131,13820,23005,9791,13212,22862,9130,13188,25347,9782,15044,30490,11040,18994,25473,9556,15619,24294,8699,15587,24477,8923,15303,24199,8906,15293,24109,8485,14846,23896,8199,15099,18703,756,17943,27619,9967,17416,31676,11116,20115,31383,11300,19303,30233,9948,20281
38,38,60330,55021,3740,663,571,421,35,0,0,59988,54001,3980,1143,584,410,85,0,0,59247,51600,4568,1046,656,965,51,60304,53914,4189,1121,707,473,44,721,289,149,6,19,1018,59831,52678,4772,1103,759,680,49,45697,42528,2223,355,341,277,23,0,0,46135,43277,1595,802,172,231,4,722,92,84,72,0,46391,41585,2747,544,454,659,34,46391,41585,2747,375,297,144,9,90,1144,46549,43517,1647,756,298,298,4,0,0,0,0,0,46673,43252,2139,638,321,322,4,422,154,99,4,45956,42840,1941,510,328,293,0,262,128,36,0,29714,13403,15789,30182,12619,17563,29476,9544,17988,29403,9958,18522,25561,10782,14762,25788,9126,16163,25518,9006,16047,25200,9833,15354,25028,9060,15288,28010,9935,17431,33301,11568,21110,27559,9832,17357,26093,8929,17145,26263,9272,16643,25982,9180,16794,25924,8697,16212,25773,8522,16524,25967,8734,17233,29940,10417,19203,34438,11687,22181,34148,11839,21513,33556,10923,22603
39,39,59941,55888,2351,945,401,465,47,0,0,59335,54639,2569,925,603,632,21,0,0,59796,53927,2870,1240,506,1057,101,59117,54023,2669,1091,760,608,101,742,362,241,3,43,1031,59398,53881,2762,1162,814,687,223,46870,44033,1513,758,272,353,34,0,0,46049,43645,1146,539,232,469,4,507,169,289,52,0,47563,43497,1825,904,351,792,64,47563,43497,1825,723,223,220,16,100,959,45957,43204,1266,733,215,467,4,0,0,0,0,0,46755,43885,1378,696,294,406,24,576,214,148,24,47008,44030,1485,645,321,348,19,463,227,119,19,30046,13548,15829,30190,13143,17047,29782,9455,18671,29474,10026,18424,26052,11125,14908,26305,9458,16337,26013,9320,16204,25826,9997,15814,25677,9221,15472,28221,9973,17692,33617,11240,21887,28516,9841,18357,27643,8958,18654,27666,9372,17942,27416,9220,18184,27363,8716,17751,27030,8312,17858,22593,435,22105,30693,10249,20184,34594,11278,22789,34354,11733,21815,33371,10356,22991
40,40,57201,53105,2123,1051,426,667,53,0,0,58344,53053,2893,1485,488,560,72,0,0,59478,52913,2832,1457,651,1191,61,58671,53119,3056,1537,485,574,31,822,267,195,0,15,1194,58822,52936,2632,1561,540,815,11,44153,41543,1243,733,260,431,25,0,0,45220,42498,1119,976,230,396,0,744,169,167,20,0,47068,42625,1804,990,441,819,39,47068,42625,1804,777,318,272,10,112,1150,45101,42467,1060,1033,214,404,0,0,0,0,0,0,46118,42972,1301,1069,294,538,0,721,137,173,0,45722,42144,1325,1180,402,586,22,792,295,149,22,29058,17629,10937,29732,17997,11735,29171,14414,12975,29153,16037,12309,26837,16314,10509,26939,15226,11102,26645,14461,11660,26432,15483,10940,26071,14461,10969,28542,15671,12249,33286,17654,15074,27967,15317,12297,26478,14349,12102,26533,14979,11273,26253,14363,11881,26251,13970,11278,26067,13773,11631,23700,9567,13760,30027,16162,13591,34241,17681,16021,33906,17953,15217,33068,17080,15978
41,41,58177,54411,1915,429,418,1106,26,0,0,58419,53666,2165,1005,441,1196,32,0,0,59672,53009,3167,986,527,1626,67,58509,53730,2223,883,467,1159,8,593,313,765,0,111,767,59851,53418,3209,1025,488,953,8,44666,42388,1157,193,286,684,18,0,0,44347,42069,840,517,152,748,0,487,109,578,10,0,46466,42117,2039,531,342,1098,45,46466,42117,2039,390,235,557,8,64,1056,44552,42255,935,494,220,707,0,0,0,0,0,0,45307,42650,1326,569,218,610,0,453,124,333,0,44947,42239,1397,510,271,509,12,252,146,195,12,27309,15897,10832,27773,15677,12096,27161,11132,14464,27003,12445,13629,24155,12988,11155,24120,11664,11933,24005,11052,12426,23772,11793,11971,23588,11022,11863,26016,11995,13463,31304,13206,17617,25850,11512,14028,24568,10445,14099,24614,11094,13176,24412,10627,13776,24408,10289,13280,24254,10015,13582,24062,9824,14014,28160,12034,15876,32684,13219,18898,32364,13676,17845,31680,13581,18072
42,42,51892,47291,1826,1419,1099,341,63,0,0,54762,48685,2436,1556,1685,519,31,0,0,59201,50673,3178,2223,1968,1008,84,55060,49055,2241,1623,1738,497,18,716,1150,185,2,7,1702,57151,49895,2919,1796,2066,674,32,39194,36538,1058,747,670,215,34,0,0,40662,37793,801,979,662,367,14,718,584,221,15,0,45726,40150,1987,1319,1347,751,73,45726,40150,1987,969,1156,129,32,75,1228,41269,38239,1023,979,625,359,4,0,0,0,0,0,42909,39470,1172,869,949,451,4,599,665,117,4,44800,41128,1423,943,919,358,12,722,673,94,12,27797,17111,10250,29541,18085,11456,29914,15878,11942,29677,16962,11933,28147,17797,10316,28261,16806,10908,27858,16139,11245,27709,16930,10756,27324,16067,10591,29897,17366,11848,35843,20510,14745,30546,17857,12259,30075,17504,12500,30194,18233,11682,29828,17392,12422,29809,16904,11736,29504,16683,12118,25214,9752,15153,33733,19557,13878,38624,21869,16129,38335,21959,15671,37158,20954,16161
43,43,56650,51429,2916,1201,880,372,46,0,0,57746,51288,3388,2023,1005,383,177,0,0,59228,50881,4244,1756,1183,971,71,57665,50496,3675,2037,1089,476,77,1016,616,86,48,140,1596,59449,51055,4280,1791,1483,723,2,44447,41108,1741,809,598,258,37,0,0,45750,41750,1950,1200,559,227,55,971,485,49,53,0,47534,41885,2803,1098,845,639,56,47534,41885,2803,872,702,121,11,92,1048,45686,41247,2170,1260,693,298,49,0,0,0,0,0,45909,41849,1813,865,894,458,4,662,554,67,4,46193,42132,1921,684,879,509,5,463,407,61,5,30579,18615,11514,30683,17670,13013,30561,15131,13093,30215,15834,13505,26727,16105,10593,26859,14963,11274,26466,14443,11519,26183,15308,10852,25903,14482,10707,28708,15622,12338,31957,17212,14166,27721,15282,11974,25998,14255,11685,26049,14897,10887,25712,14195,11496,25783,13458,11448,25523,13615,11263,25827,13602,11993,29401,15933,13188,33874,17543,15775,33548,17685,15171,32757,16010,16242
44,44,58730,52437,3114,2043,834,447,58,0,0,59458,52563,3534,1938,1077,500,49,0,0,59756,49920,4227,2958,1257,1268,94,59783,52270,3807,2431,936,540,47,1471,671,159,9,0,1395,60337,52255,3468,3103,1072,372,13,44732,41169,1731,1047,530,303,36,0,0,45016,41667,1468,989,506,363,14,779,423,156,41,0,46560,40519,2468,1588,829,918,63,46560,40519,2468,1177,627,104,16,104,1545,45629,41982,1590,1267,505,307,8,0,0,0,0,0,46387,42273,1513,1698,566,308,4,1267,451,154,4,46846,42183,2066,1635,643,266,8,1271,460,45,8,29222,19480,9247,29037,18500,10537,27303,14382,10936,27104,15783,10441,24302,15689,8581,24443,14801,8994,24057,14383,9145,23942,15127,8794,23577,14375,8461,26140,15346,10106,30574,17208,12765,25304,14743,10144,23403,13559,9788,23529,14145,9075,23225,13474,9730,23340,12834,9723,23100,12971,9361,23377,13029,10067,27225,15514,11402,31748,17300,13873,31431,17371,13177,30789,15906,14323
45,45,59232,43786,7246,7210,824,633,65,0,0,59616,42232,8847,7124,1212,1005,77,0,0,59601,40517,9224,7632,1089,1613,71,59649,41788,8921,7079,1253,972,91,5405,756,248,6,224,2300,59802,42063,9361,7241,941,936,9,43815,34645,4033,4365,541,411,39,0,0,42578,34501,2868,4341,483,453,4,3817,385,128,58,0,45390,33069,5664,4773,778,1136,45,45390,33069,5664,4083,628,139,26,206,1575,42707,34677,2982,4167,488,361,4,0,0,0,0,0,43609,35231,3554,4135,389,271,10,3625,292,70,10,43421,34551,3765,4439,454,165,0,3874,373,5,0,27460,17467,9524,27139,17331,9808,25639,13655,10372,25223,14420,9875,22531,14325,8183,22637,13216,8796,22147,12786,8764,22049,13505,8519,21770,12826,8222,24304,13980,9696,28299,15495,12325,22801,12883,9589,20355,11116,9182,20478,11677,8517,20165,11066,9087,20284,10461,9150,20071,10656,8811,20221,10902,8984,24308,13337,10727,28709,15199,13115,28368,15386,12191,27560,14353,12685
46,46,56683,51866,3131,806,633,343,34,0,0,58570,52110,3500,1322,1348,543,37,0,0,59231,51552,4152,1334,1026,915,60,58428,51381,4155,1433,1211,464,22,634,706,41,5,17,1483,58648,51145,4150,1448,1597,598,29,42471,39760,1757,402,367,238,24,0,0,43984,41102,1267,540,767,252,8,417,587,31,48,0,45680,40994,2461,726,624,656,41,45680,40994,2461,499,470,103,10,82,1061,43939,41051,1397,636,613,216,4,0,0,0,0,0,44507,41370,1607,515,759,156,25,403,523,32,25,45929,42216,1962,731,777,205,0,580,591,19,0,30342,17984,11929,31354,17863,13491,31042,15605,13314,30439,16368,13277,28478,17005,11447,28604,15720,12417,28272,15311,12526,27984,16100,11868,27711,15242,11829,30286,16512,13117,35377,18970,15786,30462,16751,13287,29571,16162,13347,29694,16788,12606,29426,16163,13249,29324,15689,12523,29091,15421,12952,29310,15723,13315,33104,18025,14760,37676,20057,17021,37390,20092,16628,36624,19217,17373
