ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_17_GOV_Total,E_17_GOV_Dem,E_17_GOV_Rep,E_17_AG_Total,E_17_AG_Dem,E_17_AG_Rep,E_17_LTG_Total,E_17_LTG_Dem,E_17_LTG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_21_GOV_Total,E_21_GOV_Dem,E_21_GOV_Rep,E_21_AG_Total,E_21_AG_Dem,E_21_AG_Rep,E_21_LTG_Total,E_21_LTG_Dem,E_21_LTG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep
34,34,79774,63260,9398,4551,2524,498,138,0,0,86510,64523,12823,8387,3386,842,129,0,0,86374,60729,14915,6549,3590,1558,132,86651,60927,14999,6506,3597,1554,131,87479,64478,13481,8407,3267,1002,222,4562,2076,60,6,281,2540,86890,62946,13723,7830,3573,1075,214,65107,53697,6053,3187,2050,362,117,0,0,63923,53909,4340,3535,1781,246,12,3026,1439,147,184,0,69225,51206,9964,4664,2879,1107,108,69225,51206,9964,3592,2186,81,17,174,2005,65218,53988,5188,3622,1897,414,9,0,0,0,0,0,64784,53017,5278,3822,2112,395,32,3163,1421,27,32,64041,51417,6282,3908,1940,365,52,3286,1249,10,52,28282,12841,15075,29589,13043,16546,34001,14492,17082,21178,9855,11010,21016,9686,11307,21012,9663,11327,27447,13775,12932,30654,13908,16069,35262,16471,17964,34803,17065,17714,26472,10759,15496,26303,11063,15217,26275,10682,15569,32777,15002,17556,37456,16904,19803,36838,17669,19108
35,35,83549,76568,2988,3082,587,541,32,0,0,86178,76862,3943,4579,710,590,80,0,0,88197,76377,5154,4205,1029,1608,122,87055,75914,5059,3615,1030,1603,121,86314,76533,3896,4649,864,455,63,3554,551,130,34,348,1270,88314,77117,4635,4951,874,634,37,65493,60609,1778,2426,417,377,21,0,0,67147,61616,1647,3065,293,432,56,2861,210,191,68,0,70444,61992,3387,3205,699,1178,83,70444,61992,3387,2694,457,100,19,174,1621,67360,61457,1728,3250,507,318,27,0,0,0,0,0,69489,62941,2283,3273,587,362,8,2868,341,120,8,70637,63445,2712,3458,663,423,48,2920,409,76,48,38224,11749,25872,37083,10920,26163,40302,9594,28438,26794,7215,19221,26634,7063,19554,26568,6889,19662,33444,9968,22822,39618,10425,28612,45729,12355,32594,45397,13808,31557,37070,8399,28436,36873,8844,28000,36855,8393,28427,43489,11826,31490,48702,13286,34710,48340,14511,33763
36,36,80827,69879,2355,7397,780,674,79,0,0,82254,69548,3322,7970,1169,542,216,0,0,85831,69899,4050,8618,1310,1857,142,86397,70387,4062,8643,1314,1858,142,83111,70008,3364,7882,1291,744,240,6249,1005,292,183,36,1974,85098,70872,3654,8382,1364,725,338,63599,56208,1434,5085,546,485,49,0,0,64447,56960,1453,5044,504,371,105,4815,415,199,54,0,68865,57669,2575,6060,939,1411,84,68865,57669,2575,5319,700,155,34,240,2173,65558,57708,1608,5054,552,452,120,0,0,0,0,0,67297,58828,1696,5333,787,474,134,4443,610,62,134,68248,58939,2015,5592,817,705,0,4559,622,94,0,36430,14875,21068,36126,14719,21407,38567,13647,22552,25520,10133,15007,25319,9996,15302,25282,9782,15478,32367,13914,17769,38216,14972,22605,45150,17906,26308,44721,19200,25479,34738,12386,22043,34527,12835,21661,34531,12382,22121,42092,16850,25022,47194,18786,27644,46649,19880,26699
37,37,87734,80781,1231,4418,706,696,88,0,0,86507,78246,1791,5006,1008,628,64,0,0,86946,77367,2013,4383,1219,1840,136,87329,77726,2016,4396,1218,1839,135,86401,78050,1743,4723,1242,930,54,3772,907,106,20,59,1742,86444,77194,1939,4851,1228,1069,119,69812,64706,845,3274,509,521,63,0,0,69868,64164,1012,3644,627,400,14,3471,472,123,61,0,70760,63868,1290,3205,863,1324,96,70760,63868,1290,2779,624,131,39,159,1870,69431,63716,1018,3323,757,499,20,0,0,0,0,0,69707,63650,1089,3451,655,624,100,3120,327,100,100,69870,63612,1205,3209,832,762,72,2753,467,140,72,41023,16839,23510,40878,15926,24952,42584,12462,27900,28308,9363,18638,28103,9240,18835,28105,8634,19445,34465,12169,21736,40906,12679,27697,47906,14519,32591,47101,16835,30222,37345,10005,27134,37190,10412,26745,37155,10400,26713,44434,13808,30462,49280,14482,34149,48526,16583,31888
38,38,84929,49878,4931,28275,1824,793,102,0,0,87222,48961,5538,30743,2886,1360,31,0,0,87341,45939,7916,29322,2786,2100,116,87965,46187,7931,29582,2794,2101,116,86513,47611,5822,30564,3147,1200,77,27241,2524,190,48,197,2878,86607,46178,6215,30534,3485,779,129,66090,41648,3284,19719,1294,600,62,0,0,64632,40440,2073,19952,1408,417,20,19450,1162,175,404,0,68522,39366,5040,20805,2018,1572,64,68522,39366,5040,19201,1662,168,33,304,2748,63880,39972,1823,20015,1362,409,45,0,0,0,0,0,63808,39234,1939,20541,1462,411,95,20129,1224,86,95,61988,37128,2468,20200,1552,395,112,19306,1274,95,112,34184,21512,12183,32441,20697,11744,32823,18926,11942,19596,12394,6933,19407,12257,7136,19414,11950,7437,25501,16759,8281,29269,18318,10484,36336,22950,12614,35926,24220,11658,23046,13471,9330,22851,13676,9151,22838,13564,9227,31216,19663,11371,34895,21322,12915,34461,22150,12241
39,39,85264,75501,1926,6475,865,479,58,0,0,85382,74566,2500,6988,1074,621,31,0,0,84098,71564,2776,6703,1228,1706,94,84495,71920,2780,6720,1228,1707,94,85600,74764,2504,7155,943,660,42,5861,709,181,11,81,1492,84322,73710,2252,6973,998,803,41,67017,60174,1157,4716,571,374,40,0,0,67675,60727,943,5028,634,394,0,4629,579,147,78,0,67663,58818,1688,4873,856,1257,74,67663,58818,1688,4308,678,117,22,176,1856,67727,60836,877,5045,563,430,13,0,0,0,0,0,67142,60481,903,4873,590,331,10,4564,506,30,10,67621,60173,1223,4896,605,749,11,4544,449,87,11,41272,15417,25285,41325,14487,26838,42588,11850,28861,27498,8644,18544,27307,8488,18778,27282,7892,19371,34500,11407,22540,40480,12166,27811,46475,13955,31762,46380,16500,29835,36869,9549,27131,36682,9851,26813,36636,9935,26674,43705,13219,30305,48438,14063,33784,48013,15289,32670
40,40,82266,70657,2242,6493,2588,485,99,0,0,84024,69450,3395,7246,3649,544,362,0,0,86723,68965,3937,8575,3726,1532,134,86918,69135,3932,8575,3727,1530,134,84061,69006,3300,7503,3848,667,327,6308,3092,168,47,256,1879,86440,70090,3637,8367,3389,846,215,65668,57688,1461,4429,1815,382,61,0,0,64986,56760,1294,4959,1378,329,34,4770,1200,157,213,0,69963,57439,2518,6019,2712,1193,85,69963,57439,2518,5181,2348,101,17,200,2159,65442,56269,1608,5376,1604,354,50,0,0,0,0,0,67282,57770,1530,5702,1793,325,57,5471,1549,85,57,67889,57664,1992,5565,2115,360,7,4933,1881,74,7,44313,19035,24786,43264,18092,25172,44238,17018,24424,29384,12658,16291,28925,12283,16607,29162,11682,17440,36469,16891,18806,41497,17938,22827,48504,21183,26327,47902,22949,24917,36317,14656,21392,36154,14891,21220,36091,14806,21240,44222,19710,24244,48836,21745,26266,48415,22896,25446
41,41,85139,73708,2109,3133,5812,508,99,0,0,87954,73326,2450,3762,7697,557,164,0,0,88158,69491,3686,3775,9678,1284,93,87677,69127,3678,3651,9680,1287,93,88730,74497,2619,3457,7441,517,120,2877,6593,323,35,334,1448,89344,74198,3237,3597,7333,529,282,71463,61964,1675,2521,4984,397,87,0,0,70407,62160,1649,2749,3306,400,14,2605,2966,273,154,0,74213,58659,2945,3002,8412,1010,73,74213,58659,2945,2409,7342,76,26,238,2518,70171,62155,1688,2762,3308,354,14,0,0,0,0,0,71094,62034,2207,2944,3383,422,94,2530,2879,207,94,69740,60265,2639,2775,3477,399,115,2252,2816,80,115,38109,18936,18638,37486,17651,19835,39519,17643,18777,26179,13355,12358,25833,13064,12752,26001,12668,13312,32831,17713,14249,35877,17251,17810,42108,20409,20763,41403,21217,20155,30058,13224,16539,29875,13454,16395,29819,13367,16408,37460,18029,19142,41000,19462,20644,40686,20378,20225
42,42,83110,75369,1473,4599,1265,564,68,0,0,84643,75625,1938,5300,1606,312,212,0,0,84797,71894,2797,6428,1640,1717,103,84571,71725,2801,6349,1637,1718,96,85475,76069,2018,5345,1723,407,211,4547,1293,76,33,102,1340,84270,74229,2299,5166,1939,478,169,67444,61670,1081,3327,1037,426,51,0,0,68607,62190,1161,4150,775,181,33,3879,660,46,159,0,69600,59779,1973,4855,1278,1373,70,69600,59779,1973,4139,994,121,15,363,2216,69830,63169,1184,4003,858,291,34,0,0,0,0,0,68416,61809,1287,3683,1134,319,84,3442,911,48,84,68756,61639,1350,4233,1155,240,59,3976,933,31,59,36011,15732,19655,35196,14662,20534,38936,13265,23315,27389,10492,16499,27125,10471,16630,27080,9828,17234,31811,13417,17730,37226,13823,22745,43572,16019,26572,43317,18342,24923,33275,10859,22101,33065,11222,21813,33024,11210,21774,40577,15320,25009,45777,16848,28196,45147,18618,26456
43,43,98920,94972,543,2540,474,433,33,0,0,91219,86434,919,2863,615,531,97,0,0,87629,82357,850,2449,501,1284,102,86222,81407,767,2193,393,1264,100,90017,85094,945,3163,465,689,114,2256,368,261,25,46,1026,87036,82519,962,2881,523,489,130,79323,76236,377,2020,353,348,25,0,0,73982,70649,635,1975,235,406,30,1831,208,182,84,0,71624,67575,626,1822,349,1043,71,71624,67575,626,1542,229,81,19,87,1465,73053,69585,563,1983,267,571,25,0,0,0,0,0,70610,67393,520,2017,269,333,95,1828,205,44,95,69397,65674,631,2303,330,415,75,2074,270,48,75,38376,15123,22473,39446,10826,28620,40543,6988,32449,21642,4408,17076,21350,4695,16623,21289,4733,16530,28479,7247,20958,35754,6741,28777,44421,7413,36648,43427,10699,32686,29830,4326,25415,29606,4568,25017,29559,4421,25115,38500,7274,31150,43243,6690,36253,41686,10715,30900
44,44,91329,86912,1158,2305,495,498,42,0,0,88439,83426,1348,2739,474,567,81,0,0,87698,80751,1480,2788,759,1757,81,87779,80825,1476,2766,758,1764,81,88444,83244,954,3113,512,524,55,2075,329,66,11,191,1571,88068,82230,1394,2989,534,607,27,73064,69982,763,1590,355,383,28,0,0,71017,68075,609,1661,241,411,10,1367,152,39,75,0,71010,66170,965,1835,513,1368,57,71010,66170,965,1462,391,125,4,115,1778,71302,68196,561,1937,251,384,8,0,0,0,0,0,71952,67943,874,2263,384,451,4,2163,232,76,4,70981,67255,939,1791,460,436,18,1728,322,51,18,39415,13866,24850,39963,11943,28020,40649,8958,30134,25174,6283,18644,24944,6130,18794,24875,6251,18605,31507,9254,21829,37620,9104,28127,44590,10472,33473,44113,12600,31465,33222,6864,26218,33001,6942,26045,32932,6792,26118,40798,10088,30583,45721,10544,34772,45001,13152,31780
45,45,97436,91453,1214,3831,422,582,50,0,0,91307,85114,1307,4036,608,559,76,0,0,86352,79260,1275,3560,449,1553,90,85313,79193,1204,2631,449,1555,89,90458,84475,1267,4063,417,569,46,3334,264,170,14,56,877,86244,80044,1284,3627,667,556,49,77578,72609,876,3348,313,488,33,0,0,73171,68421,664,3254,336,398,20,3043,307,161,80,0,69826,64057,941,3014,328,1229,65,69826,64057,941,2754,209,141,13,133,1578,72920,68459,510,3281,248,429,15,0,0,0,0,0,69688,65124,742,2934,524,385,15,2725,466,84,15,68523,63596,863,3112,289,659,19,2897,191,111,19,36199,12154,23282,36790,9512,27278,37441,6468,30016,23066,4716,18110,22763,4726,18011,22638,5062,17546,27323,6753,20317,33743,6236,27273,40766,7000,33380,40148,9480,30614,29327,4163,25027,29127,4355,24750,29041,4282,24728,36599,6894,29610,41104,6658,34174,39886,10105,29714
46,46,89598,84179,1425,3151,408,536,24,0,0,87469,80754,1817,3906,546,712,92,0,0,85447,77470,1795,3792,582,1663,87,85468,77936,1759,3351,581,1665,86,86483,79772,1847,3638,760,597,126,2724,715,147,126,0,1157,84827,77817,1898,3620,855,536,137,71191,67444,881,2201,286,422,16,0,0,70068,65702,686,2825,328,396,85,2664,293,194,105,0,69064,63187,1165,2838,404,1288,33,69064,63187,1165,2414,259,134,7,120,1778,69140,64953,737,2638,452,311,125,0,0,0,0,0,68408,63806,927,2590,510,360,109,2232,408,67,109,67821,63012,1135,2625,387,456,90,2204,235,41,90,36856,12791,23246,35695,11640,24055,38040,8153,28390,24488,5960,18276,24255,6010,18219,24217,5753,18431,29644,8246,20974,35166,7972,26841,41513,8930,32058,40915,11520,29356,31299,5643,25479,31140,5882,25240,31076,5872,25175,38339,8699,29536,43348,8872,34065,42389,11303,31030
47,47,87837,79056,3390,4705,322,502,39,0,0,85684,76772,3574,5025,306,494,16,0,0,84459,73773,4035,4456,521,1546,104,85048,74308,4047,4471,522,1548,104,84644,75437,3975,4613,295,634,54,3815,157,241,54,99,862,83185,73726,4202,4718,331,449,35,69646,63731,1970,3413,202,387,27,0,0,68418,63080,1263,3538,203,341,0,3438,119,163,20,0,68512,61060,2447,3286,353,1203,79,68512,61060,2447,2832,233,81,9,166,1684,67689,61955,1502,3461,213,534,0,0,0,0,0,0,66644,60742,1879,3435,258,299,0,3224,166,62,0,66456,60534,1793,3426,257,414,0,3070,189,47,0,38688,13814,24033,37313,12361,24952,39928,9208,29237,24866,6528,18086,24671,6550,18096,24666,6264,18377,31373,8766,22267,38222,9384,28497,45858,10974,34364,44860,13250,31553,34377,7126,27068,34170,7381,26763,34095,7400,26663,41641,10288,31254,46053,10411,35200,45227,12574,32598
48,48,90196,60699,3183,25511,580,521,31,0,0,85057,55657,3924,24552,865,902,78,0,0,86312,55202,4549,24793,764,1312,98,86018,55126,4543,24530,757,1309,92,85823,55872,4005,24832,896,865,46,22886,543,94,13,162,2248,87254,56053,4727,25091,864,962,34,71644,49449,1915,19696,380,380,21,0,0,67421,46306,1427,18714,306,640,32,18110,264,95,138,0,69676,46075,2751,19455,534,971,60,69676,46075,2751,18652,373,106,14,136,1569,68013,46574,1712,18887,278,618,15,0,0,0,0,0,69138,46965,1991,19244,349,585,10,18662,265,100,10,68255,46244,2112,19021,440,363,4,18407,246,47,4,42856,19500,22783,41477,18162,23315,41914,15504,25175,25772,9566,15997,25559,9493,16051,25573,9215,16332,33234,13320,19521,37912,14156,23450,44582,16670,27428,43686,18537,25115,32539,10391,21974,32390,10674,21694,32329,10543,21760,40042,14870,25076,44216,15780,28049,43175,17006,26109
49,49,86551,49321,2094,34170,718,553,59,0,0,83365,45188,2964,34170,1192,1019,74,0,0,84080,43925,3176,35152,988,1320,64,84673,44175,3176,35430,987,1319,64,82613,44601,2966,33968,1287,999,90,31587,928,100,44,47,2341,84078,44951,3212,35229,1052,805,9,67410,40538,1275,24887,515,398,37,0,0,64164,37173,1045,24939,322,651,21,24312,296,94,271,0,66731,36785,1977,26552,696,969,45,66731,36785,1977,25769,606,143,7,145,1299,63493,36894,952,24621,367,593,24,0,0,0,0,0,65167,37403,1230,25536,471,563,4,24782,436,73,4,64344,36752,1309,25305,494,504,0,24548,373,51,0,41803,20988,20369,40583,20605,19978,40268,18329,20839,24008,10687,13157,23772,10609,13147,23796,10368,13411,32260,15763,16149,35423,16425,18727,41060,19566,21039,40545,21134,19392,29620,11855,17618,29414,11969,17430,29381,11862,17507,36747,17051,19582,40485,18373,21740,39721,19375,20265
50,50,92321,56547,2188,32702,635,716,66,0,0,88332,54680,2818,29634,926,576,68,0,0,85164,49192,2884,31271,750,1300,100,84359,49048,2854,30610,743,1293,96,88058,54360,2567,29799,760,782,36,28386,516,285,4,11,1925,85512,52217,2755,28913,967,739,216,74214,46791,1534,25185,455,542,47,0,0,69975,45301,923,22909,518,331,19,22312,442,143,39,0,69453,40768,2029,25227,527,1022,67,69453,40768,2029,24259,376,148,11,186,1676,70425,45249,850,23535,251,526,4,0,0,0,0,0,68583,43754,934,22888,409,512,102,22302,267,169,102,68415,43160,1152,22763,530,520,177,22182,360,69,177,41504,20063,20715,40270,19478,20792,40522,17339,21942,24964,10310,14469,24790,10208,14561,24772,10108,14648,32118,14559,17188,37516,15674,21570,44127,18896,24788,43520,19833,23647,32881,11724,21017,32692,11882,20791,32685,11748,20901,39484,16209,23188,42807,17090,25345,41821,17832,23936
51,51,84134,71642,1216,10022,716,690,61,0,0,84847,71527,1560,10788,601,683,56,0,0,85463,69729,2194,10482,1081,1751,88,85784,70065,2190,10448,1081,1750,88,85906,72219,1625,10824,640,710,57,9372,416,133,27,46,2076,85532,70492,2109,11010,900,982,69,65784,56645,777,7495,447,508,43,0,0,67909,58302,853,7916,419,527,20,7451,273,75,58,0,68436,56892,1378,7868,757,1334,44,68436,56892,1378,7268,552,203,15,215,1913,68243,58731,705,7840,500,556,25,0,0,0,0,0,67931,58033,918,7915,577,535,25,7232,406,44,25,67758,57563,1318,7699,654,393,23,7180,467,67,23,39846,12944,26454,38935,11888,27047,43035,9991,31174,27285,6781,20272,27101,6643,20440,27141,6211,20904,34995,9559,24877,42045,10364,31139,49028,12320,35868,48691,14533,34117,38428,7789,30467,38278,8023,30237,38235,8019,30185,45737,11290,34272,50401,11927,37901,49935,12893,36981
52,52,83418,54119,2551,23973,2415,769,90,0,0,88363,56227,3958,24901,2804,807,79,0,0,86895,53777,4359,24532,2606,1730,147,87218,54026,4107,24889,2523,1734,148,88450,56021,4162,25203,2817,909,179,23598,2094,166,47,233,2129,86694,54450,4306,24133,2807,1214,354,67046,45965,1885,17069,1788,558,57,0,0,68521,47503,2125,17229,1126,481,10,16730,804,129,157,0,70633,46278,3120,17867,1989,1279,116,70633,46278,3120,16616,1588,182,33,525,2291,68992,47423,2353,17405,1134,432,44,0,0,0,0,0,67823,46629,2470,16583,1471,440,15,16056,979,91,15,67826,46220,2551,16887,1417,446,20,16234,892,56,20,38407,17373,20501,39700,16949,22751,39778,15745,20885,23951,10722,12899,23720,10484,13210,23674,9987,13661,30089,14514,14457,34519,15529,18023,40980,19347,20302,40432,20033,20340,28079,11685,16149,27876,11861,15995,27907,11779,16095,36538,16545,19666,41478,17879,22749,40996,18315,22602
53,53,83295,67846,1644,12163,949,885,49,0,0,85949,69259,2170,12066,1487,908,98,0,0,86147,68231,2542,11793,1345,2079,109,86080,68418,2525,11527,1343,2065,108,86364,69019,2482,12135,1548,794,111,10946,1118,256,12,381,2144,87266,69248,2400,12048,1610,878,78,65107,53674,1069,9207,624,673,33,0,0,67178,55424,1196,9370,510,656,20,9116,420,195,118,0,68744,55539,1643,8912,927,1539,62,68744,55539,1643,8134,701,290,26,261,2150,67991,55876,1373,9407,679,578,10,0,0,0,0,0,68992,56869,1359,9320,715,611,19,9041,481,287,19,69790,57407,1317,9533,760,610,21,9102,516,136,21,42179,15773,25874,40734,14000,26734,45239,13348,29660,29857,9330,20188,29649,9205,20405,29681,8774,20879,37799,12780,24290,43665,13316,29727,49658,15397,33314,49271,16969,32267,40448,10613,29638,40277,10904,29346,40262,10875,29355,47417,14416,32794,52865,15917,36291,52473,16709,35705
54,54,79703,52569,5670,14793,6544,742,120,0,0,88152,57480,6085,15982,8275,562,163,0,0,88184,52913,8012,15007,11248,1296,143,88233,52875,8022,15049,11245,1295,141,89153,57850,6327,16135,8469,566,148,14525,7142,273,5,183,2843,88886,57877,6414,15393,8394,521,167,67051,46139,4136,10912,5704,551,83,0,0,66982,48479,2335,11627,3985,370,4,11123,3337,154,234,0,73854,46296,5649,11341,9676,1011,90,73854,46296,5649,10117,8558,83,30,317,2804,68777,49618,2478,11556,4508,357,4,0,0,0,0,0,69085,50028,2484,11371,4750,370,0,10628,4060,95,0,68070,48275,3423,11040,4801,382,11,10196,4010,41,11,36002,26248,9372,38906,27709,11197,40756,30296,7430,29444,23455,5641,29150,23120,6000,29193,23069,6097,37676,30681,6026,37358,29813,6712,42330,34516,6948,41575,34210,7324,31191,24527,6328,30875,24659,6176,30917,24388,6496,38305,30854,7121,42538,33684,7832,41858,33605,8167
55,55,75401,63429,2320,7039,2325,524,60,0,0,79791,67024,3156,6710,2498,421,125,0,0,85091,67865,4272,7251,3886,1481,155,85332,68066,4275,7272,3887,1482,155,80266,67150,2922,7090,2783,364,108,5844,2120,133,48,210,1845,83638,68553,3566,7448,3484,574,91,57582,49207,1484,5102,1522,340,34,0,0,60129,52527,1120,4969,1188,322,40,4561,1042,93,41,0,66184,54225,2704,5385,2543,1055,89,66184,54225,2704,4736,2018,70,24,288,2119,60419,52550,1116,5199,1279,290,44,0,0,0,0,0,63485,54931,1629,4878,1628,345,35,4416,1400,27,35,65292,55556,2154,5370,1637,475,0,5068,1376,91,0,41347,22656,18158,42266,21948,20318,45749,24192,18457,34661,20052,14186,34465,19800,14643,34413,19555,14837,42813,26110,15781,47924,27818,19257,55343,32805,21432,54692,33520,21124,44969,25060,19607,44736,25447,19265,44678,24861,19771,52157,30966,20864,57612,34538,21937,56665,34474,22132
56,56,86864,62003,1782,22006,672,695,56,0,0,88086,63247,2104,21527,874,810,54,0,0,89282,63376,2747,20427,1000,1661,126,86824,62027,2635,19549,954,1551,118,87827,62844,2237,21384,998,857,50,19139,414,190,26,273,2713,89279,63612,2627,21060,935,909,56,68163,49170,1127,17055,459,507,45,0,0,69816,51005,1002,16826,417,568,30,16354,294,158,96,0,71350,51469,1774,16091,703,1205,91,71350,51469,1774,15250,412,201,16,270,1958,69528,50912,1017,16701,454,520,25,0,0,0,0,0,70990,52215,1329,16367,442,629,37,15734,295,85,37,72701,53252,1968,16142,481,813,23,15354,295,68,23,42069,18893,22624,42957,18797,24160,44466,17020,25471,29962,11908,17748,29829,11755,18053,29788,11571,18190,38937,16769,21466,44107,17368,26202,51241,20712,29721,50680,21902,28740,40048,13836,25998,39877,14094,25754,39818,13794,25991,47649,18607,28869,52685,20123,31883,52057,21047,30952
57,57,74055,54316,2628,6704,10274,422,68,0,0,82822,54608,4044,7883,16161,800,7,0,0,87055,53373,4272,8795,19281,1116,86,87140,53427,4272,8799,19287,1116,86,86428,55364,4900,7876,18366,962,5,6489,16916,0,5,178,2569,88090,55454,4653,7879,19597,1080,137,53238,39796,1689,4740,6888,278,40,0,0,55172,41669,1681,5546,5839,303,4,5416,5568,44,130,0,65554,42354,2792,6436,12918,724,49,65554,42354,2792,5709,12351,76,20,305,1947,57643,42596,2181,5493,6842,249,4,0,0,0,0,0,59603,43187,2454,5408,7983,347,25,5263,7526,63,25,60727,43233,2960,4988,8901,327,103,4743,8402,88,103,38487,15947,22265,40001,15935,24066,42265,19235,20163,30184,14739,15125,30075,14211,15840,30081,14265,15766,38617,21064,16650,41976,21098,20096,46449,24050,21539,45824,24314,21476,39613,18995,20404,39501,19017,20454,39443,18988,20420,45738,23770,21649,52209,27946,23037,51370,28284,23015
58,58,78459,59092,4264,8152,6701,519,84,0,0,83696,59734,5178,9962,8745,563,54,0,0,84429,57420,6402,9926,9209,1183,105,84577,57512,6407,9939,9220,1183,105,83822,58922,4687,10904,8812,740,111,9273,7860,158,41,177,2707,84093,58306,5036,11007,8632,905,58,61291,47279,2911,5883,4972,351,56,0,0,58837,46815,1936,6629,3145,291,20,6030,2840,64,50,0,65987,46594,4303,7256,6679,858,79,65987,46594,4303,6420,6071,94,9,351,2145,58146,46242,1984,6631,2807,331,35,0,0,0,0,0,58036,45838,1986,6656,2879,412,0,6121,2511,18,0,60241,45763,2663,7993,3046,350,28,7529,2563,4,28,42171,18513,23274,42484,18299,24185,43728,20905,19336,31878,16249,15221,31753,15761,15963,31742,15745,15959,39464,22675,15695,42786,23223,18630,49015,27956,20080,48248,27939,20249,38426,19823,18280,38354,20093,18236,38259,20049,18183,44459,25012,19125,46998,26996,18979,46206,27204,18936
