ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_17_GOV_Total,E_17_GOV_Dem,E_17_GOV_Rep,E_17_AG_Total,E_17_AG_Dem,E_17_AG_Rep,E_17_LTG_Total,E_17_LTG_Dem,E_17_LTG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_21_GOV_Total,E_21_GOV_Dem,E_21_GOV_Rep,E_21_AG_Total,E_21_AG_Dem,E_21_AG_Rep,E_21_LTG_Total,E_21_LTG_Dem,E_21_LTG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep
10,10,82349,47548,8099,5770,20788,578,213,0,0,86350,47398,8111,6459,24056,741,264,0,0,85728,43030,10250,6326,25351,1301,235,85775,43045,10253,6327,25360,1301,235,85748,45334,8864,6401,24934,758,219,5087,22022,150,131,397,3761,82842,43001,9048,6588,24078,820,231,61417,36739,5713,3951,14855,394,127,0,0,58257,36710,3754,4189,12979,413,113,3751,11988,130,148,0,66318,34453,7291,4558,19272,899,156,66318,34453,7291,3804,17904,70,56,331,2409,58247,35700,4241,3974,13752,448,102,0,0,0,0,0,58344,34457,4943,3919,14533,292,54,3670,13449,100,54,58318,32099,6167,3859,15590,366,52,3618,14341,108,52,42276,23193,18793,42507,23112,19395,44906,26084,15561,29831,18284,11241,29725,18021,11677,29730,18004,11694,38173,24950,12481,42238,26372,15026,49949,32834,16172,49557,32394,17115,35696,20970,14534,35441,21050,14358,35458,20934,14485,44151,27518,16194,47551,28590,17376,47009,29242,17642
11,11,80351,46886,9847,6292,17278,690,175,0,0,86879,45819,11495,8351,21234,933,238,0,0,88566,42984,12281,9122,23182,1321,205,88267,42880,12228,8968,23171,1319,203,87529,45619,11223,9552,21584,795,187,8103,19166,97,25,162,3131,89532,45532,11973,9926,22004,1148,193,64536,39020,7340,4892,13155,501,133,0,0,57359,35619,4924,5531,10576,393,45,5188,9604,104,316,0,69309,35263,8910,6761,17522,986,147,69309,35263,8910,5913,15965,132,32,346,2748,58812,34742,5360,6522,11641,252,24,0,0,0,0,0,60907,35341,5942,7027,12104,428,34,6547,10975,159,34,60747,33682,6034,7516,13071,326,19,7052,11863,98,19,35925,21128,14465,38079,22683,15396,40942,26246,11515,26842,18203,8336,26573,17975,8571,26574,18031,8521,34678,24772,9027,35837,24118,10864,38446,26261,11261,38060,26148,11849,31749,20606,10924,31519,20773,10710,31533,20631,10854,37454,25106,11891,42907,28262,13073,42277,28571,13541
12,12,72671,43755,7511,3609,17685,503,147,0,0,80443,43641,7794,5666,23439,427,90,0,0,87069,45011,9559,5647,25920,1012,228,87110,45028,9562,5648,25926,1012,228,85739,48045,7499,5858,23984,370,143,4876,20680,107,0,459,4076,87108,46966,8842,6626,24115,939,131,56198,34684,5515,2690,13179,332,113,0,0,50258,33127,3921,3035,9688,311,0,2580,8905,54,237,0,68707,36858,6983,4285,19738,756,160,68707,36858,6983,3527,18051,70,41,397,2780,55003,36178,4257,3411,10594,237,0,0,0,0,0,0,57647,36627,5323,3958,10940,373,0,3532,10045,160,0,60272,37229,5558,3942,12870,232,23,3589,11778,97,23,36608,22426,13831,36584,22342,14242,38847,25847,10165,27082,19255,7532,26967,19014,7922,26943,19000,7905,34427,25259,8399,35839,24933,10113,37829,26466,10438,37311,26029,11232,33460,22915,10338,33225,23073,10115,33217,22900,10259,38581,26892,11207,45256,31165,12315,44684,31704,12812
13,13,79721,41093,18049,4530,16030,875,139,0,0,85782,44013,18588,5082,17813,812,128,0,0,84447,39952,19762,5410,18364,1675,189,84507,39973,19782,5411,18368,1675,189,84683,42213,19041,5364,17519,710,154,4164,15599,81,20,607,2960,85050,41488,19669,4999,17641,1208,142,62354,33503,13231,3297,12289,620,112,0,0,53162,33961,6161,3045,9567,227,21,2904,8934,40,145,0,65229,32500,14100,3929,13944,1242,116,65229,32500,14100,3165,12703,83,26,309,2343,51843,32512,6946,2899,9225,154,18,0,0,0,0,0,53496,31936,8575,2981,9814,164,7,2757,9128,12,7,55648,32091,9228,3469,10521,201,10,3078,9688,30,10,35337,23335,11639,36818,24952,11866,39669,28113,8625,27701,20893,6483,27491,20520,6939,27489,20561,6899,35086,27003,7212,35564,26179,8600,38485,28498,9197,38134,28315,9763,31321,22547,8536,31006,22647,8316,31068,22589,8429,36797,26938,9501,41439,29616,10447,40869,30034,10724
14,14,82047,35176,19045,9409,18419,805,241,0,0,85190,32814,21804,10546,19719,1080,491,0,0,85188,31192,21945,10760,20734,1732,168,85276,31213,21969,10771,20746,1732,168,84027,33111,19911,11674,19051,943,533,9825,17656,79,205,283,2955,81341,30921,19534,11556,19259,846,294,63532,28894,13628,6742,14243,584,157,0,0,52509,26701,7947,5825,11635,232,90,5595,10844,44,127,0,65540,25654,15333,7873,16182,1274,117,65540,25654,15333,6972,15010,79,31,295,2166,53250,27374,7629,6248,11457,288,150,0,0,0,0,0,52419,25948,8261,6723,11058,251,65,6331,9954,52,65,52257,25328,8237,6523,11634,365,19,6088,10750,40,19,35408,21763,13356,35970,23093,12877,38268,25956,9954,25418,17912,7284,25277,17637,7614,25242,17723,7489,32336,23512,8137,36291,25451,10164,45181,32446,11919,45001,32870,12069,28744,18996,9545,28464,19048,9372,28547,19023,9459,37099,25521,11183,38040,24573,12100,37490,25208,12123
15,15,86156,55389,9272,5724,15618,640,203,0,0,89524,54064,11831,6631,16933,905,176,0,0,88358,50556,11148,7052,18686,1421,247,88404,50581,11150,7052,18688,1421,247,89876,53207,11613,6851,17873,756,244,5360,15468,246,18,320,3649,89627,51817,12054,7259,17819,1068,518,64621,42482,6497,3945,11507,407,135,0,0,62356,41454,5784,4000,10512,462,30,3684,9540,240,160,0,66641,39409,7783,4812,13840,938,140,66641,39409,7783,4037,12469,68,48,274,2553,63065,41257,6070,4292,10829,415,19,0,0,0,0,0,62919,40019,6350,4467,11436,307,74,3998,10222,70,74,62296,38478,6985,4917,11217,295,70,4396,10193,22,70,47630,26003,21268,48007,26168,21839,49542,29431,16563,35229,22058,12865,35084,21588,13458,35064,21598,13420,43797,29026,13787,48844,31335,16495,59737,40294,18178,59087,39547,19453,40683,24806,15627,40401,24963,15396,40442,24838,15537,50526,32605,17376,52024,32911,17452,51490,33158,18188
16,16,82065,39920,18504,17584,6352,1032,206,0,0,90370,41815,23354,17750,8078,1258,616,0,0,86589,38488,22979,16954,7622,1904,261,86719,38512,23023,16979,7626,1904,261,88351,39534,22765,17892,8682,945,449,15584,7061,95,112,369,2832,87454,37769,22349,18539,8825,1164,211,60790,31576,12269,12422,4574,681,140,0,0,53249,30971,7284,9840,4190,389,95,9346,3710,70,591,0,64255,30476,15315,12449,5448,1362,191,64255,30476,15315,11352,4664,99,81,275,1993,53231,29717,7244,10584,4999,254,89,0,0,0,0,0,53900,28698,7646,11600,5393,320,55,11269,4897,109,55,54815,28884,9555,11189,4826,248,18,10638,4433,41,18,36501,23177,13022,35342,22827,12515,36044,24365,9245,25207,17334,7655,25064,17092,7947,25046,17016,7999,31300,22914,7659,34622,24346,9580,41741,30433,10411,40939,29490,11400,29101,19454,9460,28833,19457,9341,28883,19516,9322,36722,25676,10709,40278,27354,11764,39864,27851,11906
17,17,78450,41740,12533,12624,11643,785,198,0,0,86699,43443,13710,16328,13921,844,149,0,0,84170,38906,14866,15910,14042,1692,306,84241,38931,14875,15917,14045,1692,306,87171,43819,13215,16954,13381,1265,85,14995,11690,146,16,301,2988,85873,41653,12189,16369,15379,1570,133,61524,34574,8931,9266,8709,577,137,0,0,59946,34230,6832,10729,7590,400,19,10207,6652,95,198,0,66279,32241,10788,12149,10559,1267,209,66279,32241,10788,10747,9185,107,73,359,2779,61414,34493,6939,11785,7621,545,14,0,0,0,0,0,61190,33202,6409,11680,9321,409,15,11080,8497,95,15,61622,31370,7558,12493,9680,402,0,11633,8877,50,0,37970,24406,13259,38829,25304,13525,41355,28245,10312,27476,19866,7325,27393,19634,7717,27305,19604,7668,35935,26876,8162,38553,27606,10154,45594,33200,11480,45173,33046,12088,31844,22113,9506,31564,22179,9346,31644,22174,9423,40022,28597,10995,43417,30173,11742,42857,30892,11807
18,18,83682,41624,14802,9375,17890,1002,262,0,0,88472,42355,15429,11365,19513,1503,92,0,0,87579,36047,17610,11765,21887,1629,281,87676,36074,17624,11768,21900,1629,281,89724,40637,16775,11621,21582,2134,186,9296,19066,138,54,316,3439,85120,37146,15115,12540,20889,2269,121,62883,33011,10367,6279,13070,682,166,0,0,58615,32306,6653,6914,12198,446,29,6446,11235,100,282,0,67113,29254,12456,8223,16714,1163,201,67113,29254,12456,7131,15027,93,63,348,2741,59523,31565,7696,6802,12969,364,44,0,0,0,0,0,57818,29820,6942,7086,13364,457,30,6687,12228,39,30,57832,28471,7443,7262,14036,365,53,6603,12923,68,53,40435,24131,15983,41036,25183,15853,44225,28483,12910,29204,19712,9245,29060,19385,9647,29024,19429,9564,37412,26387,10240,43158,29508,12845,56026,39970,15096,55576,39993,15502,33112,21105,11746,32757,21163,11539,32828,21165,11601,44443,29983,13961,45057,28304,14933,44394,29294,14933
19,19,76150,26354,20998,20447,9058,1249,305,0,0,86624,25990,25488,26508,10032,729,365,0,0,87222,22866,28126,25240,11543,2261,423,87408,22897,28198,25280,11550,2261,423,87533,24644,26185,26939,10906,742,370,23308,9007,69,74,463,3780,89274,23366,25897,28024,12992,1295,636,54275,20690,13736,13752,6304,780,192,0,0,50466,18923,9451,16078,5134,274,70,15488,4748,110,536,0,63942,18365,18985,18183,8423,1601,257,63942,18365,18985,16343,7180,103,92,333,2541,50878,18252,9485,16748,5591,250,75,0,0,0,0,0,54533,18272,11007,17157,7095,266,85,16426,6142,84,85,54440,19545,10992,16318,6722,261,86,15430,5537,52,86,25013,16971,7833,28573,19789,8784,30926,21125,8203,18509,13149,5203,18409,12959,5434,18405,13014,5372,25241,18847,5981,29001,20114,8458,38057,26453,11057,37428,26180,11239,21362,13984,7226,21210,14124,7069,21248,14136,7098,30055,20376,9411,31633,20217,10302,30997,21279,9606
20,20,71382,32272,23412,10836,5210,972,172,0,0,81722,30118,32697,12113,7158,872,355,0,0,85555,26846,37869,11824,8555,2547,173,85357,26799,37874,11604,8559,2548,169,83077,28917,34591,12661,7536,940,272,9888,6115,190,3,364,3011,85753,28402,37055,13314,7735,1835,51,51550,25640,14889,7339,3772,655,114,0,0,47155,24684,10130,7472,4333,219,14,6983,3838,101,324,0,63246,22520,25074,8649,6513,1821,116,63246,22520,25074,7473,5761,93,37,360,1928,47211,23288,11198,8001,4040,336,4,0,0,0,0,0,49276,23286,12190,8622,4562,363,10,8027,4149,84,10,48975,21221,14439,7666,4773,425,88,7108,4245,91,88,23530,13288,10006,25358,14773,10585,29412,16489,11042,16791,9785,6748,16707,9704,6989,16690,9685,6982,23813,15257,7994,28443,17556,10366,37697,24468,12587,37298,25175,12104,21433,11926,9293,21311,12089,9186,21329,12103,9192,29620,18069,11329,30486,16942,12761,29893,17842,11969
21,21,70368,39103,13957,9987,7364,841,204,0,0,81346,40760,17911,13009,10750,512,224,0,0,85778,40977,19192,12346,12572,1942,207,85907,41017,19232,12355,12579,1942,207,82226,39607,18553,13523,11232,524,172,11417,9358,19,18,326,2928,85018,39563,21128,13186,11160,801,192,51017,30069,9046,6659,5136,571,127,0,0,49342,30001,5598,7603,5703,154,14,7177,4664,20,259,0,63694,32451,12857,8623,9076,1392,143,63694,32451,12857,7423,7982,88,27,303,2563,50489,29926,6180,7851,6133,153,14,0,0,0,0,0,53534,31321,7554,7964,6234,194,15,7272,5375,4,15,55032,31409,8229,8354,6598,391,21,7563,5976,14,21,27108,13970,12930,30588,15447,15141,34286,17224,14954,21665,11510,9916,21592,11396,10173,21614,11310,10280,29688,16967,12080,33107,18674,13818,39962,24906,14264,39060,25450,13502,27997,13658,14170,27922,13879,14028,27920,13757,14139,36728,20487,15924,43292,22192,19927,42602,22824,19696
22,22,70799,47556,7997,7907,7300,875,184,0,0,81379,53091,9449,10573,8677,1079,211,0,0,84723,49168,11952,10856,11729,1839,218,84821,49228,11956,10858,11729,1839,218,80212,50884,10328,10765,8607,1178,145,8831,6691,178,11,274,3014,84847,52072,12459,11800,9224,1313,208,47916,33264,4931,4933,4623,539,97,0,0,53816,37267,5014,6396,4449,425,20,6032,4061,175,319,0,61004,36979,7771,7268,8026,1280,124,61004,36979,7771,6191,6877,74,46,272,2794,53798,36672,5539,6122,4625,522,10,0,0,0,0,0,57694,37606,7026,7098,5101,466,0,6669,4171,54,0,58375,37634,6982,7257,5480,589,0,6737,4788,26,0,32200,14829,17102,36359,16305,20054,41466,18372,20369,26559,13041,13193,26471,12801,13630,23628,11198,12391,34978,18759,15310,39688,19841,19088,45340,23454,21015,44962,24705,20257,35857,16792,18836,35740,16959,18751,35758,16955,18770,43090,21719,20974,48821,23822,23474,48264,24589,23542
23,23,65442,26988,10602,23809,4799,1060,335,0,0,79559,25055,17661,30880,6914,1114,562,0,0,85990,23348,19529,34442,9092,2228,454,86276,23408,19597,34541,9102,2228,454,82911,25064,18020,32161,8613,909,439,28501,6731,349,93,236,3923,86560,25392,19293,33406,9988,1448,371,45682,20593,6589,15482,3233,650,203,0,0,49946,19487,7019,18583,3864,394,125,17757,3352,259,495,0,61473,18250,12758,23891,6431,1601,300,61473,18250,12758,21697,5238,133,124,452,2821,51913,18904,7449,19651,4745,334,50,0,0,0,0,0,54072,19039,8751,20199,5217,367,30,19723,4582,59,30,57064,18475,9787,22260,5651,435,39,21459,4823,41,39,22437,15140,7111,24992,17187,7805,28428,19273,7722,16463,11924,4366,16399,11873,4507,16414,11915,4486,23411,17611,5438,26343,18387,7562,32595,22470,9600,31692,22130,9550,21145,14361,6598,21045,14493,6533,21073,14510,6543,29167,20046,8856,34695,22917,10746,34081,23836,10124
24,24,75422,33543,15144,20804,6425,1333,289,0,0,83242,31284,21244,23084,8450,1032,372,0,0,85177,28222,23424,23201,10429,2172,294,85355,28259,23472,23235,10436,2172,294,84316,31819,21628,23209,8575,1247,315,20074,6932,233,107,225,3298,87338,30254,23183,23728,11048,1494,268,53623,25454,9727,14128,4423,838,186,0,0,52907,24436,8710,14907,4102,407,105,14273,3849,211,312,0,62371,22380,15772,16654,7235,1538,209,62371,22380,15772,14947,6073,116,93,378,2612,54644,24993,9738,15323,3787,388,75,0,0,0,0,0,55648,23192,11070,15322,4981,592,74,14115,4653,183,74,56378,22139,11326,15408,6451,520,25,14234,6057,75,25,32887,20035,12622,34181,21114,13067,37027,22922,12091,23586,15453,7907,23461,15215,8215,23537,15284,8218,30885,21315,8991,34672,22335,11761,42444,27413,14363,41787,27592,14162,28092,17294,10540,27973,17471,10469,27992,17453,10500,37003,23597,13020,41262,25220,14710,40612,26531,13916
25,25,77153,38923,14015,17721,6848,1304,272,0,0,84617,37683,18346,20269,9376,866,237,0,0,86242,33495,20573,20479,11584,2164,344,86403,33543,20602,20501,11593,2165,344,84935,37773,17617,19942,10037,833,265,17128,8292,267,27,612,3219,84433,36423,19534,18738,9487,1882,435,56364,30572,9052,12010,4709,839,181,0,0,54611,28464,7541,12675,5117,472,75,12229,4274,241,279,0,63945,27006,13944,14464,8181,1464,212,63945,27006,13944,12797,6812,125,62,363,2836,54871,28232,7541,12613,5706,425,60,0,0,0,0,0,56216,27722,9609,12199,5888,461,129,11497,5178,139,129,55796,25754,10759,12348,6137,450,139,11307,5211,45,139,35695,20985,14459,32554,19602,12952,36817,22413,12032,24581,15826,8487,24500,15569,8889,24548,15637,8875,31230,21266,9281,34266,21533,12039,40888,25608,14426,40407,25148,15217,28215,17258,10677,28134,17488,10611,28161,17568,10551,36916,23006,13443,42361,25549,15138,41673,26982,14532
26,26,37803,18566,2748,3352,13174,308,83,0,0,69946,27814,5520,8319,29075,953,119,0,0,85273,29860,6674,9059,39377,1097,187,85307,29867,6674,9060,39390,1097,187,77766,30664,6636,8968,32487,807,84,6450,28910,235,70,494,4304,84941,31999,7234,10174,35626,759,92,24921,12576,1709,2098,8502,185,49,0,0,38771,18705,2752,4406,12261,240,60,3959,11531,185,371,0,57467,21244,4265,5927,25701,634,114,57467,21244,4265,5125,24313,59,43,237,2181,42453,20465,3470,4640,13145,246,58,0,0,0,0,0,48506,21734,4223,5814,16172,328,69,5426,15332,204,69,51759,22273,4110,6444,18087,289,47,6162,17261,145,47,15120,8427,6529,20294,10972,9322,29039,17669,9689,17832,11719,5904,17741,11584,6143,17749,11466,6273,29220,20329,8374,31055,20284,10352,36840,24598,11661,36747,25136,11586,27580,16913,10523,27470,17082,10371,27478,16900,10559,35424,22538,12547,42497,24982,15733,42049,26502,15360
27,27,75935,39613,15486,6180,14695,668,179,0,0,83394,37969,20015,7353,18503,917,489,0,0,84094,35283,22074,7445,18692,1599,208,84213,35320,22117,7447,18700,1599,208,83711,37015,21639,7045,18296,933,649,5153,15987,103,110,807,2902,84482,35235,23027,7463,18518,970,421,54064,29131,10548,4273,10077,445,131,0,0,49832,28250,6703,4405,10004,256,73,4118,9178,89,243,0,62654,28032,15201,5305,13507,1129,135,62654,28032,15201,4449,12235,55,37,354,2291,50147,27239,8222,4047,10130,230,101,0,0,0,0,0,51736,26650,9261,4474,10941,232,82,4142,10153,67,82,53100,26084,9939,4482,12232,273,33,4199,11249,69,33,32380,18378,13726,34924,20218,14706,37199,22422,12240,22992,14881,7842,22814,14646,8152,22838,14530,8288,32671,22102,9887,35701,23020,11970,44038,29681,13449,43474,29729,13704,28594,17038,11365,28434,17184,11207,28407,17067,11296,37292,23495,13319,39946,23012,15076,39432,24207,15006
28,28,72217,45806,7487,6265,12687,508,143,0,0,82396,46958,10718,8619,16882,658,278,0,0,87391,47308,10996,8609,19744,1340,194,87454,47340,10999,8610,19745,1340,194,83234,46729,9622,8393,18759,771,192,6797,15929,108,18,434,3597,87102,47975,9927,8704,20833,890,204,49743,32280,4923,4190,8273,304,95,0,0,53109,34582,5344,4579,8171,183,20,4300,7547,84,205,0,64313,36735,7429,5916,13481,924,126,64313,36735,7429,4995,12220,62,43,345,2484,54863,34775,5044,4879,9860,173,18,0,0,0,0,0,58584,36631,5041,5027,11518,160,27,4613,10381,48,27,59068,37106,4393,5539,11697,199,35,4923,10571,64,35,33025,18047,14723,37715,20099,17616,41774,23793,15032,27313,16965,10038,27158,16822,10313,27191,16499,10672,38254,25129,12268,41768,25928,15039,49437,32005,16467,48702,31406,17256,36421,21547,14684,36230,21666,14526,36243,21616,14583,44729,27724,16527,49204,29441,17935,48799,30308,18311
29,29,74900,47760,10105,7810,9341,701,151,0,0,93264,57397,13113,9017,13651,666,153,0,0,87516,49676,14051,8600,14266,1371,209,87418,49711,13895,8496,14197,1371,209,92041,55690,12153,9593,14153,947,124,8246,12123,286,55,533,2955,88056,51730,11825,9886,14593,1099,71,52080,34282,6581,5109,6063,411,94,0,0,59652,41471,5032,5343,7318,316,58,5040,6320,224,95,0,63920,38072,9278,6047,9804,929,133,63920,38072,9278,5075,8707,75,33,250,2430,59110,40698,5013,5403,7466,346,39,0,0,0,0,0,58475,38970,5165,5620,8067,353,33,5280,7303,150,33,59244,38316,5988,5843,8543,303,11,5378,7948,59,11,32328,17432,14624,34972,18375,16597,39358,21567,15118,24928,14563,10090,24812,14750,10042,24814,14175,10621,34956,21944,12263,37845,22384,14727,44150,27242,15994,43753,26956,16772,32620,18037,14350,32534,18519,13989,32496,18112,14330,41427,24386,16635,48203,27542,19062,47845,28050,19632
30,30,61706,51536,3614,3502,2780,518,74,0,0,76196,59896,5037,4837,6627,662,111,0,0,87335,62901,7237,5140,10219,1691,233,87404,62963,7238,5140,10220,1691,233,79605,61915,6321,5490,5963,678,237,4490,4391,184,35,35,2232,87558,65198,7953,5061,8926,957,228,44140,37607,2263,2378,1658,330,42,0,0,52205,42987,2385,3128,3279,269,32,3026,2898,97,178,0,63083,47373,4518,3470,6368,1167,146,63083,47373,4518,2853,5570,92,34,296,2347,55624,45887,2746,3877,2638,269,38,0,0,0,0,0,60237,48463,3512,3346,4473,270,25,2988,4086,65,25,63735,49338,4312,3604,5916,359,45,2941,5018,57,45,32476,15367,16700,35471,15342,20129,41723,17863,21046,28467,13512,14666,28323,13552,14746,28357,12848,15486,38181,19164,18135,47208,22056,24358,59657,29422,29033,59157,28912,30193,42635,18342,24094,42551,18755,23763,42506,18445,24021,52629,24982,27287,56686,27327,27994,56425,27424,28887
31,31,78208,67855,4011,4591,1289,771,100,0,0,83981,70702,5614,5910,1895,565,121,0,0,87321,70082,7115,5523,2217,2211,163,87248,70065,7104,5464,2216,2211,163,84391,71058,5322,5917,1802,845,149,3394,1191,189,38,166,3025,87268,70814,7097,6299,2108,1136,213,58704,52045,2397,3046,840,508,57,0,0,61955,55346,2037,3462,674,384,15,2845,482,129,195,0,67669,56139,4490,3678,1560,1567,90,67669,56139,4490,3033,1131,171,33,316,2356,63100,55847,2218,3541,843,637,10,0,0,0,0,0,64725,56078,2986,3888,1115,558,25,3309,845,66,25,67373,56795,4142,4347,1438,533,28,3778,1090,53,28,34677,14866,19268,35901,14189,21712,39969,12615,24915,24251,8977,14976,24125,9012,15087,24174,8471,15679,33431,13173,19542,39808,14124,25023,47937,17607,29287,47319,18347,28920,35569,11391,23982,35396,11712,23653,35438,11598,23796,44572,16156,28182,51223,18189,32180,50488,19459,30966
32,32,75407,61207,6966,5568,1440,606,100,0,0,81962,64305,9363,6147,1877,589,143,0,0,85069,63044,11588,6466,2295,1972,134,85153,63148,11565,6444,2294,1968,133,83662,64589,10334,6204,2086,531,92,4975,1330,95,4,235,2103,86025,65464,11028,6536,2147,867,125,57615,48408,4310,3653,1020,409,66,0,0,59752,51914,2395,4120,995,374,24,3754,880,129,86,0,66520,51687,7298,4543,1636,1436,86,66520,51687,7298,3794,1287,106,31,239,2078,60656,52180,2826,4202,1140,356,4,0,0,0,0,0,62576,53753,2810,4267,1295,321,44,3785,1118,51,44,63165,53034,3915,4138,1344,668,15,3508,1139,67,15,31364,13313,17534,32184,12813,19371,35920,12337,21438,21760,8601,12857,21643,8596,13030,21682,8033,13631,30272,12874,16760,34859,13343,20961,41223,16165,24231,40713,16997,23688,30944,10750,20040,30840,11158,19671,30797,10842,19931,38349,15065,23094,43772,16983,26044,43088,18325,24694
33,33,83829,77478,3577,1823,521,633,51,0,0,85069,76950,4571,2344,785,626,93,0,0,86710,75844,5442,2665,1016,1780,92,87217,76325,5455,2666,1015,1777,92,85793,77116,4782,2329,932,605,93,1066,575,93,31,140,1990,87482,77762,5279,2771,874,866,48,65317,61318,2137,1146,357,465,36,0,0,65753,61751,1943,1207,337,447,25,993,277,77,86,0,68534,61331,3396,1703,702,1322,48,68534,61331,3396,1286,462,141,15,166,1737,66442,62114,2119,1285,399,488,32,0,0,0,0,0,67587,62728,2449,1441,512,453,23,1136,393,39,23,67416,61883,2796,1748,545,408,13,1431,484,42,13,37348,13572,23171,37026,12439,24587,39998,9612,28376,25717,7082,18324,25442,7057,18363,25483,6498,18954,31735,9541,21647,40029,10481,29061,48206,12867,34586,47941,14111,33793,36771,8305,28269,36519,8759,27734,36501,8477,27981,44085,11790,32148,48276,12310,35315,47507,14266,33163
