ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,32457,31421,399,198,72,363,15,0,0,31252,29907,595,368,39,364,11,0,0,30815,28761,599,285,114,781,26,30467,29039,547,328,73,384,0,192,7,74,0,1,603,30233,28616,373,531,162,395,4,24969,24290,237,86,49,301,9,0,0,24352,23512,317,233,14,282,0,203,6,98,10,0,23745,22317,359,154,75,623,17,23745,22317,359,71,33,90,9,31,835,23692,22878,259,182,53,329,0,0,0,0,0,0,23616,22591,299,320,129,337,0,106,4,84,0,23162,22139,406,109,87,451,5,5,17,86,5,13375,5194,7495,10134,3419,6715,10916,2334,8059,10529,2931,7072,8749,1587,6755,8719,2008,6460,8699,1906,6534,10113,2036,7802,11358,1895,9178,11150,1820,9330
2,2,30050,28721,458,241,123,531,21,0,0,29603,27715,642,370,201,629,138,0,0,30892,27769,625,385,266,1087,637,30113,27681,605,346,231,790,237,162,76,132,137,0,1318,31569,28580,532,500,243,1045,406,23710,22815,292,118,84,411,13,0,0,23073,22039,342,154,101,408,10,142,34,92,0,0,24198,22076,367,216,180,859,350,24198,22076,367,131,91,145,331,31,1026,23348,22238,347,178,61,522,25,0,0,0,0,0,24371,22996,270,224,115,723,19,195,73,44,19,24989,23239,432,299,128,673,111,263,98,46,111,10183,3872,5860,10773,3683,7090,11487,2686,8117,11160,2863,7717,9984,2138,7433,9945,2534,7077,9917,2424,7187,11170,2508,8284,12528,2611,9533,12251,2465,9786
3,3,31088,29856,492,108,203,460,27,0,0,31603,30014,792,88,129,488,26,0,0,31181,28588,789,222,322,1049,29,32269,30034,799,92,141,576,24,33,133,163,17,86,1005,31436,28754,839,156,212,827,92,25612,24759,312,66,141,345,19,0,0,25944,24852,489,24,185,367,10,9,156,107,12,0,25865,24001,509,104,235,815,23,25865,24001,509,56,173,126,4,40,956,26511,25349,492,58,175,431,10,0,0,0,0,0,25876,24584,556,93,160,435,10,23,154,125,10,25999,24667,547,138,226,420,0,77,201,61,0,14388,4658,9284,14221,3871,10350,14813,3102,11019,14375,3155,10509,10758,2223,8081,10718,2459,7888,10703,2459,7849,13575,2905,10258,15760,3484,11863,15257,3170,12087
4,4,29545,28339,502,90,130,519,33,0,0,29319,27725,573,267,349,449,3,0,0,29687,27126,666,149,194,1295,56,29319,27638,600,306,208,547,2,169,135,177,0,5,593,30093,27970,702,253,243,653,25,23910,23103,293,45,91,393,13,0,0,23536,22503,377,130,176,345,0,91,131,172,6,0,24123,22249,431,74,140,991,38,24123,22249,431,28,81,157,5,39,1133,23634,22516,400,156,116,442,0,0,0,0,0,0,24053,22811,458,154,130,484,25,95,73,92,25,24320,22968,583,72,62,593,16,40,44,164,16,13927,4675,8705,12341,3535,8806,13067,2656,9798,12792,2556,9561,9448,1892,7146,9433,2069,7028,9431,2055,7028,11876,2379,9150,13763,2824,10604,13469,2688,10781
5,5,30378,28930,560,110,199,577,39,0,0,30539,28705,651,176,440,723,33,0,0,30881,27838,857,238,347,1408,36,30276,28347,753,260,320,750,0,36,258,193,0,2,676,30524,28427,928,300,267,716,0,23255,22288,349,55,141,419,28,0,0,23481,22270,511,98,87,496,30,94,32,124,0,0,23952,21839,529,122,233,1056,25,23952,21839,529,61,168,166,16,51,1122,23429,22199,504,54,131,423,0,0,0,0,0,0,23759,22450,588,121,90,437,15,78,36,49,15,24182,22681,575,173,194,492,15,71,49,62,15,11529,3170,7927,12630,3202,9428,13259,2510,9940,13044,2226,10212,9566,1904,7335,9528,2008,7273,9524,1941,7306,12061,2267,9442,13917,2590,10991,13665,2610,11055
6,6,28700,25178,2583,162,217,616,55,0,0,29659,24813,3411,445,398,567,249,0,0,29541,23724,3225,239,436,1439,411,30564,25411,3248,578,457,718,220,114,363,336,216,25,862,30448,24202,3187,532,721,888,198,22485,20292,1522,84,145,470,31,0,0,21959,20157,1076,103,150,482,0,99,150,172,16,0,23422,19481,2056,152,305,1096,242,23422,19481,2056,60,227,215,210,78,1095,22599,20617,1003,85,246,612,0,0,0,0,0,0,22331,20242,957,115,333,555,14,93,203,212,14,22625,20425,1061,210,234,559,15,109,80,253,15,12723,4765,7550,10691,3790,6901,12028,3439,7897,11757,3396,7875,9808,3040,6534,9796,3259,6270,9798,3167,6349,11564,3537,7720,13259,4170,8734,13031,4036,8995
7,7,27553,18957,7463,262,332,652,89,0,0,30341,19659,9115,444,290,597,389,0,0,29885,17790,9416,442,421,1715,466,30039,17396,8925,328,437,845,420,186,338,365,410,1444,967,29601,15972,9904,326,505,970,363,20002,15000,4276,126,206,438,63,0,0,19546,15831,2875,167,205,439,14,139,195,289,9,0,22272,14522,5893,216,275,1287,247,22272,14522,5893,134,174,259,219,70,1001,19847,15794,3081,124,282,541,24,0,0,0,0,0,19248,14854,3473,107,343,485,26,79,265,217,26,20149,15411,3965,133,249,397,15,64,164,97,15,8715,3088,5386,8351,2851,5500,9792,3111,6031,9654,3098,6023,7769,2359,5189,7744,2561,4888,7748,2482,5006,9466,3156,5991,11171,4011,6827,10920,3915,7005
8,8,24434,20451,2790,320,380,527,44,0,0,27553,23017,2920,362,646,588,172,0,0,30027,23127,3941,545,673,1603,187,29256,22011,3594,700,687,849,165,262,462,317,162,1111,1331,29123,20954,4040,767,498,1081,107,17812,15431,1616,174,260,338,29,0,0,19026,17088,1113,154,183,449,25,136,133,253,21,0,22367,17850,2535,289,444,1113,120,22367,17850,2535,177,348,181,94,53,1129,20256,17820,1444,255,199,593,35,0,0,0,0,0,20991,17795,1913,350,208,783,0,314,174,167,0,22568,19050,2113,349,328,788,4,319,270,73,4,9553,2900,6410,8872,2530,6342,11403,2959,7537,11255,2981,7719,9426,2466,6698,9401,2666,6378,9384,2601,6504,11558,3326,7835,14135,4486,9262,13854,4426,9428
9,9,26544,10183,12376,748,581,504,2451,0,0,29568,9520,14734,959,651,620,3075,0,0,30625,7269,16587,897,860,1160,4623,29419,7918,15632,1181,1162,688,3110,1049,922,74,3073,89,663,30172,6504,16227,1565,1260,605,3993,17010,7807,6918,395,381,338,1323,0,0,13323,7612,3946,580,504,304,376,580,420,95,0,0,20046,5905,10066,562,641,794,2546,20046,5905,10066,399,530,101,2483,34,528,13155,6184,4865,673,641,358,294,0,0,0,0,0,12908,5525,5141,696,779,195,402,684,781,79,402,13006,5674,5136,703,581,264,489,548,581,70,489,3956,1525,2346,4148,1615,2533,5201,2253,2563,5099,2173,2656,3705,1603,1992,3685,1719,1839,3695,1701,1878,4810,2207,2430,5709,2836,2659,5549,2708,2841
10,10,26755,22348,1857,602,1376,583,68,0,0,30970,24844,2866,960,1825,622,96,0,0,31066,23800,2762,925,2020,1538,111,31367,24842,2488,1243,1789,646,101,660,1249,132,30,0,1961,32846,24284,2664,1478,2034,927,75,18944,16199,1096,356,923,361,38,0,0,21966,18695,1558,633,638,335,25,532,547,151,92,0,22828,17982,1777,553,1380,1033,55,22828,17982,1777,422,1182,240,17,70,1138,22214,19007,1411,787,547,356,10,0,0,0,0,0,23136,19606,1462,670,867,432,0,524,783,165,0,22089,18735,1161,589,977,569,5,464,801,210,5,10386,3187,6959,10669,3321,7348,12985,4374,7399,12827,4094,8080,10614,3550,6792,10550,3822,6320,10534,3689,6510,12953,4804,7671,15574,6603,8486,15234,6326,8908
11,11,25025,14892,7730,407,574,513,1052,0,0,28302,14677,9972,707,547,556,2131,0,0,29776,13671,10539,973,742,1398,3003,27954,13332,9785,836,247,638,3058,597,185,151,3012,107,797,28925,12895,10254,903,513,897,2560,17233,11380,4440,199,375,351,565,0,0,15306,11300,2725,385,180,298,392,345,167,151,6,0,21070,10943,6607,608,496,986,1693,21070,10943,6607,451,402,177,1666,40,784,15265,10856,3107,479,113,450,354,0,0,0,0,0,16904,11705,3713,367,280,538,212,295,245,59,212,15978,10733,4097,229,274,430,149,176,243,117,149,6286,2008,4117,5959,1935,4024,6999,2299,4186,6899,2350,4221,5364,1795,3435,5347,1924,3247,5338,1875,3314,6705,2446,4047,7967,3223,4514,7805,3118,4687
12,12,27892,25005,1359,173,407,977,47,0,0,30262,27237,1518,185,506,770,41,0,0,30767,25520,2048,405,556,2063,93,30187,26843,1526,202,440,854,32,115,289,375,32,43,962,31095,26369,1292,380,298,1220,50,22083,20279,799,101,260,645,34,0,0,23802,22249,619,96,256,581,20,96,222,334,0,0,24550,21087,1235,227,384,1429,55,24550,21087,1235,124,277,384,29,71,1343,23507,22018,551,68,217,516,25,0,0,0,0,0,24549,22737,545,169,130,901,10,169,110,276,10,25336,22704,1113,170,448,810,0,163,422,175,0,12898,4090,8490,11397,3243,8154,14284,3512,9873,14082,3790,9674,11766,2734,8772,11718,3033,8273,11705,2974,8419,14036,3703,9923,16452,4711,11334,16092,4571,11521
13,13,18061,12265,2762,543,2135,337,87,0,0,23294,14568,3048,1199,3952,527,33,0,0,29618,16310,4132,1180,6656,1131,332,26800,15525,3641,1504,5536,833,21,819,4955,150,14,110,1585,29511,16088,3992,1457,5648,696,334,12946,9150,1613,360,1582,223,44,0,0,13707,11243,1001,533,600,253,17,451,546,73,55,0,21957,12727,2725,783,4779,782,196,21957,12727,2725,611,4618,174,151,90,861,15595,12442,1182,836,604,283,0,0,0,0,0,0,17498,13565,1528,995,747,305,80,777,704,100,80,19196,14184,1869,1135,1015,457,208,735,869,96,208,5741,1859,3782,6261,1989,4272,7689,2710,4304,7577,2453,4799,6233,2207,3862,6196,2349,3609,6201,2302,3712,7985,3067,4644,10273,4445,5508,10042,4221,5821
14,14,15910,12701,1666,583,626,385,25,0,0,26140,19963,2520,1264,1853,555,32,0,0,29752,20249,3834,1595,2381,1698,192,27168,20534,3075,1076,1588,588,0,933,1386,109,0,59,1082,30339,19346,3788,1626,1973,782,72,10750,8805,989,350,406,222,13,0,0,16917,13796,1253,840,713,304,23,756,657,86,0,0,20454,14348,2433,978,1587,1060,119,20454,14348,2433,781,1450,211,65,63,1103,17685,14602,1495,750,576,330,0,0,0,0,0,0,20241,16264,1914,913,711,463,10,765,552,88,10,23380,18638,2529,900,947,399,28,778,842,57,28,4230,1249,2872,5482,1524,3958,8202,2263,5066,8076,2234,5417,5874,1800,3881,5858,1898,3718,5845,1890,3766,8445,2766,5334,11474,4188,6880,11271,4259,7012
15,15,24175,15327,7434,439,556,521,127,0,0,28443,16385,10196,646,779,364,356,0,0,29405,16038,10134,787,982,1412,428,29213,16123,10233,1016,856,330,413,461,632,104,413,0,1246,29834,15890,9592,720,923,917,170,17249,11903,4423,246,389,351,65,0,0,16323,12649,2683,411,411,167,0,371,342,103,4,0,21788,12948,6557,480,714,1051,243,21788,12948,6557,354,584,190,217,64,874,17113,12937,3188,407,546,143,0,0,0,0,0,0,18850,14414,3279,341,494,275,30,336,380,51,30,19277,14572,3476,294,470,399,49,257,320,75,49,6982,2464,4338,7583,2633,4950,9096,3233,5047,8937,3001,5470,6947,2510,4252,6913,2678,3997,6897,2584,4123,8772,3398,5042,10610,4575,5626,10311,4445,5866
16,16,17455,14099,2212,234,571,334,57,0,0,25928,20399,3317,414,982,706,257,0,0,29446,21589,4314,761,1165,1444,279,26317,21098,2986,463,964,697,1,300,609,150,0,0,1176,29598,20754,4015,616,1537,727,487,11919,9936,1269,135,361,226,37,0,0,16765,14543,1187,226,320,466,41,208,268,167,24,0,20342,15504,2687,401,697,963,137,20342,15504,2687,293,548,147,119,27,1017,17426,15157,1224,178,300,465,0,0,0,0,0,0,19432,16332,1756,196,465,408,93,162,369,111,93,21003,17566,2150,256,515,348,47,216,414,47,47,6288,1640,4524,7150,1676,5474,10546,2878,6834,10439,2637,7420,8591,2321,6059,8560,2550,5746,8553,2468,5858,11110,3355,7421,14423,4892,9102,14201,4845,9356
17,17,26921,19845,4249,215,698,2067,28,0,0,29597,20303,5180,570,782,2784,24,0,0,29726,19162,5836,524,1017,3433,105,30002,20160,5229,549,892,2444,21,202,693,1088,16,126,2487,29447,17731,5821,645,1237,2008,130,19434,15075,2558,110,419,1321,16,0,0,20041,16075,1572,278,328,1767,15,180,293,1089,8,0,21828,15017,3690,280,637,2236,58,21828,15017,3690,169,526,859,33,30,1504,20412,16518,1636,224,352,1734,4,0,0,0,0,0,19749,15694,1963,315,513,1221,39,142,479,564,39,21350,16960,2170,346,468,1273,61,184,429,489,61,8077,1907,5950,8124,1875,6249,8642,1765,6088,8524,1919,6189,7150,1463,5495,7122,1569,5351,7120,1586,5345,8795,1966,6518,10889,2559,7956,10740,2660,8080
18,18,21048,16582,2728,581,494,438,296,0,0,26079,19154,4329,1191,756,459,491,0,0,29291,20097,4653,1292,1033,1549,781,27412,19810,4452,923,672,865,496,814,354,134,288,120,1440,30398,20909,4661,744,1105,1548,572,15250,12593,1596,315,344,282,157,0,0,17462,14812,1549,578,214,240,0,553,184,71,76,0,21710,15627,3001,818,737,1087,453,21710,15627,3001,656,595,172,408,49,1202,18767,15478,1986,424,274,511,20,0,0,0,0,0,21010,17181,2198,334,396,735,45,277,301,82,45,22236,18274,1863,515,650,691,74,405,540,131,74,7667,2442,5068,8288,2579,5709,11019,3525,6557,10942,3579,6954,9152,3039,5874,9119,3320,5537,9100,3154,5681,11140,3963,6816,13495,5216,7845,13277,5197,8080
19,19,24389,17140,4716,848,684,492,672,0,0,27942,18954,5243,1233,1580,1094,622,0,0,29276,18057,6579,1402,1010,1460,1125,29669,19490,5603,1357,1951,1091,589,1045,1573,163,446,2,1353,30810,18753,6428,1778,1915,946,667,17870,13540,2721,497,480,349,352,0,0,18842,15169,1734,538,681,621,15,490,536,138,94,0,22457,15063,4244,899,730,1026,650,22457,15063,4244,684,594,172,603,61,1036,19905,15554,2075,678,918,522,60,0,0,0,0,0,20483,16116,2209,836,804,332,129,778,683,84,129,20238,15566,2763,682,605,414,151,581,538,38,151,8990,3073,5764,8818,3004,5814,9840,3553,5533,9756,3538,5831,8016,2952,4871,7979,3249,4515,7989,3105,4678,9607,3855,5454,11125,5005,5788,10914,4789,6125
20,20,25071,21453,1213,1041,869,528,74,0,0,27801,23402,1572,1186,1286,319,69,0,0,29707,23107,2072,1682,1240,1420,214,29291,24063,1973,1288,1499,300,119,888,1118,50,68,127,997,30963,24773,2080,1438,1330,527,99,19264,16775,769,718,606,407,41,0,0,20642,18501,757,636,490,205,26,615,439,87,35,0,22865,18311,1373,1072,862,1062,132,22865,18311,1373,878,704,235,101,79,1184,21143,18578,1000,695,486,202,0,0,0,0,0,0,22778,19915,1090,870,459,338,7,773,410,61,7,23880,20171,1557,1087,444,576,4,826,345,167,4,12390,6046,6124,11878,5712,6166,13791,7152,5360,13691,7084,6112,11753,6217,5299,11712,6734,4683,11693,6424,4962,13517,7481,5595,15282,8997,5832,14981,8671,6310
21,21,23647,18597,1521,1866,1070,633,75,0,0,27633,20828,2305,2610,1280,804,85,0,0,29499,21453,2600,2572,1400,1322,243,27546,20400,2364,2531,1057,682,119,1945,766,399,86,59,1533,30175,21286,2525,2981,1348,720,170,20674,16744,1121,1327,961,530,42,0,0,22382,18667,1090,1520,417,621,34,1432,332,425,45,0,25955,19501,2044,1963,1231,1058,138,25955,19501,2044,1652,944,232,111,99,1372,22555,18992,1094,1426,386,564,87,0,0,0,0,0,24800,20355,1485,1682,559,607,67,1587,473,225,67,25662,20778,1829,1817,603,496,69,1611,518,212,69,7493,5070,2200,6990,4687,2303,8912,5602,2356,8791,5748,2589,6709,4777,1735,6679,4951,1534,6654,4838,1575,8194,5726,2142,9237,6685,2239,9003,6609,2394
22,22,22981,18992,1530,1385,606,546,40,0,0,26685,20691,2099,1814,980,1137,18,0,0,29260,21863,2508,2230,975,1572,156,26006,21358,1653,1414,658,861,10,1305,394,260,10,40,988,29259,23002,2594,1319,507,942,26,18254,15576,919,917,477,390,28,0,0,20988,17465,979,1350,483,710,2,1330,435,299,11,0,23654,18356,1774,1480,766,1179,85,23654,18356,1774,1208,532,264,58,83,1379,20841,18155,799,1057,276,590,2,0,0,0,0,0,22918,19813,1332,992,321,489,2,911,288,246,2,24227,20377,1350,1195,702,455,149,983,600,258,149,7648,3638,3840,7738,3591,4147,9854,4247,4606,9762,4337,4925,7463,3532,3692,7446,3756,3452,7442,3653,3529,9554,4576,4601,11551,5777,5366,11357,5788,5569
23,23,26080,22950,1203,463,557,922,78,0,0,28928,25450,1372,639,704,767,22,0,0,29561,23567,1964,738,739,2430,95,29059,24635,1493,1067,824,634,30,276,635,216,1,101,1700,28782,22631,1257,1198,575,983,25,19047,17209,667,235,342,578,43,0,0,20950,19115,628,300,340,561,0,276,293,226,23,0,22061,18225,1194,404,481,1653,41,22061,18225,1194,254,375,360,21,46,1586,21442,19429,616,606,373,445,4,0,0,0,0,0,21419,19228,618,633,323,620,11,345,315,197,11,22600,20168,717,493,371,668,3,99,276,154,3,9879,3425,6167,9625,3304,6321,11180,3253,7117,11112,3780,6875,9139,2762,6057,9115,3007,5814,9092,2921,5887,11273,3590,7323,13668,4337,8946,13513,4498,9015
24,24,30603,27715,1042,355,252,1295,31,0,0,30590,26720,1747,327,391,1476,19,0,0,29388,24356,1427,637,392,2475,43,31469,27484,1856,465,254,1415,34,333,238,549,4,28,972,29700,25419,1670,752,326,1150,73,22705,20944,621,169,166,818,20,0,0,22603,20680,777,177,142,807,0,111,138,437,13,0,22453,19099,868,350,268,1741,25,22453,19099,868,182,190,470,5,36,1603,22842,20918,820,245,94,716,0,0,0,0,0,0,21493,19565,597,430,76,834,62,124,71,191,62,22152,20178,538,296,303,858,43,83,232,192,43,11522,2800,8343,10344,2423,7921,11689,2194,8871,11502,2604,8462,8935,1601,7074,8931,1829,6847,8928,1709,6995,11044,2165,8585,12724,2370,10099,12677,2514,10163
25,25,27482,25143,1012,305,308,778,38,0,0,29772,27140,1054,315,509,776,60,0,0,29668,25303,1445,420,436,1953,81,29655,26473,1353,433,488,846,74,200,189,366,19,48,1014,28535,23981,1419,357,490,760,75,20727,19311,578,141,187,529,22,0,0,22194,20748,457,158,227,551,7,87,196,305,42,0,22774,19867,869,213,276,1409,41,22774,19867,869,122,187,259,24,48,1398,22116,20630,589,161,188,656,25,0,0,0,0,0,21316,19934,665,149,185,500,20,86,135,129,20,21927,20190,740,190,348,583,0,136,242,135,0,10655,3444,6839,10084,3162,6922,11780,3096,7895,11638,3629,7486,9620,2564,6725,9613,2927,6382,9595,2764,6506,11625,3329,7930,13779,3925,9497,13634,4026,9608
26,26,30467,27411,1990,217,213,699,49,0,0,30153,26516,2250,355,294,699,152,0,0,30381,25087,2393,246,529,1574,352,30283,26213,2519,358,265,674,222,153,173,164,200,26,830,30580,23924,2594,307,422,848,411,22906,21014,1161,117,138,499,33,0,0,22629,20716,1040,155,251,472,10,145,212,203,4,0,23108,19601,1504,150,337,1160,212,23108,19601,1504,64,277,240,182,52,1188,22600,20725,1050,175,176,497,35,0,0,0,0,0,22612,20557,1175,108,169,545,54,73,84,59,54,23063,20896,1091,46,361,628,42,33,264,86,42,11481,3787,7225,10686,3364,7322,11743,2597,8553,11654,3206,7967,9387,1979,7133,9328,2279,6763,9302,2190,6849,11075,2493,8299,12516,2536,9719,12304,2626,9678
