ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
47,47,29048,26777,772,159,324,1035,27,0,0,29088,26829,692,422,155,1009,0,0,0,29203,24623,1196,433,550,2268,58,29296,26855,781,610,246,1095,4,141,126,230,0,0,1158,29082,25547,1408,661,351,1138,53,21534,20111,456,70,213,684,17,0,0,21995,20583,471,196,101,650,0,110,67,267,2,0,22065,19082,731,191,354,1496,32,22065,19082,731,83,272,412,11,44,1430,22258,20874,458,225,87,654,0,0,0,0,0,0,22136,20047,908,295,130,726,0,144,95,86,0,22372,20124,927,343,198,701,0,154,154,116,0,10604,2248,8096,12597,2614,9983,13104,2081,10336,13077,2660,9885,9688,1398,8014,9698,1689,7752,9693,1499,7939,12196,2091,9784,13964,2277,11360,13928,2601,11327
48,48,29565,22131,3575,1618,1277,1138,37,0,0,31654,22484,4750,2178,1446,1291,53,0,0,29847,20333,4250,1706,1335,2339,62,31231,22568,4218,2155,1254,1282,19,1747,1212,298,0,103,1084,30828,21264,5178,1801,1052,1353,48,21259,16733,2054,933,878,734,20,0,0,21686,17097,1710,1248,827,790,0,1228,823,285,0,0,21992,15780,2644,980,993,1581,46,21992,15780,2644,814,866,460,12,49,1367,22311,17751,1616,1237,902,851,0,0,0,0,0,0,21835,17133,2063,930,911,831,0,863,721,247,0,21454,16292,2368,1004,936,897,0,753,809,189,0,7667,2323,5148,8548,2452,6096,9591,2388,6580,9399,2443,6506,6955,1517,5216,6940,1751,4961,6946,1638,5114,8822,2244,6300,10097,2660,7170,10067,2711,7356
49,49,30588,13114,9805,4728,2293,1105,115,0,0,30506,12239,10970,4318,2505,732,28,0,0,29484,10270,11374,4583,2224,1743,82,30013,11159,11512,4404,2271,1116,32,3665,1998,266,0,17,1393,29318,11474,10692,3865,2417,1174,122,21663,10841,5504,3071,1651,778,69,0,0,17888,9821,3171,3133,1219,574,0,3004,1137,177,27,0,21400,8604,7059,3119,1708,1272,54,21400,8604,7059,2726,1554,296,26,22,1113,17322,8748,3476,3246,1044,825,0,0,0,0,0,0,17683,9356,3344,2707,1421,810,0,2420,1340,229,0,16824,8725,3576,2287,1307,756,0,1962,1249,180,0,6309,3263,2870,5312,2990,2322,5572,2812,2277,5513,2620,2563,3828,1813,1866,3823,1986,1677,3818,1909,1707,5024,2586,2233,5837,3220,2389,5736,3090,2646
50,50,29307,22923,2417,2125,977,1100,29,0,0,28923,20905,2901,2483,1381,1467,19,0,0,29517,20739,2908,2734,1073,2301,42,29298,21394,2854,2514,1183,1558,18,1985,1042,337,14,56,1613,29982,21834,2917,2925,1064,1543,163,22815,18713,1425,1345,677,739,22,0,0,22134,17549,1351,1370,904,965,0,1225,866,283,7,0,23318,17297,1856,1790,762,1675,30,23318,17297,1856,1501,596,514,6,57,1491,22609,17882,1467,1472,902,1027,0,0,0,0,0,0,22656,18082,1470,1814,501,916,0,1558,440,246,0,22861,17637,1493,2384,363,975,5,2101,325,211,5,10941,3641,7026,10291,3497,6794,10697,3495,6234,10724,3594,6567,8152,2449,5405,8145,2870,4955,8152,2623,5159,9862,3447,6021,10866,4103,6338,10758,4159,6599
51,51,27781,22526,1373,1391,1736,918,37,0,0,28485,22231,1701,1750,1836,1090,29,0,0,31079,21791,2535,2097,2627,2173,60,29744,23062,1874,1700,2423,1036,24,822,2131,299,0,80,1485,31145,22942,2615,2006,2787,1159,92,21246,17828,839,800,1228,607,21,0,0,21569,17627,959,1098,1083,771,0,1033,973,304,68,0,24332,17934,1607,1308,1956,1505,34,24332,17934,1607,1026,1773,404,10,70,1508,22948,18527,1141,920,1537,660,0,0,0,0,0,0,23868,18508,1563,1241,1614,836,0,954,1485,212,0,24826,19182,1544,1166,1894,878,9,755,1754,135,9,12034,3488,8310,11385,3085,8300,12566,3254,8377,12574,3437,8585,9574,2270,7021,9557,2675,6568,9554,2454,6767,11901,3355,8143,13652,4246,9002,13578,4301,9277
52,52,33005,26352,4726,439,829,763,30,0,0,30584,24146,4413,640,454,1025,45,0,0,29755,22522,4623,535,635,1418,41,30752,23932,4720,863,564,745,62,637,466,147,0,0,845,29504,22560,4731,715,542,1117,33,24428,20500,2667,257,538,513,17,0,0,21840,19156,1338,425,189,675,0,399,189,230,45,0,22577,17845,2908,274,452,1025,20,22577,17845,2908,177,404,266,12,47,918,21981,18878,1759,537,233,574,0,0,0,0,0,0,21254,17927,1811,385,271,824,0,292,246,159,0,21558,17847,2277,322,351,663,10,253,303,144,10,10423,2964,7016,9474,2559,6915,10143,2018,7616,9991,2645,6976,8373,1414,6585,8337,1664,6390,8336,1487,6610,9484,1801,7407,10442,1738,8382,10366,1804,8562
53,53,29056,23224,3217,1758,546,454,23,0,0,29441,21842,4472,1908,762,570,37,0,0,29344,20526,4812,2211,663,1160,39,29627,21821,4638,1885,877,649,44,1135,607,161,0,70,1189,29237,21204,4617,1911,810,1247,147,22690,18881,1955,1162,418,328,17,0,0,21059,17809,1427,1242,240,313,0,1132,195,101,10,0,23031,16913,3119,1606,483,898,27,23031,16913,3119,1391,360,166,16,62,1004,20824,17052,1795,1194,280,352,0,0,0,0,0,0,21641,17117,2250,1283,452,347,34,1120,290,36,34,21845,17130,2535,1255,345,301,42,1020,164,22,42,7232,2302,4752,8344,2584,5760,9106,2737,5748,8946,2835,5629,7324,1970,5090,7308,2259,4823,7297,2047,5010,8623,2655,5669,9705,3182,6243,9542,3030,6512
54,54,28853,25075,1234,1897,323,379,17,0,0,31606,27248,1614,1974,412,405,69,0,0,29768,24173,1564,2413,456,1117,39,31511,27012,1246,2221,621,392,17,1968,405,131,14,9,729,31021,26427,1221,2100,628,518,11,22064,19490,755,1336,225,278,10,0,0,23710,21498,522,1277,123,289,19,1199,46,106,0,0,23200,19342,981,1623,329,871,18,23200,19342,981,1465,235,114,3,42,1018,23896,21590,428,1356,151,313,3,0,0,0,0,0,23438,21069,437,1355,260,399,0,1305,87,63,0,22916,20295,595,1476,247,386,0,1407,172,72,0,11415,3900,7109,10219,3374,6845,11674,3283,7612,11459,3979,6911,9562,2638,6599,9544,2957,6305,9533,2660,6590,11407,3411,7637,13411,3978,9046,13218,3896,9322
55,55,27444,21266,1219,3874,844,295,86,0,0,31046,22721,1590,5376,1079,346,21,0,0,29682,20102,1899,5747,894,889,49,31747,22714,1666,6245,910,308,32,5579,710,94,0,11,979,31012,22156,1245,6153,1025,325,10,21380,16959,819,2695,699,230,77,0,0,23875,18687,673,3618,557,317,0,3463,456,108,20,0,23667,16598,1315,4225,674,667,43,23667,16598,1315,3390,483,76,13,109,1683,23944,18648,542,4045,464,314,0,0,0,0,0,0,24437,18637,586,4160,771,296,0,3848,594,30,0,25333,18790,1020,4815,327,325,32,4488,234,21,32,10205,3993,5988,10042,3898,6144,11339,4320,6066,11179,4563,6085,9410,3443,5735,9362,3797,5269,9370,3489,5607,11035,4526,6127,12657,5614,6617,12398,5405,6993
56,56,27994,20712,1449,5186,398,332,64,0,0,29481,20860,1315,6316,473,291,46,0,0,29821,19209,2111,6849,626,1076,44,29782,21471,1277,5987,447,294,42,5469,211,9,0,483,860,29611,20544,2070,6304,534,425,24,21568,16724,960,3362,308,238,60,0,0,22627,17105,711,4381,177,212,0,4247,149,10,68,0,23100,15888,1357,4598,475,775,33,23100,15888,1357,4289,346,98,13,89,1020,23151,17574,685,4316,145,309,0,0,0,0,0,0,22886,16990,972,4469,99,246,15,4280,79,23,15,23580,17394,1193,4125,474,244,9,3969,298,49,9,10099,4491,5400,9192,3989,5203,10946,4643,5367,10763,4939,5267,8762,3659,4827,8742,3997,4435,8732,3715,4719,10456,4705,5345,11916,5552,5923,11648,5436,6212
57,57,28861,27259,637,346,152,486,31,0,0,29547,27583,813,537,135,507,0,0,0,30134,26794,1017,540,252,1251,40,29621,28000,693,472,55,377,0,307,37,181,0,11,377,30560,28146,818,766,113,321,2,21137,20163,363,179,84,348,19,0,0,21863,20739,410,309,55,339,0,264,42,222,1,0,22544,20325,615,270,140,957,20,22544,20325,615,204,69,161,6,59,1105,22294,21468,295,171,44,310,0,0,0,0,0,0,23331,22243,344,298,88,267,0,284,28,53,0,22755,21543,533,237,117,281,4,193,0,43,4,11762,2757,8682,10692,2171,8521,12071,1937,9435,11950,2832,8543,9714,1530,7855,9712,1748,7650,9715,1514,7924,11904,2113,9443,14185,2309,11537,14082,2503,11579
58,58,31102,26462,1517,2496,376,304,36,0,0,31875,26129,1892,3193,520,295,31,0,0,31207,24280,1807,3377,605,960,54,31896,25879,1926,3219,513,430,19,2589,443,80,0,20,960,30961,24979,1632,3436,671,436,17,24275,21181,972,1628,290,221,27,0,0,23926,21052,645,1788,184,220,0,1720,124,77,17,0,24242,19418,1127,2351,440,717,35,24242,19418,1127,2148,356,75,10,58,1050,24096,20786,736,2107,185,318,0,0,0,0,0,0,23696,20139,642,2336,349,286,0,2052,292,14,0,24560,20596,937,2588,219,289,0,2239,161,25,0,8260,2029,6013,10766,2329,8437,11555,2432,8202,11515,3135,7978,9261,1811,7216,9257,2005,7000,9254,1805,7218,11058,2523,8189,12524,2987,9170,12463,2890,9573
59,59,26442,24288,735,816,235,407,32,0,0,29463,26944,744,1044,497,264,63,0,0,30899,26482,1289,1273,477,1201,68,29240,26357,1068,1042,577,236,54,704,387,105,28,23,573,29782,26372,1282,990,434,428,50,19043,17766,392,479,136,276,18,0,0,21441,19985,427,688,147,147,20,636,125,82,27,0,22546,19756,717,748,306,851,49,22546,19756,717,576,178,105,11,49,1154,20685,19216,483,545,189,167,0,0,0,0,0,0,21311,19450,671,570,278,321,0,505,236,13,0,21983,19917,779,574,365,322,0,455,291,31,0,8692,2125,6298,8063,1797,6266,9639,1635,7464,9486,2356,6592,7276,1270,5769,7273,1414,5615,7276,1237,5845,9377,1823,7259,11413,2145,8931,11349,2220,9129
60,60,31165,25646,811,4304,141,315,19,0,0,31025,25640,837,3929,155,316,245,0,0,30469,23683,1210,4322,252,907,52,30869,25253,832,3751,173,695,250,3409,143,181,126,18,904,31296,25019,1416,3893,137,730,150,23703,19925,496,2972,89,246,17,0,0,23779,20134,414,2802,65,177,104,2790,52,125,79,0,23491,18716,752,3075,170,670,31,23491,18716,752,2966,110,79,12,21,835,24130,20235,502,2757,68,388,139,0,0,0,0,0,24167,20125,641,2867,69,348,79,2669,62,45,79,24557,20407,745,3046,42,314,0,2768,40,25,0,11792,3705,7680,10864,3345,7519,12200,3292,8333,11886,4421,7094,9663,2346,7101,9653,2725,6729,9645,2380,7072,11429,3114,8039,12883,3136,9317,12678,3002,9676
61,61,34897,24055,819,9680,161,282,24,0,0,31655,21555,640,9236,123,250,17,0,0,30564,20109,918,8602,222,690,76,31277,21091,693,9083,36,472,12,8651,25,150,0,0,660,30176,20414,619,8667,26,425,35,26812,19208,538,6793,122,210,17,0,0,24614,17301,335,6741,43,180,0,6688,24,51,23,0,23852,16285,564,6254,172,538,35,23852,16285,564,6048,121,55,8,39,732,24298,17092,317,6561,23,378,0,0,0,0,0,0,23345,16491,255,6334,7,365,0,6291,7,69,0,22212,15497,207,6199,41,291,8,6111,36,26,8,13115,5475,7073,11863,5090,6773,11704,4244,6831,11452,5143,6055,9733,3080,6472,9728,3461,6033,9695,3203,6316,10817,3724,6857,11693,3688,7646,11308,3119,8189
62,62,37485,15553,548,21170,157,256,20,0,0,32575,13248,649,18592,26,159,0,0,0,29636,11994,664,16513,122,468,41,31733,12760,681,18182,17,152,0,18059,8,45,0,3,173,29537,11810,705,16730,146,207,2,28096,12853,360,14683,112,194,8,0,0,24974,10917,373,13544,14,117,0,13488,14,48,8,0,22975,9945,494,12169,99,364,19,22975,9945,494,11854,70,50,4,31,527,24350,10680,376,13099,5,117,0,0,0,0,0,0,22470,9957,210,12014,27,157,0,11951,23,20,0,21175,9452,183,11263,14,227,0,11144,6,6,0,15199,8847,5929,13101,8148,4953,11895,6732,4829,11218,6175,4716,9160,4585,4385,9132,4962,4021,9128,4783,4129,10323,5398,4727,10976,5648,4912,10050,4547,5503
63,63,34076,14237,1312,18247,253,286,40,0,0,32336,13457,1252,17028,327,655,70,0,0,30659,11532,948,17608,200,455,33,31101,12996,1172,16376,201,701,73,15723,151,45,63,0,948,30068,12126,1098,16116,224,691,192,25914,11798,1130,12728,198,251,30,0,0,24371,11054,661,12041,153,483,10,11854,143,74,40,0,23912,9791,662,12953,162,376,22,23912,9791,662,12689,110,85,6,30,539,23528,10660,684,11606,91,539,15,0,0,0,0,0,22660,10129,636,11349,136,476,15,11149,136,70,15,22321,9544,481,11437,187,739,0,11296,175,74,0,12820,7167,5450,10191,6118,4073,9291,5175,3820,8626,4599,3728,7183,3768,3239,7192,4042,3026,7162,3907,3107,8169,4410,3587,8832,4853,3681,8080,3978,4102
64,64,34720,10049,835,23530,303,185,22,0,0,31878,9276,976,21046,482,176,7,0,0,30494,7384,1031,21561,294,380,21,31313,8701,997,20983,266,179,262,20491,252,111,254,44,460,29733,7687,1126,20427,80,182,118,26797,8882,562,17077,236,143,17,0,0,24987,8451,338,15891,136,157,0,15797,136,120,29,0,24426,6682,717,16571,228,300,15,24426,6682,717,16292,178,61,2,55,439,24717,7660,320,16192,84,161,255,0,0,0,0,0,23733,6762,325,16312,35,152,110,16263,30,39,110,22742,6376,250,15714,42,159,122,15614,21,23,122,12302,8407,3521,11979,8987,2992,11162,8286,2536,10709,7737,2694,8807,5641,3017,8817,6191,2442,8789,6058,2526,9988,7066,2735,10781,7900,2505,10234,6752,3482
65,65,35793,10306,639,24637,159,225,14,0,0,31939,9232,612,21805,93,249,0,0,0,29551,7745,721,20576,228,347,74,31561,8840,697,21524,238,293,0,21318,174,104,0,3,430,30528,7995,602,21208,408,247,60,27402,8879,431,17893,126,179,10,0,0,24963,7964,250,16492,44,215,0,16411,34,90,2,0,23781,6958,540,15874,159,287,41,23781,6958,540,15577,124,72,26,36,448,24690,7621,322,16479,114,248,0,0,0,0,0,0,23933,6889,302,16296,171,223,60,16226,115,67,60,23177,6609,419,15640,223,296,29,15456,157,27,29,13418,10220,2911,11034,8695,2339,10169,7543,2268,9722,7067,2328,7451,4761,2520,7419,5208,2050,7396,5127,2082,8635,6135,2333,9205,6708,2200,8695,5640,3055
66,66,27844,12402,1432,13410,482,383,48,0,0,28365,11503,852,15598,283,349,14,0,0,29555,10167,1889,16553,508,828,61,28030,10816,778,16007,299,273,21,15541,204,36,0,12,643,28765,10441,1099,16761,483,320,4,20254,10184,887,8686,361,285,34,0,0,21459,10112,378,10467,215,278,0,10413,160,135,15,0,22001,8606,1176,11429,376,609,36,22001,8606,1176,10961,272,79,11,54,842,21249,9479,249,11127,166,216,0,0,0,0,0,0,21485,9345,313,11374,229,285,0,11078,156,119,0,20033,7877,536,11252,190,316,2,10961,133,93,2,9500,5841,3491,9161,5986,3175,9544,5960,3162,9374,5921,3148,7490,4232,3078,7467,4660,2585,7468,4423,2831,8908,5542,3140,9998,6572,3150,9583,5891,3692
67,67,29511,19966,1325,7296,743,397,43,0,0,31682,20936,1579,8237,843,299,70,0,0,31047,17719,1694,9907,963,872,47,33113,18797,1323,11966,780,331,41,10985,504,108,17,157,1220,33719,18999,1195,12312,771,189,17,22285,16039,822,4691,541,271,28,0,0,23463,16588,701,5339,599,209,15,5254,516,35,55,0,23815,14678,1057,6669,751,636,34,23815,14678,1057,6311,560,56,20,78,1055,24783,15354,728,7737,628,240,10,0,0,0,0,0,25424,15760,746,8149,584,174,4,8059,347,49,4,25155,14675,711,8898,635,181,0,8568,423,49,0,12025,4961,6859,12328,5254,7074,13105,5496,6871,12992,5852,6672,10930,4288,6360,10885,4764,5782,10894,4308,6281,12590,5517,6703,13872,6570,6934,13664,6130,7534
68,68,28548,26069,1088,527,584,337,47,0,0,30081,26001,1967,1029,755,484,2,0,0,31183,25975,1810,1286,862,1118,74,31047,26663,2027,1290,683,342,6,884,309,131,0,38,994,31169,26894,1608,1432,649,408,49,20119,18668,608,287,350,216,24,0,0,21626,19514,914,459,333,380,0,423,210,178,40,0,22934,19628,1069,705,557,816,42,22934,19628,1069,517,379,125,21,54,1141,22348,20296,963,532,289,210,0,0,0,0,0,0,22710,20709,738,718,345,168,0,644,217,7,0,23382,21162,682,865,411,206,0,717,230,5,0,10507,2149,8131,10108,1905,8203,11744,2054,9007,11442,2723,8074,8678,1495,6870,8663,1732,6648,8673,1511,6913,11108,2271,8451,13119,2755,9934,13027,2872,10155
69,69,29792,24741,1231,3107,432,431,64,0,0,31221,24097,1574,4581,538,500,190,0,0,30711,22594,1927,4370,593,1168,100,30993,23840,1478,4410,740,485,235,3645,571,159,157,38,1099,31294,23502,1264,5144,887,499,418,22757,19393,759,2060,283,306,42,0,0,23267,19020,705,2781,349,336,40,2688,262,145,32,0,24009,18308,1259,3045,430,863,52,24009,18308,1259,2759,272,115,36,75,1185,23175,18905,657,2877,377,306,46,0,0,0,0,0,23869,19154,597,2800,498,332,10,2568,391,80,10,23405,19203,682,2517,322,240,13,2347,202,44,13,10555,3414,6908,10390,3465,6925,11553,3369,7459,11380,4001,6858,9405,2678,6436,9385,2993,6077,9388,2698,6406,11153,3496,7296,12654,4028,8305,12415,3871,8544
70,70,28639,22727,951,4171,561,319,25,0,0,30329,21271,1322,7254,604,354,22,0,0,30427,21240,1269,6190,876,934,28,30372,21950,1287,6299,428,442,17,5610,241,96,0,77,1112,29793,21342,1021,6201,607,292,20,22616,18599,634,2796,393,244,18,0,0,23347,17638,572,4760,204,191,0,4645,165,87,0,0,24072,17567,880,4260,630,709,20,24072,17567,880,4007,440,120,4,71,983,23743,18439,549,4365,174,199,0,0,0,0,0,0,23686,18218,509,4522,299,139,0,4432,240,70,0,24696,18010,711,5409,318,209,1,5138,193,41,1,15422,5663,9480,14596,5454,9142,14905,6088,7854,14838,6318,8024,12618,4840,7530,12591,5508,6717,12589,4781,7433,14399,6171,7836,15885,7413,8065,15637,6859,8778
71,71,24592,19038,843,3974,585,213,30,0,0,28363,19532,1209,6398,829,451,104,0,0,29220,18346,1389,7735,906,815,43,28795,17469,1584,8435,1235,723,74,7614,658,70,0,49,1347,29275,18109,1260,8725,1180,423,92,18797,15044,534,2689,389,158,20,0,0,21621,15670,613,4553,405,310,0,4429,307,70,74,0,22687,15098,908,5341,639,610,27,22687,15098,908,5053,505,79,10,88,946,21667,14203,854,5752,491,308,0,0,0,0,0,0,22064,14521,720,6249,325,256,0,5850,239,119,0,22070,14309,633,6596,400,198,0,5967,172,42,0,10462,3815,6481,11467,4418,7049,12638,5175,6676,12521,5331,6752,10237,3861,6159,10194,4365,5533,10197,3907,5978,12141,5200,6604,13751,6484,6964,13535,6010,7525
72,72,32272,12133,2480,17265,280,397,42,0,0,29930,9507,2679,17519,213,234,13,0,0,29903,9236,3107,16738,352,936,46,28389,9178,2514,16426,204,269,1,15623,36,21,0,74,948,27506,8903,2714,15282,253,342,10,23718,10412,1643,11334,200,290,25,0,0,21153,8106,761,12026,75,174,0,11799,52,30,48,0,22572,8045,1995,11830,264,722,36,22572,8045,1995,11304,128,82,11,68,939,19556,7601,663,11061,59,183,0,0,0,0,0,0,19674,7511,792,11043,68,220,10,10921,34,31,10,20808,7634,1047,11837,70,172,12,11629,32,21,12,10941,7234,3419,9910,7007,2903,9521,6492,2541,9343,6316,2651,7429,4690,2539,7409,5047,2099,7416,4754,2353,8692,5894,2547,9595,6787,2517,9207,6067,3140
73,73,27893,22920,566,3356,935,191,28,0,0,28576,21943,973,4224,1371,275,36,0,0,29972,22157,940,4753,1458,618,31,30313,22846,693,4817,1601,285,122,4182,1351,63,86,0,1092,31937,23919,854,5050,1665,304,43,22219,18626,393,2392,709,148,17,0,0,21865,17418,475,3141,668,148,0,3031,564,30,35,0,23645,17933,644,3503,1049,440,19,23645,17933,644,3311,919,58,8,49,723,22577,17772,364,3538,768,127,0,0,0,0,0,0,23621,18787,544,3460,579,238,0,3316,534,72,0,23490,17960,521,4265,475,218,0,4113,371,70,0,15557,7408,7942,14766,6822,7944,15753,8301,6384,15811,8128,7272,14280,6671,7365,14198,7742,6140,14178,6399,7366,15547,8199,6961,16857,9624,6818,16574,8767,7807
74,74,30709,21732,1124,6894,791,275,34,0,0,30771,21399,587,6930,1431,427,38,0,0,30327,20189,1271,7112,1035,721,39,30763,21493,624,7052,1155,456,15,6801,925,89,11,86,742,29821,20484,1194,6888,679,491,17,25506,18703,865,5146,624,226,27,0,0,24675,18131,429,5312,406,402,35,5176,363,92,33,0,25306,17541,914,5369,834,568,31,25306,17541,914,5107,664,68,10,102,900,24605,18184,484,5272,326,377,10,0,0,0,0,0,23802,17376,626,5301,258,218,14,5100,169,70,14,23413,17333,705,4714,443,192,51,4513,287,58,51,15251,8991,6001,14187,8555,5632,14882,9629,4160,14783,9491,4716,13174,8234,4646,13108,8993,3719,13080,7938,4611,14434,9647,4352,15633,11085,4117,15293,10521,4772
75,75,27126,19153,963,4671,2213,181,30,0,0,30950,21050,1400,5749,2377,287,47,0,0,30262,18841,1281,6220,3353,650,24,29523,19946,793,6803,1916,212,99,6604,1434,45,0,39,662,30856,20108,743,7030,2596,373,0,20593,15054,632,3274,1534,127,20,0,0,22207,16706,452,4060,751,169,1,3986,633,74,50,0,23450,15227,894,4528,2322,521,17,23450,15227,894,4246,2153,37,9,77,807,21725,15665,397,4784,711,113,0,0,0,0,0,0,22445,15586,361,5083,1283,226,0,4967,1115,19,0,20932,14281,552,4756,1118,152,27,4621,989,23,27,12865,5353,7354,12896,5215,7681,13640,6359,6394,13622,6165,7113,12058,4999,6864,11991,5833,5829,12000,4988,6672,13590,6485,6755,15219,8115,6748,14994,7418,7576
76,76,30704,6646,1409,22090,513,253,19,0,0,28819,6174,1561,20702,269,310,18,0,0,29928,5695,3261,20655,636,673,39,27634,6096,1179,19936,288,356,11,19432,261,191,0,118,354,28086,6001,1210,20508,293,267,35,23369,5853,926,16137,388,199,12,0,0,21396,5429,407,15300,122,158,0,15124,107,46,49,0,23848,5085,2420,16132,498,498,30,23848,5085,2420,15124,406,79,15,95,624,20529,5594,342,14386,128,200,0,0,0,0,0,0,21549,5580,655,15033,159,146,10,14719,144,37,10,20473,5454,802,13706,299,178,12,13264,278,51,12,12164,10332,1605,10663,9460,1203,9815,8346,1059,9601,7863,1440,7916,6169,1569,7886,6603,1100,7897,6282,1305,9004,7536,1266,9839,8451,1090,9391,7755,1636
77,77,28080,9181,2427,15707,692,265,15,0,0,28636,7561,2930,16740,1344,336,35,0,0,30006,7620,3789,17407,942,653,27,29984,8496,3457,16071,1842,373,54,15855,1537,30,0,65,539,29481,7774,3517,16863,1275,785,25,20621,7816,1550,10692,489,186,11,0,0,20112,6374,674,12340,605,141,0,12299,593,19,15,0,23169,6765,2451,12967,725,472,17,23169,6765,2451,12537,645,44,2,82,643,21002,7029,1082,12021,739,183,0,0,0,0,0,0,21192,6929,996,12540,614,169,0,12310,601,60,0,21922,6756,1843,12761,455,180,0,12555,463,36,0,11322,8156,3001,11045,8324,2721,10779,8056,2194,10652,7827,2543,9146,6309,2641,9123,6852,2030,9128,6476,2332,10487,7792,2444,11790,9153,2318,11409,8486,2923
78,78,22114,19717,586,1024,564,233,13,0,0,26829,23926,503,1246,1043,164,38,0,0,29358,24210,1353,1644,1118,886,28,25881,23090,378,1422,795,106,25,1342,546,57,17,77,375,27580,23987,606,1713,710,231,26,16650,15098,356,648,386,186,8,0,0,19809,18232,253,788,370,138,19,780,318,66,0,0,22671,19223,781,1109,726,692,23,22671,19223,781,1023,634,98,8,50,854,19698,18249,215,727,340,93,15,0,0,0,0,0,21775,19599,417,1158,308,160,15,1032,293,96,15,22707,19449,1124,1390,515,227,0,1243,460,63,0,10928,3199,7541,11073,3015,8058,12896,3701,8491,12834,4067,8324,10998,2857,7868,10954,3392,7269,10965,2882,7796,13206,4003,8861,15843,5242,10272,15687,4823,10864
