ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_AUD_Total,E_18_AUD_Dem,E_18_AUD_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
32,32,39049,32990,948,996,206,4102,39,0,0,39592,32625,1324,1424,257,4240,71,0,0,38442,30040,1361,1279,347,5591,50,39180,32350,1361,1312,272,4217,50,815,67,2611,15,1916,38656,31391,1458,1414,317,4245,65,29098,25279,523,643,119,2597,26,0,0,29510,25249,648,803,55,2758,18,721,31,2035,18,24,0,29031,23600,760,779,214,3648,40,29031,23600,760,539,103,1773,16,2164,29065,24855,621,722,112,2763,10,0,0,0,0,28895,24524,691,809,150,2734,19,640,87,1640,19,29338,24648,890,701,165,2941,6,484,92,1540,6,16168,4086,11843,14887,3814,11073,15956,2823,12259,15996,2339,12677,12840,3965,8280,12735,3349,9386,12153,0,9968,12781,2982,9296,12136,0,9711,15188,3179,11501,17081,3118,13638,17017,3300,12993
33,33,37068,29094,1366,3095,497,3321,50,0,0,38636,29743,1732,2889,1109,3442,47,0,0,39799,29015,2183,3272,715,4857,85,38765,29252,1960,3102,1110,3507,71,2632,764,1556,22,2502,40380,30289,2053,3311,1070,3893,42,28393,22781,835,2469,323,2131,29,0,0,29113,23361,756,2207,483,2259,4,2107,314,1152,4,52,0,30845,23068,1421,2642,463,3316,45,30845,23068,1421,2288,321,1428,18,2205,28915,23188,879,2158,528,2246,10,0,0,0,0,30804,24418,990,2502,467,2514,15,2307,412,1293,15,30717,24251,1465,2183,463,2367,6,1744,388,1162,6,16696,6164,10331,10823,3283,7540,14382,3899,9506,14395,3111,10122,12296,4996,6803,12156,4105,8051,11460,0,8724,12220,3914,7802,11461,0,8241,14263,4413,9282,16302,5015,10863,16283,5070,10436
34,34,37911,28920,1605,2331,2665,2647,46,0,0,40256,29817,1976,2182,3366,3120,110,0,0,39198,26901,2963,2728,2815,4041,110,41119,30775,1913,2278,3206,3273,81,1744,2618,1430,13,2628,39384,28908,1893,2689,3073,3218,81,32938,25555,1244,1786,2327,2175,38,0,0,30998,24943,1375,1524,727,2392,60,1284,472,1380,60,61,0,34036,23954,2359,2102,2436,3232,84,34036,23954,2359,1586,1965,1173,21,2843,32642,26193,1401,1677,832,2503,8,0,0,0,0,31575,24907,1421,1704,987,2416,38,1378,673,1112,38,32052,24761,1585,1884,1071,2562,62,1339,707,955,62,12297,5331,6891,12761,5417,7344,11949,4957,5761,11989,3887,6717,9271,5347,3541,9095,4494,4601,8312,0,5478,9174,4316,4424,8359,0,4833,10937,5024,5273,11816,5734,5615,11796,5729,5435
35,35,40650,32814,901,713,218,6223,47,0,0,40189,31801,1506,786,212,6339,33,0,0,38438,28802,1358,835,322,7277,72,39957,31289,1457,872,381,6487,27,396,251,3436,2,3038,38582,29321,1412,1188,432,6542,40,30346,25426,479,387,132,3988,29,0,0,30614,25174,800,401,75,4093,11,315,50,2656,11,38,0,29333,23025,802,451,227,4793,33,29333,23025,802,262,130,2754,9,2277,30667,24807,803,416,174,4324,4,0,0,0,0,29370,23246,752,576,221,4432,4,325,121,2445,4,29505,23100,886,544,274,4616,21,254,152,2432,21,17082,4894,11868,15323,4249,11074,15766,3167,11848,15697,2846,11799,12450,4041,7895,12317,3358,8959,11695,0,9433,12358,3137,8772,11667,0,9218,14822,3420,10889,16686,3385,12941,16658,3701,12138
36,36,34869,29083,1348,1097,345,3242,48,0,0,38104,31381,1867,1356,386,3625,44,0,0,38603,29312,2209,1536,621,5073,85,38885,31906,1929,1213,601,3512,101,833,334,1849,5,2004,38120,30378,2212,1352,556,3751,90,26179,22514,771,689,223,2065,31,0,0,28958,24990,869,826,152,2198,0,585,112,1201,0,98,0,29458,23266,1371,998,394,3344,53,29458,23266,1371,698,245,1350,22,2423,29018,24934,910,746,305,2151,3,0,0,0,0,28458,23824,1225,773,313,2268,3,686,251,1262,3,29724,24654,1470,762,374,2361,31,585,260,1289,31,16157,4226,11836,14895,3763,11132,17368,3471,12948,17432,2748,13434,13914,4701,8619,13772,3843,9929,13062,0,10429,13829,3676,9620,13030,0,10000,17001,3999,12331,19738,4425,14853,19857,4763,14215
37,37,42002,30731,2281,1671,340,7538,51,0,0,39749,28015,2997,1641,408,7592,91,0,0,39314,25719,3010,1904,400,8501,339,39785,28170,2773,1698,325,7505,0,1091,127,4346,0,3200,39481,27530,2769,1705,399,7425,34,31804,24635,1276,1143,242,4662,26,0,0,29790,22526,1299,1099,199,4666,0,908,87,2924,0,94,0,30101,21096,1779,1298,255,5621,191,30101,21096,1779,1075,159,3391,155,2396,30148,22832,1184,1279,245,4678,0,0,0,0,0,30079,22640,1340,1160,262,4727,15,859,143,2865,15,29581,22007,1503,1202,205,4589,63,893,97,2703,63,16702,5223,11270,14650,4523,10127,14869,3677,10412,14785,3144,10528,11705,4459,6779,11616,3671,7945,10829,0,8442,11649,3564,7636,10798,0,8265,13927,3850,9550,15445,3991,11104,15391,4113,10573
38,38,41315,34722,2009,842,274,3662,71,0,0,40979,33716,2147,1063,266,4158,36,0,0,39987,31578,2497,920,392,4753,182,40329,32083,2486,1056,437,4518,214,506,230,2372,200,2454,40684,31760,2983,966,485,4383,714,31266,27353,1146,489,175,2166,43,0,0,30818,26661,996,650,149,2434,23,445,109,1343,23,43,0,30325,24980,1516,541,225,2986,90,30325,24980,1516,364,143,1514,52,1698,30074,25757,1212,676,144,2451,18,0,0,0,0,30226,25580,1620,417,118,2419,62,262,61,1229,62,30550,25413,1894,592,89,2496,59,260,39,1101,59,19430,4281,14641,15405,3212,12193,16964,2675,13466,16936,2213,13615,13512,3760,9145,13381,2925,10456,12895,0,10881,13431,2646,10276,12860,0,10673,15841,2889,12419,17645,2852,14434,17580,3057,13756
39,39,34052,27487,1683,2420,1042,1645,63,0,0,39028,29374,2671,2922,1984,2572,106,0,0,39851,28593,2867,3822,1775,3185,137,38553,29917,1750,3590,1341,2451,37,2711,830,380,30,2902,38611,29364,2607,3780,1345,2126,13,24642,20590,960,1423,697,1045,38,0,0,26854,21892,1149,1532,713,1468,20,1280,546,449,20,88,0,29545,22388,1682,2322,1188,2047,74,29545,22388,1682,1952,883,638,31,1903,27602,22683,744,1987,566,1382,30,0,0,0,0,28121,22835,1171,2100,758,1148,4,1882,551,147,4,28912,23431,1215,2001,950,1238,0,1751,797,134,0,17110,4888,12165,16381,4395,11986,16129,4770,10103,16204,3500,11405,14288,6503,7395,14057,4890,9167,13085,0,10056,14161,4883,8824,13145,0,9318,15818,5299,9862,17149,6098,10589,17171,5973,10534
40,40,38434,29215,4364,1922,545,1689,1094,0,0,39536,26884,6319,2015,723,2139,2202,0,0,39258,24479,7032,2199,856,2871,2437,39350,26689,6435,1795,753,2256,2189,998,411,697,2134,1986,39485,26833,6668,1761,736,2406,2191,28690,23069,2525,1181,385,1087,611,0,0,26451,21010,2383,1124,348,1161,425,760,175,565,425,80,0,28945,19710,4232,1383,589,1917,1334,28945,19710,4232,999,369,666,1261,1637,26328,21020,2594,1069,251,1220,220,0,0,0,0,27201,21318,3058,1016,294,1200,251,654,145,453,251,26530,20332,3380,964,243,1065,346,720,89,240,346,12701,3522,9019,11135,3080,8055,12158,2949,8381,12155,2292,8902,9535,3480,5621,9439,2808,6631,9014,0,7160,9488,2639,6460,8997,0,6755,11279,3045,7752,12262,3281,8656,12220,3281,8320
41,41,20069,16850,820,919,565,1045,22,0,0,28301,22196,1491,1617,1382,1753,41,0,0,39371,28212,3006,2860,2067,3595,108,35896,26370,2652,2320,2405,2304,25,1641,1844,903,0,2489,42136,30208,3282,3354,2883,2759,16,14023,12156,456,517,342,605,12,0,0,18831,15659,772,891,639,854,11,731,557,472,11,49,0,27007,20459,1677,1654,1245,2011,49,27007,20459,1677,1336,1019,673,12,1748,23208,18330,1159,1457,1206,1090,0,0,0,0,0,27890,21384,1496,2227,1330,1492,0,1748,1096,549,0,31652,23428,2319,2296,1638,1760,14,2082,1341,581,14,9578,2050,7443,10114,2058,8056,12958,2730,9373,12998,1978,10178,12170,4676,7148,11984,3421,8563,11406,0,9120,12065,3323,8340,11379,0,8649,13829,3693,9653,16475,4537,11538,16491,4712,11138
42,42,38813,30213,2909,1164,204,4591,35,0,0,39480,29804,3947,1001,259,4927,64,0,0,38643,27556,3973,1010,274,6110,75,40065,29989,4168,899,132,5186,106,534,39,2525,13,2806,38850,28713,4216,1070,370,4948,67,29306,23801,1712,837,127,2931,22,0,0,28661,23361,1533,557,82,3105,29,480,35,1704,29,51,0,29102,21927,2440,658,156,3958,41,29102,21927,2440,407,111,1997,23,2134,29056,23490,1661,497,23,3333,15,0,0,0,0,28130,22602,1782,564,125,2993,0,356,96,1381,0,28390,22716,1846,604,83,3071,8,275,52,1314,8,14590,3873,10456,13329,3380,9949,14935,2610,11659,14880,2298,11652,11570,3637,7505,11449,2920,8529,10912,0,9188,11509,2814,8325,10897,0,8885,13988,2864,10712,15777,2761,12746,15722,2973,12171
43,43,30983,25143,1782,819,1519,1930,57,0,0,36379,28631,3070,1089,1591,1993,0,0,0,39100,27666,3756,2060,1907,3927,114,37206,29232,2776,1344,1636,2200,2,947,1397,821,1,1900,40450,30141,3700,1735,1889,3197,48,22689,19063,990,411,1084,1183,32,0,0,26652,22008,1622,580,1046,1394,0,494,981,645,0,0,0,29054,21622,2293,1177,1434,2524,74,29054,21622,2293,837,1225,918,26,2030,27322,22396,1389,705,1269,1548,0,0,0,0,0,29476,23465,1960,878,1118,2033,10,802,1004,889,10,31487,24168,2463,1204,1533,2041,21,954,1357,879,21,13567,3340,10168,14528,3377,11151,14826,3349,10358,14795,2624,10903,11787,4599,6709,11643,3740,7903,11024,0,8474,11711,3525,7718,11014,0,8075,14031,3945,9404,15627,4599,10546,15565,4780,10022
44,44,37999,28215,2658,2291,2087,3111,80,0,0,38656,26232,3828,3053,2947,3053,74,0,0,39842,26651,4246,2643,2033,3953,117,39180,26764,3537,3460,3182,2924,92,2418,2191,1296,22,2833,40873,27238,4179,3396,3211,3327,6,32838,25038,1980,1764,1817,2428,68,0,0,31239,22860,2430,2084,1345,2344,25,1527,1096,1234,25,143,0,34074,23740,3162,1891,1690,2934,85,34074,23740,3162,1421,1326,1184,16,2315,32097,23921,2102,2252,1507,2198,20,0,0,0,0,33414,24615,2476,2353,1415,2461,0,1833,892,1002,0,33508,24420,2629,1970,1739,2607,15,1517,1100,994,15,15260,9036,6158,11490,6923,4567,12811,7561,4054,12857,5468,4784,10458,7778,2362,10294,7001,3293,8737,0,4550,10356,6751,3009,8842,0,3636,11856,7375,3678,12469,8251,3805,12431,8164,3723
45,45,33040,24612,2044,2546,1466,2790,78,0,0,37666,25938,3266,3397,2448,3502,194,0,0,39613,25657,3488,3998,2212,4849,139,37328,26659,2710,3556,2011,2868,196,2037,1377,1252,44,3246,38439,26679,2549,3952,2127,3250,237,25703,19947,1305,1601,1131,1887,44,0,0,28146,21150,1919,1637,1075,2071,14,1375,861,903,14,297,0,30909,21105,2324,2570,1735,3291,91,30909,21105,2324,1955,1388,1224,23,2778,27822,21262,1450,2004,853,1992,0,0,0,0,0,29257,21874,1456,2350,983,2245,0,1858,881,1252,0,31177,23389,1667,2459,828,2562,0,1664,723,1332,0,12753,6054,6649,12061,5696,6365,15253,6934,6964,15260,5170,7836,12797,7806,4520,12646,6856,5790,11275,0,6991,12722,6780,5390,11330,0,5990,14860,7320,6649,16661,8669,7468,16602,8475,7261
46,46,33599,26425,2083,1342,1623,2358,60,0,0,39010,29355,2963,1585,2309,2999,109,0,0,39590,27289,3466,2391,2361,4495,129,38170,27849,3248,1639,2291,3312,101,1235,1648,1632,0,2420,39314,28461,3694,1668,2200,3530,132,25519,20857,1271,788,1143,1557,41,0,0,29026,23326,1431,978,1241,1968,0,868,1037,940,0,119,0,30653,22201,2202,1520,1743,3129,92,30653,22201,2202,1102,1382,1137,29,2512,28528,22110,1675,1045,1443,2165,0,0,0,0,0,29521,23464,2068,781,1020,2139,0,652,749,1221,0,31405,24292,2451,1188,1431,1950,5,916,1050,1032,5,16277,6756,9460,15788,6595,9193,17502,7576,8692,17571,5498,9937,15799,9171,6237,15631,7612,8019,13866,0,9539,15675,7480,7588,13982,0,8459,17743,8280,8640,20028,10004,9497,20061,9821,9506
47,47,27998,23101,1627,556,1085,1771,31,0,0,33641,26603,2205,937,1570,2521,0,0,0,38562,27065,3797,1782,2279,3985,110,36718,28818,2185,1487,1834,2631,0,966,1490,1415,0,1614,40300,29964,3525,2095,2378,2652,121,20314,17346,886,278,752,1087,18,0,0,24749,20336,1163,623,1102,1579,0,508,959,952,0,0,0,28094,20790,2228,1014,1584,2504,67,28094,20790,2228,686,1391,901,27,1978,27163,22552,1162,844,982,1645,0,0,0,0,0,29259,23517,1848,932,1343,1461,74,694,1269,783,74,31657,24683,2520,1206,1394,1646,84,841,1140,756,84,12108,2658,9396,10680,2232,8448,14192,2769,10559,14194,2152,11000,11840,3989,7387,11704,3219,8485,11104,0,8928,11769,3046,8260,11099,0,8602,13707,3353,9788,15267,3970,10912,15175,4023,10413
48,48,39640,27899,2603,4052,603,5326,57,0,0,39796,26983,3706,4163,719,5444,46,0,0,39007,24360,3743,4209,717,6534,111,40033,26732,3827,4175,757,5688,46,3171,561,2302,6,3425,39432,25718,4014,4315,745,6006,68,29706,22247,1482,2636,399,3293,33,0,0,28934,21217,1539,2816,302,3230,11,2362,227,1548,11,105,0,29999,20114,2260,2821,504,4246,74,29999,20114,2260,2215,418,2167,32,2366,29136,21148,1593,2850,354,3314,8,0,0,0,0,28732,20561,1720,2730,388,3338,0,2264,311,1707,0,29164,20563,1867,2774,375,3592,4,2294,296,1754,4,15496,4892,10397,14283,4445,9838,14750,3627,10483,14651,3467,10114,11324,3922,7044,11209,3508,7701,10303,0,8207,11241,3368,7575,10275,0,8053,13822,3757,9608,15663,4013,11384,15636,3963,11064
49,49,37933,28422,3692,934,210,5015,16,0,0,40163,28579,4781,1125,263,5695,42,0,0,38523,26138,4741,1072,337,6364,70,39399,27690,4993,1136,220,5644,84,817,161,2762,36,2888,38593,26346,5229,1329,318,5715,68,28220,22492,2088,534,126,3102,11,0,0,28692,22701,1621,675,135,3585,12,588,110,1996,12,26,0,29228,21157,2911,640,198,4131,25,29228,21157,2911,431,129,2264,3,2011,28291,22232,1761,711,106,3426,35,0,0,0,0,27842,21212,2184,745,143,3465,30,493,115,1679,30,28157,21344,2510,718,146,3323,29,443,103,1650,29,14825,4171,10476,12794,3302,9492,14863,2566,11748,14681,2895,10683,11220,3171,7716,11098,2787,8311,10427,0,8786,11145,2686,8123,10447,0,8734,13864,2775,10659,15767,2617,12937,15712,2588,12603
50,50,41197,33366,2971,1252,345,3676,35,0,0,39482,31018,3711,1195,345,3643,110,0,0,38435,28466,3586,1412,418,4822,64,39043,30532,3685,1279,326,3628,134,815,209,1824,49,1858,38472,29403,3747,1364,475,3978,147,31340,26420,1711,757,221,2392,18,0,0,29510,24487,1757,691,154,2366,9,626,112,1388,9,59,0,29477,22932,2186,856,266,3267,38,29477,22932,2186,576,174,1308,16,2200,29285,24192,1854,729,139,2303,34,0,0,0,0,28993,23610,1912,753,220,2438,19,555,160,1063,19,29544,24074,2031,770,214,2410,17,446,137,972,17,16977,4291,12435,15179,3618,11561,15982,2778,12620,15869,2602,12397,11934,3472,8103,11827,2815,9012,11207,0,9466,11872,2738,8791,11198,0,9270,14759,2851,11504,16826,2825,13700,16739,2772,13390
51,51,37810,32537,1467,406,209,3424,48,0,0,38590,32779,1806,484,302,3610,31,0,0,38848,30791,2039,681,325,5071,55,39286,33098,1982,405,357,3957,40,71,155,1924,6,2044,39514,32803,2216,603,233,4049,59,28270,25019,801,191,131,2198,23,0,0,29268,25702,876,234,79,2424,3,133,59,1449,3,6,0,29415,24157,1181,379,219,3367,33,29415,24157,1181,203,129,1424,14,2234,29493,25725,903,164,94,2532,3,0,0,0,0,29537,25514,998,305,99,2556,11,162,59,1032,11,30036,25684,1170,418,169,2554,13,176,95,857,13,16107,3858,12036,14003,3013,10990,16621,2565,13380,16587,2176,13455,13063,3752,8831,12936,2999,9937,12425,0,10420,12987,2830,9747,12404,0,10282,15655,2812,12384,17664,2646,14731,17608,2875,14110
52,52,42688,29587,7640,3578,590,1836,124,0,0,40470,26711,8412,3510,573,1955,85,0,0,39144,24855,8153,3416,706,2724,185,40077,26144,8481,3503,697,2055,109,2526,402,598,24,1893,39338,25125,8664,3674,616,2341,77,32082,23557,4691,2410,391,1225,76,0,0,29523,21094,4686,2249,256,1237,19,2123,223,574,19,47,0,29777,20076,5250,2355,509,1844,121,29777,20076,5250,1922,311,657,49,1453,29319,20746,4868,2198,210,1303,25,0,0,0,0,28858,20059,5102,2106,258,1315,30,1834,199,467,30,28605,19910,4937,2156,333,1406,14,1817,274,399,14,15325,4013,10880,12830,3328,9502,13191,2572,10018,13102,2195,10221,10680,3428,6895,10527,2588,7939,10033,0,8288,10578,2597,7659,10050,0,8167,12228,2593,9310,13577,2646,10663,13527,2493,10532
53,53,33220,25229,2644,1986,1152,2544,65,0,0,38574,27410,3720,2249,1765,3856,86,0,0,39650,25943,4329,3423,1955,4603,149,39090,28986,3065,2405,1541,3522,150,1815,1213,1517,0,2417,40076,29037,3601,2676,1872,3518,153,24097,19052,1584,1154,815,1611,35,0,0,27971,21307,2044,1352,884,2312,0,1163,628,1018,0,100,0,29083,20199,2705,2074,1358,2910,92,29083,20199,2705,1566,992,1017,20,2464,28718,22532,1823,1378,784,2031,0,0,0,0,0,29825,23066,2168,1286,992,2011,0,1140,793,971,0,29557,22427,2440,1482,1027,1985,4,1318,844,962,4,12763,3832,8882,11517,3490,8027,13857,3872,8904,13865,3020,9459,11560,5135,5927,11426,4386,7040,10577,0,7751,11494,4276,6728,10569,0,7167,13598,4587,8321,15498,5510,9522,15461,5626,9048
54,54,36698,25960,4063,2764,1396,3154,86,0,0,39094,25685,5221,4700,1289,2918,165,0,0,40018,23976,6220,4355,1697,4611,192,38887,24162,6975,4132,1447,3282,199,3097,860,1133,0,2641,39491,23579,6877,4346,2232,4210,183,27298,20433,2470,1612,1003,2034,51,0,0,29425,21120,2540,3035,703,1774,0,2906,623,957,0,235,0,30152,19473,3896,2643,1224,3197,127,30152,19473,3896,2055,956,1172,76,2426,27971,19874,3105,2334,717,1562,0,0,0,0,0,28829,19715,3326,2284,1266,1882,0,1969,1093,806,0,28807,19134,3683,2643,1400,1720,32,2100,1194,690,32,14072,4370,9646,12434,3815,8619,13484,3781,8631,13480,3001,9123,10460,4514,5459,10342,3882,6460,9600,0,7009,10392,3749,6180,9600,0,6568,12494,4149,7674,13620,4860,8373,13604,4877,7992
55,55,40555,32388,3774,1398,256,3183,23,0,0,42463,32566,5246,1615,192,3299,36,0,0,39554,29281,4678,1531,314,4222,61,42496,32185,5508,1855,225,3271,31,1438,92,1511,5,1680,39414,30025,5553,1504,315,2832,47,30082,25022,2200,899,179,1959,14,0,0,30483,25108,2360,1002,116,1918,0,920,74,1086,0,8,0,29120,22774,2716,894,203,2639,43,29120,22774,2716,622,133,1246,11,1582,30449,24915,2529,1118,154,1759,1,0,0,0,0,28433,23372,2649,797,117,1499,5,679,86,813,5,28794,23298,2865,714,238,1684,7,561,178,905,7,15611,3652,11568,14072,3068,11004,15048,2368,12018,15023,1958,12265,11787,3353,7904,11695,2744,8951,11304,0,9407,11724,2609,8662,11302,0,9364,14022,2627,11000,15758,2552,12913,15711,2863,12241
56,56,35772,27896,2579,2302,232,3153,37,0,0,38647,28380,4026,2122,364,4195,17,0,0,38644,26361,4992,2552,313,4817,75,37900,27383,3913,2192,279,3907,14,1827,111,1709,0,2579,38405,27887,3995,2559,305,3831,28,27652,22047,1758,1838,155,2023,26,0,0,27994,22334,1428,1545,172,2540,0,1438,105,1377,0,27,0,30511,21315,3934,2015,223,3148,45,30511,21315,3934,1690,120,1589,21,1796,27875,22129,1523,1640,156,2451,0,0,0,0,0,28779,22714,1760,1833,171,2286,0,1643,154,1155,0,30431,23289,2417,1919,140,2502,4,1596,83,1273,4,13121,3525,9340,12628,3325,9303,13221,2537,9992,13192,2074,10286,10171,3325,6409,10075,2742,7333,9637,0,7794,10105,2561,7175,9608,0,7654,12297,2766,9132,13728,2793,10652,13702,2988,10194
57,57,38394,28635,5169,1625,458,2934,39,0,0,40148,28237,6547,1945,488,3887,26,0,0,39522,26806,6268,2157,548,4375,64,39786,27795,6556,1932,557,3888,19,1462,340,1346,6,2286,39922,27131,6664,2532,627,3869,84,29681,22905,3403,1243,365,1938,33,0,0,29012,22492,2799,1440,173,2272,12,1195,169,929,12,4,0,30319,21524,4047,1717,417,2860,55,30319,21524,4047,1447,259,1516,4,1472,29429,22424,3063,1548,171,2304,7,0,0,0,0,29611,21836,3336,1842,269,2443,13,1598,188,1255,13,29017,21406,3326,1545,335,2414,15,1280,226,1228,15,14629,3454,10813,13378,2908,10470,14407,2539,11122,14399,2066,11580,11431,3383,7572,11303,2759,8544,10962,0,9170,11347,2618,8361,10933,0,9012,13405,2765,10243,14770,2820,11618,14715,3015,11084
58,58,38899,33507,2933,800,312,1540,30,0,0,39916,33071,3862,1058,371,2074,78,0,0,39162,31093,4344,950,454,2524,96,38837,32007,3914,1141,211,2016,34,550,165,619,8,1548,38722,31231,4206,1173,380,2080,169,30128,26605,1776,617,204,991,24,0,0,29086,25681,1338,728,175,1293,14,509,124,460,14,39,0,30092,24666,2737,691,316,1725,62,30092,24666,2737,528,194,704,9,1210,28586,25235,1606,526,101,1242,8,0,0,0,0,28580,24687,1783,659,158,1330,22,471,93,694,22,28768,24279,2036,653,196,1641,11,482,69,699,11,17201,3037,13706,14459,2160,12299,15982,1882,13307,15917,1488,13596,12449,2933,9045,12354,2150,10204,12047,0,10582,12394,2008,10007,12059,0,10514,14625,2121,12081,16071,2079,13635,16039,2297,13081
59,59,41222,32124,5681,958,343,2420,61,0,0,40106,31342,4847,1326,348,2615,9,0,0,38885,28810,5026,1216,450,3188,645,39793,30574,5057,1395,450,2621,58,927,334,1388,29,1470,38283,28835,5270,1527,558,2527,55,31397,25095,4099,602,247,1485,34,0,0,28494,24311,1597,840,164,1575,0,742,100,910,0,14,0,28856,22489,3121,726,276,2048,336,28856,22489,3121,501,167,930,289,1292,28058,23557,1803,861,262,1467,30,0,0,0,0,26803,22345,1822,876,219,1380,40,717,161,687,40,27294,22213,2270,742,140,1681,168,564,84,748,168,16574,2989,13124,14946,2487,12459,16020,2285,13082,15988,1733,13492,12807,3038,9282,12684,2384,10300,12342,0,10746,12743,2117,10243,12307,0,10623,14972,2371,12202,16624,2388,13968,16579,2531,13446
60,60,27576,21450,2305,903,1129,2074,43,0,0,33599,24232,3783,1718,1305,2831,0,0,0,38790,26401,5118,2252,1506,4008,58,33425,22855,4991,1311,1206,3148,2,814,771,1427,2,2144,37425,25748,5675,1892,1283,3433,146,19835,16099,1309,471,788,1266,28,0,0,23651,18573,1736,803,843,1685,0,603,706,987,0,35,0,28199,20323,2988,1318,1068,2578,32,28199,20323,2988,1036,889,1059,11,1837,23377,18011,2304,626,673,1759,0,0,0,0,0,26925,20569,2705,1077,616,1936,6,758,529,850,6,29335,22198,2951,1581,735,1865,0,1098,601,816,0,11293,2743,8468,8709,2063,6646,12583,2800,8975,12588,2154,9495,11315,4217,6664,11191,3327,7864,10612,0,8353,11227,3153,7617,10594,0,7979,13127,3587,9018,15543,4367,10757,15492,4539,10307
