ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_AUD_Total,E_18_AUD_Dem,E_18_AUD_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
61,61,39384,25931,11414,813,485,1009,80,0,0,38795,22919,12780,816,762,1586,8,0,0,38526,20905,14024,1620,716,2049,93,38865,22639,12829,1422,781,1073,26,1097,761,390,12,1114,38372,21563,13332,1848,374,1819,63,28940,20494,6934,623,321,706,53,0,0,23412,18092,3539,590,179,1015,0,535,171,460,0,0,0,28264,16774,8912,1101,464,1427,60,28264,16774,8912,919,332,362,6,898,23447,17876,3908,882,44,775,0,0,0,0,0,23429,17131,4576,837,80,842,0,747,66,322,0,23479,16111,5617,802,182,748,0,746,176,251,0,14853,1988,12323,12762,1239,11523,13244,1466,11227,13178,1309,11054,10109,1854,7903,10015,1472,8543,9766,0,8700,10039,1352,8393,9758,0,8629,11877,1465,10081,13034,1541,11277,12975,1544,10900
62,62,41246,22083,4958,10636,2242,2743,425,0,0,41105,19888,5941,11822,2399,3358,476,0,0,38853,18311,5544,10529,2406,3563,556,42786,21562,6261,11195,2481,3189,474,8334,1461,1242,105,3664,40043,19524,6103,10572,2257,3442,508,30051,17651,2987,6663,1608,1653,241,0,0,29886,16157,3369,7025,1317,1807,99,6236,944,1051,99,272,0,29215,14994,3537,7089,1804,2331,364,29215,14994,3537,5960,1190,1072,246,2080,30650,17118,3548,6719,1156,1812,73,0,0,0,0,28972,15826,3533,6416,1132,1698,120,5638,828,885,120,28831,15971,3784,5963,1115,1859,97,5098,829,930,97,11747,5185,6498,10460,4815,5645,10901,4503,5771,10879,3782,6154,9057,4743,3973,8959,4268,4691,8182,0,5436,9004,4167,4449,8179,0,5086,10692,4682,5539,12212,5614,6254,12177,5175,6391
63,63,38113,25907,4183,3961,518,4071,198,0,0,36272,23714,5019,3560,777,4158,326,0,0,38509,24037,5468,3934,991,4668,269,36289,23184,5182,3697,916,4319,354,2707,382,2132,50,2617,37525,23421,5562,4090,950,4465,327,29094,20589,2662,2882,340,2813,133,0,0,27666,19061,3032,2429,368,2519,61,2149,255,1596,61,246,0,29692,19504,3634,2870,641,3136,159,29692,19504,3634,2508,420,1959,83,1515,27874,19038,3114,2410,404,2649,45,0,0,0,0,28874,19157,3501,2695,360,2854,39,2290,262,1628,39,29909,19406,3813,3109,419,2965,135,2607,309,1566,135,12506,3922,8259,11082,3361,7721,12386,2819,9008,12275,2430,9041,9958,3474,6122,9820,2846,6974,9250,0,7481,9845,2753,6751,9248,0,7337,11664,2901,8398,13194,3127,9789,13138,2916,9733
64,64,43552,24312,5364,9859,1429,3844,391,0,0,41366,22369,5616,8965,1592,5499,423,0,0,38977,19378,5664,9468,1550,4530,494,39872,20979,5502,9251,1558,4920,441,6090,935,2189,290,3651,39621,20108,5956,9626,1555,5144,338,32695,19706,3329,6564,1020,2528,280,0,0,30537,18019,3271,5711,612,3158,132,4876,458,1772,132,225,0,30064,16203,3674,6578,1148,3122,318,30064,16203,3674,5485,709,1616,190,2109,29721,17089,3265,5955,688,2766,106,0,0,0,0,30101,16688,3704,6043,806,2934,88,5197,640,1484,88,29408,16336,3381,6187,871,2485,127,5398,716,1160,127,12365,5675,6529,10227,4843,5384,10451,4335,5417,10409,3645,5756,8394,4362,3675,8294,3971,4323,7570,0,4975,8346,3858,4105,7553,0,4656,9850,4279,5098,10982,4918,5749,10930,4510,5812
65,65,41693,26432,3625,2557,580,9900,199,0,0,41746,25847,4057,3294,734,9124,173,0,0,39270,23236,4262,2816,807,9395,233,40842,24683,4382,3531,769,8951,78,2415,396,6063,28,2834,38783,23557,4609,3067,769,8222,140,31223,21095,2241,1771,420,6290,143,0,0,30665,20239,2207,2200,337,5590,81,1874,295,4551,81,111,0,29331,18474,2589,1890,558,6271,157,29331,18474,2589,1456,346,4370,91,1913,29829,19565,2329,2178,274,5427,29,0,0,0,0,28220,18532,2558,1864,322,4899,18,1458,247,3592,18,26814,17294,3093,1461,358,4557,84,1075,235,3325,84,13400,4486,8636,11866,4076,7790,12892,3317,8906,12873,2729,9351,10185,4125,5695,10080,3487,6593,9512,0,7301,10135,3298,6460,9476,0,7119,12157,3515,8246,13764,3753,9696,13724,3645,9455
66,66,40132,30875,1335,1015,292,6977,26,0,0,41908,31551,1613,1160,466,7584,18,0,0,39775,27752,1947,1410,376,8619,67,40538,29858,1521,1234,481,7928,34,792,369,4132,19,3826,39328,28849,1902,1195,490,7458,9,29647,23960,757,576,174,4312,19,0,0,31431,24806,733,676,321,4870,12,596,274,2910,12,54,0,30239,22333,1181,845,242,5672,36,30239,22333,1181,554,144,2905,10,3047,30998,24020,777,707,348,5189,20,0,0,0,0,30175,23333,920,652,310,4985,0,411,224,2736,0,29832,22768,1237,728,275,4730,7,451,102,2513,7,16865,5090,11659,14597,4077,10520,17547,4027,12645,17472,3580,12737,13577,4727,8387,13412,3971,9441,12554,0,9943,13506,3738,9330,12548,0,9625,16565,4323,11607,18698,4581,13610,18752,4998,12807
67,67,37069,28842,2068,2185,1962,2271,40,0,0,38575,28233,2227,3183,2905,2554,14,0,0,39317,25515,3386,3667,2957,4290,71,38321,27300,2363,3455,2777,2713,41,3023,2345,1366,0,1863,40242,27142,2947,3944,3364,3125,54,28458,22763,1384,1480,1356,1577,30,0,0,28599,22446,1196,2041,1294,1614,0,1834,1172,871,0,55,0,30865,21154,2215,2592,2067,2998,43,30865,21154,2215,2044,1810,1113,15,2394,28507,21830,1308,2316,1303,1737,0,0,0,0,0,29278,21856,1582,2551,1314,1885,4,2305,1169,1071,4,29664,20739,2160,2756,1603,2289,0,2384,1432,1160,0,18538,5224,13261,11769,3179,8590,17452,5186,11215,17453,4107,12217,14406,5911,8158,14154,4739,9415,13227,0,10314,14289,4492,9406,13157,0,9698,16516,5471,10430,17892,6438,10950,17857,6403,10680
68,68,30451,22009,1919,2576,635,3743,44,0,0,35583,23623,2831,3369,1560,4734,210,0,0,38486,22652,3255,3708,3161,6207,306,37187,23760,3248,3098,1909,5785,305,2012,1830,2287,230,3763,39178,23858,3946,3460,3020,5999,415,21893,16791,1079,1465,409,2293,27,0,0,24352,17855,1009,1800,498,3279,40,1488,491,1438,40,38,0,28066,18040,1994,2266,1858,3990,189,28066,18040,1994,1775,1691,1819,143,2529,25175,17840,1363,1635,546,3865,50,0,0,0,0,26533,18342,1752,1981,957,3725,20,1383,887,1340,20,26812,18045,2053,2210,1272,3471,39,1662,1129,1270,39,12685,4052,8570,12530,3834,8696,13326,3885,8589,13305,3228,9062,10767,4475,5995,10613,3752,6861,9876,0,7431,10676,3499,6834,9850,0,7006,12848,4239,8090,14499,4961,9183,14514,5059,8804
69,69,32294,25737,1847,1580,1204,2085,48,0,0,37019,26896,2689,2033,2870,2646,42,0,0,38901,26611,3031,2446,2734,4225,63,35780,25694,2323,1898,3089,2890,23,1631,2754,1274,7,2016,38535,28316,2490,2199,2721,2960,76,24447,19951,1171,1161,854,1389,33,0,0,25690,20732,1116,1153,861,1801,10,1028,795,834,10,45,0,29678,21316,2035,1770,1799,2732,39,29678,21316,2035,1453,1579,1089,19,2066,25315,20409,974,1155,1070,1742,4,0,0,0,0,27894,22297,1386,1323,1051,1821,18,1155,921,727,18,28167,22106,1294,1352,1010,2391,29,1185,802,964,29,16325,4109,12148,10775,2586,8189,16382,4304,11111,16419,3232,12194,13801,5132,8408,13574,3902,9672,12811,0,10567,13692,3645,9770,12754,0,9980,15808,4514,10763,17406,5307,11695,17401,5247,11516
70,70,38835,30152,2029,3006,801,3216,52,0,0,39255,29118,2742,3222,994,3866,67,0,0,38836,27116,2684,3359,1095,4894,90,38563,28908,2868,2970,927,3646,53,2177,707,1675,1,2223,39835,30384,2556,2742,887,3918,111,31366,25288,1352,2015,568,2332,37,0,0,30646,24255,1194,2043,483,2723,0,1782,461,1457,0,47,0,31600,23157,1804,2370,799,3547,57,31600,23157,1804,1950,620,1364,27,2572,29962,23747,1375,1807,561,2571,4,0,0,0,0,31370,25353,1332,1669,580,2533,39,1329,466,1194,39,30664,24196,1288,1853,772,2703,24,1478,602,1056,24,21357,8399,12861,19812,7616,12196,19866,8354,10135,19804,6555,11711,17515,9658,7470,17227,7957,9270,15556,0,11091,17354,7591,9276,15538,0,9943,18795,8629,9459,19415,9703,9191,19380,9609,8999
71,71,39399,25015,3931,6347,1255,3631,73,0,0,37984,23251,2849,6362,2458,3892,114,0,0,39548,21899,3768,7458,2489,4722,118,38745,23072,3164,6404,2912,3969,106,5306,2592,1345,5,3215,39759,23692,3161,6954,2405,4274,36,31507,21455,2623,4269,875,2638,52,0,0,27942,19772,1291,3906,502,2581,3,3543,382,1233,3,108,0,31813,19080,2671,5213,1622,3568,70,31813,19080,2671,4495,1414,1489,40,2485,28000,19772,1479,3733,568,2506,3,0,0,0,0,29859,20689,1569,4251,734,2797,10,3783,553,1038,10,30200,20506,1818,4356,931,2692,12,3734,707,1025,12,16819,7962,8793,16664,7942,8722,15096,7635,6337,14948,6043,7395,12331,7544,4464,12139,6581,5558,10749,0,6788,12225,6325,5475,10772,0,5967,13882,7287,5952,14559,8041,6062,14452,7836,5992
72,72,38220,18401,7193,8126,634,4842,96,0,0,36193,16436,8508,6787,791,4651,106,0,0,39602,17013,10453,6792,943,5459,197,37490,16943,8400,7439,895,4880,100,5941,729,2009,22,3103,38251,17229,9033,7039,1273,4769,160,28351,15479,4261,5248,544,3289,54,0,0,23677,14091,2098,4335,257,3012,14,3969,212,1558,14,124,0,30420,14815,6596,4792,719,4052,114,30420,14815,6596,4080,516,1802,72,2460,24960,14691,2171,4680,379,3279,19,0,0,0,0,25892,14899,2770,4610,596,3184,34,4118,515,1714,34,26345,14887,3545,4332,659,3017,30,3796,526,1517,30,10639,6116,4407,8484,5027,3457,9289,5013,3671,9211,4372,3827,7473,4776,2416,7416,4559,2857,6496,0,3416,7419,4344,2725,6521,0,3007,9203,5265,3500,11144,6546,4272,11051,6444,4055
73,73,40066,7584,4005,26866,179,2936,95,0,0,39046,7337,4555,24967,254,4289,110,0,0,38917,7076,5413,23989,416,4296,147,38329,7960,4439,23644,311,4007,143,20915,172,1300,56,3321,38295,8237,5051,22732,322,3806,148,28559,6382,2325,18649,113,1893,40,0,0,26777,5996,1271,17641,74,2392,25,16565,62,1021,25,233,0,28714,5957,3379,17500,250,2953,90,28714,5957,3379,15885,146,1046,53,2154,26462,6316,1338,16890,88,2300,20,0,0,0,0,26255,6697,1448,16149,88,2185,10,15145,78,994,10,25618,6758,1898,15331,73,2004,42,14395,63,900,42,13367,11906,1347,12280,10424,1856,11397,9822,1188,11317,8659,1724,9377,8242,887,9388,8304,1084,7592,0,2172,9402,8143,956,7624,0,1467,11315,9628,1295,13373,11581,1479,13170,11131,1525
74,74,32822,25461,2039,1101,759,3649,94,0,0,38771,28886,2305,1440,1104,5103,69,0,0,39980,26902,3340,2220,1542,6416,103,38017,28497,2014,2000,1044,4551,48,1594,891,2451,26,2432,39472,28490,2756,1938,1081,5379,76,23524,19072,1183,639,476,2227,56,0,0,27867,22143,1098,924,405,3292,0,845,331,1737,0,24,0,29730,21313,2052,1325,1003,4135,55,29730,21313,2052,979,813,1821,25,2654,27208,21661,1071,1102,448,2901,20,0,0,0,0,28502,22434,1220,1133,584,3096,0,955,480,1795,0,30230,22709,2107,1289,784,3415,28,958,645,1747,28,15619,4241,11318,14638,3599,11039,16614,3758,11953,16537,3102,12264,13261,4828,8025,13070,3853,9217,12312,0,9724,13159,3660,9117,12273,0,9337,15864,4238,10989,17927,4851,12579,17952,5095,11962
75,75,28701,14518,6809,3843,1802,2320,50,0,0,35743,17206,10007,3694,2319,3481,45,0,0,39446,16829,11401,5261,2729,4343,82,37135,18330,10036,4052,1864,3652,89,3219,1494,1733,36,2208,38609,18096,10375,4960,2248,3937,141,20248,11325,4191,2309,1241,1466,35,0,0,20726,13042,2388,2206,1218,1903,20,2014,1133,998,20,33,0,28431,13606,7069,3415,1991,2843,52,28431,13606,7069,2787,1796,1043,27,2020,22481,14320,2641,2456,896,2204,35,0,0,0,0,23422,14302,2781,2858,1221,2240,28,2558,1223,1268,28,24123,14390,2934,3290,1345,2165,38,2831,1290,1163,38,9065,3399,5624,9586,3183,6403,10566,3677,6275,10534,3036,6693,8806,3974,4599,8694,3453,5241,8033,0,5753,8767,3318,5177,8009,0,5368,10591,4075,6099,12504,5165,7011,12477,5138,6776
76,76,36539,26747,2603,2444,2381,2789,50,0,0,38176,25978,3549,3195,2779,3695,46,0,0,39039,23519,4437,3371,3311,4935,91,38115,25807,3674,3328,2720,3244,45,2447,2411,1139,17,2552,38791,25138,3943,3833,2986,3422,27,26251,20111,1545,1480,1587,1693,30,0,0,26529,19809,1289,1913,1437,2167,0,1683,1380,859,0,77,0,29276,18987,2774,2138,2350,3175,64,29276,18987,2774,1716,2126,1277,20,2285,26549,19827,1404,2087,1397,1892,0,0,0,0,0,27342,19391,1871,2420,1637,2081,0,2181,1542,910,0,27793,19229,2460,2479,1543,2125,9,2128,1377,966,9,17609,5282,12278,16753,4858,11895,16827,4960,10876,16798,4100,11508,13720,5603,7726,13482,4667,8815,12514,0,9536,13570,4453,8716,12492,0,8915,16068,5331,10106,17781,6280,11038,17808,6371,10666
77,77,37784,19660,9222,4545,472,4764,75,0,0,38880,17021,11915,5522,536,4932,91,0,0,39145,14630,14580,5060,724,5325,123,38964,17200,12250,5227,586,4389,49,3956,471,2191,0,2715,37773,17002,11763,5064,636,4293,164,27245,16383,5230,2556,324,3050,42,0,0,23155,13956,2962,2998,281,3031,0,2720,204,1607,0,96,0,28306,12647,8780,3189,484,3714,70,28306,12647,8780,2602,384,1697,36,2038,23743,14587,3022,2973,306,2897,0,0,0,0,0,23384,14505,3088,2863,277,2737,10,2436,218,1729,10,22678,13410,3465,2898,423,2646,31,2245,366,1396,31,12426,5667,6667,10151,4719,5432,10261,4496,5076,10205,3777,5360,7827,4224,3238,7748,3983,3765,6927,0,4227,7781,3732,3667,6933,0,3917,9646,4634,4542,10938,5659,4974,10886,5568,4775
78,78,39803,25461,6030,4176,885,3847,62,0,0,40498,24883,6254,5063,1115,3665,106,0,0,39945,21360,7793,5163,1275,5270,165,41075,24719,6839,5360,989,3784,164,4483,817,1803,12,2360,41280,24108,7185,5484,1028,3975,197,31160,21737,3782,2575,606,2720,46,0,0,29487,21134,2262,3033,650,2402,1,2833,627,1264,1,71,0,31512,18718,4980,3434,905,3866,105,31512,18718,4980,2771,687,1493,53,2718,29646,20877,2524,3201,575,2340,1,0,0,0,0,29973,20573,2859,3215,605,2606,10,2938,484,1259,10,28836,19137,3067,3213,860,2535,24,2789,532,1080,24,17893,8279,9522,18992,8312,10680,15948,7771,7065,15836,6416,7822,13359,8109,4845,13180,7261,5919,11666,0,7157,13275,6943,5827,11711,0,6285,15096,7915,6488,16303,9059,6756,16236,8947,6527
79,79,37367,23494,5714,4528,1323,2949,59,0,0,39130,22018,6696,6338,1474,3435,334,0,0,39750,19779,7691,6778,1739,4963,106,39343,21301,8082,6226,1633,3100,192,4762,1313,1312,139,2348,40648,20913,8516,6799,1743,3891,70,29135,19985,3638,2853,943,1993,41,0,0,27414,18389,2104,3962,580,2139,185,3612,489,1140,185,205,0,30845,17332,4844,4493,1246,3455,63,30845,17332,4844,3641,1025,1246,22,2619,27078,18180,2363,3813,632,1891,80,0,0,0,0,28159,17947,2979,4116,707,2405,0,3560,578,1185,0,27841,17681,2972,3940,994,2359,0,3363,788,1066,0,16883,6255,10581,15773,5581,10192,14444,5684,7855,14415,4589,8631,11921,6096,5498,11754,5254,6500,10674,0,7469,11822,4997,6440,10651,0,6791,13614,5923,7120,14643,7035,7207,14583,6895,7033
80,80,31488,25028,1594,1425,981,2741,43,0,0,35910,27285,2164,2227,1257,3462,109,0,0,39625,26628,3165,2909,1850,5555,67,36950,26712,3064,2620,1524,3789,137,1833,1191,1287,56,2786,40066,27733,3404,3179,1805,4915,119,23199,19135,962,872,651,1674,31,0,0,26424,21484,1121,1222,616,1946,30,1080,484,850,30,49,0,30144,21518,2025,1857,1335,3542,42,30144,21518,2025,1450,1122,1326,11,2621,26566,20919,1390,1486,756,2039,30,0,0,0,0,28979,21935,1650,1829,918,2706,14,1530,773,1054,14,30119,21742,2047,2037,1144,3018,4,1743,975,1158,4,15681,4008,11612,12748,2950,9798,16229,3934,11370,16231,3143,11968,13636,4952,8344,13448,3893,9555,12734,0,10149,13555,3786,9388,12660,0,9663,16083,4493,10984,18400,5431,12530,18436,5518,12103
81,81,37756,29606,2045,2583,1768,2024,89,0,0,39694,28774,3120,3207,2168,3294,65,0,0,39143,28048,2883,3471,1759,3392,101,38582,28287,3418,2651,2255,2758,46,1994,1579,834,0,2436,39789,29599,3049,2970,2269,2903,110,29941,24112,1338,1860,1321,1414,65,0,0,29222,22942,1571,2036,622,2175,0,1691,459,787,0,90,0,30709,22826,1900,2362,1352,2406,56,30709,22826,1900,1900,1041,715,29,2202,27888,21986,1552,1721,911,1835,0,0,0,0,0,29504,23552,1539,1965,842,1784,0,1535,708,562,0,29813,23647,1492,2076,836,1912,20,1695,689,488,20,17743,5522,12159,16691,4955,11736,15467,4861,9248,15580,3532,10735,13158,6227,6555,12927,4651,8276,11998,0,9161,13024,4641,7917,12013,0,8386,14749,5227,8837,15709,6053,9143,15760,6066,9024
82,82,22469,17347,943,1758,1703,858,37,0,0,40326,28048,2405,3997,4599,1550,206,0,0,39875,25530,2721,4823,4231,2894,110,38567,25505,2145,4863,4256,1483,134,4411,3587,431,41,2398,41989,27203,2492,5081,5171,1825,193,15941,12677,573,1144,1061,542,26,0,0,26280,20155,1138,2346,1632,874,9,2106,1329,254,9,168,0,28678,19322,1725,3064,2791,1820,65,28678,19322,1725,2641,2465,541,16,1875,24447,17887,904,3143,1479,1035,0,0,0,0,0,27467,20022,997,3399,1946,1213,0,2971,1668,366,0,29173,20411,1322,3815,2330,1416,0,3440,2166,390,0,9550,2699,6806,10630,2834,7796,13533,4221,8366,13588,3088,9532,12321,5900,6117,12121,4517,7604,11328,0,8480,12205,4522,7320,11302,0,7774,13529,4861,8169,14885,5753,8743,14895,5727,8683
83,83,34332,25683,1522,3970,2115,1385,63,0,0,36861,25557,1747,5660,2125,2316,63,0,0,39885,25292,2924,6680,2696,2898,88,36383,24795,1983,5663,2145,2537,76,4503,1466,1082,0,2469,37066,25522,1983,5530,1800,2823,34,27341,21286,985,2758,1470,1000,39,0,0,28353,21278,1006,3660,1032,1539,1,3173,922,822,1,135,0,32084,21531,1979,4682,1973,2119,53,32084,21531,1979,4043,1682,622,23,2101,28642,21165,1172,3725,914,1698,1,0,0,0,0,29444,21655,1405,3440,1055,1979,1,3039,893,830,1,30120,20996,1692,4447,1260,1675,0,3910,1092,641,0,17528,5779,11701,16427,5428,10999,16418,6123,9211,16535,4678,10613,15193,7686,7114,14998,6172,8826,13593,0,10017,15087,6094,8495,13679,0,9270,16124,6552,8960,16846,7367,9070,16854,7241,8923
84,84,36833,25148,5494,3666,921,2057,123,0,0,38152,22236,7379,5002,1281,2745,83,0,0,39605,20456,9944,5326,1362,3318,125,38451,21751,8381,4536,1544,2689,86,3718,990,1363,28,1937,39065,20693,9639,4843,1195,2985,91,28434,20888,3436,2211,639,1416,73,0,0,26144,18135,2781,2935,561,1722,29,2611,487,1022,29,46,0,29912,17218,6202,3444,1045,2287,98,29912,17218,6202,2889,827,741,22,1906,25989,18039,2720,2754,735,1657,29,0,0,0,0,25455,17532,2470,3119,585,1696,0,2753,520,825,0,25325,16465,3283,3651,441,1641,0,3190,339,575,0,16529,5266,11182,13919,4614,9305,14779,4883,8717,14839,3849,9707,12202,5732,5905,12069,4927,7142,11136,0,7913,12103,4675,6788,11160,0,7253,14113,5464,7974,15480,6698,8315,15475,6722,8032
85,85,38910,28780,2524,4354,1450,2268,59,0,0,39329,28886,2566,4688,1497,2240,35,0,0,39830,27300,3110,4881,1709,3332,111,39812,29438,2909,4123,1513,2357,22,3278,1099,886,3,2197,39403,28701,2916,3971,1392,3125,67,31244,24484,1575,2707,1085,1576,38,0,0,31364,24057,1400,3222,985,1711,18,2878,703,783,18,59,0,32713,23667,2118,3296,1298,2455,63,32713,23667,2118,2797,1008,693,14,2297,31597,24395,1688,2783,997,1791,3,0,0,0,0,31243,24429,1494,2626,802,1930,7,2159,661,767,7,30674,23021,1857,2867,830,2065,21,2595,716,650,21,20429,8333,12006,18080,7261,10819,18839,8338,9005,18896,6237,10900,17203,10016,6737,16933,7990,8943,15139,0,10609,17036,7991,8333,15299,0,9531,18206,8640,8806,18783,9655,8595,18779,9507,8652
86,86,42821,20180,1859,228,410,20810,52,0,0,42139,19058,2366,389,444,20620,181,0,0,38458,16643,2036,352,475,19647,53,42075,18766,2404,680,489,20654,80,229,400,16007,50,4213,38782,17256,2271,766,622,18804,60,31096,16462,958,105,247,13523,29,0,0,30920,15711,864,180,206,13974,72,84,182,11355,72,28,0,28903,14002,1146,194,337,13425,34,28903,14002,1146,54,294,10185,13,3166,31370,15803,1012,186,249,13938,45,0,0,0,0,29113,14501,1031,282,346,12758,30,94,343,10561,30,29430,14281,1156,401,468,12842,6,194,417,9950,6,13915,4728,8956,12097,4050,8047,13274,2963,9632,13171,3250,9138,10738,3772,6487,10611,3255,7356,10007,0,7458,10645,3129,7073,9967,0,7677,12670,3259,8998,14289,2929,11085,14231,3346,10249
87,87,38996,22080,7431,6003,1812,2457,106,0,0,41666,20296,11085,6577,2387,2708,161,0,0,39914,17316,10997,6958,2221,3590,138,42378,19274,11991,7679,2074,3267,63,5669,1708,913,16,2670,40832,18072,12223,6726,1653,3496,92,30235,18973,4631,3869,1367,1723,74,0,0,27368,17267,3131,4267,1227,1759,25,3793,1158,803,25,84,0,30910,15230,7061,4835,1695,2608,73,30910,15230,7061,4070,1455,842,36,2072,27895,16608,3645,4795,1096,2096,4,0,0,0,0,26831,16015,3967,4131,903,2202,8,3333,813,843,8,26071,15127,4173,4218,900,1799,9,3663,752,664,9,14830,6693,8071,12574,5875,6699,13249,6328,5745,13267,5054,6692,11060,6852,3754,10954,6112,4842,9704,0,5841,10967,5858,4499,9735,0,5076,12743,6780,5259,14104,8265,5398,13992,8096,5181
88,88,41627,21579,9889,5125,2892,2977,157,0,0,40477,23225,8670,3709,2517,2857,31,0,0,39584,19695,10706,3706,2806,3541,124,40093,23860,8745,2700,2457,2914,25,2194,1803,1256,8,2068,39978,22963,9207,2657,2157,3219,37,32432,18592,6259,3557,2226,2156,108,0,0,28727,19951,2717,2857,1101,2064,10,2617,1019,1205,10,68,0,31679,17332,7069,2740,2230,2740,63,31679,17332,7069,2210,1935,943,20,1973,28640,20038,3116,2121,1278,2035,10,0,0,0,0,28881,20047,3202,2036,1350,2184,4,1890,1102,1233,4,28088,18343,3501,2485,1551,2153,0,2229,1273,921,0,13579,7950,5538,12152,7428,4724,13554,8313,3999,13539,6521,4966,11966,8953,2636,11756,8039,3717,9995,0,5196,11830,7723,3345,10243,0,3995,13182,8652,3813,14394,10093,3846,14295,9938,3739
89,89,41836,11327,25514,2740,403,3092,69,0,0,41634,9180,27008,3405,265,3259,233,0,0,39776,7406,27062,3165,418,3618,113,40543,9899,25975,3042,308,2675,144,2203,119,927,11,1378,38495,8994,24398,3718,124,2834,271,27578,9418,14870,1571,279,1981,40,0,0,18056,7942,6620,1697,149,1635,10,1533,119,1113,10,99,0,27203,6417,17040,1995,301,2490,69,27203,6417,17040,1566,205,992,37,891,19147,8760,7317,1705,169,1222,10,0,0,0,0,18323,7769,7298,1958,109,1099,80,1819,85,756,80,19836,7139,9415,2113,85,962,74,1885,75,632,74,5921,2925,2904,4989,2832,2157,5690,3142,2192,5604,2528,2425,4009,2492,1323,3990,2412,1578,3512,0,1836,4000,2346,1462,3536,0,1733,5328,3093,1971,6423,4097,2168,6348,3904,2118
