ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_SEN_ROFF_Total,E_16_SEN_ROFF_Dem,E_16_SEN_ROFF_Rep,E_19_GOV_Total,E_19_GOV_Dem,E_19_GOV_Rep,E_19_GOV_ROFF_Total,E_19_GOV_ROFF_Dem,E_19_GOV_ROFF_Rep,E_19_AG_Total,E_19_AG_Dem,E_19_AG_Rep,E_19_LTG_Total,E_19_LTG_Dem,E_19_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_16-23_COMP_Total,E_16-23_COMP_Dem,E_16-23_COMP_Rep,E_23_GOV_Total,E_23_GOV_Dem,E_23_GOV_Rep,E_23_AG_Total,E_23_AG_Dem,E_23_AG_Rep,E_23_AG_ROFF_Total,E_23_AG_ROFF_Dem,E_23_AG_ROFF_Rep,E_23_LTG_Total,E_23_LTG_Dem,E_23_LTG_Rep,E_23_SOS_Total,E_23_SOS_Dem,E_23_SOS_Rep,E_23_TREAS_Total,E_23_TREAS_Dem,E_23_TREAS_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
22,District 22,124011,82832,3818,33679,2926,949,118,0,0,126495,83528,4525,34226,3607,1238,73,0,0,125286,77464,6764,35847,3623,1864,105,121957,80010,4173,33759,3540,1246,40,30829,3007,283,0,312,3349,124028,79350,4381,35629,3451,1868,116,91626,64057,2699,22294,1989,651,64,0,0,92426,65162,1651,23248,1577,753,0,22762,1514,294,134,0,95476,61934,4678,24963,2619,1407,75,95476,61934,4678,23764,2333,314,12,291,2150,89335,62670,1855,22590,1574,806,0,0,0,0,0,0,92065,63116,2226,24168,1704,993,30,23171,1652,161,30,92489,62380,3460,24227,1623,896,43,23322,1498,129,43,54449,17936,35470,54358,17355,37003,56160,15869,38588,53289,11766,38111,25850,6140,19710,39668,12933,26474,42418,14860,27558,38827,8626,30201,38355,8642,29713,49885,13284,35349,57252,16742,39584,55353,13962,39311,47123,12730,33538,36300,8566,27083,35965,6942,28379,44193,11097,32111,31053,5787,24134,30011,5835,24176,19169,3952,15217,30140,3713,25649,29778,5744,23727,29208,6539,22669,43751,11039,31872,53113,15512,36931,51057,13711,37346
23,District 23,110793,88462,4951,13965,2758,828,105,0,0,122861,94808,5770,17295,3903,1257,58,0,0,125014,91570,8674,17928,4681,2203,140,126156,95481,6532,18782,4389,1114,144,17268,3611,355,0,506,2396,126740,94695,7660,19306,4336,1005,84,85156,69370,3602,9595,2051,572,74,0,0,92011,74630,2649,12144,1820,650,0,11925,1668,366,154,0,95449,72163,6043,12225,3411,1617,100,95449,72163,6043,11230,2935,290,34,275,2479,93482,75040,2821,12873,2052,573,0,0,0,0,0,0,92036,74094,2794,12644,1814,710,0,12001,1648,147,0,93222,73265,3959,12957,2230,588,4,12398,2024,76,4,50255,10722,38616,50217,9877,40340,56707,11648,42109,55210,9062,44699,25252,5295,19957,36579,10513,25836,42237,13200,29037,36204,7180,29024,36190,5931,30259,51219,11390,38571,62278,16329,44585,61349,13880,45178,48920,11492,36268,41548,9626,31132,41290,6583,33897,47600,10352,35862,32671,5722,25332,32019,5112,26907,28008,6516,21492,32246,2933,28369,31574,5333,25973,31087,6406,24681,48335,11090,36123,60822,16092,43579,60546,15510,45036
24,District 24,124694,51502,2846,69079,712,976,82,0,0,127163,52777,3875,69636,698,1180,284,0,0,124799,48174,5463,69170,937,1530,102,127102,52594,3594,69735,474,1104,372,68278,153,82,202,274,1926,124387,51312,3154,67979,802,1225,328,90827,40901,1992,46936,504,667,57,0,0,92206,41017,1693,48727,150,547,0,48186,132,67,290,0,93295,38840,3425,49532,648,1068,67,93295,38840,3425,47990,477,209,19,327,2008,94273,41669,1676,50126,54,619,90,0,0,0,0,0,91337,40610,1420,48080,315,792,188,47213,211,91,188,90894,39663,1956,47894,481,748,210,46846,333,103,210,56026,33903,21266,55808,34402,21406,54878,31482,21867,51200,23418,26115,21353,11801,9552,35194,21362,13677,40894,26489,14405,33095,16754,16341,32887,16401,16486,47189,25357,20768,56578,32387,23163,53108,26753,23834,44181,24107,19162,33523,16035,16515,19636,8136,10789,41470,21691,18688,26600,12060,13223,25304,11513,13791,19091,9871,9220,25682,7168,17933,25315,11585,13391,24727,12347,12380,41043,21079,18971,51925,27694,23500,48811,27753,21058
25,District 25,108981,82403,2608,21204,1787,1117,122,0,0,117886,84435,4700,25102,2779,1076,32,0,0,122998,83418,5962,28057,3315,2346,243,117700,83989,4226,25729,2884,972,37,23704,2566,360,0,54,2803,120246,84872,4767,26439,2563,1633,127,81195,63367,1750,14039,1303,744,74,0,0,85878,64926,2223,16840,914,836,0,16303,846,570,133,0,92490,65145,4018,19256,2349,1700,178,92490,65145,4018,17897,2037,386,70,366,2571,85804,64971,2194,16764,1065,739,0,0,0,0,0,0,88103,66367,2410,17411,743,963,30,16679,728,243,30,85928,63558,2321,17530,1004,1080,27,16331,969,191,27,47551,14297,32232,47704,12969,34735,51249,12553,36819,49741,10520,38158,19848,5442,14406,34252,12734,21308,35858,14375,21483,33626,7683,25943,33583,7378,26205,43864,10938,32073,48576,12408,35338,47275,10310,35322,41402,10394,30238,34532,7080,26829,34328,5660,28007,39328,8496,29459,28644,4030,19975,27881,5275,22606,18682,3515,15167,28073,3683,23527,27960,4685,22892,27450,6287,21163,39316,8437,29706,50654,11867,38100,48778,9673,39105
26,District 26,127298,99437,3043,22570,1568,836,57,0,0,132026,100992,4660,23898,1661,1210,55,0,0,124178,93411,5109,22160,1838,1600,104,131089,99733,4926,24019,1562,1793,74,20831,1232,253,68,175,3870,125081,94023,4669,23031,1579,1500,151,92769,74582,2005,14575,1096,580,37,0,0,95889,77002,1754,15611,761,594,0,15204,662,291,135,0,92668,71969,3274,14856,1282,1177,57,92668,71969,3274,14030,1121,273,7,178,1816,95630,76395,2017,15672,770,1013,10,0,0,0,0,0,92842,73481,2346,15504,839,848,90,14818,728,101,90,92056,72442,2618,15313,831,804,98,14526,747,80,98,54415,14224,38948,54311,13186,41125,56426,11482,43502,54219,8797,43822,25027,5109,19918,38525,9439,28879,41081,11128,29953,37455,5808,31647,37199,5606,31593,50554,9370,40287,60409,11996,47562,58255,9556,46553,48162,8965,38419,39813,6264,32814,39710,4819,34291,46336,7493,37901,33266,3580,27970,32416,3270,29146,23297,3407,19890,32425,2167,29460,32309,3499,28533,31381,4759,26622,46723,7356,38544,58482,10798,47090,55479,9181,46298
27,District 27,109110,71945,2758,32660,906,1192,130,0,0,108516,70439,3561,32982,697,1262,119,0,0,117231,72298,5781,35407,1655,2232,139,108570,69975,4001,33075,626,1697,136,31495,433,380,0,206,2079,113447,72940,3995,33777,1090,1574,115,81017,55125,1807,22756,607,841,72,0,0,80786,55036,1573,22914,360,561,10,22713,325,164,333,0,88331,56314,3808,25410,1178,1590,93,88331,56314,3808,24135,922,322,35,281,2514,81501,54749,1923,23461,296,694,0,0,0,0,0,0,85340,57329,2128,24075,745,763,0,23729,589,147,0,82603,55934,2471,22764,746,641,30,22269,616,119,30,46707,18884,26906,44197,17764,26433,44373,16019,26570,42690,13132,28488,15472,6105,9367,28477,13833,14437,28878,15417,13461,27777,9705,18072,27690,9239,18451,37861,13370,23619,43122,15145,27069,41668,12560,27280,35366,12598,21962,27628,8468,18522,27440,7061,19609,32933,10672,20973,21522,5352,12352,20764,6615,14149,10542,3443,7099,20930,5043,15154,20866,6071,14520,20565,7449,13116,32326,10280,20923,40814,13879,26266,38721,10208,28513
28,District 28,118946,83361,2720,30223,1141,2002,55,0,0,118586,80393,5225,30171,1524,2810,129,0,0,114358,75932,6010,28122,1889,2655,135,119089,80162,5193,30609,1676,2656,99,27338,1311,1093,85,479,3427,114393,76823,4948,28711,1390,3093,68,89512,64227,1852,21560,788,1323,32,0,0,87063,62377,1881,20819,709,1880,79,19835,528,816,43,0,87429,59380,4976,19839,1448,1873,103,87429,59380,4976,18652,1208,704,13,215,2281,87332,62588,1953,20707,757,1848,69,0,0,0,0,0,84104,60847,1574,19665,705,1994,34,18045,520,641,34,84254,59321,2113,20707,686,1641,9,19282,604,459,9,52060,16618,34135,50657,15530,35127,50008,12817,35880,46771,11054,34412,18955,5524,13431,37209,13308,23666,38715,14999,23716,35383,7856,27527,35420,8019,27401,44545,11219,32552,50948,12848,37355,48546,10181,36699,42709,10684,31350,35931,7879,27216,16098,2870,13228,39586,8864,29877,27872,4930,21212,26366,5292,21074,13813,2584,11229,26852,3471,22719,26490,4619,21561,25711,5360,20351,39181,8642,29813,47056,11375,35106,42007,5950,36057
29,District 29,129770,49477,2550,75468,1589,1425,130,0,0,122760,46781,3240,71109,949,1209,46,0,0,119834,41525,3788,71237,1579,2249,159,121655,45686,3402,71081,792,1219,107,69179,505,329,11,547,2007,120544,45787,3143,69408,1098,1867,75,97472,40652,1784,53114,1266,1006,97,0,0,93893,39082,1621,51993,505,763,0,51528,463,330,160,0,92422,34768,2766,52271,1256,1687,101,92422,34768,2766,50669,905,394,22,280,2618,92893,37057,1593,53210,403,838,10,0,0,0,0,0,91529,36726,1482,51677,380,1458,44,50831,296,390,44,89167,35357,1940,50267,432,1525,47,49340,329,324,47,50663,31124,18700,49434,30940,18494,45193,27859,15982,41955,24187,16382,17586,11049,6537,28845,18804,9837,32699,23045,9654,27219,14891,12328,27029,14873,12156,37946,22696,14345,44421,27814,15752,41576,22866,16496,35314,20978,13553,26368,13856,11746,20807,9699,11108,32732,18641,13180,20898,9654,10014,19899,10267,9632,11957,6379,5578,19768,7952,11110,19987,9696,9975,19477,9911,9566,31696,17871,13021,38153,22840,14742,34929,15972,18957
30,District 30,116059,90500,5410,15958,2078,2757,512,0,0,115198,89085,6725,15011,2438,2572,519,0,0,113737,86039,6655,14830,2258,3950,611,116826,90007,7319,15397,2388,2323,444,13356,1556,818,173,80,3511,113680,86273,7795,14867,2202,2387,364,85092,67874,3395,10667,1417,1928,324,0,0,85375,67623,4138,10481,1163,1711,142,9970,951,803,241,0,85065,65656,4317,10402,1585,2820,376,85065,65656,4317,9517,1022,857,221,320,3155,86071,68215,4254,10439,1247,1652,120,0,0,0,0,0,82784,65591,4322,9885,1202,1674,126,9203,887,566,126,81723,64826,4330,9732,1048,1553,153,9036,760,367,153,42032,9284,31655,41179,8145,33034,45350,6963,37097,43174,6679,35449,15556,2919,12637,31498,7554,23589,32380,8285,24095,30734,4364,26370,30756,4560,26196,41943,6663,34563,52248,8260,43248,50496,7037,41939,40003,6171,33191,31565,3692,27360,9441,793,8553,37292,4917,31553,23756,2042,19689,22915,2709,20206,12440,1592,10848,23035,1778,20529,23007,2234,20496,22708,2684,20024,37897,4895,32296,48092,6512,41106,44584,42,44542
31,District 31,124963,85377,3424,31085,1709,4160,150,0,0,126732,84245,3926,33060,1774,4107,132,0,0,120902,77462,5357,30363,2568,5551,244,125028,81989,4001,33892,1222,4425,121,32061,870,2193,55,916,2941,118838,76958,4192,32075,1517,4541,167,95958,67616,2325,22367,1190,2870,101,0,0,97274,67440,1798,24560,759,2609,50,24339,693,1604,120,0,94256,62412,3910,22064,1793,4110,141,94256,62412,3910,20917,1374,1857,68,343,3375,96919,67045,2048,24405,532,2735,50,0,0,0,0,0,91987,62884,2309,22987,818,2733,7,22514,695,1308,7,91428,61814,2758,22595,1185,2695,22,22021,917,1414,22,57460,17907,38453,57612,17733,39879,58057,16383,40045,55514,16737,37838,27014,8070,18944,40398,13256,26797,44881,16339,28542,38923,9186,29737,39048,9735,29313,51845,14457,36604,60780,16960,42934,59311,14958,42579,49180,13171,35291,39912,9223,30092,3770,362,3408,46716,11572,34228,33244,6179,25126,31852,6826,25026,22585,5480,17105,32393,4745,26713,31902,6477,24962,31864,6471,25393,46620,11427,34430,56584,15062,40804,51812,5744,46068
32,District 32,116942,87482,1695,26521,516,966,68,0,0,116688,85335,2060,27836,762,1083,58,0,0,114168,84346,4327,21785,1140,2550,152,117363,85590,2471,27589,778,1396,83,26291,566,371,37,47,1989,114324,82351,2782,26325,976,1860,100,88907,66736,1175,20131,342,704,46,0,0,87205,64815,883,20675,268,684,24,20338,209,248,53,0,88475,66074,3538,15995,855,1845,94,88475,66074,3538,15383,649,419,28,139,2245,88914,66296,1315,20034,251,1085,34,0,0,0,0,0,87045,64121,1911,19468,321,1261,84,18854,228,314,84,86361,62205,2670,19520,325,1594,83,18996,166,301,83,52876,12227,39658,50932,11468,39464,52335,9922,41380,49515,10208,38334,22134,4697,17437,40508,10090,30152,41345,12294,29051,38878,6268,32610,38943,6489,32454,47847,9051,38189,54511,10111,43789,52709,8324,43156,45753,8287,36964,37247,5745,31102,36676,4684,31992,42793,7038,35119,31640,4198,25867,30410,4658,25752,19680,3605,16075,30738,3046,26871,30553,4052,26138,29841,4435,25406,42700,6908,35248,50819,8821,41577,49499,7689,41810
33,District 33,121145,85668,2521,31657,819,770,72,0,0,121555,84920,3273,31981,979,887,205,0,0,116896,80975,3757,28705,1059,2329,116,121132,85320,3438,30478,1038,806,164,29276,624,195,29,136,2117,119710,83725,3653,29939,1044,1581,54,92250,67052,1557,22733,528,577,45,0,0,92949,66495,1504,23635,546,609,4,23507,434,213,163,0,90588,64602,2506,20844,735,1729,80,90588,64602,2506,20173,518,243,13,116,2417,93609,68209,1778,22371,524,515,4,0,0,0,0,0,91401,66795,2046,21131,312,829,8,20717,215,113,8,88906,64310,1868,21441,234,933,14,21076,152,131,14,56435,14099,41301,55505,14590,40915,56509,13078,42104,53797,13002,40011,24053,5775,18278,39134,10475,28466,43777,14052,29725,37572,7063,30509,37790,7167,30623,50231,11409,38190,58854,13913,44221,56929,11472,44113,47864,10458,36832,40279,7595,32152,24965,2925,22040,45076,9280,35082,30793,5014,24395,29638,5677,23961,17015,3583,13432,30000,3862,25392,29660,5290,23970,29173,5348,23825,45008,9199,35190,55117,12328,42181,50901,2632,48269
34,District 34,121822,39596,1506,79879,874,704,99,0,0,116245,35571,1588,78409,650,218,32,0,0,113538,32396,2745,76507,1234,1458,113,115427,35176,1705,77736,705,293,36,77092,578,86,0,18,765,112470,33940,2199,75058,710,621,53,89359,32772,1068,54814,663,497,65,0,0,86171,29843,882,54945,382,146,0,54742,339,22,38,0,85480,27255,2158,54481,976,1075,61,85480,27255,2158,53148,803,172,11,148,1785,85094,28799,1020,54566,422,221,0,0,0,0,0,0,83831,28038,1165,53882,417,428,50,53451,322,133,50,82082,27278,1259,52619,296,704,29,52041,281,158,29,51857,33094,18011,51070,34326,16744,47970,30814,16382,44108,26821,16236,19594,12135,7459,33018,20347,12471,37952,26805,11147,30487,15643,14844,30688,16233,14455,41076,24894,15513,48093,30865,16547,44776,25325,17540,38338,22831,14889,27838,14656,12457,26624,12714,13910,35235,20518,13952,23017,10872,10747,21772,11335,10437,14085,7463,6622,21857,7977,13209,21782,10861,10592,21348,11034,10314,34207,19584,13878,41178,24787,15805,38254,18259,19995
35,District 35,112549,90055,3250,17037,1368,1121,93,0,0,112206,88517,3396,16962,1857,947,65,0,0,117819,87115,5454,19810,2194,3013,119,109978,85787,3191,17655,1723,933,47,17122,1324,286,8,839,1421,115174,87209,3581,19884,2072,1578,98,85789,69421,2438,12284,975,852,66,0,0,85327,69595,1683,12446,841,734,0,12285,657,277,32,0,90846,68734,3889,14084,1614,2275,81,90846,68734,3889,13345,1285,431,17,170,2975,82702,66807,1504,12890,859,754,0,0,0,0,0,0,87634,69707,1684,13990,1214,1107,8,13681,971,290,8,86314,67199,2577,13893,1227,1343,14,13359,1075,302,14,50787,9228,40634,48840,9453,39387,51906,8794,41376,49893,9399,39565,19216,3459,15757,33593,7743,25675,36856,10701,26155,32631,4829,27802,32758,4680,28078,45313,8067,36485,53076,9958,42249,51955,8171,42291,42964,7503,34773,35918,5917,29564,34327,4335,29992,40343,6376,33122,25874,2773,21723,25088,3310,21778,13620,2072,11548,25508,2057,22857,25035,3003,21721,24787,3282,21505,40216,6500,33026,50326,9228,40477,47407,4024,43383
36,District 36,117044,79893,5157,29316,2020,1216,209,0,0,122932,81445,6291,31833,2378,1199,279,0,0,124512,77589,7662,33283,2886,3327,277,122556,80876,6140,32089,2584,1023,210,31406,1826,547,91,208,1465,123544,79182,6178,33520,2800,1242,106,87380,61689,3258,20412,1398,879,142,0,0,90586,62641,3315,22545,1156,839,55,22429,908,497,79,0,93318,60402,4918,23553,1957,2479,202,93318,60402,4918,22521,1382,441,70,243,3341,90773,62886,3216,22514,1312,732,89,0,0,0,0,0,91059,62700,2703,23496,1259,806,8,22996,1000,336,8,91968,62423,3181,23908,1332,953,47,23060,882,192,47,47122,14024,32496,48601,14279,34322,50239,13492,35261,48275,13625,33830,23095,6462,16633,30818,9704,20907,37079,12898,24181,29724,6532,23192,29670,6628,23042,44073,12020,31367,53909,15502,37608,52476,13624,37612,41588,11042,29914,33403,7708,25223,0,0,0,39276,9855,28663,23856,4299,18377,22848,4771,18077,12826,3014,9812,23191,3469,19090,22849,4675,17881,23158,4668,18490,39472,9937,28922,51058,13854,36605,46978,0,46978
37,District 37,100208,68494,3896,26098,1178,735,84,0,0,112406,75925,5462,29371,1210,818,39,0,0,113500,71369,7031,30931,1802,2429,147,113408,75669,6032,30037,1061,847,50,28479,779,154,0,112,2187,116344,76248,5841,31427,1500,925,28,75225,53905,2713,17309,850,540,66,0,0,82991,59981,2630,19243,639,457,0,18860,513,142,40,0,86420,57089,4707,21503,1265,1772,99,86420,57089,4707,20673,921,278,19,222,2511,83004,60065,2498,19406,494,468,0,0,0,0,0,0,86289,60942,2762,20985,789,639,10,20611,692,50,10,86580,60304,2897,21433,902,655,14,21054,755,55,14,40388,11871,27788,40665,12780,27885,44883,12827,30414,43066,12000,29778,16268,4293,11975,27833,12639,14957,32376,15805,16571,26908,6627,20281,27201,6275,20926,39732,11720,27103,48900,14481,33530,47555,12023,33724,37767,11046,25926,30997,7751,22695,30201,7111,22697,36682,9479,26241,24704,4795,18523,23849,5206,18643,18194,3914,14280,24240,3530,19987,23628,5059,18216,23265,5237,18028,37374,9697,26872,48534,13962,33883,46725,11124,35051
38,District 38,124742,84389,3508,33889,1957,1452,165,0,0,125446,76793,3999,41446,2227,1687,95,0,0,124283,72169,4870,41765,2380,3058,165,124745,75431,3910,41325,2829,1573,208,39335,2299,535,82,233,2924,125350,72486,4913,43546,2673,1909,224,95641,67276,2366,23767,1380,1080,103,0,0,94477,61726,2171,28530,1113,862,4,27988,996,482,158,0,95969,58631,3266,29778,1780,2328,101,95969,58631,3266,28786,1433,524,48,350,2931,93959,61203,2247,28121,1475,850,24,0,0,0,0,0,93735,59054,2652,29610,1189,1056,51,29247,1052,396,51,91041,54685,2792,31145,1196,1214,132,30308,955,394,132,57748,18492,38574,58456,19669,38787,58980,19994,36949,56611,19247,36388,28172,9653,18519,36209,14618,21340,43963,19328,24635,35234,10698,24536,35262,10705,24557,50738,17832,32053,59465,22331,36161,58607,20241,36898,47861,16787,30258,39591,13048,25851,0,0,0,45312,15251,29078,28577,7487,19617,27613,8475,19138,25102,8635,16467,28055,6009,21264,27630,7987,19260,27686,8005,19681,44466,15322,28341,53354,20282,32348,49404,9306,40098
39,District 39,141725,42585,4038,93642,1109,1272,158,0,0,131409,38492,4484,86736,1436,1594,89,0,0,124908,34236,5110,82691,1288,2327,159,131437,38534,4603,86368,1384,1804,137,84438,1004,361,11,87,2394,124200,37244,4569,80426,1353,1077,72,104934,35202,2738,65755,838,937,121,0,0,97083,31527,1976,61953,621,970,14,61642,504,378,203,0,94421,28585,3386,60190,974,1711,103,94421,28585,3386,58542,693,325,35,263,2592,97470,31259,1957,62607,615,1047,14,0,0,0,0,0,93269,30489,1976,59127,859,655,22,58274,658,180,22,90278,29634,2991,55630,1052,635,44,54746,815,138,44,55585,39251,15703,56306,40661,15645,52086,35557,15248,48696,31881,15631,22927,15773,7154,28527,19991,8342,36660,27262,9398,26658,15072,11586,26581,15547,11034,42483,28177,13537,51431,35084,15499,49043,31695,15668,39270,25794,12792,29322,17663,10825,0,0,0,36805,23823,12157,20640,11297,8136,19655,11835,7820,19416,12974,6442,19559,9316,9683,19730,11571,7842,19440,11145,8295,36081,22913,12436,47361,30120,16640,42865,22706,20159
