ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_TREAS_Total,E_16_TREAS_Dem,E_16_TREAS_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep
121,121,58392,46996,4920,5675,1105,407,39,0,0,57498,39207,9266,8555,1862,384,179,0,0,61331,39070,11842,9365,1539,1025,119,61466,39134,11849,9403,1543,1025,119,57327,37406,11417,7673,2034,343,205,5274,1345,120,27,1707,61052,38328,13676,9072,1733,459,313,47155,40163,2860,3367,839,276,29,0,0,43080,33580,4334,4095,866,140,24,3573,737,53,24,88,0,49789,34681,7778,6277,1200,748,84,49789,34681,7778,4859,1006,63,8,1265,42675,32540,5360,3580,936,154,29,0,0,0,0,44855,34120,5652,4047,767,156,14,3647,691,30,14,44501,33195,6283,4056,602,215,10,3421,491,13,10,22816,14006,8497,20561,12913,7648,21184,10071,10407,20659,10693,8554,19958,11937,8021,19984,11490,7074,19941,11581,6883,16088,8885,6991,16026,9643,6137,19900,10781,8622,23258,12130,10885,22701,13265,8736,22377,11638,9681,22310,12103,9285
122,122,65249,61168,2145,1270,464,402,50,0,0,63900,58595,3035,1681,484,340,28,0,0,64749,57439,3642,1793,586,1014,59,64866,57548,3646,1819,594,1014,59,63964,58106,3290,1786,503,350,27,1200,404,157,7,749,65018,58292,3889,2388,538,469,35,51709,49215,1254,764,307,278,31,0,0,50985,47770,1798,912,220,257,10,865,180,114,10,19,0,52290,47527,2254,1115,425,736,45,52290,47527,2254,784,267,76,14,1213,51165,47785,1901,954,196,311,4,0,0,0,0,52005,48175,2204,998,265,274,0,814,185,85,0,52404,47971,2700,1014,331,268,0,850,270,24,0,27043,13464,12957,25082,11565,13517,28776,8936,18743,28216,10086,16360,27454,11511,15943,27245,10446,14819,27266,11226,14105,22574,8739,13519,22542,9659,12476,27907,10061,17162,33629,11212,21984,33057,12234,19899,32784,10544,20750,32816,11006,20762
123,123,68733,64390,1488,2187,501,276,32,0,0,65384,60795,2082,1997,506,419,71,0,0,65681,58600,2935,2591,620,881,68,65886,58772,2942,2636,626,882,68,64830,60327,2001,1989,429,356,86,1437,249,74,2,692,65549,59095,3031,2778,491,454,25,54854,51756,980,1625,350,190,21,0,0,51895,48975,1183,1347,154,170,4,1241,135,81,4,48,0,53439,48507,1887,1856,468,621,43,53439,48507,1887,1422,354,72,10,1100,52335,49335,1226,1420,137,186,8,0,0,0,0,52885,48910,1668,1867,239,178,8,1403,209,12,8,53205,48681,2300,1770,256,179,8,1292,165,0,8,30064,14594,14907,26774,12933,13841,29130,8962,19148,28826,10381,16140,28345,11872,16473,28268,11239,14880,28217,12234,13681,22470,9281,12860,22428,11090,10920,27720,10561,16390,32454,10893,21073,32047,12761,18190,31786,10591,19450,31898,10971,19562
124,124,67620,63718,1649,1580,547,266,64,0,0,66044,60806,2073,2331,692,315,44,0,0,65469,58431,3178,2287,763,803,57,64846,58304,3075,1914,765,803,58,66340,60239,2085,2568,586,341,92,1679,314,36,59,1149,66289,59150,3183,3035,668,708,82,55202,52215,1145,1305,412,195,53,0,0,54184,50122,1515,1868,433,183,4,1611,355,51,4,82,0,53853,48632,2162,1802,581,567,35,53853,48632,2162,1480,415,62,5,994,54450,50271,1650,1899,418,167,35,0,0,0,0,53905,49207,2117,1911,377,227,20,1528,228,29,20,53958,48323,2911,1966,520,224,21,1712,348,20,21,30440,13441,16393,27435,10747,16688,30036,8465,20318,29632,9165,18622,29001,10219,18782,28766,8902,17789,28731,10071,16621,23770,8783,14551,23737,9758,13543,28862,9563,18502,33629,10396,22725,33169,10969,21040,32955,9372,21871,33052,9944,21748
125,125,62897,58022,1199,2139,1409,254,33,0,0,63743,56797,1681,3685,1692,181,70,0,0,64617,56275,2052,3153,2173,834,65,64693,56333,2056,3195,2185,835,67,63352,56006,1567,3969,1737,216,93,2791,1454,52,0,1480,63692,55674,1780,3988,1793,329,154,48977,45918,711,1305,929,167,16,0,0,49384,45385,900,2187,828,65,0,2006,675,30,0,42,0,51403,45701,1262,2106,1559,615,46,51403,45701,1262,1627,1330,37,9,1314,49315,45377,825,2283,699,114,0,0,0,0,0,49571,45342,819,2312,914,176,0,1841,778,67,0,49940,45013,1062,2299,1170,351,0,1717,1032,60,0,30879,11999,18424,29618,11099,18519,32764,10346,21095,32336,10467,21248,31746,10776,20970,31827,12521,18480,31549,11231,19467,28083,10901,16701,28015,12415,15034,32679,11910,20068,37603,13404,23699,37144,13951,22163,36739,11095,24039,36792,12362,23118
126,126,59453,40256,14637,4408,1002,490,136,0,0,62016,34584,21757,7433,1139,1358,312,0,0,63790,32290,25112,6645,1150,1587,207,63936,32323,25192,6689,1152,1590,207,62024,33735,22677,7474,1311,1163,191,3350,505,19,36,1407,65802,32883,27150,7793,1279,1175,162,44898,33383,8504,2650,712,309,80,0,0,43154,29039,10941,2585,446,108,0,2225,332,29,0,19,0,48309,27677,16051,4392,860,1055,147,48309,27677,16051,2670,656,41,13,1069,43351,28622,11550,2622,405,92,0,0,0,0,0,45525,28287,13843,2925,397,84,0,2382,253,30,0,45401,26762,15158,2775,563,165,0,2391,362,75,0,24896,15447,9051,22453,13461,8992,24849,13176,10634,24163,12995,10182,23472,13813,9659,23174,12387,9506,23387,12819,9526,18723,11691,6696,18712,11890,6479,23248,13244,9401,26924,14774,11749,26463,15070,10493,26215,13768,11126,26340,14515,10726
127,127,57416,23420,27784,7541,894,759,185,0,0,57066,19231,31719,10403,723,3598,42,0,0,62239,18930,35901,9604,974,1884,185,62627,19015,36102,9633,985,1884,185,56338,18447,31381,10246,747,2258,58,5018,583,19,0,883,58844,19595,33051,9759,577,1223,55,41016,19993,16767,4667,658,502,129,0,0,36888,16594,16281,3444,368,183,0,3192,278,22,0,40,0,45539,16409,23714,6418,700,1242,135,45539,16409,23714,3777,490,59,11,914,37058,15787,16587,4084,349,161,0,0,0,0,0,39225,17020,17830,3859,302,130,0,3359,257,29,0,37566,15960,17378,3873,301,173,0,3220,231,21,0,18566,13510,4766,16441,11962,4479,17749,12024,5078,16810,11254,4994,16302,11475,4827,16155,10818,4613,16205,11192,4350,11929,8549,3176,11945,8654,3066,15748,10681,4682,18299,11873,6158,17944,11829,5443,17812,11195,5659,17857,11519,5576
128,128,61035,56160,1537,2004,1231,315,11,0,0,61929,54901,3509,2180,1282,175,0,0,0,62671,54113,3202,2732,1599,929,65,62731,54162,3206,2760,1603,930,65,62000,53009,4776,2691,1374,173,30,1435,1070,1,0,1573,62809,54050,4670,2645,1269,307,27,46025,42999,878,1232,787,210,7,0,0,48258,44051,2284,1240,580,37,0,1093,507,10,0,49,0,49552,43773,2033,1840,1092,674,41,49552,43773,2033,1376,895,57,1,1292,47233,42571,2411,1396,759,44,0,0,0,0,0,48725,44113,2454,1226,730,128,10,751,585,10,10,48877,44023,1780,1837,873,196,62,1292,687,18,62,29742,14356,14931,28505,12375,16130,31293,11447,18451,30974,11332,18527,30372,12018,18354,30040,10805,17506,30086,11836,16754,25959,11962,13509,25956,12495,12998,31116,12878,17451,36800,15373,20929,36280,14918,20136,36041,13441,20877,36152,13973,20775
129,129,59434,34483,17580,7214,1600,653,141,0,0,60107,30313,22508,10557,1766,1948,18,0,0,63215,30489,24515,7770,1999,1760,183,63444,30536,24628,7794,2008,1762,183,60636,29778,23253,10082,1753,1660,2,4100,1481,122,0,1424,64057,30834,24435,9241,2439,1135,20,43932,28331,10661,4565,1098,404,97,0,0,41022,25438,11105,3329,895,172,0,2970,814,68,0,54,0,47862,25314,16454,5407,1486,1223,126,47862,25314,16454,3476,1234,41,5,1140,41867,25612,11909,3140,963,201,0,0,0,0,0,44681,26382,12946,3506,1560,161,0,3098,1494,38,0,44222,26400,13064,3303,1258,134,4,2801,1133,8,4,25277,15697,9270,23518,13978,9540,25014,14194,9807,24368,13344,10247,23686,13712,9974,23504,12616,9743,23545,13223,9274,19427,12256,6850,19390,12609,6487,23706,14034,9130,27397,16022,10981,26980,15841,10370,26714,14590,10936,26828,15261,10606
130,130,64294,61356,1434,807,589,276,33,0,0,65667,61498,2309,1161,616,175,0,0,0,65119,59189,2950,1267,711,823,53,65179,59234,2957,1284,714,824,53,66130,61136,3081,966,869,173,0,593,778,19,0,482,65202,59210,3660,1111,775,169,62,50279,48584,816,411,334,197,17,0,0,52655,50050,1227,711,565,92,0,613,493,15,0,0,0,52613,48647,1893,773,494,615,37,52613,48647,1893,486,339,57,5,1078,53134,49954,1807,607,652,84,0,0,0,0,0,52403,48849,2148,696,533,118,4,491,508,19,4,52829,48624,2555,747,599,224,23,442,518,29,23,29942,14402,14997,28315,11878,16437,31411,10428,19516,30963,10518,19227,30261,11785,18476,29917,9978,18122,30026,11487,16927,25456,11055,13924,25433,11440,13545,30913,11623,18512,36853,13384,22932,36316,13414,21689,36026,11856,22453,36156,12517,22249
131,131,58875,54780,1606,923,1446,247,47,0,0,63631,56960,2803,1857,1788,396,0,0,0,65173,56454,3233,2024,2382,780,74,65219,56496,3235,2047,2386,782,74,64660,57553,2829,1910,1998,414,8,1247,1142,5,0,1739,65645,57975,3205,1448,2163,436,17,45401,42932,966,566,838,173,23,0,0,49342,45716,1541,1091,729,172,0,936,570,10,0,75,0,51169,45377,2064,1375,1500,542,48,51169,45377,2064,1065,1258,44,11,1186,50208,46494,1511,1077,968,160,0,0,0,0,0,50866,46800,1824,889,1089,216,0,704,762,4,0,51722,47183,1927,744,1643,200,0,657,1349,0,0,29463,14268,14776,29433,12641,16792,32822,13183,18268,32670,12220,19505,31924,13436,18488,31612,11743,18464,31673,12778,17496,28297,13788,14000,28364,14558,13370,33546,14857,17949,40025,18074,21474,39471,17418,20880,39238,15837,21711,39333,16440,21568
132,132,57936,46101,5725,3063,3388,300,68,0,0,60999,42817,9446,4464,5229,385,35,0,0,63616,41182,11294,5905,5467,834,81,63677,41207,11315,5925,5467,834,81,60689,41132,9229,5407,5773,366,77,3820,4737,114,24,1395,63441,41123,10867,5624,6291,443,40,46004,38296,3604,1923,2287,218,39,0,0,45782,35431,5408,2215,2510,167,4,2042,2344,76,4,79,0,50976,35084,7716,4289,3850,576,45,50976,35084,7716,3201,3569,30,16,1099,45820,34464,5514,2735,2756,222,24,0,0,0,0,47256,34882,6270,2852,3022,218,29,2679,2833,86,29,49332,36477,7033,2605,3110,113,0,2415,2821,15,0,28271,15763,12031,27596,14627,12969,30100,16011,13072,30007,14827,14147,29226,16071,13155,28967,14421,13025,28921,15183,12195,25070,15156,9477,25079,15863,8798,29801,16740,12446,34730,19820,14528,34077,19186,13905,33880,17721,14763,33857,18333,14401
133,133,61877,48159,7962,4078,2070,404,91,0,0,63484,42994,13432,5842,2338,386,37,0,0,65332,42419,14001,7172,2475,1058,93,65425,42466,14027,7196,2477,1058,94,63939,43038,13825,5285,2329,393,43,3700,1736,16,0,1481,65463,42510,15899,6409,2269,370,152,49245,40488,4924,2496,1454,282,61,0,0,48495,36170,8504,2708,958,128,0,2359,835,28,0,58,0,52515,36615,9475,4699,1903,790,77,52515,36615,9475,3267,1603,37,18,1318,48980,36350,8859,2612,897,148,0,0,0,0,0,49670,35850,9753,2928,926,94,4,2583,652,4,4,50100,35761,9360,3902,834,101,6,3316,657,7,6,27496,16732,10256,25730,15130,10600,28240,14745,12311,28035,14458,12137,27323,16198,11125,27142,14360,10844,27170,15323,9986,22419,13804,8158,22451,14382,7574,27522,15565,11221,32655,18314,13924,32065,18199,12743,31881,16966,13306,31888,17425,13164
134,134,58589,32943,18731,7032,1556,619,96,0,0,59332,26701,24318,8936,2221,1124,192,0,0,62701,27003,27265,8825,1646,1194,121,62882,27045,27339,8849,1651,1194,121,60140,26537,26352,8268,2197,1303,185,4084,1602,41,0,1166,62715,27273,26644,9944,1958,1386,195,44206,28020,11479,4353,1149,396,61,0,0,41592,22818,13403,3826,1172,102,0,3721,1100,19,0,270,0,47941,23407,18391,5926,1280,872,79,47941,23407,18391,3781,1085,61,3,1004,41711,22675,14308,3136,1223,81,0,0,0,0,0,43777,23768,14335,4169,1241,107,0,3469,1081,8,0,43285,23380,14364,4076,1220,174,0,3269,988,11,0,23299,14715,8166,21247,13498,7749,23564,14075,8620,23382,13543,8865,22862,14543,8319,22704,13254,8062,22723,13841,7480,17651,11443,5907,17651,11803,5508,22200,13594,8072,26000,15574,10082,25345,15218,9272,25229,14311,9637,25227,14649,9568
135,135,64766,42182,15714,5504,2586,489,97,0,0,65276,37796,18471,8186,3213,641,23,0,0,65664,37311,18445,7358,3161,1061,132,65793,37350,18502,7377,3164,1061,132,65213,37330,18219,8296,3358,883,19,5164,2554,39,1,1606,66374,37301,18882,8595,3504,1227,90,51470,36355,10144,3390,2108,349,66,0,0,49948,33263,11353,3720,1375,249,0,3282,1201,40,0,70,0,53097,32984,12550,4883,2646,798,101,53097,32984,12550,3347,2311,37,20,1269,49668,33053,11021,3931,1253,303,4,0,0,0,0,50940,33153,11479,4300,1548,268,14,4012,1330,65,14,52554,34690,11978,4075,1472,136,37,3675,1326,8,37,28763,18630,9752,26536,16734,9802,28689,17648,9953,27737,16523,10604,26737,17136,9601,26367,15926,9533,26542,16460,9164,22412,15014,6987,22580,15675,6518,27424,17511,9326,32417,20777,11284,31151,19734,10438,30946,18802,10903,30997,19064,10803
136,136,59851,43518,7755,7291,1700,576,88,0,0,60937,41361,9971,8142,2507,484,156,0,0,63524,40089,11708,9554,2328,1219,95,63648,40150,11723,9611,2330,1220,95,60492,40352,9881,8602,2678,408,10,5621,2097,14,0,2315,63111,40143,11830,9232,2398,480,23,46382,35703,4961,4603,1248,381,59,0,0,45699,34712,5118,4497,1128,149,10,3866,907,25,10,83,0,50429,34224,7789,6388,1701,885,55,50429,34224,7789,4989,1391,58,17,1742,45448,33859,5558,4725,1151,141,0,0,0,0,0,47456,34278,6842,5207,962,167,0,4363,803,29,0,48759,33545,7694,5707,1461,193,25,5060,1119,8,25,24583,15285,8840,22472,13752,8720,25317,13682,10564,24603,13312,10564,23730,13962,9768,23753,12902,9828,23634,13525,9137,19411,12004,7018,19474,12389,6741,24436,13988,9824,29551,16681,12455,28423,16108,11294,28209,15151,11653,28272,15501,11557
137,137,59059,50316,3545,2730,2505,228,77,0,0,60425,49193,5099,3499,2910,226,102,0,0,65812,50189,6628,4389,4046,715,73,65856,50220,6633,4402,4053,715,73,61312,48834,5974,3946,2931,215,138,2588,2511,55,138,1100,66046,51903,7242,3552,3373,114,108,45842,40130,2263,1780,1631,157,56,0,0,46972,39870,3200,2050,1625,141,85,1824,1535,50,85,14,0,53203,42094,4547,3100,2923,526,54,53203,42094,4547,2430,2651,42,9,1231,47496,39474,3765,2261,1796,130,115,0,0,0,0,51498,42709,4338,1987,2254,48,90,1717,2046,8,90,51877,41553,4904,2535,2646,110,8,2276,2308,5,8,28997,15043,13536,28030,13706,14324,31613,14131,16369,30960,13510,16777,30072,14447,15625,29923,13257,15739,29820,14302,14592,26379,14153,11836,26484,15000,11112,32058,15863,15612,39206,19488,19284,38232,19013,18255,37958,17527,18989,38046,18176,18664
138,138,64886,59131,2520,1930,1169,320,44,0,0,66525,59227,3615,2545,1285,178,42,0,0,66147,55863,4267,2952,1910,1003,52,66215,55922,4272,2970,1919,1003,52,66757,59489,4136,2073,1155,202,72,1513,873,9,6,729,66770,57749,4175,2697,1681,410,16,49966,46347,1573,1162,746,229,25,0,0,52357,47796,2255,1547,640,113,0,1373,562,10,0,18,0,53204,46148,2792,2019,1354,697,32,53204,46148,2792,1556,1119,50,9,1395,52462,48400,2245,1126,551,112,0,0,0,0,0,52412,47404,2476,1470,782,224,0,1297,698,4,0,52308,46868,2602,1607,946,191,4,1389,826,4,4,29966,14435,15024,28887,12852,16035,32358,11575,19575,31641,11507,19308,30533,12328,18205,30561,11109,18395,30257,12179,17092,26001,11710,13873,26084,12582,13081,32122,12976,18483,39267,15612,23203,37997,15320,21582,37723,13836,22305,37846,14540,21998
139,139,63149,57658,3050,1549,607,508,31,0,0,61504,55868,3233,1344,857,456,70,0,0,63223,54440,4521,1787,1141,1266,50,63297,54508,4522,1816,1147,1266,50,61546,55286,3415,1230,1096,545,50,887,705,28,8,1066,63541,55517,4259,1628,1271,558,33,49799,46089,2015,1049,400,365,25,0,0,50010,46220,2165,793,435,263,10,656,344,68,10,119,0,52073,45901,3047,1200,803,930,34,52073,45901,3047,828,550,94,6,1492,50215,46015,2394,690,596,331,10,0,0,0,0,52015,47045,2884,904,711,308,8,813,629,20,8,53399,47567,3416,1118,754,387,24,956,580,38,24,28455,12289,15648,26995,10906,16089,30438,9470,20038,30007,9752,18558,29507,10312,19195,29363,9388,17897,29346,9747,17588,24911,9579,14980,24866,10141,14347,30423,10751,19019,37204,13263,23568,36623,13139,22420,36369,11935,22945,36450,12109,23141
140,140,59752,50254,2920,4299,2226,382,50,0,0,59101,47653,3806,5683,2155,178,39,0,0,61734,46875,4751,6051,2976,1059,73,61806,46933,4753,6107,2986,1059,74,59971,49243,3709,4870,2165,198,43,4056,1548,16,3,1228,62798,51421,4320,4415,2199,486,84,46153,39820,1844,2790,1587,260,35,0,0,44195,37800,1954,3280,1025,115,0,3095,897,10,0,37,0,48238,38039,3032,4125,2144,765,50,48238,38039,3032,3517,1836,61,10,1568,44765,38770,2044,2780,1124,91,4,0,0,0,0,47775,41140,2478,2618,1258,234,4,2408,694,20,4,47199,39109,2900,3073,1798,214,0,2975,1164,35,0,29625,18477,10705,27386,17059,10327,29522,15636,12694,28882,15457,12785,28334,16754,11580,28091,15396,11536,28111,16315,10806,23960,15021,8471,23984,15567,8055,28734,16357,11736,33372,18236,14765,32874,18271,13533,32605,16798,14337,32678,17681,13819
141,141,64308,49377,5418,7483,1977,548,79,0,0,63280,46689,7518,7576,2016,444,0,0,0,64152,44615,7659,8605,2511,1220,65,64322,44721,7668,8737,2543,1222,67,63133,45560,7127,7746,2620,830,75,5726,2222,29,75,2263,64095,44015,7898,8777,3070,704,16,49827,39938,3478,4745,1537,389,59,0,0,47395,37780,3860,4394,1162,170,0,3974,987,40,0,40,0,50777,37274,4998,5737,1940,914,39,50777,37274,4998,4932,1628,73,13,1663,47490,37205,3735,4299,1632,453,75,0,0,0,0,48345,36290,4620,4933,1922,372,15,4229,1513,0,15,49279,36921,4622,5200,1826,340,34,4636,1306,0,34,29445,19569,9402,26813,17773,9040,29169,15874,12135,28311,15785,11851,27632,17366,10266,27415,16035,10233,27418,17019,9401,22367,14569,7329,22427,14895,7135,27734,16181,10876,32483,17880,14194,31893,18193,12593,31534,16744,13248,31630,17660,12780
142,142,62897,55960,1794,2326,2735,293,32,0,0,63317,54705,2285,2806,3576,255,121,0,0,65184,54129,2835,3123,4168,688,50,65233,54170,2838,3150,4176,688,50,61519,52709,2525,2787,3151,296,105,2094,2676,17,0,1186,63125,52083,2351,3540,3687,419,101,49785,44968,1194,1520,1989,197,25,0,0,48689,43779,1597,1601,1562,85,0,1513,1428,28,0,60,0,52596,44799,1883,2201,2981,502,41,52596,44799,1883,1814,2602,56,10,1283,48264,42942,1736,1924,1377,115,0,0,0,0,0,49449,43547,1354,2428,1754,137,0,2175,1430,40,0,50141,43837,1318,2582,1972,283,8,2296,1510,78,8,34887,18610,15882,32555,16730,15825,35321,17130,16981,34789,16345,17905,34179,17505,16674,33931,15966,16972,33942,16911,16137,30133,17064,12615,30125,17808,11934,34896,18049,16217,39924,20132,19358,39346,19898,18500,39000,17966,19744,39092,19107,18924
143,143,60492,55730,1993,1098,1461,312,40,0,0,63055,56970,2562,1114,2266,295,93,0,0,65689,56916,3267,1668,2606,801,62,65742,56966,3269,1694,2620,801,62,63492,56363,3463,1495,1884,377,107,886,1786,23,10,899,65750,58655,2762,1576,2015,302,136,45150,42185,1231,616,936,220,22,0,0,47225,44240,972,503,1333,102,0,385,1243,29,0,94,0,51328,45631,2032,998,1714,532,40,51328,45631,2032,746,1494,48,13,1182,48648,44674,1740,704,1234,196,0,0,0,0,0,51721,47408,1728,976,1271,180,0,812,1132,49,0,51984,47343,2058,1275,1031,205,5,1059,876,61,5,32560,15784,16354,31863,13898,17965,35456,15097,18676,35182,14195,20275,34701,15238,19463,34506,13479,19741,34491,14267,19059,31241,15685,14961,31217,16494,14203,36111,16790,18479,42159,20206,21411,41783,19236,21346,41600,17459,22574,41638,18291,21958
144,144,61548,53287,3613,2013,2596,276,84,0,0,62124,51817,4055,2120,4144,170,66,0,0,65168,52192,4966,2374,4740,717,81,65208,52219,4970,2397,4754,717,81,62711,50828,3868,2409,4257,201,60,1944,3868,7,6,960,65340,54088,3360,2723,4338,310,76,47138,41766,2307,1252,1764,178,57,0,0,47425,42110,1689,1398,2052,120,4,1235,2000,43,4,44,0,52141,43297,3219,1582,3325,520,64,52141,43297,3219,1243,3007,32,11,1186,48885,43205,1845,1579,2077,164,4,0,0,0,0,51215,45370,1754,1742,2088,257,10,1512,1904,20,10,51193,44848,2215,1893,2026,239,0,1639,1848,9,0,32263,16585,15325,31235,15076,16159,33959,16016,16729,33513,14956,18032,33173,16574,16599,32835,14698,17138,32831,15747,16248,29492,16471,12566,29493,17254,11851,34322,17592,16116,40068,20491,19166,39668,20418,18338,39391,18075,19976,39461,19233,19168
145,145,61393,57044,1776,1093,1250,368,36,0,0,61057,55696,1836,1716,1439,481,17,0,0,63082,55600,2826,1726,1681,854,94,63152,55669,2827,1741,1695,854,108,60840,54442,2337,2016,1410,216,16,821,963,0,0,1451,62578,55550,2807,2516,1366,235,48,47424,44660,1110,646,803,255,29,0,0,47485,44725,922,771,871,193,0,555,703,40,0,12,0,50522,45474,1842,1101,1175,602,68,50522,45474,1842,782,927,52,31,1264,47767,44561,1376,799,843,205,0,0,0,0,0,49584,45802,1739,1049,741,217,4,671,646,4,4,49455,45268,2079,1108,802,169,15,717,566,13,15,30681,15024,15168,28919,12745,16174,32253,12493,18395,31893,12193,19072,31474,13178,18296,31333,11691,18343,31363,12479,17716,27405,12868,13947,27407,13550,13342,32161,13724,17665,37190,15914,20772,36797,15455,20188,36595,14064,21005,36648,14675,20713
146,146,61136,49143,2756,8068,1340,368,68,0,0,62432,47655,2621,10126,1945,227,86,0,0,64846,47149,4368,10255,2447,1078,104,65008,47215,4377,10367,2466,1078,104,62525,48021,2853,9492,2436,496,140,7377,1291,10,25,2895,64833,48557,4125,9597,2989,675,106,45926,38519,1674,4846,888,254,37,0,0,46450,37950,1702,5855,718,132,15,5390,634,8,15,67,0,49830,38371,2714,6471,1622,763,77,49830,38371,2714,5365,1352,37,15,1806,46989,38534,1823,5529,761,188,25,0,0,0,0,48755,39530,2462,5523,874,210,25,5045,706,0,25,49046,39473,2597,5507,1200,182,9,4973,972,4,9,27681,16502,10824,26439,14588,11851,28333,14251,12830,27964,13817,13629,27768,14108,13660,27367,13346,13258,27430,14514,12218,23249,13809,9009,23333,14281,8653,28428,15604,12158,34079,18902,14706,33638,18604,13915,33463,16949,14638,33526,17669,14502
147,147,61269,56409,1323,1646,1765,262,54,0,0,64709,58815,1725,1719,2437,83,92,0,0,65655,56912,2345,2649,2620,769,45,65711,56961,2345,2707,2640,769,45,65292,58576,2104,2164,2236,138,122,1282,1805,7,20,1348,65974,58646,2212,2316,2408,182,148,45242,42293,767,955,1107,170,28,0,0,48681,45635,788,915,1263,41,19,839,1146,10,19,28,0,50726,44997,1399,1710,1777,534,30,50726,44997,1399,1375,1550,45,7,1197,49592,46068,1002,1334,1077,50,19,0,0,0,0,50516,46731,1033,1492,1134,76,10,1113,947,0,10,51245,46185,1410,1988,1450,137,4,1535,1195,5,4,30141,14207,15598,29888,12548,17340,32828,13282,18171,32662,12341,19809,32339,13133,19206,31972,11698,19490,32042,12970,18337,28360,13522,14361,28441,14252,13752,33568,14859,18008,39930,18263,21180,39458,17643,20672,39254,15937,21643,39345,16750,21293
