ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_TREAS_Total,E_16_TREAS_Dem,E_16_TREAS_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep
10,10,261851,224498,11868,14313,10763,1351,240,0,0,262150,217382,15623,16198,12908,1426,109,0,0,269644,214052,17727,17674,16082,3346,259,269925,214251,17739,17875,16124,3348,261,262520,216086,15492,16211,14180,1515,163,11770,11385,209,85,6842,269008,218720,16371,16306,15507,1501,208,200011,175241,7648,9319,7336,948,175,0,0,198710,172825,8328,9660,6893,769,0,8869,6287,286,0,215,0,214007,175400,11641,12126,11406,2450,164,214007,175400,11641,10158,10019,172,35,5795,198045,171515,8228,9235,8040,819,75,0,0,0,0,205210,175600,9615,9918,8916,818,19,8300,7396,50,19,207086,174210,10785,10888,9781,825,44,9295,7715,85,44,142455,81006,59823,135704,73131,62573,146455,77624,63163,144392,72792,69035,142201,77866,64335,141068,71055,65077,141070,74634,62108,125560,75770,47714,125530,78363,45392,145657,81833,60956,167504,94984,70815,165470,91753,69281,164249,84331,73949,164553,88155,71427
11,11,251137,166902,62351,21398,4950,2233,523,0,0,253231,149473,80278,31157,5273,7337,372,0,0,263098,144735,90598,27217,6054,6215,676,263931,144950,90999,27357,6080,6220,676,253495,146960,82341,30439,5494,5456,252,14103,3947,173,36,5101,262470,146795,90105,29918,5835,3936,300,190102,137737,37443,13469,3492,1453,352,0,0,180595,125125,40912,11231,2474,624,0,10057,2063,142,0,223,0,202185,122054,59639,18635,4462,4224,491,202185,122054,59639,11668,3546,202,31,4437,181900,124075,42863,11506,2638,610,0,0,0,0,0,188945,125134,47962,11933,2996,605,0,10168,2532,127,0,187534,122500,49223,11773,3212,648,55,9899,2556,137,55,105310,63107,40635,96132,54557,41575,103888,53464,46076,101145,51631,45811,98450,54080,44370,97480,49064,43218,97859,51672,41666,79960,47018,31530,79883,48287,30216,98119,53426,42283,113735,60481,51651,111895,60408,47825,110920,55277,50265,111371,57938,49063
12,12,246841,200708,7958,13793,24206,1199,233,0,0,253661,197521,11488,15740,28827,1278,328,0,0,263546,196228,13913,18494,31784,2743,274,263688,196324,13919,18591,31788,2743,275,254120,194204,11769,16737,29134,991,260,13081,26781,85,61,5948,263127,197447,14014,17580,32531,1384,204,190102,157887,5241,9460,17240,750,160,0,0,188460,157140,5156,10194,15075,568,55,9327,14398,145,55,410,0,208067,159896,9104,12963,23513,1920,179,208067,159896,9104,11124,22252,187,40,4838,187390,155330,5245,10666,15376,511,60,0,0,0,0,194599,158154,6066,11339,18174,448,20,9898,17152,16,20,196546,157853,7366,11949,18356,595,51,10495,17184,17,51,132555,73525,57822,127460,67055,60405,137913,76099,56659,137371,69710,65960,136310,76627,59683,134292,67221,64096,134689,72038,59876,120646,74345,44507,120908,77202,42122,139622,81249,55872,161708,95859,64196,160039,94455,61494,158832,84460,67875,159366,88861,65507
13,13,250356,197540,32633,17707,5205,1849,314,0,0,258096,197031,37100,20757,7940,1484,343,0,0,262225,194537,40105,20820,7673,3748,377,262878,194884,40225,20914,7712,3750,379,258789,194478,38197,21459,8174,1435,393,12508,6989,160,71,5622,261918,193855,40335,24399,7379,2439,643,185849,151626,20470,11206,3690,1270,189,0,0,188391,152620,21939,9546,3528,518,50,8632,3115,110,50,117,0,198795,152133,26992,13870,5503,2700,240,198795,152133,26992,9724,4677,230,32,4383,188643,150848,22908,9693,4256,679,59,0,0,0,0,191532,151773,23994,10919,3933,594,84,9264,3611,64,84,194305,153035,24955,11041,4267,597,46,9346,3757,63,46,103577,49404,52922,97586,44152,53434,106201,44346,56806,106549,43903,58429,104672,44978,59694,104838,43235,55239,104318,42502,54819,87422,41776,43720,87420,43647,42146,104548,46035,55738,121973,52934,67289,119557,50007,65958,118949,46661,67130,118758,47051,67498
14,14,251159,170990,56128,21504,6940,2250,413,0,0,257906,155739,74926,27538,8034,3074,427,0,0,266650,152347,81467,29853,7992,4554,453,267292,152541,81726,29983,8012,4554,453,259304,153610,78079,26942,8906,3589,354,15342,6641,308,14,4635,266878,152769,84166,30232,8603,3467,742,192628,141998,34687,13081,4856,1467,275,0,0,185418,128437,40442,11523,4156,646,0,10591,3742,184,0,310,0,208118,129739,54787,19973,5921,3271,339,208118,129739,54787,13107,5010,154,42,4497,186479,127446,42205,11391,4413,658,10,0,0,0,0,193278,128828,46516,12635,4354,680,4,11239,3551,142,4,192956,128535,46484,12899,4095,717,4,11089,3380,81,4,105446,62982,40591,98978,56790,42188,108753,56080,48762,107187,54393,48702,104304,59125,45179,103490,53419,44634,103579,56719,41470,83605,48733,33443,83730,51010,31200,104230,56557,45361,123682,65667,56593,120370,64601,51982,119712,59958,54081,119729,61760,53436
15,15,239845,160022,18435,53897,9777,1937,340,0,0,247620,154519,24832,58659,14179,1899,442,0,0,259166,149761,30642,59884,19307,4291,413,260164,150027,30701,60286,19345,4297,414,249268,153073,26152,59869,14965,2233,351,48843,12716,391,0,6771,259063,155252,29082,60275,18218,2278,920,184175,131028,11390,35606,6885,1307,200,0,0,182758,127370,12571,35451,6255,871,10,33878,5376,270,10,322,0,203095,126306,20128,41601,14112,3103,291,203095,126306,20128,35597,12910,315,73,6851,184136,127638,13205,35507,6762,789,0,0,0,0,0,191311,130413,14990,36427,8051,825,90,34235,7384,174,90,192194,127953,17085,35704,10074,1148,59,32629,9213,146,59,118447,66135,50756,111768,61517,50251,118861,62137,51885,116888,59662,55084,114592,60557,54035,114932,64313,47198,114033,60408,50040,98838,56743,40254,98695,60748,36091,116332,64874,48877,133489,75766,55939,131665,74807,52730,130175,65563,58591,130176,69359,55482
16,16,247452,220638,11667,6588,8377,1355,189,0,0,257672,221004,16102,9737,10696,1505,157,0,0,264823,217052,20567,11099,12732,3322,299,265055,217230,20595,11153,12766,3322,313,259096,218413,18301,11313,10579,1052,268,6955,8511,96,104,5609,263687,217398,22180,11534,11091,1396,309,188939,172252,7047,3839,5453,896,102,0,0,196912,176618,9131,4706,5449,685,8,4134,4956,133,8,320,0,208968,176744,13370,7229,8807,2317,191,208968,176744,13370,5283,7814,197,66,4787,199151,176754,10516,5261,5587,742,39,0,0,0,0,201202,176692,12500,5161,5680,825,68,4312,5042,86,68,204158,176624,14134,5528,6862,813,60,4641,5879,101,60,122954,59731,61385,119238,52290,66948,133589,54789,73294,132922,51628,77128,130199,56551,73648,129297,49790,72909,129303,53433,69485,113529,55828,55648,113609,59178,52505,134331,60527,70719,158039,72536,83562,155998,70062,81364,155224,63692,85099,155330,66371,83702
17,17,239876,181938,16068,25250,16775,1324,252,0,0,244826,176017,18269,29275,21584,2039,238,0,0,257875,176764,23342,30178,25125,3092,342,258156,176843,23362,30364,25135,3093,342,246254,174566,19407,30529,22371,2494,353,24892,18575,133,89,8125,257729,180599,19917,32610,23734,2485,426,187653,146456,11130,17749,12290,914,171,0,0,177015,140190,6889,19217,9800,715,44,17914,8880,132,44,373,0,202679,144785,15284,21958,18565,2212,264,202679,144785,15284,19222,16916,189,55,5353,178594,140085,8071,19681,9719,750,53,0,0,0,0,188850,145704,9332,21804,10822,667,89,19299,9625,60,89,192364,144831,11263,22705,12516,659,86,20344,11135,62,86,131746,85104,45536,127831,79152,48679,130240,87806,38240,129567,79833,48303,127941,83476,44465,126180,77422,45620,126533,80743,42909,115119,83412,30167,114927,84870,28775,130963,90486,38429,149497,106085,42117,147277,101052,42761,146332,94172,46810,146671,97424,45175
18,18,251401,195011,32009,18390,7715,1711,321,0,0,255512,184701,41751,23380,9526,1531,346,0,0,263429,181308,44532,25809,11328,4098,349,263814,181500,44625,25916,11349,4099,350,256731,183029,43124,23957,9730,1707,259,15927,7708,131,139,5964,265126,184461,46562,25122,10641,2218,283,196550,159508,20519,11501,5596,1177,218,0,0,196750,154095,25026,12374,4421,627,95,10780,3873,145,95,208,0,211941,154273,30141,17425,8563,2950,247,211941,154273,30141,12998,7381,192,57,5731,197300,153265,26132,12613,4391,651,119,0,0,0,0,204630,156205,28259,13791,5247,642,108,12111,4708,106,108,207881,155648,29516,15071,6344,677,80,13391,5376,32,80,112958,65131,46011,106130,58788,47342,117852,58771,54496,114993,56646,55285,111147,59803,51344,110942,54986,51692,110392,58132,48113,93840,54256,37901,94298,56922,35819,115654,61927,51170,139494,74256,63536,134996,71820,58972,134033,67050,61185,134352,68940,60449
19,19,238901,190092,15207,22640,11367,1400,198,0,0,247268,190204,18931,21942,16781,1260,180,0,0,253375,186726,20355,23388,19788,3244,252,253763,186880,20393,23606,19799,3244,254,247937,189193,18702,21771,18087,1220,181,17023,15686,101,63,6895,254140,190058,19383,23780,20383,1802,62,181527,148021,9750,16095,7638,942,137,0,0,179525,149890,7700,14329,6729,621,60,13477,6087,139,60,274,0,197187,150950,13178,17083,13465,2268,170,197187,150950,13178,14616,12446,154,47,5024,180620,149855,8535,14421,6917,554,65,0,0,0,0,187455,153785,9501,15191,7811,644,10,13374,6814,16,10,192971,157624,10279,15680,8062,792,11,13363,6946,44,11,124462,69641,53634,122654,63595,59059,128986,71350,52499,130037,64249,61466,128473,67727,60746,127626,60311,59452,127952,64226,56175,112680,68922,41846,112629,71242,39731,129331,74205,52318,147205,88229,57352,145976,81704,60507,145500,76429,63853,145149,78659,62197
20,20,279626,258103,9404,9001,2572,1575,167,0,0,272166,244491,13668,11680,2881,1710,197,0,0,270863,234418,14935,12549,3740,4523,327,269942,234215,14794,12076,3744,4527,325,272039,240627,15575,13237,3293,2300,171,8488,2152,267,48,4699,271897,236513,17936,13615,3444,2422,148,221386,207104,5995,6007,1672,1077,108,0,0,218754,200967,8466,6737,1461,1049,45,6045,1222,245,45,186,0,219947,195004,9763,8294,2648,3236,202,219947,195004,9763,6675,1921,267,30,5779,218359,198494,9443,7222,1509,1363,49,0,0,0,0,218459,197523,10734,6996,1767,1339,38,6188,1414,68,38,217977,194404,11967,8197,1737,1438,56,7120,1270,52,56,124460,60587,61701,111865,51809,60056,125881,43059,78691,123985,45696,69923,120965,49806,71159,120542,46866,64933,120409,48612,63102,103177,42927,58849,102794,45875,55258,123566,48415,72258,146820,55495,89716,144418,59379,80975,142851,51445,85134,143085,53071,85297
21,21,272285,261704,2612,5118,1651,1344,171,0,0,262769,249674,3234,6493,2033,1959,263,0,0,258828,240542,3587,5652,2231,4364,216,258167,240495,3506,5259,2280,4378,217,261108,246727,3448,6755,2090,1516,222,4424,1115,148,0,4723,258709,242449,4109,5905,2796,1702,409,216027,208745,1705,3496,1181,968,109,0,0,212483,203943,1870,4385,940,1237,33,3595,746,153,33,235,0,210061,196882,2467,3977,1550,3170,145,210061,196882,2467,3065,1085,250,43,5871,212150,203655,2075,4252,1033,968,0,0,0,0,0,210530,201935,2472,3596,1279,1031,22,2922,885,96,22,209210,200331,2690,3689,1316,949,54,2780,815,69,54,122338,48180,71747,113346,40111,73235,123284,33201,84761,122421,35649,78804,120568,40449,80119,120108,39599,72308,119875,40464,70481,97598,36233,59401,98068,38019,58066,118713,37535,77936,138166,39257,96991,136291,43847,88515,135178,35200,93339,135327,37132,93012
22,22,247417,215110,14908,12458,5362,1222,176,0,0,245404,196777,24569,17765,8294,1697,355,0,0,250491,190030,29004,21036,9192,3542,363,251084,190384,29060,21238,9238,3543,365,244667,191837,27541,17702,8893,1764,425,11556,7215,202,109,5898,250709,191221,31443,20209,9448,1846,523,198369,178074,8873,7302,4078,825,126,0,0,188570,164210,11539,8599,3343,685,73,7272,2943,138,73,242,0,202719,162070,18755,13436,7021,2452,247,202719,162070,18755,10079,6233,229,34,4740,187078,160806,12979,8497,3766,763,83,0,0,0,0,190899,161684,14418,9534,4303,822,91,7955,3586,123,91,189535,158054,15748,10085,4703,767,77,8194,3803,81,77,116936,73262,42208,104006,66665,37341,110028,55838,50987,108050,57871,42653,104840,64465,40375,104397,63849,33689,103613,62906,33548,87766,53153,33673,87436,56328,29976,105357,60187,42841,122462,66677,54621,119733,71729,44785,117675,63126,49249,117989,65632,48157
23,23,272089,252254,5136,11341,2341,1870,201,0,0,267500,245156,6475,11666,2871,1855,228,0,0,263721,235117,5992,12437,3556,5036,292,263353,234901,5946,12457,3567,5041,300,266363,243108,6671,11621,2932,1775,196,9091,2291,361,101,4366,264155,239821,6621,11944,2935,2085,234,215713,201434,3764,7971,1689,1409,135,0,0,211385,197055,4067,7490,1314,1303,76,6900,1076,456,76,186,0,209998,189726,4152,8518,2585,3701,176,209998,189726,4152,7094,1963,402,42,6137,210565,196025,4301,7592,1463,1191,51,0,0,0,0,208295,194485,3969,7398,1258,1395,46,6632,939,319,46,207371,193251,3894,7463,1464,1238,42,6163,1115,161,42,114365,43643,68363,104209,36134,68075,115202,30220,80295,114894,32123,75595,113313,34990,78323,113201,32850,73477,112962,34644,70245,93283,31827,59799,93318,32973,58447,113314,34062,76307,134198,38368,93779,132533,39432,89163,131775,34127,91607,131987,34274,93422
24,24,249619,217605,7116,15688,9013,1174,205,0,0,258725,219651,8836,18763,11167,815,193,0,0,264325,215491,11903,20476,12685,3357,256,262737,215136,11673,19611,12702,3355,256,260189,217872,10771,19771,11574,1095,269,16066,9182,72,45,5881,264729,218762,12678,19902,12697,1519,273,189465,168199,4450,10424,6044,811,114,0,0,197055,173695,5191,12075,5423,446,34,11208,4975,97,34,164,0,207483,173993,7667,13854,8838,2378,175,207483,173993,7667,11639,7821,188,38,5483,198334,173319,6221,12782,5210,502,44,0,0,0,0,203660,176790,7358,12559,5880,739,39,11425,5280,47,39,206034,176380,7641,13875,6883,879,64,12358,6061,52,64,119818,63014,55220,115773,55409,60364,126242,56328,64393,125195,53308,69339,123769,56421,67348,122187,50933,67297,122541,56117,62792,107042,56555,48582,107224,59008,46500,127665,62112,62744,151688,74947,74814,149816,72942,72261,149000,66023,76034,149347,69129,74962
25,25,272701,255046,4324,6059,6264,1337,184,0,0,272095,249947,5705,8004,7572,1553,276,0,0,267675,240443,6149,7417,7636,3999,466,265569,239735,5911,6363,7660,4002,465,270854,248669,5611,7702,7526,1468,205,5755,6072,196,51,4296,268167,244309,5723,7557,7511,1734,188,221983,207157,3497,5013,5512,1016,138,0,0,217883,203853,4069,5876,2799,1064,72,5389,2301,235,72,216,0,220681,198640,4837,5977,6564,2927,387,220681,198640,4837,4980,5145,253,51,6256,217434,203614,4163,5821,2665,1102,36,0,0,0,0,215745,202075,4080,5249,3100,1027,28,4321,2535,169,28,215501,199241,4961,5891,3456,1534,70,4490,2640,232,70,120282,57504,60391,105985,44493,61492,121155,42095,73924,120449,42887,70341,118475,47563,70912,117274,44004,65130,117404,45105,63263,95121,42104,51002,95477,41810,51804,115206,43557,68497,131888,46437,83642,130280,46431,80104,129451,40826,82682,129624,43662,81445
26,26,244394,180915,6884,39092,17709,1452,291,0,0,247181,170002,8564,48027,20815,2011,326,0,0,254852,162141,12459,54921,23017,3017,306,255232,162324,12468,55137,23042,3018,307,247645,166899,9851,49247,21604,2255,559,44250,19159,329,188,6059,254063,166381,12022,52296,22508,2224,613,189429,145559,4672,26138,12971,953,192,0,0,180530,136245,4309,28638,10293,849,0,27690,9901,238,0,383,0,199322,133383,8344,38480,17082,2113,225,199322,133383,8344,35559,15860,206,53,5075,180936,134420,4936,29270,11068,825,190,0,0,0,0,186677,135779,5644,31545,12345,815,145,30056,11468,132,145,186644,132101,6365,33107,13882,804,148,31188,12663,135,148,130756,75007,54185,132305,76756,55549,132143,75591,52156,130494,69833,58866,128723,72057,56666,127724,67445,56587,127889,71011,53679,112748,71213,39948,112593,73177,38110,129683,77367,50173,146616,89343,55895,144724,85271,56161,144057,79605,58894,144152,82381,58030
27,27,267640,253094,5535,5653,2646,1259,127,0,0,263849,245454,7817,6594,3786,1330,180,0,0,261133,236031,9624,6990,4133,3634,298,260244,235889,9467,6471,4142,3634,298,262903,243486,8211,6879,3780,1182,270,4117,3038,158,131,3476,260926,238755,9156,7470,4019,1343,265,212899,203035,3490,3932,1840,882,82,0,0,211084,199295,4718,4005,2100,840,34,3631,1873,336,34,111,0,209987,192731,6253,4646,3026,2672,208,209987,192731,6253,3479,2405,218,54,4494,210292,198387,4699,4161,2150,797,115,0,0,0,0,209110,195864,5417,4443,2383,853,149,3768,2005,87,149,208627,194207,6549,4507,2300,792,229,3767,1796,16,229,107961,45634,60052,101345,40137,61208,112616,32005,76220,111319,35212,68456,108762,40273,68489,108152,37362,62688,107987,41032,58413,91158,33080,56771,90938,37960,51471,109870,37213,69933,129542,40655,87031,127582,44910,78847,126374,37204,83180,126964,40719,81712
28,28,249850,228351,7663,9075,3925,1350,193,0,0,255672,227029,11249,12219,5200,1698,335,0,0,262208,224169,13684,14052,5616,4600,262,262475,224371,13694,14181,5636,4607,264,257232,224366,13402,12762,5469,2203,340,8059,3900,157,182,6758,262713,225942,13994,15173,5536,2823,471,194013,179987,4965,5692,2555,921,125,0,0,196633,181049,5681,6439,2361,748,83,5704,2101,174,83,320,0,206734,181225,8676,9136,3861,3275,156,206734,181225,8676,7157,3108,339,48,5567,196674,179578,6458,6815,2495,1087,68,0,0,0,0,201313,182355,6840,7971,2498,1172,117,6411,1874,111,117,204794,182560,8400,9086,3217,1166,105,7021,2326,93,105,115082,45739,67725,110672,40190,70482,123179,37309,80492,123170,38050,79003,121659,40381,81278,121787,45178,69577,120963,37847,74532,101172,39244,59668,101263,42408,56984,121688,42301,76082,142854,49579,91089,141264,48007,88831,140684,43471,90599,140803,44103,91014
29,29,266065,238132,18542,7811,1897,1397,243,0,0,258199,218636,29343,10809,1995,1372,254,0,0,266346,213945,37501,10924,2466,3605,377,264845,213702,37230,10004,2479,3605,380,257370,216974,29633,11144,2028,1384,279,5772,1194,330,17,3264,266404,216987,36764,14041,2143,1850,353,210834,192569,11311,5651,1349,952,157,0,0,198826,178950,12841,5360,792,765,18,4983,693,273,18,151,0,213319,177853,24635,7760,1771,2545,237,213319,177853,24635,5026,1213,224,38,3880,199022,178469,13322,5429,862,878,22,0,0,0,0,204006,179491,16520,6003,1038,771,18,4880,656,130,18,204157,177184,18785,5994,1240,746,45,4788,782,35,45,108541,50454,55761,98317,43744,54573,110355,32464,74265,108348,37023,63651,105967,42260,63707,105461,39661,58338,105356,42818,54807,85279,31717,52444,85020,37321,46247,105256,37099,65591,124246,39430,83201,122195,44946,73609,121081,37875,77297,121327,39550,77464
30,30,259163,246860,3237,6620,1676,1072,134,0,0,253942,239051,4297,7711,2111,1095,284,0,0,251122,231335,4593,7776,2185,3668,244,249843,231093,4432,7062,2194,3672,245,252968,237195,4349,7716,2099,1151,204,5227,1280,389,60,4248,250989,233025,4659,7823,2308,1450,169,202913,194555,2039,4526,1184,776,90,0,0,200403,191138,2271,4981,1000,806,67,4307,775,265,67,224,0,200464,186525,2991,5384,1537,2674,150,200464,186525,2991,4385,1113,245,28,4748,199600,190390,2363,4858,1034,847,63,0,0,0,0,198330,188395,2575,4984,1214,1016,53,4127,658,227,53,196498,186271,2816,4989,1220,883,33,4111,779,106,33,104931,36453,66508,98544,29673,68871,110141,24807,81690,109745,27421,75813,108412,31810,76602,107967,30781,70812,107670,30512,70174,87309,27410,58321,87662,27675,58540,107596,28223,77029,127909,31022,95510,126465,31660,91699,125649,26937,93534,125989,29394,92882
31,31,243575,197559,19043,23715,4576,1801,271,0,0,251751,196231,24725,26800,5968,2071,192,0,0,260623,194595,29448,28087,6853,4444,419,259208,193786,29339,27571,6875,4448,422,252855,197515,24749,27382,5602,1816,130,19499,4357,200,0,6091,260918,199368,29050,28906,5907,2113,257,186721,157890,11341,14628,3044,1202,166,0,0,191956,159204,13339,15297,2985,981,0,13515,2531,257,0,388,0,203824,159268,18969,18533,4890,3178,273,203824,159268,18969,14740,3895,259,67,5852,195071,161707,14139,15412,2954,724,0,0,0,0,0,201817,164645,16665,16425,3214,696,0,14216,2622,106,0,203637,162452,19720,16890,3493,721,19,14812,2762,39,19,109283,49836,57986,104153,44701,59452,113336,43770,64455,113537,43123,64703,112251,45847,66404,112514,50920,55500,111758,43889,60015,94415,43141,49179,94506,47381,45306,112576,47958,61524,131230,55746,73442,129711,54475,71339,129069,48731,74270,129126,50279,73748
32,32,268622,254066,2374,10059,1108,1215,121,0,0,258259,241479,3321,10895,1598,1467,311,0,0,254940,233904,3182,10233,1334,3982,304,252099,232746,2931,8964,1348,3988,310,256443,238972,3384,11010,1817,1507,391,7610,857,105,124,4978,254230,234633,3540,10331,2147,2169,360,214145,203654,1685,7238,758,911,70,0,0,207678,196572,2032,7312,669,800,48,6610,444,113,48,239,0,207164,191875,2175,7459,922,2941,191,207164,191875,2175,6474,601,239,104,5381,206360,195220,2068,7380,612,870,48,0,0,0,0,204565,193425,2242,6794,716,1338,24,5785,633,170,24,201421,190180,2081,7408,781,801,67,5979,593,48,67,112836,45720,64808,104591,36749,67842,115268,29636,82860,114430,33978,74080,112354,40568,71786,112036,41518,64858,111401,40901,63893,89757,34173,54290,90123,34095,54586,111655,34294,75392,132639,34278,97256,130753,39957,88245,129593,32761,92319,129741,35731,90796
33,33,251037,226844,12553,8375,2797,1570,172,0,0,256617,226979,15961,9925,3209,1690,286,0,0,259784,222511,18554,10494,3622,4635,286,260301,222913,18571,10783,3659,4643,288,257581,226476,16628,10792,3330,1720,187,6956,1829,201,0,5113,260688,226412,17796,11309,3619,2305,158,192859,178248,7324,4909,1845,1056,108,0,0,196065,181885,5842,5604,1580,997,25,4689,1260,200,25,210,0,203969,179795,11449,6592,2526,3318,185,203969,179795,11449,4832,1898,336,48,5098,197430,182345,6525,5805,1624,1033,0,0,0,0,0,201450,184480,8106,6051,1706,994,4,4487,1271,92,4,203382,184526,9606,6352,1785,936,20,4665,1257,57,20,108629,38817,68265,104100,34031,70069,117220,31684,81191,117297,32420,79150,115349,34699,80650,115166,33389,74244,114825,32959,73129,94129,32265,60154,93975,34309,58135,115485,34956,77707,137418,40676,94812,135297,39543,91821,134650,35049,93437,134810,36505,93412
34,34,251165,231180,5087,6925,7316,1256,211,0,0,261539,232691,8626,9230,10477,1448,220,0,0,266153,226831,9724,11010,13989,3842,385,266501,227124,9729,11141,14021,3845,390,262964,230591,9210,10156,12135,1638,263,6524,10396,262,15,5721,267675,230019,9849,11625,14199,1890,305,195879,182915,3104,4141,5104,869,136,0,0,199878,185102,4719,4971,4174,890,19,4170,3670,188,19,146,0,209658,182969,6302,6862,9903,2847,248,209658,182969,6302,5061,8806,241,62,5546,200444,184232,4918,5335,4930,1007,14,0,0,0,0,204619,185447,5525,5976,6310,1019,10,4614,5567,159,10,208562,186769,6328,6847,7213,880,32,5138,6219,83,32,115245,45687,67808,110002,41553,68449,124257,41731,77251,124128,40868,77836,122278,43155,79123,122423,46568,69182,121882,42229,71861,104673,42601,59997,104737,47533,55056,123943,46674,74100,144513,54201,88176,142865,53380,85435,142068,46372,89466,142077,48812,87911
35,35,271414,250571,5031,10283,5168,1072,155,0,0,261217,237466,5878,11543,6776,1218,285,0,0,261408,228873,6754,12052,8709,3583,204,260141,228422,6603,11452,8727,3586,206,259498,234563,6124,11782,6990,1400,283,7824,5766,228,52,4637,260439,233129,6431,12085,6822,1513,400,218396,202482,4021,7627,3987,801,112,0,0,206639,193973,3406,6463,2080,756,41,5715,1801,213,41,186,0,213721,189203,5183,8167,7253,2652,129,213721,189203,5183,6668,6603,185,28,5390,205915,192250,3618,6985,2284,973,47,0,0,0,0,207445,192690,4052,7288,2401,968,72,5743,2086,140,72,204816,190158,4049,6239,2495,1614,43,4865,2141,175,43,122998,59418,60817,113731,46834,66897,120708,38865,77586,120343,42606,70160,118538,50182,68356,118170,50030,60569,117704,50546,58928,95975,42570,51874,96316,42447,52307,116716,43571,70439,135321,45402,88248,134094,49418,81354,133187,41665,85695,133337,46865,82279
