ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_14_AG_Total,E_14_AG_Dem,E_14_AG_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_SEN_SPEC_Total,E_18_SEN_SPEC_Dem,E_18_SEN_SPEC_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_AUD_Total,E_18_AUD_Dem,E_18_AUD_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
22,22,84341,78895,3712,614,743,458,49,0,0,84842,77670,4729,1129,994,428,55,0,0,84780,75630,5357,1259,894,1340,118,84605,77046,5158,967,901,517,91,534,400,155,20,1226,85275,76832,5157,1334,890,639,159,63735,60698,2071,261,432,282,33,0,0,63855,60534,1929,569,484,306,16,467,360,108,16,23,0,64856,59331,3174,617,546,870,77,64856,59331,3174,410,337,160,31,1282,63938,60440,2129,508,485,386,12,0,0,0,0,64312,60599,2185,686,438,428,4,497,283,157,4,63544,59758,2288,709,368,355,0,508,225,98,0,45022,20082,23487,43693,19129,24564,30174,13753,14835,29361,12423,15702,29495,0,0,44161,13146,27515,37467,17991,18166,37282,14478,20852,37348,15713,20385,36698,12294,22041,36517,12748,21092,36691,13361,21478,41759,15239,24620,48731,16304,31348,47928,15917,28365,41899,14670,25647,37587,12820,23635,37250,12080,25150,36969,11138,23971,36955,13465,23473,37453,11880,24070,44551,15436,27910,49049,15784,32286,48258,19600,27097,48127,16289,31140
23,23,85102,74462,7543,1535,1247,522,97,0,0,83789,69719,8249,2437,2782,640,371,0,0,84988,67651,9023,2897,3744,1248,360,83835,69111,8605,2543,3214,656,134,1842,2777,109,48,1336,84770,68077,9277,2784,3695,956,265,64963,59013,4218,695,808,289,62,0,0,60381,55740,2693,954,670,387,4,804,511,105,4,74,0,64737,54385,5290,1529,2273,844,215,64737,54385,5290,1251,2076,128,163,1302,60357,55445,2740,929,945,350,4,0,0,0,0,61474,54879,3541,1215,1404,458,30,944,1109,75,30,61994,54182,4021,1284,2032,360,98,961,1840,51,98,45216,25553,18174,42230,24215,18015,29824,16120,12185,28990,14701,13142,29090,0,0,41493,15718,22479,35396,19354,14617,35195,16324,16833,35311,17371,16679,34593,14317,17978,34441,14771,16889,34685,15645,17395,38795,17120,19784,44312,18346,25007,43384,17814,21781,38390,16461,20382,33632,14016,18482,33375,13643,19718,33084,12326,18928,33186,14263,18900,33596,13883,18457,39901,16909,21836,43829,17173,25855,42948,20411,21001,42560,16230,26307
24,24,73879,64403,3237,2937,3067,411,67,0,0,79657,67784,4181,3663,3833,405,42,0,0,84622,69155,5030,4267,4521,1176,114,81176,68651,4560,3007,4357,356,18,2167,3700,123,4,1669,83566,70211,4232,3335,4512,479,39,53732,48319,1795,1491,1932,238,39,0,0,55690,50827,1399,1591,1704,184,4,1498,1581,103,4,16,0,63174,53569,2994,2427,3008,730,81,63174,53569,2994,2066,2609,79,15,1685,56828,51630,1555,1473,2008,135,4,0,0,0,0,59760,53677,1634,1856,2284,288,0,1533,2028,77,0,61028,53560,2003,2456,2667,296,8,1988,2360,35,8,38661,18424,19350,39089,18856,20233,27501,12617,13457,26715,11292,14571,26523,0,0,41965,16518,21391,37374,20228,16012,37272,17461,18374,37317,18380,17880,36561,15470,19202,36333,15639,18247,36559,16319,18632,41453,19177,20245,48597,22955,24462,47443,21442,22552,41301,19270,20332,36688,17714,18118,36335,16857,19467,36054,15781,18941,36103,17408,18679,36578,16959,18565,44198,21186,21758,48747,22886,24718,47910,25137,21329,47312,21232,26043
25,25,77032,61737,3584,5333,5992,601,99,0,0,81714,61928,4140,7691,7391,728,195,0,0,85190,61479,4905,9154,8051,1392,134,82392,61132,4102,9077,7356,743,214,7675,5587,316,112,3384,85774,61777,5120,10116,7710,648,225,58382,48765,2248,3093,3952,410,66,0,0,58097,49349,1657,3358,3091,408,105,2921,2585,205,105,81,0,65769,50196,3230,5395,5694,960,100,65769,50196,3230,4812,5139,230,40,1902,59136,49085,2100,3701,3564,462,115,0,0,0,0,61462,49759,2519,4452,4063,417,105,3964,3673,144,105,62984,49734,3114,5319,4209,428,0,4868,3694,135,0,39854,21241,17767,39681,21726,17955,25509,13359,11092,24761,12498,11564,24389,0,0,40992,20407,16168,36204,22610,12401,36117,20381,14284,36157,21160,13894,35327,18190,15215,35044,18105,14377,35382,19320,14508,39969,22480,15311,46228,27462,17597,44904,25018,16494,39264,22608,14861,33904,20444,12604,33631,19772,13842,33340,18653,13524,33408,20231,13165,33831,19835,12953,41472,24720,15431,45662,27176,17185,44679,28353,14846,43971,25504,18421
26,26,86831,82822,1131,1141,1388,431,32,0,0,85919,80481,1940,1616,1358,729,38,0,0,85003,78263,1983,1802,1409,1044,75,85960,79900,1943,1584,1701,802,37,872,1254,195,2,1701,85062,78399,2131,1668,1663,832,74,68762,66157,735,606,968,304,20,0,0,67712,65141,869,737,501,378,8,651,439,201,8,125,0,67722,63177,1355,1025,1006,772,58,67722,63177,1355,714,778,114,6,1442,67686,64902,892,690,716,424,4,0,0,0,0,67248,64062,1082,695,917,506,8,380,699,158,8,67357,63964,1141,882,973,350,6,510,704,103,6,48207,27092,19743,45279,25005,20274,30592,15630,12946,29454,14563,13906,29541,0,0,45648,18643,22869,38328,20740,15850,38094,18630,17446,38282,20008,16950,37519,17043,18274,37359,16974,17598,37556,17985,17995,42379,19769,20382,48291,21765,25414,47161,20236,22883,41942,19036,21057,36813,16530,19145,36441,16205,20215,36370,14997,19675,36267,16640,19601,36731,15823,19485,44189,19820,23107,49102,21145,26950,48043,22672,23895,47455,19914,27513
27,27,78314,74574,1290,882,886,814,52,0,0,82829,77698,1908,1267,1201,893,67,0,0,85592,77458,2134,1726,1505,1812,108,84821,79320,1820,1391,1448,831,68,779,659,206,0,1966,86394,79467,2212,1718,1374,975,40,54864,52916,660,378,468,485,28,0,0,59658,57235,874,590,464,465,0,406,354,213,0,53,0,63099,58166,1194,996,857,1194,66,63099,58166,1194,744,586,281,7,1922,61540,59035,818,702,473,440,0,0,0,0,0,63108,59843,1104,921,553,590,0,684,324,155,0,64675,60951,1315,786,982,557,0,510,732,144,0,40544,15453,24146,40144,14864,25280,26550,9918,15422,25819,8999,15931,25906,0,0,42980,10350,29204,34338,13234,19783,34221,10788,21577,34241,10983,21730,33899,9371,22290,33606,9815,21061,33734,10359,21861,40426,11755,26464,49547,13937,34491,48509,12852,31276,41514,11858,27827,37241,10666,25221,37009,10072,26918,36664,9296,25170,36127,11280,24820,37140,10158,26865,45814,13141,31128,52036,14233,36848,50836,16946,31899,50293,13651,36565
28,28,79103,75398,1255,787,963,827,69,0,0,82039,77067,1818,988,1340,1040,50,0,0,84944,77179,2046,1269,1676,1821,102,82622,77096,1968,1054,1511,1056,46,305,1149,282,13,1811,85000,78161,2287,1308,1866,1281,64,58171,56099,684,370,530,530,34,0,0,62118,59309,998,426,683,608,8,251,616,219,8,118,0,64537,59818,1167,656,986,1203,51,64537,59818,1167,386,782,277,12,1901,62235,59409,1001,445,712,627,8,0,0,0,0,64381,61033,1031,557,908,695,8,340,773,251,8,66127,62106,1291,691,1228,730,26,308,1073,243,26,42937,18561,23274,42090,18080,24010,29866,13257,15348,28938,12291,15701,29150,0,0,44707,13324,27682,37813,17434,18814,37681,14130,21437,37693,14440,21565,37225,12296,22177,36724,12649,20830,37072,13848,21699,43091,15074,25526,51470,16991,33175,50376,15911,29758,43641,14995,26596,39122,13555,23998,38834,12729,26082,38435,11803,23979,38494,14358,24115,38972,13008,25939,47715,16156,29960,54030,17352,35653,52948,20185,31052,52358,17081,35228
29,29,79057,74698,2030,997,863,577,45,0,0,83452,77971,2703,1247,1004,577,61,0,0,85734,77570,3028,1686,1402,1350,63,84619,78610,2875,1136,1464,651,63,582,819,229,0,1461,86472,79067,3093,1097,1837,987,61,56797,54442,1124,442,443,382,24,0,0,60662,58012,1059,550,651,333,15,346,401,110,15,61,0,63238,58268,1801,849,841,904,32,63238,58268,1801,525,575,149,14,1682,61923,58876,1327,561,708,423,25,0,0,0,0,62809,59497,1511,352,840,561,30,193,630,111,30,64266,60747,1551,481,850,611,0,210,667,134,0,42029,17385,23593,41846,16719,25127,28629,11514,15821,27775,10523,16287,27898,0,0,43166,12672,26815,36910,16892,18661,36744,13370,21379,36789,13678,21499,36272,11794,22062,35934,11980,20966,35882,12655,21481,41951,14603,25064,50036,16898,31880,49032,15555,29339,42874,14694,26335,39488,13450,24742,39153,12584,26533,38604,11573,24661,38831,14373,24424,39250,12549,26480,46989,16082,29388,53061,17529,34391,51764,20429,29516,51253,16159,35031
30,30,72944,67260,1711,1732,1754,627,72,0,0,80365,72887,1944,2758,1967,834,34,0,0,85767,74356,2704,3865,2567,1488,137,81780,73649,2125,3129,1563,739,35,2534,1345,183,8,1412,86867,75962,2339,4526,1590,965,115,50367,47144,1007,854,1022,370,35,0,0,55644,51958,816,1338,957,513,4,1281,850,204,4,57,0,60985,54108,1613,2194,1530,975,80,60985,54108,1613,1833,1249,216,22,1788,56858,52936,944,1485,974,480,10,0,0,0,0,62342,57011,1256,2423,985,528,4,1849,909,177,4,64916,58503,1437,2956,1457,463,0,2431,1376,111,0,38390,15047,22633,39651,14983,24668,26568,9919,15656,25913,9201,15927,25697,0,0,42419,12540,26253,35893,16048,18735,35730,12818,21191,35783,13181,21270,35245,11125,21977,34847,11611,20688,34875,12179,21211,41417,14561,24772,50526,18112,31258,49376,16370,29157,43098,15254,26086,40598,14895,24483,40239,13575,26637,39619,12568,24799,39644,15299,24329,40364,13722,26523,48459,17660,29313,55772,20237,34401,54438,22731,29987,53640,18430,35145
31,31,78161,72524,1476,1566,1980,751,60,0,0,84369,76234,2304,2336,3091,789,0,0,0,85863,73944,2440,3578,3394,1759,107,85710,76865,2071,2577,3431,808,24,1768,2521,251,2,2103,85640,75824,1680,3316,3318,862,120,56580,53442,802,778,1109,484,35,0,0,62739,58789,991,921,1499,517,0,757,1341,262,0,34,0,64615,57313,1451,1941,2037,1184,75,64615,57313,1451,1580,1615,234,18,2194,63930,59352,935,1189,1891,479,4,0,0,0,0,64461,59622,845,1530,1863,440,18,1224,1532,123,18,65584,60006,980,1873,2073,454,24,1488,1628,64,24,44311,17768,25594,44398,17978,26420,29357,11674,16603,28626,10868,16958,28829,0,0,46475,14549,27994,39402,17963,20013,39271,14753,22568,39303,15003,22658,38950,12952,23511,38701,13609,21977,38490,14142,22636,44893,16307,26155,53377,19569,32532,52365,17657,30153,45401,16492,26910,40817,15184,24321,40510,13980,26511,40175,13153,24503,40352,15825,24494,40599,14157,26359,49091,18087,29383,54477,19752,33610,53365,22324,29224,52603,18518,34005
32,32,71891,60583,2198,2852,5565,885,66,0,0,79645,63043,3490,4826,7443,1270,124,0,0,85959,64611,4354,6598,8256,1904,115,80816,62761,3957,5922,7309,1442,156,4742,6211,530,3,2518,86344,66336,3684,6500,8476,1342,142,52733,46018,1219,1446,3524,565,46,0,0,56624,48137,1356,2020,4350,697,20,1652,4044,412,20,59,0,63632,50482,2598,3631,5356,1243,73,63632,50482,2598,3127,4910,268,12,2023,57810,48580,1599,2732,4022,811,30,0,0,0,0,61822,51365,1695,3167,4795,744,40,2804,4441,264,40,63949,51498,1866,4960,4787,620,1,4614,4519,202,1,39338,18902,19592,40498,19629,20869,26084,12114,13058,25481,11415,13338,25653,0,0,42860,17591,21427,37295,20693,15308,37172,17550,17842,37259,17842,17863,36939,15841,18672,36655,16268,17487,36577,17063,17908,42138,19580,20195,50001,24118,24632,48995,21460,23335,42304,19886,20499,37548,18314,18111,37332,17045,20243,36973,15843,18920,37147,18726,18383,37354,17159,20131,45810,21871,22265,51175,23892,25540,50122,26374,21756,49248,22413,26733
33,33,78446,72315,1636,2016,1741,840,71,0,0,83746,74950,2744,2845,2335,1144,117,0,0,85042,74082,2666,3128,2806,1777,157,84208,74765,2716,2890,2759,1280,110,2245,1994,386,25,1865,84184,73277,3577,3606,2687,1217,65,58836,54871,962,1400,1011,626,44,0,0,63838,58704,1453,1580,1270,765,25,1402,1005,396,25,60,0,65595,58483,1593,2066,1696,1242,121,65595,58483,1593,1725,1291,350,15,1925,64561,59050,1418,1681,1545,833,20,0,0,0,0,64072,58294,1712,1857,1492,704,0,1585,1282,241,0,64561,58813,1620,1863,1510,698,24,1666,1317,241,24,46228,22609,22788,46532,22091,24441,33718,16162,16477,32958,15119,16983,32925,0,0,48188,20755,23187,43906,25195,17333,43830,20722,21243,43751,21380,20826,42804,18378,21773,42655,19051,20658,42897,20141,20969,47618,22847,22478,54422,26786,26413,53344,24553,25398,47807,23344,22630,43922,22220,20543,43513,20522,22969,43069,19423,21470,43371,22672,20685,43598,21717,21857,50676,25069,24221,55011,27065,26763,54146,29256,23231,53286,26153,27076
34,34,73430,55889,2223,7779,7101,735,76,0,0,78916,56498,2336,10794,9217,520,165,0,0,85038,56713,3981,12566,10168,1408,142,78637,56957,2361,10074,8675,457,82,8678,7715,75,51,2691,82873,56717,2507,11857,10259,863,90,52569,42057,1260,4409,4509,425,54,0,0,54669,43933,910,4604,4859,201,40,4194,4610,63,40,165,0,62987,44991,2477,7639,6683,930,106,62987,44991,2477,6938,6220,211,8,1865,55256,44515,940,4330,5094,281,25,0,0,0,0,58531,44936,1179,5605,6181,473,0,5083,5785,110,0,58617,44170,2150,6671,5045,424,12,6244,4816,113,12,40814,20150,19981,41273,20529,20744,27424,13087,13420,26792,12294,13814,26643,0,0,42369,19945,18801,38491,23176,14100,38352,19721,16935,38293,19918,16959,37911,17900,17843,37582,18254,16604,37662,19114,16904,42715,22096,18388,50220,27343,21681,49179,24218,20974,42749,22536,18384,38437,21067,16243,38145,19548,18552,37598,18405,17234,37931,21560,16335,38262,21177,17062,46663,25272,19844,52564,28865,22356,51462,30526,19194,50424,27530,22827
35,35,82492,70505,2712,5178,3138,1364,80,0,0,83984,69137,2843,8248,3123,982,100,0,0,85408,64014,3862,9631,5501,2255,116,84082,67887,3327,7800,4538,1073,35,5785,3371,298,16,3350,85416,65460,3928,9478,5538,1701,144,62090,55158,1580,2741,1913,839,48,0,0,63067,55463,1301,3749,1822,589,54,3234,1620,251,54,101,0,65861,52579,2415,5569,3497,1490,74,65861,52579,2415,4762,3076,370,20,2424,63281,54559,1688,3636,2758,579,19,0,0,0,0,64326,53513,1957,4467,3398,1006,15,3727,3058,383,15,64305,51665,2407,4872,4161,1033,16,4030,3613,392,16,45585,22562,22053,44502,22774,21728,27970,13723,13100,27186,12903,13450,27525,0,0,43776,18514,21007,36625,20912,14202,36521,17976,16383,36572,18357,16417,36275,16430,17190,36103,16762,16025,35938,17685,16543,41398,19999,18658,48217,24465,22422,47183,21313,20672,40765,19919,18584,34619,17592,15674,34369,16711,17619,34115,15347,16133,34261,18279,15949,34427,17568,16824,42966,21581,19576,47208,23701,22270,46319,25640,18809,45347,23280,21990
36,36,81688,72871,2012,2390,3884,867,91,0,0,87792,76998,2885,2937,4562,830,30,0,0,85827,71029,3376,4128,5374,1540,110,88452,76675,3445,3411,4307,788,32,2568,2912,170,0,2489,85494,72244,3959,3376,5194,762,83,62157,56831,1166,1389,2313,563,47,0,0,66652,60905,1283,1513,2393,536,0,1375,2077,229,0,37,0,67304,57735,2025,2500,3544,1066,90,67304,57735,2025,2031,3107,274,11,1916,67302,61376,1612,1702,2130,501,0,0,0,0,0,64427,57641,1694,1601,3039,434,0,1176,2552,142,0,64298,56063,1892,2080,3550,539,8,1428,3141,188,8,50279,24977,24380,49713,24448,25265,35059,16864,17056,34298,15862,17539,34161,0,0,50143,23118,22377,45160,27118,16767,44977,22780,20179,45036,23319,20148,44170,20130,21223,43882,20768,19911,44025,22099,20092,48997,25034,21438,55352,29690,24339,54368,26771,23761,48849,25405,21452,44486,23898,19406,43970,21952,21980,43412,20575,20392,43823,24441,19327,44183,23293,20849,51077,27120,22467,54783,29221,24296,53809,31231,21056,52788,27839,24898
37,37,75808,66412,1845,3090,4078,532,105,0,0,85957,73160,2003,4809,5442,964,20,0,0,85837,68581,2993,5624,6777,1314,91,87122,73948,1781,6157,4929,812,44,4807,3886,200,0,2405,87180,70768,1896,7040,6483,970,63,55810,50224,1075,1642,2590,330,52,0,0,61758,56108,776,1799,2562,506,0,1573,2373,238,0,78,0,65130,54133,1855,3236,4527,902,53,65130,54133,1855,2742,4062,163,12,1910,62171,56561,758,2149,2302,403,0,0,0,0,0,62302,55343,839,2620,3064,385,0,2507,2861,124,0,63765,55646,1084,3241,3358,308,32,3118,3079,39,32,46573,20516,25351,47689,20648,27041,32518,13481,18138,31959,12725,18570,31702,0,0,49033,21118,23479,44518,25297,18130,44429,21118,21826,44392,21156,21891,43793,18792,22817,43352,18856,21802,43593,20116,21821,48797,23584,22962,56154,29172,25665,55188,25975,25865,49093,24439,22799,45133,23598,20456,44665,21526,23108,44021,20104,22075,44443,23873,20534,44977,23421,21532,52198,26970,23762,56602,29885,25250,55659,31701,22231,54852,27860,26946
38,38,77154,35221,6813,23288,11564,1170,158,0,0,81646,31210,8237,27960,14961,770,239,0,0,85743,28688,9432,30207,16659,2097,158,82979,29994,7388,30326,15649,650,174,27804,14420,157,93,2837,85720,28656,9086,32517,14789,1337,90,55482,29784,3971,14111,7244,727,111,0,0,50594,26256,2110,13180,8493,352,4,12643,8342,171,4,249,0,62316,25188,5916,19521,10807,1432,98,62316,25188,5916,17965,10305,339,11,2318,51698,25328,1892,14891,9118,314,10,0,0,0,0,53519,25559,2523,15553,9155,544,0,14340,9005,163,0,52901,22861,3271,15813,10273,632,0,14316,10057,233,0,33518,21661,11246,34554,23710,10844,19484,12402,6356,18963,11869,6577,19055,0,0,33309,21448,9339,27805,19893,6421,27692,18282,7517,27619,18453,7588,27503,17604,8100,27220,17117,7474,27237,18324,7580,31341,20783,8481,36692,25517,10282,35529,21818,9323,29548,19755,8115,22248,15075,6215,22072,14879,7159,21778,13334,6696,21908,15470,6410,22054,14602,7386,30033,20311,8330,32505,22195,9514,31334,22306,7493,30497,20876,9497
39,39,76682,56382,5741,8971,4582,1686,119,0,0,79744,51823,7948,13877,5021,1994,198,0,0,84608,50450,9040,16567,6516,2497,124,79668,50532,8020,14443,4947,1971,105,12626,4410,752,67,2801,84156,49752,9820,17238,6233,1503,127,59829,47369,3373,5043,3196,1064,82,0,0,55867,42979,2452,6767,2572,1038,28,6177,2369,633,28,120,0,65397,43100,5752,10244,4670,1701,84,65397,43100,5752,9214,4182,491,29,2342,56539,42231,2627,7373,3012,1157,48,0,0,0,0,59448,42368,3501,9342,3313,717,4,8705,2924,302,4,60219,42016,3795,9613,3697,726,6,8844,3284,301,6,42220,24840,16383,43439,26948,16491,27317,16475,9754,26536,15733,9906,26737,0,0,40906,23779,13157,36254,25295,9348,36084,22951,11023,36132,23420,11068,35742,21478,11831,35486,21186,11068,35534,22716,11093,39620,25136,11995,44966,30231,13562,43912,26702,13014,38026,24513,11533,31310,20903,9329,31096,20219,10834,30692,18623,9862,30938,21497,9405,30823,18541,12085,38829,25529,11692,41329,27020,12859,40329,28048,10544,39199,24421,14500
40,40,78991,65325,2883,4138,6115,854,83,0,0,84468,66769,3471,5679,7859,1222,234,0,0,85043,63134,4614,6589,9054,1575,125,84973,66085,3535,6197,8289,1341,134,4103,7143,231,34,3679,84494,63014,3974,7942,8221,1398,35,63148,54376,1768,2423,4141,549,57,0,0,63463,55049,1463,2744,3459,650,35,2192,3156,254,35,124,0,67246,52815,2903,4026,6193,1065,82,67246,52815,2903,3378,5661,192,41,2057,63871,55024,1424,2977,3741,543,19,0,0,0,0,63199,52976,1614,3908,4024,666,15,3321,3669,250,15,62047,50581,2162,3751,4852,543,18,3362,4489,149,18,49539,27034,21581,48358,27136,21222,35012,19707,14241,34305,18848,14536,34166,0,0,48549,26871,16787,44253,29789,13267,44151,26441,15989,44162,27001,15867,43242,24022,16851,43014,24094,16132,43337,25707,15842,47279,28649,16236,52248,33686,17263,51308,30606,17461,46455,28953,15564,41374,27085,13260,40910,25512,15344,40314,24015,14165,40757,27582,13132,41107,26925,14128,47653,30657,15581,50662,32934,16327,49616,34064,13902,48438,31814,16536
41,41,77867,69331,2597,2378,3011,781,98,0,0,81359,71333,3230,3029,3197,624,132,0,0,84744,69516,4300,4111,4729,1666,103,82939,72883,3090,3367,2652,659,100,2185,2202,190,70,2101,86091,72933,3524,4338,3547,1123,150,56899,52044,1443,1245,1775,481,63,0,0,60259,54947,1440,1589,1909,258,89,1374,1679,123,89,47,0,63837,54477,2533,2293,2980,1063,59,63837,54477,2533,1831,2587,243,22,1932,61389,56017,1462,1728,1751,297,70,0,0,0,0,63850,56894,1761,2391,2058,498,82,2065,1865,159,82,65547,57184,2394,2425,2726,559,45,2003,2525,206,45,45173,22708,21494,44872,22090,22782,30844,14903,14832,30057,13912,15325,30010,0,0,46000,19839,21985,41522,24153,16008,41431,20030,19540,41428,20609,19239,40654,17893,20175,40436,18348,19086,40724,19432,19465,45982,22318,21241,53678,26881,25487,52830,24423,24566,46599,22893,21766,43023,21814,20055,42677,20213,22424,42236,19098,21030,42222,22142,20052,42894,21299,20570,50577,25283,23773,56063,27822,27020,55204,30409,23113,54775,28827,25002
42,42,73291,60317,2120,4400,6120,529,70,0,0,82440,62480,3760,6093,9650,872,64,0,0,85056,62563,3165,6397,11597,1118,107,83298,61811,3905,5657,11013,947,125,3379,9623,252,41,3645,83553,61361,3743,6210,11019,653,213,55150,46972,1268,2651,3992,342,38,0,0,58289,49351,1470,3062,3874,417,24,2741,3611,169,24,109,0,64063,49520,2006,3937,7595,769,75,64063,49520,2006,3356,7078,120,18,1788,58871,49637,1507,2739,4319,508,44,0,0,0,0,59488,49294,1853,3065,4790,340,44,2510,4263,118,44,58378,48191,1698,2964,4976,522,23,2308,4381,215,23,44011,22781,20600,44847,22592,22255,31078,15224,15133,30603,14437,15618,30281,0,0,46127,24440,17541,42909,27764,14253,42806,23932,17556,42730,23953,17692,42134,21569,18607,41791,21501,17980,42001,23068,17523,46438,26603,17867,52789,32520,19128,52109,29334,19993,46034,27229,17213,41509,25770,14923,41108,23659,17405,40630,22424,16732,40996,25880,15091,41441,25594,15821,48136,29346,17520,51008,31592,17935,50445,33214,15715,49689,29859,19774
43,43,79213,60619,4047,10473,3643,1132,114,0,0,82468,60142,5078,12929,3900,985,108,0,0,85306,58475,5723,14648,4665,1925,106,82264,58094,5240,14507,4043,1035,103,12209,2671,303,10,3540,83446,58783,4517,14764,4612,1397,241,62304,50582,2403,6411,2514,693,80,0,0,62140,50319,1989,7272,1830,514,20,6540,1566,205,20,204,0,68326,50279,3725,9553,3311,1371,83,68326,50279,3725,8344,2782,281,13,2548,62327,49068,2262,8350,1895,526,10,0,0,0,0,63437,50058,2277,8061,2217,610,10,7466,1735,175,10,61418,46756,3484,7910,2524,582,5,7342,1942,164,5,48199,29743,17486,47074,30048,17026,32052,20225,10710,31189,19225,11118,31237,0,0,46564,28924,13403,43016,31225,10212,42939,28368,12371,42905,28730,12378,42495,26500,13225,42149,25995,12544,42185,28000,12325,46232,30686,12944,51792,36241,14182,50778,32283,14272,44840,30565,12244,38804,27884,9804,38448,26780,11620,37925,24866,10780,38280,28257,9999,37995,23936,13748,46113,32298,12266,49090,34975,12858,48107,35678,10770,46493,29738,16302
