ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_AUD_Total,E_18_AUD_Dem,E_18_AUD_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep
26,26,62859,52927,7488,1223,944,465,84,0,0,62331,49595,9393,1375,1765,362,20,0,0,63918,49055,9994,1518,1996,1284,71,62547,49065,9827,1429,1849,396,24,463,1586,37,15,66,1481,64201,48850,10649,1673,2397,773,6,46562,41039,4008,665,640,268,54,0,0,42520,38333,2890,627,364,268,19,410,310,53,24,0,47705,38627,5949,885,1252,874,38,47705,38627,5949,660,1095,141,27,119,1087,43062,38203,3508,651,415,273,19,0,0,0,0,0,44324,38249,4329,653,706,330,0,447,534,101,0,44526,37987,4601,543,938,321,9,250,718,111,9,30721,15788,14130,30847,16159,14688,30417,12405,15590,30024,10564,18126,25874,12167,13081,22815,17428,0,25331,11962,12745,25388,10928,13803,25316,14315,10380,29354,12608,15733,32181,14075,17327,31840,14057,16647,31427,12957,17869
27,27,64993,59554,2540,788,617,1848,70,0,0,62933,56401,3134,1045,684,1995,32,0,0,63643,56099,3268,1040,748,2445,136,63154,56526,3122,1106,888,1798,55,676,651,1237,19,19,887,63287,56055,3524,1045,881,2207,19,49936,46685,1416,441,423,1096,49,0,0,48225,44945,1306,482,331,1139,4,452,275,999,34,0,49455,44582,2021,592,554,1551,106,49455,44582,2021,447,359,889,17,76,1064,48501,45321,1309,354,383,1073,20,0,0,0,0,0,48500,45170,1433,336,353,1192,4,285,267,920,4,48292,44700,1542,486,400,1157,0,362,275,755,0,34198,17157,16092,33524,16509,17015,33202,12005,19119,33008,10036,21679,28086,11632,15886,24261,18608,0,27544,12624,14290,27628,10570,16522,27541,14198,12770,31979,11831,19247,34785,12934,21245,34391,12863,20499,33671,11585,21514
28,28,66307,60809,4151,475,634,368,34,0,0,63874,57467,4703,669,815,227,66,0,0,64060,54704,6710,752,781,1023,94,63328,56683,4805,706,658,282,51,517,553,71,40,137,518,63821,56054,5331,714,716,451,216,50635,47544,2371,179,377,229,28,0,0,47811,45511,1460,332,364,186,30,259,297,101,4,0,48987,43449,3840,383,472,704,72,48987,43449,3840,217,346,88,11,81,955,47449,44989,1531,383,393,161,40,0,0,0,0,0,47387,44697,1492,391,341,308,120,288,251,45,120,45790,42817,1993,359,270,255,43,256,199,38,43,34443,16095,17200,33233,14950,18283,32953,10226,20695,32678,8244,23127,27279,9711,16989,23286,17521,0,26557,10057,15875,26619,8619,17433,26562,12134,13852,31473,9976,20604,34342,11092,22657,33972,11400,21449,32725,9841,22359
29,29,64819,62496,934,664,574,202,39,0,0,64297,60822,1363,1123,702,358,88,0,0,64103,59576,1654,1127,784,754,66,64131,60291,1491,1058,801,368,166,649,613,153,136,32,765,63918,59454,1640,1223,859,320,102,49646,48331,480,326,392,124,22,0,0,49278,47423,619,589,477,151,48,508,439,77,14,0,49195,46374,1006,604,541,509,33,49195,46374,1006,464,434,39,4,44,830,49226,47203,742,593,460,167,58,0,0,0,0,0,49045,46828,857,589,475,237,12,391,417,51,12,48774,46455,837,571,505,302,17,407,410,54,17,33478,18132,14458,33764,17515,16249,34025,12406,19385,33747,10359,22202,27978,11467,15910,24273,18181,0,27363,12963,13731,27387,10486,16339,27329,13800,12892,32484,12030,19543,35726,13232,21877,35450,13557,20860,35029,11918,22572
30,30,65591,61781,1989,1005,604,336,45,0,0,63893,58951,2511,1450,712,557,137,0,0,63993,57503,2718,1728,901,816,224,63774,58606,2570,1641,774,503,106,883,563,138,93,57,865,63961,58369,2801,1698,786,429,126,50910,48666,1190,467,389,227,28,0,0,49897,47007,1412,709,449,290,29,574,373,182,48,0,50494,46294,1728,935,631,604,138,50494,46294,1728,636,494,81,90,99,1072,49744,46817,1401,764,466,262,29,0,0,0,0,0,49765,46732,1567,813,411,273,8,590,360,91,8,49118,45881,1713,935,380,265,9,625,317,84,9,35951,21040,14022,34513,19324,15189,34160,13832,18125,33726,11416,20809,28295,12608,15054,24848,18990,0,27415,12354,14213,27584,11945,14980,27666,15433,11591,32415,13582,17875,35622,15145,19856,35270,16269,17943,34591,13904,20067
31,31,65813,48955,3776,11787,947,561,260,0,0,64790,45404,4529,12518,1867,783,363,0,0,64306,41783,4699,13940,2315,1247,763,64833,44565,4759,13220,1925,983,356,11359,1564,263,274,36,2015,64644,43440,4742,13215,2430,1184,649,50113,39778,2160,7291,612,366,141,0,0,46730,37026,1549,7103,630,306,64,6838,546,198,95,0,49412,34960,2857,8932,1525,916,426,49412,34960,2857,8155,1346,118,393,134,1449,46426,36336,1792,7250,579,461,72,0,0,0,0,0,46704,35691,1968,7667,871,440,57,7169,687,79,57,45888,34723,2118,7191,1200,445,120,6668,1054,53,120,30349,20205,9676,30529,20835,9694,27705,15777,10059,27299,13798,12396,22026,13483,8054,20022,16764,0,21689,14291,6855,21800,13088,8228,21611,14439,6664,25879,15085,10001,28338,16974,10803,28076,16774,10434,25286,13992,10884
32,32,66461,63678,1630,489,457,221,87,0,0,64221,60751,1922,912,426,196,49,0,0,63793,59161,2441,743,522,758,74,63738,60177,1989,797,509,353,26,518,386,230,4,19,420,63800,59842,2094,813,538,560,16,51410,49738,915,281,315,148,59,0,0,49596,48227,649,329,232,177,4,285,229,75,4,0,49859,46965,1411,409,372,519,59,49859,46965,1411,282,242,73,28,78,780,49225,47780,684,255,259,248,4,0,0,0,0,0,49120,47597,593,345,289,265,4,282,215,86,4,48378,46817,650,359,175,316,0,270,98,80,0,34137,19824,13413,33075,18202,14873,33784,13076,18588,33368,11160,20872,28633,11829,15744,25056,19420,0,28111,14512,13041,28056,11248,16187,28000,14935,12417,32540,12542,18946,35945,13856,21534,35615,14181,20377,35424,12798,22056
33,33,60395,58429,669,732,386,202,21,0,0,62707,59788,1210,940,587,400,46,0,0,63743,59742,1224,1224,574,628,87,62797,59176,1501,1196,590,443,41,925,444,32,16,0,709,64049,60040,1559,1367,603,482,66,45201,43934,420,497,242,117,14,0,0,47413,45767,612,569,288,184,8,536,261,20,23,0,48633,46067,768,724,391,442,56,48633,46067,768,599,303,75,17,88,716,47302,45370,775,653,297,208,14,0,0,0,0,0,48151,46057,800,750,300,239,8,694,265,64,8,48300,46246,797,817,201,167,43,721,199,26,43,31286,17098,13494,32420,16974,15446,33293,12298,18995,32672,10136,21359,28759,11685,16405,24355,18689,0,27701,13789,13287,27874,10609,16636,27741,13996,13125,32707,12243,19565,36902,13812,22523,36399,14092,21264,37058,13010,23450
34,34,65340,63224,875,630,344,276,58,0,0,63746,60879,1200,1115,304,334,73,0,0,63469,59861,1246,843,414,853,63,63850,60554,1305,1030,454,401,46,474,228,49,5,60,1173,63804,60009,1476,951,427,482,84,49036,47832,501,312,208,169,30,0,0,48171,46700,608,522,120,200,0,438,72,136,25,0,48283,46039,759,430,287,548,35,48283,46039,759,314,150,61,7,54,899,48034,46658,608,355,212,184,6,0,0,0,0,0,48301,46769,708,228,288,354,16,129,74,146,16,48018,46290,708,236,280,516,8,164,156,92,8,32799,18190,13712,33067,18082,14985,32595,11944,18433,32376,9862,21128,27011,11162,15078,23458,18455,0,26438,13116,12690,26600,9899,16061,26349,13751,11926,31352,11584,18758,34516,12580,21303,34251,12866,20342,34164,11366,22194
35,35,66494,62001,1578,1984,488,471,140,0,0,65329,59885,1767,2665,706,428,234,0,0,63807,57064,1916,2620,574,1143,248,64492,58823,1811,2825,840,403,134,1810,428,140,109,42,1330,63000,56884,2044,2669,928,518,186,50627,48098,858,1059,305,317,80,0,0,49619,46814,880,1372,202,362,14,1147,135,184,37,0,49163,45038,1091,1398,369,811,176,49163,45038,1091,1096,241,102,144,93,1358,49094,46191,841,1378,294,365,29,0,0,0,0,0,48070,45164,976,1262,319,321,39,1118,202,56,39,47876,44765,1105,1195,408,320,20,1079,212,27,20,33686,19906,13117,33806,20085,13721,32344,13524,16479,31906,11903,18575,26069,12412,13146,22286,16435,0,25594,13273,11650,25545,11583,13355,25558,13404,11548,30871,13289,16549,34686,14688,19292,34243,14853,18135,33600,12952,20045
36,36,62411,56685,1424,2860,905,425,309,0,0,63064,55572,1640,3629,1310,447,503,0,0,64299,54454,2277,4807,1018,958,841,63159,55792,1359,3640,1363,421,554,2524,920,159,545,112,1737,63790,55489,1718,3934,1450,345,676,48853,45467,888,1514,610,278,176,0,0,48719,44966,815,1939,536,326,92,1766,414,140,19,0,51012,44722,1526,2795,752,671,488,51012,44722,1526,2388,601,91,447,144,1093,49201,45458,768,1980,542,284,102,0,0,0,0,0,49756,45876,778,2171,566,272,70,1620,404,88,70,49353,45237,848,2350,537,362,68,1713,378,15,68,31458,19701,11253,32405,19889,12516,31312,15957,13040,30483,13704,15516,26440,14520,11144,23126,18239,0,25437,15398,9289,25558,13847,10977,25474,15552,9163,29973,15607,13279,33109,17673,14685,32548,17369,14066,31615,16008,15068
37,37,55668,50329,1284,2061,1715,380,66,0,0,60020,53156,1695,1898,2465,531,325,0,0,63393,53220,2158,3732,3018,994,112,60520,53476,1782,2349,2245,604,309,1396,1850,21,262,119,1627,62672,54517,2036,2824,2198,768,395,41270,38211,720,1026,1114,231,37,0,0,44244,41013,882,1234,836,234,0,870,611,24,37,0,47879,41556,1312,2104,1958,693,73,47879,41556,1312,1636,1735,60,31,121,1428,44794,41382,885,1314,817,282,0,0,0,0,0,0,46457,42369,943,1658,1012,309,0,1207,950,33,0,47268,42725,957,1635,1241,333,23,1296,1085,26,23,30672,17052,13115,31350,17165,14185,32808,15984,13950,32421,12495,18512,28941,15611,12555,25930,19848,0,28405,16300,11225,28642,13839,13950,28413,17080,10432,32559,16554,14762,36419,20187,15305,36198,19482,15609,35561,19444,15434
38,38,61921,57783,1093,1519,1305,319,39,0,0,64283,58720,1263,1856,1894,421,174,0,0,63383,56094,1706,2487,1902,781,205,63258,57639,1366,1330,2221,471,229,1031,1924,124,58,83,1048,63107,57458,1475,1571,2098,695,61,49868,47229,682,849,931,218,28,0,0,50063,47184,726,956,869,160,70,707,818,80,124,0,50421,45402,1093,1646,1342,582,132,50421,45402,1093,1257,1091,69,99,111,1299,49210,46468,713,754,864,199,60,0,0,0,0,0,49373,46586,839,794,926,200,20,613,738,47,20,49928,46739,944,1127,888,196,14,752,681,8,14,32720,17958,14156,33643,17894,15749,34809,15529,16549,34342,12678,20403,29607,14987,13954,25947,20248,0,28982,15825,12428,29144,13948,14540,28866,16229,11947,33237,15452,16710,35993,17678,17579,35710,17202,17601,35323,16444,18269
39,39,58123,49030,2173,5492,1119,650,105,0,0,60725,49197,2533,7741,1394,502,46,0,0,63936,47269,3541,10332,1438,1343,273,61113,48455,3056,7927,1297,622,59,5739,764,109,58,97,2831,63347,48796,3432,9063,1171,900,110,45075,39623,1344,3072,763,395,59,0,0,45621,39591,1343,3756,578,249,24,3230,459,139,81,0,49504,38693,2325,6299,1055,919,167,49504,38693,2325,5378,797,123,130,124,1934,45723,39409,1403,3937,466,342,60,0,0,0,0,0,47255,40288,1794,4045,611,334,30,3352,300,47,30,48610,40803,1959,4541,772,488,17,3712,392,41,17,28442,19342,8618,29140,20056,9084,28942,16682,9760,28524,14014,12988,24315,15524,7996,22347,17979,0,23891,15914,7137,24092,14270,8930,23896,16405,6612,27763,16696,9907,30821,19463,10566,30482,19087,10231,28833,17399,10906
40,40,60433,53516,1633,3312,1685,410,132,0,0,63014,51977,2206,5965,2527,449,120,0,0,64145,51243,2477,6795,2195,1005,293,64875,52930,2171,6471,2835,336,147,4934,2064,76,0,312,2397,64756,51973,2258,6659,3254,337,138,45689,41680,1008,1655,1124,255,71,0,0,46462,41897,893,2455,811,287,0,2224,636,167,122,0,49876,41757,1547,3984,1542,685,192,49876,41757,1547,3440,1310,79,143,119,1481,48209,42745,1244,2860,1066,157,0,0,0,0,0,0,49203,42928,1453,3119,1385,152,0,2302,1206,33,0,48495,41494,1889,3277,1525,164,0,2283,1358,22,0,33749,20163,13092,34001,19955,14046,33735,17164,13811,33314,13814,17965,29148,16352,12009,26342,20442,0,28617,17057,10662,28835,14606,13307,28582,17803,9868,32725,17243,14218,35735,20175,14627,35459,19625,14714,34160,18894,14543
41,41,62268,52187,4189,4462,1279,488,57,0,0,62934,51662,4866,4764,1281,450,52,0,0,63802,50342,5492,5356,1538,1340,63,63380,51686,5191,4716,1287,443,56,3464,1094,96,0,217,1642,63239,50884,4815,5670,1096,449,87,46556,40750,2441,2355,817,314,32,0,0,46865,41146,2260,2438,765,270,0,2266,703,93,24,0,48663,40155,3417,3026,1097,943,45,48663,40155,3417,2520,913,88,13,107,1450,47612,41392,2719,2371,805,299,0,0,0,0,0,0,47868,41112,2778,3083,518,279,10,2853,444,66,10,48161,41054,3104,2975,684,325,6,2654,601,23,6,31373,17572,13192,31826,18197,13629,31165,13769,15173,30638,11610,17677,25005,12128,12352,21597,16108,0,24547,13130,10776,24617,11576,12439,24579,13452,10527,29664,13433,15295,33643,15800,17184,33211,15637,16548,32814,14274,17974
42,42,62001,60069,699,564,442,302,25,0,0,64821,61480,1225,1056,737,312,44,0,0,63363,59260,1175,938,635,941,53,63695,60550,1032,793,896,344,47,307,517,110,8,75,1079,63107,59973,935,875,719,352,44,45986,44907,419,234,253,191,11,0,0,48493,46808,618,520,300,185,8,410,237,79,51,0,48320,45767,710,458,375,658,31,48320,45767,710,264,255,67,4,114,1139,48079,46610,577,246,423,218,8,0,0,0,0,0,47788,46362,509,314,352,234,4,202,200,56,4,47716,46250,509,360,373,197,0,249,198,35,0,33958,18303,14896,34851,18022,16829,34811,13638,18623,34396,11002,22111,30798,13614,16360,26919,19941,0,30185,14911,14433,30450,11885,17695,30141,15817,13455,34463,13896,19462,38477,16050,21572,38179,15975,21059,38313,15224,22446
43,43,50741,41311,2186,3336,3694,336,46,0,0,60185,45715,3349,5605,5399,341,78,0,0,64185,47323,3644,6999,5171,780,94,62193,46658,3280,6652,5515,382,99,5770,4777,64,31,12,1599,63893,48133,3158,6634,5702,638,153,38454,32249,1412,1978,2642,229,30,0,0,40913,35379,1434,1984,1902,98,58,1905,1692,21,86,0,49052,37606,2468,4350,3834,546,62,49052,37606,2468,3806,3430,57,20,120,1545,41594,35527,1600,2283,1930,198,29,0,0,0,0,0,44572,37608,1730,2302,2434,267,45,1999,2133,40,45,47328,38919,2034,3167,2680,342,20,2744,2251,63,20,26904,18349,8123,29234,19364,9870,31127,19902,8850,30449,16646,12564,27985,19627,7873,25648,21418,0,27374,19256,7390,27548,18231,8661,27426,19678,7090,31419,20801,9646,35841,25011,10095,35366,23963,10650,36856,25115,11008
44,44,65244,59747,1566,1210,2397,421,60,0,0,65325,57987,1910,2675,1914,772,109,0,0,63655,56528,2250,1914,1543,1049,113,65312,57788,2078,1867,3213,504,147,1220,2839,66,51,89,1172,63288,56286,2209,2362,1968,553,65,50862,46772,1028,809,1975,329,44,0,0,50007,45955,919,1747,620,705,54,1602,522,109,26,0,49898,44931,1465,1279,1136,787,75,49898,44931,1465,1060,947,101,24,105,1265,49177,45854,1261,929,722,378,54,0,0,0,0,0,48384,44785,1191,1396,760,236,4,1231,570,52,4,47894,44430,1358,1076,544,388,22,780,380,36,22,31986,15380,15570,30750,14649,16101,30529,9872,18607,29960,8736,19981,25049,9654,14848,20999,16091,0,24368,10117,13632,24536,8561,15447,24399,11333,12499,29196,10003,18300,32733,11044,21055,32165,11697,19381,30964,9729,20669
45,45,58744,47926,3004,3819,3802,417,85,0,0,65101,50083,3716,5793,4936,672,85,0,0,63987,46144,4832,7157,4723,834,86,65391,50000,4049,6046,4978,647,99,5230,4099,126,43,195,1651,65175,48508,4362,6518,5292,675,103,50687,42658,2220,2382,3215,322,65,0,0,49924,43388,1877,2323,1696,465,20,2129,1342,186,169,0,54444,41047,3717,4628,4059,671,71,54444,41047,3717,4036,3459,53,14,240,1878,51205,44123,1967,2693,2016,388,10,0,0,0,0,0,50848,43050,2310,2702,2405,291,10,2480,1777,66,10,52873,42080,3506,3889,3158,232,8,3394,2240,5,8,35147,26297,8178,33560,24759,8801,33898,24553,6803,32711,21419,9801,29051,23113,5412,27056,23718,0,28339,22185,5389,28559,21822,6071,28427,22761,4966,31890,24091,6755,33723,26642,6376,33222,25815,6740,34653,26077,7856
46,46,59456,55462,2455,740,576,370,48,0,0,61580,56136,3107,1242,886,351,14,0,0,63909,56376,3829,1460,897,973,72,61490,55552,3220,1271,1018,453,7,610,581,110,6,0,1411,63401,56234,3760,1749,982,749,11,44406,42156,1379,329,357,235,29,0,0,45613,43068,1376,642,374,167,5,531,296,91,2,0,48424,43827,2280,762,579,689,36,48424,43827,2280,570,421,86,11,126,1103,45826,43045,1431,462,541,284,8,0,0,0,0,0,47220,44107,1577,712,448,289,8,576,293,36,8,47938,44437,1699,807,617,297,0,662,419,53,0,30380,15753,13866,30943,15790,15153,31748,12772,16769,31274,10139,19862,27881,12730,14522,23922,18274,0,27200,13625,12888,27409,11267,15495,27146,14047,12415,31584,13157,17455,35794,15632,19434,35334,15345,18950,36362,15351,20410
47,47,54617,49026,1922,1874,1603,373,47,0,0,59583,50248,2732,3393,2973,265,38,0,0,63863,52551,3093,3548,3536,1046,83,60338,50931,3016,3135,2919,225,96,1999,2355,59,0,67,1911,64496,53262,3170,3644,3607,482,130,40766,37406,1127,1056,1013,211,30,0,0,42897,38534,1483,1446,1226,183,0,1096,1011,73,45,0,47907,40806,1905,2030,2284,720,48,47907,40806,1905,1609,2023,61,11,161,1331,42988,38643,1588,1323,1181,145,0,0,0,0,0,0,46062,40813,1647,1518,1723,220,0,1052,1544,32,0,46431,41073,1884,1363,1638,192,18,1069,1481,23,18,31959,15792,15749,33555,15971,17584,33904,14399,16952,33370,11784,20282,28721,13175,15052,24326,17141,0,28191,14054,13440,28301,12755,14932,28361,14335,13401,33277,14624,17627,37958,18124,19083,37597,17297,19337,38076,17170,20209
48,48,64411,55793,6731,1045,580,435,55,0,0,64614,53607,7967,1713,1052,673,28,0,0,63720,52332,7422,1831,880,1179,45,64271,53246,7848,1655,1129,744,29,1093,732,73,21,47,1210,63776,51777,8317,2028,972,863,57,48033,43088,3855,487,396,298,30,0,0,47264,41876,4077,546,262,443,20,496,189,153,49,0,48923,41644,4711,1011,572,848,19,48923,41644,4711,796,465,71,6,97,1133,47000,41726,3961,581,336,373,20,0,0,0,0,0,46770,41063,4087,794,336,421,0,653,159,44,0,46231,40353,4127,913,426,431,5,680,189,38,5,30329,16236,13325,30811,16455,14356,30329,11304,16886,29774,9618,18813,23656,10215,12915,19749,14504,0,23243,11135,11547,23224,9537,13146,23198,11098,11561,28678,11129,16574,32272,12487,19076,31844,12762,17836,31271,10981,19736
49,49,64582,49492,5224,8370,1390,870,73,0,0,64888,48510,6174,8263,1548,649,76,0,0,63449,45090,6139,9756,1395,1734,83,64685,47335,6108,8787,1787,700,43,7038,1476,265,21,218,2217,63353,46297,6763,8175,1501,723,85,49589,40288,3138,4937,944,574,39,0,0,49166,39471,3341,5105,755,380,39,4727,673,193,73,0,49728,37536,3931,6145,1037,1211,64,49728,37536,3931,5109,765,149,24,112,2102,49739,39557,3159,5449,989,483,20,0,0,0,0,0,49086,39106,3599,4858,893,431,29,4044,760,156,29,49311,38283,3818,5614,886,521,37,4517,666,116,37,31033,19953,10497,30753,20776,9977,28382,15513,10550,27810,13679,12660,21505,12798,8201,19112,14745,0,21182,13315,7183,21261,12767,7865,21299,13513,7159,26169,14714,10494,29142,16816,11602,28810,16602,11044,27389,14605,12233
50,50,67670,60619,2054,4038,637,535,83,0,0,65071,57324,2331,4361,750,427,84,0,0,63935,54631,2225,4806,783,1337,90,64664,56656,2417,4633,800,432,88,3353,570,124,2,7,1536,63866,55483,2446,4573,853,571,44,52290,48024,1230,2311,408,378,43,0,0,50124,45662,1349,2514,237,280,0,2109,167,99,49,0,50228,44242,1431,2853,541,959,57,50228,44242,1431,2375,399,88,13,108,1572,49630,45130,1354,2583,183,314,4,0,0,0,0,0,49396,44678,1418,2492,335,419,4,1897,206,50,4,48561,43985,1286,2346,340,390,13,1874,225,95,13,33375,19882,12712,33423,20129,13294,30622,12911,15484,29986,12584,15786,23964,12868,10588,20711,15757,0,23538,12836,10077,23551,12019,10973,23478,13108,9798,28556,13289,14192,31731,13809,17116,31270,15022,14930,30322,12187,17502
