ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_LTG_Total,E_16_LTG_Dem,E_16_LTG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_LTG_Total,E_20_LTG_Dem,E_20_LTG_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_18-24_COMP_Total,E_18-24_COMP_Dem,E_18-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_LTG_Total,E_24_LTG_Dem,E_24_LTG_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,40705,38816,432,715,494,265,19,0,0,38636,36346,609,878,493,289,48,0,0,36931,34116,657,620,596,758,51,38329,35925,629,876,485,284,55,674,406,154,29,64,448,36903,34522,639,707,512,259,29,32635,31148,305,600,396,197,13,0,0,31050,29575,374,737,164,239,4,661,136,139,18,0,29079,27027,436,443,462,535,26,29079,27027,436,348,366,59,1,61,781,30870,29360,344,706,267,236,4,0,0,0,0,0,29590,28165,419,573,271,195,4,508,213,82,4,28917,27489,486,542,157,236,12,477,122,49,12,19446,7530,11262,16500,5280,11220,17546,4022,12670,17428,5824,10851,17461,5975,10991,17067,5216,11851,17148,5314,10986,14384,4386,9426,16734,4131,12147,18280,4368,13621,18168,4284,13538,17620,3656,13489,17708,3942,13308,17852,3189,14169,17659,3744,13481,17184,4059,12822,18046,4176,13694,17813,4464,12937,17781,3895,13554,17400,3528,13544,17438,3939,12849,17395,4002,12969,17352,3931,12734,17791,3611,13784
2,2,39246,37874,572,263,159,394,31,0,0,37841,35926,747,392,209,592,53,0,0,37183,34722,698,387,276,897,84,37659,35646,852,490,251,455,39,211,195,143,13,20,579,37344,35086,910,473,280,601,37,29458,28616,352,133,90,270,15,0,0,28345,27385,298,210,86,344,18,151,66,158,31,0,28187,26523,439,229,178,646,55,28187,26523,439,140,101,111,21,38,814,28170,27170,377,256,104,289,14,0,0,0,0,0,28070,26880,500,273,126,423,14,200,94,98,14,27927,26721,392,254,157,381,5,211,95,42,5,18516,6508,11142,15843,4643,11200,17148,3117,13234,17179,5482,10706,17194,5387,11259,16919,4339,12580,16942,4692,11357,14229,3562,10088,16272,3162,12630,17960,3254,14487,17851,3327,14145,17434,2822,14127,17446,3061,13971,17607,2528,14569,17370,2944,13966,17020,3124,13639,17982,3097,14735,17832,3627,13813,17780,3118,14329,17462,2717,14392,17483,3044,13749,17480,3149,13950,17413,3056,13563,17695,2673,14593
3,3,39378,35999,1827,629,637,343,45,0,0,38362,34182,1700,1243,891,341,71,0,0,37874,32238,1970,1833,971,858,60,38277,33816,1793,1541,886,282,30,1152,621,63,21,69,749,37792,33093,1934,1468,956,382,29,31119,28706,1219,442,536,240,35,0,0,29661,27695,786,490,315,283,49,368,222,121,23,0,30275,26143,1374,1254,805,679,25,30275,26143,1374,1060,634,66,9,47,942,29502,27475,866,579,358,197,4,0,0,0,0,0,29216,26996,989,571,391,256,15,467,228,91,15,28675,26425,1087,400,401,303,0,297,272,69,0,18327,7897,9795,15337,5719,9618,15972,4459,10753,15902,5594,9698,15927,5706,9814,15476,4879,10597,15571,5206,9645,13311,4397,8528,15183,4377,10429,16182,4641,11283,16102,4398,11460,15767,4073,11342,15831,4216,11272,15907,3606,11933,15750,4066,11342,15367,4068,11035,16075,4170,11734,15925,4195,11325,15832,3690,11805,15547,3657,11588,15576,3906,11128,15583,3918,11311,15568,3778,11115,15767,3518,11917
4,4,39269,37936,377,545,152,265,25,0,0,38192,36422,492,872,201,202,66,0,0,37294,35332,450,563,218,702,48,38109,36210,566,800,309,219,116,541,141,102,40,2,499,37323,35229,537,748,430,298,114,29488,28628,229,336,97,183,18,0,0,28669,27644,223,561,70,141,34,466,66,59,19,0,28186,26867,291,305,143,513,31,28186,26867,291,173,71,55,2,29,698,28681,27632,282,457,118,133,39,0,0,0,0,0,28023,27005,302,400,131,188,14,374,79,42,14,27949,26927,214,506,89,262,4,414,37,13,4,18564,7142,10716,16718,6027,10691,17752,3536,13527,17543,5481,11291,17602,5841,11316,16893,4768,12125,17158,5129,11202,14625,3690,10161,16594,3393,12770,18182,3525,14390,18016,3253,14503,17287,3086,13751,17447,3129,13900,17588,2348,14785,17350,3064,13895,16774,3059,13418,17764,3246,14349,17431,3246,13716,17374,2774,14252,16871,2704,13793,16965,3078,13213,16895,3184,13192,16864,3137,12851,17306,2581,14396
5,5,38948,36030,489,1904,250,299,49,0,0,38842,35528,637,1923,336,305,146,0,0,38880,34643,612,2073,334,931,76,38830,35335,626,2038,340,328,64,1413,217,107,41,70,1021,38881,35236,274,2503,302,350,34,29682,27833,298,1192,162,207,30,0,0,29685,27835,268,1206,160,192,29,1027,146,119,35,0,30014,27196,405,1277,210,699,44,30014,27196,405,1079,142,70,20,81,1021,29740,27820,264,1251,151,227,39,0,0,0,0,0,29960,27850,126,1606,180,225,10,1377,120,52,10,29742,27818,212,1303,153,226,0,1126,107,42,0,17774,6744,10692,16824,5701,11123,18171,4132,13388,18053,5878,11459,18115,5868,11855,17619,5284,12335,17789,5599,11437,15143,4221,10420,17820,4406,12986,19007,4407,14311,18915,4231,14433,18475,3982,14056,18609,4021,14205,18681,3265,14875,18505,4022,14074,18046,4051,13675,18930,4186,14566,18701,4213,14046,18647,3832,14447,18323,3691,14242,18456,3731,14091,18330,4140,13629,18298,3954,13460,18569,3550,14655
6,6,38512,35232,542,2196,238,380,30,0,0,37737,33951,733,2334,350,361,23,0,0,37644,32990,789,2305,358,1000,43,37567,33670,719,2418,359,422,15,1714,268,226,4,104,866,37577,33478,757,2344,431,388,64,29400,27153,313,1537,154,269,20,0,0,28913,26561,388,1587,149,244,4,1511,113,166,18,0,29267,25971,497,1632,221,745,28,29267,25971,497,1423,136,90,11,78,1061,28850,26407,434,1616,154,274,4,0,0,0,0,0,28925,26442,434,1563,159,308,8,1406,77,96,8,28812,26182,487,1521,276,272,8,1374,131,26,8,17146,6289,10399,15185,4808,10377,16741,3627,12393,16728,5579,10316,16746,5486,10809,16407,4780,11627,16557,5101,10670,14490,4102,9864,16243,3909,11841,17342,3951,13074,17267,3906,12934,16952,3462,13009,17084,3426,13251,17089,3088,13467,16955,3529,12989,16758,3804,12651,17570,3873,13525,17390,4173,12817,17379,3632,13427,17100,3389,13366,17080,3692,12666,17080,3819,12832,17070,3628,12722,17159,3455,13315
7,7,41038,39210,549,862,155,276,37,0,0,39929,37535,740,1139,249,339,41,0,0,38608,35722,724,815,276,925,43,39552,37110,766,1132,202,471,27,563,163,130,12,37,769,38267,35706,835,1149,270,373,37,31371,30208,302,542,108,212,23,0,0,30607,29182,435,614,108,249,10,436,104,147,8,0,30076,28049,417,554,164,718,26,30076,28049,417,418,107,90,11,48,936,30561,28948,482,704,102,359,16,0,0,0,0,0,29587,27967,526,703,136,294,12,601,94,95,12,29337,27615,621,669,121,234,13,607,68,55,13,19195,7409,11131,17007,5590,11417,18217,3718,13761,18128,6309,10971,18116,6178,11443,17728,4868,12860,17830,5375,11523,15243,4290,10415,17553,3968,13154,19140,3955,14957,19013,3919,14769,18542,3443,14682,18607,3585,14622,18723,3060,15229,18483,3591,14551,18156,3839,14032,19258,3845,15240,19015,4513,14073,18941,3734,14847,18559,3335,14826,18548,3762,13995,18631,3729,14486,18518,3729,13720,18875,3154,15324
8,8,34932,32670,900,649,341,438,40,0,0,38886,35615,820,1227,920,389,32,0,0,38420,34102,1378,961,497,1224,70,38808,35741,654,1158,836,491,54,561,311,96,37,5,1393,39066,35599,975,1222,608,568,54,26023,24620,524,388,221,314,24,0,0,28571,26877,412,703,332,219,4,580,241,61,25,0,29131,26225,857,571,345,911,44,29131,26225,857,429,205,125,20,82,1188,29248,27692,409,466,251,296,10,0,0,0,0,0,28875,27229,473,446,259,326,15,299,169,39,15,30304,28489,626,546,177,328,0,419,122,27,0,18761,7995,10416,17887,6872,11015,19085,5509,12576,19107,7826,10268,19112,7437,11093,18676,6210,12466,18803,6861,11000,16566,6197,9762,20026,6569,12791,22157,6937,14825,22095,7041,14524,21542,6056,14805,21605,6477,14489,21751,5810,15226,21534,6263,14586,21300,6779,14097,22569,6923,15326,22359,7528,14352,22285,6840,15010,21929,6255,15208,21955,6485,14579,21942,6755,14660,21886,6521,14415,22130,6225,15335
9,9,38643,35718,631,1749,207,373,36,0,0,38111,34601,986,1777,310,598,191,0,0,37840,34304,842,1181,314,1043,42,37390,34162,993,1627,319,435,126,1305,172,85,12,9,650,38057,34513,922,1601,307,587,72,29993,27620,412,1569,123,257,25,0,0,29862,27156,691,1474,132,428,35,1338,44,148,22,0,29117,26552,526,931,208,757,21,29117,26552,526,798,139,98,0,46,958,29165,26650,687,1346,205,323,10,0,0,0,0,0,29575,27181,550,1212,225,447,0,1110,197,92,0,28904,26869,533,1009,195,355,0,856,186,50,0,17548,6668,10325,15737,5025,10712,17555,3811,12860,17499,6114,10537,17549,6009,11119,17161,5232,11929,17212,5219,11010,14532,4447,9486,17017,4215,12287,18510,4282,13921,18444,4320,13708,17990,3681,13710,18032,3904,13536,18170,3222,14353,17959,3840,13659,17731,4202,13184,18833,4262,14336,18615,4716,13445,18542,4093,14011,18166,3728,14046,18163,4061,13127,18134,4299,13287,18109,4067,13056,18503,3733,14269
10,10,41050,33876,2588,3785,404,513,193,0,0,40094,31483,3718,3690,651,685,311,0,0,37451,28898,2849,3600,691,1215,266,38783,30146,3448,3567,763,600,332,2454,542,115,161,12,1898,36834,27655,3551,3560,1139,1038,193,31165,26476,1577,2516,280,343,120,0,0,29470,24888,1598,2472,87,348,15,2039,48,104,66,0,29023,23243,1879,2404,432,906,164,29023,23243,1879,1992,344,128,134,82,1221,29104,24315,1606,2463,262,369,25,0,0,0,0,0,27681,22807,1622,2448,302,512,4,2215,266,107,4,27615,22561,1497,2423,376,470,278,2103,255,89,278,15914,8171,7349,13737,6812,6925,14066,5399,7657,14090,6913,6379,14058,6569,6933,13716,6430,7286,13789,6051,6630,11855,5626,5677,13725,5956,7229,14481,6288,7892,14342,6099,7820,14038,5358,7825,14064,5766,7580,14161,4883,8544,13994,5489,7945,13344,5648,7361,13668,5724,7711,13514,5781,7310,13439,5382,7644,13266,5199,7625,13271,5386,7185,13243,5531,7287,13221,5352,7219,13493,5140,7998
11,11,39461,34714,1933,1986,516,393,64,0,0,39776,34287,1907,2478,817,327,231,0,0,38745,31517,2567,2560,779,1072,319,40579,34721,2083,2652,813,399,305,1589,620,163,142,13,1264,39472,33262,2133,2945,697,396,220,30365,27261,1211,1254,372,287,42,0,0,30202,26968,902,1591,387,250,89,1407,371,174,14,0,30341,25431,1702,1616,561,812,189,30341,25431,1702,1264,417,115,132,59,1221,30871,27239,1135,1705,432,272,140,0,0,0,0,0,30121,26455,1301,1574,450,260,50,1401,434,109,50,28827,25314,1448,1486,193,227,4,1291,145,60,4,18348,9017,8914,15972,7158,8814,16777,5465,10314,16773,7384,8554,16775,7167,9040,16370,6781,9589,16412,6501,8801,14195,5880,7682,16067,5840,9611,16607,5804,10475,16517,5752,10277,16079,4876,10272,16151,5301,9978,16282,4295,11159,16072,5039,10419,15840,5532,9951,16385,5590,10555,16217,5842,9970,16100,5218,10475,15823,4954,10490,15868,5241,9928,15865,5446,10004,15846,5219,9927,16105,4918,10784
12,12,31196,25555,1604,2608,1046,413,160,0,0,35525,28653,2220,3054,1165,576,159,0,0,38147,27999,2744,4477,1407,1128,342,36140,28725,2588,2973,1372,529,153,2499,1104,41,21,55,1106,38726,29297,3386,3827,1321,655,115,23113,19544,970,1584,709,290,105,0,0,25935,22356,1164,1733,330,275,14,1679,264,61,79,0,28566,21884,1742,2796,1005,837,189,28566,21884,1742,2475,777,118,145,120,1305,26743,22498,1469,1822,566,334,24,0,0,0,0,0,28970,23582,1982,2255,792,394,55,2145,701,52,55,29743,23734,2060,2377,953,350,33,2088,741,46,33,16186,7590,8392,15948,7042,8906,16700,7446,8199,16783,8577,7401,16854,8175,8092,16513,7233,9280,16626,7433,8188,15295,7774,7051,17632,8640,8390,19219,9896,8907,19142,9519,9220,18782,8670,9552,18945,9082,9336,18964,8551,9804,18871,8777,9482,18630,9480,8730,19448,10117,9063,19415,10328,8597,19339,9527,9413,19077,9256,9331,19076,9294,9060,19044,9532,9036,19076,9137,9204,19136,9017,9675
13,13,35145,31993,1211,1015,603,365,53,0,0,37847,33415,1393,1613,618,541,392,0,0,38797,33342,1686,1493,848,1083,127,37690,33194,1254,1712,588,526,456,850,353,73,433,96,1426,37542,32206,1582,1856,826,501,465,26528,24524,724,650,391,251,30,0,0,28201,25724,787,1007,196,394,88,866,140,64,19,0,29721,25949,1078,1008,581,778,83,29721,25949,1078,788,421,96,48,124,1217,27530,25284,678,840,257,326,122,0,0,0,0,0,27536,24659,996,1126,412,307,132,804,327,42,132,29468,26227,1235,1300,362,393,0,914,233,48,0,18838,7945,10483,18080,6807,11273,19329,5797,12460,19381,7951,10499,19463,7883,11011,19097,6498,12599,19202,6978,11250,16888,6518,9842,20211,6839,12757,22268,7376,14504,22303,7222,14596,21891,6504,14690,21998,6886,14490,22109,6178,15229,21934,6596,14789,21605,7169,14040,22857,7401,15140,22862,7899,14501,22703,7187,15135,22372,6689,15249,22462,6926,14847,22396,7044,14891,22361,6844,14723,22577,6524,15555
14,14,31671,25934,1762,2527,1101,411,191,0,0,35914,27394,2621,3703,2004,676,215,0,0,38371,28061,2915,4266,1735,1060,471,37560,28397,2837,4125,2002,798,176,3451,1454,26,8,61,1329,39003,30116,2334,4140,1964,642,279,24393,20490,1147,1704,765,305,110,0,0,26987,21449,1724,2416,1104,265,9,2295,935,26,55,0,29667,22548,1933,2907,1185,790,294,29667,22548,1933,2523,955,115,237,86,1270,28742,22924,1793,2634,1039,260,1,0,0,0,0,0,29802,24482,1505,2365,1011,334,5,2124,779,14,5,30115,23971,1847,2875,1185,448,0,2241,926,12,0,16516,7900,8432,15192,6864,8328,17601,7963,8623,17612,9073,7754,17709,8807,8376,17385,7746,9639,17450,8011,8489,16348,8568,7278,19129,9629,8890,21272,11260,9589,21221,10926,9850,20842,9992,10274,20975,10442,9944,20988,9824,10518,20897,9996,10305,20274,10652,9184,21202,11332,9518,21137,11518,9134,21117,10833,9867,20819,10494,9816,20835,10527,9511,20844,10813,9533,20836,10413,9678,20927,10198,10246
15,15,34910,28087,2596,2731,979,561,248,0,0,38705,29370,3259,4067,716,1104,540,0,0,38417,27467,3362,4518,1428,1430,471,39847,30771,2940,4047,635,1356,483,2897,345,291,403,29,2174,38823,29064,2841,5061,827,911,451,27059,22743,1589,1656,654,404,139,0,0,29888,24245,1850,2695,368,492,195,2279,260,215,72,0,30262,22812,2229,2947,1014,1039,264,30262,22812,2229,2494,800,134,223,140,1430,30431,25478,1548,2233,314,714,120,0,0,0,0,0,29590,24457,1198,2789,425,558,70,2395,358,206,70,29363,23956,1706,2436,685,501,28,2166,620,157,28,17616,9111,8256,15751,7820,7931,16799,7772,7958,16907,9132,6867,16880,8712,7508,16561,7822,8739,16610,8120,7483,14876,8015,6351,17326,8961,7738,18697,10050,8263,18556,9767,8316,18236,8970,8609,18286,9359,8284,18301,8680,8871,18197,9121,8390,17845,9425,7986,18592,9807,8484,18457,10001,7917,18402,9587,8381,18184,9153,8494,18207,9339,8099,18211,9472,8223,18195,9249,8165,18258,9622,8063
16,16,30046,24637,1894,2399,906,353,109,0,0,32803,26735,2440,2766,740,515,0,0,0,37066,27490,2939,4050,1439,1087,188,33967,26637,2710,3427,839,584,212,2479,631,35,205,11,1259,39147,29526,3282,4541,1161,895,217,22156,18829,1159,1386,586,241,71,0,0,24135,20523,1398,1587,386,228,0,1534,270,27,0,0,27586,21345,1903,2479,974,797,112,27586,21345,1903,2134,738,96,74,78,1218,24317,20149,1602,1940,538,190,0,0,0,0,0,0,27837,22483,1970,2356,760,320,30,2225,632,10,30,27410,21683,2108,2455,711,373,95,2304,492,48,95,15386,7390,7832,13984,6301,7683,15190,6446,7833,15246,7707,6861,15210,7289,7473,14939,6387,8552,14937,6690,7487,13837,7096,6344,15478,7380,7611,16502,8063,8114,16395,7944,8130,15983,7032,8438,16088,7440,8217,16089,6801,8730,15980,7119,8355,18342,8962,8966,20100,9892,9874,19979,10166,9259,19955,9450,10119,19655,9084,10074,19672,9348,9625,19702,9452,9778,19637,9173,9780,19740,9563,9649
17,17,33405,27085,2409,2621,911,495,133,0,0,34477,25889,3184,3542,1888,462,75,0,0,38465,27061,3672,4786,1504,1324,248,34738,25825,3973,3340,1647,277,131,2625,1155,38,49,23,1050,37541,27665,4481,3380,1733,504,115,24055,20272,1429,1459,585,320,89,0,0,24960,19897,1838,1882,940,253,0,1726,808,95,132,0,28720,21334,2338,2946,992,913,132,28720,21334,2338,2530,776,130,97,94,1421,26083,20373,2517,1988,817,149,4,0,0,0,0,0,28672,21754,3161,2250,1121,166,29,2169,872,22,29,29548,21960,3363,2975,843,310,43,2685,672,22,43,15246,8180,6822,14318,7240,7078,15701,6929,7697,15732,8465,6342,15727,7983,7136,15406,7256,8150,15413,7447,6909,13782,7270,6036,16726,8373,7723,18669,9636,8668,18548,9403,8669,18161,8598,8918,18199,8900,8660,18211,8261,9211,18095,8627,8825,17113,8496,8217,17834,8728,8802,17657,8963,8169,17606,8394,8813,17322,8049,8820,17351,8148,8476,17354,8376,8543,17320,8159,8509,17472,8229,8719
18,18,32622,24299,2866,3264,1792,493,222,0,0,34359,24631,3178,4364,1949,666,103,0,0,37053,24076,3988,5443,2279,1286,368,35463,24793,3072,5157,2047,834,174,3623,1767,200,0,27,1976,37177,25796,3628,5440,2016,627,230,25631,20137,1828,2086,1233,358,133,0,0,26493,20707,1542,2482,1113,495,0,2347,1015,233,180,0,29545,20505,2669,3605,1658,981,233,29545,20505,2669,3144,1366,158,185,115,1403,27402,21236,1312,3010,1137,587,0,0,0,0,0,0,29234,22335,1779,3413,1117,510,135,2714,778,177,135,28655,21321,1844,3392,1441,397,220,2653,1160,69,220,15609,8813,6555,19101,9665,9436,14337,7590,5865,14456,8528,5049,14421,8212,5605,14178,7677,6501,14217,7613,5568,13057,7818,4734,15429,8872,5954,17273,10307,6557,17042,9879,6687,16713,9153,6859,16804,9590,6578,16781,8974,7033,16689,9191,6776,15586,9271,5888,15967,9488,6133,15837,9697,5625,15793,9336,6066,15574,8959,6152,15618,9055,5828,15616,9222,5875,15607,8987,5884,15652,9346,5747
19,19,35880,12061,15838,5850,2077,701,135,0,0,35068,11972,14667,6223,1922,579,9,0,0,36904,11265,16404,5749,2973,1321,157,35686,12408,15029,6024,1707,600,49,5337,1641,211,49,109,897,35221,12222,14877,6113,1582,1319,137,25249,10333,9729,3498,1521,503,90,0,0,19465,10429,4757,3064,813,417,9,2951,813,149,0,0,27124,9956,10867,3610,2165,999,106,27124,9956,10867,3165,1986,94,55,99,902,20329,10954,5261,2940,690,503,49,0,0,0,0,0,21026,10840,5937,2988,901,341,29,2715,851,44,29,23691,11403,6622,4223,1043,203,85,3707,890,25,85,9574,7106,2283,9301,7263,2038,8734,6400,1829,8701,6561,1669,8664,6429,1770,8482,6300,2182,8509,5953,1810,7751,6001,1485,8782,6505,1964,9346,6953,2214,9292,6745,2286,9150,6452,2329,9164,6616,2179,9171,6395,2373,9125,6433,2284,8685,6377,2080,8856,6370,2313,8790,6406,2058,8755,6334,2150,8642,6176,2176,8661,6154,2042,8655,6223,2066,8646,6099,2122,8640,6295,1966
20,20,36896,31341,2158,2156,500,619,485,0,0,38102,30655,2333,2846,551,620,972,0,0,38877,28724,3452,3742,712,1761,578,37613,29927,2341,2990,579,466,1168,2555,429,198,949,473,743,39684,30394,2069,4658,700,580,890,27058,23910,1195,1089,326,435,253,0,0,27187,23779,895,1461,267,293,531,1333,235,194,0,0,29049,22872,2027,1987,465,1211,377,29049,22872,2027,1582,294,158,260,91,1765,26735,23004,998,1556,281,265,558,0,0,0,0,0,28633,23660,1131,2389,421,416,507,2141,363,104,507,27803,22532,1632,2237,460,436,288,1968,313,64,288,17616,8802,8515,16284,7664,8620,15565,5708,8887,15533,7414,7179,15535,7086,7779,15226,6189,9037,15260,6571,7744,13436,6075,6828,16082,6649,8789,17564,7118,10045,17503,7158,9845,17033,6402,9936,17105,6823,9582,17149,6081,10294,17104,6698,9724,16187,6833,8917,16924,7112,9560,16600,7349,8686,16466,6939,9092,16167,6376,9264,16182,6490,8701,16216,6860,8799,16204,6555,8725,16370,6805,8929
21,21,37723,30237,3529,2757,391,761,467,0,0,36515,25884,4877,4192,396,731,585,0,0,38792,25830,5745,4736,594,1862,346,35738,25853,4473,3809,386,696,542,2827,287,78,525,346,1352,37655,26675,5063,4245,363,619,640,28763,24203,2126,1551,255,538,281,0,0,26440,21354,2029,2213,176,437,266,1990,141,131,52,0,29831,21326,3562,2912,418,1409,269,29831,21326,3562,2362,264,195,181,106,1835,26285,21528,1483,2412,194,402,277,0,0,0,0,0,28004,22312,1903,2959,177,346,275,2777,88,90,275,28061,20907,2970,3106,252,515,118,2852,138,107,118,14968,8316,6327,13108,7058,6050,12081,5173,6036,11991,6341,4659,11978,5993,5276,11755,5560,6195,11758,5608,5140,10139,5157,4407,12127,5842,5651,13186,6452,6384,13038,6324,6204,12577,5661,6217,12724,6122,5977,12722,5560,6472,12669,5915,6101,11612,5613,5615,11926,5597,6126,11656,5709,5458,11538,5517,5561,11355,5109,5746,11355,5123,5342,11348,5407,5383,11336,5136,5379,11693,5643,5421
22,22,35764,11184,2019,22259,265,595,111,0,0,36554,11029,3107,21449,520,608,127,0,0,37933,11122,4764,20899,456,1314,186,37633,11195,3144,22266,602,747,159,21063,264,163,71,604,1123,37080,12016,3745,20502,542,765,258,27169,9409,1231,16225,172,436,61,0,0,26823,9373,1181,15614,240,445,26,15295,214,140,68,0,28915,9438,3037,15462,334,979,128,28915,9438,3037,14508,221,135,65,132,1379,28074,9205,1250,16778,345,467,16,0,0,0,0,0,27817,9897,1256,15953,333,436,15,15407,221,45,15,27065,9715,1733,14942,292,325,13,14531,138,31,13,19895,16469,3204,17379,14450,2929,14828,11415,2868,14735,11698,2430,14694,11571,2626,14486,11328,3158,14465,11105,2551,11898,9367,2226,14072,10745,2917,14627,10990,3348,14555,10670,3450,14296,10356,3394,14409,10796,3149,14390,10323,3491,14317,10455,3305,12720,9480,2933,12598,9253,3120,12494,9184,2812,12439,9166,2919,12326,8931,3031,12342,8948,2710,12330,9118,2770,12323,8918,2803,12526,9381,2706
