ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_LTG_Total,E_16_LTG_Dem,E_16_LTG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_LTG_Total,E_20_LTG_Dem,E_20_LTG_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_18-24_COMP_Total,E_18-24_COMP_Dem,E_18-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_LTG_Total,E_24_LTG_Dem,E_24_LTG_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
89,89,34280,30168,567,792,2650,124,31,0,0,35715,30757,590,941,3302,221,12,0,0,36950,29841,1411,1119,3970,393,47,35747,29996,489,880,3802,148,22,834,3152,63,1,10,1200,36599,30649,616,860,3491,122,26,26321,23444,361,574,1852,85,22,0,0,26645,23713,336,688,1689,117,0,661,1636,56,79,0,28894,23749,1054,852,2794,276,35,28894,23749,1054,641,2632,16,10,131,661,26256,23139,285,676,1975,84,1,0,0,0,0,0,26923,23950,376,642,1806,67,0,610,1527,63,0,26833,23496,531,613,2109,46,4,557,1751,29,4,22541,8450,13926,21576,7278,14298,21550,8689,11969,21915,8831,12684,21866,8741,12800,21555,7590,13965,21642,8059,13058,20084,8925,10923,22232,9555,12307,23400,11133,11955,23483,10537,12690,23145,9224,13663,23143,9296,13462,23274,8932,13996,23069,8853,13814,22192,10230,11607,22413,10683,11211,22614,11077,11057,22547,9648,12574,22204,9856,12001,22253,9573,12175,22204,9898,11939,22246,9127,12620,22529,9649,12412
90,90,34530,30906,616,2223,687,186,31,0,0,34873,31049,927,1810,895,153,5,0,0,36707,31854,1026,2116,977,521,43,34447,30133,883,1740,748,114,5,1514,523,20,5,78,1286,36095,31067,967,1799,1000,106,4,26200,23839,352,1508,414,103,12,0,0,26026,23644,464,1354,445,134,4,1306,386,21,19,0,27660,24529,597,1398,613,375,31,27660,24529,597,1245,444,16,11,57,761,25607,23470,470,1267,294,101,4,0,0,0,0,0,26816,24743,440,1144,401,45,4,1073,343,14,4,26033,23775,552,1170,423,76,0,1060,359,0,0,22455,12030,10228,21386,10233,11153,21979,12020,8808,22294,12506,9182,22256,12243,9512,21875,10903,10972,21973,11335,9914,20731,12608,7774,22684,13080,9104,23856,14785,8687,23916,14126,9437,23554,12469,10719,23501,12767,10223,23641,12371,10825,23427,12253,10651,22720,13773,8562,22979,14299,8245,23143,14638,8019,23015,13147,9519,22677,13162,9117,22689,13011,9068,22706,13640,8653,22692,12704,9399,23003,13109,9376
91,91,34958,30055,717,3147,924,216,28,0,0,34744,30354,1083,2604,715,83,28,0,0,36700,30629,1212,2863,1179,598,27,35150,29325,1331,2777,784,57,47,2123,463,0,0,21,1874,36049,29085,1586,3132,942,194,18,27072,23609,472,2267,629,154,17,0,0,26516,23700,536,1873,355,49,0,1790,264,20,8,0,28425,24040,818,2166,797,461,14,28425,24040,818,1904,606,25,2,93,937,27101,24175,774,1688,435,31,0,0,0,0,0,0,27873,24380,885,1880,561,99,0,1725,435,4,0,27383,23811,712,2075,622,72,13,1931,516,10,13,21717,13463,8017,18756,11240,7516,20697,12887,6590,20968,13595,6762,20914,13329,7039,20507,12132,8375,20699,12508,7324,19441,13462,5630,21387,14090,6777,22604,15657,6566,22629,15121,7128,22309,13906,8004,22316,14027,7733,22390,13695,8176,22219,13694,7984,21505,14823,6302,21857,15325,6105,21946,15590,5874,21812,14422,7011,21494,14462,6656,21483,14277,6562,21478,14588,6438,21498,14071,6860,21710,14748,6339
92,92,36101,33469,722,838,926,210,37,0,0,37626,34199,576,1250,1313,466,27,0,0,37172,32235,1111,1254,1586,767,49,36585,33575,626,936,1121,265,17,681,869,50,8,83,692,36657,32413,752,1260,1558,289,10,28971,27253,466,478,647,158,24,0,0,29768,27824,345,715,610,275,13,640,540,55,15,0,29942,26610,698,754,1108,563,29,29942,26610,698,608,900,34,7,82,1003,29435,27575,350,660,588,192,9,0,0,0,0,0,29187,26912,348,733,928,204,4,655,697,50,4,28932,26487,574,711,857,175,0,608,503,35,0,20025,10251,9534,17192,8378,8814,19416,8640,9678,19464,10413,8241,19413,9986,8864,19006,8569,10437,19217,9422,8921,17304,9474,7345,19459,9775,9116,20418,10570,9495,20343,10311,9640,19981,9257,10315,20038,9485,9995,20129,9046,10527,19981,9664,9788,19221,10014,8784,19618,10203,9025,19539,10660,8407,19398,9651,9334,19073,9535,9123,19086,9492,8919,19038,9726,8835,19043,9421,8974,19368,9713,9058
93,93,36032,32630,960,1077,1164,251,42,0,0,36484,31403,1058,2150,1207,481,68,0,0,36663,29476,1531,2217,2337,932,50,36520,31565,945,1641,1462,725,30,1425,1312,312,0,330,632,36071,30332,1178,1791,1442,618,21,28657,26462,610,606,798,196,24,0,0,27794,24961,511,1552,485,258,0,1480,476,65,32,0,29471,24589,1056,1284,1665,687,37,29471,24589,1056,1060,1431,69,7,70,1189,27077,23955,529,1290,845,450,0,0,0,0,0,0,26787,23904,578,1223,788,300,0,1092,700,0,0,26816,23832,586,1207,1013,183,10,1037,855,12,10,16023,9279,6487,15793,8155,7638,14961,7140,6958,14915,8772,5406,14883,8327,6014,14582,7415,7167,14738,8065,5905,12589,7317,4832,14329,7549,6277,14681,7646,6720,14622,7507,6704,14327,6917,6978,14388,7118,6749,14468,6724,7183,14352,7167,6659,13794,7299,6102,14051,7248,6455,13951,7676,5801,13847,7004,6425,13643,6873,6359,13631,6882,6107,13611,7071,6052,13612,6844,6140,13809,7027,6177
94,94,36280,33600,796,918,813,161,27,0,0,36828,33986,528,1177,1125,107,30,0,0,37033,32023,1110,1781,1173,741,31,36122,33067,878,1214,816,142,36,1030,671,0,5,0,472,36509,32348,1051,1876,799,227,72,29436,27663,523,567,568,117,21,0,0,30011,28265,337,813,569,18,6,748,498,0,26,0,30436,26940,749,1120,864,584,28,30436,26940,749,917,692,54,7,67,1010,28862,27291,428,702,361,73,5,0,0,0,0,0,29183,27093,598,999,409,127,4,886,394,4,4,30128,27674,687,994,584,188,9,903,495,4,9,20051,9852,9980,15827,7003,8824,19113,7743,10463,19131,9594,8839,19105,9268,9345,18749,7738,11011,18893,8742,9467,16487,8219,7866,19058,8634,9917,20047,9217,10484,19973,8949,10648,19618,8090,11157,19639,8234,10929,19760,7685,11512,19620,8366,10811,18700,8612,9725,19100,8764,10019,19043,9221,9379,18923,8169,10386,18645,8071,10219,18661,8123,9987,18625,8367,9856,18615,8106,9975,18900,8265,10082
95,95,36488,34641,509,388,873,102,26,0,0,36298,34331,467,800,654,71,0,0,0,36689,33084,836,763,1082,577,29,37235,34961,513,698,738,115,59,510,636,28,0,12,576,36092,33155,458,866,859,216,44,28152,26967,342,206,573,68,17,0,0,29034,27665,209,598,508,50,0,571,468,30,0,0,29397,26864,567,456,813,416,22,29397,26864,567,365,648,28,5,46,874,30445,28958,251,500,586,81,0,0,0,0,0,0,29211,27577,261,620,572,155,10,602,377,4,10,28954,27337,332,640,371,211,17,573,264,31,17,22246,9389,12658,21511,7756,13755,22045,7639,13426,22094,9678,11780,22079,9350,12242,21688,7559,14129,21832,8665,12522,19346,8351,10612,21986,8747,12746,23022,9497,13218,22946,9279,13305,22538,8050,14132,22579,8186,13935,22714,7696,14524,22517,8238,13854,21870,9080,12455,22361,9359,12695,22374,9932,12042,22219,8666,13241,21876,8684,12859,21887,8610,12744,21856,8868,12597,21850,8553,12832,22195,8701,13004
96,96,35277,32785,613,598,1164,173,43,0,0,35839,33287,968,693,700,202,6,0,0,36712,32611,993,810,1376,621,29,35862,33001,869,734,727,101,0,571,633,4,0,42,748,36576,33122,921,842,651,127,5,27652,26120,368,339,730,110,18,0,0,27530,26203,379,471,375,112,4,422,330,8,0,0,28573,25867,589,500,927,460,19,28573,25867,589,355,779,25,6,73,879,27781,26426,382,460,452,73,0,0,0,0,0,0,28545,27080,464,489,385,85,0,434,359,0,0,28696,27166,457,565,374,71,12,467,354,0,12,22187,9937,12014,21015,8975,12040,21483,9158,11113,21607,10493,10404,21633,10219,10880,21199,8604,12595,21314,9419,11139,19649,9988,9258,21850,10376,10931,22994,11566,11066,22931,11157,11430,22545,9809,12362,22571,10003,12096,22664,9453,12679,22533,9926,12131,21980,11043,10545,22450,11599,10461,22489,11944,10053,22363,10598,11375,22018,10532,11071,22026,10494,10916,21987,10751,10778,22002,10299,11109,22319,10605,11111
97,97,36579,34593,752,436,473,381,27,0,0,37477,34168,1067,959,871,442,16,0,0,37665,32903,1386,840,812,1261,34,38871,34821,872,1428,890,441,37,300,491,125,14,30,2219,39119,34881,811,988,747,439,94,27658,26394,471,236,303,278,17,0,0,28174,26455,426,438,509,307,10,219,343,99,37,0,29246,25992,893,477,555,951,18,29246,25992,893,327,427,117,9,89,1392,29461,27439,405,785,474,313,15,0,0,0,0,0,30125,28466,480,482,393,213,45,223,318,56,45,30379,28058,945,667,387,230,26,408,321,30,26,17174,8669,8259,14520,6400,8120,16879,5302,10630,16816,7560,8334,16824,7062,9123,16456,6079,10377,16608,6686,8995,14357,6188,7631,16940,6342,9984,18207,6571,11273,18005,6614,10924,17575,5795,11180,17644,6093,10886,17719,5552,11465,17538,5960,10957,17043,6315,10310,17721,6340,11132,17507,6910,10096,17406,6079,10848,17119,5821,10818,17141,5942,10323,17126,6219,10359,17091,5908,10342,17012,6186,10337
98,98,38319,32607,1307,1369,2874,216,33,0,0,39617,33576,1311,1614,3115,112,45,0,0,38834,30868,1560,1881,3552,741,30,38151,32014,1366,1729,2974,98,9,1353,2482,2,4,43,905,37495,29704,1334,1855,3786,269,24,29406,25591,871,873,1946,130,17,0,0,29476,26026,742,1116,1533,52,6,972,1298,2,5,0,30436,24955,1060,1192,2496,551,17,30436,24955,1060,988,2236,28,5,75,1089,28125,24957,806,986,1362,64,3,0,0,0,0,0,28129,24387,873,982,1713,127,16,838,1591,8,16,27897,23611,1089,1159,1790,128,0,1001,1685,13,0,21338,10233,10892,19293,8307,10986,20472,8993,10265,20596,10304,9495,20614,9735,10223,20159,8450,11709,20328,9046,10403,18493,9688,8365,20840,10217,9996,22015,11498,10075,21981,11071,10451,21634,9805,11345,21638,10051,10926,21748,9549,11608,21570,9689,11230,20798,10640,9651,21215,10926,9725,21194,11305,9271,21092,10278,10315,20769,10158,10124,20794,10112,9915,20780,10382,9814,20787,9847,10172,21081,10124,10236
99,99,34269,26026,890,4054,3220,185,46,0,0,34814,25222,939,3959,4327,249,42,0,0,36741,25597,1254,4395,4981,384,41,35328,25592,900,3502,4850,279,49,3104,4135,88,5,414,1093,35614,25134,798,4226,4821,200,40,26768,20610,614,3123,2364,121,33,0,0,25082,19812,434,2875,1755,103,8,2803,1605,54,100,0,28522,20446,852,3311,3514,241,33,28522,20446,852,3031,3181,33,2,90,887,25560,20024,508,2662,2176,114,4,0,0,0,0,0,26245,20094,574,3108,2344,125,0,2968,2092,15,0,26173,19937,681,2812,2649,118,4,2654,2314,35,4,20591,12331,8088,20424,11203,9221,19119,12186,6173,19393,11853,7176,19317,11906,7094,18930,10955,7975,19061,11139,7389,18062,11911,5916,19532,12593,6614,20351,13912,6167,20416,13345,6839,20120,12400,7490,20124,12393,7381,20218,12225,7684,20039,12029,7632,19270,12845,6135,19382,13187,5829,19521,13422,5715,19412,12293,6872,19065,12440,6348,19122,12226,6453,19107,12455,6317,19101,11805,6897,19317,12765,6071
100,100,37374,32491,922,1149,2628,223,23,0,0,37515,32321,962,799,3059,169,60,0,0,37955,30287,1235,1496,4003,711,38,37314,30827,1211,828,3054,179,16,701,2620,24,7,182,1725,37339,28867,1467,1155,3766,228,10,27884,24724,590,740,1705,139,13,0,0,27422,25103,399,537,1245,145,9,521,1081,13,3,0,29233,24106,825,976,2679,496,16,29233,24106,825,803,2386,36,7,83,987,27420,24849,555,533,1330,149,6,0,0,0,0,0,27426,24255,661,679,1721,172,3,615,1465,18,3,27356,23515,855,972,1969,163,0,925,1750,10,0,22037,9509,12340,19239,7405,11834,21480,8754,11564,21644,9986,10916,21640,9512,11504,21252,8167,13085,21336,8814,11714,19417,9494,9500,21764,10026,11160,22870,11356,11123,22814,10806,11599,22452,9677,12326,22497,9884,12079,22599,9413,12637,22418,9485,12366,21768,10732,10590,22217,11164,10542,22239,11535,10162,22061,10420,11220,21757,10362,10982,21777,10349,10730,21765,10582,10674,21770,9985,11122,22025,10335,11035
101,101,35737,30718,910,873,3117,159,20,0,0,35085,28020,1126,1224,4510,239,53,0,0,37597,28535,1337,1205,5836,431,29,36264,28019,1182,1622,5093,253,4,1013,4545,12,0,10,1483,38445,28627,1435,1806,5619,308,11,27275,23781,601,624,2192,102,14,0,0,25736,22305,556,797,1883,133,0,724,1784,24,60,0,29501,23211,895,861,4038,288,15,29501,23211,895,709,3829,27,5,84,741,25844,22324,577,831,2027,98,0,0,0,0,0,0,27980,23569,795,978,2587,102,0,726,2308,20,0,28033,23545,674,957,2644,139,0,667,2491,25,0,22118,8898,13057,22098,7811,14287,21392,9106,11389,21654,9508,11669,21621,9255,12009,21293,7968,13325,21370,8619,12235,19877,9494,10132,22139,10132,11607,23441,11699,11435,23457,11097,12087,23102,9853,12944,23153,9985,12765,23230,9481,13374,23048,9577,13045,22363,11005,11029,22783,11604,10798,22931,11872,10591,22803,10678,11835,22457,10689,11424,22514,10516,11530,22478,10834,11274,22530,10065,11987,22772,10540,11768
102,102,33608,31127,560,1123,609,222,19,0,0,36791,33671,1025,1105,887,144,0,0,0,36867,32311,1060,1604,893,787,60,35783,32782,795,1320,601,228,0,812,378,43,0,24,950,36790,32882,1051,2017,504,288,15,25164,23607,328,712,386,146,12,0,0,27826,26154,468,747,389,87,0,607,242,21,8,0,28447,25409,661,1031,607,552,42,28447,25409,661,876,471,25,9,73,923,27440,25635,394,972,414,175,0,0,0,0,0,0,28524,26270,591,1277,290,187,0,1004,213,8,0,28891,26331,713,1466,198,185,22,1210,164,8,22,19526,7643,11672,19466,6696,12770,21505,6516,13979,21585,8424,12303,21634,8377,12688,21122,6591,14531,21302,7291,13161,19302,7516,11285,21945,7603,13772,23438,8270,14817,23337,7970,14987,22748,6948,15324,22843,7150,15175,22961,6681,15669,22743,6924,15306,22984,8338,14229,24101,8853,14928,24016,9451,14050,23816,8092,15310,23359,7888,14982,23338,7952,14586,23315,8331,14470,23279,7885,14657,23399,8225,14557
103,103,35382,31406,1023,1684,1038,275,35,0,0,35622,31319,805,2439,875,154,40,0,0,37061,29703,1908,2939,1217,1035,65,35224,30796,1017,2242,864,81,0,1701,768,0,0,266,676,35987,29914,1755,2476,1190,209,4,25136,22767,607,963,628,188,28,0,0,26030,23690,504,1422,291,79,0,1293,249,5,21,0,28067,23208,1191,1875,832,719,29,28067,23208,1191,1635,686,61,24,63,1199,26717,23905,693,1453,561,80,0,0,0,0,0,0,27506,24125,860,1652,670,160,0,1565,522,20,0,27711,23778,997,1990,671,160,4,1777,583,6,4,17127,8066,8890,16479,6748,9731,18087,6186,10972,18044,8211,9006,18065,7754,9780,17594,6579,11015,17761,7180,9756,15584,7055,8042,17903,7199,10137,18909,7605,10968,18741,7518,10802,18234,6655,11065,18312,6870,10916,18376,6411,11360,18253,6735,10970,17720,7220,10108,18304,7319,10716,18092,7879,9745,17951,6884,10652,17534,6612,10483,17580,6716,10072,17544,7014,10039,17526,6709,10097,17583,6793,10242
104,104,34759,31542,787,1521,739,235,38,0,0,35744,30573,1187,2360,1489,467,0,0,0,36633,30434,1214,2426,1319,878,59,35855,31448,1120,1952,1160,299,0,1551,894,121,0,27,692,36209,30940,969,2275,1115,229,0,26862,24747,494,989,508,161,24,0,0,27249,24451,522,1513,482,227,0,1305,396,99,60,0,29091,24779,803,1664,925,641,45,29091,24779,803,1462,712,49,16,92,1178,27735,25405,527,1259,347,188,0,0,0,0,0,0,28334,25796,505,1419,478,138,0,1282,378,23,0,29268,26115,685,1642,622,135,0,1368,522,0,0,20020,9577,10239,19507,8272,11235,20388,7612,11589,20373,9685,9782,20429,9331,10490,19914,7763,12151,20050,8423,10667,17906,8624,8690,20411,8912,10816,21589,9652,11485,21406,9438,11505,20938,8465,11915,21014,8625,11739,21084,8187,12230,20880,8315,11943,20505,9439,10556,21222,9939,10896,21022,10253,10142,20895,9239,11186,20456,8945,10945,20471,9093,10450,20420,9337,10488,20392,8883,10685,20491,9258,10644
105,105,36628,29715,2082,3013,1595,309,59,0,0,38833,29534,2415,4436,1970,474,75,0,0,36927,27067,2564,4175,2127,858,82,39491,30698,2652,3932,1782,437,73,3188,1477,110,23,101,1242,37832,29125,2320,3904,2021,439,127,29618,24815,1405,2056,1160,214,43,0,0,30524,25241,1069,3044,747,330,29,2743,596,79,95,0,30374,23111,1861,3008,1553,670,63,30374,23111,1861,2641,1356,49,23,158,1175,31106,26096,1201,2596,733,270,24,0,0,0,0,0,29801,24490,1158,2602,1122,215,64,2431,954,58,64,28599,23790,1216,2344,887,160,52,2123,789,25,52,15635,8042,7378,14426,6553,7873,15662,6509,8110,15687,7819,7052,15724,7505,7589,15375,6608,8767,15470,6947,7590,13372,6901,6041,15311,7320,7434,15952,7970,7630,15818,7734,7697,15486,7036,8028,15519,7151,7879,15569,6835,8213,15479,7034,7951,15251,7514,7359,15810,7836,7680,15639,7972,7167,15589,7304,7893,15262,7142,7701,15269,7115,7404,15239,7428,7366,15218,7065,7466,15226,7273,7443
106,106,32971,29412,911,1972,458,274,48,0,0,34628,29951,1580,2265,474,416,67,0,0,36865,30380,1704,2855,881,856,50,35213,29992,1603,2239,749,491,90,1706,437,49,62,201,1158,36364,30100,1775,2786,1352,361,89,26301,23979,593,1225,339,197,33,0,0,27152,24635,589,1359,329,148,0,1304,246,49,99,0,29601,25219,1084,1873,632,594,29,29601,25219,1084,1622,467,37,9,83,1080,27538,24720,595,1478,466,252,0,0,0,0,0,0,28942,25206,791,1928,700,210,0,1755,591,12,0,30186,25707,1205,2265,709,230,0,1944,626,6,0,17551,8532,8764,16514,7441,9073,17868,7129,9711,17854,8859,8126,17932,8731,8628,17513,7423,10090,17620,7893,8781,16052,8143,7408,18562,8552,9415,20213,9578,10219,20093,9321,10325,19579,8318,10677,19640,8540,10461,19646,7915,10975,19490,8251,10577,19371,9207,9718,20282,9662,10269,20056,9974,9525,20076,9087,10538,19680,8877,10318,19668,8872,9906,19654,9215,9902,19600,8806,9988,19687,9130,9972
107,107,35382,31303,759,1448,1713,209,23,0,0,36890,31554,1081,2006,1996,262,147,0,0,36850,30203,1128,1814,2786,701,45,36683,31265,986,2151,1954,300,142,1680,1766,40,32,0,919,36994,31124,1153,1822,2477,162,130,24075,21557,457,867,1108,129,11,0,0,26438,23552,510,1377,807,151,25,1146,714,48,40,0,27356,22944,722,1185,1855,474,23,27356,22944,722,1006,1686,45,4,73,876,26082,23264,488,1475,638,185,30,0,0,0,0,0,26297,23432,703,1267,734,121,20,1160,585,29,20,26181,23171,687,1183,989,97,4,1084,741,23,4,18023,7255,10625,17754,6298,11456,18933,6202,11832,18967,7777,10554,19023,7545,11044,18531,6084,12447,18681,6741,11223,16827,6991,9436,19286,7365,11429,20641,8215,12082,20463,7946,12147,19990,7048,12513,20060,7205,12381,20136,6688,12946,19969,6914,12561,20148,7992,11795,21177,8467,12436,21019,8934,11652,20904,7769,12789,20444,7628,12376,20533,7606,12201,20433,7917,12047,20443,7522,12299,20540,7782,12144
108,108,27517,24583,771,1270,721,203,41,0,0,34228,30270,1440,1548,953,124,44,0,0,36826,30746,1493,2088,1478,747,52,35505,30387,1333,2561,999,156,0,1647,805,7,0,0,1328,36966,31554,1333,2417,848,452,0,20009,18148,474,825,455,133,16,0,0,24351,22376,631,1025,262,40,0,700,201,2,31,0,27081,23077,909,1357,951,545,35,27081,23077,909,1156,788,64,8,69,1010,25315,22615,600,1729,262,95,0,0,0,0,0,0,27177,24162,816,1559,375,247,0,1378,321,7,0,28787,25130,947,1869,660,176,12,1604,559,8,12,14144,5757,8229,14581,5162,9419,16319,5165,10340,16342,6699,9031,16374,6336,9625,16026,5298,10728,16120,5719,9734,13950,5652,7951,16972,6199,10331,18674,6962,11412,18592,6799,11463,18171,5944,11796,18200,6193,11596,18302,5693,12097,18129,5899,11771,19284,7338,11574,21196,8161,12736,20949,8582,11859,20791,7460,12954,20316,7220,12629,20348,7239,12267,20300,7590,12212,20285,7176,12361,20354,7402,12312
109,109,36829,35458,540,369,233,200,28,0,0,37872,36068,470,434,475,366,0,0,0,38633,35532,868,510,391,961,50,37729,35891,779,291,363,336,0,98,268,46,0,104,545,38480,35391,988,453,260,461,24,27765,26962,309,208,133,135,15,0,0,28907,27987,266,176,197,276,0,115,166,38,0,0,30122,28128,513,271,261,675,36,30122,28128,513,170,177,56,15,65,998,28563,27765,341,118,156,206,0,0,0,0,0,0,29326,28307,456,173,114,258,15,142,65,18,15,30079,28886,478,268,130,269,29,257,55,27,29,20046,7710,12045,18924,5997,12927,20311,4995,14417,20327,7453,11980,20389,7564,12079,19966,5660,14306,20081,6549,12642,17700,6316,10812,20340,5925,13820,21661,5995,15261,21524,5917,15153,20972,5035,15415,21055,5230,15222,21181,4818,15689,20975,5174,15243,21319,6072,14809,22509,6282,15947,22345,6880,14936,22202,5649,16040,21826,5376,15943,21754,5649,15222,21704,5857,15176,21720,5667,15064,21925,5838,15191
110,110,38135,34506,886,761,1817,201,34,0,0,38920,34046,1062,1029,2687,114,9,0,0,38026,32360,1251,848,2677,587,22,38223,32212,1145,1024,3269,86,9,655,2562,0,5,93,1553,37957,31613,1289,902,2933,266,47,26638,24382,544,483,1118,125,18,0,0,28208,25561,505,609,1397,96,8,496,1277,17,34,0,28763,25010,775,548,1793,412,13,28763,25010,775,429,1615,35,3,81,815,27630,24557,582,550,1807,66,3,0,0,0,0,0,28144,25144,592,431,1704,165,3,344,1555,20,3,27700,24704,911,250,1644,151,4,225,1428,8,4,22334,7505,14693,21911,6147,15764,22356,7419,13970,22560,8227,13718,22534,7918,14136,22199,6602,15597,22305,7158,14537,20303,7698,12304,23132,8426,14231,24710,9799,14585,24686,9236,15097,24298,8210,15730,24357,8283,15611,24434,7963,16058,24243,7874,15903,23413,9110,13924,23956,9663,13898,24005,10003,13533,23893,8795,14727,23606,8711,14496,23613,8669,14369,23588,8901,14279,23615,8240,14837,23863,8716,14545
111,111,35113,33796,489,268,236,318,16,0,0,36171,34410,705,443,307,403,3,0,0,36844,33656,727,410,388,1209,31,35531,33104,907,284,358,477,3,152,241,165,0,99,870,35568,32383,939,200,407,466,2,26577,25768,286,142,138,233,11,0,0,27435,26471,327,187,149,271,0,92,113,162,4,0,28595,26359,482,234,243,916,19,28595,26359,482,123,141,88,7,37,1358,27095,25929,518,142,230,264,0,0,0,0,0,0,27437,26197,533,131,227,309,0,97,195,88,0,28806,27490,563,163,294,222,0,120,257,17,0,17131,8145,8714,16398,6665,9733,17449,4815,11776,17369,7294,9175,17404,7173,9582,17000,5844,11156,17194,6645,9661,15154,5967,8604,17637,5693,11364,18909,5427,13167,18815,5762,12620,18317,4983,12825,18347,5201,12569,18425,4693,13050,18244,5132,12594,18161,5539,12212,19145,5468,13435,18881,6193,12184,18760,5303,13003,18375,4981,12902,18416,5173,12370,18390,5424,12409,18346,5175,12329,19518,6031,12879
