ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_17_SEN_SPEC_Total,E_17_SEN_SPEC_Dem,E_17_SEN_SPEC_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_22_SC5_Total,E_22_SC5_Dem,E_22_SC5_Rep,E_22_SC6_Total,E_22_SC6_Dem,E_22_SC6_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
23,23,160390,66410,1424,91383,708,1127,97,0,0,146822,59472,1157,84775,942,1003,49,0,0,141391,56199,1566,81514,811,1874,149,144593,58379,937,83510,1160,979,28,82778,827,461,17,56,1138,140830,55970,1334,81428,1097,1393,29,120059,53457,968,64766,496,828,57,0,0,112830,48493,686,62660,253,632,8,62479,209,394,118,0,110887,46630,1043,61538,600,1454,94,110887,46630,1043,60160,440,433,21,116,2044,111355,47786,583,61953,279,705,8,0,0,0,0,0,108785,45957,700,60736,403,1043,4,60310,305,553,4,105728,44507,569,59118,384,1178,21,58309,289,376,21,82729,47060,34750,81676,48854,32822,75496,42769,31945,73395,40963,32364,51950,33564,18144,62497,34679,27777,61921,36665,25224,61692,34927,26731,66855,38872,27825,75564,42251,32903,75291,43619,31610,61648,33635,27736,48759,24876,23363,49025,24431,23828,48555,25012,23523,28147,0,23740,29046,0,23959,48247,24760,22760,46603,23174,22292,48180,25232,22923,25049,0,24471,60435,32421,27796,67234,35224,31577,66540,36368,30145
24,24,137582,55413,2217,78903,954,591,80,0,0,142187,53548,2166,84517,1492,723,64,0,0,140966,52040,3054,83437,1473,1522,173,141486,52697,2538,84159,1734,695,9,83045,1587,93,0,160,1370,145379,53866,3275,86221,1972,878,77,105020,45132,1581,57487,727,458,56,0,0,109078,43305,725,64100,558,435,50,63910,489,119,37,0,110105,43131,2061,62992,1156,1144,113,110105,43131,2061,61689,866,169,19,196,1974,109457,43201,1011,64143,758,416,0,0,0,0,0,0,113002,44536,1319,65704,755,483,0,65311,641,158,0,110624,42643,1801,63993,758,1407,0,62899,464,274,0,67400,40983,25718,67127,42187,24940,64643,38944,24461,63274,37841,25363,44847,32332,12167,54200,35405,18744,53643,35307,18322,53544,34413,19111,58137,37470,20392,66586,40901,25153,66297,42044,24177,52793,31599,20768,40517,22786,17182,40703,22499,17352,40286,23116,17151,22297,0,17513,22930,0,17572,40095,22733,16605,40536,23904,16032,40059,23209,16818,19277,0,18527,52092,30956,20798,59733,34686,24473,57282,33906,23231
25,25,134636,91830,2734,35094,4290,1116,150,0,0,144675,90728,2269,44915,6113,964,226,0,0,147800,88356,4103,45417,7380,2602,196,143477,89531,2526,44295,6792,819,72,42337,5807,287,16,168,2803,146875,90010,3452,45604,6957,1091,51,104154,72866,1905,25869,2919,854,96,0,0,108580,72433,889,32547,1891,670,40,32273,1658,227,175,0,115472,71905,2657,33504,5305,1980,121,115472,71905,2657,32430,4838,275,38,310,3019,106305,71646,888,30757,2084,623,10,0,0,0,0,0,108426,72484,1088,31744,2222,754,0,31234,2048,105,0,108913,70391,1438,33212,2659,1026,0,32316,2329,116,0,63018,18641,43753,69159,20971,48188,65486,20458,42891,64451,20650,43647,42469,19037,22742,54026,19189,34788,53765,20673,33042,53705,18597,35083,59281,21546,37188,70612,24282,45460,70525,26100,44324,57087,18288,37958,45959,13315,31542,46009,12482,31922,45809,13820,31953,37876,0,31955,38583,0,32205,45668,13398,31051,45859,13766,31261,45495,13967,31465,34294,0,33435,58097,19039,38387,70997,24772,45254,70503,24931,45526
26,26,158259,45420,6874,104003,1981,983,269,0,0,147154,35850,6523,102153,2320,1087,82,0,0,148450,35584,8157,101268,2686,2020,212,146544,35266,6623,102564,2000,1068,62,99569,1646,200,15,201,3025,147549,33186,6611,105754,2040,941,58,117945,38041,4509,73942,1377,698,178,0,0,109318,30812,1534,75174,1108,608,15,74780,888,208,206,0,114604,31005,5000,75758,2151,1431,145,114604,31005,5000,73943,1655,189,60,290,2462,110014,30276,1643,76445,1091,586,19,0,0,0,0,0,110988,28959,1565,79155,1034,561,8,78013,910,125,8,108781,27707,2337,77479,898,614,37,76242,740,89,37,71567,50563,20544,65224,49925,15299,61535,45102,14755,60744,44324,16334,43188,35250,7602,48488,35593,12858,48304,36982,11282,48197,36045,12106,54241,41650,12191,62416,47846,13792,62234,48965,13200,47862,35617,11640,33987,24055,9220,34006,23433,9701,33896,24478,9367,17654,0,10174,18588,0,10343,33711,24195,8712,33898,24821,8550,33731,24541,9124,13036,0,11801,46595,34804,11272,53353,40134,12470,53202,40657,12485
27,27,121745,85110,3420,28809,3765,971,133,0,0,133481,87494,4060,34723,6928,791,124,0,0,148431,95416,7172,33960,9168,2867,218,135884,89977,4243,34100,7022,655,73,32622,6277,102,0,634,2038,147639,98830,4597,35161,8076,1162,180,96735,69909,2485,20980,2884,748,95,0,0,102185,72089,2593,25131,1598,507,0,24795,1384,123,284,0,119050,78880,4847,25969,7134,2217,140,119050,78880,4847,24956,6341,233,47,268,3478,104058,74594,2727,24278,1675,497,0,0,0,0,0,0,114565,82985,2845,25415,2250,713,50,24856,2037,87,50,116195,83983,2722,25523,2514,1212,49,24752,2122,143,49,51578,20135,30711,32684,12279,20405,53950,19324,31646,53008,19639,33248,33266,18197,14402,44710,17925,26711,44356,18290,26029,44321,17540,26752,49820,20462,28634,61952,23792,36968,61790,25564,36137,47615,16770,29822,36607,10839,24730,36612,10155,24995,36290,11410,24845,29657,0,24776,30238,0,25072,36232,10939,24097,36480,10615,24170,36121,11527,24569,26975,0,26378,49084,17145,31167,61814,21596,39116,46372,1578,43366
28,28,146449,61180,5397,78664,930,1244,328,0,0,145693,59018,5418,79339,1285,1515,272,0,0,147002,56715,6495,80869,1412,2562,370,144204,57791,6090,78346,1372,1202,298,75865,939,272,67,539,2634,146421,57293,6940,79692,1390,1710,301,111815,49455,3485,57904,651,912,217,0,0,111446,48195,2367,59364,615,989,7,58847,520,327,161,0,114472,46935,4013,61241,986,1821,228,114472,46935,4013,59496,649,306,91,268,2714,110793,47202,2723,59322,766,786,4,0,0,0,0,0,112440,47188,3181,60077,719,1116,14,59296,633,266,14,111883,47170,3108,59700,621,1215,13,58775,500,185,13,62071,36260,25055,58948,35419,23529,56415,31145,24209,55357,30746,24511,35137,23373,11577,44503,25134,19313,44255,26495,17739,44192,25668,18502,49469,28802,20451,58950,32784,25606,58703,34030,24619,46234,24722,21101,35266,17146,17594,35326,16646,17886,35053,17453,17576,22972,0,17920,23685,0,17914,34923,17058,17054,35171,16878,17540,34849,17600,17217,19847,0,19082,46212,24308,21538,55117,28314,26284,54575,28046,26488
29,29,137056,104770,5014,24244,1731,1927,211,0,0,139864,103881,6375,26031,2257,2011,147,0,0,142364,101852,7088,27058,2650,3980,286,140535,103465,6394,27085,2195,1865,80,25198,1407,668,14,416,2976,142273,102507,6904,27936,2275,2362,314,104592,82686,3173,16381,1236,1456,124,0,0,106248,82653,2875,18237,1039,1328,25,17791,839,483,142,0,110678,82177,4601,19015,1899,3017,185,110678,82177,4601,17839,1358,475,66,288,3874,107525,83152,3199,18879,1045,1273,18,0,0,0,0,0,109288,83698,3438,19422,1219,1415,37,18969,906,316,37,109820,83429,3868,19576,1305,1416,47,18958,943,227,47,57641,13344,43485,57645,14496,43149,58974,11325,45976,57705,12334,45204,33742,10253,23049,44975,9859,35024,44784,10980,33762,44758,9832,34897,51307,11886,39025,63784,13806,49155,63658,16307,47233,50073,9797,39645,39068,6275,32121,39083,5917,31898,38874,6655,32177,35254,0,31995,35624,0,32030,38856,6299,31542,39013,6467,31815,38681,6809,31837,33538,0,33109,50874,9975,40354,62605,12607,49344,62106,12283,49768
30,30,129613,93580,4344,29646,1282,1093,187,0,0,129370,91217,4529,31164,1573,1029,100,0,0,136395,92233,5423,33700,2115,2935,180,130185,90717,4171,32623,1691,1146,29,31434,1205,363,0,196,2098,137835,94494,5284,34627,1928,1326,127,97041,71544,2834,21152,872,811,125,0,0,98564,72092,1808,22980,723,867,4,22733,467,324,100,0,105654,73527,3439,24921,1398,2191,121,105654,73527,3439,24028,1030,317,20,270,3023,99782,71799,1789,24317,965,923,0,0,0,0,0,0,105268,74574,2349,26102,1156,1025,0,25118,832,232,0,105528,74413,2673,26096,1221,926,17,25261,872,106,17,54807,15816,38374,52085,16021,36064,57063,15025,40401,56046,15679,40247,33420,13207,19740,44893,13904,30937,44705,14783,29905,44641,13196,31425,50485,15604,34475,62062,17797,43476,61833,19269,42476,49270,12965,35566,38995,8951,28938,39029,8397,29025,38882,9256,29581,33070,0,29240,33537,0,29355,38762,8836,28679,38568,8383,29051,38668,9464,29170,30894,0,30430,50248,13310,36339,61750,16635,44450,58997,14387,44461
31,31,133711,97303,5117,27583,2075,2237,228,0,0,135094,96276,5902,29100,2388,2164,136,0,0,137028,94552,7350,29135,2781,3829,318,135593,96082,6246,29233,2500,2461,188,26771,1861,778,35,175,3647,137263,96495,6863,29461,2613,2714,229,102669,76868,3198,19744,1584,1613,156,0,0,102819,76139,2983,21423,841,1526,4,20771,565,684,132,0,106709,75875,4534,21629,2015,2813,228,106709,75875,4534,20465,1504,616,71,261,3383,103175,75918,3292,21350,745,1876,4,0,0,0,0,0,103999,76314,3140,21520,1101,1809,10,20542,697,440,10,104259,76145,3712,21231,1219,1653,70,20181,778,319,70,55360,15078,39495,53582,14800,38782,54813,12313,41014,53455,12975,40357,32139,10438,21282,42144,10640,31386,41948,11961,29973,41958,10710,31224,47687,12346,35006,58758,14156,43950,58516,15910,42545,46434,10032,35904,36693,6560,29557,36715,6273,29293,36502,6864,29625,31981,0,29363,32454,0,29545,36480,6548,29152,36626,6737,29338,36338,7085,29209,30471,0,30173,47168,10106,36692,57743,12432,44831,57174,12285,44854
32,32,114353,95583,5581,10716,1310,1210,123,0,0,136817,113779,6187,13172,2301,1810,10,0,0,150428,121880,8676,12577,2436,3968,243,139411,116283,6151,12165,2500,1762,400,11355,1860,567,0,630,2582,149232,124019,7430,12291,2583,2132,602,88759,75715,3659,7581,884,917,88,0,0,104991,91349,2512,9031,1120,921,0,8847,828,361,157,0,119827,99793,5667,8881,1590,3045,140,119827,99793,5667,8150,1089,488,55,389,4196,108540,93876,2972,9092,1257,1085,0,0,0,0,0,0,115940,101056,3614,8503,1335,1250,0,8339,1082,182,0,124086,107057,4800,8963,1596,1488,76,8579,1248,259,76,52427,13084,38746,53615,12283,41332,62607,13113,46714,61402,13368,47866,42413,16416,24797,52612,15110,37418,52292,14906,37354,52276,13509,38731,58889,16151,41960,72279,17464,53739,72022,20208,51664,58869,12616,45052,49447,8410,39515,49414,7561,39085,49088,9168,39874,44888,0,39271,45296,0,39512,49182,8581,38538,45290,0,39446,48888,9342,39473,41646,0,41063,62389,13551,47858,82857,18518,63216,81888,17731,64074
33,33,145790,43685,2397,98070,1382,1126,124,0,0,141610,43638,2532,92882,1544,1366,97,0,0,136593,41287,3342,88693,1732,2254,161,142222,44246,2803,92515,1342,1524,165,91215,694,519,31,310,2407,140779,43928,3319,90830,1744,1249,227,107256,35886,1708,68398,1011,840,83,0,0,106733,35888,1620,67522,759,917,4,67194,600,368,99,0,103752,34085,2325,64873,1229,1723,104,103752,34085,2325,63091,917,292,34,298,2710,105841,35112,1662,67231,619,1075,4,0,0,0,0,0,104460,34693,1875,66202,920,810,0,65768,438,262,0,101880,34920,1992,62906,1324,870,23,62322,912,292,23,69716,51137,18070,63124,46713,16411,59615,42214,15647,58613,41401,17072,42622,34182,8019,46682,34265,12362,46388,34518,11835,46337,33751,12554,52117,38401,13286,59378,41920,16673,58944,43358,15497,46886,32299,13870,34852,22041,11934,34867,21550,11852,34657,22655,11940,19798,0,12094,20465,0,12433,34640,22463,10995,20566,0,12393,34526,22871,11599,15317,0,14018,46068,31290,14163,54668,36352,17439,54620,37102,17465
34,34,130520,97042,3618,24305,2671,3334,153,0,0,132243,91291,4428,31153,2405,3070,82,0,0,138149,90785,4724,33878,2970,5846,203,133417,90448,4641,32229,3176,3286,105,30695,2214,1653,2,521,3238,137316,92146,4216,34866,3041,3422,98,99159,75706,2553,16837,2021,2341,100,0,0,100425,72183,2453,22346,1284,2169,0,21942,1085,1555,73,0,106489,72555,3219,24254,2213,4131,118,106489,72555,3219,23272,1808,1893,46,289,3407,101379,71763,2691,22746,1612,2404,4,0,0,0,0,0,103790,72710,2554,24537,1588,2141,4,24008,1354,699,4,106454,73396,2665,26194,1590,2262,44,25620,1389,761,44,54235,15113,38548,53402,15343,38059,55163,15149,38239,54265,15177,38966,33838,14236,19065,42368,14760,27563,42115,14834,27251,42040,13823,28180,49107,16579,32065,61219,19386,41053,61130,21695,39314,47033,13959,32354,35679,9456,25450,35659,9026,25091,35471,9827,25615,29972,0,25365,30381,0,25566,35510,9676,24701,30418,0,25554,35343,10007,25311,27336,0,26707,47950,14469,32868,59863,18183,40910,59666,18659,40966
35,35,130405,99954,3784,20618,4824,1451,185,0,0,135509,98737,5346,24223,5900,1674,67,0,0,136944,93760,5579,27426,6181,3664,216,135816,99084,4813,25150,5628,1278,36,23691,4797,608,21,602,2202,134488,96267,5145,25926,6266,1811,70,97910,77143,2557,13951,3323,1061,132,0,0,100451,76937,2350,16228,3530,1330,25,15610,3138,598,83,0,106228,75205,3763,19527,4448,2855,166,106228,75205,3763,18560,3961,560,83,285,3811,101322,77739,2208,17062,3297,982,24,0,0,0,0,0,101712,77097,2443,17613,3086,1317,40,17281,2754,306,40,100559,73147,2731,19890,3212,1459,56,19196,3014,209,56,54627,14607,39555,54511,15339,39172,55845,14021,39881,54922,14215,40581,33940,13980,19324,43252,14271,28924,43052,14375,28643,42974,13176,29754,49597,15773,33299,61153,17750,42512,61143,20424,40614,47763,12995,33934,36496,8649,26953,36529,8184,26583,36293,9076,27184,31607,0,26880,31956,0,27115,36312,8863,26143,32005,0,27152,36140,9285,26816,29048,0,28361,48633,13559,34386,60675,17441,42484,59849,17372,42416
