ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
27,27,30335,25261,2019,1708,1305,190,33,0,0,31282,24630,2820,1774,1949,378,231,0,0,31190,23009,3699,2238,2093,487,59,30382,22988,3684,1863,1741,460,308,1014,1430,35,18,1052,31169,22990,3624,2247,2134,444,414,25242,21323,1466,1403,970,133,20,0,0,24951,20751,1864,962,1123,154,12,776,1009,24,12,137,0,26013,19918,2681,1724,1499,359,43,26013,19918,2681,1202,1374,70,12,634,24128,19576,2327,1087,949,192,20,0,0,0,0,24631,20026,2143,1131,1033,194,71,1000,897,47,71,24156,18984,2655,1329,952,230,79,1215,876,119,79,14949,8671,6045,13835,8150,5685,14729,6939,6939,12643,6740,5881,12692,4563,7289,11456,9005,0,12282,6882,4426,12343,7401,4924,12309,7233,5057,14829,8055,6535,16372,8733,7362,15814,9839,5957,16189,8039,7746,15644,8598,7005,15413,8796,6580
28,28,27978,17104,5638,3687,2080,511,59,0,0,28721,14936,8098,3440,2522,435,58,0,0,29207,14307,8636,4196,2718,676,75,29156,14796,8590,3353,2687,459,82,2191,2228,41,15,1110,30354,15108,9720,3351,2645,521,85,21734,14274,3734,2564,1454,319,45,0,0,20338,12695,4427,1868,1224,169,0,1702,1097,39,0,21,0,23177,12341,6049,3038,2037,510,61,23177,12341,6049,1808,1856,96,7,840,20863,12577,4806,1822,1510,168,1,0,0,0,0,21612,12623,5655,1733,1345,179,5,1554,1265,60,5,22068,13921,5079,1772,1212,67,8,1642,1129,0,8,11811,8756,2860,10823,8380,2443,11356,7747,2891,9436,7037,2374,9451,5628,3050,8768,7384,0,9187,6494,1867,9240,7145,2075,9159,6876,2259,11310,8247,2843,12523,8911,3382,12032,9276,2742,12042,7960,3757,11472,8235,3187,11276,8129,3030
29,29,27744,25016,1042,788,734,273,40,0,0,26633,23136,1462,1255,745,312,33,0,0,27574,23090,1842,1132,951,504,52,26202,22549,1750,1251,609,354,31,824,400,12,0,629,27351,22944,1902,1609,622,327,47,22114,20289,648,518,514,203,25,0,0,21168,18914,1008,785,294,102,0,718,255,10,0,45,0,22535,19423,1211,745,668,372,27,22535,19423,1211,452,582,55,4,714,21107,18770,1093,859,305,85,0,0,0,0,0,22096,19253,1286,999,422,142,0,809,396,4,0,21926,18790,1003,988,984,159,0,715,852,5,0,13358,8030,5065,11971,7687,4284,12950,5916,6003,10499,5811,4656,10484,4524,4635,9628,7296,0,10234,5870,3465,10229,6450,3763,10245,6176,4049,12926,7048,5576,14510,7726,6448,14026,8765,5248,14367,7113,6892,13977,7778,6176,13791,7989,5775
30,30,29534,26953,833,614,927,273,21,0,0,29067,25173,1539,493,1507,491,28,0,0,29818,25621,1445,957,1180,444,29,29908,25721,1864,613,1446,369,22,446,1274,134,0,428,30412,26244,1733,808,1479,108,0,23996,22228,519,424,662,190,15,0,0,23717,21282,932,324,852,303,0,314,748,135,0,30,0,25035,22076,924,668,865,334,20,25035,22076,924,381,743,44,3,790,24236,21778,1057,391,724,249,0,0,0,0,0,24621,22403,1161,490,450,59,0,429,341,29,0,24327,21925,1017,716,562,60,5,536,368,16,5,16262,9383,6585,14846,8719,6127,15461,7405,6946,12916,7127,5765,12862,5883,5484,11680,9114,0,12543,7226,4245,12595,7962,4611,12600,7645,4938,15592,8686,6588,17386,9619,7395,16899,10588,6285,17291,9174,7675,16897,9642,7211,16651,9872,6741
31,31,27917,24943,1238,969,674,241,29,0,0,27194,23865,1644,1029,832,185,13,0,0,27616,22539,2032,1301,1187,512,49,27042,23293,1465,1173,1078,299,22,410,1006,27,3,775,27460,22761,2224,1465,726,519,91,22854,20751,836,700,463,155,17,0,0,21854,20094,802,543,328,116,3,393,288,31,3,5,0,23083,19478,1433,905,869,341,34,23083,19478,1433,551,758,40,6,715,21529,19853,668,600,291,125,0,0,0,0,0,21948,19604,1177,681,329,172,60,481,219,27,60,22425,19233,1675,858,444,182,75,669,225,11,75,14663,9070,5282,13715,8735,4980,13928,7221,5735,11750,7001,4731,11694,5586,4770,10814,8561,0,11430,6939,3503,11476,7615,3841,11476,7376,4090,14042,8362,5413,15588,9149,6107,15140,10056,5067,15416,8534,6454,15030,9035,5949,14820,9295,5484
32,32,27763,26020,527,387,701,173,22,0,0,27232,24547,850,412,1158,184,3,0,0,28407,24776,959,701,1423,328,33,27276,24356,800,566,1060,241,3,258,660,41,0,837,28284,24875,1030,514,1150,424,29,21157,20109,299,246,411,100,9,0,0,20364,19139,378,228,544,106,0,150,399,10,0,25,0,22367,20035,614,437,851,239,31,22367,20035,614,208,704,12,0,681,20087,18657,405,318,524,156,0,0,0,0,0,21167,19538,621,302,442,186,0,281,379,10,0,21075,19366,611,250,593,196,0,215,545,9,0,16716,10341,6103,15757,9568,6189,16252,9675,5412,13888,9004,4847,13838,8399,4172,12621,10666,0,13443,8644,3478,13551,9638,3896,13586,9477,4097,16336,10826,5185,18052,12101,5572,17452,12495,4931,17992,11753,5706,17543,11692,5818,17339,11543,5001
33,33,26794,25484,551,363,309,156,26,0,0,27222,24994,1054,726,303,240,0,0,0,27702,24732,971,604,672,462,29,27022,24754,944,760,291,187,0,312,291,0,0,527,27352,24452,1392,732,622,308,0,21064,20296,299,188,205,98,18,0,0,21715,20598,675,279,127,69,0,172,127,0,0,5,0,22724,20800,601,340,451,325,20,22724,20800,601,183,352,47,5,656,21988,20795,654,390,112,105,0,0,0,0,0,22435,20914,808,297,286,117,0,70,193,0,0,22315,20720,912,300,156,116,0,171,79,0,0,13077,7239,5589,12370,7004,5366,13391,5355,7085,10848,5303,5505,10812,4228,5320,9938,7055,0,10621,5316,4353,10647,6074,4560,10636,5631,4987,13529,6446,6805,15303,7056,7953,14740,8059,6663,15544,6685,8491,15047,7242,7780,14794,7451,7319
34,34,28070,26511,560,369,294,456,9,0,0,28366,26758,430,381,367,302,92,0,0,28498,26061,684,370,446,581,40,28635,27090,445,331,443,272,67,101,311,98,67,438,29535,27173,961,631,290,738,3,21758,20747,349,235,182,313,5,0,0,22858,21988,250,199,145,214,90,99,100,139,90,0,0,23075,21389,445,235,311,430,24,23075,21389,445,99,213,138,3,702,23029,22157,320,185,150,183,65,0,0,0,0,23691,22353,474,337,117,320,0,121,63,30,0,23855,22380,637,270,57,446,5,139,45,106,5,14319,8019,5961,13394,7545,5849,15059,6368,7473,12270,6277,5962,12253,5346,5393,10874,7806,0,11940,5894,4867,11949,6829,5106,11963,6360,5587,15289,7584,7355,17317,8472,8430,16676,9221,7434,17647,8201,8968,17161,8407,8730,16898,8652,8222
35,35,28370,26261,565,428,924,271,23,0,0,28350,25367,787,508,1206,454,15,0,0,30300,26226,1187,755,1505,479,41,28305,24820,842,672,1539,446,11,199,1314,176,0,920,30356,26203,970,601,2016,397,14,21087,19808,307,236,590,162,12,0,0,21330,19494,475,325,745,280,0,167,688,209,0,14,0,23425,20786,698,466,986,336,28,23425,20786,698,274,840,92,10,647,20984,18941,474,455,849,265,0,0,0,0,0,22814,20678,546,306,1086,216,0,137,1062,76,0,22850,20875,535,286,973,156,4,214,923,44,4,16085,8743,7072,15197,7892,7305,16379,8404,6672,14149,8006,6125,14082,7106,5606,12775,10425,0,13697,8029,4517,13777,8828,4936,13741,8250,5471,16850,9897,6565,18787,11297,7051,18323,11848,6455,18529,10836,7091,18132,10872,7213,17932,11025,6871
36,36,30652,28808,649,488,419,396,23,0,0,29880,27370,1119,370,919,226,13,0,0,30073,27363,826,539,689,496,57,29843,26987,1247,460,911,364,15,316,672,0,0,616,29726,26900,1255,591,793,443,33,25270,24076,390,281,288,248,17,0,0,24978,23712,534,169,479,115,0,119,316,2,0,15,0,25710,23795,590,340,506,359,42,25710,23795,590,162,362,83,9,602,24671,23256,619,219,414,121,0,0,0,0,0,25051,23365,789,378,318,126,0,249,211,18,0,25244,23559,768,292,412,128,4,145,254,15,4,17622,10543,6733,16195,9398,6797,17006,9095,6581,14861,8856,5979,14756,7798,5402,13367,10990,0,14331,8851,4244,14434,9745,4680,14415,9134,5274,17242,10519,6387,19126,11711,7045,18575,12467,6086,19025,11222,7275,18480,11229,7218,18171,11371,6767
37,37,26244,23183,799,914,944,598,31,0,0,26302,22462,1440,1009,893,646,11,0,0,27634,23287,1316,1054,1232,703,37,26343,22692,1553,767,922,628,13,505,743,494,7,254,27429,23642,1085,969,1220,489,6,21653,19239,644,723,766,424,18,0,0,21778,19279,961,586,497,456,4,551,417,358,4,0,0,24002,20491,1084,829,1027,488,24,24002,20491,1084,580,881,225,4,640,21678,19248,1027,435,491,486,4,0,0,0,0,22645,20336,812,612,565,325,4,478,461,205,4,22905,20082,1160,808,601,215,13,716,398,154,13,11551,7550,3778,11043,7174,3869,12039,7212,3732,10469,6956,3482,10385,6154,3120,9350,7825,0,10023,6567,2451,10114,7325,2777,10122,6949,3164,12352,8276,3714,13744,9324,4052,13314,9609,3675,13620,8779,4377,13212,8698,4485,13034,8759,4250
38,38,28029,25833,705,464,750,403,19,0,0,27519,25197,798,493,694,380,0,0,0,28890,25395,1191,635,887,657,37,27342,25206,695,591,602,276,0,398,531,13,0,343,28638,26149,1042,411,862,260,16,22347,20948,430,238,522,244,14,0,0,22364,20999,410,422,328,177,0,334,268,21,0,35,0,24379,21860,795,436,702,444,27,24379,21860,795,212,567,155,13,725,23032,21716,269,499,371,144,0,0,0,0,0,24366,22760,452,240,692,232,0,215,454,49,0,24527,22912,400,347,738,270,5,154,521,10,5,14783,8485,6004,13199,7690,5509,14335,6971,6305,11880,7007,4858,11843,6661,4094,10462,8026,0,11487,6733,3881,11505,7335,4161,11427,6833,4585,14657,8330,6033,16688,9432,6942,15955,9986,5954,16824,9138,7270,16211,9395,6800,15901,9414,6473
