ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep
27,27,68564,57181,5356,2704,2340,1406,98,0,0,72333,59897,6488,2741,2541,1330,45,0,0,72864,55439,8270,3783,2848,2874,157,71055,57970,6368,3682,2091,1453,48,1741,1518,315,0,38,3116,71948,57333,7546,4044,1895,1551,87,50305,43517,3065,1461,1528,864,64,0,0,53272,46418,3089,1446,1575,699,0,1199,1443,248,104,0,55552,44228,5089,2233,1962,2021,101,55552,44228,5089,1598,1595,432,33,161,2416,51839,44704,3270,1674,1345,669,0,0,0,0,0,0,52965,44883,4149,1816,1266,563,0,1481,992,153,0,52503,43208,4747,2272,1380,746,0,1691,1186,120,0,31548,11298,19740,31225,9885,20483,32298,10015,19451,31585,8869,20957,28479,12604,13210,27996,10128,17868,28073,11518,15625,27754,10551,17203,32587,11764,19194,37568,14385,22368,37345,14546,21262,31227,12255,17916,26835,9362,16854,27041,12828,13452,26581,12430,14151,26483,9849,16086,26538,11035,14708,26793,10220,16573,31904,12941,18285,36306,14080,21683
28,28,70067,49833,9641,5664,3631,2373,135,0,0,69537,48155,11330,5854,3285,2138,133,0,0,72346,45456,12912,6857,4070,4179,192,71179,47383,13157,6389,3989,2100,177,3824,2638,477,47,7,3642,73665,46693,14249,7413,4323,2715,109,50118,38455,5250,2908,2408,1458,78,0,0,48568,38065,4720,2907,1611,1063,15,2349,1391,513,264,0,53046,36040,7706,3818,2919,2859,124,53046,36040,7706,2954,2533,650,56,194,2913,49906,37408,5752,3506,1873,950,15,0,0,0,0,0,50817,36961,6277,3996,2068,992,9,2896,1782,269,9,51594,36959,6563,3942,2486,924,3,3015,2155,128,3,22691,9701,12466,21286,8602,11942,21821,7476,12204,21194,7250,12329,18152,8248,7716,17833,7635,10198,17841,8242,8807,17687,7792,9895,21454,8494,11598,25050,10153,14180,24771,10327,12874,19562,8160,10593,15576,5883,9145,15665,7792,7222,15411,7416,7995,15395,6097,8754,15395,6809,8008,15550,6402,9148,19801,8466,10778,22931,9296,13241
29,29,74757,28589,16708,25461,3744,2246,188,0,0,71881,25942,17494,24017,3978,2253,166,0,0,75016,27448,19586,22999,3695,3404,296,71701,26550,17637,22873,4094,2336,208,20206,3282,452,38,318,3214,71820,28319,18757,20264,3686,2922,169,54016,23806,9690,17158,2811,1436,105,0,0,45683,21446,6436,15573,1243,941,24,14790,1109,363,313,0,56462,23507,12430,16232,2952,2399,178,56462,23507,12430,14611,2506,522,90,225,2571,46450,22381,6735,14927,1424,992,40,0,0,0,0,0,48017,24442,7913,13009,1458,1081,8,12300,1245,367,8,49356,25975,8651,12116,1370,1289,36,10845,1161,318,36,23336,16340,6558,20208,13902,5752,19688,12641,5207,18857,11435,6250,17346,12524,3456,17029,11957,5072,17087,12381,4123,16956,12097,4859,19569,13313,5322,22625,15903,6173,22358,15433,5840,17581,12278,4707,13851,9083,4321,14003,10406,3249,13779,10267,3512,13711,9260,4034,13800,9820,3563,13865,9584,4281,17614,12384,4852,19603,13278,5996
30,30,67711,49678,4379,6833,6104,1303,171,0,0,72244,49955,6198,7604,7662,1365,282,0,0,72079,47230,6764,8275,7707,2799,222,71553,49748,6715,6852,7359,1412,292,5029,6514,405,14,104,3027,72003,48524,7187,6857,7879,2063,338,50415,38673,2672,4261,4184,862,110,0,0,52127,39096,2686,4531,4731,869,65,4072,4543,355,149,0,54847,37880,4214,5405,5559,1950,142,54847,37880,4214,4481,5029,405,65,143,2630,52564,39412,3228,3869,5172,772,15,0,0,0,0,0,53179,39108,3570,3921,5425,1014,44,3294,4840,316,44,53275,39148,3773,4205,4995,968,40,3439,4364,306,40,29649,11807,17262,28379,10248,17423,29210,10172,16353,28603,9076,17779,25851,12081,11479,25479,10179,15300,25522,11444,13198,25302,10491,14811,29720,11732,16486,34604,14379,19424,34399,14455,18469,28321,11900,15441,24042,8872,14505,24188,11801,11728,23834,11582,12252,23825,9221,13940,23855,10389,12727,24040,9684,14356,28982,12508,15839,33028,13850,18640
31,31,70780,59078,7499,2219,958,1552,85,0,0,73133,58650,8780,2832,1819,2069,85,0,0,74249,57518,9799,2881,1331,3033,116,74991,60034,8826,3101,1949,1450,110,1705,1317,331,77,6,2693,76223,59371,10433,3780,1695,1689,47,52354,45446,4296,1188,622,978,45,0,0,52910,45484,4200,1594,632,920,63,1321,389,385,35,0,55620,45120,5923,1709,836,2017,69,55620,45120,5923,1199,617,387,16,153,2205,54473,46953,4108,1762,625,973,79,0,0,0,0,0,55359,46870,5007,2090,635,750,20,1379,459,119,20,56292,47382,4994,2125,918,870,0,1525,745,154,0,31879,11965,19149,29658,10221,18652,31839,9880,19223,31427,8542,20971,28777,12644,13176,28237,10101,18136,28316,11771,15547,28053,10602,17451,32425,11412,19353,37324,13470,22972,37159,13839,21509,31254,11727,18481,27292,8630,17831,27473,12389,14207,27079,11832,15247,27003,9005,17265,27013,10356,15707,27263,9575,17688,32048,12252,19045,36122,13045,22448
32,32,79622,69663,5104,1912,935,2410,88,0,0,76901,65261,6186,2466,1105,2583,138,0,0,75319,61425,6305,2116,1047,4260,290,76768,65015,6194,2639,1063,2487,168,1168,799,933,24,23,2596,75810,63712,6279,2491,1115,2813,73,59411,53295,2986,1144,622,1537,51,0,0,57177,50397,3354,1231,563,1550,23,1008,456,759,59,0,57043,48049,3829,1262,717,2923,184,57043,48049,3829,906,542,761,116,137,2703,57446,50697,3261,1286,611,1546,23,0,0,0,0,0,56879,50141,3237,1239,675,1526,4,900,558,587,4,56655,49658,3471,1231,605,1540,0,951,390,507,0,33027,11077,20814,29373,9003,19605,30375,7315,21055,30178,6963,21253,25204,9241,13041,24941,7273,17668,24975,8721,15350,24846,7450,17396,29745,8203,20141,34113,9008,24389,34066,9738,22434,28806,8498,19388,24922,5929,18127,25025,9538,14372,24826,8773,16053,24728,6328,17585,24783,7439,16362,24870,6573,18297,29186,8687,19804,32806,8569,23628
33,33,79215,68743,7557,1774,392,1128,57,0,0,75616,63737,8359,1924,596,1456,126,0,0,73477,60161,8793,1851,530,2189,125,74760,62656,8369,2005,775,1422,161,1183,302,437,80,110,1623,73544,60765,8585,1888,684,2349,48,60992,54552,4378,1210,262,763,35,0,0,56435,50675,3430,1208,302,787,60,1040,182,366,41,0,56800,47995,5498,1310,347,1567,62,56800,47995,5498,995,205,250,14,141,1702,56205,50075,3660,1264,343,836,60,0,0,0,0,0,55775,48900,4302,1258,296,984,4,1134,126,282,4,54667,47548,4325,1311,263,1152,13,1023,70,209,13,34649,9279,23970,31453,7201,23649,31372,5532,24003,31293,4192,25520,26390,8312,14856,26063,5486,20577,26090,7077,18110,25413,5525,19888,30257,6176,22891,33914,6883,26388,33784,7378,24896,29139,6598,21739,25491,3723,21001,25565,8302,15893,25085,7343,17742,25146,4329,20070,25111,5322,19006,25317,4689,20628,29241,6704,21932,32179,6460,25191
34,34,77230,67637,5527,2709,567,1159,56,0,0,74729,63724,6468,3039,621,1526,32,0,0,73596,60959,6526,3011,725,2457,139,74087,62903,6552,2939,751,1500,135,1526,369,481,75,122,2059,73331,61583,6806,2608,757,1912,314,59002,52960,3273,1753,363,824,31,0,0,56545,50340,3212,1803,305,801,4,1542,258,408,93,0,57229,48665,4187,1977,480,1843,98,57229,48665,4187,1485,302,373,35,135,2047,56365,49900,3428,1763,346,812,74,0,0,0,0,0,56060,49210,3987,1540,355,933,39,1236,249,319,39,55839,48557,4039,1892,389,936,43,1469,229,257,43,32920,11438,20490,29967,9300,19887,29796,7722,19893,29859,6297,21715,25772,10086,12811,25436,7740,17696,25407,9126,15324,25201,7766,17435,29799,8617,19752,34232,9929,23587,34185,10425,22143,28939,9019,19030,25474,6136,18507,25621,10187,14341,25339,9547,15792,25263,6605,17828,25208,7843,16393,25278,6809,18469,29599,9322,19562,33057,9595,22820
35,35,59943,50436,2112,2181,4962,354,76,0,0,69731,56920,3256,2336,6737,647,92,0,0,73789,56927,3615,3223,8207,1438,146,70161,56654,3029,2596,7168,692,67,1912,6350,110,22,34,2052,72867,58577,3189,3100,6841,797,105,40657,34694,1243,1358,3161,228,46,0,0,47783,40840,1588,1397,3429,358,14,1262,3174,48,122,0,53340,42185,2304,2072,5491,989,82,53340,42185,2304,1685,5054,90,25,210,1787,48452,41067,1506,1475,3837,432,23,0,0,0,0,0,50940,43480,1749,1667,3488,486,19,1426,3266,93,19,52583,44459,2583,1796,3220,459,5,1523,2977,126,5,30703,11642,18764,31528,10137,20890,35576,13898,18645,34936,11607,21790,32989,16221,14509,32630,14406,18224,32831,13727,18183,32545,14309,18236,37289,16210,19519,43818,21037,22001,43875,20186,21993,37204,17565,18511,33409,14360,18230,33512,17827,15152,33197,18100,15097,33211,14612,18098,33021,14562,16415,33446,16923,15944,38695,18833,19119,44504,21495,22228
36,36,76234,73144,1490,598,394,699,55,0,0,72520,68249,2069,1114,391,724,106,0,0,71799,66309,2127,1061,553,1549,144,71568,67009,2045,1263,388,831,179,669,211,387,43,62,1144,71330,65813,2383,1140,449,995,292,59180,57390,838,278,232,475,28,0,0,55796,53539,932,576,173,571,52,491,143,276,34,0,55639,52117,1256,541,342,1101,81,55639,52117,1256,310,199,196,19,77,1465,55180,52774,1050,504,176,697,39,0,0,0,0,0,54732,51910,1342,543,204,699,34,410,141,242,34,54293,51112,1371,680,279,735,42,429,122,219,42,38756,8927,28212,35756,7109,27840,35338,5523,27820,35145,4127,29314,29076,8738,17087,28816,5501,23315,28809,6654,21180,28638,5351,23287,33855,6128,26446,37982,6639,30589,37784,7147,28736,32782,6526,25357,28955,3562,24398,29050,8386,19439,28667,7715,20952,28617,4274,23450,28610,5266,22403,28791,4361,24430,32932,6625,25650,36321,6186,29495
37,37,61360,51585,4901,2679,1588,764,76,0,0,69743,56922,6516,4378,1462,866,32,0,0,71781,55364,7336,4288,2213,2315,159,68942,56184,5980,4738,1509,770,125,3556,1071,141,8,0,1993,71056,56840,6320,4846,2112,1290,113,43096,37212,2881,1571,1003,485,37,0,0,47014,41345,2300,2004,657,637,0,1571,545,143,35,0,50810,40655,4366,2525,1375,1551,93,50810,40655,4366,2115,1108,213,38,211,2104,47277,41199,2008,2629,706,551,0,0,0,0,0,0,49155,42221,2702,2433,1030,720,0,2029,850,161,0,49909,41719,3347,3015,1044,696,15,2524,708,125,15,26316,10289,15546,26499,9104,16749,28822,9498,16602,28305,8358,17126,25542,11344,12033,25281,10455,14826,25370,9683,14686,25198,10308,14890,29910,11380,16750,35897,14443,20488,35812,14220,19394,29613,12080,16312,25826,9627,15315,25919,12277,12885,25665,12411,13254,25676,9796,14990,25588,9863,13999,25882,11651,13500,31065,13014,17164,37276,15002,21544
38,38,75768,38720,33272,2011,1422,1201,158,0,0,74667,34552,35813,2402,1405,990,162,0,0,73453,31857,37126,2367,1325,2737,124,73628,33813,35589,2508,1366,1234,94,1547,1093,196,45,37,1308,73374,32431,36724,2700,1360,1794,122,52467,30254,19684,1223,967,717,110,0,0,40650,26575,11844,1141,620,439,20,932,571,254,34,0,51418,25192,23056,1505,947,1754,72,51418,25192,23056,1190,778,179,6,91,926,40865,26100,12260,1377,664,477,20,0,0,0,0,0,41965,25119,14261,1338,685,498,0,1175,610,90,0,41343,23583,14971,1343,777,659,12,1170,663,82,12,22516,6011,15743,20678,5240,15082,19918,4739,14106,19428,3592,14811,16981,5269,9434,16666,4492,12174,16663,5159,10958,16611,4609,12002,19303,4956,13575,21844,5949,15510,21625,6047,14483,17673,4799,12420,14554,2752,11394,14621,4840,9183,14351,4367,9984,14364,3049,10895,14356,3624,10158,14407,3514,10893,17678,4763,12578,19935,4872,14742
39,39,72631,41805,27448,1405,1577,1145,84,0,0,70920,37493,29418,1917,1924,846,163,0,0,72519,35203,31750,2291,2020,2268,192,70058,36455,29303,2010,2064,1152,240,1299,1670,112,5,42,1172,72096,36437,30893,2477,2050,1587,190,50672,32380,16091,795,1040,743,46,0,0,42370,28780,11774,640,721,426,8,548,662,138,34,0,51812,27710,20236,1479,1368,1543,115,51812,27710,20236,1082,1157,254,18,148,1207,42735,28240,12150,893,992,501,8,0,0,0,0,0,43625,28445,12742,884,952,613,4,838,942,64,4,42372,26439,13461,830,841,782,28,725,804,205,28,25347,5980,18588,22361,4872,17077,23139,4978,16906,22906,3695,18067,19101,5446,10645,18701,4579,14122,18833,5378,12856,18761,4636,14125,22386,5241,16172,25478,6427,18575,25234,6495,17474,20452,5081,14831,16555,2655,13447,16637,5163,10813,16327,4537,11790,16417,2941,13018,16390,3378,12379,16447,3574,12873,20447,5086,14936,23108,5140,17555
40,40,72782,67324,3257,1062,688,607,59,0,0,72302,65084,4217,1612,794,784,417,0,0,72101,63005,4879,1552,937,1523,266,72140,64697,4443,1516,847,861,237,821,698,227,50,39,1169,72212,64252,4687,1600,873,1068,166,57191,53678,2004,636,532,408,36,0,0,55174,51693,1838,732,327,560,54,593,303,238,101,0,56265,50094,3254,1022,622,1038,194,56265,50094,3254,724,351,135,8,140,1559,55231,51319,2225,694,331,615,24,0,0,0,0,0,55155,51065,2280,718,325,660,39,550,271,196,39,54918,50112,2721,831,363,759,5,704,267,189,5,35329,8621,25425,32994,6551,25709,33038,5297,25945,32974,4301,27365,27895,8545,16423,27440,5541,21899,27448,7109,19447,27265,5742,21523,32115,6230,24768,36102,6880,28556,35986,7392,27050,31073,6620,23668,27430,3887,22690,27574,8295,18249,27256,7540,19716,27104,4497,21891,27062,5437,20752,27112,4772,22340,31403,6772,24010,34873,6464,27772
