ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,T_23_ACS_Total,T_23_ACS_White,T_23_ACS_Hispanic,T_23_ACS_Black,T_23_ACS_Asian,T_23_ACS_Native,T_23_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_23_CVAP_Total,V_23_CVAP_White,V_23_CVAP_Hispanic,V_23_CVAP_Black,V_23_CVAP_Asian,V_23_CVAP_Native,V_23_CVAP_Pacific,V_23_CVAP_BlackAlone,V_23_CVAP_AsianAlone,V_23_CVAP_NativeAlone,V_23_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SCC_Total,E_16_SCC_Dem,E_16_SCC_Rep,E_18_CMPTR_Total,E_18_CMPTR_Dem,E_18_CMPTR_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_18_SCC_Total,E_18_SCC_Dem,E_18_SCC_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_SCC_Total,E_20_SCC_Dem,E_20_SCC_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
61,61,121290,84131,14918,12792,8878,1596,202,0,0,177250,106899,21339,21060,26444,2254,206,0,0,202295,103943,24249,24952,45525,4763,485,199046,111962,27434,22041,35589,2604,308,19252,32197,837,14,6457,209515,109580,29111,24602,43951,2966,682,217998,111310,29614,24712,49532,3764,637,80664,57923,8862,7724,5583,944,106,0,0,108278,74478,10450,12725,9441,992,10,12329,8773,466,10,191,0,139746,76602,15365,16139,28889,3037,330,139746,76602,15365,14404,27198,447,120,5119,121069,78628,14521,13138,12820,1295,14,0,0,0,0,129487,79166,16536,14277,17378,1212,129,13606,16430,425,129,135884,81254,17507,14484,20222,1387,144,13754,19055,419,144,141032,82140,19474,15415,21564,1351,164,14513,20504,251,164,43190,14556,28388,49473,15217,34256,28367,7459,20908,29132,8712,20420,65626,23646,37881,189337,60164,121210,62943,24329,36773,64745,28765,35476,64334,24032,39236,63943,27157,35170,63977,26490,36196,177640,50660,113092,74549,30912,41890,95789,43274,50795,93750,38729,52858,272669,114177,158492,76621,32352,42442,70830,30211,39753,69811,29579,37820,70162,29826,38641,69441,27115,40975,69693,27713,40235,89705,38554,49212,104904,43291,58685,103620,46292,55197,100306,40376,59930
62,62,170628,135488,18535,11485,1743,4275,146,0,0,181514,138680,23435,12925,2847,4129,288,0,0,186794,134318,26935,13420,3172,9605,332,184617,139703,24357,13918,3006,4595,298,9590,2348,1295,18,6816,188783,140558,26660,14212,3097,5571,219,192380,140989,28772,14492,3447,5853,238,130206,107202,11329,7866,1227,3011,105,0,0,132100,110540,8803,8506,1090,2873,28,7760,907,1287,28,292,0,144154,108720,17025,9261,2195,6910,220,144154,108720,17025,8055,1674,1687,79,6559,135360,112150,10297,8399,1160,2992,18,0,0,0,0,137870,112905,11236,8849,1452,3129,104,7934,1072,700,104,139555,113485,12054,8927,1485,3185,116,8098,1006,609,116,142369,115267,12791,9254,1419,3161,187,8030,914,554,187,63992,18989,44199,58234,14174,44060,32548,6193,26355,33400,7220,26180,66320,13498,50294,192328,39053,145027,58861,12461,44717,59800,14257,45086,59672,12462,46383,59336,14145,43907,59406,14540,43677,169817,26211,136420,67390,14738,51461,82184,18368,62657,81198,17620,61796,240629,52492,188137,68444,14498,52744,62620,12208,49695,62115,12403,48160,62278,12416,48531,61936,11583,49353,61988,11242,49448,78257,16751,60371,90405,18617,70927,89545,19692,68095,82720,16110,66610
63,63,171795,105435,33243,14877,17459,2130,307,0,0,195170,108509,41364,20675,24126,2556,456,0,0,202319,101237,44533,23993,28998,6005,522,195970,107407,42134,20774,25063,2787,459,17273,22605,410,182,5560,199844,105621,43358,22035,26952,3512,698,203209,104204,46625,22955,27142,4287,686,124032,80189,20943,10155,11933,1438,181,0,0,129365,84187,18796,13402,11348,1276,125,12719,10685,411,125,368,0,152377,81282,30094,17164,20664,4374,333,152377,81282,30094,15276,19115,535,99,5406,130821,84043,20333,13321,11675,1063,113,0,0,0,0,136304,85567,21995,13715,13291,1288,268,12741,12440,210,268,137875,85849,22325,14188,13876,1281,255,13169,13047,137,255,139274,85382,22476,14972,14714,1410,333,13715,13802,183,333,65149,23952,40965,62353,21289,41064,32722,9181,23541,33766,10877,22889,70408,26823,39414,207358,69988,127220,65616,25970,37172,67172,30961,35691,66829,25822,39598,66458,29131,35374,66599,28618,36214,182557,54520,114034,75270,32194,41164,91201,42353,47360,90135,38122,49615,260973,112819,148154,74721,32483,40378,65403,28630,35831,64888,28025,34361,65112,28561,34581,64523,25708,37037,61573,1033,39460,80811,35877,43254,86909,38160,47313,86838,39863,45015,85057,35637,47456
64,64,165448,115913,31313,11731,5148,2740,283,0,0,187343,124896,40520,14467,6363,2638,767,0,0,192862,122076,42635,16499,6410,7080,420,192305,127526,40519,16361,6974,3258,766,13291,4769,750,319,4923,198046,129866,41205,18038,6636,4119,217,203259,130336,43454,19134,7642,4425,526,129474,94335,20684,9031,4195,1978,231,0,0,136117,101947,19578,10234,2454,1455,220,9751,1947,588,220,287,0,153317,101176,29755,12534,5306,5368,300,153317,101176,29755,10869,4259,876,125,5829,140780,103622,20231,11493,3215,1680,255,0,0,0,0,145848,106596,21289,12661,3171,1819,44,11775,2064,414,44,150485,107603,24036,12953,3499,1858,84,11998,2409,311,84,157018,111107,26139,13283,3917,2017,112,12237,2713,305,112,57659,21875,35350,54012,17821,36191,33602,10289,23313,35423,12741,22682,67489,22378,41374,198664,61989,125519,64844,23812,38416,66148,27685,37934,65906,24341,40271,65425,26244,37278,65528,25988,37724,182011,50086,117796,72663,27304,43484,86813,33096,52156,85718,30498,52547,249784,91945,157839,73707,27371,44468,68923,25659,42322,68400,25168,40912,68536,25290,41067,68102,23657,42693,67165,19558,42972,84329,31297,51346,98387,35823,61313,98074,37458,58405,38713,7846,30064
65,65,151011,92205,26194,16640,15255,2000,242,0,0,186035,102768,34463,23505,24864,2556,346,0,0,202249,104394,38414,26835,29075,5493,517,193665,108600,36662,22829,25235,2941,361,19831,22545,743,102,5028,207469,111701,41167,23928,29310,3378,479,213112,113525,41879,25566,30168,3823,587,109911,70058,16832,11463,10748,1361,152,0,0,125897,79737,15843,16265,12542,1484,75,15480,11740,518,75,189,0,154144,83581,26261,19540,21618,4019,332,154144,83581,26261,17475,20059,565,81,5477,132600,84652,18306,15952,11963,1453,45,0,0,0,0,142499,89205,21198,16230,14427,1130,20,15382,13060,354,20,146680,90369,21965,17267,15444,1461,35,16257,14168,327,35,152715,90600,23246,18750,18713,1311,6,17532,17392,272,6,55867,20979,34649,55531,18686,36845,30975,8634,22341,31781,10139,21642,68303,25666,38876,201843,67177,125716,65772,25278,38174,67148,29968,36615,66885,24988,40471,66444,28212,36420,66595,27752,37167,183023,52965,116946,76426,31764,42812,95663,43157,51085,94603,38703,53521,274850,114539,160311,78397,33029,43563,72942,30451,41487,72427,30050,39844,72685,30509,40117,72122,27425,42896,69067,3863,44913,90419,38238,50436,103742,42458,59712,103671,44643,56890,101577,39738,59637
66,66,148864,97388,16286,10768,23738,1544,256,0,0,192155,116586,21212,16349,37343,2246,498,0,0,198718,109861,24758,19817,40467,4410,478,189493,113123,21868,17442,36533,1805,401,15126,32501,456,132,5955,200899,111531,25461,20955,41245,2495,644,209510,112801,27826,22513,44532,2940,584,106865,72298,10487,7276,16114,1010,169,0,0,124685,87075,11026,10349,14829,1045,84,9999,14246,669,84,320,0,149863,86428,16962,14065,29208,3111,299,149863,86428,16962,12452,27289,486,93,5436,123622,85096,11340,11769,14804,856,103,0,0,0,0,130219,84472,13704,14013,16671,1115,111,12678,15814,352,111,136035,86328,15202,15141,17885,1070,141,13769,16999,258,141,143453,89845,15755,16876,19558,1104,69,15257,18556,185,69,57417,20194,36940,60403,19265,41138,33142,8800,24342,34042,10437,23605,72170,27016,40933,207729,66728,132750,68314,26102,40389,70342,31449,38382,69881,25852,42842,69422,29594,38220,69439,28918,39144,192039,54521,122965,78916,32733,44398,97103,43902,51608,95160,38762,54482,276742,113711,163031,79734,33575,44351,72821,30421,41464,71736,30077,39256,72150,30491,40000,71471,27207,42959,71830,28054,42020,89668,38285,49640,101375,42029,56846,100307,44389,54072,97148,38635,58513
67,67,134413,85737,25582,11539,10850,1933,271,0,0,175328,102847,31844,19024,21495,1351,286,0,0,200888,103907,39438,24714,28607,6134,497,179963,105059,32668,19610,22456,1600,320,16958,20280,361,94,4179,199208,111124,36235,23992,26821,2234,308,208449,112842,39023,26138,29058,2631,563,95638,64599,15748,7369,7195,1291,178,0,0,113918,77787,13253,12380,9709,777,52,11778,9210,292,52,62,0,148161,82400,25854,16604,19647,4295,341,148161,82400,25854,14820,18215,667,115,5474,118559,80639,13798,12258,10578,949,59,0,0,0,0,133918,88516,16964,14597,12389,998,43,13821,11690,337,43,139883,90290,18899,15847,13473,946,69,15034,12841,280,69,147229,92209,19983,17213,16266,1181,89,16375,15508,298,89,48407,17549,30510,49007,16234,32773,27629,7816,19813,28431,9241,19190,63095,23090,36098,181439,59335,113525,60424,23735,34808,62179,27947,33720,61834,23667,37074,61340,26610,33056,61461,26002,34074,169708,49451,106931,70651,29451,39458,89361,39889,47769,87253,35897,49143,253778,106336,147442,72554,30572,40130,67770,28647,38127,66741,28150,36142,67131,28539,36863,66425,25879,39079,66382,26404,38205,84645,36215,46523,99163,41110,55479,97841,43429,52206,94809,38127,56682
68,68,192176,151153,32454,5285,1393,2866,208,0,0,192506,145591,36900,6733,1893,2904,217,0,0,193744,141215,38085,6416,2024,6815,437,193432,145386,37587,6407,2030,3298,256,4589,1026,980,101,3597,194852,143471,39205,6925,1877,3730,165,196910,144612,39516,6895,2078,4119,251,146146,120199,19925,3429,959,2088,137,0,0,142310,116605,18639,4287,945,1720,37,4002,714,675,37,24,0,150323,115128,24597,4274,1441,5090,282,150323,115128,24597,3345,966,827,121,5007,143575,116930,19072,4279,1055,2198,28,0,0,0,0,145115,116705,20466,4526,1127,2213,22,3801,691,502,22,146210,117695,20575,4335,1197,2256,32,3670,722,379,32,148314,118396,21597,4344,1290,2491,43,3642,801,323,43,75226,15005,58902,70076,10191,59885,44318,4967,39351,45697,6091,39606,76968,9819,65096,224694,29217,187656,66906,8559,56871,67653,10084,57113,67747,8524,58468,67323,10310,55811,67456,11238,55036,195757,18345,171680,75486,10350,64100,89226,12529,75752,88088,11733,74689,260418,35184,225234,76385,10145,65168,70084,8471,60811,69532,8645,59227,69678,9018,59327,69271,7849,60436,24526,819,21856,84759,11591,72138,95212,12757,81762,94560,14047,78806,46909,2848,43358
69,69,192125,136677,32281,17834,3872,3370,330,0,0,190239,128545,36894,18847,4648,3711,500,0,0,185518,120093,36585,19237,4978,6745,595,190688,127910,37628,18817,4683,4302,529,15461,3014,1102,165,4945,186247,122373,38225,18595,4809,4635,436,186137,122314,37502,18996,4848,4719,469,147468,109737,20704,12577,2832,2378,240,0,0,141470,103715,20845,12533,1996,2089,54,11734,1679,1118,54,383,0,144494,98337,24647,13636,3571,4998,422,144494,98337,24647,11843,2652,1065,123,5377,142030,103355,21451,12738,2086,2113,43,0,0,0,0,138305,99000,22402,12339,2259,2169,109,10940,1904,536,109,138370,99185,21785,12642,2254,2218,114,11388,1836,425,114,138941,98725,22479,12705,2417,2313,146,11512,1991,394,146,71905,20054,50774,63694,14916,48778,33802,6358,27444,35206,7295,27911,62020,12298,47343,177582,36391,133393,53068,11551,39922,54169,13250,40487,54171,11474,42014,53641,13028,39519,53778,13938,38637,152502,24366,121669,60797,13636,46080,72650,16953,54609,71441,16130,53647,209029,47437,161592,60146,13129,45939,51738,10023,41038,51265,10368,39785,51415,10169,40017,50993,9662,40445,51113,10071,40635,65219,14498,49791,71277,15758,54858,70811,16423,52957,4560,0,4048
70,70,162924,95580,23064,16155,27618,1606,294,0,0,182687,91743,28467,20965,40206,3276,515,0,0,185574,85204,28494,23055,46054,4039,397,182025,90196,26670,21644,42700,3142,530,18152,39593,591,246,6057,186527,88843,28397,22495,45795,2267,295,190271,88888,29644,23957,46649,2694,254,125729,77564,15868,11859,19818,1147,214,0,0,116409,74965,11588,13566,14394,1767,166,12805,13784,324,166,247,0,146914,72378,20523,17126,34355,2971,264,146914,72378,20523,15406,32569,373,63,5009,117391,74550,12199,13748,15033,1573,202,0,0,0,0,120033,72860,12645,15670,17596,1157,45,14865,16787,303,45,123327,73143,13741,16583,18306,1103,40,15923,17477,289,40,124768,72469,14643,16495,19491,1110,38,15904,18515,303,38,66791,27823,38767,60305,23923,36382,34110,11709,22401,35212,13832,21380,67826,31189,32352,194599,78632,106537,63018,29583,31490,64874,34696,29640,64399,29296,33823,63972,32981,29339,64028,32168,30395,174183,61574,96547,70669,35637,33261,82543,45114,35990,80877,40630,38404,234676,119235,115441,69146,35805,31630,60152,31749,27581,59170,31363,25793,59579,31691,26411,58905,28551,29149,59030,29536,28109,72591,38298,32702,77003,39486,35137,76112,41387,33239,73414,37085,36184
71,71,180468,121926,40211,14807,3249,2368,317,0,0,185573,117832,45848,16861,4332,2614,205,0,0,191317,118494,46920,18064,4716,5816,546,186255,117136,46714,16936,4402,2935,167,13797,3233,617,48,3968,191313,118221,49378,17485,4687,3390,175,192809,119793,48263,18031,4534,3745,400,137416,98105,26148,9988,2310,1747,204,0,0,135865,93780,27780,10827,1856,1535,20,10344,1421,571,20,180,0,146476,95900,31617,12176,3368,4328,342,146476,95900,31617,10395,2483,629,138,4917,135865,93510,28274,10568,1838,1586,25,0,0,0,0,139960,95075,30422,10406,2244,1676,29,9727,1765,179,29,141805,96360,30598,10728,2131,1712,194,9858,1626,252,194,143439,96651,31556,10608,2274,1830,82,9718,1777,314,82,64184,16802,46594,57532,12713,44819,30741,4530,26211,31767,5169,26598,62145,12619,46486,181349,34569,138292,54108,10854,41556,54738,12859,41419,54759,10930,42994,54399,12483,40695,54509,13266,39956,156599,23082,126807,61754,13582,46876,74179,17483,55350,73100,15798,55427,214851,47978,166873,61446,13321,46803,53472,10550,42186,53039,10784,40888,53168,10602,41108,52830,9720,41949,47863,0,38912,67343,14947,51243,74486,16312,57414,74168,17504,55019,71067,0,59233
72,72,179374,104955,63326,8454,2197,2483,323,0,0,187642,101179,73980,8826,2696,2083,524,0,0,186421,98364,72948,8956,3598,5424,532,187775,99910,74821,9036,2743,2420,503,7160,1767,573,36,3375,185299,95805,75722,10070,3630,3070,291,183936,96481,73144,10453,3743,3099,266,137687,85986,43178,6017,1611,1828,213,0,0,134515,82080,43745,5761,1331,1258,90,5402,1033,483,90,294,0,143348,80498,51396,6079,2536,4101,348,143348,80498,51396,4665,1774,596,137,3904,134985,81585,44629,5893,1384,1281,32,0,0,0,0,133785,78304,46608,5898,1520,1280,55,5432,1169,193,55,132690,79149,44628,5914,1476,1325,95,5227,1118,181,95,133452,78259,46325,5870,1453,1409,51,5259,1092,237,51,62168,16128,45040,56327,12623,43704,28979,4235,24744,29970,4985,24985,60054,12433,45181,175696,35451,132391,52348,11084,39715,53298,12732,40136,53329,11140,41498,52849,12762,38822,52863,13840,37743,151428,23365,121401,59257,13233,44976,70344,16068,53359,69466,14977,52900,204446,45420,159026,58313,12613,44656,49665,9569,39383,49206,9925,38176,49285,9799,38289,48970,8937,38925,7010,65,5920,63244,13816,48506,69451,14883,53936,68905,15983,51310,9492,119,8061
73,73,139029,103292,30643,2432,1646,1885,183,0,0,175938,124247,43566,3968,2793,1976,255,0,0,201161,136594,49262,5916,4320,6063,510,184490,128068,46964,4312,3328,2075,300,3270,1812,249,84,3319,204873,138332,52772,6004,4787,3181,687,216426,145643,55137,6712,5992,3824,705,106124,82362,20103,1583,1127,1353,124,0,0,131109,99561,26232,2698,1255,1192,45,2346,890,170,45,130,0,157622,112173,34009,4148,2934,4571,326,157622,112173,34009,3065,1807,512,120,5272,138566,103920,28830,2996,1476,1238,85,0,0,0,0,154103,113016,33203,3772,2030,1446,185,3079,1519,171,185,163036,119429,34734,4206,2482,1535,155,3460,2018,174,155,172466,124565,38123,4681,2836,1582,98,3780,2186,210,98,63220,18602,44248,66600,16864,49736,44500,9670,34830,45955,11870,34085,80529,20734,55904,236715,54773,170331,80644,21264,56619,81214,25208,55201,81504,21180,58783,81120,24429,54536,81338,23891,55426,229420,45027,171717,91894,26444,63401,114585,35411,77454,113881,32422,78768,334984,96603,238381,97240,28360,66700,97306,28382,67469,96814,28202,65467,97039,28238,65951,96625,25962,68595,96661,27990,68671,114422,34125,78165,132129,39141,91565,132015,40924,87910,130230,36577,90751
74,74,193926,27674,160247,4385,1703,2089,230,0,0,206552,27008,171735,5622,2162,2213,192,0,0,203239,28330,165920,5406,2887,4669,563,206173,27874,170965,5123,2210,2316,94,3150,1658,1270,19,1030,205094,27860,169646,4961,2504,3184,164,204330,28270,168576,4765,2576,3418,95,133962,22956,106645,3001,1109,1380,134,0,0,118553,21945,91812,2870,640,1147,45,2655,560,816,45,190,0,149920,24422,118612,3738,2136,3387,388,149920,24422,118612,2627,1471,784,170,1508,120945,22352,94120,2574,688,1119,8,0,0,0,0,123143,22582,95824,2429,942,1213,33,2109,782,1011,33,123088,22951,95340,2663,856,1048,83,2298,633,874,83,123770,22806,95638,2800,1131,1099,114,2318,815,830,114,44214,26972,16480,41645,25610,16035,21223,11266,9957,22678,12367,10311,51945,31413,17931,144256,83862,50323,42586,24118,15819,44619,27561,16640,43968,24495,18810,43062,25476,16079,43186,25391,16633,117284,51597,52443,49910,28216,20439,60790,31412,28541,58269,29674,26279,169129,91823,77306,48364,26413,20815,38834,19218,18915,36933,18632,17331,37089,17931,17850,36357,17152,17221,37483,16254,17942,51485,24890,25556,58551,24671,33260,56458,25783,28702,54638,22199,32425
75,75,133689,5917,125327,1779,695,1566,127,0,0,161598,9051,147756,4479,1344,2671,403,0,0,200505,11259,181431,6309,2441,4765,606,164296,10068,148866,4756,1828,2478,137,3041,505,630,86,1010,194797,12142,175846,6445,2781,3356,307,199780,11989,180308,6804,2466,4229,469,86024,4560,79868,1022,396,959,60,0,0,83835,5871,75182,1773,387,456,25,1733,352,343,25,125,0,137361,8293,123720,3825,1525,3267,367,137361,8293,123720,2739,827,413,191,912,89174,6828,79080,2179,412,542,85,0,0,0,0,109542,8080,96886,3079,680,601,30,2839,409,421,30,114385,8430,100973,3439,576,722,40,3069,340,572,40,120099,8839,105258,4182,717,756,225,3837,495,578,225,19989,15103,4589,20298,15250,5048,8643,5801,2842,9222,6456,2766,33864,25112,6895,96118,68173,21298,31096,22004,7174,32188,25034,6981,31585,22480,8594,31246,22879,7319,31206,22716,7635,82245,46455,25077,37522,26556,9902,49053,32611,15638,47788,30916,14456,141411,95127,46284,36381,24890,10530,28763,18258,10023,28025,17456,9719,28014,16919,9944,27779,16559,9807,28121,16715,10516,42788,25750,16016,52975,27407,24924,51361,28028,21273,50512,26855,23619
76,76,157755,44275,36421,33755,44253,1369,255,0,0,191634,50974,42118,42495,57465,1454,236,0,0,198548,40774,45075,47236,65725,3214,302,194864,46775,46328,42075,61857,1388,207,39125,57031,260,0,4811,204325,46826,45394,52305,62431,2779,456,205401,45715,44969,51474,65862,3077,562,113613,35263,24138,22157,32233,887,181,0,0,118675,38891,21491,26440,31191,532,0,26230,30522,253,0,170,0,148367,33153,32233,32779,49748,2278,203,148367,33153,32233,30756,48254,171,56,3056,120089,34941,24679,25838,34095,448,0,0,0,0,0,125587,33886,25419,29422,35896,654,0,28806,35299,255,0,127666,33551,24955,29762,38343,717,30,29015,37560,222,30,130800,32453,26083,30027,40999,697,210,29106,40388,174,210,46861,23559,23160,48802,25174,23628,26183,11598,14585,26890,12835,14055,58803,34779,21731,174937,97220,71900,56031,33018,21482,56533,36020,20177,56431,32302,23350,56227,34936,20247,56317,34310,21068,149077,68358,67143,64460,38740,24523,81230,49235,30836,77768,45140,30823,228439,136506,91933,62407,37300,23900,50665,29705,20148,49886,28940,19702,50046,28965,19803,49610,27661,20791,49700,28622,20706,67943,38899,27210,75413,39060,32778,73011,41352,28926,68691,37570,31121
77,77,224709,18122,199933,5548,2114,2629,453,0,0,211502,16429,186732,6752,3049,2609,189,0,0,203921,15838,180004,5837,2918,4807,569,211831,16688,187241,6335,2770,2548,380,3664,1941,680,199,1341,204049,15683,181025,5151,2842,3552,437,199929,16216,175516,5776,3115,3837,532,161703,14822,142148,3437,1580,1772,253,0,0,126816,13181,108687,3270,1026,500,15,3000,914,380,15,142,0,158812,13388,139246,4059,2154,3788,326,158812,13388,139246,2829,1426,327,156,1112,127166,13446,109378,2527,915,699,85,0,0,0,0,127410,13048,110388,1979,1030,647,133,1812,876,342,133,126984,13406,108805,2642,1114,705,138,2530,879,382,138,125156,13160,106512,3261,1107,777,190,3057,939,393,190,49772,37814,11595,43369,33707,9662,18855,13524,5331,19774,14909,4865,53055,41055,9221,151740,113129,28329,46589,35202,8310,48100,39829,7982,47393,36073,10480,46871,36587,8623,46913,36184,9269,121398,74105,30362,51811,39615,10538,59079,43836,14239,57140,40175,13231,168362,126260,42102,47199,35655,10108,34311,24959,8692,33409,24013,8328,33349,23182,8740,33130,22885,8432,33552,24514,9011,46981,32844,12775,50570,32703,16937,48721,31653,14638,48029,32666,15286
78,78,193425,44446,134564,10711,5437,2034,588,0,0,201144,39473,146413,11066,6233,2323,656,0,0,203786,38407,148278,11617,6811,5154,719,201071,38763,146941,10748,7216,2423,609,7069,4115,479,433,3075,201189,36235,148189,12377,7217,3899,892,203898,36181,150815,12423,7744,4152,734,136539,36344,89632,6986,3887,1442,364,0,0,127424,32188,84620,6375,2840,629,320,6090,2359,398,320,434,0,153882,32417,108291,8036,5041,3937,482,153882,32417,108291,5968,3525,461,215,2539,130040,31605,87669,6240,3131,593,260,0,0,0,0,135237,30003,93787,6559,3216,722,245,5782,2561,364,245,135889,29707,95161,6291,3304,739,150,5554,2706,284,150,137750,29339,97290,6457,3442,822,79,5628,2722,241,79,55567,30682,24590,51747,28424,23323,24667,11061,13606,25782,12912,12870,61433,36205,21181,174015,95658,66279,57341,33308,20450,59672,39566,19730,58831,34086,23531,57942,35291,20624,58015,34664,21522,156737,70363,67884,64502,38939,23513,75809,46232,28419,73841,42386,27755,215890,128946,86944,61865,36933,23070,51082,29140,21133,49992,27937,20426,49981,27185,20876,49449,26318,20917,49954,28392,21484,65594,37205,26679,72459,38960,32396,70756,38472,29736,69262,38008,31091
79,79,201666,32637,157704,9386,3367,2229,576,0,0,207532,30540,163259,11055,3916,2903,977,0,0,201379,26063,160459,11159,4845,5031,934,205937,27514,163516,12379,4227,2707,893,8270,2352,458,460,3272,205367,26348,163126,13154,4014,3409,809,203724,25985,161175,13831,4288,4574,907,145084,27186,109426,6298,2423,1590,400,0,0,137267,24508,103094,6719,1504,987,299,6251,1329,519,299,238,0,154313,21596,121222,7749,3629,3875,625,154313,21596,121222,5805,2436,531,402,1930,137380,22767,104528,7292,1478,776,305,0,0,0,0,137733,21827,105805,7200,1513,1001,245,6456,1234,471,245,137084,21492,105121,7290,1712,1218,259,6359,1379,452,259,136309,21066,104961,6988,1952,1351,160,5854,1558,315,160,53330,34020,19079,48047,31057,16990,20278,11336,8942,21221,12757,8464,57128,38207,15660,162561,103595,47947,52230,34382,14482,53952,39680,13978,53283,35020,17308,52645,36130,14759,52681,35569,15558,140915,72786,49459,58723,39667,17269,68656,46122,21551,66827,42790,20405,196614,131774,64840,55353,36953,16831,43557,27876,14969,42794,27055,14559,42781,26306,14910,42410,25815,14590,42850,27224,15555,57458,36201,19770,62631,36874,24898,61087,36467,22142,60043,36233,23725
