ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,T_23_ACS_Total,T_23_ACS_White,T_23_ACS_Hispanic,T_23_ACS_Black,T_23_ACS_Asian,T_23_ACS_Native,T_23_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_23_CVAP_Total,V_23_CVAP_White,V_23_CVAP_Hispanic,V_23_CVAP_Black,V_23_CVAP_Asian,V_23_CVAP_Native,V_23_CVAP_Pacific,V_23_CVAP_BlackAlone,V_23_CVAP_AsianAlone,V_23_CVAP_NativeAlone,V_23_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SCC_Total,E_16_SCC_Dem,E_16_SCC_Rep,E_18_CMPTR_Total,E_18_CMPTR_Dem,E_18_CMPTR_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_18_SCC_Total,E_18_SCC_Dem,E_18_SCC_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_SCC_Total,E_20_SCC_Dem,E_20_SCC_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
43,43,198328,66969,121312,6961,3172,2070,258,0,0,200378,61709,127578,7936,3479,2628,218,0,0,196580,60142,123531,7126,4004,3977,315,199584,60666,127587,8010,3552,2474,220,5122,2874,297,54,2832,196684,58563,126559,7100,3385,3107,406,196625,60011,124059,7241,3632,3402,381,145804,54439,83329,5308,2328,1507,164,0,0,142740,50089,85235,5051,1351,1074,97,4544,1254,310,97,71,0,149566,49943,89312,5425,2982,3048,196,149566,49943,89312,4555,2471,361,55,2456,143360,49555,86163,4943,1631,1099,53,0,0,0,0,142920,48039,86555,5019,1568,1679,240,4325,1354,330,240,142555,49598,84770,4952,1570,1610,210,4317,1317,354,210,142314,49306,84371,5507,1640,1232,182,4907,1362,228,182,61552,28572,32216,56675,25858,30817,31726,12322,19404,33669,14095,19574,62012,25877,34029,176450,74484,93602,51075,20164,29184,52543,22096,30112,52348,18726,33054,51554,21436,28933,51599,21500,29118,143277,42642,90577,59449,23500,34989,71324,27032,43401,69376,25866,41886,202849,79230,123619,58682,22754,34982,49393,17388,31398,48676,17751,29982,48672,17285,30332,48239,16476,30257,48784,17792,30706,62645,22916,38881,68593,23325,44771,67637,24915,41184,66650,22691,43959
44,44,151340,80922,56242,11344,3026,1998,431,0,0,179695,88691,70794,16204,4441,2085,773,0,0,192359,92222,75130,17457,5729,5632,852,183858,89534,72976,17242,4681,2243,765,13984,2732,263,211,3810,193564,91555,78067,19580,5576,3800,493,198132,93635,78661,20285,6301,4048,1085,109568,63155,36389,7646,1967,1356,285,0,0,126835,69540,43010,10816,2214,1005,119,10521,1741,269,119,228,0,142911,73853,50754,12023,3872,4066,550,142911,73853,50754,10050,2558,401,258,4505,130685,70680,44890,11421,2489,1042,174,0,0,0,0,138460,72995,48990,12219,2757,1435,35,11285,2143,133,35,142005,75135,49574,12464,2738,1414,85,11401,2130,127,85,145846,76448,51189,13027,2955,1426,57,11794,1956,149,57,53677,18321,34938,54830,17472,37358,32681,7956,24725,33652,9628,24024,64472,19962,41219,185893,54505,122790,59236,18821,38361,60198,21501,38112,60019,18435,40678,59582,20682,37231,59727,20034,38331,167522,39492,117811,68695,23206,43921,85405,30753,53180,84508,28479,53925,249301,86729,162572,69651,23491,44510,62808,20485,41251,62072,20003,40065,62301,19717,40522,61790,18704,41366,61492,19908,41150,80057,27455,51046,93119,31302,60672,91721,32830,56579,89504,29393,60111
45,45,126516,66126,51744,6312,2470,1839,270,0,0,178887,85951,78240,10515,4474,2018,156,0,0,201407,90224,87199,12543,9423,6014,2863,187258,88076,82236,11326,5211,2851,152,8225,2936,265,0,4007,205679,92794,93447,12545,6203,5180,323,214555,99141,93679,13332,6755,5717,415,94971,54097,34402,4379,1766,1340,184,0,0,127137,69581,48057,6467,1779,1002,0,6136,1404,342,0,275,0,154436,73457,61834,9335,7551,4516,2717,154436,73457,61834,7235,3709,395,108,7110,133409,71320,51650,6816,2101,1147,0,0,0,0,0,147502,76159,59096,7663,2901,1419,14,6475,2121,203,14,154664,81846,59341,8370,3374,1435,29,7242,2580,149,29,161760,84621,62766,8926,3703,1515,36,7696,2650,83,36,43028,22197,20601,41110,19973,21137,24823,10824,13999,26393,12848,13545,53774,26712,23036,156832,72693,72187,58630,31901,23670,59980,37183,22162,59773,32433,25722,59197,34880,22155,59380,34363,22961,161008,67725,73666,66417,37606,26658,83619,48892,32930,82850,45683,34278,241870,137455,104415,68888,39554,27207,67184,39783,26119,66563,39200,24849,66716,38696,25389,66193,36705,27206,66255,39039,27216,82345,47261,33033,97189,54067,41629,96885,55700,38283,94356,52271,41090
46,46,132202,45885,50334,31297,5755,2203,309,0,0,178503,65266,66818,37893,11224,3226,275,0,0,203324,71385,75885,39958,15483,5862,595,191314,68617,76198,36084,12129,3160,326,31128,9785,301,68,4882,210444,73867,85191,38996,13663,4269,403,219689,77067,86320,42240,14974,5313,514,92754,36695,30757,21414,3978,1469,186,0,0,113682,52548,29092,25049,5738,1144,100,24105,5066,242,100,289,0,151543,58620,51246,29029,11203,4379,440,151543,58620,51246,26107,9426,321,171,4908,121588,55975,34002,24110,6532,910,54,0,0,0,0,134835,59889,41169,24781,7283,920,84,23688,6599,131,84,143597,64125,43545,26314,7884,1113,80,24761,7287,81,80,147641,65298,44920,26894,8769,1156,88,25090,8002,37,88,42154,30424,11423,42511,30373,12138,28335,19703,8632,30086,21926,8160,57634,40543,13385,168535,111959,44162,61656,44636,14494,62742,49051,13015,62353,45061,15713,62098,47076,13058,62146,46757,13516,162827,92799,46269,69505,51465,16022,87449,65375,20138,85747,62016,21122,248570,184768,63802,70187,52453,15802,64548,49444,14081,63591,48434,13232,63793,47869,13620,63290,45688,15334,63169,47973,14796,79669,58747,18959,88888,62903,23789,87829,64210,21206,84421,60776,23192
47,47,157785,114906,20311,4577,17283,1654,264,0,0,189441,125547,28835,7167,27126,1939,560,0,0,203643,126470,32373,8198,32793,4574,465,193794,125730,30554,8699,28039,1877,955,6529,23829,181,5,6600,201793,127517,31592,10072,31003,2410,543,205128,129708,32582,10825,30358,2822,520,116928,87993,13625,3223,11388,1136,179,0,0,129058,94828,16917,4078,11749,928,20,3800,10580,190,20,549,0,153837,99515,22614,5934,22625,3348,314,153837,99515,22614,4466,20590,302,70,5485,133138,96173,17871,5746,11917,956,4,0,0,0,0,139704,98573,19080,6756,13901,899,120,5982,12626,114,120,142730,101089,19575,6846,13859,895,104,5951,12534,117,104,143817,100752,19567,7676,14369,981,122,6432,12987,154,122,75113,38279,36586,73693,34299,39394,49621,21808,27813,51765,25656,26109,88327,47262,34663,256221,117901,120678,86234,46835,36121,88327,54820,32483,87624,46863,38437,87183,52241,32085,87383,51311,33327,235448,98096,111941,95389,55397,37175,111311,68457,40559,109957,62902,44742,315896,181970,133926,94498,56331,35535,85677,52607,31712,84445,52285,29162,84925,52241,30167,84032,47356,34660,84193,50731,31735,99838,60423,37202,104320,62526,39235,103666,63718,37693,100944,59288,39446
48,48,174450,117402,38431,6620,11690,2130,303,0,0,202469,125755,49999,9452,17175,1986,332,0,0,202586,121948,49857,10325,17396,5147,547,206893,127005,52563,9465,17825,2222,791,6691,14008,376,30,5735,200788,121688,48742,10270,18394,3355,870,203098,120597,51386,10176,19205,3725,897,136091,95510,26739,4547,8626,1571,217,0,0,146487,101146,31302,5931,6714,1008,19,5294,5840,206,19,313,0,161721,100819,37114,7853,13060,4020,375,161721,100819,37114,5900,10997,322,79,5745,150757,102789,33957,5560,6797,1157,30,0,0,0,0,150222,101496,32027,6712,8012,1372,60,5803,6923,304,60,152340,100926,33930,6696,8633,1353,130,5932,7416,344,130,154220,101477,34342,6771,9498,1438,151,5983,8232,351,151,86440,52166,34028,80675,46344,34331,55815,30697,25118,58840,35859,22981,93252,59056,27211,270186,151664,97798,92195,58639,29721,94600,68141,25434,93606,59194,31608,93244,64917,25225,93373,63985,26233,247028,123170,92065,100230,67807,29331,114329,80601,31238,112980,74855,35379,324138,218805,105333,98549,68257,27465,89143,63707,24052,87758,63154,21577,88132,62875,22534,87107,57485,27160,87468,62215,23440,102834,71858,28622,106914,73752,30598,106193,75046,28730,103455,71820,29643
49,49,177738,104176,51579,9025,12786,2647,329,0,0,203850,118984,59000,11200,14804,2544,441,0,0,203558,116215,54151,10419,19737,5014,449,207287,117908,61484,10881,16664,2506,601,8404,11972,258,89,6723,202793,115131,59356,11022,16547,3355,470,201032,114196,56310,11853,17336,3556,326,150540,94158,37519,6740,11610,2112,278,0,0,153882,104693,31062,7733,8866,1039,95,7099,7488,350,95,522,0,174979,103865,42129,8593,17404,4139,341,174979,103865,42129,6631,14793,414,104,6126,158569,104639,35124,7650,9726,949,90,0,0,0,0,157082,103024,34443,7923,9980,1130,80,7147,7685,275,80,157215,102612,33743,8807,10407,1311,60,7706,8047,294,60,157637,100529,34795,9233,11523,1274,67,7832,8944,193,67,78539,59061,19241,70624,52484,18140,47262,35267,11995,50831,40129,10702,94335,72146,15309,269862,188748,58269,94876,73548,17238,98108,83357,13737,96724,74723,19099,96069,78947,14278,96263,78020,15097,249138,153202,56753,100198,80431,16703,109046,89142,17489,107597,84328,20524,308700,247702,60998,96545,78910,14986,86099,72827,12057,84768,71665,10916,85052,71488,11387,83862,67065,14534,83949,70431,11653,98991,80585,16222,103690,81753,19183,102834,83775,16966,99247,79590,17660
50,50,164534,54685,69275,25742,15813,2992,330,0,0,195281,62025,85845,30084,19097,6132,517,0,0,202082,61970,87188,30065,22673,6624,561,200891,63511,83485,33342,21372,5903,404,28810,18126,361,0,5845,210453,64772,86824,36458,23438,7140,371,210388,65106,83912,35579,25257,6408,476,122212,47211,45293,17905,11906,2049,238,0,0,114108,51978,33336,18057,9118,1237,35,17432,8184,340,35,449,0,158533,54886,61888,22592,18162,5102,394,158533,54886,61888,19543,16088,318,102,4996,123481,53832,36585,21033,10417,1246,0,0,0,0,0,133159,55130,41085,23620,11811,968,55,22780,10254,140,55,137750,56324,42377,24021,13224,935,99,23204,11555,114,99,140609,58283,42273,24918,13807,833,109,23622,12209,90,109,46354,31884,14276,43163,30169,12994,25759,17306,8453,27233,19265,7968,52834,37079,11812,153651,101237,39227,52182,38024,11846,53152,42078,10494,52843,38497,12875,52597,40149,10592,52642,39755,11118,138274,79148,38099,58947,43905,13106,72074,54296,16162,70404,51489,16681,203311,152818,50493,57725,43663,12394,49564,38890,9874,48797,38192,9301,48928,37768,9534,48525,36031,10773,48482,37530,9875,61836,46481,13842,65627,47608,16359,64614,48340,14544,62467,46128,15059
51,51,172853,43038,108281,18288,4506,3804,340,0,0,199866,58186,116378,19982,6656,3554,326,0,0,203508,62134,112262,19399,8989,6888,492,192958,58680,109097,20783,6278,3729,567,16240,4266,349,64,3925,194803,61117,108629,18567,7587,4909,401,196806,65285,104791,19283,9079,5785,431,127016,39171,71324,13036,3756,2565,239,0,0,128068,52289,57562,13272,3671,1187,45,12671,2971,326,45,303,0,160986,56721,80589,14959,7385,5375,363,160986,56721,80589,12488,5543,459,91,4374,128334,51998,58057,12681,3809,1332,59,0,0,0,0,131774,54491,59853,11471,4243,1508,64,10682,3218,228,64,135849,57846,58771,12171,5271,1466,30,11324,4130,189,30,138529,58566,59370,12282,6600,1272,57,11283,5054,204,57,42139,34433,7486,38786,31893,6893,23119,18534,4585,25162,20928,4234,52998,42096,7287,153855,115324,24176,54989,44666,7745,56289,49331,6446,55817,45444,8874,55486,46850,6803,55527,46321,7219,143536,93043,26144,60802,50091,8829,73304,60178,11475,71635,56697,12303,206598,169689,36909,59562,49210,8638,52316,43938,7512,51382,42838,7032,51460,42163,7338,50863,39987,8418,51045,42647,8046,64138,51395,11076,68726,51747,15328,67719,52938,12734,65004,50321,14226
52,52,114913,70651,29244,9630,5346,1382,318,0,0,158316,88870,41023,16426,12263,2660,212,0,0,201532,108733,50901,18554,20554,5744,680,180748,103171,45638,17867,15557,3195,253,12868,12338,300,50,6269,207908,114069,55114,20007,19398,3684,622,222322,121933,57291,20390,22711,3981,629,79386,51748,17915,6033,3324,859,179,0,0,106124,66094,24030,9497,4971,905,5,9068,4301,198,5,631,0,144897,83402,33110,12413,13131,4015,422,144897,83402,33110,10490,11526,386,139,5137,122045,77916,26064,9791,5961,1059,50,0,0,0,0,139718,87349,31552,11135,7508,1165,60,10418,6301,117,60,148763,93102,32655,11319,9497,1180,105,10531,8386,157,105,159070,96922,35060,12913,11663,1214,145,11849,10279,128,145,43959,17834,25782,41969,15453,26516,27680,8897,18783,28703,10378,18325,62132,23839,33678,179353,62681,104989,63684,25989,35124,64943,30958,33202,64771,26077,37138,64236,29331,32553,64433,28781,33617,177970,54890,107582,74424,32881,39242,96773,45276,49285,94685,42222,49943,275172,122268,152904,79242,35662,41207,79643,36500,41813,77616,35354,39287,78451,35752,40177,78045,33127,42712,8585,3966,4619,97059,44470,50252,117696,52899,62497,116260,54415,58712,107587,46608,60979
53,53,194417,120539,67601,3866,1451,2733,211,0,0,203819,119595,75887,4240,1851,4905,161,0,0,199548,115565,72969,4730,2331,5480,474,205559,119467,76912,4443,1929,4176,207,3254,1196,519,74,3581,200950,114228,76608,4816,2344,3702,407,202679,116827,74947,5027,2322,4215,218,150836,100234,45684,2747,1036,2027,152,0,0,152915,100495,46760,3068,661,1775,86,2862,523,548,86,94,0,159656,98924,51911,3496,1657,4302,321,159656,98924,51911,2597,1045,554,88,4066,154455,100950,47765,2963,597,2095,58,0,0,0,0,152370,97505,48623,3516,852,1574,47,3299,666,391,47,154245,100065,47361,3883,1054,1789,43,3553,840,298,43,155760,100345,48041,3851,1274,2079,75,3382,1124,342,75,79357,21124,56957,76193,17449,58744,48770,8567,40203,50840,10682,40158,82740,17659,62389,240316,49028,180649,75441,15362,57964,76607,17875,58157,76504,15168,60425,76022,17709,56735,76157,18028,56682,218260,32495,176289,84202,18507,64411,99885,22852,75912,98430,21125,75362,288676,63727,224949,85664,18521,65754,80355,16172,63132,79573,16435,61108,79681,16214,61564,79191,14914,62631,61431,12073,47420,94273,20634,72331,103322,22397,80056,102675,23756,76730,78397,16445,61144
54,54,163471,78373,33931,44635,7534,3086,2586,0,0,180482,76254,43216,57551,9309,3228,3036,0,0,185290,71769,45733,58231,9244,6161,3752,181005,75888,42270,58681,9847,2788,3079,46483,5743,383,1602,8352,185057,74889,46027,60423,8690,4500,2196,187784,74573,46046,62684,8829,4790,1984,116510,60931,21333,28471,5260,1995,1557,0,0,122955,58183,24580,32469,4341,1278,1081,31313,3787,376,1081,1171,0,134595,57217,30024,38660,6698,4324,2283,134595,57217,30024,33193,4649,618,1555,6615,125854,59939,24859,33170,4572,1306,1069,0,0,0,0,128565,59483,27377,34428,4081,1341,932,32611,3566,239,932,130393,59187,27666,36329,4244,1387,800,33923,3640,204,800,129927,59041,27164,36802,4446,1314,712,34144,3739,195,712,44236,21400,22498,40712,18244,22468,19366,6415,12951,19986,6965,13021,44923,18569,23875,130483,51887,71663,39389,16277,21742,39845,18029,21501,39764,16109,23034,39600,17364,21223,39641,17209,21485,112226,34203,67207,46820,20419,25240,59277,26951,31065,58866,25756,31416,175007,78671,96336,46796,19945,25699,39813,15463,23763,39286,15197,22862,39374,14999,23153,39112,14471,23656,0,0,0,52356,22067,29211,58945,24104,34027,58116,24607,31937,26282,4880,21402
55,55,146764,78916,33079,29766,5490,2395,1145,0,0,168117,83309,43322,37163,6809,2679,1493,0,0,185357,85011,47734,42374,9027,6455,2229,174695,83093,47855,39296,6845,2741,1596,30735,3814,454,609,7674,187764,86065,51585,43133,8817,4466,2062,192027,89012,51991,42815,9314,4971,2086,105608,61923,20342,19096,3772,1615,698,0,0,115640,64497,23515,22756,2972,1286,346,21266,2243,313,346,491,0,137568,68907,31152,28819,6193,4651,1374,137568,68907,31152,24824,4386,519,886,6265,118441,63796,25220,24152,3076,1245,391,0,0,0,0,127610,66481,28458,26833,3586,1311,515,24835,2659,237,515,130432,69103,28714,26538,3695,1308,523,24589,2767,208,523,136154,70227,31569,27494,4022,1223,669,25345,3086,227,669,46122,19013,26744,44365,17268,27097,22596,6709,15887,23204,7447,15757,50778,19232,28123,147029,52746,86180,46135,17839,26583,46732,20388,25936,46634,17694,28123,46388,19320,25843,46460,19133,26155,131931,37760,82025,54213,22452,30320,68413,30063,36828,67933,28657,37518,201605,86198,115407,54749,22738,30546,48181,19322,28125,47523,18972,26975,47730,18735,27430,47423,17970,28122,0,0,0,62593,26373,34910,72068,29869,41134,71224,30834,38531,53128,18668,34460
56,56,177293,117826,36180,19442,3499,1997,222,0,0,191425,118832,45406,21997,4663,2029,267,0,0,199975,119341,47594,23972,5764,5659,384,191905,119455,45322,21464,4687,1836,288,19254,3710,290,21,3541,197364,121191,47682,22248,5268,2031,335,200866,123421,47919,22617,5457,2271,314,133570,94412,22813,13058,2618,1436,161,0,0,137021,95760,23157,14845,2195,820,16,14704,1853,254,16,185,0,152415,96864,31491,16368,4386,4210,272,152415,96864,31491,14631,3496,550,99,4785,137112,96408,23547,14111,2049,787,32,0,0,0,0,141751,98565,24820,14402,2610,971,43,13749,2007,275,43,144319,100307,24787,15173,2638,1078,44,14104,1971,326,44,145544,100603,25509,15247,2695,1078,45,14043,2028,244,45,65356,21397,43481,60782,17935,42847,35959,8010,27949,36973,9576,27397,65798,19718,42836,194186,54418,132394,62028,18055,41915,62742,21513,40749,62846,18295,43608,62429,21186,39742,62607,21389,39796,176467,38878,127741,68887,22106,45263,81353,27568,52408,80130,25021,52989,234400,74433,159967,68640,21765,45370,62059,18584,42660,61550,18523,41151,61751,18617,41578,61431,17032,43140,61354,17974,43380,75581,24117,50127,83777,26291,56451,83945,27778,54432,82405,24469,57936
57,57,118434,81302,21906,10378,3944,1881,239,0,0,172973,108400,34081,20894,8949,2768,304,0,0,186531,101787,39726,26800,14105,6339,491,177433,106091,34644,23770,13224,3558,372,19525,9180,607,45,6889,184345,103395,38568,28909,13377,4794,237,192656,103557,41946,30945,16354,5270,169,82208,59504,12915,6364,2574,1235,147,0,0,113316,81171,15590,11724,3067,1676,45,11109,2606,579,45,179,0,133748,78184,25362,17189,9459,4407,282,133748,78184,25362,15246,8242,615,89,5417,115676,80219,15294,13717,4731,1669,29,0,0,0,0,122462,79654,17767,18491,5082,1480,24,16800,4283,238,24,128015,79851,20718,19320,6613,1546,24,17608,5508,234,24,132383,80624,21873,20496,7651,1791,5,18718,6370,301,5,43474,14823,28366,43879,13541,30338,25473,6725,18748,26301,8064,18237,57806,19266,35368,170601,51964,109916,57462,21330,33915,58675,25117,33050,58424,21270,35893,58082,23597,32748,58194,23322,33275,160700,44793,103966,67245,26563,38986,85919,36584,47935,85017,33611,48993,247601,100349,147252,69319,27761,39878,64959,26311,37715,64477,25757,36245,64657,26043,36497,64175,23930,38405,62086,4123,40116,80792,33251,45860,92496,37536,53558,92316,39506,50713,78493,29848,46683
58,58,159421,122137,28945,4823,1549,2266,648,0,0,176050,127377,37359,6961,2142,2300,886,0,0,189132,126237,44300,9003,2945,7011,1232,180317,128810,39287,8192,2223,2235,874,6460,1528,319,700,3122,192027,131722,44770,10642,2991,3340,1041,198330,132585,48122,11684,3274,3866,1124,116027,92763,17652,3065,1061,1585,370,0,0,126568,98278,21073,4266,1065,1327,369,4067,905,369,369,170,0,140933,99137,28557,5874,2010,5119,735,140933,99137,28557,4841,1412,731,532,5275,130085,99850,22409,4754,1155,1358,439,0,0,0,0,137295,102615,24903,6261,1328,1588,74,5764,927,345,74,140475,103475,26293,6877,1437,1714,194,6319,1075,381,194,145282,105046,28060,7958,1690,1836,179,7219,1253,306,179,53478,13701,39358,51573,11033,40540,30079,5086,24993,30893,6383,24510,61499,11528,47585,180484,33714,138757,55168,10902,42388,56122,13043,42600,56043,10603,44624,55657,12930,41319,55832,12699,41954,160332,23061,129715,63524,13501,48810,76970,17230,58729,76377,16184,58502,225085,48632,176453,64841,13880,49750,59902,12819,46384,59573,12611,45037,59685,13250,45046,59267,11701,46438,0,0,0,74110,16905,55975,86239,19998,65245,85586,21794,61680,75676,5953,68221
59,59,172977,128241,25349,14789,3198,2814,1108,0,0,183784,131498,30875,14792,3660,6316,1252,0,0,195458,132839,34739,17935,4613,6428,1773,186261,132461,31800,14509,3932,6614,1162,10559,2275,910,645,7574,196418,136023,34932,17015,4511,6279,1452,199534,136585,36198,17692,4850,6500,1407,130806,101475,15802,9891,2166,1921,610,0,0,138090,105570,17309,9859,1638,3265,381,8896,1225,919,381,400,0,152143,108250,23413,12594,3221,4684,1051,152143,108250,23413,10452,2206,804,713,5857,140305,106670,17992,9804,1773,3416,411,0,0,0,0,148040,110950,19853,10737,2140,3398,464,9370,1637,442,464,150305,112019,20888,10891,2280,3206,446,9528,1686,400,446,153223,113237,21882,11540,2302,3290,538,10009,1663,456,538,58823,15697,42493,54288,11350,42938,30624,5103,25521,31476,6386,25090,62104,11711,47877,181669,33555,140310,56069,10842,43685,56823,12780,43566,56805,10635,45405,56518,12707,42462,56676,12784,42667,163056,22889,132876,64019,13329,49403,77602,16821,59404,76629,15697,58931,225448,47345,178103,65070,13085,50600,60222,11160,48210,59735,11129,46662,59851,11629,46739,59496,10274,48145,0,0,0,73448,14956,57192,83242,16485,65944,82773,17644,63186,75316,6973,68227
60,60,154668,128945,19406,3325,1199,2330,134,0,0,171715,139764,24340,4088,1674,3156,219,0,0,185732,144781,27637,4113,2424,6643,392,176597,142701,25667,4572,1770,3073,203,2749,1004,776,38,3455,189017,149724,28824,5026,2250,4024,201,196277,154074,30422,5331,2506,4045,367,115463,99105,11866,2287,802,1669,84,0,0,124540,108310,11324,2268,741,1726,43,1925,461,716,43,129,0,140599,113471,17618,2528,1575,4880,257,140599,113471,17618,1806,1009,855,79,5324,128605,110865,12608,2353,842,1735,18,0,0,0,0,137955,116915,15215,2640,1031,1909,33,2278,871,329,33,142525,120550,15774,2974,1040,2034,33,2533,870,229,33,148931,124567,17611,2949,1308,2034,34,2291,1086,235,34,61301,13634,47107,59499,9979,49520,37411,5277,32134,38680,6850,31830,70574,10400,57791,208292,29929,170917,66478,9981,54700,66889,12117,54245,67219,9919,56441,66868,12029,53279,67023,12073,53658,194284,21366,166060,75539,12286,61916,92426,15592,75609,91580,14321,75016,269768,42255,227513,78406,12573,64358,75705,11826,62930,75255,11711,61047,75437,12452,61158,75079,10674,63113,47665,6813,40852,91689,15052,75170,107942,17399,89629,107696,19154,86304,102444,10230,92150
