ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_AUD_Total,E_18_AUD_Dem,E_18_AUD_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,BARN1,41201,38312,862,985,468,353,38,0,0,40498,37374,859,1186,705,294,76,0,0,42974,37132,1341,2070,763,518,41,39835,36352,1271,1195,641,296,81,794,518,76,8,718,42823,38371,1470,1066,834,445,33,34954,33108,547,569,309,230,28,0,0,33991,32533,410,516,276,240,10,432,246,175,10,35,0,37445,33268,916,1380,580,369,32,37445,33268,916,1071,413,52,14,1340,33792,31919,600,674,370,255,10,0,0,0,0,36811,34422,863,638,545,390,10,561,406,105,10,37590,34490,1251,861,807,215,9,605,633,8,9,26498,14722,11287,26183,14127,12056,19181,10316,8865,19580,8324,10368,26463,14216,10419,23381,12433,10216,23037,5556,17411,23340,14560,8775,22625,12767,8766,23057,15495,7008,22703,13864,8216,25654,13753,11420,29283,18025,10663,28992,17652,11159,29015,17244,11187,28824,15918,12873,28427,17190,11219
2,BARN2,41163,35464,1439,1967,714,584,64,0,0,41481,33841,2801,3200,883,338,158,0,0,45195,33100,2894,3418,1161,800,90,42167,33008,2661,3771,650,317,185,2983,365,139,98,2373,45796,33479,3355,4302,726,255,69,34083,30014,976,1285,500,379,47,0,0,30570,27362,826,1488,526,272,58,1239,432,135,58,69,0,37812,28841,2015,2395,841,613,80,37812,28841,2015,1719,678,166,21,3206,30628,27288,860,1534,464,274,94,0,0,0,0,32827,29326,1074,1690,439,194,10,1498,346,73,10,33553,30050,864,1824,379,479,4,1459,250,84,4,22287,12163,9706,22659,11791,10868,16071,8296,7775,16381,6543,9153,22947,11691,9683,19406,9768,9015,19116,4718,14347,19332,11485,7837,18815,9964,7859,19153,12272,6385,18933,11040,7380,21704,11157,10146,25034,14750,9851,24756,14478,10146,24528,13701,10289,24222,12667,11521,23921,13770,10126
3,BARN3,43161,38797,889,1457,656,1027,65,0,0,42936,37929,1110,1752,929,1178,35,0,0,44687,38420,1212,1849,885,1264,57,42943,38393,940,1493,824,1037,0,745,541,645,0,1289,45669,40132,1080,1813,1007,1270,52,35103,32119,577,968,434,692,40,0,0,35420,32650,705,852,272,784,0,673,254,729,0,146,0,38062,33665,791,1240,627,874,44,38062,33665,791,714,461,421,8,1521,35532,32871,633,983,276,731,0,0,0,0,0,37790,34747,583,1053,505,794,0,695,363,389,0,38433,35138,728,1013,625,861,5,735,369,344,5,24938,13687,10817,24354,12690,11664,18224,9460,8764,18620,7446,10461,26550,13701,11074,23230,11736,10717,22838,5454,17296,23179,13763,9410,22344,12258,8931,22831,14919,7344,22533,13447,8515,25780,13265,12015,29836,17729,11519,29461,17245,12074,30142,17392,12124,29784,15829,13911,29399,17675,11710
4,BARN4,36909,34659,666,735,339,342,15,0,0,36582,33694,745,1195,560,254,59,0,0,41777,37437,1191,1609,554,436,38,36595,33768,959,1156,533,335,53,653,452,28,7,431,41702,38036,933,1191,732,373,71,32078,30493,458,495,212,255,9,0,0,31110,29740,359,421,363,214,10,391,263,25,10,0,0,37201,33972,841,1136,400,355,24,37201,33972,841,814,283,55,0,982,31440,30305,357,261,300,194,4,0,0,0,0,36350,34810,398,588,353,180,0,323,253,40,0,36974,35018,714,676,340,193,0,409,258,33,0,27221,16822,9922,27039,16352,10687,19974,12021,7953,20295,10197,9349,27382,16579,8884,24495,15056,8800,24148,7712,16370,24411,16690,7708,23868,14740,7668,24149,16883,6475,23875,15831,7360,26704,16208,9989,30356,20851,8826,30112,20410,9575,30006,20423,8902,29793,19096,10673,29408,20040,9349
5,BARN5,42819,40434,665,573,646,387,49,0,0,41360,38279,920,861,787,293,0,0,0,43420,39046,1001,965,925,611,55,41465,37683,861,1008,1180,326,0,699,862,100,0,665,42572,39057,980,913,958,363,0,33272,31722,425,380,384,261,25,0,0,33594,32158,578,339,321,191,0,244,260,84,0,18,0,36054,32973,714,620,664,435,49,36054,32973,714,334,517,106,8,1104,33605,31857,574,440,567,277,0,0,0,0,0,34777,32953,708,413,473,273,0,340,405,112,0,34765,32944,724,390,472,242,0,238,351,87,0,24483,12391,11733,23889,11312,12577,17346,7980,9366,17724,6276,10724,25515,11731,12048,21564,9761,11080,21088,4656,16363,21509,11475,10025,20707,10259,9342,21184,12767,7888,20846,11224,9013,24232,11302,12444,28268,15242,12438,27961,14959,12821,27601,14155,12828,27276,13000,14238,26989,14544,12426
6,BDN,37336,32122,1507,1863,590,634,36,0,0,39119,33800,1276,2363,909,659,171,0,0,45798,35545,3115,3026,1151,877,142,39142,32070,2412,2945,919,808,299,1614,559,459,7,1462,45482,35936,3097,3259,1376,859,76,30570,26781,1069,1335,406,445,24,0,0,30435,27747,830,928,519,239,0,776,351,155,0,193,0,38543,30761,2245,2374,840,681,95,38543,30761,2245,1688,564,200,13,2253,30823,26615,1425,1478,525,480,0,0,0,0,0,34340,29867,1602,1848,442,344,15,1546,381,146,15,34828,30188,1562,2048,470,329,28,1734,367,104,28,23444,16465,6534,23926,16350,7576,15845,10638,5207,16093,9033,6406,25106,17058,6360,20392,13992,5671,20208,8293,11883,20279,15189,5087,19643,13352,4888,20113,15145,4177,19808,14342,4714,23416,15874,7068,27652,20552,6559,27276,20132,7023,26820,19135,7037,26450,18190,8232,26039,18966,7057
7,BERK1,44142,40957,1036,1143,828,350,46,0,0,42415,38061,1651,1489,1023,440,63,0,0,42503,37145,1557,1497,1058,913,41,42115,37620,1641,1296,1204,523,40,708,971,89,17,1031,42646,38103,1562,1181,1312,513,12,35905,33596,738,738,679,274,30,0,0,34695,32015,1133,696,555,265,14,564,469,71,14,47,0,35442,31423,1130,1015,853,720,28,35442,31423,1130,637,659,47,6,1385,34570,31895,1135,606,611,282,20,0,0,0,0,35115,32530,1097,534,694,249,10,395,478,32,10,36043,33143,989,689,951,261,5,490,712,42,5,21564,15970,5083,20532,15792,4740,12255,9108,3147,12601,8477,3523,21373,13384,6298,16982,11755,4695,16834,7651,9162,16730,12065,4624,16329,11428,3771,16646,12103,3781,16437,11762,3806,19422,12650,6323,22725,15480,6734,22210,15539,6479,22153,14143,7486,21784,14238,7530,20739,14052,0
8,BERK2,44737,38437,2225,3286,727,313,48,0,0,42767,35620,2891,3379,1015,279,36,0,0,43927,34186,3539,4439,900,806,37,42514,34846,3063,4093,1068,349,30,1759,719,30,30,2045,43730,34685,3690,4517,957,565,12,35251,31349,1356,1889,507,231,28,0,0,33720,29765,1518,1879,324,223,30,1315,259,49,30,10,0,35450,28979,2255,2771,661,629,21,35450,28979,2255,2073,527,63,5,1353,34045,29680,1718,1989,422,153,30,0,0,0,0,34730,29805,2033,2313,370,97,10,1629,280,22,10,34181,29170,2169,2196,387,172,0,1367,332,12,0,20535,15657,4401,19688,15642,4046,11055,8433,2622,11403,7559,3155,20202,13907,4771,16444,11970,3978,16289,7517,8755,16016,12132,3863,15509,11526,2915,15921,12146,3002,15647,11879,2973,18623,13017,5215,21942,16404,5017,21265,16208,4914,20771,14628,5658,20295,14666,5616,19426,13575,0
9,BERK3,42340,39532,1269,703,609,282,25,0,0,41243,37707,1457,959,777,212,20,0,0,42596,37932,1968,839,923,585,47,41298,37972,1533,865,590,225,7,694,502,60,7,335,42387,38467,1577,830,872,202,20,34439,32547,880,421,415,207,13,0,0,33510,31760,753,544,333,96,12,463,265,40,12,20,0,35876,32608,1366,515,638,441,30,35876,32608,1366,350,491,42,4,902,33620,31780,1016,477,223,112,12,0,0,0,0,35200,33015,1117,512,419,138,4,383,297,56,4,35072,33064,917,563,409,83,12,357,356,44,12,23940,17931,5392,22820,17406,5414,15187,11330,3857,15549,10171,4523,24042,16423,5770,20441,15067,4828,20305,9862,10414,20105,15375,4659,19588,14345,3905,19982,15186,3886,19658,14681,4008,22836,16003,6359,26708,19821,6313,26037,19514,6304,25750,18323,6661,24773,17899,6838,24378,15427,0
10,BRISTOL1,39749,36260,793,1143,1345,220,41,0,0,41439,35554,1855,2372,1985,204,4,0,0,42367,35661,1585,2214,2197,374,36,42060,35267,1945,2517,2754,249,4,1831,2299,11,0,664,42396,35553,1785,2345,2988,202,20,29937,27634,516,731,894,139,26,0,0,32089,28572,1121,1291,930,148,0,1096,841,15,0,10,0,33904,29192,1093,1536,1523,288,26,33904,29192,1093,1182,1371,25,1,883,32278,28555,1120,1278,1146,165,0,0,0,0,0,32608,28998,1039,1195,1264,106,0,959,1095,4,0,32865,29094,1012,1531,1068,64,0,1354,922,0,0,19798,10364,9108,21168,10741,10427,14103,7334,6769,14597,5243,8710,22223,11233,9148,18388,9174,8571,18113,4314,13757,18252,11537,6710,17522,10064,6480,17982,12081,5468,17641,10829,6330,21018,10862,9633,24916,14737,9557,24394,14173,10069,24341,13210,10412,23909,12107,11762,17710,16778,0
11,BRISTOL2,39950,33447,2602,1541,2093,291,65,0,0,41227,34116,2759,2260,1918,161,71,0,0,42780,32152,3885,3493,2418,702,63,41954,34774,2813,2430,1854,141,84,1739,1699,14,39,734,42965,34828,3436,2788,1647,272,57,30855,26492,1681,980,1484,220,48,0,0,31357,27547,1317,1241,1093,126,30,1160,1063,17,30,20,0,34170,26624,2682,2394,1788,510,44,34170,26624,2682,1773,1609,54,7,1166,31544,27665,1249,1367,1091,96,40,0,0,0,0,31823,27632,1771,1244,943,104,40,1127,874,0,40,32139,26707,2347,1611,1294,122,0,1414,1220,0,0,17224,9588,7262,17738,9797,7941,10655,5805,4850,10998,4485,6003,18817,9569,7877,14367,7575,6226,14256,4175,10068,14255,8882,5366,13777,7870,5047,14065,9005,4624,13865,8461,4967,17369,9196,7757,21505,12419,8514,21160,12519,8462,21237,11508,9183,20833,11256,9556,15597,15279,0
12,BRISTOL3,42605,36510,2048,2643,694,326,63,0,0,44490,34591,3574,3848,1248,189,57,0,0,45685,34055,3248,5880,1035,646,51,45394,34072,3893,4587,1220,301,116,2996,982,3,0,2266,46494,34245,3782,5597,1489,275,40,32753,28885,1229,1586,440,227,46,0,0,32810,28085,2033,1844,727,101,0,1667,695,6,0,16,0,36449,28455,2082,3917,757,445,40,36449,28455,2082,2546,617,72,11,1941,33467,28519,2201,1926,580,146,0,0,0,0,0,34497,28950,2050,2503,841,55,0,2174,792,2,0,34442,28095,2290,3266,566,187,4,2891,536,14,4,18423,10431,7644,19136,10973,8163,11549,6741,4808,12134,5225,6296,19686,10094,8176,15026,7674,6819,14778,3995,10736,14807,9214,5582,14187,8309,5119,14622,9576,4632,14409,8438,5635,17974,9379,8184,22194,12691,9008,21557,12580,8798,22163,11456,10207,21579,11114,10443,16551,14309,1995
13,BRISTOL4,39441,37385,648,515,607,211,49,0,0,42579,39581,970,715,806,154,200,0,0,42432,38060,1189,1033,1161,454,41,42673,39414,1133,662,1097,98,255,320,697,24,43,962,42534,38643,1632,1427,611,182,113,30307,28948,378,347,403,155,34,0,0,32857,31175,548,348,538,153,100,347,358,13,100,0,0,33936,30988,708,667,798,347,33,33936,30988,708,353,655,49,2,961,33567,31720,650,285,635,113,45,0,0,0,0,33838,31785,937,564,280,115,0,564,155,27,0,33628,31350,1110,518,299,198,0,451,228,4,0,20767,11128,9252,20594,10404,10190,12147,5960,6187,12425,4593,7255,22508,9911,10973,17337,8167,8642,17156,4346,12783,17161,9409,7740,16569,8545,7165,16938,9670,6856,16724,9058,7255,20806,9589,10760,25741,12840,12315,25173,12821,12132,26006,11899,13542,25557,11199,14330,17569,16897,0
14,BRISTOL5,41773,38875,1074,1054,442,243,52,0,0,42802,39101,1153,1629,410,126,66,0,0,44702,38594,1866,2260,744,630,54,42659,38942,1088,1495,534,221,98,1091,276,31,42,906,43362,38823,1346,1597,754,390,127,32912,31183,597,597,279,167,36,0,0,33957,32137,633,782,276,78,50,744,181,26,50,9,0,35466,31606,1079,1329,513,462,44,35466,31606,1079,819,365,35,4,1244,34003,32020,715,736,390,90,40,0,0,0,0,34469,32060,738,860,479,218,70,679,313,20,70,35025,31680,1583,996,513,189,0,740,430,6,0,21230,12634,8136,20905,12434,8471,12232,7242,4990,12613,5865,6201,22016,10376,10249,16330,8048,7729,16178,4249,11902,16175,9464,6704,15667,8813,6032,16029,9917,5719,15877,9148,6353,19874,9584,9881,24745,12518,11739,24062,12872,10924,24886,11308,13162,24396,10978,13405,16745,16428,0
15,BRISTOL6,42617,36454,2574,1968,1228,316,80,0,0,42895,34114,4028,3102,873,845,0,0,0,44424,33167,4953,4017,1279,616,62,43233,33446,4125,3958,1015,967,0,2176,870,1,0,2167,44582,33928,4568,4811,924,356,71,33877,30038,1472,1192,811,209,55,0,0,32499,27624,2394,1537,472,576,0,1201,390,3,0,85,0,35582,28130,3092,2509,946,435,41,35582,28130,3092,1540,791,73,3,1594,32227,26894,2281,1739,656,739,0,0,0,0,0,32938,27929,2170,1929,652,185,0,1672,581,0,0,32365,27083,1837,2129,966,258,0,2023,864,55,0,16220,11118,4750,15471,10780,4691,8891,5967,2924,9202,4996,3763,16129,9025,6196,11223,6426,4414,11128,3499,7601,11003,7129,3869,10613,6504,3426,10926,7309,3219,10701,6771,3564,13926,7685,5997,17507,9846,7347,16800,10137,6577,16649,8195,8117,16053,8257,7772,11288,11170,0
16,BRISTOL7,39353,31746,3579,2485,1209,363,99,0,0,39368,29209,4793,3704,889,909,43,0,0,41990,28176,6654,4411,1453,655,108,39360,27607,4775,4876,1386,1192,0,2562,1333,143,0,2734,40680,26473,5755,5450,1503,1100,0,30315,25786,2031,1369,792,218,68,0,0,26936,22070,2284,1484,475,680,0,1115,464,70,0,7,0,32573,23457,4265,2753,1043,477,81,32573,23457,4265,1463,928,72,9,1901,26878,21370,2351,1971,813,764,0,0,0,0,0,27506,21315,2778,2206,877,762,0,1472,851,95,0,27176,21212,2955,1858,1010,537,0,1151,968,10,0,12550,9397,2897,11488,9009,2479,6099,4446,1653,6254,3769,2094,11756,6998,4095,7029,4346,2431,6988,2505,4475,6883,4567,2281,6677,4292,1954,6837,4681,1897,6740,4528,1961,9336,5347,3802,12039,6473,5319,11446,7170,4217,11640,5431,5973,11129,5813,5295,8022,7930,0
17,BRISTOL8,39895,37347,1035,680,429,202,38,0,0,40969,36962,1809,888,568,385,89,0,0,42005,36750,2123,1416,646,498,60,40835,36447,1782,1181,735,167,75,373,616,9,0,1093,42962,37928,2134,1264,720,178,178,31750,30135,595,404,274,147,27,0,0,31974,30111,947,405,310,200,0,288,250,20,0,33,0,34357,30838,1349,858,450,364,39,34357,30838,1349,385,364,38,10,1065,32488,30189,1148,549,424,124,0,0,0,0,0,33795,31526,1111,475,438,84,0,243,407,20,0,33486,31046,1291,427,450,169,6,168,349,11,6,20169,12460,7299,18197,10919,7278,11611,6999,4612,11895,5626,5577,20786,9900,9720,15726,7532,7639,15473,4222,11222,15468,8727,6739,14933,8064,6002,15253,9061,5757,15112,8177,6535,18757,8889,9520,23045,11166,11444,22383,11729,10463,23749,10270,13032,23128,10156,12939,20197,12122,7898
18,BRISTOL9,42348,38007,1288,1437,915,258,55,0,0,42417,37370,1562,1768,1256,204,19,0,0,42184,35247,1998,2405,1224,368,40,42409,36218,2416,1764,1378,214,10,1178,950,0,0,1266,40676,33891,2440,1781,1614,439,94,34860,31575,897,1149,678,185,47,0,0,34322,30965,1089,1356,755,160,0,1099,635,8,0,26,0,35302,29861,1466,1950,954,272,31,35302,29861,1466,1116,829,39,4,1588,34139,30485,1522,1341,701,155,0,0,0,0,0,33314,29548,1369,1191,800,188,45,918,728,0,45,34113,29335,1853,1453,934,290,18,1071,819,5,18,20394,12998,7057,19683,12481,7202,11187,7245,3942,11390,5420,5383,20267,10610,8327,15596,8320,6770,15311,4676,10604,15424,9537,5878,14872,8725,5306,15222,9776,5015,15076,9010,5715,18234,9519,8346,21751,11742,9636,21225,12221,8867,22731,11049,11296,22221,10793,11408,21607,11586,10005
19,BRISTOL10,41197,38571,705,775,418,225,30,0,0,42678,38379,1585,703,912,240,21,0,0,42869,37978,1673,1357,604,506,44,43091,38800,1713,712,632,204,339,334,448,0,0,897,43619,39137,1366,1165,629,489,339,32729,30961,402,519,280,155,19,0,0,33960,32063,832,380,550,107,0,313,487,0,0,41,0,35090,31743,1063,865,429,347,29,35090,31743,1063,316,320,68,5,1210,34492,32575,832,363,423,61,145,0,0,0,0,35114,33099,675,475,381,229,140,373,369,63,140,35181,32936,816,521,336,252,162,436,305,63,162,23000,13577,8990,23070,13249,9821,14912,8794,6118,15278,6764,7717,23888,11752,10507,19630,9733,9284,19284,5002,14215,19443,11319,8116,18755,10197,7491,19158,11910,6740,18929,10389,8088,22448,11114,10887,26723,14423,11777,26162,14483,11493,26951,13524,12939,26566,12757,13785,26012,13932,12054
20,BRISTOL11,39381,23934,8272,4735,501,1335,159,0,0,40212,20156,11569,4806,871,289,89,0,0,43150,20145,13832,7249,583,1555,93,39476,19591,11661,5711,951,683,56,3178,679,41,18,1948,41232,19532,13065,6268,1021,1258,21,29829,19535,5236,3118,355,983,116,0,0,26455,17822,5187,2866,414,151,0,2471,354,18,0,79,0,32883,16949,9099,5112,420,1102,72,32883,16949,9099,1854,300,123,11,3099,25708,16643,5277,3113,337,202,0,0,0,0,0,26233,16203,5961,3352,267,292,0,2860,189,93,0,26265,15605,6294,3647,380,327,10,3042,235,69,10,11890,9142,2517,12418,9910,2508,5504,4354,1150,5615,3712,1530,11774,7886,3160,7646,5190,2145,7547,3685,3836,7544,5551,1986,7350,5195,1692,7493,5444,1669,7429,5310,1859,9731,6394,3137,12224,7828,4148,11905,8310,3502,11674,6316,5053,11290,6740,4516,11017,6753,4229
21,BRISTOL12,42720,39426,901,1321,607,253,41,0,0,43978,39007,1534,2169,445,366,162,0,0,45261,38862,1585,2597,862,586,70,44376,39469,1459,1754,488,467,126,1044,397,21,2,1525,45743,39753,1591,2049,563,472,193,32372,30275,533,829,384,179,33,0,0,33858,31143,855,1300,286,300,1,1035,276,1,1,10,0,35941,31514,1004,1734,637,420,49,35941,31514,1004,1030,488,37,10,1516,34478,31868,886,1145,327,346,2,0,0,0,0,35336,32089,894,1561,364,372,50,1404,358,85,50,35740,32541,862,1643,434,444,39,1325,374,105,39,20253,10125,9702,19350,9604,9746,13220,6621,6599,13675,4858,8050,22165,9390,10961,17646,7369,9675,17271,3929,13272,17399,9282,8109,16791,8303,7498,17219,10028,6694,17306,7270,9715,20639,9044,11058,25133,12045,12401,24522,12234,12015,25739,11214,13981,25137,10527,14583,18850,15039,3371
22,BRISTOL13,39932,27189,6543,3770,514,698,161,0,0,39137,24709,6602,4195,753,347,71,0,0,41840,24931,8983,5687,684,1114,81,39813,24393,7191,4569,712,588,79,2407,569,36,0,2583,42404,26349,8239,4589,818,739,164,30585,22302,3967,2441,359,474,122,0,0,27624,20865,3328,3063,252,181,15,2552,170,8,15,49,0,32556,21159,5612,3826,505,748,60,32556,21159,5612,1362,332,78,16,2778,27818,20989,3536,2923,290,269,10,0,0,0,0,29090,22480,3900,2247,329,241,20,1902,204,27,20,28458,21271,4047,2530,311,294,11,2121,176,40,11,14552,10925,3393,14734,11535,3199,7510,5824,1686,7704,4927,2352,14222,9131,4224,10317,6699,3179,10145,4481,5622,10149,7316,2824,9866,6763,2474,10058,7238,2403,10007,6929,2740,12360,7820,4279,14991,9460,5254,14565,9861,4574,14818,8290,6238,14354,8547,5773,14065,8675,5302
23,BRISTOL14,39986,36240,987,918,1599,245,39,0,0,40546,34560,2094,1217,2592,106,126,0,0,42242,35008,1741,1930,2744,476,48,40358,35194,1809,1005,2077,94,98,392,1776,4,0,949,42398,36137,1366,1657,2675,174,40,29842,27380,648,580,1040,175,29,0,0,29411,27030,763,632,850,39,0,483,761,8,0,70,0,33258,28386,1123,1215,1889,331,27,33258,28386,1123,923,1710,28,0,895,30098,28047,732,584,672,46,0,0,0,0,0,32161,29170,675,966,1234,102,0,834,1183,0,0,32664,29102,656,1370,1309,133,0,1169,1217,37,0,19447,9959,9139,19597,9490,10107,12584,6105,6479,12971,4396,7994,21048,10206,9064,16707,8445,7529,16537,4029,12490,16570,10258,6310,15949,8926,6076,16401,10579,5361,16136,9706,5971,19695,10010,9172,23956,13834,9532,23468,13309,10021,23363,12447,10234,23031,11685,11320,16883,16430,0
24,ESSEX1,43060,40974,754,436,588,266,28,0,0,46147,42975,1331,883,986,194,40,0,0,46005,41627,1431,781,946,566,28,46252,42725,1359,909,1074,233,14,337,734,16,14,996,45782,41292,1425,1025,986,200,20,33776,32452,443,264,377,189,22,0,0,36286,34670,737,312,416,73,20,262,306,20,20,50,0,37821,34772,921,528,633,440,20,37821,34772,921,310,449,51,5,1163,36113,34208,895,352,477,126,15,0,0,0,0,35685,33634,961,460,467,155,0,274,412,29,0,36541,34175,1200,509,492,124,4,244,368,12,4,24249,14714,9049,21137,12618,8519,17153,10198,6955,17640,7718,9147,25913,14789,9163,22507,13043,8536,22242,5964,16237,22426,15548,6873,21603,12854,7251,22135,15326,6086,21691,14313,6631,25267,14547,10151,29585,19116,9806,29269,18840,10266,28969,18138,10149,28606,16889,11689,22633,22264,0
25,ESSEX2,44806,42535,679,324,1027,202,26,0,0,47547,44052,1307,790,1281,132,17,0,0,46064,41960,1324,613,1245,469,34,47634,43836,1382,653,1780,147,22,311,1151,26,22,860,46111,42321,817,795,1691,69,0,33924,32531,402,204,606,140,15,0,0,35704,34258,600,333,431,75,15,204,310,35,15,0,0,36873,34133,856,349,821,353,23,36873,34133,856,167,670,16,1,862,36605,34420,709,312,996,94,20,0,0,0,0,35963,33953,468,393,1063,35,0,292,638,4,0,36214,34197,608,294,997,62,0,188,598,4,0,27129,14370,12290,26681,13357,13324,19823,10152,9671,20393,7458,12092,28778,15151,11056,24909,13022,10905,24455,5986,18415,24810,15942,8862,24005,12846,9112,24455,15717,8021,23982,14539,8744,27571,14702,12149,31565,19266,11472,31236,18804,12219,30977,18359,11776,30712,16632,14050,23863,23282,0
26,ESSEX3,40890,31112,7240,2042,792,370,57,0,0,42938,28545,11047,3252,982,341,199,0,0,46085,28787,12637,3518,1081,922,86,43430,28315,11427,3268,1095,460,342,1278,682,9,0,1582,46345,29389,12982,3676,655,511,197,31493,25211,4557,1360,549,259,42,0,0,31391,23551,5736,1304,519,119,0,1030,474,10,0,170,0,36268,24391,8489,2393,820,663,69,36268,24391,8489,1329,639,74,4,1069,31612,23520,5908,1192,605,174,0,0,0,0,0,33899,24802,6869,1461,447,186,0,1156,322,0,0,34086,24957,7126,1221,498,128,0,954,324,0,0,17064,10108,6591,17899,10531,7368,10996,6336,4660,11384,4835,5978,19026,10091,7405,14320,7870,5848,14090,4154,9884,14186,9322,4851,13761,7791,5012,14064,9248,4327,13819,8748,4490,16982,9381,7153,20497,12297,7671,20113,12574,7271,19625,10701,8484,19260,10657,8586,14259,14134,0
