ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_AUD_Total,E_18_AUD_Dem,E_18_AUD_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
79,MIDDLE21,41370,33363,1008,1345,5490,167,29,0,0,45656,32761,1449,2247,9084,219,111,0,0,44679,31501,1653,2040,8670,306,42,45937,33899,906,1470,9412,234,263,1140,8063,64,95,1649,44482,32220,1568,1507,8782,334,144,31866,26333,680,891,3841,122,15,0,0,31404,25572,960,732,4001,74,55,717,3638,45,55,40,0,35076,25722,1095,1392,6259,226,36,35076,25722,1095,1178,5976,22,2,888,32437,26904,573,452,4301,60,95,0,0,0,0,31825,25822,1018,685,4015,89,50,604,3661,25,50,33170,26864,1015,768,4319,129,7,561,4015,15,7,22259,12874,9027,21305,12048,9257,15990,9443,6547,16436,7170,8636,24042,14330,8043,19970,11785,7461,19654,5691,13891,19800,13758,6030,18954,11340,6432,19418,13795,5096,19068,12809,5752,22661,13488,8675,26563,17821,8139,26188,17516,8501,24740,15778,8148,24354,14801,9498,18944,18398,0
80,MIDDLE22,40243,35568,1035,1003,2428,203,42,0,0,43200,35321,1959,2457,3542,254,76,0,0,42119,33359,1782,1999,3963,385,28,43274,34496,2273,2497,3823,342,47,2166,3110,21,36,1017,41708,32267,2239,2830,4057,291,62,30902,27582,706,713,1745,146,30,0,0,32605,28655,1040,1154,1670,20,50,1104,1630,0,50,35,0,34364,27867,1296,1427,3064,291,22,34364,27867,1296,1226,2894,34,1,791,32505,28450,1265,1229,1450,54,35,0,0,0,0,31415,27095,1360,1458,1400,49,30,1413,1350,0,30,31521,27184,1471,719,1935,141,6,630,1834,0,6,19353,9700,9280,20032,9951,10081,13703,7190,6513,14093,5121,8248,22082,10100,10319,17772,8193,8795,17423,4012,13310,17646,10637,6987,17029,8621,7420,17401,11273,5692,17060,10138,6411,20590,9983,10099,24644,13328,10731,24245,13611,10399,23707,11743,11383,23278,11224,12020,16934,16276,0
81,MIDDLE23,40921,33561,1351,2396,3434,213,24,0,0,42651,32309,1861,2660,5761,358,27,0,0,43780,32688,1975,2362,5919,333,42,43629,31868,2174,3012,6387,356,0,2274,5333,0,0,1864,43822,32094,2255,2950,6261,241,10,32724,27405,887,1760,2492,141,13,0,0,30356,25500,1115,1484,2161,90,0,1242,1870,25,0,51,0,34853,26681,1415,1855,4242,255,34,34853,26681,1415,1485,3829,26,7,1169,31130,25211,1387,1993,2398,144,0,0,0,0,0,32089,25548,1555,2020,2803,92,5,1659,2406,13,5,32250,25940,1731,1384,2960,153,11,1123,2567,20,11,23863,16763,6701,24414,17328,7086,17857,13539,4318,18266,11330,6175,25264,18633,5075,22448,17019,4725,22137,10594,11503,22319,18584,3716,21405,15602,4049,21950,17835,3027,21576,17151,3552,24268,18021,5804,26957,21666,4786,26713,21604,5001,25818,20373,4649,25444,19865,5538,21290,21015,0
82,MIDDLE24,40268,32593,1345,1460,4781,226,38,0,0,43337,31796,2040,1683,7854,183,0,0,0,45306,31950,2225,1844,8579,345,45,43512,32243,2003,1562,7702,213,0,1076,6579,71,0,1470,45525,31873,2342,2040,8879,201,12,31035,25749,910,1013,3275,149,26,0,0,28758,23924,1072,925,2771,8,0,780,2406,4,0,60,0,35211,25874,1490,1318,5976,238,31,35211,25874,1490,1001,5519,12,5,1121,29182,24392,1124,748,2869,18,0,0,0,0,0,30417,24439,1434,1091,3354,87,3,941,2906,32,3,31005,24554,1353,1132,3797,60,23,993,3336,12,23,23161,16867,5846,23435,16725,6710,17187,13067,4120,17637,10776,6244,24388,18225,4437,22162,16958,4380,21906,10766,11096,21970,18299,3661,21062,15334,3929,21582,17472,3080,21214,16816,3536,23827,17850,5436,26501,21618,4294,26194,21296,4751,25107,20027,4137,24774,19433,5299,20549,20368,0
83,MIDDLE25,41372,28028,2581,3430,7315,321,69,0,0,43115,27433,3800,3768,8389,302,74,0,0,42902,25851,3511,3855,9254,429,126,44002,27242,3791,3795,9241,437,95,2679,7874,148,17,1989,42961,25932,3455,3900,9376,373,108,38157,26216,2258,2856,6763,275,63,0,0,32155,22765,2452,2225,4502,97,20,1949,3819,29,20,73,0,39162,23958,3053,3382,8405,349,96,39162,23958,3053,2582,7393,39,22,1834,31909,22696,2203,2209,4515,195,20,0,0,0,0,31449,21814,2394,2313,4652,129,14,2078,3858,50,14,30993,20985,2279,2518,4971,116,14,2204,4195,68,14,17892,16161,1440,19193,17357,1836,11900,10839,1061,12045,9712,1945,19243,17350,846,16556,15309,932,16400,11154,5227,16398,15515,877,15827,13386,911,16145,14196,830,15994,14255,938,17696,15759,1648,18964,17722,887,18776,17560,1163,17037,15328,981,16767,15323,1413,15046,14909,0
84,MIDDLE26,40858,23320,5180,6305,5612,389,99,0,0,46199,25906,7013,6131,7667,450,106,0,0,46024,24218,5956,6387,8557,616,109,46316,26607,6427,6172,7512,512,117,4832,6617,105,63,1276,46628,25570,5464,6745,8624,446,130,35175,21297,3944,4551,4884,295,81,0,0,31309,21219,2877,3291,3671,236,77,3014,3374,64,77,41,0,40038,22044,4624,4913,7515,454,84,40038,22044,4624,3874,6774,40,12,2057,32397,22014,2924,3673,3516,203,80,0,0,0,0,32961,21391,2944,4223,4151,162,94,3926,3752,4,94,32986,20919,3254,3860,4764,125,14,3491,4296,4,14,17105,14735,2036,17130,15114,2016,11380,10166,1214,11724,9125,2100,20246,17263,1723,17512,15535,1577,17320,11295,5995,17232,15859,1363,16682,13742,1383,17038,14662,1185,16816,14587,1343,19261,16455,2439,21780,19436,1931,21449,19337,2036,20646,17431,2277,20231,17650,2537,18085,17742,0
85,MIDDLE27,43310,32521,3044,2503,4462,326,76,0,0,45938,34140,3540,2373,5740,218,28,0,0,46067,32590,3724,2431,5979,410,46,46172,34375,3552,2155,5743,219,16,1400,4886,73,0,1418,45715,33134,3966,2056,5878,328,56,39142,30031,2466,2046,3918,248,61,0,0,35727,29657,1801,1298,2812,173,0,1164,2336,64,0,27,0,41575,29938,3065,2040,5349,330,38,41575,29938,3065,1466,4579,18,6,2028,35648,29572,1872,1332,2755,194,0,0,0,0,0,36138,29261,2128,1312,3215,218,7,1143,2596,32,7,36608,28671,2585,1608,3637,120,35,1299,3036,0,35,20566,17180,2928,21292,18537,2755,13858,12180,1678,14100,10589,2806,25261,21442,2163,22215,19729,1989,22025,14831,7138,21992,20266,1692,21371,17563,1718,21793,18814,1429,21541,18631,1684,23852,20452,2915,25927,23193,2172,25672,23270,2332,24358,20937,2207,24022,21176,2699,21778,21245,0
86,MIDDLE28,37057,20038,7625,5780,1920,297,86,0,0,40547,18077,10670,8571,4235,549,53,0,0,43564,14917,12137,7655,3618,623,53,40988,16949,11528,9450,4238,574,48,7072,3382,6,0,1408,43844,17288,12386,9497,4657,718,126,28683,16676,5214,3999,1388,190,69,0,0,22814,12192,4212,4335,2014,39,0,4204,1841,8,0,25,0,33997,12700,8673,5723,2821,487,40,33997,12700,8673,4673,2646,38,8,3128,23020,12473,3850,4878,1829,14,0,0,0,0,0,23272,12384,4359,4471,2079,50,47,4066,1864,0,47,23025,12281,4806,3488,2345,94,25,3028,2098,6,25,11389,7424,3738,12150,8782,3368,7765,6010,1755,8145,4676,3135,12526,8437,3497,9036,6249,2483,8977,3791,5155,8917,6929,1973,8580,6091,1997,8854,6905,1587,8664,6718,1638,10871,7422,3265,13124,9319,3600,12821,9871,2880,11053,6719,4007,10706,7150,3529,8344,7886,0
87,MIDDLE29,40592,29470,2236,4528,4239,271,64,0,0,45964,31779,3795,4530,5918,106,158,0,0,45413,29695,3307,5218,6329,427,69,44139,29733,3175,4187,6736,107,178,3578,5510,13,0,1772,44211,28227,3314,4746,7238,248,36,33757,25509,1601,3203,3321,191,49,0,0,32682,25531,1858,2612,2566,49,0,2446,2390,9,0,56,0,37954,25972,2462,3781,5043,317,56,37954,25972,2462,3176,4526,29,8,1397,31643,24644,1543,2604,2821,45,0,0,0,0,0,32129,24013,1729,3019,3332,38,0,2691,3054,0,0,33386,25041,1886,2797,3597,69,14,2430,3177,7,14,21014,16725,3938,22294,18010,4284,15089,12468,2621,15383,10711,4066,24452,19584,3353,20898,17314,2961,20709,11757,8905,20718,18165,2529,20038,15608,2645,20451,17127,2138,20191,16873,2417,22839,18332,4048,25295,21606,3178,25023,21552,3362,23644,19239,3422,23263,19314,3932,19995,19860,0
88,MIDDLE30,42541,35833,1668,1553,3064,186,35,0,0,44979,35876,2234,2663,3870,138,165,0,0,45739,34755,2595,2503,4031,405,39,45444,36005,2755,2048,4541,107,15,1324,4201,9,0,968,46556,35604,3029,2067,5131,291,17,33292,28509,1116,1058,2249,127,22,0,0,31902,27779,1138,1113,1740,64,0,983,1640,4,0,75,0,36677,28726,1773,1700,3059,289,22,36677,28726,1773,1371,2857,43,7,1367,32452,28061,1326,986,2104,85,0,0,0,0,0,33990,29235,1192,1068,2365,139,0,915,2186,45,0,34658,29837,1408,809,2328,135,56,665,2149,38,56,21376,11890,9123,21592,11883,9709,15184,9049,6135,15678,6631,8379,23688,13199,8939,19677,10884,7985,19351,5304,13993,19486,13274,6206,18632,10973,6529,19238,13650,5087,18712,12439,5756,22302,12616,9216,26247,16545,9187,25671,16498,9001,25369,15169,9618,24797,14246,10538,17751,17649,0
89,MIDDLE31,40200,35469,1003,778,2806,157,45,0,0,43243,36424,1200,976,4272,177,68,0,0,43423,33934,1681,1310,5445,303,31,43724,35789,1428,1190,4578,293,51,829,4014,135,0,1120,42886,33678,1607,1235,5296,325,6,30530,27443,645,493,1815,96,26,0,0,31420,28100,776,446,2011,80,0,413,1901,0,0,19,0,33716,27211,1117,906,3711,189,24,33716,27211,1117,657,3466,10,8,986,31354,27590,909,483,2171,165,0,0,0,0,0,30370,26210,793,724,2404,200,0,564,2275,52,0,30928,26193,924,897,2709,106,12,672,2514,40,12,22792,13164,9301,23598,13162,10436,17051,10425,6626,17544,7478,9534,23995,14089,8391,20656,11784,8059,20331,5665,14666,20445,14236,6209,19485,11778,6446,20139,14192,5424,19632,13132,5950,22887,13344,9083,26418,17283,8538,25870,17024,8692,24956,15626,8676,24347,14519,9799,17533,17241,0
90,MIDDLE32,41332,36705,1056,1363,1999,129,23,0,0,43797,36762,1448,2592,3017,81,32,0,0,45387,35951,2229,2139,3974,341,49,44030,35400,1905,2182,4166,60,34,1660,3698,7,0,1298,45377,35846,2145,1745,4689,172,22,32408,29079,726,961,1462,92,15,0,0,32698,28646,968,1446,1548,69,0,1231,1478,4,0,15,0,36321,29442,1566,1560,2961,254,35,36321,29442,1566,1205,2688,25,7,1125,32950,28298,1164,1196,2307,57,0,0,0,0,0,33722,29016,1373,1120,2189,70,0,840,1978,4,0,33993,29222,1415,825,2421,63,0,595,2120,4,0,23300,13819,9077,23741,14116,9625,17225,11242,5983,17716,8313,8710,25443,15769,7865,21511,13370,7381,21232,6928,14218,21368,15655,5699,20453,12940,6031,21132,15598,4859,20560,14525,5352,23987,15025,8437,27564,19332,7621,27066,19146,7783,26147,17815,7580,25621,16783,8779,19880,19300,0
91,MIDDLE33,40763,21094,3323,6369,9128,237,61,0,0,41172,19920,3273,7437,10116,170,109,0,0,45941,18237,4570,7773,12963,514,48,42132,19043,3871,7738,11250,133,91,6831,10861,51,0,973,46341,20579,4158,6902,13746,168,40,32788,17989,2316,4478,7269,175,51,0,0,24116,14563,1739,3498,4170,96,0,3320,4082,20,0,80,0,37915,15929,3451,5815,10754,386,37,37915,15929,3451,4949,10440,41,5,2156,24788,14487,2078,3814,4077,130,0,0,0,0,0,28379,16320,2244,3924,5666,66,0,3721,5474,15,0,28994,14650,2733,4184,7185,117,0,3891,7019,50,0,13510,9205,4032,13694,9884,3810,8946,6897,2049,9172,5304,3449,15116,10482,3775,11606,8291,2962,11485,5140,6300,11473,9044,2412,11166,7737,2550,11412,8858,2011,11223,8561,2196,13938,9812,3862,17219,12763,4139,16801,13190,3510,15210,10091,4510,14703,10455,4184,12057,11628,0
92,MIDDLE34,43669,30099,3814,4930,3889,313,84,0,0,46151,30472,5041,6223,5173,388,12,0,0,45795,28394,4582,5226,5929,520,76,45994,30542,5505,5815,4800,524,31,4174,4192,82,31,1318,46314,30393,5298,4482,5632,799,18,37277,26940,2733,3510,3262,239,62,0,0,34170,25710,2238,2806,3139,237,12,2586,2775,66,12,30,0,40035,25888,3499,4054,5172,399,71,40035,25888,3499,3262,4557,50,12,2056,34622,26244,2407,2858,2649,274,34,0,0,0,0,34217,26389,2522,2186,2704,246,15,1783,2346,75,15,34368,25865,2715,2359,3133,91,11,2151,2650,18,11,17598,13186,4056,18949,15083,3866,11622,9517,2105,11896,7992,3320,21148,16491,3381,17597,14335,2738,17475,9881,7548,17426,15197,2209,16946,13271,2276,17286,14412,1856,17066,14192,2098,19434,15309,3732,21661,17873,3338,21365,18060,3222,19883,15494,3533,19553,15677,3793,16934,16453,0
93,MIDDLE35,39815,26807,2525,4816,4817,224,70,0,0,40610,24555,3135,6354,6579,348,28,0,0,43365,24054,3779,5385,8037,408,61,40525,24484,3276,5167,7870,320,11,4090,7415,0,11,1055,43621,25357,3672,5762,8162,391,23,32364,22782,1761,3359,3756,173,47,0,0,27835,19876,1939,3274,2556,160,30,3057,2419,8,30,59,0,36285,21101,2796,4184,6522,315,51,36285,21101,2796,3479,6184,36,12,1871,29163,20397,2197,3041,3408,105,10,0,0,0,0,30916,21582,2151,3052,4086,108,20,2690,3955,0,20,30650,21273,2235,2612,4463,78,15,2218,4352,6,15,17102,10989,5813,17580,12026,5554,11982,8835,3147,12325,6971,4799,19458,12999,5294,15697,10787,4365,15527,6560,8897,15560,12151,3387,14992,10336,3608,15408,11909,2835,15097,11404,3088,17954,12214,5379,20957,15130,5410,20630,15593,4908,19414,13066,5702,18991,13111,5806,15202,14724,0
94,MIDDLE36,40749,36202,1414,1053,1944,155,29,0,0,43738,36506,2625,1798,2815,78,58,0,0,44997,34849,3018,2765,3373,442,43,43900,36323,2635,1779,2951,153,31,1263,2486,0,31,953,44662,36087,3442,1757,3017,214,20,31097,28142,853,646,1334,114,19,0,0,32910,28920,1650,614,1683,18,25,584,1543,0,25,0,0,35669,28695,1972,1752,2452,354,35,35669,28695,1972,1442,2278,17,3,996,33355,28985,1749,705,1834,45,30,0,0,0,0,33525,28400,2109,1053,1889,63,0,1023,1839,0,0,33658,28222,2192,1273,1855,90,0,1153,1730,0,0,20871,10171,10369,21384,9877,11507,14535,7171,7364,14977,4907,9412,22716,9706,11486,18412,7856,9668,18009,3432,14577,18265,10561,7704,17718,8538,8171,18174,11330,6439,17786,10146,7109,21216,9551,11232,25390,12740,12187,24886,12986,11796,24883,11656,12763,24444,11378,13066,17319,17319,0
95,MIDDLE37,40824,33426,1646,1671,3894,214,72,0,0,43705,33451,2207,2042,5647,503,65,0,0,43923,32328,2504,2318,5792,498,73,44010,33683,1971,2294,5823,274,60,1901,5267,73,12,1050,43891,32587,2970,2560,5533,503,25,30692,25467,1202,1367,2493,150,48,0,0,32107,26707,1169,1424,2517,364,20,1221,2244,55,20,19,0,34877,26370,1876,1875,4046,370,49,34877,26370,1876,1441,3735,48,8,1169,31966,26428,1213,1505,2697,142,10,0,0,0,0,31958,26136,1715,1262,2742,107,30,1110,2470,25,30,32402,25421,1904,1541,3262,151,43,1451,3043,34,43,20874,12951,7504,21911,13295,8616,15365,9333,6032,15756,7228,7747,23248,14546,6514,19911,12714,6461,19636,6575,13005,19779,14320,5456,19166,11940,5760,19571,14232,4624,19257,13333,5244,22206,14027,7547,25555,18149,6679,25266,17742,7250,24851,17290,6796,24574,16288,8249,19703,19386,0
96,NORFOLK1,41646,23694,1623,5042,11145,220,75,0,0,44099,21630,1761,6826,13565,274,46,0,0,45997,21475,2763,6942,14431,414,64,45497,22555,2417,6299,14185,367,58,5443,13507,41,0,1199,48094,22597,3156,7046,15366,323,98,34368,20612,1169,3629,8805,175,53,0,0,30462,18794,892,4080,6447,124,0,3981,6352,31,0,100,0,38746,19165,2092,5455,11692,310,52,38746,19165,2092,4495,11442,36,6,1111,32167,20059,1543,3620,6711,137,0,0,0,0,0,34969,20094,2223,4298,8086,180,0,4223,7940,11,0,35177,19995,2515,3723,8760,132,0,3507,8626,20,0,17989,10808,6854,16906,10731,6175,11707,7655,4052,12262,5807,5913,18668,12098,5716,15175,9413,5333,14959,5238,9652,15021,11144,3857,14459,9616,3939,14914,11657,2740,14560,10617,3395,17575,11153,6153,21237,14498,6353,20756,14552,6070,19736,12417,6808,19262,12131,7059,18049,14032,3808
97,NORFOLK2,42282,29307,1428,2403,8904,257,35,0,0,42109,25926,1353,2848,11737,89,138,0,0,45442,26142,2342,3467,12944,402,57,42222,24907,1858,3557,12025,209,126,2854,11348,125,107,859,44659,26544,2289,4284,11936,182,82,35106,25119,1037,1710,7007,178,26,0,0,30649,21824,797,1894,5964,65,50,1797,5757,25,50,35,0,38324,22856,1798,2649,10530,297,46,38324,22856,1798,1988,10227,51,6,1059,31051,21253,1317,2078,6214,135,40,0,0,0,0,32565,22237,1610,2524,6001,101,0,2335,5760,2,0,32942,22220,1959,2166,6324,127,4,1962,6147,2,4,18655,10862,7425,20143,12678,7465,12431,8067,4364,12986,6003,6359,19521,12184,6319,16336,9883,5929,15990,5580,10336,16065,11810,4241,15484,9958,4252,16017,12196,3102,15610,11094,3759,18507,11440,6728,21958,14608,6826,21405,14569,6656,20090,12352,7116,19683,11947,7663,19230,14170,5010
98,NORFOLK3,38909,29625,1290,2276,5123,231,49,0,0,40807,28488,1786,3232,7176,233,179,0,0,42353,26912,2340,3950,8049,421,72,40587,28289,2093,3413,6651,216,183,2430,6174,39,25,1220,42114,28895,2264,3894,6501,290,43,31323,24519,869,1542,3892,152,33,0,0,30385,23726,970,1942,3540,148,20,1713,3473,8,20,145,0,35173,23449,1656,2842,6313,301,57,35173,23449,1656,2186,6062,37,3,1300,30291,24057,1179,1804,3117,180,25,0,0,0,0,30492,24416,1323,2050,2666,178,40,1613,2595,32,40,30510,23005,1539,2016,3881,150,0,1896,3621,100,0,17862,10015,7531,17715,10494,7221,12428,7717,4711,12923,5590,6601,18685,10505,7001,15200,8285,6426,14874,4416,10381,15007,10260,4731,14544,8652,4985,14906,10837,3554,14603,9827,4266,17317,9847,7114,20363,12783,7137,19963,12819,7003,19391,11126,7716,19093,10798,8240,18669,12927,5709
99,NORFOLK4,38785,33747,1103,1660,1493,221,36,0,0,41793,33286,1565,3193,3455,87,0,0,0,42382,32040,1998,3228,3629,455,43,41743,33971,1525,2746,3127,85,0,2438,2931,26,0,598,41514,32582,1854,3061,3399,207,14,30948,27452,693,1103,1078,165,28,0,0,31568,27407,887,1669,1535,60,0,1565,1475,30,0,0,0,35149,27514,1402,2258,2771,348,33,35149,27514,1402,1703,2563,46,9,1369,31833,28092,905,1552,1155,55,0,0,0,0,0,31828,27529,1119,1427,1522,145,0,1210,1453,25,0,32994,28206,1170,1360,2062,74,4,1122,1943,9,4,19398,10408,8653,19934,11090,8844,13496,7760,5736,14021,5594,7639,20844,10888,8447,17352,8830,8007,16974,4690,12184,17147,11268,5865,16725,9651,6239,17057,12072,4542,16741,10976,5328,19847,10641,8765,23619,14164,8914,23306,13967,9198,22311,12287,9463,22078,11704,10317,21709,14410,7269
100,NORFOLK5,41211,34856,1136,1809,3078,211,67,0,0,42239,33389,933,2003,5698,289,1,0,0,44899,31234,2260,3051,7508,390,54,42474,31396,998,2506,7335,210,1,1961,6986,29,0,892,44437,31146,1485,2923,8747,131,2,31857,27501,722,1214,2146,153,42,0,0,30738,26044,486,1293,2824,110,0,1218,2795,0,0,0,0,35409,25604,1637,2176,5323,297,42,35409,25604,1637,1604,5129,39,11,1022,31216,24955,554,1651,3946,70,0,0,0,0,0,33165,25813,857,1697,4759,31,0,1552,4635,4,0,33054,24479,1159,1737,5498,93,68,1630,5367,6,68,21260,10770,10132,22579,11915,10664,15648,8921,6727,16420,6356,9388,23140,11950,9616,19028,9348,9127,18586,4789,13703,18714,12257,6443,18132,10839,6403,18605,13164,4976,18039,11617,5968,21430,11228,9754,24963,14495,9961,24376,14539,9660,23304,12202,10478,22928,11615,11253,22540,14640,7805
101,NORFOLK6,39277,31860,1195,3760,2112,207,52,0,0,43059,32497,1795,5142,3148,317,15,0,0,43702,29124,2477,7229,3639,396,41,43165,31251,1998,5893,3300,336,14,5030,2513,135,0,1519,43918,29957,2016,6871,3926,440,13,30443,25414,763,2511,1434,141,34,0,0,31937,25808,1045,3156,1668,116,0,2999,1554,48,0,160,0,34758,24299,1660,5254,2560,308,30,34758,24299,1660,4366,2341,30,11,1496,32204,25400,1308,3652,1563,81,0,0,0,0,0,32389,24714,1336,3829,2081,196,0,3649,1925,85,0,32383,23105,1527,4829,2609,138,90,4546,2481,68,90,20383,11235,8815,21287,11832,9455,13804,7996,5808,14370,5888,7876,21852,12528,7941,17957,9988,7394,17622,4975,12606,17758,12215,5540,17064,10679,5488,17581,12967,4172,17179,11559,5195,20478,11791,8293,24263,15548,8227,23727,15500,8103,23230,13899,8767,22768,13138,9604,22273,15189,7070
102,NORFOLK7,42172,24948,1861,11451,3704,338,94,0,0,42756,22589,2806,12864,4189,364,118,0,0,45247,22466,3477,14504,4646,507,65,42069,22012,3006,12727,4306,374,136,11370,3789,119,46,1156,43285,22016,3330,13755,4638,419,119,32613,20290,1270,8130,2677,246,66,0,0,30557,18084,1843,7660,2664,214,25,7423,2634,125,25,85,0,35624,18194,2415,11194,3555,399,52,35624,18194,2415,9675,3303,70,8,1448,29707,17450,1723,7653,2578,207,30,0,0,0,0,31068,17368,1922,8742,2772,168,20,8289,2694,49,20,31926,17536,2288,9286,2573,165,0,8818,2415,18,0,21500,13901,7311,19338,12487,6851,14484,9830,4654,15229,7930,6799,22488,15564,5676,18417,12378,5530,18148,6700,11401,18170,14142,4011,17407,12624,3923,17964,14383,3024,17513,13516,3560,21041,14256,6420,24935,18532,5951,24389,18219,6028,22997,16234,6151,22547,15346,7134,20199,17300,2459
103,NORFOLK8,41295,34245,1029,2809,3011,151,25,0,0,42851,32571,2474,2992,4652,351,9,0,0,44240,30739,1896,4678,5853,347,50,42952,32152,1810,3344,4832,351,10,3034,4114,74,0,1093,42381,30255,1412,3862,5674,259,23,30798,26168,634,1932,1899,102,20,0,0,30298,24762,1409,1806,2110,211,0,1769,2081,122,0,50,0,34132,24929,1185,3340,3889,252,31,34132,24929,1185,2739,3643,32,6,1185,30886,25110,1039,2012,2417,160,0,0,0,0,0,30302,23899,1002,2438,2709,165,0,2343,2430,90,0,30595,23239,1042,2647,3512,155,0,2389,3139,104,0,22915,13717,8820,24016,13999,10017,15849,9731,6118,16394,7099,8563,23908,14765,7491,19397,11642,7030,19154,5772,13340,19222,13753,5459,18447,11957,5338,18950,13914,4504,18664,13100,5096,22359,13698,8181,26631,18298,7774,26062,17911,7989,25038,16152,8199,24614,14989,9584,21793,17669,3777
104,NORFOLK9,42390,38548,1432,1230,1085,182,7,0,0,45197,39814,2087,2111,1342,121,19,0,0,46075,39823,1887,1855,1871,364,31,45441,39718,2066,2107,1712,114,13,1418,1163,57,0,766,46306,39580,2187,2516,2035,61,8,31636,28582,1217,1077,707,122,6,0,0,33127,29960,1348,1105,617,79,0,1004,497,39,0,6,0,35974,31473,1319,1454,1280,268,23,35974,31473,1319,1086,1099,28,12,815,33927,30395,1416,1105,909,88,0,0,0,0,0,35006,31025,1312,1203,1347,53,0,1076,1057,35,0,35280,31069,1146,1594,1314,84,11,1470,1017,5,11,22318,10934,10982,22447,10246,12201,16637,7643,8994,17212,5350,11078,24637,12036,10193,20831,9795,10240,20583,4352,16165,20680,12596,8074,19936,10476,8322,20425,13287,6681,20043,11671,7914,23708,11766,11275,28058,16398,10909,27776,15470,12154,27530,15053,11669,27365,13405,13921,20187,19005,630
