ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep
66,66,61238,57625,1754,1052,479,304,58,0,0,63904,58460,2418,1882,621,524,43,0,0,67856,60256,2785,2175,850,1551,104,65142,59616,2166,1962,578,702,69,981,345,146,0,197,1696,67697,61373,2066,2429,706,812,112,46170,43958,998,632,332,238,34,0,0,48040,45405,996,1047,303,274,0,801,220,92,11,0,51873,46940,1707,1280,565,1179,51,51873,46940,1707,953,400,103,23,113,1634,48832,45845,944,1274,332,432,0,0,0,0,0,0,51350,48130,883,1473,351,522,0,1051,265,76,0,51835,48191,1357,1455,420,320,22,872,350,0,22,25468,10467,14633,24866,9735,15131,28131,7924,18732,27866,10065,16857,27464,9667,17024,26430,8134,18296,23688,8618,14110,28224,9262,18186,32045,9739,21742,31780,7966,20741,30373,9688,20685,26948,8514,17792,20989,5863,14581,20662,5795,14113,20726,6455,13479,20633,6392,14241,30616,9408,20612,33739,9821,23360,32094,9612,21450,33089,11462,20501,31980,9966,22014
67,67,68538,65678,1118,939,383,454,16,0,0,67160,63530,1362,1204,422,531,14,0,0,68124,63539,1435,1000,550,1291,45,67686,64047,1346,1231,390,510,13,884,264,113,0,188,852,69147,65057,1669,1260,550,543,0,51508,49742,618,554,252,351,12,0,0,51688,49562,559,801,234,508,0,730,234,265,14,0,52731,49669,816,634,379,988,21,52731,49669,816,439,273,106,7,71,1350,52192,50216,552,792,148,383,0,0,0,0,0,0,53716,51557,692,840,214,332,0,726,185,38,0,53078,50616,835,570,232,598,4,423,172,53,4,29432,12326,16474,26247,9961,16286,29653,7018,21060,29372,9646,18574,29021,9798,18487,28112,7373,20739,23592,7294,15165,29008,8140,20062,32093,7567,23947,31857,5955,20254,30755,7763,22992,27383,7242,19465,20705,4689,15286,20524,4575,15155,20511,5151,14204,20466,5121,15345,29542,7037,21915,31744,7166,24071,30655,6957,22880,31034,8080,21364,30750,7360,23390
68,68,67684,65651,726,580,335,351,49,0,0,67272,64621,931,823,476,342,151,0,0,67218,63032,928,816,510,1457,114,67415,64702,958,779,442,362,221,430,388,37,34,27,837,67677,64519,956,878,444,531,186,50966,49726,408,315,221,280,32,0,0,51629,50196,459,379,306,210,15,340,251,48,35,0,52132,49286,558,428,346,1132,75,52132,49286,558,248,210,94,6,112,1618,51930,50390,465,414,290,302,35,0,0,0,0,0,52289,50590,500,419,228,437,40,286,196,54,40,52911,51110,576,207,211,806,0,124,143,37,0,29292,10122,18706,28281,9100,19181,31155,6611,23034,30429,7496,21706,30055,8462,20730,29359,6760,22599,23910,6288,16938,30085,7202,22149,33115,7282,25360,32931,6116,23695,32372,7246,25126,28111,6552,20979,19130,3747,14945,19169,3616,15030,19149,3944,14599,19159,3983,15176,31504,6621,24397,34379,6996,26857,33974,6905,26352,34087,7293,25733,33850,7059,26791
69,69,63630,59493,2693,544,540,404,54,0,0,65685,59577,3446,882,1131,577,50,0,0,68235,58216,6648,1056,818,1744,63,65180,58661,3550,935,1207,595,56,616,1105,102,19,246,874,68107,60666,4217,1062,1298,900,76,47942,45327,1712,288,347,288,38,0,0,48937,46544,941,526,511,372,15,414,468,102,40,0,51708,45526,3896,596,531,1263,48,51708,45526,3896,402,427,84,17,89,1267,48561,46206,760,666,454,382,20,0,0,0,0,0,50131,47432,939,693,456,537,30,510,182,23,30,48828,45663,1530,540,677,376,7,317,286,10,7,25522,10993,13973,23787,9140,14647,25819,6122,18354,25719,8828,15925,25374,8817,15870,24519,6774,17745,21282,6726,13440,25509,7308,17463,28298,6634,21144,28067,5288,17438,26883,6840,20043,23934,6417,16935,17229,3733,12925,17029,3775,12684,17062,4353,11846,17000,4241,12759,25623,6302,18809,27722,6238,21030,26562,6243,19619,27451,8056,18038,26457,6566,19891
70,70,65514,63325,926,444,378,401,60,0,0,66744,64285,1007,693,364,321,15,0,0,68206,63130,1570,883,662,1440,50,66930,64157,1088,806,406,332,4,351,306,51,0,166,815,68058,64866,1261,964,540,534,35,49709,48436,500,232,223,303,33,0,0,50862,49581,472,354,202,250,0,303,164,29,20,0,52317,49042,903,462,405,1092,25,52317,49042,903,288,287,127,8,134,1528,50980,49475,582,468,193,285,0,0,0,0,0,0,51916,50263,677,509,232,307,0,315,217,4,0,51985,50101,717,596,247,327,0,308,169,17,0,31064,12353,18229,29496,10910,18586,32290,8348,22410,32274,11087,20181,31853,10565,20497,30691,8362,22329,27298,8917,17303,32257,9678,21766,35475,9584,25279,35378,8043,24561,34536,9645,24891,30799,8780,21297,24036,5885,17532,23849,5871,17171,23892,6528,16580,23759,6447,17312,33528,8987,23911,35757,9286,25826,35107,9190,24913,35480,10148,24164,34859,9455,25404
71,71,64505,50930,3857,8480,866,613,99,0,0,67066,51361,4543,9475,1268,499,155,0,0,67915,48420,5583,10924,1284,1786,208,66772,50049,5000,9572,1259,537,182,6740,810,46,16,449,3663,68281,50356,5795,10555,1240,1325,86,49902,41082,2427,5496,600,432,58,0,0,50997,41943,1545,6344,661,416,15,5405,595,78,74,0,53175,40213,3413,7246,899,1332,139,53175,40213,3413,6233,653,123,66,205,2269,50926,41784,1664,6294,653,432,15,0,0,0,0,0,51934,41995,2089,6635,691,437,15,5486,475,23,15,52964,42122,2525,7003,671,438,42,5982,488,8,42,27427,14227,12900,25801,13524,12277,28107,12435,13916,27683,13540,12886,27264,12889,13401,26365,12034,14331,22930,11621,10142,27643,13322,13346,30477,14984,14858,30218,12449,16205,29252,14424,14828,25995,12423,12778,18349,8259,9596,18096,8116,9290,18156,8656,8831,18063,8669,9394,27520,13464,13491,29497,14422,14515,28880,14077,13864,29090,14494,13621,28712,14389,14323
72,72,63770,56317,1812,4434,885,462,51,0,0,65976,57278,2314,4921,1075,484,42,0,0,68504,57318,2755,5533,1291,1574,87,66515,57583,2425,5133,1079,484,47,3671,783,179,0,6,1862,68190,58616,2477,5313,1229,623,79,48573,44058,1062,2631,552,341,31,0,0,50464,45506,1025,2979,566,411,0,2537,364,240,24,0,53400,46069,1697,3460,910,1177,50,53400,46069,1697,2816,684,118,8,130,1878,51046,46080,1039,2991,485,434,0,0,0,0,0,0,52503,47109,988,3216,634,396,0,2532,418,31,0,53028,47080,1321,3397,653,455,29,2693,427,0,29,30705,13960,16438,28897,12598,16299,31576,12064,17443,31367,13275,16928,30897,13001,17017,29861,11745,18116,26524,12112,13456,31549,13364,17237,34882,15160,19004,34739,13000,20401,34097,14634,19463,29945,12616,16521,22200,8889,12790,21977,8702,12578,22021,9351,11960,22040,9350,12690,32341,13864,17898,34399,14793,19004,34047,14384,18711,34294,15103,18397,33962,14666,19296
73,73,67537,63190,2511,904,618,389,50,0,0,69569,64443,2834,1118,764,354,36,0,0,68348,61171,3551,1311,771,1429,89,69435,63600,2971,1159,975,655,22,550,888,54,0,255,1112,67470,61262,2871,1469,961,833,59,50496,47860,1471,522,400,290,27,0,0,51860,49710,1115,520,339,206,1,460,296,29,10,0,52260,47753,2074,768,509,1063,46,52260,47753,2074,519,386,80,10,97,1341,51755,49277,1075,577,471,476,0,0,0,0,0,0,50317,47644,1090,632,395,514,0,385,246,18,0,50758,47427,1420,825,446,577,10,483,240,18,10,26175,10902,14722,24238,8527,15711,26603,6202,18768,26259,8235,16416,26113,8902,16263,25359,5822,19537,21040,6361,13522,26127,7344,17829,29308,7240,21428,29147,4995,18378,28079,7480,20599,24556,6598,17154,17535,3960,12538,17397,3721,12862,17429,4519,11201,17392,4227,13165,26189,6690,18779,28600,7065,20983,26878,6347,19575,27619,7472,18174,27130,7553,19577
74,74,69237,65683,2101,825,294,349,39,0,0,68552,63593,2981,1557,396,614,24,0,0,68082,62319,2935,991,444,1148,55,68262,63231,3047,1619,273,606,8,771,211,60,0,93,844,67823,62162,3327,1870,402,540,5,52841,50615,1149,619,191,268,26,0,0,51931,49837,968,748,129,272,0,657,107,66,4,0,53048,49309,1710,701,292,851,34,53048,49309,1710,552,198,105,6,72,1096,52022,49528,1165,855,139,328,0,0,0,0,0,0,51692,49038,1171,934,182,261,0,731,106,14,0,52072,49119,1291,807,202,586,8,526,132,54,8,31406,16390,14259,29083,13347,15736,30976,9495,19561,30451,13098,15952,30081,13584,15719,28681,9985,18696,26790,10410,15077,30539,11624,18015,33437,10357,22407,33111,8208,21560,32189,12889,19300,29070,10500,17892,23067,6769,15755,22696,6829,15156,22718,7629,14256,22692,7476,15216,30648,9382,20629,33045,9479,22897,30987,9221,20997,31781,10576,19522,31314,9593,21721
75,75,66130,62949,939,921,947,391,38,0,0,68165,63704,1183,1260,1617,351,17,0,0,67878,61971,1353,1496,1467,1246,61,68673,63384,1356,1603,1565,396,4,1249,1403,54,4,88,1135,68431,62952,1263,1715,1733,511,10,49436,47627,520,471,561,265,26,0,0,50424,48657,211,616,593,307,4,509,547,118,27,0,51522,47716,794,856,979,914,40,51522,47716,794,623,830,95,11,102,1351,50961,48849,396,643,792,335,4,0,0,0,0,0,51327,48812,441,775,940,338,4,622,575,26,4,52016,49150,581,729,599,901,0,504,385,105,0,31465,13702,17169,29914,11063,18851,32035,9060,21135,31720,11923,18282,31536,12667,18177,30178,9135,21043,26153,9948,15281,31701,11541,19336,35372,11509,23264,35046,8772,23852,34378,14292,20086,29854,10537,18708,21087,6106,14601,20950,6017,14410,20991,6488,13788,20957,6461,14496,31782,9955,21343,34674,10800,23364,32666,9865,22035,33313,10631,21576,33355,10375,22980
76,76,70046,66748,809,1510,632,330,60,0,0,69841,65953,839,1961,977,221,100,0,0,67967,62198,1331,2134,769,1245,89,70009,65715,1034,2063,1040,136,81,1315,807,26,78,110,924,67522,62792,1251,2016,867,323,26,55284,53163,511,924,422,256,38,0,0,54507,52274,402,1122,530,153,0,843,500,50,39,0,54134,50194,869,1356,571,890,60,54134,50194,869,1006,399,69,18,104,1475,54456,51947,545,1216,639,120,0,0,0,0,0,0,53186,50448,577,1311,595,278,0,806,485,28,0,53150,50018,898,835,543,856,12,547,386,92,12,33017,15277,17243,31147,12257,18890,31064,9669,19625,30838,12249,17012,30754,12601,17419,29620,9674,19946,25492,10126,14418,30506,11783,17871,32792,11195,21089,32771,8434,22572,32688,14961,17727,28833,10847,17357,20833,6501,13942,20591,6271,13696,20698,6926,12941,20274,6777,13497,30002,9902,19674,31700,10473,20790,31277,9960,20676,31563,10566,20169,31198,10283,20915
77,77,71056,53271,1974,14579,706,709,116,0,0,70074,50491,3149,14781,953,551,270,0,0,67974,45836,3319,15737,917,1609,605,70066,49568,2767,16115,671,718,298,13430,334,44,264,151,3504,68926,48965,2145,15864,870,588,461,54323,43082,1215,9111,490,524,69,0,0,52994,41835,868,9407,371,423,10,8797,245,56,97,0,52449,37748,2049,10367,667,1264,343,52449,37748,2049,9284,460,147,296,209,2256,52810,41209,753,9996,278,519,10,0,0,0,0,0,51948,40272,911,9758,492,401,50,9234,338,17,50,50450,38968,975,8804,405,1235,39,7907,231,44,39,26488,16757,9380,23405,13862,9543,22624,11670,9452,22359,12394,8541,22330,12579,8976,21710,11618,10092,17362,10208,6449,21753,12499,8531,23204,13309,9446,23109,11308,10641,23067,14763,8304,20061,11509,8021,12440,6680,5491,12328,6544,5385,12386,6855,5062,12177,6833,5344,19882,11034,8526,20924,11585,9011,20689,11290,8912,20746,11480,8705,20573,11424,9149
78,78,63536,56691,1422,3517,1570,304,70,0,0,65736,58168,1254,4415,1578,272,8,0,0,68196,57247,2122,4878,2356,1249,162,65716,58334,1579,3298,1994,190,22,2717,1682,38,0,353,1016,67008,57285,2611,4224,2012,400,25,49309,44934,885,2215,1062,211,42,0,0,51166,46453,672,2884,864,235,0,2683,760,66,43,0,53548,46211,1326,3130,1661,941,96,53548,46211,1326,2666,1433,105,61,112,1634,50951,46834,633,2319,993,149,0,0,0,0,0,0,51644,46770,1059,2847,806,182,15,2534,638,1,15,53554,47198,1482,3017,998,820,13,2648,790,5,13,30208,13142,16775,27450,10092,17358,31324,10893,18736,31058,12257,17422,30897,12159,18083,29780,10077,19703,25264,10655,13894,30900,12660,17448,33688,13866,19264,33572,10436,21669,33445,16181,17264,29208,11930,16676,20985,7816,12859,20794,7560,12727,20889,8342,11947,20493,8025,12468,30509,12187,17913,32453,13255,18763,31912,12467,18829,32142,12936,18484,31948,12695,19253
79,79,65546,62544,2039,385,284,350,27,0,0,66770,62787,2531,804,382,252,0,0,0,67471,62460,2712,778,426,967,67,67138,62901,2537,883,410,292,1,583,199,85,0,109,726,67329,62747,2630,1092,274,456,1,46606,44886,1185,139,159,250,19,0,0,47449,45209,1478,416,175,132,0,329,121,67,20,0,48216,45032,1706,399,257,722,45,48216,45032,1706,228,179,109,9,63,890,47518,45476,1423,320,126,170,0,0,0,0,0,0,48127,45773,1447,536,127,329,0,245,112,30,0,47832,45340,1442,407,275,324,33,126,172,16,33,27851,9768,17537,26385,7543,18842,27488,5559,20460,27296,7635,17885,27138,8471,17837,26439,5270,21169,22828,6024,15897,26999,6737,19424,29313,6326,22425,29263,4211,19465,28740,6696,22044,25481,6024,18873,18717,3516,14736,18591,3356,14658,18570,4082,13775,18571,3818,14753,26301,5717,20073,29037,6169,22363,26222,5148,20380,28416,6556,20162,26168,6137,20031
80,80,62855,27226,8668,23528,3530,807,113,0,0,66817,26303,11262,23934,5566,715,76,0,0,67416,24125,11720,22283,8616,1593,146,67067,26813,11044,23588,5736,720,104,19181,5401,141,43,156,4294,66541,25518,11800,22240,7123,562,66,43533,21774,4895,14755,1951,526,77,0,0,42263,21464,3806,15405,1237,487,10,14360,1204,132,49,0,47625,19836,7042,14920,5108,1096,102,47625,19836,7042,13770,4853,122,21,232,1749,42871,22016,3942,15094,1386,471,15,0,0,0,0,0,42210,20937,4477,14332,2149,271,14,13405,2075,40,14,43376,20860,4709,14822,2551,452,10,13326,2411,37,10,23213,16584,6399,20367,14030,6337,19427,12303,6024,19269,12579,5539,19151,12848,5716,18908,11621,7287,16036,11033,4405,19157,12814,5753,20961,14235,6278,20822,11862,7409,20502,13892,6610,17718,11829,5433,10596,6722,3632,10566,6506,3778,10562,6903,3313,10545,6859,3686,16982,11164,5512,18145,11912,5939,17308,11103,5803,17336,11346,5360,17506,11634,5872
81,81,57510,49039,2784,3022,2344,462,55,0,0,60789,50374,3250,3944,3044,379,103,0,0,67724,53434,4064,4951,3702,1527,105,61622,49826,3016,4364,3988,371,130,3283,3585,58,10,162,1686,67151,53768,3064,5106,4256,647,97,42319,37104,1602,1813,1529,330,39,0,0,44074,38216,1583,2260,1612,277,6,2014,1513,89,111,0,50627,41383,2459,3099,2517,1079,71,50627,41383,2459,2547,2212,137,14,165,1710,45035,38475,1419,2553,2059,259,9,0,0,0,0,0,48442,41361,1562,2908,2023,316,44,2397,1920,61,44,50054,41358,1969,3272,2895,342,95,2649,2621,17,95,25080,10249,14596,25059,8559,16500,27027,8079,17295,26890,9074,16239,26727,9467,16410,25985,6997,18988,23069,8692,13655,27969,9750,17329,32520,11930,19881,32421,8317,20884,31836,11275,20561,26832,9356,16765,20172,6733,12902,19984,6196,13254,20026,7130,12108,19937,6836,13101,30481,11110,18760,33230,12387,20294,32236,11247,20213,32336,12098,19002,32427,12215,20212
82,82,67429,46303,6264,12660,1881,909,121,0,0,68263,45408,6737,13005,2984,995,136,0,0,67398,41169,8453,13741,2783,1770,105,69798,45993,7319,13654,2672,967,81,11215,2247,129,18,135,2733,69968,44332,7834,14226,3211,1343,192,50326,37122,3701,7890,1213,628,85,0,0,48586,36949,2800,7471,666,571,20,6877,584,139,96,0,51162,34022,5273,8855,1811,1261,77,51162,34022,5273,7666,1533,157,32,246,2233,50685,37804,3323,7994,757,614,20,0,0,0,0,0,50936,36791,3490,8466,1354,637,39,7692,1169,55,39,50968,36505,4060,8305,1263,614,38,7343,1119,20,38,23491,13892,9262,20632,11710,8922,21279,10659,8881,21094,11128,8299,20852,11453,8457,20335,9975,10360,17670,10334,6531,21093,11655,8518,23470,13427,9379,23130,10342,10525,22698,12962,9736,19730,10991,8028,13006,7169,5453,12877,6741,5675,12897,7277,5092,12841,7249,5592,20190,11383,8332,21734,12257,9024,20934,11505,8791,20852,11743,8177,20970,12046,8924
83,83,60106,54059,1828,2199,1725,406,54,0,0,62880,55440,1680,3331,2331,243,121,0,0,67616,56547,3005,3785,2915,1147,83,63392,55897,1673,3327,2097,350,127,2318,1510,53,1,94,1851,67585,57850,2249,3765,2645,592,126,44412,40741,1055,1285,1107,273,33,0,0,46257,42226,1061,1669,1133,150,0,1471,924,66,17,0,50950,43722,1867,2281,2020,819,46,50950,43722,1867,1891,1758,97,16,161,1438,46824,42393,1321,1804,1095,173,4,0,0,0,0,0,49756,44178,1593,2478,1115,324,35,1842,911,54,35,51151,44596,1875,2837,1260,461,40,2096,1053,80,40,29909,11798,17803,29595,9827,19768,31207,9902,19271,31082,10899,18472,30880,11263,18726,30114,8247,21867,27143,10555,15789,31791,11453,19335,35729,13490,21439,35670,9285,22667,34905,12601,22304,30496,10961,18712,23679,8077,14900,23411,7286,15387,23505,8645,13803,23344,8195,15149,33269,12424,20145,35737,13638,21493,34763,12405,21521,34854,13377,19953,34920,13412,21508
84,84,61694,53352,2256,4194,1566,453,60,0,0,65450,54047,2949,5359,2502,846,66,0,0,67524,53370,3809,6334,2689,1224,70,64620,51730,3901,5586,2804,741,50,4512,2066,73,23,218,2097,66123,52548,3983,6019,2734,513,12,46322,41143,1326,2568,1063,297,34,0,0,48117,41962,1358,3228,1073,382,29,3057,739,65,132,0,52048,42619,2403,4155,1858,829,42,52048,42619,2403,3510,1571,116,6,218,1605,46657,40407,1476,3220,1131,337,21,0,0,0,0,0,49023,42407,1579,3445,1299,281,5,3007,972,19,5,49366,42136,1861,3205,1879,290,4,2663,1533,9,4,29470,12098,17153,29153,10305,18848,29976,9782,18321,29887,10747,17525,29732,11131,17790,28966,8341,20625,25444,10189,14453,30249,11341,17963,33674,13522,19409,33627,9503,20927,32977,12666,20311,28654,10807,17089,20320,7568,12279,20188,6951,12718,20195,7987,11503,20151,7682,12469,29873,11906,17406,31956,13011,18427,31018,11883,18461,31140,12626,17362,31226,12783,18443
85,85,64634,60072,1604,2159,489,442,60,0,0,67743,62048,2325,2504,590,481,38,0,0,67689,59978,2421,3160,827,1182,60,68777,63236,2080,2018,1058,360,38,1444,892,79,29,174,842,68128,61189,2344,2709,1171,353,9,46636,44014,899,1199,272,302,33,0,0,49546,46257,1076,1516,374,284,20,1399,372,50,50,0,50073,45385,1396,1851,500,800,43,50073,45385,1396,1484,340,104,15,109,1240,49956,47141,1148,1082,414,266,30,0,0,0,0,0,49321,46241,1075,1352,365,236,10,1178,268,46,10,49663,45797,1295,1728,530,287,0,1476,431,45,0,27821,9903,17554,27804,8034,19770,28372,6595,20220,28221,8020,18661,28103,8489,18807,27419,5750,21669,23879,7267,15933,28652,7970,19870,32277,9011,22616,32215,6170,22139,31667,8745,22922,27219,7437,19148,20080,4997,14558,19992,4566,14894,19974,5494,13670,19919,5229,14690,29699,8400,20743,32038,9232,22291,31096,8359,22036,31119,9110,20569,31255,9221,22034
86,86,63765,45367,3952,12487,1851,475,69,0,0,67582,45778,4658,14501,2556,672,75,0,0,68255,44084,5097,15253,2841,1101,94,68729,46836,4099,14836,2797,580,106,12922,2037,60,6,367,2407,69133,45001,4068,16692,2497,443,58,51065,38130,2536,8912,1353,362,42,0,0,50748,37331,1851,9980,1175,325,4,9579,956,40,203,0,55006,37407,3389,11272,2091,805,63,55006,37407,3389,10398,1732,69,20,289,1702,51517,38300,1823,9812,1352,252,5,0,0,0,0,0,52097,37399,1889,11282,1367,205,1,10561,1126,29,1,51345,36051,1950,11653,1486,286,4,10487,1192,26,4,36873,22618,13941,35230,20796,14434,36668,23345,10657,36733,22305,12816,36694,23712,12179,35464,20293,15171,33595,23463,9158,37166,24756,11310,39840,28495,10625,40147,21817,16353,39826,27253,12573,35589,24136,10498,27027,18436,7797,26922,17689,8476,26959,19250,6104,26879,18438,8441,35698,25326,9722,36547,26393,9483,36814,25493,10535,36899,26178,9874,36753,26845,9908
87,87,65785,49073,3825,10680,2067,375,87,0,0,68576,51195,3192,11791,2339,259,108,0,0,67859,46802,4456,13326,2296,1149,105,68540,50866,3063,11860,2420,312,140,10324,1917,53,19,537,1757,66168,47244,3972,12784,2156,468,103,52711,41114,2486,7374,1565,280,54,0,0,54209,42185,1775,8763,1167,146,11,8519,914,59,196,0,55586,40103,3096,9701,1809,882,75,55586,40103,3096,8795,1385,81,8,252,1866,54864,43055,1645,8542,1137,207,15,0,0,0,0,0,52866,40037,1852,9257,1162,229,14,8812,940,4,14,51070,37983,2231,9124,1263,265,17,8531,989,12,17,35319,18340,16688,34180,17019,17161,36037,19393,13808,36030,18836,15411,35990,20301,14740,34885,16987,17898,31812,19547,11218,36061,20914,13943,38348,24212,13392,38614,18320,17666,38296,23217,15079,34143,20236,12863,24660,14795,8950,24573,14164,9659,24597,15544,7139,24560,14821,9739,33797,21296,11830,34791,22301,11845,34966,21418,12787,35085,22330,11836,34905,22733,12172
88,88,57684,50041,1546,4276,1587,344,51,0,0,62041,52435,2054,5551,1673,258,141,0,0,68392,54991,2707,6344,2999,1106,103,63344,53630,2046,5545,1669,415,169,4230,895,10,66,155,2315,67994,56754,2823,5535,2244,455,286,40416,35734,911,2637,961,213,30,0,0,44529,39317,734,3305,920,155,38,2767,718,10,85,0,50200,41310,1661,4194,2016,829,59,50200,41310,1661,3760,1641,84,26,144,1574,45936,40439,787,3315,950,281,67,0,0,0,0,0,49063,42536,1315,3641,1101,225,73,3168,897,45,73,51202,43500,1624,4103,1568,319,54,3605,1236,20,54,28550,11924,16366,28542,9731,18811,32483,11240,19021,32409,11492,19351,32348,12589,18928,31457,9683,21774,28458,12068,15388,33732,13239,19468,38815,16665,21389,38905,11318,23120,38151,15435,22716,32417,12931,18520,24683,9702,13708,24557,9085,14554,24592,10435,11867,24498,9707,14791,37336,16127,20329,40640,17942,22000,39591,16450,22041,40667,18044,20967,39578,17867,21711
89,89,63394,46841,4327,11007,935,571,66,0,0,67986,46188,5941,14093,1410,374,52,0,0,68183,40598,8045,17037,1328,1615,112,66557,42652,6290,15996,1352,308,26,14779,1079,144,10,68,1529,65490,38730,6795,18059,1545,769,82,46206,36564,2489,6258,668,383,38,0,0,48712,37274,1749,8531,796,354,30,8092,640,185,1,0,50451,33091,4801,10606,945,1199,78,50451,33091,4801,9637,686,130,20,186,1900,47777,34402,2448,10096,673,301,8,0,0,0,0,0,46309,31758,2485,10686,893,378,15,10192,771,55,15,44316,28136,3578,11374,677,453,0,10781,556,8,0,23931,12832,10795,22544,11436,11108,24194,10841,11818,24073,11560,10860,24033,12444,10680,23528,10592,12936,19352,10055,8502,23768,11923,10962,25532,13093,11948,25676,10884,11367,25500,13528,11972,21993,11086,10206,13669,6621,6349,13640,6422,6657,13649,6960,5577,13624,6772,6852,22080,11572,10006,23298,12198,10721,23267,12062,10622,23322,12429,9906,23233,12845,10388
