ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep
90,90,56049,49636,1963,1957,2189,296,55,0,0,58878,48698,2253,3438,4271,434,23,0,0,67789,50912,3487,4026,7966,1195,127,58514,47589,2174,2976,5320,344,0,2316,4807,24,0,168,1440,66956,49776,3741,4325,8128,950,0,40624,36741,1109,1102,1490,195,35,0,0,40809,36294,978,1722,1396,370,0,1515,1318,132,55,0,49916,39193,2117,2436,5073,913,86,49916,39193,2117,2014,4723,89,31,169,1580,40809,36005,1114,1492,1878,315,0,0,0,0,0,0,45634,38549,1480,2257,3018,322,0,2083,2732,10,0,46214,37419,1959,2884,3632,323,8,2495,3369,14,8,24420,9836,14338,24601,8494,16107,27368,8458,16938,27249,9187,16567,27143,10300,15996,26266,7800,18466,23371,9154,13372,27931,10234,16765,31499,12270,18610,31595,8852,18074,31255,12076,19179,26532,9832,15835,18697,6775,10830,18599,6326,11434,18617,7323,9418,18580,6825,11755,28909,11274,16933,30889,12081,18322,30832,11551,18487,30967,12336,17208,30796,12622,18174
91,91,59340,51129,3209,3625,1152,420,51,0,0,66719,50055,4688,8164,3871,415,56,0,0,68293,46542,5540,8216,6383,1567,111,66762,47137,5237,10032,4455,310,41,8443,4079,40,10,110,1705,70734,46718,6387,11143,6759,551,330,42377,37786,1782,1826,770,282,37,0,0,43476,37525,1215,3379,910,274,0,3259,830,105,194,0,49367,36214,3360,4702,3794,1164,88,49367,36214,3360,4154,3516,120,22,177,1804,43324,35805,1529,4760,940,226,0,0,0,0,0,0,46288,36375,2617,5435,1491,233,0,5039,1418,15,0,44976,33666,2937,6013,1878,320,5,5301,1795,19,5,21330,9705,11352,19848,7833,12015,22324,7283,13520,22209,8288,12460,22131,9270,12054,21550,7186,14364,17654,7368,9555,22313,8705,12791,24908,9744,14596,24994,7684,12969,24780,10242,14538,20801,8114,11972,13236,4856,7589,13190,4572,8021,13198,5199,6778,13182,4969,8213,21710,8563,12554,23094,8984,13700,23004,8744,13525,23095,9318,12576,22958,9606,13352
92,92,62741,39205,7444,14328,1667,489,85,0,0,64590,33645,8525,20579,1871,755,91,0,0,67593,32372,9819,23003,1717,1345,74,65655,32732,9545,21705,1630,614,89,19924,1191,66,46,178,1970,69222,34201,10577,22622,1526,641,96,47275,32121,4645,9143,1224,337,52,0,0,42181,27867,2282,10707,825,352,40,10169,746,59,75,0,51409,27699,6302,15410,1292,1001,54,51409,27699,6302,14396,1045,107,10,227,1623,42419,27490,2453,11196,862,366,45,0,0,0,0,0,44244,28880,3083,10754,904,390,35,9990,790,47,35,43044,25903,3591,12016,1036,576,12,11095,878,15,12,25708,14041,11386,23899,12613,11286,24752,12441,10652,24623,12737,10277,24554,13817,9916,24005,11758,12247,20319,11615,7856,24218,13356,9961,25574,14677,10352,25689,11892,10890,25535,14818,10717,22448,12451,9230,14041,7339,5961,13996,7150,6313,14007,7763,5062,13966,7470,6496,21577,12300,8755,22418,12809,9203,22434,12550,9265,22518,13033,8540,22434,13326,9108
93,93,61816,49895,4570,3099,3969,487,67,0,0,62806,44612,3923,4611,9284,649,36,0,0,68191,42224,6199,6454,12093,1361,150,64403,45434,3860,4978,9511,951,40,3646,8882,320,15,199,2046,66899,45898,5003,6607,9071,627,57,47236,40008,2727,1735,2541,330,43,0,0,42187,36112,1377,2456,1800,233,19,2254,1698,92,190,0,50890,34948,3812,3910,7212,1016,118,50890,34948,3812,3294,6867,71,38,163,1697,43097,36649,1225,2632,1914,320,19,0,0,0,0,0,44496,36596,1659,3633,2122,236,25,3223,1883,74,25,44317,34733,2093,4251,2711,292,76,3501,2458,96,76,23539,10443,12810,20951,8357,12594,22916,8055,13251,22819,8915,12324,22763,9735,12198,22116,7729,14387,18368,7906,9700,22352,9069,12435,23735,9785,13458,23849,7566,12953,23652,10008,13644,20860,8473,11661,13789,5345,7676,13741,5076,8042,13765,5763,6715,13722,5495,8227,20909,8507,11882,21994,8859,12775,21985,8578,12816,22061,9021,11988,21967,9439,12528
94,94,64505,16429,10572,35646,2161,619,101,0,0,68074,15310,11032,40567,2112,825,24,0,0,67380,13090,12258,39761,2187,1185,82,68002,14132,10821,42256,2192,388,37,38713,1621,27,0,242,2442,66744,14266,9114,42322,2349,538,36,45610,13918,6574,23631,1615,406,64,0,0,42445,13447,2475,25184,1049,362,0,24245,994,8,216,0,49151,11404,7747,28100,1663,820,65,49151,11404,7747,26810,1435,60,26,266,1403,42372,12194,2920,25909,942,147,0,0,0,0,0,0,42650,11925,2873,26475,898,157,0,25562,812,0,0,40777,11896,3324,23936,797,192,17,22629,703,0,17,26652,21989,4517,25180,20987,4193,24825,20183,3510,24705,19698,3879,24679,20330,3813,24324,19204,5120,20372,17191,2606,24114,19970,3539,25092,21234,3486,25231,18598,5563,25119,21136,3983,22108,18421,3226,12660,10438,1933,12646,10360,2029,12649,10590,1626,12643,10564,2079,20426,16929,3198,21053,17362,3411,21152,17406,3396,21175,17308,3361,21143,17719,3424
95,95,64824,23988,6768,33307,895,666,139,0,0,69505,24686,9110,34710,845,674,42,0,0,68327,19694,13791,33407,1095,1421,135,69432,24230,10944,33248,1385,842,36,30563,730,195,0,369,2401,67775,22661,11266,32778,1629,1262,6,45912,19487,4065,21714,589,452,78,0,0,46601,20397,2224,23141,416,286,0,22292,365,107,194,0,49468,16732,8254,23244,818,1037,99,49468,16732,8254,21971,560,82,30,240,1599,46374,20262,2609,22410,680,284,0,0,0,0,0,0,44494,19468,2821,21067,913,223,0,19970,576,28,0,44536,18628,3368,21393,935,260,0,20069,636,24,0,27578,20702,6673,25638,19077,6561,24371,17221,5932,24290,17121,6032,24234,17666,5936,23848,16358,7490,19911,14900,4368,23782,17407,5736,25074,18784,5888,25216,16261,7357,25076,18769,6307,21942,16134,5299,13384,9533,3414,13358,9381,3594,13360,9752,2903,13348,9631,3717,21113,15534,5214,21973,16105,5508,22004,16037,5546,22059,16138,5275,22000,16531,5469
96,96,61265,21706,2159,36555,842,622,78,0,0,66381,27460,3292,33818,1548,506,104,0,0,68202,28826,5330,31792,1592,1298,86,66181,28371,3922,31549,2114,500,131,29894,1517,92,21,332,2044,67842,30585,3736,30491,2528,827,59,49219,19563,1457,27405,680,491,53,0,0,51192,23527,1679,24782,803,397,17,24158,638,79,97,0,54951,25222,3547,24354,1251,1020,48,54951,25222,3547,22911,910,102,10,299,1950,51613,24153,2014,24156,877,418,15,0,0,0,0,0,52204,26098,2139,22368,1083,511,8,21421,885,108,8,53151,28298,2622,20440,1413,524,5,19008,1033,53,5,32157,28428,3472,29819,26135,3684,29822,24858,3257,29682,24108,4160,29639,25055,3888,28969,23581,5388,26027,22530,2730,29549,24993,3769,31415,26944,3967,31599,23300,7064,31419,26586,4833,27827,23702,3496,19381,16361,2580,19344,16047,2841,19342,16650,2002,19291,16395,2896,27889,23491,3955,28844,24333,4061,29100,24158,4341,29160,24297,4170,29031,24723,4308
97,97,63368,44635,9301,7549,1519,764,118,0,0,64873,41301,11095,10193,2074,588,36,0,0,68255,38911,14697,10856,2688,1822,102,65676,40906,11137,11208,2261,719,42,8661,1701,87,0,302,2882,65543,39460,12699,10148,2522,1406,27,48356,36105,5621,5051,1291,560,77,0,0,44109,34047,2980,5859,764,305,0,5399,649,103,168,0,53329,33307,9204,7526,2326,1382,65,53329,33307,9204,6647,2023,125,12,214,1797,44548,33703,2864,6909,835,330,0,0,0,0,0,0,44482,33418,3194,6848,788,382,0,5986,662,64,0,43939,30756,4618,7351,920,304,28,6342,792,26,28,15769,9484,5992,13937,7969,5968,16110,7992,6874,15943,8381,6289,15890,9021,6115,15472,7929,7543,12243,7270,4384,15590,8626,6316,16912,9358,7193,16977,7909,6928,16842,9747,7095,14389,8036,5836,8671,4841,3399,8650,4690,3561,8660,5017,3019,8627,4905,3722,14461,8188,5951,15177,8472,6453,15213,8467,6327,15255,8716,5852,15187,8966,6221
98,98,63331,19342,6009,37392,632,571,97,0,0,63362,17457,8090,37344,577,621,70,0,0,68161,15056,11033,40952,668,1528,119,67189,17597,7532,41417,391,482,85,39360,180,209,15,367,1928,67314,15872,7620,43017,1014,825,31,44806,15901,3624,24753,455,396,62,0,0,43476,14881,2245,25541,193,341,1,25127,134,275,234,0,48853,12764,6732,28431,477,1032,81,48853,12764,6732,27059,306,111,24,229,1628,45801,14873,2225,28052,215,294,8,0,0,0,0,0,45946,13558,2615,29022,504,419,0,28329,279,71,0,45690,12502,3414,28878,433,790,0,27841,191,107,0,25113,20971,3945,22665,19160,3505,20969,16598,3524,20865,16520,3291,20838,16961,3325,20565,16193,4372,16472,13590,2405,20150,16394,3258,21079,17253,3525,21200,15522,4458,21114,17406,3708,18308,14924,3005,9775,7738,1742,9780,7737,1785,9773,7875,1511,9764,7872,1892,17081,13759,3065,17794,14277,3282,17822,14275,3181,17855,14229,3085,17839,14606,3233
99,99,60659,17412,10499,31976,910,685,101,0,0,67034,15923,15027,34322,2295,735,86,0,0,67925,16293,17510,32046,1769,1373,108,67327,18404,14018,33302,2485,766,75,29670,1748,96,0,107,3285,67755,20324,13103,32792,2315,1168,38,45050,15146,6591,22676,678,467,57,0,0,40705,14068,2887,22651,540,249,0,21634,400,43,319,0,50390,14255,11032,23363,1432,1020,75,50390,14255,11032,22152,1153,97,16,215,1470,41711,15813,3345,21352,529,321,0,0,0,0,0,0,43482,17172,4094,21000,627,372,0,20239,543,32,0,40615,16641,4534,18219,802,250,10,17420,708,24,10,24474,20448,3808,21943,18446,3497,20734,16540,3223,20628,16254,3374,20612,16831,3282,20209,15868,4341,16533,13644,2328,19790,16072,3210,20339,16612,3424,20428,14798,4599,20357,16663,3694,18067,14743,2938,10346,8225,1826,10349,8196,1880,10350,8405,1498,10348,8405,1943,16440,13149,3017,16792,13345,3185,16887,13358,3130,16921,13327,3064,16884,13736,3148
100,100,67027,44442,7916,13477,680,941,105,0,0,69300,43854,7258,16387,1195,730,57,0,0,67893,41043,10042,14245,1286,1854,92,68627,44417,6771,15250,1303,730,39,13888,1006,79,22,214,2228,69456,42413,8097,16840,1479,914,125,51191,36377,4752,9126,519,671,63,0,0,50844,36310,2061,11549,529,406,30,11044,342,86,31,0,53675,35069,6432,9941,1074,1392,49,53675,35069,6432,8892,731,165,11,271,2104,50980,37338,2184,10163,611,420,15,0,0,0,0,0,51352,36113,2870,10828,739,477,4,9853,531,22,4,49612,34805,3508,9774,673,596,19,8533,457,51,19,21414,13836,7241,19310,12506,6804,22462,13547,7094,22258,13664,6982,21932,14286,6697,21305,12839,8466,19207,13391,4969,22672,14969,6770,25457,17609,7294,25159,14314,8545,24958,17285,7673,21419,14447,6233,14849,10503,3755,14683,10040,4082,14682,10687,3113,14656,10496,4160,22579,15867,6183,23884,16862,6583,24011,16705,6618,23447,16442,6080,23363,16869,6494
