ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_SEN_ROFF_Total,E_16_SEN_ROFF_Dem,E_16_SEN_ROFF_Rep,E_19_GOV_Total,E_19_GOV_Dem,E_19_GOV_Rep,E_19_GOV_ROFF_Total,E_19_GOV_ROFF_Dem,E_19_GOV_ROFF_Rep,E_19_AG_Total,E_19_AG_Dem,E_19_AG_Rep,E_19_LTG_Total,E_19_LTG_Dem,E_19_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_16-23_COMP_Total,E_16-23_COMP_Dem,E_16-23_COMP_Rep,E_23_GOV_Total,E_23_GOV_Dem,E_23_GOV_Rep,E_23_AG_Total,E_23_AG_Dem,E_23_AG_Rep,E_23_AG_ROFF_Total,E_23_AG_ROFF_Dem,E_23_AG_ROFF_Rep,E_23_LTG_Total,E_23_LTG_Dem,E_23_LTG_Rep,E_23_SOS_Total,E_23_SOS_Dem,E_23_SOS_Rep,E_23_TREAS_Total,E_23_TREAS_Dem,E_23_TREAS_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
76,District 76,39614,28467,2047,7798,1049,423,53,0,0,41031,26102,3064,9863,1572,710,0,0,0,43228,25170,3241,12530,1451,1130,74,45009,28274,3493,11301,1743,412,0,9280,1415,163,0,363,2019,44647,25605,3698,12398,1535,690,0,29002,21591,1411,5062,695,278,30,0,0,29947,20881,1375,6359,913,369,0,6202,890,58,58,0,32553,20094,2199,8505,1052,817,50,32553,20094,2199,7942,828,126,11,154,1199,32517,22879,1377,6937,1058,240,0,0,0,0,0,0,31564,21208,1345,7859,800,390,0,7398,776,64,0,33084,21586,1697,8756,625,437,0,8123,480,75,0,16469,4512,11682,17106,5051,12055,19231,5720,12662,18405,5221,12770,8150,2304,5846,11355,5093,6120,12930,5980,6950,11111,3379,7732,11151,3067,8084,17353,5736,11242,22413,8057,13970,21782,6954,14151,16500,5623,10532,13397,4580,8617,13333,4495,8584,15833,5017,10425,9465,2318,6661,9129,2568,6561,5619,1602,4017,9326,1653,7464,9028,2661,6215,8921,2669,6252,16158,5430,10429,20961,8114,12565,20193,6748,12998
77,District 77,28122,23761,1107,2657,393,278,18,0,0,37951,31447,1733,4008,744,237,8,0,0,43291,34032,3361,3850,866,910,59,39019,32566,1575,3878,852,375,8,3575,585,184,0,4,529,44641,36912,2471,3470,555,627,247,20414,17550,776,1680,256,190,11,0,0,27348,23097,796,2977,383,95,0,2893,292,74,18,0,32072,25748,2271,2672,588,605,34,32072,25748,2271,2452,400,84,7,124,986,28246,23675,836,3184,496,241,0,0,0,0,0,0,32820,27884,1274,2807,394,306,160,2666,353,144,160,34012,28012,2106,3011,284,406,252,2740,258,166,252,13600,2679,10619,14107,2693,11414,17428,3123,13454,17120,2697,14056,7550,1208,6342,12121,4297,7729,13861,5165,8696,11843,2018,9825,11964,1854,10110,15894,3258,12288,18794,4178,14197,18435,3277,14534,15646,3317,12003,15657,3119,12290,15603,2990,12310,15157,2755,12009,10797,1429,8863,10350,1576,8774,5852,1124,4728,10613,825,9509,10237,1608,8475,10121,1648,8473,15893,3080,12487,21593,4966,16266,21319,3706,17304
78,District 78,44515,34626,4933,3681,1030,323,53,0,0,44319,33242,6350,3422,1511,210,95,0,0,44584,29749,8084,4572,1437,1014,57,43292,33577,5868,2964,1181,356,101,2349,879,40,11,54,511,45261,33783,6105,3326,1498,609,100,35330,28115,3720,2506,778,241,40,0,0,33072,27365,2571,2411,563,108,3,2317,537,34,69,0,35713,25012,5678,3315,1033,748,36,35713,25012,5678,2962,816,82,5,176,982,32788,27777,2543,1792,501,147,12,0,0,0,0,0,34597,28688,2923,2078,616,217,8,1958,592,41,8,32396,26127,3502,1875,602,216,5,1761,526,58,5,21468,3895,17166,20119,4334,15785,21382,4955,15295,20722,4355,15914,9591,1943,7648,13848,5517,8200,15307,6472,8835,13515,2531,10984,13708,2056,11652,19144,4752,13940,23116,6211,16448,22613,5002,16812,18301,4654,13219,15551,3741,11547,15256,3339,11580,17317,3847,12963,10980,1520,8802,10557,1697,8860,5535,1136,4399,10843,834,9742,10361,1789,8404,10307,1806,8501,17431,4052,12978,21996,6200,15355,20803,4395,16029
79,District 79,44927,29557,7609,4998,2759,292,54,0,0,44792,28077,7637,6037,2932,157,51,0,0,45579,25235,10343,5976,3549,773,54,44014,25993,6956,7502,3412,184,24,6163,2823,25,0,412,1639,44492,27336,7488,5467,3899,901,30,35350,24087,5668,3465,2087,216,49,0,0,32057,22693,4131,3589,1528,108,0,3465,1328,20,60,0,35828,21089,7480,4170,2649,559,33,35828,21089,7480,3747,2381,36,6,204,885,31023,21248,3993,3965,1687,155,0,0,0,0,0,0,31868,22416,3812,3564,1804,390,30,3295,1625,19,30,31300,21157,4485,3417,1764,449,75,3052,1583,19,75,20432,4402,15736,18675,4692,13983,19487,5488,13111,18782,4496,13886,10023,2123,7900,12584,5503,6992,14259,6616,7643,12171,2689,9482,12333,2247,10086,17187,5072,11751,20495,6765,13385,19859,5429,13697,16320,4915,11080,13526,3504,9859,13056,3131,9719,15408,4096,10932,9973,1641,7808,9533,1773,7760,5639,1243,4396,9828,976,8647,9382,1878,7366,9276,1822,7454,15486,4252,10900,19870,6420,12895,18463,4695,13383
80,District 80,43966,29969,5804,6483,1690,319,54,0,0,46328,29854,8222,6508,1974,173,13,0,0,46249,26588,9548,7568,2178,852,48,45324,28673,8595,6405,1893,184,19,5747,1693,37,11,157,421,45865,27668,7485,8462,2389,598,21,35839,25284,4521,4627,1321,225,40,0,0,32794,25137,2346,4288,870,104,15,4163,831,49,76,0,37310,22858,6779,5571,1730,620,39,37310,22858,6779,4960,1505,53,9,227,919,31244,23284,2662,4097,907,82,8,0,0,0,0,0,32257,22717,2553,5334,1050,116,3,5117,975,9,3,31539,22042,2917,5121,785,202,0,4788,687,11,0,18684,4229,14116,17631,4721,12910,18821,5285,12567,18172,4649,13095,8320,1871,6449,11998,5398,6510,13626,6543,7083,11628,2588,9040,11806,2112,9694,16326,4904,11057,19043,6263,12394,18584,5178,12800,15497,4758,10410,13087,3800,9107,12763,3403,9090,14584,4000,10188,9344,1625,7167,8995,1879,7116,4417,1125,3292,9209,1000,7986,8782,1879,6753,8777,1923,6854,14361,4107,9956,17279,5837,11098,16253,4224,11668
81,District 81,37323,32208,928,3631,276,314,40,0,0,41635,34403,1297,5276,461,221,18,0,0,43632,34173,2189,5753,516,837,52,44136,34728,1417,7019,605,601,23,6424,584,64,20,125,773,46159,35803,1060,7999,635,469,33,27666,24164,583,2510,173,243,25,0,0,30944,26253,575,3629,256,124,17,3520,186,22,76,0,32427,26157,1355,3841,317,575,35,32427,26157,1355,3670,215,71,8,90,861,32793,27275,442,4400,328,240,19,0,0,0,0,0,34636,28435,505,5164,276,289,22,4939,263,101,22,34383,27952,939,5088,254,224,23,4757,215,126,23,16312,3362,12631,17213,3734,13479,20242,3516,16100,19483,3986,15037,7425,1537,5888,14366,5032,9252,15683,5486,10197,14152,2320,11832,14188,2193,11995,19718,3846,15538,25370,4425,20586,24829,3826,20377,19147,3629,15216,16231,2776,13198,15816,705,14233,18943,3038,15502,13862,1811,11251,13434,1967,11467,8396,1482,6914,13669,1202,11980,13746,1680,11939,13260,2231,11029,19917,3235,16337,26165,4699,21196,22702,4311,18220
82,District 82,44847,35365,3494,4801,1009,336,55,0,0,45477,34706,4378,5106,1068,462,29,0,0,46202,32464,5699,5615,1540,916,55,45039,34150,4101,5149,1289,562,37,4901,863,183,2,120,716,44523,32587,3908,6092,1430,518,89,36724,29424,2687,3663,766,259,37,0,0,35698,28748,2287,3855,532,204,1,3815,424,106,50,0,38229,27656,4223,4452,1175,698,37,38229,27656,4223,4081,956,79,10,145,1079,35751,28364,2342,3889,873,331,3,0,0,0,0,0,35248,27488,2460,4196,857,250,2,3919,683,64,2,35176,26455,3693,4154,546,387,0,3784,395,76,0,21439,5302,15759,20825,5858,14967,22857,7022,14501,22092,5932,15726,10824,3215,7609,15132,7446,7566,17071,8895,8176,14602,3898,10704,14853,3083,11770,20357,6646,13251,24247,8579,15176,23738,7090,15914,19475,6602,12448,16608,5571,10797,16162,5118,10769,18530,5598,12419,12389,2630,9093,11802,2794,9008,5908,1916,3992,12085,1474,10345,11653,2985,8496,11505,2975,8530,18627,5902,12348,23215,8652,14024,22024,6126,15469
83,District 83,45078,15825,3111,24576,1510,481,24,0,0,43016,13261,3296,24236,1987,389,0,0,0,43956,12446,4559,25303,1546,769,44,43725,12654,4340,24810,1852,504,0,24165,1790,107,0,59,607,44634,13400,4796,25474,1479,1036,0,32863,12693,2210,16794,1109,326,19,0,0,30522,10864,1662,16724,986,285,0,16614,956,200,10,0,33127,10512,3131,18076,1217,591,22,33127,10512,3131,17386,1065,175,5,113,740,31370,10260,2355,17537,799,303,0,0,0,0,0,0,32939,11312,2159,18102,952,339,0,17877,837,144,0,32257,9971,2929,17879,1057,452,0,17441,953,102,0,18832,12100,6441,18392,12872,5520,18816,12332,6067,17255,10585,5731,6778,4465,2313,10421,7616,2667,12234,9276,2958,9546,5544,4002,9611,5180,4431,15786,10065,5288,20155,13010,6874,18850,11344,6402,14603,9285,4982,10041,5848,3873,10240,6866,3374,13734,8461,4886,7536,4118,2971,7214,4164,3050,2612,1391,1221,7210,2916,4112,7215,4139,2947,6993,3991,3002,13573,8213,5011,17967,10854,6903,16941,11752,5189
84,District 84,41934,28513,3451,7503,1958,791,38,0,0,42019,26046,3516,9226,2302,873,53,0,0,42520,24363,5043,9171,2837,1390,52,42270,26103,3657,8417,3116,608,30,8001,2488,135,0,456,1430,41231,25253,3274,9230,2960,699,166,31955,22581,2417,5157,1408,552,29,0,0,31164,20509,1668,7049,1270,577,0,6812,1156,184,94,0,33192,20038,3528,6617,2133,1032,33,33192,20038,3528,6233,1772,313,5,111,1192,31506,21245,1604,6641,1548,401,0,0,0,0,0,0,31087,20715,1662,6655,1588,378,39,6510,1275,132,39,30472,19959,2296,6191,1573,389,29,5938,1270,72,29,17411,4700,12361,16666,5339,11327,17878,5310,12002,16946,4800,11413,6591,2012,4579,10816,5060,5595,10995,5398,5597,10440,2851,7589,10602,2509,8093,15792,4890,10513,19750,6071,13408,19069,5230,13039,14857,4678,9867,11268,3501,7562,10890,3878,6951,14191,4071,9761,8940,2057,6297,8662,2314,6348,3391,1043,2348,8921,1381,7381,8592,2270,6182,8423,2183,6240,14134,4091,9739,17369,5391,11771,16435,6185,10144
85,District 85,42206,18581,6798,15241,1690,445,72,0,0,43198,16644,8890,16366,1615,1094,28,0,0,44303,15022,10726,16447,2156,1209,114,42919,16182,10666,15332,1570,615,16,13606,1177,205,10,26,1049,43344,14077,12814,16085,1750,632,3,31774,15241,5012,10255,1291,297,51,0,0,28003,13684,2430,10676,724,352,10,10556,605,45,80,0,33223,12616,7053,11800,1650,913,83,33223,12616,7053,10906,1399,108,16,165,960,26877,13915,2295,9893,754,227,10,0,0,0,0,0,26392,12125,3297,9973,812,290,4,9824,653,90,4,24821,10586,3404,9403,1290,277,6,9249,1219,80,6,15488,6621,8609,15097,7308,7789,15421,7505,7289,14534,6443,7654,6088,2581,3507,8882,5371,3412,10607,6782,3825,8502,3558,4944,8584,3066,5518,13381,6578,6462,17138,9123,7736,16173,7584,7815,12548,6245,6011,9336,4257,4892,9350,5083,4267,11974,5622,6004,7126,2620,4020,6908,2700,4208,3285,1350,1935,7023,1653,5212,6848,2773,3946,6682,2655,4027,11910,5703,5902,15051,7941,6756,14547,9192,5355
86,District 86,41920,29714,2097,9432,471,362,37,0,0,44712,30311,2194,11364,368,462,26,0,0,45736,29064,2917,12145,725,1033,50,46840,29722,2486,13427,648,587,61,12956,491,150,22,69,956,45640,29340,2062,12883,857,387,55,32411,23969,1500,6382,372,276,27,0,0,33094,23898,779,7902,164,323,0,7701,132,148,16,0,35545,23762,1988,8512,578,776,38,35545,23762,1988,8164,423,107,5,66,1030,34463,24653,882,8287,246,405,20,0,0,0,0,0,34867,24969,1137,7752,451,244,45,7549,376,19,45,36171,25536,1442,8192,321,229,46,7951,274,12,46,15382,3745,11338,15329,4089,11240,16202,3937,11720,15570,3854,11108,5629,1269,4360,10081,4612,5409,11331,5518,5813,9828,2050,7778,9918,1875,8043,14231,3740,10164,17155,4352,12528,16778,3718,12385,13470,3493,9720,10911,2271,8459,10665,1963,8675,12978,2838,9803,8723,1338,6867,8428,1470,6958,7194,1163,6031,8605,927,7443,8400,1444,6813,8226,1501,6725,13020,2860,9881,16265,4039,12007,15530,3242,12205
87,District 87,44147,10629,4072,26277,3370,376,73,0,0,42445,10167,3192,26566,2716,521,8,0,0,45538,8867,5560,27818,3567,683,47,44514,10811,2886,27583,2982,366,12,26955,2930,33,0,153,747,44996,8980,4134,28641,3069,511,35,32386,8759,3007,18193,2519,249,59,0,0,30001,8233,1366,18630,1632,185,0,18392,1580,48,40,0,34404,7533,3881,20324,2763,504,38,34404,7533,3881,19415,2579,68,7,150,771,31780,9007,1037,19437,1955,226,0,0,0,0,0,0,31891,7604,1388,20795,1959,228,0,20623,1936,29,0,31270,6713,1895,20185,2148,188,0,20101,2040,55,0,14874,10221,4488,14652,10974,3678,15027,11028,3640,13913,9584,3938,5558,4105,1453,8323,6737,1488,9872,8307,1565,7737,5407,2330,7789,5090,2699,12502,9135,3111,15543,11644,3685,14638,10364,3646,11620,8557,2834,8515,6122,2210,8650,6748,1902,10876,7849,2773,6034,3973,1723,5744,3958,1786,2296,1552,744,5724,2783,2806,5828,4076,1667,5673,3948,1725,10509,7515,2755,12740,9008,3501,12240,9700,2540
88,District 88,35788,30002,1917,3409,270,242,39,0,0,39348,31087,2190,5190,426,458,46,0,0,42542,31059,3798,6336,577,875,39,38872,30778,2303,5058,360,531,31,4463,291,59,25,95,856,39868,30287,1959,6662,265,1061,85,26090,22337,1216,2205,176,164,18,0,0,28336,23940,648,3142,295,230,38,3134,210,42,54,0,31076,23576,2416,4149,374,615,23,31076,23576,2416,3898,268,58,4,49,807,27649,23549,732,2955,174,329,26,0,0,0,0,0,28753,23409,764,3933,217,629,68,3566,139,172,68,29680,24432,1110,3576,100,595,0,3147,46,89,0,15738,3083,12340,17142,3584,13558,18875,3600,14531,18157,3821,13808,6408,1458,4950,12621,4486,8056,13351,5062,8289,12517,2239,10278,12555,2069,10486,17560,3743,13426,21910,4531,16924,21533,3872,16969,16836,3568,12929,13674,2677,10777,13362,0,12217,15897,2941,12519,9853,1423,7822,9658,1607,8051,4986,948,4038,9793,922,8449,9723,1394,8260,9486,1731,7755,16258,3101,12786,21018,4506,16178,20004,4223,15634
89,District 89,40900,36527,1901,1373,871,273,37,0,0,44253,39113,2328,1702,1170,149,0,0,0,45218,37506,3525,1907,1202,837,50,44206,38479,2219,2391,985,318,0,2166,784,15,0,51,490,44518,38868,1926,1677,1368,366,198,29988,27069,1296,870,557,184,27,0,0,32784,29536,1504,1097,568,76,0,1052,514,29,15,0,34586,29308,2419,1288,794,602,41,34586,29308,2419,1087,603,92,14,121,942,32857,29025,1471,1545,423,156,0,0,0,0,0,0,33310,29794,1307,1206,690,230,10,871,505,9,10,34431,29741,1681,1589,911,417,9,1118,701,19,9,21058,3716,16981,20196,3547,16649,22422,4180,16917,21993,3584,17982,10440,1833,8607,15112,5477,9504,17473,6710,10763,14822,2719,12103,14931,2381,12550,19892,4207,15214,22867,5213,17111,22524,4143,17730,19305,4271,14585,18330,3891,14149,18211,3593,14205,18583,3517,14554,13197,1805,10847,12629,1938,10691,9329,1943,7386,12899,982,11529,12528,1962,10403,12426,2106,10320,18812,3746,14666,23601,5586,17485,23528,4320,18880
90,District 90,41001,29987,2154,7645,734,601,58,0,0,42831,30771,2772,8152,720,673,51,0,0,43451,27515,3582,10147,1140,1284,80,41124,30218,2750,7193,500,830,37,6238,127,478,0,110,1200,42049,29060,3240,8209,873,957,339,31137,23626,1478,5125,506,433,35,0,0,31863,24521,1050,5437,297,485,0,5191,215,355,65,0,33711,22435,2468,7077,821,961,49,33711,22435,2468,6518,576,167,20,195,1332,31192,24010,1223,5128,223,582,0,0,0,0,0,0,32256,23618,1722,5856,412,371,285,5547,378,119,285,31914,21847,2136,6685,528,361,360,6007,409,43,360,17816,4917,12589,17826,5169,12657,19714,5431,13451,18885,5120,13327,8556,2203,6353,11385,4862,6365,13548,6024,7524,11112,3039,8073,11179,2712,8467,17962,5478,12050,23807,7874,15541,23016,6546,15582,17034,5275,11376,13299,3887,9242,13059,3709,9088,16373,4642,11284,9480,1942,6889,9250,2220,7030,6245,1660,4585,9428,1412,7755,9108,2296,6609,9050,2339,6711,16625,4924,11328,21040,7114,13624,20105,5714,13917
91,District 91,39375,15925,2432,20338,792,394,39,0,0,44677,19664,3113,21266,742,351,50,0,0,42508,18923,3844,18417,1215,818,34,44320,19861,3756,19964,894,417,48,19101,506,75,25,80,923,44494,19069,3123,20674,1369,688,27,32458,14479,2068,15271,684,322,33,0,0,35526,16757,1834,16229,418,200,30,15908,317,58,69,0,35352,16801,2867,14399,1052,644,26,35352,16801,2867,13457,734,81,6,168,1238,34868,16945,1802,15449,417,209,30,0,0,0,0,0,34273,16315,1516,15592,564,291,15,15151,370,35,15,31831,14680,1972,14090,762,283,4,13672,449,40,4,17589,14050,3182,19148,15883,3265,21585,17739,2731,20441,15553,4339,10069,8500,1569,12550,11239,1225,16828,15378,1450,11654,9278,2376,11983,8448,3535,18417,15127,2858,23046,19662,2928,21831,17368,3591,17414,14551,2478,14417,12069,2122,14359,12513,1839,16522,13490,2597,9539,7219,1985,9160,6923,2237,5451,4643,808,9171,5012,3913,9106,7028,1984,9005,7081,1924,16696,13731,2625,22581,19121,2910,21484,18103,3234
92,District 92,45743,19724,9394,15509,1188,358,51,0,0,45885,17709,11710,15196,1341,536,18,0,0,45176,16128,13248,13955,1667,911,47,45592,18476,12006,13900,1060,675,12,13218,956,386,0,33,519,43932,18505,11785,11881,1492,789,10,35066,16158,7104,10883,911,261,41,0,0,30672,14665,4145,10725,845,308,0,10586,757,145,10,0,34713,13446,9328,10471,1227,665,33,34713,13446,9328,9862,1020,69,12,163,813,31627,15259,5193,10086,747,444,0,0,0,0,0,0,30150,15291,4851,8686,1056,274,0,8514,963,89,0,29913,13894,6508,8316,1062,165,4,8019,1035,8,4,18441,8631,9535,16597,8468,8129,17107,8650,7861,15868,7160,8224,7425,3333,4092,9879,5894,3891,11703,7446,4257,9176,3790,5386,9280,3475,5805,14658,7253,7052,18735,9970,8437,17480,8121,8532,13709,6811,6592,10096,4447,5446,9888,4462,5306,12914,6064,6496,7329,2474,4380,7048,2673,4375,3811,1344,2467,7091,1696,5200,6957,2746,4061,6761,2612,4149,13139,6174,6656,18289,9346,8598,16648,8089,8316
93,District 93,37882,9201,1631,26514,567,328,40,0,0,40568,12272,2013,26126,406,363,51,0,0,44224,13294,2758,26917,1059,828,69,42401,13012,2240,26910,581,320,61,25715,277,37,0,98,1018,40572,12355,2020,25389,626,786,78,30550,8907,1410,19698,508,265,25,0,0,32493,11247,1142,19631,156,261,0,19313,134,76,109,0,36953,12647,2159,20916,964,669,61,36953,12647,2159,19804,694,94,15,254,1286,33964,11996,1115,20317,309,185,0,0,0,0,0,0,32262,11633,1065,18946,283,268,0,18399,212,8,0,32285,11683,1515,18169,461,314,9,17539,388,11,9,16348,14502,1542,17118,15585,1533,19093,16785,1542,17711,14725,2409,7885,7055,830,10702,9939,691,14464,13660,804,9906,8509,1397,10106,7915,2191,16399,14392,1586,21738,19550,1781,19971,16849,2121,15484,13667,1443,12041,10442,1333,12146,11078,1068,14426,12542,1472,7222,5885,1013,6890,5750,1140,4176,3666,510,6811,4250,2334,6895,5862,963,6791,5755,1036,14281,12420,1477,18555,16119,1717,17695,16373,1322
94,District 94,38271,28513,4833,3061,1757,268,43,0,0,42932,31464,5593,3586,2271,335,26,0,0,45685,31376,6874,4595,2485,772,48,42167,31003,4950,3427,2481,464,18,2939,2115,47,6,291,816,42261,30634,5012,3981,2352,949,31,31032,23619,3735,2224,1345,198,27,0,0,31029,25633,1888,2327,986,123,0,2250,917,83,51,0,35786,25408,4855,3381,1816,581,36,35786,25408,4855,2769,1498,35,8,134,1079,29969,25105,1390,2087,1151,186,7,0,0,0,0,0,30724,24676,1982,2351,1227,132,5,2273,1101,24,5,31471,24297,2849,2396,1348,199,4,2292,1187,20,4,17034,4651,12009,19053,5961,13092,20359,6913,11904,19931,5915,13609,10267,3699,6568,13514,7304,6103,15874,8984,6890,13004,4217,8787,13350,3225,10125,18346,6696,11185,21972,8640,12814,21801,7205,13909,17740,6819,10471,16131,6583,9289,15736,5785,9580,17013,5914,10571,11414,3132,7745,10925,3060,7865,5590,2211,3379,11493,1828,9443,10763,3351,7289,10605,3288,7317,16965,6172,10402,19800,8350,10806,18976,5780,12791
95,District 95,39380,32594,1180,5127,224,292,18,0,0,40983,34452,1421,4490,229,459,10,0,0,43337,33061,2272,6530,320,908,48,41254,34488,1588,4695,153,356,10,4546,105,46,10,0,474,43101,34608,1975,5449,171,478,0,28972,24469,788,3382,152,209,12,0,0,31079,26949,614,2966,183,354,10,2911,123,83,5,0,32291,25405,1381,4402,208,674,40,32291,25405,1381,4209,136,92,4,65,999,30381,26585,493,2894,120,303,10,0,0,0,0,0,31449,26966,556,3587,117,287,0,3477,95,18,0,30007,25646,644,3409,91,287,0,3198,34,8,0,15231,2944,11947,15957,3381,12576,18056,3035,14528,17350,3567,13345,5940,1029,4911,11175,3795,7286,12234,4470,7764,10841,1577,9264,10915,1586,9329,16248,3020,12916,20496,3446,16757,19799,2808,16331,15378,2696,12411,12141,1659,10265,11810,600,10696,15105,2138,12615,10438,926,8866,10063,1138,8925,5222,783,4439,10251,685,9176,10091,1053,8890,9920,1228,8692,15428,2167,12952,20000,3144,16609,18592,2551,16003
96,District 96,49415,19397,1199,27934,821,268,44,0,0,48352,19588,995,27219,627,422,87,0,0,45706,16474,1474,26594,877,487,38,47550,18127,1040,27965,250,727,1,26433,144,127,0,176,1500,44942,17532,1050,25062,637,877,27,35600,15463,805,18680,567,194,30,0,0,35460,15769,404,18758,222,261,0,18385,216,123,86,0,34335,13499,1010,18929,677,348,22,34335,13499,1010,18366,618,65,2,98,677,35263,14768,601,19347,139,427,0,0,0,0,0,0,32863,14219,489,17418,340,362,0,17174,314,44,0,31668,13864,653,16362,372,335,14,16078,338,55,14,22245,13733,8170,21951,13744,8207,20723,12176,8065,19012,8376,9023,8265,4031,4234,14162,8438,5633,15521,9772,5749,13399,6345,7054,13095,6504,6591,17741,9481,7696,20578,11955,8232,19073,9687,8238,16413,8957,7082,10887,5251,5298,10755,4687,5738,14954,7895,6640,9672,4202,5090,9143,4072,5071,5875,2616,3259,9225,2642,6340,9125,4120,4874,8883,4334,4549,14375,7475,6511,17093,9687,7164,15688,8293,7395
97,District 97,36429,5300,1531,28997,724,316,38,0,0,45876,6654,1596,36646,744,311,23,0,0,45713,8624,2629,33591,921,717,43,47474,7257,1742,37437,686,239,27,36597,489,35,0,569,786,44208,7930,2111,32784,884,445,42,28314,4668,1210,21878,588,235,29,0,0,34856,5695,886,27735,406,182,0,27439,328,30,37,0,36692,7438,1933,26543,720,586,38,36692,7438,1933,25305,566,94,10,281,1065,36681,6228,1058,28828,403,202,0,0,0,0,0,0,34384,6656,1267,25560,546,290,0,25290,366,74,0,34080,6586,1861,24765,592,271,6,24387,448,49,6,16956,15134,1602,18691,17270,1421,18872,16830,1355,17943,15309,2125,9104,8375,729,12523,11858,573,15533,14842,691,11747,10215,1532,12010,9609,2401,16557,14650,1514,20044,17901,1740,18703,15842,1998,15850,14130,1375,13504,12114,1118,13537,12649,888,14631,12886,1358,8753,7384,954,8408,7268,1140,4654,4188,466,8301,5178,2868,8604,7690,835,8243,7178,1065,14470,12702,1412,17793,15756,1574,17490,16323,1167
