ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep
23,23,96024,14200,40386,40186,3686,1323,488,0,0,98496,12314,44131,42933,3717,1045,342,0,0,99338,9957,45475,43135,3045,2126,267,99780,9888,45785,43276,3054,2126,267,99240,11381,47457,42012,3263,943,264,35176,2516,139,50,629,1896,87931,18514,40446,27078,4680,969,251,70422,12472,27716,28228,2912,939,379,0,0,57730,9340,22320,24134,1340,375,45,23564,1265,95,363,0,74566,8735,32417,31946,2318,1583,204,74566,8735,32417,27918,1951,132,20,1107,2286,58086,9005,24241,23330,1084,266,50,0,0,0,0,0,53477,15735,21296,14418,1855,215,29,13990,1717,99,29,57127,13392,25740,15389,2218,442,10,14842,1984,233,10,26213,23076,2959,30342,26534,3808,24626,20994,3126,22731,20176,2146,17152,15166,1867,17360,14797,2390,16478,14250,2119,20721,17821,2670,26262,21567,4465
24,24,98636,62470,20972,7161,6548,837,189,0,0,102551,57892,26293,10590,6747,975,117,0,0,103889,52465,29973,9016,7047,1722,146,103024,52061,29809,8673,7025,1721,146,102508,59478,25384,10554,6689,706,54,7131,5836,154,6,1716,2810,103699,52508,28664,14945,5571,1127,66,76351,50193,14867,5169,4754,576,127,0,0,65522,46812,8837,5622,3836,418,43,5154,3722,165,64,0,81460,44253,20972,6621,5295,1294,127,81460,44253,20972,4589,4779,67,30,2223,4547,65363,48022,8595,5211,3289,246,6,0,0,0,0,0,64681,42495,10872,8166,2813,358,17,7279,2670,95,17,64661,40612,11529,9069,3048,307,45,8087,2845,75,45,36880,20827,15715,37428,20824,16604,38765,20823,16362,36463,21531,14119,29547,17724,11507,30029,15639,13783,29116,15731,13183,34434,19390,14401,42987,24954,17499
25,25,95784,56967,21150,13290,5044,755,152,0,0,99094,53980,24884,14301,7000,755,264,0,0,101594,52923,28239,13734,6415,1616,120,101774,52967,28317,13761,6415,1616,120,99093,54156,25151,13642,7303,833,231,11339,5407,97,96,225,2629,101839,49384,28668,19239,5667,1187,154,73240,45381,15029,9420,3684,535,113,0,0,64878,42486,9813,8869,3296,289,50,8561,3043,79,161,0,79856,44231,20077,10371,4798,1149,94,79856,44231,20077,8843,4307,81,14,439,1864,65577,42883,10494,8338,3314,242,95,0,0,0,0,0,67930,40331,11967,12470,2781,98,35,11901,2397,14,35,69456,40474,13513,12227,2885,113,5,11433,2563,17,5,42741,26885,15531,43317,25868,17449,43687,27264,14591,41949,27546,13528,36616,24233,12042,36945,21497,14844,36071,22031,13779,40774,25968,14096,49683,33289,15772
26,26,99979,87283,5002,2346,5169,310,91,0,0,103069,85384,7460,3345,7192,491,66,0,0,102322,80852,8475,3307,8038,789,80,102354,80874,8477,3307,8038,789,80,102035,82295,8324,4183,6975,617,70,2485,5248,145,9,126,3399,101696,77176,10868,6213,6443,830,94,70888,62611,3332,1623,3199,184,50,0,0,69450,61381,3485,1568,2822,185,0,1390,2661,32,46,0,75975,61883,5637,2216,5106,521,56,75975,61883,5637,1583,4503,40,10,377,1942,68760,59804,3732,2009,2873,326,10,0,0,0,0,0,71186,58838,5782,3303,2907,256,40,2695,2686,140,40,71363,58526,5624,3692,3174,208,50,3078,2751,123,50,56203,32679,23147,56207,28850,27357,56195,34536,19012,55386,32577,21844,49936,31941,17644,50177,26756,22706,49301,28726,20310,53993,32930,20147,63527,43126,19364
27,27,92696,43945,25426,16218,8161,751,195,0,0,99880,44829,29937,17674,9550,1041,62,0,0,104835,45488,32245,16745,10303,1779,149,105093,45530,32362,16792,10305,1780,149,100584,44975,29477,17509,9977,1099,84,14652,9331,59,0,331,1753,106845,40655,33778,25189,9169,1273,223,72528,36287,18884,11848,6217,528,143,0,0,58835,35349,10290,9409,3548,315,0,9109,3382,35,73,0,83412,38959,23382,12810,7972,1326,118,83412,38959,23382,11154,7431,83,15,522,1866,62392,35746,11497,10583,4304,304,0,0,0,0,0,0,67288,33387,14107,15607,3761,200,0,14874,3572,43,0,70954,35566,13993,16454,4442,242,0,15749,4043,83,0,34507,22581,11711,32723,20867,11856,37078,24902,10805,33856,22899,10250,30482,21302,8835,30811,19524,10866,29882,19928,9748,34040,23002,10472,42340,29430,12347
28,28,102645,91482,4722,2074,4067,350,55,0,0,105836,91326,6264,3060,4734,367,77,0,0,104779,85965,7878,3176,5610,964,83,104269,85779,7763,2975,5599,962,83,105610,90104,7095,3272,4689,307,90,2070,3720,27,60,595,1937,106158,90140,6283,3027,4798,337,85,75879,68509,3082,1469,2568,248,33,0,0,77980,69825,3763,1632,2592,184,35,1464,2330,40,47,0,81398,68421,5431,2155,3786,709,50,81398,68421,5431,1568,3252,32,13,534,2147,77998,69387,4064,1576,2804,179,15,0,0,0,0,0,76470,68637,3602,1347,2723,151,0,1218,2458,45,0,77546,67314,4472,1804,3651,186,19,1579,3329,18,19,54755,29570,24662,55964,27618,28346,55879,29710,23573,54955,31159,22865,48772,28570,19754,49164,23793,24107,48061,24730,22912,53171,29346,22816,62673,38045,23699
29,29,106268,85886,11751,4760,3860,1247,125,0,0,103875,81239,13589,5646,4442,2667,109,0,0,104548,76225,15020,4989,6356,2645,184,104418,76248,14969,4857,6357,2646,184,104023,80747,14020,5346,4672,1715,122,2614,4083,65,15,106,2373,107335,79644,15883,5703,5973,1950,348,86137,71520,7693,3587,3220,869,89,0,0,81980,68495,7857,2573,2212,613,10,2189,2082,50,197,0,86810,65420,10389,3790,5560,1933,131,86810,65420,10389,2587,4854,198,24,365,2973,82207,68251,8563,2546,2152,596,15,0,0,0,0,0,84852,68816,9417,2883,2899,629,10,2266,2562,56,10,82238,65633,8619,3803,3153,655,34,3210,2547,22,34,42862,26783,15263,37358,23378,13980,43824,22875,18179,42124,27223,13468,35375,21474,13325,35818,18023,15709,35042,18017,16433,39202,21760,16138,43782,23144,19678
30,30,104551,94851,4816,1937,2522,671,82,0,0,101274,88883,6374,2179,3295,805,165,0,0,104454,86043,8648,3169,3690,1666,113,104615,86186,8652,3169,3690,1666,113,101913,88916,6433,2362,3289,714,168,1622,2492,109,33,226,2080,104178,83493,10047,5502,3832,1500,283,81499,75143,3135,1252,1614,454,58,0,0,78904,72606,3255,1019,1353,483,12,905,1183,124,192,0,85088,72170,5807,2158,2596,1285,80,85088,72170,5807,1309,2142,107,13,513,3027,79911,73011,3450,1298,1453,508,34,0,0,0,0,0,79735,68667,5514,2713,1986,535,37,2359,1690,26,37,81544,71019,5269,2551,2015,588,41,2117,1653,5,41,55472,29527,24965,49361,24824,24537,54582,24775,27161,53647,29298,23044,47616,24880,22141,48162,20785,25467,47101,21345,25236,51820,25375,25252,60905,31453,28553
31,31,100708,86970,7533,4130,2073,719,94,0,0,99469,78569,13407,5808,2397,955,69,0,0,99747,76002,12994,6684,2990,1803,126,100026,76215,13025,6691,2990,1803,126,99035,77245,13059,6254,2619,1016,59,3676,1939,69,0,69,2977,99909,70586,16435,9498,4233,1793,168,79202,70468,4577,2539,1417,478,67,0,0,77869,65274,8074,3079,1097,352,0,2576,813,84,194,0,80823,64655,8397,4433,2186,1379,101,80823,64655,8397,2944,1796,90,21,259,2661,76970,64316,7559,3319,1365,434,0,0,0,0,0,0,77028,59429,9975,4541,2133,819,20,3678,1909,49,20,78063,59759,10151,4654,2518,562,26,3742,2359,38,26,46170,26265,19158,43851,24027,19824,46392,19812,24540,45220,26334,17959,37484,18312,18693,38152,14311,21644,37169,15136,21589,42585,19762,21788,51965,24710,26345
32,32,104080,94731,4246,1772,2917,538,67,0,0,104426,90259,7969,3051,3730,697,25,0,0,104874,88537,7056,3064,3844,1206,113,104966,88624,7056,3064,3844,1206,113,103650,88875,7843,3007,4121,646,24,1997,3282,99,0,107,1452,103898,83826,10077,4270,5138,706,77,81238,75147,2651,1149,1947,349,55,0,0,80266,72189,4482,1531,1869,166,10,1379,1707,94,39,0,85306,73991,4658,2052,2696,884,69,85306,73991,4658,1400,2355,69,19,524,2290,80745,72422,4362,1590,2129,197,0,0,0,0,0,0,81482,69932,6149,2372,2777,184,30,1949,2333,14,30,83289,70503,6059,3108,3048,320,26,2649,2483,6,26,57641,26995,29886,55108,24301,30807,58173,23093,32653,56804,28285,27501,50585,23112,26964,51268,18535,30981,50116,19584,30126,55182,23727,30386,64879,29800,34184
33,33,100308,93147,3298,1586,1794,609,77,0,0,99217,90412,3973,1901,2338,698,21,0,0,98299,86309,5191,2180,2188,1528,136,98384,86391,5191,2180,2188,1528,136,98836,89575,4668,1620,2391,517,12,990,1937,71,0,221,1371,98928,87603,5082,1707,2706,885,90,77714,73107,2086,982,1148,412,44,0,0,78074,73154,2158,1256,1098,394,0,1139,878,134,54,0,80631,72234,3460,1463,1545,1120,92,80631,72234,3460,921,1209,112,20,375,2300,77086,72390,2460,920,1011,222,0,0,0,0,0,0,78010,72806,2667,898,1305,407,0,730,1115,15,0,79925,73213,3108,1352,1515,574,204,968,1372,12,204,54753,31728,22101,53620,29555,24065,56527,27309,26312,55590,33224,21153,50654,27890,22140,51297,22158,26067,50165,23349,26188,54450,28149,24831,63234,34924,27165
34,34,98076,84293,7022,2598,4018,492,51,0,0,96417,78637,9472,3320,4838,189,143,0,0,96510,75169,10946,4264,5010,1229,126,96609,75250,10952,4264,5010,1229,126,96481,76384,11378,3975,4973,196,105,2716,4567,11,65,270,1088,95593,75813,11284,3339,4534,333,10,77575,68236,4555,1810,2791,338,37,0,0,77304,66477,5042,2464,3041,125,85,2343,2848,0,63,0,78961,63820,7466,2968,3708,926,87,78961,63820,7466,2228,3332,93,15,281,1726,75536,64509,5589,2239,2913,192,65,0,0,0,0,0,73429,62932,5260,2076,2801,374,4,1907,2631,4,4,73494,61285,6326,2636,2893,337,17,2330,2656,0,17,48886,26785,21422,45952,25087,20865,49182,21843,25407,47801,29171,17698,41591,21243,19905,42748,16752,24525,41023,17574,23025,46333,22374,23052,56222,27732,27748
35,35,98466,88644,3743,3003,2705,787,80,0,0,97975,84903,5008,3877,4084,785,62,0,0,97513,80589,6089,4545,4112,1934,142,97706,80755,6098,4555,4113,1934,142,98012,83629,5711,3916,4145,831,177,2286,3203,61,5,384,2733,97427,80470,8503,3795,3824,1353,161,76771,70408,2261,1805,1912,555,60,0,0,77179,69502,3407,2223,1424,445,4,1914,1331,40,115,0,78761,66893,3889,2971,3114,1458,84,78761,66893,3889,2144,2695,121,22,313,2684,76910,69034,3392,2255,1540,508,4,0,0,0,0,0,76139,66726,5149,1837,1606,638,4,1386,1422,133,4,76916,67719,4540,1785,2048,698,0,1330,1742,126,0,51197,29493,20809,47640,26516,21124,50899,23390,24224,50080,29424,19176,43901,23382,19834,44423,18852,22395,43416,19633,23184,48069,24106,22378,56702,29945,25520
36,36,100613,82338,8258,2899,6867,396,71,0,0,101945,77329,11960,4100,8702,488,115,0,0,104082,77304,11726,3778,9238,850,107,104113,77326,11731,3778,9238,850,107,103103,78885,11492,3683,8760,454,93,2583,6777,175,31,147,3013,102105,74557,12135,5927,8658,521,187,73356,60963,5617,2028,4564,256,47,0,0,67755,56381,5038,2181,3887,294,20,2009,3511,203,35,0,78954,60403,8122,2604,6298,580,80,78954,60403,8122,1864,5576,48,19,581,2341,70164,58584,5270,2248,3883,223,0,0,0,0,0,0,70385,56415,6247,3538,4030,217,8,2998,3567,42,8,70733,56423,6235,3131,4583,160,58,2629,4113,40,58,52304,27563,24342,49072,21071,28001,53052,29877,20752,52662,28658,23113,46174,26213,19655,46304,21794,24041,45367,23243,21906,50636,27857,21980,60691,37308,22448
