ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_SEN_ROFF_Total,E_18_SEN_ROFF_Dem,E_18_SEN_ROFF_Rep,E_18_SEN_SPEC_Total,E_18_SEN_SPEC_Dem,E_18_SEN_SPEC_Rep,E_19_GOV_Total,E_19_GOV_Dem,E_19_GOV_Rep,E_19_AG_Total,E_19_AG_Dem,E_19_AG_Rep,E_19_LTG_Total,E_19_LTG_Dem,E_19_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_16-23_COMP_Total,E_16-23_COMP_Dem,E_16-23_COMP_Rep,E_23_GOV_Total,E_23_GOV_Dem,E_23_GOV_Rep,E_23_AG_Total,E_23_AG_Dem,E_23_AG_Rep,E_23_AUD_Total,E_23_AUD_Dem,E_23_AUD_Rep,E_23_LTG_Total,E_23_LTG_Dem,E_23_LTG_Rep,E_23_SOS_Total,E_23_SOS_Dem,E_23_SOS_Rep,E_23_TREAS_Total,E_23_TREAS_Dem,E_23_TREAS_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
46,46,25382,16029,263,8901,149,89,9,0,0,23439,14705,247,8187,123,230,0,0,0,23873,15148,327,7927,232,279,30,23203,14422,204,8339,96,170,0,8243,96,0,0,0,241,23962,14907,247,8615,46,109,0,19495,12788,182,6380,111,73,7,0,0,18230,11882,150,6075,14,151,0,6024,14,5,0,0,19056,12420,235,6041,152,212,7,19056,12420,235,5888,112,28,0,25,348,18081,11803,134,6143,5,118,0,0,0,0,0,0,18844,12218,137,6463,16,112,0,6349,16,4,0,18401,11773,65,6304,90,214,0,6125,90,6,0,13744,4874,8654,13272,4906,8366,12232,4022,8053,9492,2967,6366,9184,3409,5775,9661,3323,6338,9312,3699,5511,9191,3033,6158,9135,3013,6122,9236,3221,5957,12573,4199,8279,12602,4577,7833,7821,2530,5291,10467,3694,6694,8240,3563,4581,8018,2859,5159,8030,2886,5144,8095,2742,5353,8040,2705,5335,8069,2834,5235,10655,3650,6964,11338,3504,7761,11189,3354,7835,11313,3765,7548
47,47,25579,5948,1177,18431,128,151,25,0,0,25564,6187,1145,18073,163,127,16,0,0,24021,5220,1013,17662,108,172,13,25728,6189,1482,18061,64,166,13,17675,51,105,0,43,179,24733,5710,1106,17841,59,233,22,19322,5077,1129,13093,109,129,19,0,0,19363,4984,690,13501,94,97,0,13501,90,74,0,0,19322,4631,970,13627,82,132,8,19322,4631,970,13341,64,53,0,16,247,19586,4838,898,13701,28,112,0,0,0,0,0,0,19280,4744,579,13775,44,236,0,13676,40,113,0,17276,4459,484,12137,62,165,10,11962,48,44,10,10725,7607,2980,10786,8130,2656,9621,7035,2486,6561,4491,1957,8044,6214,1830,6948,5080,1868,7716,5721,1928,7602,5451,2151,7430,4805,2625,7419,5442,1924,9954,7164,2632,9918,7399,2462,5115,3581,1534,8309,6018,2218,7032,5312,1644,6916,4796,2120,6886,4744,2142,6924,4500,2424,6883,4686,2197,6889,4939,1950,8457,6050,2364,8546,5985,2484,8485,5790,2695,8579,6250,2329
48,48,26565,15866,744,9003,86,988,14,0,0,25460,14588,573,9459,82,852,0,0,0,24113,14300,856,7797,153,1161,30,25602,14669,674,9337,87,912,0,9178,81,738,0,0,262,24369,14052,1181,8131,125,987,0,19616,12286,456,6264,58,625,9,0,0,19109,11611,180,6680,43,620,0,6589,39,455,25,0,18507,11583,521,5633,98,735,22,18507,11583,521,5455,78,530,6,39,295,19281,12328,289,5929,74,744,0,0,0,0,0,0,18568,12036,400,5317,94,832,0,5135,94,632,0,18379,11697,505,5229,22,814,0,5091,22,651,0,12046,4212,7638,11290,3958,7332,10657,3412,7103,7844,2362,5333,8044,2967,5077,8072,2714,5358,8208,3169,4954,8146,2726,5420,8096,2502,5594,8198,2791,5352,11395,3714,7561,11379,4054,7180,6655,2055,4600,9452,3166,6201,7850,2974,4754,7784,2517,5267,7776,2484,5292,7766,2321,5445,7771,2413,5358,7781,2464,5317,9785,3184,6549,10135,3052,7018,10061,2992,7069,10142,3300,6842
49,49,26785,7344,270,18988,233,84,12,0,0,24856,6121,238,18175,277,116,0,0,0,23157,5346,266,17242,228,151,17,24070,5606,203,17894,331,60,0,17780,264,19,0,3,198,23664,5577,121,17510,345,43,1,19166,6062,179,12785,167,68,9,0,0,18087,5019,97,12735,139,94,0,12713,106,33,0,0,17691,4583,179,12689,171,115,11,17691,4583,179,12453,148,26,4,21,277,17364,4518,61,12526,293,37,0,0,0,0,0,0,17397,4456,53,12627,254,48,4,12577,254,14,4,16530,3928,65,12341,161,52,0,12237,156,4,0,9447,6015,3328,8021,5781,2240,8591,5775,2712,6902,4491,2328,6628,4787,1841,7143,4981,2162,6093,4348,1683,5989,4087,1902,5896,3827,2069,6311,4409,1860,8690,5983,2616,8836,6367,2415,4335,2993,1342,7141,4990,2094,5052,3821,1189,4949,3475,1474,4948,3491,1457,4947,3375,1572,4958,3445,1513,4947,3558,1389,6907,4829,2046,7140,4840,2215,7038,4676,2362,7089,4975,2114
50,50,26018,7148,311,18438,117,90,12,0,0,22685,6072,539,15962,89,23,0,0,0,23142,6605,346,15911,142,232,24,22265,6054,581,15590,45,13,0,15275,42,2,0,45,262,22181,5749,693,15701,60,37,10,18954,5898,207,12742,91,71,9,0,0,16855,4844,222,11747,29,21,0,11746,28,14,0,0,17691,5399,228,11842,112,178,10,17691,5399,228,11584,100,16,1,29,334,16939,5019,294,11558,33,14,0,0,0,0,0,0,16812,4870,366,11478,34,32,0,11362,30,8,0,16085,4821,299,10820,32,43,0,10438,32,9,0,11227,7578,3486,12362,8578,3784,8994,5911,2980,7283,4625,2562,7174,5108,2066,7518,5137,2381,6606,4578,1966,6487,4310,2177,6407,4070,2337,6943,4759,2134,10081,6822,3137,10085,7109,2916,4971,3242,1729,7922,5384,2474,5752,4163,1522,5621,3757,1864,5626,3879,1747,5648,3745,1903,5637,3815,1822,5627,3880,1747,7941,5310,2592,8003,5091,2822,7937,4980,2957,8018,5324,2694
51,51,28547,5568,469,22521,103,75,10,0,0,26050,4395,495,21162,12,48,8,0,0,23860,3793,290,19709,114,192,25,25470,4159,573,20789,18,38,25,20575,18,21,12,0,105,24086,3735,73,20264,14,42,38,20049,4616,331,15088,76,60,5,0,0,18844,3678,91,15019,4,41,0,14980,4,33,4,0,17619,3262,207,14088,82,131,17,17619,3262,207,13749,41,13,3,18,326,18305,3551,66,14664,8,28,0,0,0,0,0,0,17677,3135,30,14502,4,43,0,14459,4,4,0,17030,3002,74,13941,15,100,0,13856,11,0,0,14372,10674,3498,15277,12070,3207,11583,8744,2763,8205,5630,2370,9315,7292,2023,8652,6441,2211,8489,6627,1787,8282,6226,2056,8128,5580,2548,8348,6432,1869,11275,8461,2650,11280,8830,2403,6520,4823,1697,9593,7273,2244,8043,6442,1489,7676,5642,2034,7681,5679,2002,7737,5450,2287,7749,5663,2086,7681,5795,1886,9330,7042,2238,9042,6687,2269,9003,6500,2503,9123,6993,2130
52,52,23090,15772,1152,5903,184,122,17,0,0,22542,14096,1204,6992,208,34,0,0,0,24024,14649,1494,7146,367,372,46,22886,15552,1321,5632,134,106,0,5546,113,10,0,173,171,24918,14480,1470,8281,162,220,22,16939,12013,667,4062,129,89,12,0,0,17431,11052,505,5716,116,11,0,5703,116,1,34,0,18362,11706,965,5119,262,305,42,18362,11706,965,4932,196,39,24,32,468,17312,12074,632,4423,50,93,0,0,0,0,0,0,18941,11673,770,6345,121,95,0,6281,117,8,0,19156,11600,821,6144,160,452,2,5942,120,7,2,9036,3386,5560,9920,3771,6149,8925,3090,5576,6844,2428,4259,6002,2614,3388,6714,2671,4043,5018,1951,3024,4939,1856,3083,4886,1746,3140,6492,2492,3913,10135,3865,6128,10086,4236,5636,5141,1805,3336,7712,2950,4647,5288,2170,3041,5199,1978,3221,5185,2064,3121,5183,2030,3153,5195,1970,3225,5205,2009,3196,8584,3349,5158,10548,3965,6377,10376,3853,6523,10375,3963,6412
53,53,23445,15426,261,7606,115,124,8,0,0,24023,15188,242,8616,24,61,0,0,0,23418,15192,284,7522,140,284,17,22963,15151,239,7479,39,51,0,7457,39,1,0,31,52,23397,15613,319,7240,81,146,0,17330,11721,175,5329,67,81,6,0,0,17867,11526,48,6286,11,5,0,6285,11,2,0,0,17755,11696,187,5563,93,203,13,17755,11696,187,5420,66,31,4,39,312,17414,11568,96,5596,15,53,0,0,0,0,0,0,18069,12388,104,5413,15,99,0,5411,15,0,0,17852,12273,148,5232,55,119,0,5202,57,10,0,11310,4073,7065,11150,3936,7214,10239,3189,6917,8032,2450,5426,8211,2820,5391,8296,2608,5688,8023,3030,4890,7972,2577,5395,7915,2468,5447,8031,2620,5355,11175,3464,7607,11169,3612,7421,6100,1401,4699,9257,3011,6163,7633,2916,4580,7594,2500,5094,7561,2499,5062,7517,2436,5081,7574,2439,5135,7564,2496,5068,9720,3039,6637,10557,3007,7474,10473,2926,7547,9054,146,8908
54,54,23866,16462,332,6769,244,119,12,0,0,23028,16156,227,6510,112,29,0,0,0,23169,15945,479,6172,280,288,17,23350,16367,398,6381,189,32,0,6343,189,10,0,0,46,23387,15511,404,7134,238,317,0,18106,12862,227,4786,175,98,5,0,0,17438,12187,161,5028,51,23,0,5013,51,8,0,0,18466,12882,371,4773,195,226,9,18466,12882,371,4608,141,22,0,32,410,17891,13245,161,4485,146,18,0,0,0,0,0,0,18105,12751,186,5051,176,75,0,4896,132,43,0,17600,12615,191,4625,181,90,0,4536,131,20,0,11668,3448,8069,11201,3433,7768,10819,3043,7589,8658,2279,6236,8560,2785,5775,8898,2678,6220,8808,3095,5599,8750,2627,6123,8680,2179,6501,8704,2722,5906,12098,3706,8271,12077,3963,7965,7137,2158,4979,9882,3062,6711,7933,2904,4909,7877,2549,5328,7833,2396,5437,7873,2168,5705,7859,2385,5474,7850,2452,5398,10209,3270,6873,10785,3391,7283,10622,3224,7398,10701,3427,7274
55,55,27296,9396,408,17215,235,151,17,0,0,26122,7940,565,17259,304,283,8,0,0,24262,6707,432,16688,269,235,5,24634,7033,549,16740,242,213,9,16697,125,48,9,14,158,23371,6879,556,15633,184,243,13,19975,7636,267,11851,176,104,10,0,0,19239,6593,282,12148,168,40,10,12138,113,40,0,0,18324,5655,284,12055,195,181,3,18324,5655,284,11806,144,26,0,36,373,17984,5346,197,12228,114,57,10,0,0,0,0,0,17372,5269,320,11584,63,36,10,11571,17,4,10,16687,4737,375,11307,87,74,4,11245,33,3,4,12023,7751,4171,11816,7996,3820,10067,6741,3147,7568,4694,2725,7761,5593,2168,7885,5344,2541,7009,4901,2032,6971,4698,2273,6920,3994,2926,7500,5156,2274,10546,7171,3250,10531,7375,3047,5527,3375,2152,8609,5768,2742,6627,4552,1971,6555,4182,2373,6550,3925,2625,6548,3598,2950,6551,4036,2515,6531,4140,2391,8595,5664,2873,8889,5540,3230,8742,5289,3453,8885,5629,3256
56,56,20606,13778,299,5841,629,87,19,0,0,21061,13060,783,6437,1061,119,0,0,0,25330,17050,600,6107,1196,356,26,21750,13706,818,6414,1023,134,0,5999,878,0,0,0,348,25008,15456,361,8277,808,164,46,15469,10775,178,4023,446,55,9,0,0,15446,10396,344,4140,506,87,0,4089,496,14,7,0,19609,13569,403,4505,859,259,18,19609,13569,403,4345,777,42,7,59,407,16033,11795,262,3393,377,105,0,0,0,0,0,0,18429,13044,208,4687,298,114,15,4575,295,4,15,17926,12160,249,5107,271,167,7,4878,264,15,7,10693,3423,7173,9756,3362,6394,10363,3608,6451,8662,3219,5307,8437,3565,4872,8700,3410,5290,8209,4005,4125,8208,3331,4877,8236,2980,5256,8590,3539,4947,12508,5085,7252,12490,5246,7031,6923,2703,4220,10066,4110,5825,8258,3996,4213,8209,3519,4690,8174,3075,5099,8182,2756,5426,8200,3195,5005,8177,3124,5053,10951,4538,6335,12217,4857,7181,12151,4518,7633,11730,4040,7690
57,57,24539,5480,1137,17811,121,107,32,0,0,26809,7674,1229,17628,277,68,0,0,0,24025,5744,1324,16656,178,289,14,25558,7706,1094,16701,93,61,0,16379,58,38,0,0,286,24518,7861,935,15462,184,182,0,17243,4362,807,11989,81,80,22,0,0,19151,6236,192,12480,198,49,0,12445,168,39,0,0,17967,4709,756,12247,129,180,13,17967,4709,756,12007,94,41,3,30,327,18532,6311,114,12092,69,55,0,0,0,0,0,0,18313,6278,119,11855,67,71,0,11845,38,2,0,17395,5725,123,11420,31,72,0,11394,29,5,0,11545,8467,2988,12453,9383,3070,10775,7675,2986,7934,5550,2240,8910,6723,2187,8146,5986,2160,7904,5839,2009,7856,5588,2268,7839,5207,2632,8161,5893,2217,11345,8053,3171,11370,8272,2996,5739,3871,1868,9501,6849,2579,7969,6015,1891,7897,5593,2304,7884,5481,2403,7879,5190,2689,7881,5483,2398,7901,5645,2256,9836,6929,2855,10330,6924,3298,10274,6733,3541,9855,5994,3861
58,58,15043,12678,156,1737,439,37,7,0,0,20396,15764,158,3918,534,34,0,0,0,24874,19363,552,3672,912,358,8,20280,15872,347,3355,639,75,0,3345,595,11,0,4,109,22859,17207,503,4433,615,70,3,10602,9049,94,1161,279,23,5,0,0,14261,11201,76,2814,153,16,0,2814,139,14,12,0,18054,14297,365,2520,622,254,6,18054,14297,365,2431,551,18,1,19,372,13977,11277,196,2177,213,92,0,0,0,0,0,0,16435,13060,321,2759,141,81,0,2751,142,0,0,18579,14293,599,3154,419,137,0,3103,422,31,0,6003,937,5023,8118,1661,6457,11317,2464,8526,9433,2248,7051,9359,2625,6734,9442,2393,7049,9436,3515,5825,9449,2467,6982,9476,2285,7191,9569,2637,6807,13699,3596,9930,13673,3786,9633,8168,1646,6522,11253,2974,8140,9782,3123,6602,9731,2617,7114,9707,2236,7471,9666,2044,7622,9747,2246,7501,9722,2225,7497,12820,3436,9301,15153,3939,11042,15055,3563,11492,13316,0,13316
59,59,22624,19199,470,2279,623,87,11,0,0,25382,19149,854,4156,1202,67,65,0,0,25447,19332,867,3778,924,447,8,25950,19868,913,3967,1022,135,16,3859,721,31,0,0,551,26905,20446,941,4566,811,76,6,17069,14790,317,1504,405,65,5,0,0,18834,14933,267,2905,638,41,0,2868,518,15,44,0,19457,15240,595,2553,659,314,8,19457,15240,595,2452,581,32,1,66,490,19263,15746,324,2687,428,95,0,0,0,0,0,0,20138,16308,348,3038,289,54,0,2840,248,4,0,20125,16763,432,2215,349,373,10,2001,300,188,10,11251,2068,9085,11402,2153,9249,11476,2313,8818,9659,2236,7161,8922,2448,6474,9666,2396,7270,8580,3034,5421,8578,2273,6305,8608,2022,6586,8986,2432,6401,12694,3349,9113,12670,3613,8689,6845,1385,5460,10311,2715,7401,7809,2613,5134,7759,2250,5509,7776,1826,5950,7728,1674,6054,7784,1860,5924,7759,1848,5911,10955,3047,7794,12499,3310,9020,12359,3089,9270,10794,0,10794
60,60,19650,15268,335,3790,170,127,15,0,0,25966,19110,675,6046,140,48,0,0,0,25378,18699,638,5261,331,424,8,23292,18203,848,4177,75,33,0,4059,75,1,0,6,106,25525,20480,812,4168,54,75,0,14056,11145,196,2533,112,84,10,0,0,16987,13469,224,3201,97,8,0,3104,97,2,0,0,18696,14066,411,3686,201,303,6,18696,14066,411,3560,148,26,2,28,455,16714,13589,293,2795,5,17,0,0,0,0,0,0,18268,15087,396,2866,34,59,0,2811,14,14,0,19114,14797,344,3671,96,158,0,3616,122,72,0,9032,2227,6696,8293,1963,6330,9961,2370,7395,8427,2155,6088,7865,2413,5452,8448,2314,6134,7496,2805,4604,7523,2303,5220,7530,2094,5436,8166,2437,5641,12117,3457,8528,12071,3717,8105,6668,1467,5201,9629,2847,6666,7690,2868,4750,7640,2493,5147,7648,2154,5494,7596,2194,5402,7667,2303,5364,7657,2326,5331,10623,3224,7328,12197,3441,8646,12052,3320,8732,10495,0,10495
61,61,23555,16572,1429,5130,290,164,68,0,0,23064,16801,771,5122,154,165,0,0,0,25472,16563,1322,6488,531,482,85,23424,15793,657,6597,246,114,0,6431,207,0,0,28,308,24319,15664,895,7001,558,103,10,17618,12914,939,3450,207,112,46,0,0,17355,13480,284,3490,35,74,0,3427,0,0,0,0,19434,13371,830,4402,408,375,52,19434,13371,830,4225,343,34,44,57,530,17767,12647,236,4409,116,51,0,0,0,0,0,0,18683,12832,463,4736,247,46,0,4670,222,11,0,19532,12784,640,5235,385,176,137,5110,390,22,137,9580,2168,7294,9026,2267,6759,8695,1981,6493,6948,1724,5077,6446,1909,4537,6962,1819,5143,6369,2197,4084,6389,1774,4615,6416,1600,4816,6879,1974,4820,10032,2822,7083,10026,3100,6672,5134,1107,4027,7934,2303,5519,6028,2211,3756,5989,1939,4050,5999,1739,4260,5937,1667,4270,5985,1744,4241,5991,1760,4231,8266,2548,5651,8817,2606,6115,8730,2519,6211,7498,0,7498
62,62,23645,18537,581,4343,102,109,11,0,0,23570,18336,818,4283,45,97,1,0,0,25064,19346,1056,4030,151,424,8,23790,19505,483,3719,19,89,0,3648,7,0,0,12,137,25111,18887,736,5203,99,329,0,17401,13917,364,2989,72,74,5,0,0,17569,13982,281,3159,12,85,0,3159,12,19,28,0,19112,14956,624,3045,99,326,5,19112,14956,624,2935,76,23,4,28,466,17995,15477,171,2256,5,97,0,0,0,0,0,0,19198,15483,256,3299,46,72,0,3279,46,0,0,19337,15349,338,3240,212,155,0,3174,158,1,0,10500,2402,7984,10585,2556,8029,10305,2187,7932,8106,1795,6090,7670,2036,5634,8165,1956,6209,7670,2385,5130,7681,2029,5652,7676,1756,5920,7877,1962,5827,10906,2516,8288,10893,2714,7935,5948,1136,4812,8917,2138,6670,6727,1896,4777,6699,1643,5056,6711,1509,5202,6642,1438,5204,6718,1517,5201,6710,1531,5179,9485,2196,7230,10975,2255,8646,10825,2172,8653,9958,459,9499
63,63,26849,11073,340,15171,241,93,24,0,0,27294,10930,333,15645,234,83,3,0,0,24499,8841,432,14836,175,235,8,26956,10093,354,16087,246,90,2,15832,195,47,0,152,287,24997,9442,298,14748,264,100,2,20643,9017,242,11194,176,71,15,0,0,21352,8754,149,12296,79,39,0,12279,79,32,32,0,19950,7552,325,11752,141,181,8,19950,7552,325,11577,109,15,5,40,327,20987,7543,140,13257,43,89,0,0,0,0,0,0,19559,7326,165,12153,24,67,0,12053,20,21,0,18179,7346,148,10565,29,206,0,10478,23,11,0,13075,7230,5726,13847,7698,6149,11850,6582,5069,10123,5587,4319,10065,6177,3888,10222,5924,4298,9366,5925,3354,9306,5552,3754,9311,4979,4332,9238,5464,3700,12564,7294,5132,12546,7493,4945,7287,4305,2982,10759,6336,4313,8880,5758,3046,8818,5369,3449,8786,4918,3868,8750,4544,4206,8769,5082,3687,8725,4989,3736,11027,6507,4465,11736,6716,4894,11659,6495,5164,11761,6919,4842
64,64,23371,16802,475,5655,419,100,10,0,0,23565,14190,792,8064,390,97,20,0,0,23958,14376,765,8068,515,273,10,23700,13235,527,9480,344,95,13,9433,262,64,4,41,129,23512,12118,339,10593,389,22,1,18258,13676,334,3900,321,73,8,0,0,18079,11702,227,5904,139,80,14,5902,114,64,10,0,19089,12000,540,5915,421,228,7,19089,12000,540,5704,358,24,2,51,410,18203,11166,160,6579,128,25,4,0,0,0,0,0,17606,9953,120,7320,216,14,0,7216,144,0,0,17448,9514,353,7250,118,165,0,7056,69,12,0,12596,4085,8395,10876,3569,7307,10032,4303,5367,8988,4026,4855,8672,4403,4269,8993,4187,4806,8231,4816,3328,8224,3781,4443,8270,3267,5003,8366,4073,4180,11915,5660,6032,11955,5891,5885,6431,2525,3906,9708,4660,4920,7804,4300,3439,7717,3747,3970,7677,3099,4578,7755,2614,5141,7713,3159,4554,7695,3123,4572,10062,4875,5104,10560,5108,5258,10555,4561,5994,8491,762,7729
65,65,25787,4653,828,20192,174,86,25,0,0,25196,4578,744,19811,115,77,55,0,0,24020,3648,647,19509,172,203,13,24416,4464,609,19395,99,88,48,19082,88,31,48,0,97,23121,3909,721,18522,61,336,0,18858,4075,600,14067,137,65,17,0,0,19400,3744,337,15112,100,45,55,15061,100,16,8,0,18434,3293,441,14514,146,158,10,18434,3293,441,14210,109,11,3,49,318,18646,3520,294,14703,70,45,50,0,0,0,0,0,17458,3167,133,14112,21,104,0,14003,20,24,0,17514,2516,67,14717,8,176,0,14515,8,26,0,11510,8694,2719,11809,9394,2415,9411,7816,1423,7866,6474,1285,8153,7145,1008,7946,6740,1206,7162,6256,841,7131,6031,1100,7122,5376,1746,7242,6242,943,9930,8585,1225,9947,8778,1112,5080,4320,760,8496,7323,1099,7004,6300,654,6959,5973,986,6926,5452,1474,6939,5059,1880,6935,5685,1250,6911,5755,1156,8456,7344,1063,8495,7319,1059,8466,7100,1366,8038,6515,1523
66,66,24382,8183,209,15925,69,88,15,0,0,23956,7293,210,16425,20,81,0,0,0,23108,6983,267,15608,96,238,3,23569,7786,256,15634,12,75,0,15349,9,65,0,0,103,23371,7339,140,15928,6,265,0,17464,6723,124,10551,50,63,7,0,0,17662,5946,53,11615,21,23,0,11581,21,8,5,0,17996,6089,191,11526,64,190,2,17996,6089,191,11348,49,33,2,21,263,17781,6304,128,11304,7,11,0,0,0,0,0,0,17540,5945,96,11296,4,27,0,11286,4,4,0,17289,5829,104,11004,4,174,0,10988,0,31,0,11466,7066,4312,10680,7428,3252,10801,6680,3964,9059,5728,3161,9245,6400,2845,9106,5968,3138,8428,5841,2527,8415,5681,2734,8399,5115,3284,8446,5606,2782,11599,7612,3875,11554,7809,3649,6411,4238,2173,9893,6598,3213,8218,6009,2153,8158,5691,2467,8139,5149,2990,8122,4871,3251,8149,5450,2699,8134,5513,2621,10060,6805,3210,10493,6897,3488,10454,6823,3631,10504,7083,3421
67,67,26229,5152,240,20680,167,117,20,0,0,24603,4598,194,19743,100,23,14,0,0,23249,4466,407,18090,245,194,23,25252,4462,211,20472,128,14,37,20208,82,12,6,15,257,22654,3911,188,18422,120,62,11,20626,4661,191,15621,153,91,16,0,0,20008,4141,94,15693,54,27,4,15649,29,14,10,0,18925,4056,305,14298,216,159,20,18925,4056,305,13934,172,43,7,34,374,20291,4028,74,16088,73,18,4,0,0,0,0,0,17916,3528,48,14210,87,66,0,13998,77,4,0,17348,3192,76,13876,82,143,0,13601,77,25,0,12458,11070,1280,11745,10495,1250,9940,8732,959,8211,7031,1017,8466,7805,661,8305,7351,954,7399,6781,553,7332,6408,924,7356,5794,1562,7441,6641,726,10133,8877,1078,10169,9105,980,5019,4285,734,8531,7566,864,6625,6041,523,6536,5623,913,6489,5229,1260,6547,4692,1855,6500,5323,1177,6489,5389,1100,8106,7128,931,7829,6778,921,7783,6397,1386,7281,5864,1417
68,68,29011,9502,648,18563,323,145,45,0,0,26784,8144,453,17896,246,92,4,0,0,24623,7731,813,15598,312,271,42,28664,8373,457,19126,416,161,9,18918,416,77,9,226,182,27181,7873,534,18025,435,141,5,23249,7903,465,14637,259,123,36,0,0,22891,7538,190,14917,138,113,4,14788,138,83,14,0,20485,6816,579,12695,252,202,35,20485,6816,579,12425,197,34,14,62,358,23339,7183,241,15688,194,139,15,0,0,0,0,0,22848,6930,340,15387,193,142,4,15244,155,54,4,21015,6377,468,13687,200,209,0,13520,99,58,0,9864,6938,2824,9090,6236,2854,7935,5266,2510,6045,3953,1984,6057,4423,1634,6103,4148,1955,5405,3845,1489,5396,3703,1693,5388,3379,2009,5624,3863,1702,7642,5094,2433,7614,5311,2219,3566,2242,1324,6333,4323,1939,4523,3289,1185,4466,3075,1391,4484,2926,1558,4440,2750,1690,4472,2977,1495,4466,3051,1415,6232,4187,1999,6653,4238,2329,6606,4135,2471,5866,2734,3132
