ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_SEN_SPEC_Total,E_24_SEN_SPEC_Dem,E_24_SEN_SPEC_Rep
71,71,452840,280414,99119,19802,53306,7090,3236,0,0,501322,282000,127160,25732,65988,8735,5635,0,0,493478,266018,123730,25693,71882,15285,4678,494346,266343,124072,25449,71013,15342,4523,502652,277524,129123,26225,71574,10074,5440,15078,51033,1432,1555,1237,25645,496400,267044,130278,25861,72149,11762,4652,322211,209355,62582,12427,35877,4502,1855,0,0,341871,214284,69754,15010,36505,3171,1305,13099,32280,1276,2174,0,373140,212111,84559,17738,51761,10625,3000,373140,212111,84559,12665,41861,1672,1118,1830,17324,345262,214246,72178,14305,38204,3198,1145,0,0,0,0,0,344849,209460,75039,14680,39695,3311,854,12141,35080,1016,854,347033,204967,77040,16179,42426,3254,859,13168,36619,874,859,179059,75330,103274,183043,68027,115016,201516,79478,110464,182587,72687,109900,179737,74152,105585,206939,86412,116510,264925,119390,139979,192462,80449,109378,172937,72576,100361,173515,69943,103572,170611,68918,101693,171172,70370,100802,172903,71238,101665,171711,68247,103464,212717,90361,120679,250771,108063,135769,246047,103331,142716,239492,101129,138363
72,72,474232,329908,72549,7767,61607,5233,2928,0,0,504019,323597,83271,11093,84452,6359,3495,0,0,494726,303880,87240,10915,84262,10776,3474,495360,304106,87526,11096,83967,10788,3466,491113,314912,82292,12149,78679,7157,3658,7029,62871,957,937,2236,19874,491938,305988,84928,12226,83667,7953,3919,379381,274449,49982,5397,46799,3687,2030,0,0,375033,263981,47757,6865,50817,3135,819,5926,46101,1120,1687,0,407288,261393,63986,8072,65685,8354,2486,407288,261393,63986,4792,56234,721,729,2022,17411,369884,259774,48993,7314,48435,3080,783,0,0,0,0,0,373267,255605,53001,7133,51630,3022,1141,5238,45983,569,1141,370546,248769,54755,7379,53550,3316,997,5262,47079,755,997,234577,110587,123459,229349,96271,133078,240130,109903,116202,226134,104656,121478,221628,104707,116921,246168,116959,124523,298268,148692,143530,228324,106330,118925,209499,96888,112611,206314,93433,112881,207927,92205,115722,203374,93318,110056,208565,95210,113355,207165,90621,116544,244573,114467,128277,276012,130261,137629,272293,125262,147031,269800,123828,145972
73,73,398453,180238,89505,9676,118567,3919,2587,0,0,455850,189968,99723,11199,153714,3463,3570,0,0,499880,183135,109368,15611,188130,9295,3154,500525,183345,109667,15741,187820,9465,3167,466193,184994,101807,12617,166031,4403,3637,6956,147708,605,1760,1241,21125,495925,185861,106901,16017,185684,7375,4406,308672,150076,60533,6769,90094,2804,1811,0,0,284033,146936,49814,6716,76841,1450,948,5961,71668,545,1456,0,395334,155085,81294,11766,143040,6956,2252,395334,155085,81294,7842,131556,470,743,2070,16274,292560,144903,53494,6651,82951,1680,1228,0,0,0,0,0,315422,148257,58179,8239,95094,1956,1273,6576,88326,563,1273,322204,145066,59731,10170,101408,1859,1596,8185,93856,603,1596,144932,80533,64074,140979,74213,66766,159389,93114,56426,150791,88939,61852,147867,89231,58636,168189,101096,63621,215531,133032,77731,153086,90364,60466,136838,80538,56300,135411,78043,57368,135522,76863,58659,133103,77368,55735,136099,78589,57510,135154,76423,58731,169405,98572,68903,200288,112509,79269,194819,110366,84453,192749,109080,83669
74,74,496366,283871,152710,20793,36494,8349,6070,0,0,520052,284827,168167,22215,43161,8047,6018,0,0,511047,267602,167154,22201,46000,16817,6679,512202,267901,167692,22411,45876,16443,6518,519670,277385,169579,25020,46309,9195,6457,16637,30363,1588,2239,1312,20564,510276,265185,167589,26828,48279,12468,5741,377607,233773,99455,13928,26762,5812,3991,0,0,365825,233045,87449,14034,24652,3179,1499,12362,20544,1371,2055,0,408182,228214,119590,16368,35294,12792,4624,408182,228214,119590,11449,26441,1381,2453,2055,16599,365433,228308,89503,14693,25877,3277,1538,0,0,0,0,0,364513,220275,92818,16103,27711,3779,1784,13689,22134,1158,1784,367063,220280,92007,15194,31561,3600,1688,12553,25516,886,1688,187447,89432,97549,185201,81930,103271,201285,94518,94457,187433,90069,97364,183716,90810,92906,205882,101576,99981,252228,130953,115362,192131,94146,95196,175725,86536,89189,175092,83580,91512,174391,82857,91534,172914,84185,88729,174766,85143,89623,173883,81727,92156,207944,102753,103529,238505,118104,113734,234650,114639,120011,230566,112260,118306
75,75,446113,299076,91309,14305,34089,12165,3204,0,0,469435,298548,102904,17073,44262,12074,4638,0,0,474296,278725,115300,18800,47924,19731,4582,471193,278073,114133,17353,47399,19624,4320,467644,289902,108137,17175,45302,12191,5492,11336,30799,5286,1579,949,19643,469725,282635,115522,17841,46056,13246,5068,340288,240550,59858,9642,23783,8136,2023,0,0,341216,239203,57483,10737,24176,6442,1146,9308,20653,4167,2197,0,371068,231271,80043,13160,34460,14263,3102,371068,231271,80043,9330,26531,4231,1117,1851,16694,341721,234904,61181,11231,24056,6395,1173,0,0,0,0,0,341465,229894,65947,10935,25017,5748,898,8701,20830,2996,898,339650,224722,68623,10412,27170,5236,928,8339,22306,2327,928,202189,78704,122906,197712,72842,124870,209358,79601,117911,191490,74196,117294,186724,74800,111924,210989,84879,121966,258107,111242,141028,196025,79099,114281,177571,72433,105138,179737,69989,109748,176142,69196,106946,177638,70603,107035,176757,71020,105737,175695,69625,106070,212402,87223,123617,245369,102680,136602,240263,97913,142350,234877,95910,138967
76,76,424238,219254,124874,13048,66841,5770,2758,0,0,464733,216039,144951,15593,87329,7317,4491,0,0,470607,209082,143539,15928,97678,12291,3638,471670,209366,144028,16337,97473,12707,3545,468487,215452,144589,16290,91559,7857,3951,8777,73692,1659,1464,912,21955,464139,207397,145431,15501,93549,8558,3611,310942,174642,79327,8279,47152,3913,1758,0,0,298533,171885,65463,8777,45937,2890,1273,7280,42126,1451,2599,0,356594,171751,98506,11141,70185,8837,2441,356594,171751,98506,7206,61410,840,877,1708,14296,304292,171937,69341,8729,48587,2884,1107,0,0,0,0,0,307078,168052,74355,8710,51127,2308,824,6957,46120,872,824,308301,164264,74844,9263,55327,2260,851,7244,49618,631,851,164442,77668,86410,164541,74635,89906,181495,92753,78000,168992,85895,83097,164793,86200,78593,186610,99215,83601,232096,132077,94777,171631,91204,77934,154405,82113,72292,156085,80659,75426,152701,77723,74978,154162,80490,73672,153346,80550,72796,152466,78251,74215,187334,101155,84451,217573,119099,91529,213035,115283,97752,208633,112452,96181
77,77,474808,342527,59537,14168,56139,5335,2489,0,0,494361,344594,68282,16247,64326,4867,2803,0,0,508499,333300,74916,18107,71890,10109,3603,508556,333247,74762,17881,71428,10284,3429,497989,338183,73386,16648,67064,5772,3743,10276,51401,1094,1576,1164,20903,490583,323663,76107,16612,68699,7268,2901,394940,290976,44823,11080,45211,4116,1779,0,0,370212,278716,43288,10484,32420,2838,855,9044,27556,1071,1724,0,425085,286399,57918,14277,57146,7811,2605,425085,286399,57918,9378,46938,1078,743,2800,19831,373440,277459,45533,10472,33792,2872,1417,0,0,0,0,0,370948,270640,47911,10753,36278,2701,752,8944,29497,681,752,385076,272453,54862,12640,38921,2973,1140,9790,31565,542,1140,236771,140955,95273,224085,123145,100940,238958,143295,80157,225961,137199,88762,219690,135929,83761,243017,151077,86686,288858,187954,94143,223877,138387,82053,204547,127579,76968,206575,124434,82141,201805,119750,82055,203769,124375,79394,202597,123554,79043,201071,120532,80539,238487,148468,88019,268279,169373,90573,264058,161738,102320,258882,158509,100373
78,78,475183,264110,97105,31786,81838,7777,5087,0,0,527321,276900,115967,35091,100789,6913,5755,0,0,511710,253199,112918,35946,104874,13581,5985,512852,253560,113280,35317,103704,13722,5723,526656,274765,117538,33061,102366,7211,4810,23348,84590,1120,1395,1719,22191,517977,259996,118953,34537,102009,8740,5401,388546,230326,69193,22371,64098,5772,3513,0,0,390962,231816,68844,22591,60478,3215,1745,20027,54414,1168,2671,0,427207,222453,86129,26657,84932,10442,4304,427207,222453,86129,19500,71731,1198,1755,2629,21812,391393,231954,71916,20638,61050,3012,1278,0,0,0,0,0,389580,222415,74792,21788,63596,3302,1707,18801,56494,949,1707,392908,222237,76314,21094,65832,3239,1856,17473,56996,788,1856,217174,135632,81052,203393,126660,76733,223432,143147,66008,203986,134250,69736,198816,133983,64833,223745,148899,69952,269927,184182,79352,199189,132962,63123,176047,119274,56773,177853,117649,60204,173982,114221,59761,175750,117614,58136,174961,118052,56909,173513,114318,59195,214091,143610,68537,248254,165081,75039,241725,161430,80295,236515,157531,78984
79,79,490856,142731,202858,75006,74398,8551,6728,0,0,520317,145923,225112,78657,78043,9649,5800,0,0,503727,136355,216914,70643,81723,16059,6720,505901,136745,217636,69974,80926,17049,6313,521394,147128,219330,78331,84779,11685,5825,62748,67130,828,2044,821,21374,514541,143452,220503,75213,81665,12008,7732,358868,121230,130449,50750,55947,5898,4321,0,0,326765,117077,108360,47919,46899,2665,1968,45326,43432,591,2570,0,386879,115812,153459,51002,63987,12200,4673,386879,115812,153459,42794,54534,1110,2311,1836,15023,338117,119349,112739,48600,50187,2852,1713,0,0,0,0,0,343490,117257,123080,46542,48867,2391,2309,43572,44712,540,2309,339411,114395,121698,45375,50179,2508,2031,41952,45642,622,2031,149927,95239,54282,145221,95919,49302,160882,105257,46202,133806,86765,47041,131213,88346,42867,156815,103248,50356,202769,132688,65499,131746,84661,45031,107171,68274,38897,108375,67102,41273,106184,66522,39662,106999,66233,40766,106900,68012,38888,106137,65947,40190,145157,90959,52932,177482,106219,66125,171200,104861,66339,166102,101761,64341
80,80,482156,87171,301453,28223,71760,7226,5084,0,0,520274,81281,333328,31072,82474,5448,5367,0,0,515699,74709,331075,33566,83831,17212,5717,517104,74982,331792,34244,83018,19807,5617,522086,83834,333370,33926,78801,6631,5681,22892,63911,540,2467,1599,13467,518675,81758,330552,34652,80679,11437,4093,350155,74881,203695,19758,53283,5067,3334,0,0,318786,69268,178309,18712,47459,1113,2022,17534,44759,549,1967,0,392832,64647,241736,24045,64091,13148,3943,392832,64647,241736,18118,53602,830,1623,1374,10902,328980,72017,184228,20413,46834,1114,2171,0,0,0,0,0,334113,71526,188925,20538,48446,1196,1843,18968,44817,470,1843,330754,67503,188753,20602,49051,1495,1235,18615,44453,500,1235,137673,85476,51793,136564,88101,48463,171697,117862,44808,136853,88650,48203,134852,91854,42998,164859,110175,51556,217236,142424,70286,137642,88387,47277,109613,68390,41223,110745,67135,43610,108733,66147,42586,109322,65804,43518,109240,67657,41583,108674,64540,44134,154699,94323,59130,194734,111509,78294,189295,110424,78871,182950,106631,76319
