ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_SEN_SPEC_Total,E_24_SEN_SPEC_Dem,E_24_SEN_SPEC_Rep
27,27,479068,127222,291164,26307,35033,12684,2098,0,0,505916,115414,326177,25985,39390,11673,2286,0,0,521398,104601,345755,25700,43251,27881,2827,512647,101747,342307,24373,43462,26380,2644,508669,113565,328573,25963,41039,13156,2126,18769,34501,2157,1015,757,9339,521292,107352,345552,26041,42564,16499,2272,327884,102779,181729,17724,23687,8360,1355,0,0,268418,91636,136687,15670,19488,3345,614,14594,18567,1469,1215,0,368670,86663,228236,17732,31585,18939,1863,368670,86663,228236,14118,27418,1914,654,1670,7997,274490,90622,142916,16184,19616,3480,667,0,0,0,0,0,284956,87038,154893,15845,21893,3830,583,14068,20447,1440,583,296932,83939,168226,16021,22882,4081,732,13987,21127,1216,732,100306,54959,44385,102500,56515,45985,118386,64606,47204,101352,53570,47782,100030,55539,44491,117909,64757,51065,154720,86067,65203,104802,54619,48979,89767,45455,44312,91014,43149,47865,89634,44061,45573,89664,43292,46372,89877,44663,45214,89768,43369,46399,117510,59137,57641,144583,68567,72271,139521,68475,71046,134111,65856,68255
28,28,445926,274154,89145,12363,68583,8033,3155,0,0,475084,269122,94325,13826,96536,8212,3620,0,0,472289,247492,99866,14965,102547,13519,3663,473114,247711,100277,15056,101956,13151,3557,473357,262242,94790,14374,99101,8578,4109,8220,82230,671,1130,1379,22689,470775,250865,97707,14580,102905,9216,3396,344494,223650,60099,8325,49686,5705,2045,0,0,332794,215202,52445,7821,51712,3284,468,6572,46303,648,1973,0,373660,207880,72244,10958,74967,10232,2605,373660,207880,72244,7452,65316,954,814,2137,16863,333670,213271,53320,7948,53035,3578,714,0,0,0,0,0,331893,206323,56391,8723,54994,3491,729,6619,49559,462,729,326167,194790,58547,8417,59137,3195,866,5973,53268,560,866,215499,151495,63332,203699,141237,62462,224370,155668,52959,206191,143676,62515,202566,142969,59597,222936,157841,59890,260281,189100,64692,202101,142982,55768,182690,130386,52304,184418,127964,56454,180925,124664,56261,181936,128311,53625,181368,127320,54048,180081,123375,56706,212068,149927,60155,238031,166745,62198,230197,161005,69192,224654,156720,67934
29,29,460857,108041,316687,11687,27551,11748,2429,0,0,488420,102949,348715,10995,28852,8549,2529,0,0,499659,93555,361272,11089,33121,28000,3214,495410,92791,359841,11292,33394,25955,3193,486494,97554,349428,11514,32169,9176,2929,6755,21783,610,531,446,9387,495674,95659,358410,11737,32618,14131,3026,322563,89713,204888,8305,19957,7888,1596,0,0,243648,85878,132643,6491,14583,2208,542,5950,12743,729,1400,0,361934,80104,245951,8268,25065,19587,2230,361934,80104,245951,5609,18906,1174,744,1534,7912,246953,80821,138544,6398,16633,2010,542,0,0,0,0,0,256119,80896,147178,6291,17486,2132,493,5537,15681,538,493,257483,77169,151951,6504,17214,2348,652,5438,15094,525,652,118910,81861,36455,120420,84217,36203,135368,91456,35977,116303,75897,40406,115357,77890,37467,134548,90962,41012,172888,118859,50370,118006,77184,39236,100423,64432,35991,101332,61719,39613,100087,62517,37570,100244,62345,37899,100211,62664,37547,99997,61452,38545,129747,82311,46488,155300,93528,57212,151517,93066,58451,146947,90209,56738
30,30,460632,315261,93711,16155,31546,9453,3593,0,0,477680,316154,106135,16745,35220,9486,4501,0,0,477069,296942,113631,16104,38863,16893,4505,474319,296616,112838,14445,38489,16352,4328,477556,315826,105578,17248,34671,9465,4464,10563,23525,1595,1646,1199,17620,478019,307802,110380,16234,37461,10665,4973,372960,268903,63185,11958,24302,6993,2495,0,0,361140,267296,54221,10693,21247,4428,1237,9078,17399,1660,2145,0,391544,257778,80354,12335,30243,12826,3217,391544,257778,80354,8334,21888,1490,1406,2253,18041,366401,269284,57434,11121,21038,4487,1290,0,0,0,0,0,367107,266047,60766,10502,22185,4540,1437,8240,17436,1066,1437,366319,261322,65168,10212,22473,4346,1279,7869,16991,705,1279,219469,135670,82734,207312,125239,82073,223036,132388,74893,210873,127203,83670,206919,127814,79105,226101,139460,81819,267451,170907,90070,210621,129897,77783,194555,120858,73697,196648,118145,78503,193409,116920,76489,194186,119680,74506,193964,119218,74746,193034,116102,76932,222999,138390,83094,249324,154478,86875,242386,149103,93283,237884,145677,92207
31,31,471654,93863,287688,36665,55757,14324,1771,0,0,487344,85055,310505,34854,58596,11641,1735,0,0,495469,75671,318321,37050,64382,22982,2071,498044,76069,319750,37587,64741,23511,2045,487944,86731,309342,34585,58803,12294,2280,27141,52554,2001,725,667,8780,494277,82992,316211,35108,62731,14199,2562,319762,79225,180364,23191,36122,9223,1137,0,0,273920,70874,146185,21313,31091,3644,377,19807,30307,1769,797,0,348453,64335,212022,24329,44362,15802,1366,348453,64335,212022,20010,40515,2275,397,1614,7285,284818,72804,154291,21308,31743,3624,490,0,0,0,0,0,294799,69717,166370,20512,34324,3013,452,18509,33338,1389,452,292283,67981,163969,20955,35169,3350,457,18702,34119,1161,457,99093,62818,35440,96942,63779,33163,108701,69291,33662,93132,56921,36211,91624,59117,32507,108144,68870,37592,141326,90452,48010,90177,55377,33872,73422,43673,29749,74938,42647,32291,73614,43138,30476,73875,42438,31437,73838,43494,30344,73472,42451,31021,99478,58692,40222,120739,66603,50811,116104,65828,50276,111005,63092,47913
32,32,463338,282978,131439,16658,25982,13985,1918,0,0,492374,273214,160627,19727,35179,12421,2500,0,0,518633,261359,183269,22055,38477,25430,2658,515015,260872,181026,21145,38018,25260,2493,497882,268953,165893,21750,37927,13011,3348,14746,27690,3736,686,1049,15128,512161,262906,182766,22276,38689,16688,3299,339017,222045,82459,10664,17832,9595,1167,0,0,335823,212914,86021,11231,18310,6061,394,10278,16290,2703,1019,0,386203,210480,120798,14503,27650,18195,1755,386203,210480,120798,10872,22580,3633,584,1999,15257,342015,214646,88507,11962,19498,6258,508,0,0,0,0,0,350366,210754,100777,12275,19129,6221,534,10642,16124,2039,534,360216,205119,112776,12900,21725,6501,583,10879,18629,1908,583,173510,56167,116248,167140,52273,114867,185150,55986,118839,165603,53691,111912,163702,53323,110379,186241,61035,122051,235302,82250,147744,173487,54628,116942,156534,48772,107762,157786,46211,111575,156066,47254,108812,156606,47653,108953,156296,48348,107948,155976,47015,108961,190277,60991,128326,223093,71986,146025,218497,70221,148276,214281,68114,146167
33,33,501085,140484,318319,19539,22125,11691,1690,0,0,514024,126212,345056,18409,23136,12013,2557,0,0,515800,115948,354447,17588,23151,20406,2260,505368,113374,349293,16463,23671,22839,2121,514394,121538,349463,18352,24257,12066,2468,11925,17118,2710,621,1224,9785,518923,118569,356457,19479,23627,13790,2306,340014,112183,196622,13572,15018,7550,1067,0,0,279989,101402,149706,11012,12029,4520,413,9911,10438,2208,1165,0,362075,94145,233701,12143,16627,14054,1496,362075,94145,233701,9355,12950,2398,513,1499,7514,282246,97611,155755,10558,12543,4179,395,0,0,0,0,0,289380,95577,165149,11217,12498,3646,512,10002,11151,1735,512,290083,92526,169677,11418,11851,3399,577,10185,10501,1689,577,102780,45618,56064,96030,43029,53001,108478,48704,53887,94772,41923,52849,93819,43265,50554,108895,49812,57257,141825,66099,72543,97263,41168,55070,84420,34223,50197,85334,32099,53235,84368,33220,51148,84538,32450,52088,84514,33615,50899,84372,32492,51880,108782,44666,63536,131950,52221,76695,128927,51061,77866,124013,49096,74917
34,34,496663,269117,147867,51161,24884,13431,3918,0,0,502103,242203,174331,58799,26529,11768,3790,0,0,526113,231139,191390,63919,32326,23903,4605,518705,230267,187646,60339,31693,23441,4360,501628,231984,180119,59426,29443,13575,3961,43314,18011,3121,1746,1000,22324,516252,226513,197733,58669,30869,16315,4417,364779,214870,94141,33010,17414,9345,2389,0,0,348165,193783,97475,35460,13946,5221,1184,32632,11898,2629,1767,0,400105,192168,130352,43921,24176,17463,3088,400105,192168,130352,35935,18129,2629,1450,2470,16972,347398,185876,102089,35913,15212,5592,1169,0,0,0,0,0,357677,182318,115711,34722,16089,5687,1356,31126,13105,2405,1356,361101,175579,121926,36851,18216,5972,972,32423,15112,1882,972,163963,66131,96154,160921,62682,98239,176643,64068,102345,151140,57199,93941,149105,58621,90484,172430,67021,102352,219733,90533,124010,150365,57769,90813,128269,49403,78866,129960,48015,81945,128190,47539,80651,128186,47988,80198,128320,48560,79760,127792,47166,80626,164779,64194,99651,198464,76910,116230,192341,75257,117084,188645,73468,115177
35,35,465691,88322,320035,37557,21736,11916,1264,0,0,488345,74577,358538,33891,23020,7974,1521,0,0,493578,64145,367609,35165,26343,19849,1583,482837,62520,361868,32912,27120,22073,1520,490379,73423,361287,34929,23828,7265,1519,27529,18822,1144,366,1343,6475,494876,68050,369333,33883,24952,10514,1707,310273,72503,196920,24773,15377,7897,760,0,0,246516,61557,149517,21543,10565,2709,335,20532,10082,1185,532,0,341164,53131,242066,23782,19652,13948,1063,341164,53131,242066,20459,16554,1609,287,1353,5705,250974,60106,155098,21669,10880,2545,263,0,0,0,0,0,258947,55701,166672,20306,12466,2987,320,19071,11811,1237,320,260447,52623,171598,19336,13005,2903,347,17959,12384,1264,347,88437,49105,38667,80844,48384,32460,92916,55419,32197,73124,43107,30017,72451,44488,27963,88597,53106,33728,117934,69865,45149,77090,44228,31863,63696,35920,27776,64183,33824,30359,63530,34917,28613,63668,34036,29632,63556,35155,28401,63472,33942,29530,86117,46542,38986,107056,52238,51807,103655,52841,50814,101244,51943,49301
36,36,449981,114119,302532,19370,13954,9997,1587,0,0,477098,112399,325209,22963,16385,9344,2730,0,0,480861,101633,335016,21964,19780,19708,2256,469902,100556,328453,19949,20178,21888,2218,479305,110574,328693,23808,16556,9666,2686,17115,11727,2807,768,614,7007,477616,102156,333872,23638,18142,12508,2310,317005,95374,196753,13885,9569,6566,952,0,0,288886,92162,170514,13654,7404,3510,1039,12415,6664,2156,714,0,355447,87049,234482,15752,14425,14008,1488,355447,87049,234482,12546,10306,2933,491,1149,6491,293558,90643,176567,14175,7678,3413,635,0,0,0,0,0,295993,85598,182500,14347,9044,3735,390,13274,8130,2066,390,301905,85119,184891,15584,11152,3829,535,14053,9856,2147,535,102181,57483,43672,104535,60157,44378,126316,73302,47004,100564,54878,45686,99765,57141,42624,121317,68858,50572,162664,91574,68021,110144,60052,48965,94182,50303,43879,95466,48796,46670,92676,47585,45091,94355,48096,46259,94202,49239,44963,94164,46941,47223,125519,64874,59920,158177,76179,78215,154816,75944,78872,148113,72213,75900
37,37,448128,217910,189664,12106,28493,10755,2098,0,0,472040,213419,211667,13556,33675,10561,2526,0,0,475530,200249,220137,12319,36993,20939,2431,474067,199678,219741,12639,36969,20071,2451,472373,210467,213661,13748,34838,11370,2638,8016,24501,1596,387,1041,12710,473173,204687,218040,13448,34835,13597,2555,344352,186113,125930,8635,22118,7617,1433,0,0,301700,180648,90301,8095,17850,3511,406,6976,15156,1515,1314,0,372614,174450,152761,9201,30044,15110,1722,372614,174450,152761,5771,23363,1483,450,1890,12446,303514,179136,93356,8117,17983,3375,365,0,0,0,0,0,308459,176294,100321,8237,18335,3425,410,7009,15062,1196,410,308041,168765,106125,7993,19944,3344,377,6301,16078,881,377,181551,109278,71524,169621,98728,70893,187291,112517,62849,167246,98881,68365,163929,100192,63737,183090,112238,67106,216240,137470,73866,163657,99161,62128,145642,87699,57943,147586,85939,61647,142678,83835,58843,145424,86107,59317,145010,85842,59168,142312,82719,59593,173970,105550,67160,199885,121216,72638,195544,117301,78243,190776,114753,76023
38,38,471269,167143,260315,13852,30447,11221,2561,0,0,487786,160613,279164,15702,33158,10854,2547,0,0,484403,151361,279061,14898,35587,23122,3140,485654,151635,279892,15770,36084,22176,3181,486456,156420,283310,14539,32239,12009,3128,8401,23242,1254,1088,764,11976,484750,153029,282863,14647,33468,17253,3727,345617,140819,171293,9381,22637,7643,1675,0,0,303408,135530,134445,8984,19700,2846,788,7885,17488,1162,1171,0,370401,131294,196048,10713,27661,16728,2142,370401,131294,196048,7072,22040,1087,786,1692,10382,307889,133189,141837,8347,19403,3029,670,0,0,0,0,0,311013,132678,145289,8024,19844,3050,581,6708,17098,795,581,311324,129457,147247,7648,21829,2758,550,6153,18490,679,550,163785,102060,61063,155867,95700,60167,174903,108952,54841,149871,93262,56609,148214,94901,53313,170685,108694,58454,211912,137814,69391,151131,94101,54845,130546,80454,50092,132334,79321,53013,130136,77926,52210,130788,79193,51595,130559,79482,51077,130149,77155,52994,163279,100715,61339,191267,115533,69871,187280,113431,73849,179159,107498,71661
39,39,426213,112054,223362,76517,17572,9691,2691,0,0,442964,92887,259644,75511,19184,9060,1805,0,0,481961,81519,291325,89890,21013,20932,3248,484755,81917,292372,89527,21536,21465,3149,441327,86369,262820,76677,18869,9376,1832,66020,13161,1792,387,898,9895,476498,83547,291415,85071,19674,13098,2696,283204,89241,135258,46103,12146,6272,1572,0,0,265839,74044,133707,45207,9579,2774,218,43178,8439,1091,965,0,339806,67822,194694,59265,15698,15103,2034,339806,67822,194694,50887,11913,1347,953,2137,10053,265247,69027,136556,46670,9419,2364,292,0,0,0,0,0,288442,68115,153283,52894,10328,2498,483,49949,9307,757,483,286395,61311,158261,52953,9802,3282,813,49337,8566,775,813,97661,55718,41274,98919,60023,38896,116830,70240,39727,92773,56205,36568,91702,58097,33605,112719,69325,41047,151827,93182,54744,88981,52217,35321,66952,38230,28722,67773,37250,30523,66640,36904,29736,66562,36219,30343,66817,37448,29369,66500,36186,30314,101505,57415,43176,132839,70593,58321,126592,69104,57488,124706,68025,56681
40,40,483211,238849,140292,26207,79023,5850,2170,0,0,505204,224701,162620,31455,88765,10058,2756,0,0,515962,214780,171915,31329,96263,13502,2725,517085,214972,172455,31526,95805,14158,2712,507868,217022,168120,35172,89044,9540,3392,25347,74458,883,1061,2120,18864,515103,210481,177264,34090,92236,10656,3629,365053,191618,95389,18734,58519,4145,1468,0,0,347859,177966,92550,19808,52325,3130,588,17894,49275,703,2089,0,406132,179841,125442,23294,73918,10222,2011,406132,179841,125442,18054,65613,743,599,2331,13509,348825,173037,96509,21816,52591,2625,676,0,0,0,0,0,357064,170786,103228,21318,57102,2365,585,19444,52830,623,585,359233,167040,105449,20529,61867,2350,620,18642,57254,620,620,185967,101708,83835,184686,98027,86659,203701,111799,80051,184586,101665,82921,181233,103052,78181,207493,116485,87017,261831,149628,107016,186344,102133,81626,164415,90558,73857,164908,86735,78173,160594,83675,76919,160597,85333,75264,160240,85436,74804,159525,82972,76553,204804,110649,92457,244094,128619,108145,235064,124516,110548,235663,124034,111629
41,41,472943,236286,135124,42455,60736,7669,1998,0,0,484941,215114,155430,39411,76360,7785,3583,0,0,483563,209849,152055,38126,82209,15047,2516,485018,210091,152668,38087,81666,14664,2427,486251,210845,157973,40296,78474,9062,3663,31148,64346,637,1272,1173,18854,481784,200448,160252,39992,81644,10766,3330,370690,196781,93595,31934,47784,5477,1368,0,0,346410,178563,91182,28049,43538,2649,889,26001,40363,840,2012,0,392879,181160,112839,30204,65125,11749,1834,392879,181160,112839,24269,56783,920,415,2174,14319,351036,176893,96622,28132,44813,2165,844,0,0,0,0,0,350342,170057,99421,27592,48175,2371,750,24991,44156,491,750,351439,166567,100819,27135,51659,2882,790,24457,46877,598,790,215979,125884,89287,210497,120998,89499,222527,130517,79028,200249,117258,82991,197293,118618,78675,221943,133166,84580,269946,166544,97765,199459,119630,77193,177462,107584,69878,178181,104190,73991,175184,102179,73005,175299,103608,71691,175205,103871,71334,174164,101278,72886,214380,128032,84731,248070,146638,93569,241270,141055,100215,239769,140341,99428
42,42,511459,364296,81386,10620,53310,5804,1889,0,0,519040,350040,94936,12091,61202,8618,2156,0,0,516939,329469,98863,14288,65873,11526,2534,517503,329596,99129,14479,65641,11645,2484,518936,347220,92483,13739,63682,7886,2642,8407,48191,832,642,1572,19590,512208,328692,98668,16418,64249,9461,2436,391596,288180,55398,7238,38641,4017,1297,0,0,379425,279662,54067,6950,34410,2740,409,5663,29852,894,1294,0,413847,275088,71186,10370,49383,8649,1756,413847,275088,71186,6643,40642,792,435,2326,16735,381654,278296,54599,7874,36110,2837,481,0,0,0,0,0,377529,266920,59295,9507,36979,2932,452,6992,31635,622,452,378776,262242,62584,10451,38203,3199,495,7882,31787,547,495,254769,140791,113435,246042,125270,120772,257329,142376,100238,237180,130740,106440,233262,131119,102143,258754,146249,107602,308803,180928,121817,239957,133363,103384,219084,122141,96943,221183,119528,101655,216326,113256,103070,216939,118856,98083,216409,118054,98355,214985,114313,100672,254891,141278,111814,286011,159439,118758,281421,152700,128721,274752,149266,125486
43,43,505874,72884,374159,20471,41153,7254,1609,0,0,512360,76530,376910,19439,41710,6340,1694,0,0,506248,78219,363972,20403,44545,19480,1536,508082,78365,365106,22656,46165,20852,1861,507953,75989,371957,19092,42707,7726,1984,15048,36761,748,507,1466,5478,495166,73782,361029,19109,42301,11646,1880,362824,62038,253811,14831,33035,5218,1175,0,0,281511,61053,179101,13113,26172,1107,255,12593,25375,608,810,0,389890,66420,269813,15967,37069,15140,1107,389890,66420,269813,12444,33612,711,325,1653,4912,285453,60367,183627,12590,26405,1284,408,0,0,0,0,0,286160,58814,185697,12831,26186,1616,386,11969,25212,738,386,282199,56718,181768,13150,27905,1416,462,11992,26641,580,462,103416,79245,23829,112940,89995,22945,134817,105942,21806,106388,82712,23676,105197,85050,20147,129664,100375,26714,173194,127834,41364,103155,76959,24593,79162,59184,19978,78703,55629,23074,75894,54124,21770,75714,52361,23353,75829,53705,22124,75245,51945,23300,114527,79609,33790,145195,91912,48854,136941,89028,47913,136018,87996,48022
44,44,490406,300938,102899,20693,65946,5240,1904,0,0,509015,307012,104360,25451,72354,5787,1785,0,0,513342,305331,108030,26265,70293,11092,2012,514568,305541,108552,26225,69986,10984,1943,509484,305797,102473,26878,72229,6049,1981,17904,55772,823,482,3737,22501,503070,294699,106122,29777,70534,9123,2073,399081,254969,75378,15902,51526,4039,1467,0,0,371706,242835,67113,16684,40987,2313,400,14268,36397,691,1524,0,427134,261144,84347,21155,56005,8898,1483,427134,261144,84347,15185,47045,653,347,2366,16047,374210,244335,66856,17343,41436,2329,377,0,0,0,0,0,371163,236711,68766,19785,41295,2603,412,16143,35373,877,412,373041,234298,69932,21954,41837,2591,392,18333,36193,738,392,181524,121522,59455,194126,132410,61716,214910,147290,55392,192299,136615,55684,189389,137418,51971,216005,151394,60633,269270,184423,79641,190957,133516,54958,167159,120051,47108,167402,116724,50678,162424,112306,50118,162676,114554,48122,162547,114808,47739,160357,110480,49877,206136,141010,63514,241377,156691,77340,231981,155785,76196,233225,156040,77185
45,45,446873,90231,266066,71031,23506,9818,3112,0,0,479467,77902,312189,67953,27706,7842,3029,0,0,488449,72786,321841,65684,30778,20136,3326,490577,73089,322821,65746,31573,21094,3346,484652,79038,317474,67190,28190,8285,3069,52038,21115,997,1107,1071,11801,491320,76190,326443,64938,30607,12079,2897,304156,75086,165399,46855,17058,6493,1818,0,0,280839,64724,154282,44268,13376,2530,869,41445,12266,827,1332,0,352720,61462,220119,46602,23121,14475,2106,352720,61462,220119,40262,19231,1212,1030,1759,7645,288098,65726,161616,42734,13824,2528,651,0,0,0,0,0,296414,62847,173646,41335,14816,2030,650,38415,13622,562,650,301734,60445,179473,40807,16854,2071,1023,37922,15379,735,1023,108430,70730,37152,103490,70193,33297,121356,79556,35156,97545,62332,35213,96548,64349,32199,118558,77213,39014,160121,102748,53537,96909,60076,35406,74969,44994,29975,76651,44174,32477,75695,44040,31655,75477,43529,31948,75819,44635,31184,75386,43026,32360,111219,65288,44978,143513,78510,60927,138671,77146,61525,132839,73798,59041
46,46,477175,207519,185167,25872,59908,5550,1938,0,0,520302,212540,210198,28996,68466,5206,1420,0,0,502291,200983,198080,31083,70237,13623,1984,503724,201185,198787,31626,70553,13931,2064,519830,211448,207205,30414,70344,5933,2180,23269,58255,579,463,2379,16228,510292,200533,206078,31345,70123,8706,1815,366944,173527,127831,18596,46743,4081,1459,0,0,320488,166250,93496,18718,39208,1789,318,17330,36023,724,924,0,400708,170859,147043,23911,56146,10761,1419,400708,170859,147043,18328,47750,532,345,2329,13522,324946,166141,96625,19527,39416,1696,383,0,0,0,0,0,327271,160241,102150,20386,40517,2283,363,18317,36305,747,363,327663,156196,104039,20513,42405,2346,501,17998,37331,668,501,156993,107138,49446,156841,106942,49899,172364,120100,43116,146714,102527,44187,144600,103704,40896,170180,118686,48447,218301,148411,65688,148261,100222,46168,126370,85534,40836,126334,82862,43472,122128,78964,43164,122018,80153,41865,121930,80776,41154,120870,78025,42845,160865,104828,54727,191530,117629,68070,182670,115432,67238,182578,114649,67929
47,47,478843,274274,158040,20371,23496,10909,1912,0,0,513122,267035,186274,26756,29855,11554,2287,0,0,516843,255592,193982,27169,31895,20744,2686,518651,256111,194801,27540,31842,20940,2603,519545,266424,190745,26570,32578,12319,2681,19507,23793,4005,830,1532,12718,518865,254678,198792,29286,32057,16186,2614,371003,236548,100771,13219,16983,7448,1210,0,0,364598,225417,99669,16836,15681,5470,703,15679,14318,3235,978,0,414224,226890,135190,18749,24323,15225,1728,414224,226890,135190,14460,19534,2939,540,1860,12811,373109,227693,104548,16389,16794,6012,570,0,0,0,0,0,377365,219611,114682,17635,17987,5588,633,16061,15742,2237,633,380956,217196,120092,17384,18248,5966,1032,15221,15431,1949,1032,171969,83134,87841,171496,81548,89948,192922,91890,92231,173763,85940,87823,171905,86617,85288,196425,98756,94919,249957,130968,114532,186303,95562,89143,169962,88980,80982,172478,88067,84411,167542,85021,82521,170619,87599,83020,170466,87714,82752,169592,85932,83660,205243,105779,98521,240232,122580,112576,235412,118944,116468,225919,114748,111171
48,48,473596,93703,291869,17904,74277,8020,1922,0,0,479930,77743,294645,18219,92642,15352,3455,0,0,480889,72001,293003,17884,100603,18208,2039,482665,72213,294083,19254,100759,18636,2190,475917,73719,289899,20390,96034,16409,3348,14694,86403,995,1261,1088,7854,474052,68799,292058,20031,96239,19906,3025,348772,80120,198423,12778,58494,5640,1324,0,0,312711,67441,174544,12002,55061,1616,771,11170,53675,840,1464,0,380137,63532,220141,13682,82632,14243,1519,380137,63532,220141,10154,77074,880,471,1557,6328,314609,63919,176435,13620,56993,1617,774,0,0,0,0,0,318263,60448,182152,13064,58889,1995,465,11733,57161,1013,465,313718,57501,177689,12543,62023,1869,731,11164,59972,817,731,147835,92985,54388,140940,91823,49117,155828,101741,45006,128664,82804,45860,126624,84860,41764,152749,99732,49976,201116,129593,67397,126811,78666,46277,101862,61570,40292,102435,59552,42883,99771,57927,41844,99900,58318,41582,99752,58964,40788,99516,57051,42465,140752,83942,55625,175253,99482,70482,166638,95685,70953,166504,94658,71846
