ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_17_GOV_Total,E_17_GOV_Dem,E_17_GOV_Rep,E_17_AG_Total,E_17_AG_Dem,E_17_AG_Rep,E_17_LTG_Total,E_17_LTG_Dem,E_17_LTG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_21_GOV_Total,E_21_GOV_Dem,E_21_GOV_Rep,E_21_AG_Total,E_21_AG_Dem,E_21_AG_Rep,E_21_LTG_Total,E_21_LTG_Dem,E_21_LTG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep
24,24,202495,127707,13112,51664,10727,2717,757,0,0,206275,122332,17298,55394,12715,2920,1033,0,0,211184,113235,19201,63696,13671,5039,1079,211657,113359,19213,63918,13673,5035,1078,204631,120762,18285,53442,13915,2971,1596,45574,9023,446,290,867,9384,209413,120487,20056,54630,14351,2680,1643,153690,101677,8563,35573,7700,1828,476,0,0,153321,98482,9550,36746,6324,1516,265,35325,5178,408,681,0,164257,92596,12584,47441,9755,3577,722,164257,92596,12584,43112,7391,428,324,756,7066,153486,97919,10719,35784,6840,1547,140,0,0,0,0,0,156817,98579,10928,37710,7689,1230,133,35786,6183,280,133,158897,98563,11910,38255,8067,1435,184,35916,6453,390,184,97911,49073,47935,96483,48895,47588,96356,46360,43680,62891,33166,28939,62539,32280,30177,62599,32036,30508,78059,43490,32993,89608,46310,41569,106319,56631,47308,104734,57709,46927,76715,36718,39382,76383,37057,39256,76359,36649,39618,94980,50008,44300,104099,55325,46865,102991,56713,46171
25,25,194808,133840,8250,48314,3155,2633,292,0,0,204910,137280,11258,51087,3798,2919,225,0,0,211499,136815,13866,51097,5376,5701,542,211418,137050,13800,50714,5357,5700,529,205649,137741,12054,50283,3958,2951,195,44907,2480,554,79,665,7166,210636,137317,14018,51620,4578,3304,234,149505,105632,5210,35489,2038,1875,171,0,0,156894,110073,5559,37593,1889,1432,98,36330,1417,581,414,0,165900,111460,8877,38208,3669,4120,316,165900,111460,8877,35269,2566,834,79,663,6152,158620,111204,6157,37281,2186,1501,79,0,0,0,0,0,162857,112561,7432,38363,2444,2086,100,36133,1810,443,100,167151,113751,8073,39544,3194,2310,272,37119,2408,437,272,93928,44919,47920,95066,43833,51233,101278,40414,56167,64343,27312,36350,63974,26863,37060,63996,26454,37480,83321,38368,43584,99537,41785,56454,118145,51048,65072,117066,53696,63265,89678,33506,55556,89251,34098,55103,89241,33787,55384,110002,46433,63086,124413,51876,70915,122851,54084,68647
26,26,192372,160999,5411,20572,4069,2127,250,0,0,207272,170309,7077,23062,5496,2063,580,0,0,216759,171621,8846,23915,7004,5182,465,217507,172220,8855,23998,7007,5183,465,209527,170907,7542,23883,5429,1829,502,20315,3622,461,64,723,5900,216924,174577,7912,24865,6110,2627,462,148078,125731,3460,15128,2710,1457,152,0,0,162137,136354,4438,17040,2658,1453,24,16288,2085,405,434,0,172301,139870,5679,17861,4754,3685,308,172301,139870,5679,16101,3436,566,93,566,5990,163520,137373,4507,17488,2565,1200,30,0,0,0,0,0,169755,141657,4788,18371,2929,1614,94,16719,1945,220,94,174335,143756,5719,19206,3538,1671,111,17388,2422,211,111,108787,40085,67740,112914,40168,72746,120982,40720,73143,85033,32735,51312,84600,31481,53016,84667,31284,53306,104354,42938,59396,119294,44826,72517,134934,52662,79726,133580,53979,79495,111569,39247,71711,111212,39559,71569,111124,39197,71824,129553,50224,78570,144418,57281,84969,142602,58552,83909
27,27,181608,122903,16757,34727,7143,2261,480,0,0,203925,129295,22828,42362,10547,2232,647,0,0,213387,121658,28962,47274,12665,6170,821,213276,121600,29011,47032,12677,6172,819,207108,128274,22844,45013,11692,2401,773,36003,7216,470,93,766,11445,213798,125781,26408,49033,12367,2942,776,131341,92867,10396,22879,4693,1459,295,0,0,145200,99336,10825,28091,4926,1276,99,26312,3797,452,820,0,159116,96694,18473,32735,8258,4308,497,159116,96694,18473,28755,5950,571,191,1022,7460,147030,99639,10886,28789,5154,1343,90,0,0,0,0,0,150893,99285,12525,30786,5653,1324,10,28943,4538,240,10,155561,97596,15581,33240,6276,1291,11,30865,4755,178,11,79604,38158,40735,86441,40813,45628,92949,40461,46513,57184,27507,28943,56846,27083,29702,56867,26885,29910,78994,41322,36026,90465,44397,44374,107733,55769,49518,105791,56182,49477,79338,36030,42609,78965,36684,42215,78972,36511,42392,100031,50556,48727,115609,58418,54849,114058,60115,53741
28,28,190833,152422,10546,23853,3130,1783,273,0,0,204472,159107,15585,24762,4166,1907,424,0,0,211893,156805,19527,25741,5146,5350,478,211795,156984,19438,25503,5110,5344,468,207077,160322,15938,25651,4589,1992,202,19975,3287,607,112,693,6138,214264,163310,18357,26367,4934,2756,286,143059,117005,6464,16748,2026,1251,166,0,0,151401,125252,5770,16964,1839,1295,116,15853,1520,631,226,0,163366,125453,12216,18395,3512,3791,301,163366,125453,12216,16103,2419,354,90,641,6090,153589,126052,6286,17565,2356,1229,110,0,0,0,0,0,159287,129303,7442,18337,2727,1346,110,16865,1930,278,110,162543,129219,9688,18744,3157,1432,101,16954,2407,228,101,89242,38265,49873,92332,37384,54948,99894,33133,61168,63257,23485,39035,62952,23339,39548,62961,22679,40199,85799,34823,49345,100747,36605,62613,118675,44623,71758,117283,46846,70338,92418,29834,62074,92022,30789,61178,92065,30216,61782,111835,41207,70088,126675,46286,78487,125298,48424,76710
29,29,180847,91675,31385,44961,13740,3006,718,0,0,200466,88237,45095,51400,17636,2163,1085,0,0,210158,81444,51776,53043,23187,5720,833,210667,81590,51896,53142,23201,5720,833,203551,86532,46590,52550,19810,2490,842,45493,15729,462,194,590,7954,213025,85642,52061,53661,23283,4256,663,128625,69504,19879,29921,9353,1912,450,0,0,129561,67555,18109,32878,9076,1034,200,31342,8143,478,852,0,154021,64386,34450,37483,16311,4063,549,154021,64386,34450,33430,13547,329,231,920,6728,133526,67589,19816,33976,10035,1039,120,0,0,0,0,0,138715,66233,24207,34178,11561,1375,174,32251,10335,262,174,141479,64087,26290,34000,14355,1533,165,31657,12734,124,165,76369,43816,31946,80145,46407,33738,88099,49545,33560,55098,33087,21417,54883,32677,22123,55029,32826,22129,73898,47175,25225,84407,49892,33049,103661,61597,40076,101976,62620,39261,69801,38952,30264,69563,39470,30021,69603,39459,30059,91188,53627,36627,102133,58085,40863,100628,60929,39340
30,30,178825,93886,41884,25865,17731,2247,492,0,0,207663,97549,56034,31823,24130,2122,646,0,0,215184,91558,62971,30487,28722,5239,506,215164,91575,63017,30278,28733,5240,502,209149,94686,58917,32767,24687,2124,473,26529,20084,371,32,896,7634,216020,94721,64495,33405,25030,3164,384,126129,70235,26718,17051,12119,1466,299,0,0,124208,72034,18806,18736,13236,558,48,17671,11427,275,809,0,157210,71858,41709,21426,20745,3707,332,157210,71858,41709,18452,18215,210,93,784,5889,125064,70422,20633,19305,13285,635,28,0,0,0,0,0,131884,72385,23274,20517,14270,645,25,19011,12322,128,25,132833,70165,25665,20495,14795,923,109,18887,13263,123,109,65786,34842,30396,73891,38872,35019,84133,43926,34865,51443,28477,22322,51236,28131,23053,48346,26406,21875,70049,42059,26356,79370,46112,31755,96273,60102,34359,94773,61756,32890,65969,34245,31234,65702,34692,30942,65731,34542,31112,85904,49335,35829,97636,51645,43197,96099,53580,42284
31,31,188676,133694,20546,15276,18956,1683,345,0,0,218488,149637,26264,17833,24757,1846,557,0,0,220267,140593,30272,17554,28548,3899,527,220298,140723,30123,17452,28481,3899,527,221000,148287,26938,19432,25695,2182,634,15876,20412,533,128,1311,7522,222536,145056,28394,20289,27842,2539,574,134028,97621,13393,10199,12452,1034,219,0,0,145568,109190,10583,10728,13873,761,129,10074,11972,386,356,0,163308,108689,20007,12354,19630,2698,348,163308,108689,20007,10241,17079,200,86,746,6260,148564,109503,12044,11672,14225,746,104,0,0,0,0,0,151602,109261,13058,11993,15932,811,86,10995,14197,234,86,155618,109959,14834,11925,17596,808,51,10564,15452,122,51,91801,47026,43889,97839,48074,49765,108598,53999,47084,70566,37912,31876,70182,38025,32098,70248,36544,33641,96447,55232,39032,110184,58729,49351,133495,74192,56382,132108,73271,58731,95922,47374,47964,95645,48389,47170,95553,47589,47848,119096,63557,54461,130112,68658,57479,129266,69719,59207
32,32,142519,77038,19214,12481,33878,1098,300,0,0,195785,87844,28617,21197,60209,2141,593,0,0,220609,92093,31290,21912,74029,3373,527,220785,92152,31330,21916,74050,3373,527,204486,91020,30068,21111,64086,2136,652,16025,57027,394,160,996,8790,219077,94626,32092,21991,70888,2325,459,97562,54055,12835,8329,22229,690,203,0,0,114743,62603,11782,11701,27312,546,114,10919,25616,307,771,0,155413,68920,21023,14755,49413,2217,324,155413,68920,21023,12633,46109,157,105,763,5703,120439,65464,12711,11678,29101,578,150,0,0,0,0,0,133220,69457,14413,12784,35394,652,150,11862,33188,300,150,138605,69438,14265,14407,39047,699,122,13334,36752,272,122,58798,32798,25461,70709,38873,31836,85890,51161,29264,54681,35172,18896,54366,34752,19569,54408,34324,20047,81585,55408,24558,88405,56720,30234,106167,70656,33691,105178,70843,34253,76454,45974,30071,76097,46342,29679,76097,46038,29968,97895,61571,35295,112925,66232,42109,111770,69349,41893
33,33,189818,95671,34663,37084,23198,2517,587,0,0,210912,93734,43229,48082,27615,2312,675,0,0,217777,86456,47969,50087,33230,4699,863,218140,86548,48064,50164,33250,4700,863,214854,92412,44871,48444,30159,2238,909,41747,25244,557,177,913,8944,215130,89182,45070,50545,31435,3317,1272,139194,74643,22890,25167,16571,1601,391,0,0,136641,71638,18135,28987,15936,1018,189,27677,14126,513,864,0,161742,68836,32618,35518,24039,3213,528,161742,68836,32618,31680,20588,211,150,839,6820,138348,70698,19081,29339,17282,901,203,0,0,0,0,0,141726,69075,21341,30535,18784,803,228,28928,16255,262,228,142779,67168,23050,32553,18376,723,108,30553,16005,125,108,87151,51240,35275,87741,52531,35210,96551,60477,29891,63866,41898,21367,63581,41148,22360,63606,41203,22329,82328,57204,23467,92350,60431,30228,114592,76581,36082,112973,74785,38112,74264,46599,27119,73847,46972,26807,73924,46995,26832,97500,63476,33018,105811,66893,35245,104243,69106,34813
34,34,203354,100393,36875,41579,25146,2332,645,0,0,224178,103576,44477,48090,30065,2712,921,0,0,216368,94057,45032,46424,30064,4487,830,216619,94117,45091,46470,30074,4487,830,222382,100522,43607,49021,30398,2766,696,42789,25143,257,144,1077,8842,220329,96644,43225,47984,32710,3353,745,152017,79887,24927,29071,18151,1564,407,0,0,142953,78278,17502,28904,16201,946,154,27585,14429,175,1083,0,163533,75414,30883,33971,22056,3281,570,163533,75414,30883,30504,19008,267,232,816,6409,144284,76386,17781,30920,17500,890,118,0,0,0,0,0,145960,74906,18455,31014,19875,927,90,29763,18040,169,90,147445,74008,21484,31353,19153,835,157,29408,17276,96,157,91735,58775,32226,92856,60064,32792,96927,65194,25286,65358,45750,18993,65068,45096,19893,64958,45076,19809,84085,61940,20197,91373,64395,25147,109014,79052,27763,107583,77921,29548,75893,51108,24242,75208,51237,23874,75374,51283,23973,95428,66909,27542,103502,70211,29812,102228,71849,30045
35,35,211750,106066,40793,19249,45582,2138,534,0,0,222861,104715,45343,23545,49406,2706,641,0,0,220142,93116,48176,24129,52964,4177,472,220336,93171,48215,24143,52989,4177,472,222489,104479,42890,25909,50232,3127,687,21062,45637,319,225,686,7191,214623,97637,39724,26741,50842,3562,410,163495,86000,29150,13685,34446,1507,367,0,0,144944,82477,18186,13911,29222,782,125,13139,27134,239,487,0,168996,75377,34064,17210,40725,3024,324,168996,75377,34064,15071,37489,275,91,781,5848,146803,83284,18323,15166,28863,813,165,0,0,0,0,0,144320,78834,18250,16073,29975,897,76,15193,27342,245,76,143318,75081,19092,16069,31589,934,28,14877,29078,179,28,98493,59166,38487,99740,61967,37773,107897,71451,29433,72424,50012,21758,72070,49275,22724,71981,49377,22521,90910,65102,23811,102433,70853,29590,128264,91398,34437,127398,91674,35560,80714,52765,27374,79958,52927,26912,80118,52833,27138,104674,71489,32036,106986,69189,33843,105461,70953,34084
36,36,200078,113752,20781,14809,50600,1367,497,0,0,209919,105583,23638,17089,64253,1536,528,0,0,212399,98782,26037,17925,68140,2893,494,212521,98819,26046,17926,68167,2893,494,211386,103566,25015,15842,66929,1654,454,12711,60154,302,166,846,8624,210062,101098,25626,15530,66879,2037,509,148616,87647,14469,10271,35904,958,320,0,0,135819,81323,10335,9766,32960,844,143,8814,30874,245,485,0,163587,79976,18305,13011,50715,2103,332,163587,79976,18305,11022,47144,185,110,774,6071,138739,79938,11802,9413,36080,933,134,0,0,0,0,0,141921,79457,12867,9790,38614,753,115,8962,36083,164,115,143829,75963,15004,10843,40603,1016,81,10106,38166,296,81,100176,56376,43073,100126,56069,44057,107287,64614,35126,70343,44680,24902,69979,44054,25863,69957,44057,25836,93033,62769,28375,100161,64435,33710,117589,78983,36285,117167,78998,38045,83513,50515,32510,82926,50876,31957,82982,50485,32373,104447,66797,36529,113716,69876,39886,112321,71477,40512
37,37,191701,110344,29797,10459,40840,1706,383,0,0,208270,112095,32074,12959,50652,2139,329,0,0,213556,108502,34130,13390,55071,3335,486,213326,108424,34097,13237,55063,3333,484,210278,112182,32420,13844,50802,1632,369,11347,44381,361,16,1067,8506,213459,110387,34693,14562,51335,2659,419,149172,88481,21838,7790,30776,1179,283,0,0,131460,86061,12069,7607,24430,918,15,6930,22502,218,442,0,166915,88540,24453,10006,41877,2446,326,166915,88540,24453,8195,38295,168,81,919,6264,133706,85685,13488,8195,25174,649,15,0,0,0,0,0,138587,85686,16235,9111,26300,711,4,8226,24305,241,4,143110,85836,16764,9488,29847,489,52,8570,27235,133,52,91487,56133,34467,94709,58788,35921,98975,65653,25784,69082,48874,19439,68651,48141,20430,68648,48186,20381,87809,64306,21377,90246,62648,25556,95611,66930,26461,94470,66018,28312,82964,56389,26034,82287,56714,25479,82344,56427,25796,95720,66462,28181,110647,75921,30808,109193,76831,31999
38,38,201734,124222,24000,15019,38230,1557,312,0,0,209060,121014,26665,17594,44202,1252,321,0,0,215638,116723,29002,18061,49383,3118,449,215783,116785,29034,18072,49395,3118,449,209768,120365,26955,16352,46276,1318,353,12226,39781,148,93,879,9319,213023,118075,29912,16651,47011,1962,405,151263,96492,16682,10534,27186,1022,218,0,0,134668,93051,9777,9620,21265,478,40,9035,19774,153,537,0,165901,94920,19894,13041,35967,2211,318,165901,94920,19894,11005,32953,149,58,939,5983,136028,92997,10447,9503,22177,473,29,0,0,0,0,0,140399,92709,12052,9704,24784,601,58,8740,22271,90,58,142747,92404,12690,10680,25918,624,49,9202,23339,66,49,100278,61552,37972,101085,60069,41016,105515,67690,30144,75677,51741,23212,75314,51057,24171,75287,50906,24286,94789,67258,25386,99528,67316,30060,107162,74343,30278,105644,72460,33050,92657,60926,31166,91958,61277,30587,91998,60971,30886,106476,72385,32828,121602,82237,34979,120336,83079,36883
39,39,194240,99578,37707,38926,18319,2296,520,0,0,214750,106726,40658,46038,22726,2094,348,0,0,220559,102812,45875,44078,26435,5234,579,220720,102820,45933,44117,26434,5234,577,216769,106896,40526,46717,22999,2437,420,41545,18891,351,183,889,7483,218692,104726,41410,48882,23614,3196,502,161583,87530,28451,30491,15114,1811,415,0,0,141873,87391,13726,27553,11540,1023,81,26194,9793,189,689,0,180468,89468,33220,35187,21295,3969,441,180468,89468,33220,31331,17833,243,89,1032,7252,145156,88465,14559,28803,11696,935,149,0,0,0,0,0,149436,88084,16253,30605,12233,1388,91,28609,10296,461,91,149813,85144,18650,31420,12619,1294,35,29078,10707,306,35,90505,64708,25052,94031,67394,26637,99078,74758,17519,67179,52613,13949,66708,51866,14765,66721,51841,14806,85657,69196,14195,91859,71810,18085,108424,87155,19066,107640,85802,21701,75820,56972,18277,75049,57146,17822,75141,57062,17951,95576,74349,20214,104258,79138,21647,102936,79826,22797
40,40,186302,118395,29637,17573,20605,2171,432,0,0,209285,129353,33559,20934,25185,1677,585,0,0,211431,124415,34514,21623,28734,3858,444,211495,124462,34532,21578,28738,3856,443,210852,129294,33310,21615,25920,1726,628,18432,20379,451,114,1029,7847,209094,126497,33272,21867,26203,2154,694,155266,102071,22568,13867,16544,1640,333,0,0,147694,104444,15466,13210,13159,760,99,12418,11529,358,593,0,171883,105220,25470,16965,22402,2984,336,171883,105220,25470,14265,19154,172,84,925,6593,149729,104906,15974,13495,13889,756,95,0,0,0,0,0,149831,103232,17263,13581,14300,728,95,12766,11789,173,95,149708,101212,17339,14838,14949,961,68,13645,12272,152,68,99023,71647,26468,103832,73380,30452,108952,82964,17863,76978,61806,14410,76474,61002,15395,76338,60663,15596,96252,78831,14602,101402,79992,19056,117736,94955,20058,116783,92769,23882,84962,65215,19152,84297,65373,18826,84393,65190,19044,105771,83260,21444,116454,90440,22537,115383,90779,24275
