ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_22_SC1_Total,E_22_SC1_Dem,E_22_SC1_Rep,E_22_SC2_Total,E_22_SC2_Dem,E_22_SC2_Rep,E_22_SCC_Total,E_22_SCC_Dem,E_22_SCC_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep,E_24_SC1_Total,E_24_SC1_Dem,E_24_SC1_Rep,E_24_SC2_Total,E_24_SC2_Dem,E_24_SC2_Rep,E_24_SC3_Total,E_24_SC3_Dem,E_24_SC3_Rep
66,66,109977,104632,1515,2014,1328,557,36,0,0,114316,107874,2078,2088,1711,836,155,0,0,116342,105647,2718,2596,2131,2130,105,114782,107298,2188,2478,1756,763,189,1507,1153,241,0,573,1818,116242,107915,2741,2689,1822,690,197,81720,78608,824,1089,835,374,18,0,0,86956,83150,1267,1194,768,546,0,965,555,169,69,0,90362,83459,1676,1561,1373,1515,62,90362,83459,1676,1152,1011,111,16,227,2710,88100,84156,1266,1404,690,473,0,0,0,0,0,0,89753,85389,1580,1630,691,421,0,1180,422,74,0,90410,85875,1621,1405,1010,345,70,866,520,31,70,59071,25658,32524,58460,24210,34250,59204,20818,35673,58282,16498,38892,49301,22121,27180,49552,19067,29083,48099,19632,28467,55420,20692,33456,68593,26131,41520,54695,20433,33785,50818,20906,29912,50482,15836,34646,50738,17033,33705,50121,17299,32822,50651,16637,33436,49946,17393,32553,50302,18951,31351,50292,18615,31677,50252,19095,31157,50538,19051,31487,59685,22385,36794,69416,26173,42600,68537,28185,38270,66730,21198,39467,65418,25202,40216,66019,24829,41190,65261,24940,40321
67,67,115494,110514,1733,1413,1216,681,106,0,0,117239,110340,2421,2380,1605,578,104,0,0,118575,108944,2736,1994,1700,2355,124,117867,110458,2680,2163,1769,752,107,1274,998,16,0,162,2283,118627,110210,2687,2302,2110,976,83,87334,84208,992,831,840,462,63,0,0,90524,86655,1347,1304,751,387,0,1103,671,8,127,0,92494,85966,1728,1187,1201,1701,91,92494,85966,1728,824,941,115,35,222,2663,90665,86499,1529,1239,783,449,0,0,0,0,0,0,91817,87136,1631,1368,879,558,4,1166,635,36,4,92501,87080,1954,1647,945,601,52,1111,596,78,52,56697,24566,30823,54500,22846,31654,56374,17104,36630,54889,14329,37353,44190,18844,25346,44523,15619,27413,43376,16216,27160,50989,16987,32715,63613,20210,42485,49918,16142,33358,45521,16107,29414,45289,11927,33362,45631,12648,32983,44800,12865,31935,45363,12443,32408,44705,13066,31639,45049,14185,30864,44902,13896,31006,44926,14539,30387,45123,14316,30807,54376,17230,36714,64263,20142,43571,62996,22268,38539,61504,17000,40151,59835,19933,39902,60227,19494,40733,59701,19612,40089
68,68,110528,100058,1724,6494,1438,980,97,0,0,115662,101932,2530,7652,2719,1150,94,0,0,120797,99541,3089,8955,5595,2929,136,117503,102019,2998,8075,3530,1310,126,6100,2365,102,25,239,3660,120679,101669,3119,8906,5304,1552,126,83091,76511,1053,3941,958,712,52,0,0,87269,79014,1537,4549,1416,743,15,4118,1017,130,78,0,92702,78541,1906,5698,3864,2069,88,92702,78541,1906,4818,3472,213,20,409,3323,89177,79721,1705,4895,2042,759,25,0,0,0,0,0,91903,80726,1858,5432,2981,912,25,4745,2659,37,25,93062,79696,2201,6286,3986,932,46,5239,3532,0,46,54613,23634,29979,52744,23802,28942,54264,20238,31371,53886,16934,34353,45340,21275,24065,45360,18471,25685,44573,17789,26784,50778,19902,29696,62053,24910,36047,48332,19015,28846,43159,18310,24849,42996,14371,28625,43290,15038,28252,42713,15694,27019,43128,14970,27682,42828,15663,27165,43017,15561,27456,42954,16395,26559,42799,16788,26011,43093,16789,26304,52424,20595,31316,62251,24668,37001,61760,26238,33072,60908,23025,37883,60303,24493,35810,60191,24009,36182,60299,24307,35992
69,69,110784,106420,990,1903,521,989,61,0,0,115575,109031,1297,3117,996,1635,57,0,0,115006,106425,1492,2587,872,2899,98,115356,109015,1064,3225,824,1200,45,2016,535,128,10,95,2479,115416,107808,1651,3204,1008,1195,188,83244,80418,575,1237,316,678,38,0,0,88440,84395,695,1723,490,1123,14,1302,416,141,131,0,88480,82616,918,1723,529,2110,68,88480,82616,918,1328,305,190,19,198,2906,88358,84517,659,1832,396,977,10,0,0,0,0,0,88445,84273,877,1945,490,827,109,1492,355,54,109,89489,85482,953,1722,400,787,112,1208,258,48,112,53618,20196,32145,52446,20343,32103,54225,13621,38256,53723,12408,38545,44191,15767,28424,44456,12843,30264,43436,12317,31119,50056,13625,35296,61481,15315,45276,48681,12581,35762,44671,12370,32301,44269,9185,35084,44902,9358,35544,44337,10060,34277,44807,9457,34948,44494,10140,34354,44764,9911,34853,44572,10557,34015,44401,11068,33333,44685,10972,33713,53240,13159,39714,62746,15233,47023,62226,17135,42907,61208,13835,47373,60379,15457,44922,60458,15086,45372,60185,15189,44996
70,70,109606,94228,2678,6589,5431,939,183,0,0,113153,94635,3564,8077,6363,1048,248,0,0,115458,93415,4138,8003,6997,2489,268,114095,93847,3735,8435,6710,941,436,5680,4868,82,36,741,5105,115269,94165,4071,8883,6567,1316,323,85636,74699,1795,4666,3986,664,113,0,0,86624,74994,2428,5290,2918,766,40,4658,2415,63,219,0,90607,74917,2760,5554,5123,1832,170,90607,74917,2760,4489,4154,159,60,357,3711,87687,75657,2478,5387,3181,641,35,0,0,0,0,0,89073,76315,2615,5568,3409,748,65,4601,2627,46,65,89663,76388,2840,5882,3406,656,44,4526,2544,24,44,56523,21184,34598,56144,20590,35554,56729,19676,33864,56423,14770,39365,48153,21070,27083,48541,17172,29775,47949,17973,29976,53399,19350,32739,63225,25485,36447,51414,19422,31420,46979,19288,27691,47145,14742,32403,47118,16229,30889,46640,16354,30286,46925,16031,30388,46632,16418,30214,47030,15061,31969,46863,17278,29585,46870,17522,29348,46924,17605,29319,55413,21630,33217,64469,26369,37321,64352,27543,34573,63849,21090,40803,62895,25553,37342,62854,24856,37998,62677,25267,37410
71,71,114096,101886,1589,8833,1034,1120,108,0,0,114838,102576,2196,8299,1039,973,196,0,0,114405,98687,2173,8816,1447,2730,160,115283,102735,2371,8162,1071,1057,245,6335,552,90,66,145,2989,114232,101304,2318,7908,1325,1006,165,88264,79619,978,6361,680,830,63,0,0,89720,81375,1126,5966,493,592,24,5521,271,121,247,0,90339,78998,1328,6492,977,2034,106,90339,78998,1328,5564,598,212,26,386,3227,90282,81732,1297,5906,425,717,25,0,0,0,0,0,89196,80917,1308,5587,443,745,20,4857,289,63,20,89585,81127,1192,5619,601,719,5,4613,421,76,5,57790,23053,33581,54629,21591,33038,54439,16350,35794,54095,13336,38357,43993,17342,26651,44237,13685,29152,43850,14428,29422,49491,15334,33088,57368,17350,39070,46369,14228,31810,41319,13425,27894,41235,10076,31159,41434,10930,30504,41206,11358,29848,41423,11061,29974,41238,11331,29907,41398,11106,30292,41316,11911,29405,41261,11923,29338,41445,12090,29355,49247,14612,34275,57768,17055,40152,57455,18487,36868,56450,15046,40468,55825,16572,39253,55894,16376,39518,55600,16549,39051
72,72,125054,114501,1564,6159,2070,973,109,0,0,125239,112500,2037,7176,2937,1295,235,0,0,122716,105715,2562,7805,2884,2828,138,125133,111229,2381,7510,2629,1207,298,5158,1813,155,23,155,4215,121967,107209,2798,7541,2619,1269,220,99773,92206,1108,4137,1708,737,73,0,0,99607,92091,1314,4451,858,843,14,3586,690,191,202,0,100864,88138,1913,5532,2407,2124,96,100864,88138,1913,4489,1911,185,15,285,3928,100210,92158,1633,4790,736,774,14,0,0,0,0,0,98499,90101,1849,4933,902,691,4,4043,581,79,4,98337,89826,1855,4717,1121,670,4,3809,741,133,4,58990,32829,24847,55395,30582,24813,56457,24371,29240,54499,21222,29483,44215,24151,20064,44279,21489,20839,43714,21896,21818,50384,23084,25783,59864,25537,33428,48356,21392,26516,43574,20388,23186,43404,16515,26889,43534,17208,26326,42907,17785,25122,43427,16907,26008,42904,17843,25061,43084,18114,24970,43087,18576,24511,43001,19033,23968,43194,19059,24135,51460,21849,29172,60059,24758,34777,59375,26588,30491,56764,22783,33981,56751,25329,31422,56443,24437,32006,56342,24974,31368
73,73,113405,99238,2238,9121,2186,965,118,0,0,119953,100451,3129,12837,3141,1066,209,0,0,123971,98870,3578,14848,3920,2716,139,121214,100077,3368,13875,3459,1262,66,10949,2484,57,39,284,3961,124227,99980,3505,15200,4110,1074,143,83048,74654,1300,5320,1283,637,68,0,0,88715,77631,1620,7403,1354,481,55,6731,1060,70,209,0,93568,77408,2175,9164,2609,1916,87,93568,77408,2175,8164,2170,174,24,267,3186,89296,77457,1688,7951,1515,489,40,0,0,0,0,0,91636,77917,1836,9319,1844,597,45,8434,1484,38,45,94561,77781,2139,10799,2962,666,46,9624,2666,75,46,56074,23516,31619,54617,23919,30698,56209,20842,32711,55748,17458,35914,45790,21780,24010,46189,18830,26143,44965,18014,26951,52157,20545,30494,64735,26567,37170,50363,19851,30099,45772,19552,26220,45562,15023,30539,45849,15776,30073,45221,16523,28698,45794,15870,29546,45340,16622,28718,45496,16880,28616,45470,17417,28053,45488,17775,27713,45684,17874,27810,55255,22108,32725,65498,27006,37899,65051,28485,34368,63081,25054,38027,63134,26465,36669,63064,25856,37208,62768,26088,36680
74,74,118244,98798,3536,14092,1105,1129,142,0,0,115155,94718,4279,14123,1267,1338,163,0,0,116122,91542,4983,15238,1308,2905,215,114898,94120,4346,14269,1295,1240,86,10874,626,128,16,101,4688,116020,94177,4796,14607,1488,1360,144,90008,77521,2084,9104,727,802,73,0,0,87306,74986,1794,8911,576,796,33,7942,367,155,301,0,90022,73692,3001,10091,917,2123,124,90022,73692,3001,8811,644,238,53,281,3302,87256,74716,1861,9120,719,722,19,0,0,0,0,0,87861,75248,2063,9011,629,735,70,7983,373,52,70,87015,74166,2433,8786,755,762,62,7483,433,60,62,55676,27819,26800,52112,27121,24991,50464,20311,27925,50222,16003,31852,39171,20001,19170,39273,15884,22097,38695,16267,22428,44912,18133,25714,52703,20736,31075,41251,16311,24605,35730,14480,21250,35257,10691,24566,35311,11588,23723,35606,12453,23153,35868,12137,23370,35562,12595,22967,35730,12261,23469,35564,12941,22623,35613,12871,22742,35752,13326,22426,43480,16074,27041,51408,18631,32313,51230,20081,29160,50216,16766,32444,49415,18696,30719,49884,18354,31530,49203,18493,30710
75,75,107517,96716,4913,3382,2060,775,75,0,0,112370,98613,6397,4498,2743,965,171,0,0,113827,97078,6989,4109,3163,2142,103,112673,98809,6373,4614,2644,948,214,2965,1824,184,68,39,2416,113374,98435,6824,4411,2834,1078,308,84213,76715,3104,2518,1495,560,53,0,0,87272,78830,3773,2946,1126,502,40,2615,907,159,107,0,90086,78233,4681,2913,2268,1611,74,90086,78233,4681,2231,1856,121,8,213,2743,87570,79062,3764,3041,1122,479,65,0,0,0,0,0,88437,79375,4257,2855,1282,546,134,1978,914,182,134,88338,78876,4437,2965,1351,515,114,1975,1082,125,114,55205,28708,25366,52798,27494,25304,54801,23250,27865,54003,18942,32274,42603,23495,19108,43002,19552,21825,42266,19876,22390,48827,21790,25674,57750,25991,30751,46321,20520,25266,41324,19805,21519,41609,14529,27080,41521,16214,25307,40973,16446,24527,41386,16048,24926,40971,16443,24528,41336,19129,22207,41139,17494,23645,41210,17658,23552,41322,17794,23528,49311,21473,27433,57765,25512,31666,57144,26567,28210,56868,23363,32554,55547,24943,30604,55522,24156,31366,55284,24543,30741
76,76,124475,107726,1732,13120,1097,956,112,0,0,121100,103517,2318,13302,1174,1276,104,0,0,124936,104231,2615,13752,1230,2536,141,121043,102888,2425,13242,1261,1066,215,10348,901,161,92,579,3649,125008,105592,2667,13754,1459,1341,240,96456,84367,1124,9614,736,698,64,0,0,94140,81865,1402,9439,548,781,30,8544,494,116,267,0,97883,83107,1690,9878,860,1866,95,97883,83107,1690,8924,639,165,41,268,3049,94010,81645,1399,9369,580,724,95,0,0,0,0,0,97195,83880,1650,9774,762,813,175,8250,697,102,175,97277,83644,1766,9880,879,731,162,7870,671,84,162,61255,25727,34034,56503,22679,33824,55052,16085,36590,54484,15078,36357,44483,17984,26499,44678,14827,28381,43856,15107,28749,50226,16046,32969,59960,17640,41472,47136,14249,32547,41716,12904,28812,41328,10429,30899,41783,10595,31188,41438,11090,30348,41839,10756,30664,41431,11135,30296,41861,11724,30137,41566,11624,29942,41456,12239,29217,41725,11884,29841,49939,14474,35168,58358,16591,41298,57743,18488,37368,56873,16785,40088,55201,17114,38087,55553,16435,39118,54996,16515,38481
77,77,114517,108447,1800,2490,1148,693,80,0,0,116096,108749,2335,2810,1576,865,43,0,0,116894,106930,2755,3031,1381,2123,127,116063,108651,2379,2794,1599,782,54,1432,1176,147,17,109,2152,116680,108645,2507,2851,1668,841,57,85373,81573,1090,1444,788,494,51,0,0,86640,82610,1064,1648,730,485,10,1138,541,110,102,0,88837,82189,1724,1849,983,1570,90,88837,82189,1724,1356,755,121,25,175,2492,86535,82655,1039,1670,743,377,10,0,0,0,0,0,87295,83105,1262,1595,701,510,0,1142,560,96,0,87060,82541,1569,1479,667,446,0,991,562,77,0,52251,21711,29341,50025,19789,30236,49616,15031,32270,49025,12697,33604,39819,15495,24324,40055,13470,25270,39098,13592,25506,45125,14407,29587,54257,16660,36759,42929,13354,29222,38431,12832,25599,38108,9824,28284,38607,10413,28194,38102,10624,27478,38505,10183,27867,38225,10803,27422,38304,11489,26815,38289,11277,27012,38171,11648,26523,38397,11450,26947,45675,13832,31519,53140,15898,36764,52743,17313,33532,51874,13015,34822,50674,15853,34821,50889,15221,35668,50672,15459,35213
78,78,117698,98833,2621,14665,1079,852,71,0,0,114936,94546,3378,15232,1254,924,10,0,0,113287,90189,3406,15789,1344,2191,128,114372,93330,3552,15381,1303,1177,9,11837,862,118,2,231,4438,113771,92594,3717,15158,1255,1614,86,89495,77256,1607,9480,736,579,55,0,0,87407,74523,1910,9904,554,598,4,8990,421,169,100,0,87105,71706,2121,10394,937,1539,76,87105,71706,2121,9235,694,201,31,298,2819,87075,73953,1985,9991,604,857,4,0,0,0,0,0,86298,73070,2256,9572,661,928,15,8037,492,93,15,85117,71961,2209,8113,783,1988,20,6991,637,285,20,56506,21109,34263,53211,19234,33977,51803,14163,35356,50991,11551,37135,40697,15708,24989,40718,11588,28070,40465,12024,28441,46214,13224,32058,54468,15139,38523,42783,11780,30714,37352,10235,27117,36934,7375,29559,37449,8466,28983,37377,8182,29195,37432,8394,28667,37224,8682,28542,37466,9771,27695,37286,8936,28350,37118,8930,28188,37357,9174,28183,45026,11775,32987,52729,13688,38590,52304,15295,35127,52104,14427,37677,50643,14101,36542,49336,13111,36225,50225,13767,36458
79,79,128629,122473,1536,3329,566,929,69,0,0,122860,116088,2173,3403,658,909,184,0,0,120988,111434,1968,3357,724,2522,97,122263,114482,2261,3800,693,768,123,2460,247,72,9,29,2703,121055,112498,2396,3644,689,1040,302,100243,95901,1078,2347,396,668,42,0,0,97001,92466,1218,2254,348,547,4,1872,160,180,249,0,96452,89821,1264,2258,466,1869,58,96452,89821,1264,1835,302,194,13,168,2855,96665,91605,1299,2585,518,513,10,0,0,0,0,0,95870,90564,1553,2410,364,658,70,1967,239,67,70,94844,89860,1221,2387,377,651,30,1788,207,53,30,58630,26924,30105,54011,24093,29918,55035,14789,37818,53587,13757,36375,42776,16736,26040,42561,13891,27230,41836,13916,27920,49018,14717,33053,59695,15693,43075,46957,12961,33681,42289,12676,29613,41877,8649,33228,42270,9679,32591,41788,10396,31392,42159,9857,31871,41893,10253,31640,42221,10104,32117,41814,10865,30949,41817,10893,30924,42152,11235,30917,49895,13004,36542,57579,14325,42795,57029,16496,38169,56230,13483,42747,54270,15269,39001,54668,14633,40035,55067,15089,39978
80,80,118074,111131,1421,3265,1554,740,48,0,0,120301,111718,1915,3904,2098,797,160,0,0,124211,111734,2311,4587,2359,2375,129,121542,112383,1985,4108,2327,837,234,2118,1528,122,7,42,3355,124234,113795,2249,4677,2461,888,203,89370,85231,817,1779,1029,522,31,0,0,91638,86873,1083,2251,861,417,4,1609,616,137,144,0,95171,87131,1405,2708,1597,1720,82,95171,87131,1405,1961,1249,140,23,316,2946,92460,87621,1109,2294,887,478,4,0,0,0,0,0,94332,88940,1123,2604,1084,564,10,1680,904,72,10,95576,89408,1386,2856,1233,540,4,1687,1104,19,4,61291,20705,39275,58624,18278,40346,60444,14274,43520,59904,10095,47312,47501,16210,31291,47900,12343,33851,46729,12471,34258,54546,13616,39755,66411,16969,48414,52948,13234,39364,48381,13067,35314,48431,9151,39280,48669,10115,38554,48203,10296,37907,48494,10083,37912,48097,10565,37532,48128,11084,37044,48364,11148,37216,48215,11328,36887,48511,11569,36942,57553,14333,42847,67608,17217,49807,67170,19024,45831,65625,15812,49813,65181,16834,48347,65628,16570,49058,65228,16721,48507
81,81,114775,105652,6796,1056,704,761,48,0,0,112706,102145,7752,1769,844,897,41,0,0,113487,100544,8049,1477,797,2244,93,112838,101955,7930,1862,866,1041,84,721,553,250,44,120,1265,113989,102021,8286,1964,918,1117,157,86121,80718,3966,557,424,542,24,0,0,85515,79327,4438,793,322,523,28,665,265,245,72,0,87360,78924,5095,845,514,1627,61,87360,78924,5095,545,353,156,8,174,2105,85589,79168,4665,841,355,491,38,0,0,0,0,0,86925,79998,4944,987,410,520,24,692,249,112,24,86167,78943,5189,1015,420,486,30,412,207,75,30,58892,25675,31776,55067,23040,32027,55442,14854,37253,54646,12649,39096,42377,17314,25063,42930,12609,28808,42095,13061,29034,49026,14235,33553,59588,16342,42253,46815,13169,33260,41791,13056,28735,42026,8222,33804,42126,9631,32495,41599,9965,31634,42053,9455,32088,41624,10231,31393,41696,14300,27396,41734,10631,31103,41696,10960,30736,41982,10993,30989,50304,13539,36449,58999,15679,42802,58010,16970,38560,57874,15374,40785,55661,15356,40305,56101,14970,41131,55909,15198,40711
82,82,115674,106351,6672,1873,460,737,52,0,0,112717,102103,7450,2391,644,807,87,0,0,114464,101512,8077,2270,661,1969,153,111991,101193,7600,2451,599,715,106,1052,256,132,34,101,1623,113547,101590,8092,2530,494,855,56,86401,80935,3902,962,257,511,36,0,0,85015,78938,4288,1059,259,351,22,890,142,139,85,0,86823,78485,5076,1290,426,1405,108,86823,78485,5076,811,239,131,25,215,1841,84786,78512,4470,1124,267,344,28,0,0,0,0,0,85950,79257,4627,1303,274,456,8,812,155,89,8,86321,78994,5040,1180,400,555,13,783,269,97,13,59306,21742,35999,55351,18481,36870,56481,12409,41314,55477,12112,40459,43781,14566,29215,43954,10940,31763,43300,11103,32197,50132,12256,36738,60291,13682,45595,47502,10936,36219,42472,10279,32193,42272,7270,35002,42598,8293,34305,42344,8232,34112,42575,8327,33807,42293,8506,33787,42567,9497,33070,42365,8802,33563,42210,9004,33206,42590,9062,33528,50728,11170,39273,59550,12894,46122,58918,13906,42725,58618,11586,46319,57036,13197,43839,57126,12691,44435,56874,12851,44023
83,83,123573,114876,3937,2385,1847,784,61,0,0,124052,113257,5012,3125,2174,1070,107,0,0,122058,108885,5123,3167,2250,2283,129,123912,112519,5134,2962,2349,841,58,1379,1970,53,16,181,2661,122369,110488,5431,2995,2295,989,87,94433,88990,2353,1325,1305,568,46,0,0,94336,88912,2742,1419,558,660,14,1001,477,76,120,0,95169,86466,3277,1872,1550,1647,81,95169,86466,3277,1252,1260,131,29,212,2542,94342,88522,2882,1631,604,717,14,0,0,0,0,0,93549,87245,3133,1685,839,654,33,1176,541,74,33,93501,86577,3144,1954,1171,589,42,1244,798,40,42,58525,21699,35387,54652,19656,34996,56120,14062,39058,55332,11454,41136,43639,16299,27340,44017,12506,29971,43267,12742,30525,50210,13773,35188,60772,16518,43217,47587,12943,34254,42405,12622,29783,42329,8827,33502,42753,9727,33026,42427,9844,32583,42696,9577,32661,42653,9313,33340,42833,10261,32572,42504,10574,31930,42348,10848,31500,42637,10728,31909,50966,13684,36927,59622,16037,42982,59073,17478,39103,58499,14112,44387,57050,15922,41128,57148,15264,41884,56815,15527,41288
84,84,112659,108974,1612,847,668,591,132,0,0,111433,106479,2067,1213,995,464,252,0,0,114313,107121,2322,1382,870,1655,676,111098,106012,2121,1202,796,429,408,715,477,130,307,124,1216,113235,107432,2260,1670,867,637,256,83732,81671,883,360,417,436,69,0,0,83075,80689,997,701,366,341,0,478,234,209,17,0,86243,81710,1399,727,595,1199,377,86243,81710,1399,409,437,148,336,138,1666,82850,80421,1042,714,288,336,0,0,0,0,0,0,85040,82140,1227,806,293,438,0,459,123,36,0,84972,81687,1365,1029,308,377,4,540,151,5,4,56963,16808,38897,55621,14038,41583,56816,9811,44866,56160,7919,46133,44978,12790,32188,45314,8865,35053,44729,9225,35504,51318,9753,40606,61723,11116,49804,49467,9105,40094,45223,8922,36301,44960,5929,39031,45362,6619,38743,45387,6309,39078,45349,6546,38357,44954,7121,37833,45345,7469,37876,45147,7330,37817,44942,7450,37492,45231,7595,37636,53208,9429,43545,61573,10708,50413,61093,12270,46885,59935,9920,50015,58802,10873,47929,59523,10524,48999,58756,10689,48067
85,85,118645,111337,1484,3933,1043,941,136,0,0,116127,107902,1794,4439,1303,848,43,0,0,116652,105741,2211,4213,1304,2494,204,116032,107273,1913,4204,1344,899,193,2439,769,232,26,274,3105,116283,106763,2104,4443,1447,1024,217,87436,83123,833,2180,689,645,75,0,0,87299,82588,958,2525,547,618,30,1968,463,303,51,0,88902,81897,1407,2424,866,1819,140,88902,81897,1407,1635,610,188,44,245,2876,87648,82653,1083,2358,690,579,24,0,0,0,0,0,88366,82985,1312,2540,660,633,10,1872,319,208,10,88286,82596,1339,2568,829,711,0,1744,361,89,0,56735,19822,35695,54682,17925,36757,55263,11951,41020,54922,9327,42886,43718,13988,29730,43718,10853,31220,43325,10480,32845,49885,11453,37275,59806,12883,46017,47478,10541,36617,42479,10068,32411,42324,7047,35277,42822,7527,35295,42497,7797,34700,42688,7631,34627,42295,8021,34274,42667,8948,33719,42435,8490,33945,42249,8713,33536,42562,8699,33863,51118,10819,39946,60367,12614,47237,59920,14147,43494,59501,12620,46881,57887,12796,45091,56967,12154,44813,57543,12532,45011
86,86,103914,93536,1934,5819,2038,738,94,0,0,107321,94494,2411,6691,3147,1227,125,0,0,113566,95859,3198,6885,5047,2181,111,108768,95165,2585,6789,3489,1179,120,4461,2764,231,66,239,3261,115106,99086,3230,7547,3808,1720,114,78323,70883,1133,4539,1321,517,47,0,0,81049,72701,1505,4720,1298,668,55,4244,1082,227,252,0,86872,74521,1980,5166,3290,1500,62,86872,74521,1980,4576,2990,159,8,198,2440,82349,73553,1410,4934,1610,719,50,0,0,0,0,0,87009,77145,1766,5429,1625,1257,30,4216,1470,133,30,88855,78088,2063,5609,1764,1415,1,4150,1540,88,1,45982,18692,26268,44334,18402,25932,46005,13975,29571,45443,11521,31514,38248,15579,22669,38481,13137,24004,38021,12790,25231,43067,14057,27887,53206,17668,34489,42001,13822,27784,38642,13965,24677,38530,10685,27845,38852,11129,27723,38426,11650,26776,38745,11200,27127,38582,12630,25952,38840,12974,25866,38611,12391,26220,38471,12736,25735,38713,12680,26033,46716,15516,30804,56541,19122,36890,55771,20498,33090,55010,18713,36297,53647,18689,34958,54185,18238,35947,54055,18583,35472
