ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_22_SC1_Total,E_22_SC1_Dem,E_22_SC1_Rep,E_22_SC2_Total,E_22_SC2_Dem,E_22_SC2_Rep,E_22_SCC_Total,E_22_SCC_Dem,E_22_SCC_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep,E_24_SC1_Total,E_24_SC1_Dem,E_24_SC1_Rep,E_24_SC2_Total,E_24_SC2_Dem,E_24_SC2_Rep,E_24_SC3_Total,E_24_SC3_Dem,E_24_SC3_Rep
25,25,109643,43682,2731,59796,3296,960,178,0,0,113504,45782,4835,59008,4222,861,201,0,0,113807,44656,4888,58064,4992,1875,195,113119,46545,4957,58378,4003,868,191,54443,2939,37,126,152,3925,114471,48001,4839,57623,4767,1820,136,85657,38503,1862,42193,2875,700,115,0,0,83594,39101,1654,40675,1453,468,108,39645,1151,95,281,0,90884,39880,3255,42430,4278,1443,122,90884,39880,3255,40320,3606,160,35,401,3227,84976,39774,1858,41354,1244,512,119,0,0,0,0,0,86162,41468,2195,39972,1576,854,28,38484,1257,24,28,86031,41708,2577,38524,1598,1665,74,36554,1153,157,74,53052,43132,9392,51348,42340,9008,48530,39078,7755,47297,33588,11564,38415,32896,5519,38606,31273,6312,38300,31965,6335,42866,34568,7424,46526,38609,7267,37108,30506,6281,29841,25247,4594,29937,23133,6804,29863,24125,5738,29625,24234,5391,29844,23923,5523,29668,24238,5430,29967,25103,4864,29742,24593,5149,29803,24632,5171,29797,24747,5050,36417,29878,6252,41490,34216,6952,41328,33929,6198,40508,33993,6515,40911,32880,8031,40791,33514,7277,40285,33482,6803
26,26,112503,74412,2961,32429,2236,954,89,0,0,115637,77705,3611,31112,3010,743,215,0,0,116550,76645,4434,30190,3454,1880,163,115445,79363,3747,28774,2993,473,292,26171,2341,86,217,533,2979,115101,78479,3909,28680,3256,674,192,89962,61839,2038,23982,1738,722,52,0,0,90292,63488,1553,23169,1482,420,145,22030,1272,109,222,0,94630,64370,3083,22970,2654,1406,117,94630,64370,3083,21500,2035,119,33,376,3114,91299,65252,1886,22250,1502,337,215,0,0,0,0,0,91784,65393,2269,21835,1769,461,150,20643,1457,59,150,90727,66537,2954,18502,1987,977,0,17316,1572,111,0,63043,40941,21428,60420,38718,21702,61317,40537,17750,60649,31453,26841,52390,37750,14640,52776,35136,16180,52173,35965,16208,57576,37968,18353,66552,46873,18633,53720,36914,16238,47547,34364,13183,47687,30255,17432,47549,31764,15785,46911,31396,15515,47346,31166,15579,46976,31320,15656,47659,33916,13743,47186,32392,14794,47310,32936,14374,47347,32934,14413,56033,38831,16747,63915,44801,18453,63806,44863,17089,62658,44735,17923,62893,41993,20900,62713,42582,20131,61789,42958,18831
27,27,121562,94416,2208,21529,2968,703,100,0,0,123659,92127,3333,23704,4494,777,39,0,0,125133,91650,3812,22702,4626,1933,145,124710,91846,2978,25545,4321,572,166,21822,2798,126,36,190,4919,124201,90863,3349,24705,4669,444,148,89988,71329,1343,15068,1980,450,60,0,0,90093,70269,1314,15896,1982,457,20,15271,1627,106,239,0,94409,70894,2356,16317,3152,1356,105,94409,70894,2356,15121,2586,114,25,351,2962,91485,70672,1217,16929,1934,366,35,0,0,0,0,0,91166,70455,1780,16301,2267,319,35,15407,1955,74,35,90546,68846,2145,15794,2436,1179,15,14619,2039,55,15,73144,34010,38355,72638,33316,39322,70446,34466,32620,70319,25359,42773,60467,33374,27093,60753,30115,29057,60254,30960,29294,66322,32716,32276,76183,42043,32978,63023,32828,29530,57093,32140,24953,57306,26557,30749,57162,28398,28764,56344,28122,28222,56841,27904,28347,56400,28053,28347,57152,31169,25983,56667,29443,27224,56909,29993,26916,56878,30111,26767,65649,35215,29833,73439,40872,31799,73193,41225,29792,71697,40856,30841,72329,37101,35228,71955,38159,33796,70902,38600,32302
28,28,119322,82591,5752,23606,6949,739,272,0,0,120675,80245,6391,23824,9472,613,234,0,0,124282,77470,9150,24326,11139,2221,429,120315,79279,6897,23345,9583,552,178,21352,7952,56,152,1227,3397,122783,80524,7812,24259,8944,906,273,90605,65552,3668,16173,4871,522,158,0,0,85585,63794,1993,16046,3310,280,10,15140,3042,29,181,0,95595,62924,5701,17538,7808,1577,278,95595,62924,5701,16220,7107,80,184,354,3025,86051,63435,2291,16228,3622,266,0,0,0,0,0,0,88626,64440,2733,17139,3719,486,0,16556,3258,31,0,87619,61785,2993,17110,4155,1092,247,16339,3580,120,247,66137,31550,33895,64613,30709,33904,64177,32162,29031,63831,24470,37154,54667,30870,23797,54896,28042,25530,54410,28911,25499,60081,30483,28376,68729,38458,29258,56409,29818,26021,50403,28545,21858,50633,23524,27109,50477,25297,25180,49842,25192,24650,50286,25019,24729,49892,25182,24710,50478,27635,22843,50067,26268,23799,50205,26551,23654,50212,26712,23500,58551,31817,26204,65861,37269,27894,65649,37731,25911,64397,37342,27055,64839,34439,30400,64640,35514,29126,63757,35702,28055
29,29,113483,86256,1990,23364,1442,824,121,0,0,115731,80713,1981,29457,3112,972,134,0,0,119289,78897,3743,30889,3138,2545,212,116218,77916,2214,31946,3569,1050,212,28173,3032,278,0,259,4350,120165,78511,2417,34933,2983,1327,284,85563,68141,1203,14913,965,582,79,0,0,87205,64736,736,19895,1122,744,0,18951,977,128,263,0,91339,64083,2246,20715,2239,1893,138,91339,64083,2246,19375,1895,191,60,336,3153,87078,63406,806,20789,1232,811,0,0,0,0,0,0,90351,64715,822,22752,1251,809,54,21441,1084,84,54,88363,62181,1306,21533,1300,2247,76,20046,1135,256,76,59584,24881,33994,58522,25097,33425,57657,22832,32446,56781,18510,35855,46486,22125,24361,46844,19422,26007,46395,20479,25916,52687,21756,29770,62112,27211,34041,48869,20268,28140,42354,18442,23912,42607,15024,27583,42583,16037,26546,42077,16267,25810,42484,15826,26175,42143,16272,25871,42146,16987,25159,42168,16695,25473,42372,16895,25477,42304,17085,25219,51435,21735,29168,59993,26475,32950,59397,27205,29954,57401,25444,31957,58778,24397,34381,58428,25408,33020,57488,25619,31869
30,30,111921,105638,1025,3423,1352,505,59,0,0,112567,102214,2217,6206,1180,1143,39,0,0,113811,99231,1829,8069,2102,1956,121,112207,100806,2038,6976,1413,998,22,5470,1218,34,17,254,2360,111627,97753,1743,9248,1592,1293,55,84999,81089,586,2056,908,347,38,0,0,85724,79720,1127,3448,567,482,30,3291,410,59,304,0,88433,79174,1066,4884,1436,1391,69,88433,79174,1066,4340,1101,105,29,235,2383,83816,77998,1025,3377,672,488,14,0,0,0,0,0,82558,75822,831,4385,747,477,15,4177,594,52,15,84346,75214,678,5737,752,1769,0,5263,531,218,0,63528,17155,45678,59275,15769,43506,62281,16042,43365,61501,11442,47774,51814,18045,33769,52344,14471,36373,51666,15610,36056,57705,16084,40342,66806,20928,44774,54485,15983,37870,48531,16139,32392,48831,11962,36869,48820,12784,36036,48164,13016,35148,48659,12441,35683,48215,12961,35254,48390,14337,34053,48316,13585,34731,48547,13916,34631,48445,14082,34363,57188,17595,38942,65426,21283,43529,64832,22449,40009,62729,20612,42117,64276,18332,45944,63702,19779,43923,62634,20130,42504
31,31,122816,111499,1591,6360,2755,830,65,0,0,122191,106886,2446,8381,3904,804,27,0,0,124335,104262,2560,8512,5569,2562,116,121905,105938,2258,8619,4511,691,30,6892,3550,94,2,126,3045,124052,103752,2931,9719,6225,888,58,95324,87952,975,4062,1839,594,36,0,0,94672,85986,1272,5256,1559,544,1,4823,1289,107,115,0,99191,85455,1629,5707,3783,1911,72,99191,85455,1629,4895,3317,162,24,284,3425,94723,85331,1323,5357,2095,518,0,0,0,0,0,0,96603,85621,1557,5974,2811,463,0,4785,2352,38,0,96842,86567,1161,6008,2449,520,35,4755,2226,49,35,64486,33891,29578,61884,32609,29275,60599,28136,29614,58914,23244,32227,50780,28739,22041,50657,25823,23340,49529,25995,23534,56283,27599,27291,67963,33749,33169,54116,26684,26978,49252,26257,22995,48692,21039,27653,48741,22233,26508,47967,22648,25319,49187,21584,27104,48324,22868,25456,48413,25595,22818,48362,23891,24471,48362,24322,24040,48790,24657,24133,57930,28507,28991,67423,33074,33722,66938,34734,29932,65829,33307,32522,64112,32770,31342,64679,32209,32470,64185,32774,31411
32,32,119295,107197,1395,8180,1705,987,91,0,0,119375,104357,1649,10737,1822,938,94,0,0,117858,97341,2258,11549,2915,2943,105,119122,103128,1758,11292,1812,1716,55,8604,1605,270,20,18,3713,117223,100007,2564,10361,2594,1897,40,92928,85312,846,4945,1193,725,56,0,0,93315,84475,1054,6300,865,620,25,5669,771,258,65,0,94064,80324,1423,7360,1963,2237,68,94064,80324,1423,6389,1639,171,31,288,3799,93141,84040,1067,6486,709,886,0,0,0,0,0,0,92747,82740,1685,6318,1084,967,0,5276,892,60,0,93484,81985,1707,7189,1579,966,9,5727,1263,34,9,57750,30879,25861,53623,29366,24257,53352,22854,28135,51466,19808,27960,42290,22588,19702,42095,20408,20131,41195,20513,20682,48070,21920,24814,58533,25458,32237,45735,20105,25272,40642,19008,21634,40216,14963,25253,40346,15804,24542,39658,16427,23231,40569,15555,24542,39955,16615,23340,39945,18604,21341,39884,17096,22788,39861,17439,22422,40257,17719,22538,48843,20920,27523,57732,24444,32787,56994,25957,28710,56092,25121,30971,54282,24556,29726,54874,23981,30893,54489,24592,29897
33,33,125182,67518,2465,51770,3232,1302,102,0,0,119721,62786,3148,49610,3979,1022,79,0,0,116312,58155,3487,49265,3569,2467,168,119543,63676,3547,47745,4216,1187,75,42185,3571,136,21,493,5923,115815,60436,3623,47420,3464,1880,149,96386,56405,1598,35688,2432,930,64,0,0,91947,53077,1515,34782,1745,681,17,33283,1399,203,204,0,91703,49847,2358,35210,2690,1851,114,91703,49847,2358,32856,2235,176,34,348,3849,91569,54075,1565,33460,1723,727,23,0,0,0,0,0,89314,52282,1829,32913,1415,940,10,29910,1171,89,10,88105,50541,2124,32721,1917,1119,25,29040,1370,80,25,59197,44438,14018,54190,40678,13512,50834,36769,12336,49276,32410,14303,40544,31635,8909,40275,29796,9488,39588,29834,9754,45017,32849,11273,50630,36868,13040,39921,28941,10720,33092,24587,8505,32741,21456,11285,32768,22444,10324,32406,22803,9603,33097,22069,10670,32671,22965,9706,32853,24398,8455,32696,23572,9124,32686,23682,9004,32967,23962,9005,40599,28988,11350,47803,33994,13366,47588,34360,11544,47315,34857,12458,45811,33477,12334,45932,33062,12870,46099,33754,12345
34,34,117813,99168,2476,11852,3920,754,97,0,0,121556,97477,2848,11877,8660,651,94,0,0,121255,92331,3643,12507,10295,2054,117,121507,94564,2878,13970,9177,584,145,11921,8198,136,1,290,3516,121730,93983,2687,14938,8973,600,115,90169,77665,1551,8022,2600,545,49,0,0,90056,78002,1319,7912,2277,440,1,7322,1981,171,90,0,95169,75305,2268,8719,6994,1457,71,95169,75305,2268,7702,6449,105,14,285,3041,90470,76662,1331,9106,2964,461,1,0,0,0,0,0,91133,76117,1325,9711,3592,352,0,8968,3321,94,0,89629,73434,1989,9024,4661,386,5,8047,4325,66,5,65046,34695,29592,62461,33316,29145,60602,30583,27308,59222,24539,31739,51534,30124,21410,51490,27266,22886,50400,27417,22983,56585,29348,25992,66716,36138,29684,54058,28467,25129,49058,27748,21310,48657,22465,26192,48514,23660,24854,47687,23855,23832,48881,22874,25566,48042,24057,23985,48195,27004,21191,48041,25305,22736,48115,25670,22445,48513,26064,22449,56759,29979,26345,64430,34348,29471,64023,35479,26589,63126,34010,29116,61474,33460,28014,61908,33022,28886,61646,33590,28056
35,35,114697,99618,1484,9513,3776,557,57,0,0,117471,98886,2636,11072,4823,464,21,0,0,123182,99888,2704,12143,6110,1547,125,117769,98546,2607,10872,5347,416,30,9376,4428,114,0,205,2497,123175,101566,2211,11441,6433,526,57,87172,76993,872,6504,2540,389,39,0,0,89783,77644,1398,8229,2148,252,0,7921,1924,120,104,0,97937,81351,1728,8773,4324,1152,79,97937,81351,1728,8100,3848,69,22,217,2602,90707,78274,1625,8029,2418,294,0,0,0,0,0,0,95219,81577,1482,8529,3139,442,15,8074,2858,114,15,95887,81178,1402,9537,3339,436,10,8731,3036,77,10,64388,31878,31725,64925,31375,33550,64931,29763,32659,63362,22965,37670,55893,30641,25252,55895,26879,27594,54988,27744,27244,61630,29148,31275,75090,36932,37288,60896,29048,31385,56880,29338,27542,56716,23230,33486,56513,24440,32073,55525,24698,30827,56572,24234,31817,55723,24908,30815,56014,26643,29371,55850,26619,29231,55948,27151,28797,56219,27343,28876,65477,31396,33607,74384,36359,37375,73764,38076,33772,71490,32565,38925,70535,35373,35162,70648,34730,35918,70341,35071,35270
36,36,123500,106036,3897,10071,2701,1155,136,0,0,123438,101323,5664,11762,4013,991,187,0,0,125117,96534,6969,13913,4345,3245,270,122226,99293,5696,11872,4455,886,133,9429,3245,80,3,435,4048,122099,98916,5218,12377,4160,1522,127,95140,83427,2434,6662,1916,836,92,0,0,91348,79769,2255,6897,1642,561,4,6398,1196,105,177,0,97143,77681,4488,9279,3086,2384,171,97143,77681,4488,7933,2296,186,46,378,4135,91314,79440,2493,7032,1778,488,4,0,0,0,0,0,91814,79372,2576,7372,1579,696,21,6429,1180,58,21,91998,77944,3028,8217,1804,680,41,7020,1332,18,41,61460,28800,31621,55274,25752,29522,57684,25037,29381,57054,19315,34885,46770,25464,21306,46982,21700,23600,46326,22221,24105,52562,23960,27219,61395,30140,30139,49161,23476,25183,43485,22571,20914,43740,18295,25445,43529,19524,24005,42991,19637,23354,43286,19398,23327,42935,19968,22967,42877,17483,25394,43154,20624,22530,43255,20770,22485,43359,21143,22216,51433,25090,25867,58958,29455,28885,58388,30443,25737,57631,24025,31688,56425,28580,27845,55221,27785,27436,55981,28492,27489
37,37,115289,93624,2764,13232,5292,822,109,0,0,115640,89745,3969,14968,6554,768,251,0,0,121639,91343,5109,15203,7486,2419,170,115479,88884,4777,14909,6417,887,443,12504,5180,111,16,329,3668,121857,92708,5955,15425,7262,1138,516,89768,74778,1765,9188,3662,588,70,0,0,87533,72585,1555,10264,2483,415,20,9516,2238,58,284,0,96953,75374,3468,10706,5430,1868,123,96953,75374,3468,9585,4720,164,35,280,3327,85540,70611,1983,9705,2359,471,15,0,0,0,0,0,91284,74353,2654,10332,2808,558,12,9728,2480,36,12,90944,72551,2884,11263,3082,635,27,10238,2517,33,27,63383,26949,35629,60566,24958,35608,62264,24771,34512,61732,18738,40712,51816,25281,26535,51960,21329,29200,51323,21771,29552,57715,23729,32766,67729,30569,36121,54995,23470,30994,49564,22867,26697,49814,17867,31947,49601,19438,30163,48952,19453,29499,49334,19102,29739,48906,19776,29130,49173,17646,31527,49098,20603,28495,49227,20732,28495,49372,21217,28155,57989,25344,32132,66305,30112,35556,65684,31139,32344,64848,23968,39003,63457,28729,34728,61920,27704,34216,62990,28625,34365
38,38,130612,52967,2648,73463,1282,1384,145,0,0,127888,54996,3294,67495,1591,1289,286,0,0,124303,46965,4908,68736,2052,2691,208,128981,54959,3426,68155,1555,1200,365,63847,991,288,130,491,4848,126941,53244,4637,66249,1951,1472,359,100536,45519,1718,51966,983,1014,90,0,0,98195,46679,1438,48704,515,747,37,47138,452,244,343,0,96607,40545,3257,49791,1608,2013,145,96607,40545,3257,47284,1128,194,56,483,3660,99746,47599,1532,49382,561,845,18,0,0,0,0,0,97689,45893,2181,47960,785,863,8,45850,555,120,8,96221,45038,2754,46503,959,860,0,44400,549,41,0,65069,51676,12470,60897,49348,11549,53638,40610,11123,52366,35041,14831,40011,32624,7387,40060,30278,8694,39417,30561,8856,45823,34583,10263,50706,38540,11367,39034,29423,9329,30316,23174,7142,30466,20047,10419,30353,21509,8844,29977,21755,8222,30282,21537,8309,30027,22055,7972,29623,19531,10092,30169,22309,7860,30188,22248,7940,30316,22648,7668,38023,28150,9631,44226,32782,11033,43689,32716,9384,43067,28248,13432,42170,31852,10318,40615,30455,10160,41687,31485,10202
39,39,113354,86483,2281,21610,2458,941,144,0,0,112529,81761,2292,24950,2521,1800,26,0,0,114226,78407,3221,27099,3025,2467,210,113380,81771,2067,25718,2718,1613,29,22248,1751,267,0,229,5058,113577,79277,1956,28599,2520,1125,61,86655,68645,1367,14510,1672,659,87,0,0,85457,65439,1160,16464,1363,1082,0,15182,1090,327,214,0,89494,64070,2067,19076,2233,1860,150,89494,64070,2067,17519,1686,167,32,367,3586,86271,65282,1210,17269,1460,1023,0,0,0,0,0,0,86343,63942,1272,19082,1436,740,8,17578,1185,130,8,86776,62737,2302,19334,1821,604,20,17601,1359,20,20,60876,29154,30802,58133,28155,29978,56515,24734,29471,55701,19804,33546,45011,24149,20862,45061,20494,23280,44471,20999,23472,51010,22990,26903,59619,27820,30859,47268,21371,25488,41047,19491,21556,41194,15303,25891,41138,16709,24429,40633,17137,23496,40956,16773,23737,40649,17414,23235,40820,15255,25565,40812,17861,22951,40877,17848,23029,40962,18295,22667,49012,22158,26407,56299,26295,29517,55579,27278,26251,55008,21511,31817,53753,25521,28232,52182,24558,27624,53331,25456,27875
40,40,115091,110488,1101,1795,903,864,39,0,0,115028,108414,1522,2990,1009,1113,207,0,0,114443,105244,1795,2932,1226,2631,119,114564,108858,1367,2246,1178,1089,259,1147,662,50,3,168,2307,114224,107077,1264,2856,1490,1142,447,86518,83743,621,996,561,616,17,0,0,87385,83697,665,1645,476,643,54,1383,361,60,203,0,87954,81982,1079,1657,815,1937,77,87954,81982,1079,1184,531,157,20,200,2801,87563,84527,655,1102,455,618,4,0,0,0,0,0,87076,83379,697,1327,564,703,4,944,379,38,4,87777,83546,890,1678,637,648,5,1089,394,34,5,58786,19464,38111,55950,17911,38039,57767,13155,42345,56848,10248,44142,44912,14686,30226,45096,11446,31972,44380,11745,32635,51615,12619,37893,61531,14879,45828,49336,11959,37058,44339,11692,32647,44480,8416,36064,44578,9127,35451,44175,9422,34753,44452,9303,34708,44137,9731,34406,44489,9216,35273,44240,10091,34149,44219,10191,34028,44379,10451,33928,52763,12586,39794,61638,14777,46401,61003,16413,42311,60079,12857,46351,59026,14587,44439,58356,14310,44046,58568,14575,43993
41,41,113794,83231,6051,21893,2511,1073,82,0,0,115337,81277,7486,23447,3180,1183,82,0,0,113497,74612,7616,26728,2824,2401,102,114465,81777,7123,22447,2985,931,32,18937,2389,185,18,424,3613,112762,77787,7637,24400,2550,1076,118,88506,67959,3672,14663,1882,754,55,0,0,88016,66148,4340,15758,1120,586,25,15038,912,159,76,0,90248,62762,4856,18753,2214,1834,67,90248,62762,4856,16960,1764,170,18,338,3380,87982,66108,4207,15970,1069,592,20,0,0,0,0,0,89088,64502,4819,17975,1181,500,65,16997,992,116,65,87843,62159,4768,19170,1040,535,104,17723,839,54,104,58255,36452,20898,55545,36132,19413,53637,30183,20524,52408,26018,23961,41544,28223,13321,41926,25352,15091,41234,25657,15577,47648,28074,18349,55778,33112,21745,43082,25163,17431,36094,22427,13667,36349,17505,18844,36111,19574,16537,35712,20006,15706,36037,19310,16269,35660,20046,15614,36097,24554,11543,35793,20653,15140,35898,20768,15130,35993,20976,15017,44715,25756,18474,52613,30788,21342,52160,31097,18667,52476,31618,18710,50927,30542,20385,50907,30068,20839,50761,30608,20153
42,42,131193,67536,13101,50026,988,1727,120,0,0,116935,59749,11325,45063,1412,1746,228,0,0,114246,56345,12890,42886,1079,2818,128,117580,59531,11723,45399,1463,1549,251,39579,755,311,42,265,5372,116257,57460,13019,44775,1574,1421,282,95629,54170,7564,33004,642,1201,78,0,0,86903,49221,6739,29347,525,1006,35,27944,381,354,238,0,86158,46666,8187,29143,747,1998,81,86158,46666,8187,26963,454,221,21,371,3275,87070,49310,6936,29324,586,877,41,0,0,0,0,0,85167,48152,7677,28133,606,656,16,26885,420,97,16,84729,48014,7635,27543,785,677,7,25926,438,53,7,58553,47049,10511,51832,42311,9521,45976,31922,11967,44527,28524,13620,32196,24907,7289,32445,22879,8387,31864,23267,8597,38051,26595,10493,42139,28133,13327,32192,21737,10148,24630,16808,7822,24820,13438,11382,24680,15238,9442,24395,15494,8901,24626,15100,9160,24379,15522,8857,24863,18118,6745,24444,15829,8615,24547,15830,8717,24605,16103,8502,31889,20428,11186,38339,24297,13687,37893,24497,11581,38216,25225,11473,37075,24436,12639,37052,24044,13008,37008,24466,12542
43,43,114208,88416,5574,17342,2611,1045,107,0,0,115246,81447,8799,22007,2695,1287,151,0,0,114883,77494,8247,24258,2933,2572,108,114711,78510,9404,23727,2301,1452,141,19382,1818,188,38,910,4463,112611,76653,8744,23686,2592,1914,88,89360,71638,3329,11943,2056,737,75,0,0,86929,65986,4698,14725,933,504,45,13714,770,91,110,0,89921,64237,5198,16370,2234,1915,76,89921,64237,5198,14525,1713,215,47,360,3626,87264,64919,5220,15277,966,528,30,0,0,0,0,0,85888,63635,5099,14668,1332,702,30,13585,1131,88,30,85232,63456,5447,14119,1234,667,11,13171,1016,17,11,55919,36837,18118,52835,36236,16599,49605,28674,17939,48313,24991,20818,37501,26379,11122,37848,23656,12738,37076,23980,13096,43213,26251,15741,49540,29873,18714,38461,23103,14875,31646,20264,11382,31936,15853,16083,31670,17685,13985,31264,18102,13162,31576,17499,13710,31288,18167,13121,31766,22062,9704,31370,18707,12663,31482,18726,12756,31565,18977,12588,39238,23082,15726,46131,27210,18463,45786,27640,15796,46085,28186,15745,44719,27386,17333,44712,27025,17687,44591,27392,17199
44,44,109429,98989,3423,3467,3149,596,83,0,0,110041,97393,4630,4303,3060,659,108,0,0,115672,99324,5209,4837,3662,2038,84,110201,96132,5277,4188,3890,866,265,2452,2580,92,31,374,3257,115162,99883,5390,5013,4054,1259,167,83010,76312,2009,2225,2089,438,55,0,0,83730,75883,3048,2938,1451,313,32,2543,1226,65,66,0,90179,79107,3190,3235,2617,1413,56,90179,79107,3190,2661,2231,99,11,215,2665,83544,75453,3207,2525,1860,374,29,0,0,0,0,0,87275,78246,3117,2862,2346,449,34,2168,1843,70,34,88032,78115,3312,3262,2642,475,23,2613,2114,32,23,62053,30597,30534,60490,29774,30716,61630,25840,32399,60620,20839,37503,50274,27153,23121,50847,23343,25976,49969,23798,26171,56706,25252,30173,67678,30706,35861,54627,24174,29875,49670,24220,25450,50013,17271,32742,49658,19851,29807,48982,20114,28868,49465,19487,29522,48979,20253,28726,49170,27530,21640,49104,21284,27820,49245,21522,27723,49350,21724,27626,58593,25569,32440,68004,30249,37111,67534,31102,33731,67862,31236,33933,65756,29495,36261,65898,29241,36657,65530,29465,36065
