ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_18-24_COMP_Total,E_18-24_COMP_Dem,E_18-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep
31,HD31,8179,7198,715,69,63,191,14,0,0,8837,7683,912,143,91,6,80,0,0,9358,7694,1028,118,123,385,6,9236,7699,1134,241,66,6,39,79,0,6,0,0,318,9653,7356,1716,79,104,214,14,5736,5185,396,34,35,113,8,0,0,6114,5467,494,53,33,8,0,39,0,8,73,0,6486,5544,572,53,63,225,5,6486,5544,572,34,44,78,4,17,193,6060,5414,513,69,35,4,0,0,0,0,0,0,6317,5538,581,25,30,142,0,13,0,40,0,6495,5583,725,25,84,97,0,25,0,39,0,2681,517,2115,3056,202,2649,2040,257,1702,2035,301,1606,2679,292,2277,3523,343,3057,3419,357,3034,2722,320,2317,3358,383,2921
32,HD32,8677,7808,594,55,95,151,13,0,0,8726,7646,651,54,247,190,0,0,0,9668,8327,708,108,158,276,20,8810,8225,406,101,0,132,0,18,0,10,0,0,156,9652,8496,647,101,11,406,12,6104,5573,350,31,64,96,6,0,0,6179,5590,411,23,83,43,0,8,83,13,31,0,6754,5946,400,59,93,186,10,6754,5946,400,30,74,46,3,37,218,5999,5597,300,63,0,33,0,0,0,0,0,0,6617,5916,335,58,5,271,0,50,6,170,0,6563,5990,340,41,4,165,0,40,5,95,0,3405,701,2647,3818,383,3184,2898,438,2370,2890,496,2250,3463,472,2858,4205,532,3508,4093,488,3583,3492,496,2890,4003,565,3354
33,HD33,9621,3310,417,32,30,6085,11,0,0,9475,3312,489,60,22,5858,0,0,0,9436,2767,424,88,46,6302,15,9936,3532,589,57,17,6060,2,27,11,5482,0,3,297,9441,3553,665,66,25,5426,1,6456,2635,236,17,16,3659,8,0,0,6416,2681,265,34,19,3433,0,24,19,3330,0,0,6461,2243,259,61,37,3963,11,6461,2243,259,36,8,3626,0,11,278,6665,2347,284,10,18,3808,0,0,0,0,0,0,6615,2491,329,8,19,3647,0,8,0,3483,0,6476,2656,215,24,22,3401,0,14,0,3208,0,3282,1736,1466,2988,1269,1369,2603,1345,1186,2590,1332,1101,2858,1398,1328,3300,1674,1531,3147,1494,1647,2843,1426,1335,3109,1451,1577
34,HD34,10106,8368,518,49,68,1248,3,0,0,10057,7848,575,86,67,1559,21,0,0,9647,7853,486,82,77,1127,37,9713,7543,659,50,186,1324,39,31,34,1018,25,7,384,9814,7466,682,45,117,1501,28,7723,6638,311,28,45,786,2,0,0,7624,6369,273,54,48,875,0,50,48,788,9,0,7583,6460,320,36,55,667,13,7583,6460,320,7,35,390,0,41,330,7463,6665,294,9,181,486,0,0,0,0,0,0,7596,6627,341,3,100,625,0,13,32,446,0,7846,6897,325,25,86,633,0,16,20,401,0,4602,1003,3470,4816,577,3904,3869,676,3071,3858,598,2998,4329,632,3520,4997,753,4122,4922,780,4134,4287,649,3518,4798,738,3936
35,HD35,7165,6484,406,126,83,102,8,0,0,8418,7577,623,28,45,153,3,0,0,9198,7818,664,191,188,301,24,8180,7258,667,4,120,119,1,0,70,67,0,0,125,8482,7608,541,32,159,110,0,5451,5017,253,68,65,70,6,0,0,6274,5772,388,0,33,84,0,0,22,68,0,0,6582,5760,386,90,125,171,12,6582,5760,386,64,100,33,8,22,209,6202,5590,402,0,145,54,0,0,0,0,0,0,6322,5734,355,36,143,46,0,5,110,13,0,6575,5931,344,35,129,78,0,5,101,8,0,3681,1060,2559,4303,832,3080,3248,879,2277,3251,772,2355,3764,905,2721,4352,1086,3098,4264,1068,3175,3818,949,2769,4603,1144,3343
36,HD36,9133,7955,791,176,116,156,33,0,0,9289,8061,807,259,52,138,0,0,0,9174,7311,1039,221,129,462,24,9219,7968,665,371,80,141,0,258,6,30,0,10,280,9092,7719,811,390,227,101,55,7046,6284,499,98,80,111,22,0,0,7132,6391,434,151,53,104,0,151,2,58,0,0,7154,5900,695,137,79,320,11,7154,5900,695,77,54,83,6,20,319,7305,6397,482,238,82,137,0,0,0,0,0,0,7128,6253,539,127,73,87,0,110,9,24,0,6878,6112,550,84,36,63,0,50,17,7,0,4184,1439,2648,3650,842,2435,2618,912,1623,2625,804,1706,3188,920,2141,3946,1095,2696,3861,1172,2673,3154,956,2113,3504,1016,2386
37,HD37,9123,8592,293,80,81,91,10,0,0,10449,9001,774,377,174,186,1,0,0,9467,8246,600,173,123,260,34,10247,8937,954,150,119,196,0,121,28,44,0,0,157,10144,8984,762,30,189,216,10,7043,6718,187,31,52,55,2,0,0,7492,6780,452,50,88,124,1,25,33,56,2,0,7247,6491,380,78,80,175,15,7247,6491,380,47,39,31,4,25,230,7407,6736,530,50,26,54,0,0,0,0,0,0,7594,6955,452,22,59,90,0,9,4,20,0,7496,6914,455,48,34,53,0,45,10,16,0,5126,1493,3572,5024,1010,3539,3964,1150,2709,3962,946,2842,4490,1088,3233,5139,1222,3709,5048,1256,3763,4494,1121,3248,5063,1219,3685
38,HD38,9011,8249,479,87,81,128,11,0,0,9913,8458,880,285,224,156,0,0,0,9641,8173,802,146,130,346,29,10180,8966,840,210,50,113,15,194,13,67,0,0,99,9671,8788,585,27,56,140,42,6670,6224,272,48,48,83,6,0,0,7083,6414,294,133,114,103,0,129,91,72,23,0,7059,6162,457,73,83,237,10,7059,6162,457,42,50,63,1,34,250,6978,6444,310,80,31,96,0,0,0,0,0,0,6795,6403,279,0,38,70,0,0,10,39,0,6907,6259,313,39,44,128,0,38,12,33,0,3994,1050,2864,4071,601,3129,2982,696,2193,2982,604,2220,3616,694,2770,4385,806,3438,4283,899,3369,3571,705,2765,4106,753,3236
39,HD39,7210,5916,923,152,144,106,15,0,0,8920,7179,1466,107,99,154,35,0,0,8870,6834,1398,166,176,283,44,9320,7229,1606,143,187,143,76,58,9,94,0,0,325,8584,6231,1747,158,118,251,99,5141,4342,546,90,104,60,5,0,0,5860,4954,763,15,34,72,0,15,7,69,18,0,6275,5028,808,102,120,193,18,6275,5028,808,62,85,43,2,19,228,6060,5130,753,61,85,71,0,0,0,0,0,0,5778,4718,831,72,75,105,0,68,72,78,0,6096,5053,749,107,83,136,0,100,78,49,0,2831,963,1800,3122,578,2218,2367,728,1555,2346,708,1523,2770,712,1938,3278,775,2385,3213,778,2423,2851,765,2007,3624,866,2667
40,HD40,9958,9425,313,32,51,169,6,0,0,9792,9031,252,88,0,413,22,0,0,9886,8967,393,68,60,280,13,10021,9266,417,89,139,111,29,49,129,93,0,0,68,10176,9196,488,16,135,238,0,7821,7476,194,15,37,108,2,0,0,7656,7203,224,39,0,187,0,39,0,167,0,0,7873,7235,252,39,47,208,11,7873,7235,252,16,15,51,6,23,275,7927,7300,374,44,140,70,0,0,0,0,0,0,8013,7353,381,19,105,158,0,19,55,104,0,8201,7674,258,0,127,132,0,0,48,54,0,5172,1132,3887,5223,795,4073,4579,892,3585,4570,628,3753,5049,829,4078,5867,1114,4602,5769,1115,4646,5057,847,4105,5802,1020,4645
41,HD41,9333,7725,1120,279,141,168,37,0,0,9342,7992,945,215,146,67,50,0,0,9213,7105,1322,322,182,328,58,9390,8197,804,171,140,61,25,103,97,22,12,53,108,9297,7628,1240,229,159,195,106,7445,6374,757,163,94,109,21,0,0,7451,6477,698,136,78,26,34,121,40,22,0,0,7524,6025,923,213,119,234,35,7524,6025,923,137,62,34,13,35,295,7512,6710,576,103,72,35,14,0,0,0,0,0,7268,6174,855,109,21,67,29,105,17,40,29,7493,6177,1000,107,52,86,21,88,22,29,21,4886,2227,2538,4357,1626,2184,3372,1597,1679,3382,1494,1767,3850,1674,2013,4398,1944,2241,4365,1914,2432,3798,1682,2020,4010,1719,2169
42,HD42,8413,7121,623,357,226,147,30,0,0,7700,6241,691,603,235,65,27,0,0,8999,7020,978,459,291,270,42,9066,7457,761,587,239,127,21,350,139,32,0,39,291,9145,7379,803,333,395,178,0,6180,5365,387,236,132,90,18,0,0,5745,4831,455,350,78,15,4,309,78,0,15,0,6704,5371,649,311,157,182,31,6704,5371,649,235,92,40,10,31,276,6533,5571,514,324,58,45,0,0,0,0,0,0,6491,5541,471,207,138,122,0,190,76,30,0,6816,5647,637,102,245,166,0,95,137,65,0,3530,1053,2392,3603,866,2368,2945,915,1959,2954,811,2010,3426,941,2356,4146,1201,2802,4117,1131,2966,3523,991,2452,4273,1174,2998
43,HD43,6314,4955,951,200,128,119,22,0,0,7044,5327,1269,299,107,209,2,0,0,9294,6873,1511,389,292,298,33,9291,6941,1489,600,184,269,2,289,54,66,0,0,453,9760,6528,1768,965,195,472,1,4551,3698,579,118,82,86,10,0,0,5137,4085,759,163,50,74,0,114,30,65,4,0,6606,5070,921,230,202,213,27,6606,5070,921,145,125,35,9,20,281,6639,5145,1026,289,105,103,0,0,0,0,0,0,7037,5047,1232,502,120,155,0,444,30,36,0,7438,5352,1465,416,83,75,9,400,52,0,9,2683,1032,1591,3148,828,1988,2433,863,1492,2453,813,1512,3016,961,1922,3859,1213,2476,3826,1239,2561,3209,1034,2083,4306,1283,2927
44,HD44,8429,5337,2217,633,197,229,28,0,0,8976,5494,2952,366,121,184,75,0,0,9231,5645,2538,593,198,498,38,9429,5608,2993,786,277,209,77,119,126,152,14,1,415,9669,6164,2735,831,291,206,8,6135,4084,1479,394,121,152,22,0,0,6416,4285,1769,126,80,120,10,105,30,120,25,0,7006,4495,1737,388,155,342,23,7006,4495,1737,276,98,69,9,24,298,6552,4336,1662,114,210,183,15,0,0,0,0,0,6827,4693,1659,145,225,103,10,76,176,78,10,7139,4534,2031,211,255,117,0,128,174,11,0,2856,1453,1329,2763,952,1479,1928,928,931,1927,869,959,2392,1016,1265,2953,1191,1599,2943,1284,1647,2400,1031,1300,2705,981,1669
45,HD45,9997,8385,981,179,327,153,25,0,0,9883,8074,979,165,651,77,9,0,0,9163,7120,1031,206,456,286,31,10225,8281,887,107,827,205,47,9,544,131,23,0,347,9657,7802,866,100,614,227,39,8643,7389,733,135,291,113,19,0,0,7899,6882,678,130,130,63,0,5,94,28,14,0,7913,6302,787,150,386,229,19,7913,6302,787,90,291,71,7,48,317,8260,6929,741,41,303,175,25,0,0,0,0,0,7868,6649,769,67,191,153,40,13,97,100,40,7666,6346,884,39,242,110,31,29,128,67,31,4744,2906,1707,4439,2289,1404,3660,2448,1072,3643,2286,1147,4057,2491,1331,4599,2798,1542,4530,2821,1693,4014,2529,1345,4116,2508,1468
46,HD46,9096,7816,995,72,68,186,14,0,0,9616,7977,1132,109,161,349,9,0,0,9241,7429,1185,167,105,339,24,9442,7783,1314,102,105,189,7,35,64,26,3,7,201,9464,7273,1499,128,221,288,24,7152,6329,624,48,49,127,9,0,0,7729,6778,630,62,40,201,4,46,36,150,27,0,7373,6124,785,100,82,252,15,7373,6124,785,49,28,35,1,29,322,7633,6777,689,13,18,95,4,0,0,0,0,0,7382,6408,773,13,49,136,0,4,17,23,0,7353,6419,662,33,82,95,0,0,58,3,0,4311,1720,2440,4520,1282,2692,3891,1448,2306,3891,1383,2277,4381,1484,2685,5133,1719,3203,5059,1733,3313,4394,1493,2759,5048,1596,3304
47,HD47,10751,9140,1269,102,55,221,16,0,0,9327,7715,1280,154,102,147,1,0,0,9044,7368,1133,92,76,326,27,9068,7589,1110,142,111,167,9,73,78,34,0,5,169,8959,7569,1053,48,26,250,6,8270,7194,840,65,40,160,11,0,0,6785,6180,427,76,40,70,0,72,19,59,4,0,7113,5986,739,63,47,227,20,7113,5986,739,35,18,42,8,33,252,6803,6162,461,48,15,80,0,0,0,0,0,0,6917,6151,585,17,14,164,3,13,12,67,3,6893,5996,637,12,25,211,4,10,13,48,4,4693,1172,3333,4435,642,3400,3550,720,2707,3529,678,2634,3951,668,3113,4474,746,3579,4405,754,3637,3770,607,3066,4349,712,3526
48,HD48,8658,6911,1440,142,65,159,25,0,0,8698,7323,1139,155,43,70,0,0,0,8871,6558,1712,157,89,345,37,9053,7387,1223,205,32,107,0,205,0,4,0,82,143,9765,7437,1530,283,192,213,0,6370,5279,886,85,46,106,11,0,0,6375,5587,650,111,7,25,0,111,0,2,0,0,6488,5030,1066,91,53,205,27,6488,5030,1066,58,23,49,14,35,213,6627,5594,736,170,4,82,0,0,0,0,0,0,6981,5810,738,187,105,90,0,154,95,32,0,6404,5141,862,171,57,106,0,135,50,25,0,3191,1075,2029,3331,599,2436,2531,721,1711,2514,665,1653,2801,658,2010,3055,682,2285,2998,687,2304,2799,685,2026,3303,726,2501
49,HD49,9896,8494,1105,56,76,212,37,0,0,9212,7823,1129,57,38,394,10,0,0,9728,8064,1099,98,140,315,47,10141,8635,1161,77,83,368,0,54,20,74,0,0,198,10344,8890,1045,72,122,278,7,6910,6077,648,28,46,133,15,0,0,6255,5575,502,13,10,131,0,13,10,56,20,0,6920,5902,659,48,89,204,21,6920,5902,659,21,60,48,12,27,191,6908,6230,490,20,65,145,0,0,0,0,0,0,7465,6663,563,28,91,137,0,26,30,12,0,7270,6521,585,22,47,113,0,24,2,7,0,3752,1155,2477,3797,656,2605,2830,743,1991,2824,681,1968,3433,756,2498,4284,948,3188,4188,917,3260,3511,820,2577,4104,907,3087
50,HD50,8202,7703,310,27,66,112,13,0,0,8375,7484,608,32,203,200,68,0,0,9019,8149,432,40,113,207,9,8910,8004,609,92,136,190,48,38,59,1,0,40,150,9483,8577,300,81,179,120,6,6437,6109,204,11,41,78,8,0,0,6655,6099,413,30,76,29,0,30,48,4,0,0,7167,6549,287,23,73,152,4,7167,6549,287,12,52,26,0,43,198,7048,6393,461,50,39,34,0,0,0,0,0,0,7296,6805,223,37,85,67,0,17,17,26,0,7482,7073,195,34,63,59,0,6,19,12,0,4383,956,3319,4755,682,3663,3735,720,2924,3726,607,2887,4412,721,3515,5368,950,4267,5252,855,4377,4510,754,3634,5571,960,4474
51,HD51,8534,8026,242,31,63,191,12,0,0,9420,8826,261,72,73,195,0,0,0,9819,8913,352,67,95,293,17,10017,9224,388,55,73,237,0,29,41,180,0,31,118,10076,9260,395,102,35,211,0,6585,6269,155,12,46,115,8,0,0,7249,6906,140,18,33,132,0,18,25,113,9,0,7617,7028,206,37,59,188,10,7617,7028,206,14,38,67,2,38,224,7875,7427,219,15,59,159,0,0,0,0,0,0,7844,7400,229,26,35,130,0,15,19,110,0,7977,7436,318,110,20,97,0,91,15,51,0,4848,1331,3399,5026,974,3668,4349,1077,3187,4354,865,3335,4914,1069,3696,5801,1390,4247,5703,1274,4402,5058,1123,3819,6059,1405,4479
52,HD52,9853,8924,626,37,83,202,15,0,0,10134,9243,685,69,8,161,12,0,0,9172,7844,778,66,77,341,14,9995,8753,965,147,13,155,5,113,0,22,5,10,125,10152,8989,790,1,66,257,47,7044,6494,357,22,53,126,8,0,0,7431,6897,393,31,2,110,0,30,0,30,0,0,6660,5855,445,28,57,201,5,6660,5855,445,18,36,48,2,35,221,7729,6978,597,44,0,109,0,0,0,0,0,0,7849,7263,320,0,0,202,0,0,0,95,0,7954,7298,376,0,19,138,0,0,0,99,0,3295,559,2663,3833,221,3399,2660,288,2301,2654,328,2176,3256,294,2850,3951,313,3527,3839,332,3478,3220,296,2846,3832,319,3452
53,HD53,10337,8776,1169,88,122,252,8,0,0,8966,7259,1149,152,62,588,67,0,0,9392,7442,1154,156,123,475,21,9175,7598,876,456,77,490,24,59,24,169,24,0,425,8872,7836,650,131,23,238,12,7853,6814,763,55,88,172,6,0,0,6319,5684,262,70,0,290,0,25,0,221,21,0,7022,5762,719,96,93,309,15,7022,5762,719,54,65,120,8,31,263,6610,5757,324,331,0,190,0,0,0,0,0,0,6262,5828,252,67,20,113,0,24,19,77,0,6105,5310,449,89,36,220,0,5,35,71,0,3617,756,2778,3203,320,2667,2303,383,1845,2297,416,1742,2769,399,2260,3333,444,2777,3231,433,2782,2707,420,2213,2961,438,2467
54,HD54,9739,8449,418,29,108,807,12,0,0,9806,8628,286,47,154,773,66,0,0,9731,8090,530,115,194,821,35,9584,8396,307,83,97,780,52,76,16,555,0,0,240,9753,8306,581,122,76,778,34,7589,6768,265,13,58,509,4,0,0,7487,6629,235,22,54,491,4,20,35,330,64,0,7532,6453,317,69,145,509,22,7532,6453,317,39,84,313,0,27,299,7409,6530,239,80,29,486,0,0,0,0,0,0,7305,6441,352,94,27,374,0,90,10,300,0,7291,6399,208,129,39,538,0,116,0,450,0,5020,2022,2861,4910,1611,2738,4402,1865,2444,4394,1601,2621,4791,1830,2776,5433,2162,3054,5362,2177,3175,4854,1914,2808,5232,2089,2939
55,HD55,9788,7797,837,68,52,1197,8,0,0,9701,7242,1382,133,83,1237,36,0,0,9735,7301,923,148,115,1426,34,9864,7516,1330,127,39,1158,21,48,27,722,0,0,225,9654,7183,1104,147,177,1212,48,7469,6251,510,35,36,709,6,0,0,7406,5982,697,98,57,556,0,82,57,489,25,0,7478,5901,607,90,72,883,19,7478,5901,607,53,39,580,3,22,273,7567,6202,700,95,38,558,0,0,0,0,0,0,7305,5969,574,110,57,570,0,85,55,378,0,7425,5921,623,70,51,734,0,37,42,524,0,4284,1189,2980,3960,716,2853,3193,808,2283,3188,737,2268,3569,795,2616,4001,903,2962,3930,898,3020,3525,827,2597,3776,875,2794
56,HD56,8987,7924,601,163,134,203,20,0,0,8172,7060,664,153,214,104,2,0,0,9277,7746,817,217,151,371,29,8634,7375,676,153,266,190,5,65,141,136,0,0,237,8818,7629,671,62,218,197,3,7116,6388,413,94,92,149,12,0,0,6538,5910,341,121,98,70,3,86,27,32,0,0,7304,6261,541,122,102,280,21,7304,6261,541,62,53,86,8,22,271,6976,6240,398,79,107,160,0,0,0,0,0,0,7031,6347,373,43,96,188,0,43,19,88,0,7671,6797,489,133,127,142,0,112,42,60,0,4307,1663,2512,4023,1121,2457,3108,1263,1764,3122,1123,1859,3591,1268,2184,4233,1501,2541,4148,1526,2602,3589,1321,2171,3980,1394,2451
57,HD57,8523,7319,758,196,136,213,21,0,0,9542,8464,545,96,104,431,21,0,0,9025,7399,815,239,195,363,21,9823,8637,672,152,89,361,15,47,70,303,0,0,101,9849,7929,1238,158,95,435,0,6372,5621,462,113,83,120,11,0,0,7131,6471,302,35,48,274,0,35,48,213,0,0,6822,5775,499,153,130,237,13,6822,5775,499,93,99,63,2,19,272,7068,6505,246,32,29,234,0,0,0,0,0,0,7238,6318,534,94,57,231,0,20,51,165,0,6963,5926,668,142,75,152,0,52,73,21,0,3451,1204,2139,3237,702,2161,2263,767,1409,2262,691,1444,2794,798,1868,3483,938,2376,3417,1045,2358,2808,853,1865,3127,873,2175
58,HD58,9687,8327,869,222,75,268,11,0,0,9471,8216,741,112,102,241,169,0,0,9594,7809,1053,204,111,410,44,9318,8012,758,185,91,301,63,13,4,31,34,0,464,9451,7972,938,54,93,202,130,7252,6349,557,122,45,214,6,0,0,7189,6326,506,32,40,144,135,16,0,39,0,0,7136,5985,641,124,73,263,26,7136,5985,641,78,45,71,13,26,277,7115,6317,461,71,40,190,35,0,0,0,0,0,7345,6373,565,63,75,120,110,25,10,44,110,7401,6562,548,48,118,85,0,31,8,29,0,3352,895,2355,3573,477,2788,2470,549,1825,2469,479,1830,3061,546,2378,3812,635,3054,3709,774,2911,3080,570,2414,3781,625,3088
59,HD59,9310,8364,654,107,60,185,15,0,0,9828,8424,1088,179,28,75,55,0,0,9443,7856,933,177,89,382,19,9773,8318,1077,267,12,51,58,45,9,17,0,8,303,9729,7920,1102,266,54,159,216,7177,6601,387,48,43,129,5,0,0,7493,6507,756,121,16,60,0,31,15,18,20,0,7301,6255,575,104,59,279,11,7301,6255,575,59,36,70,3,24,279,7499,6472,753,224,1,44,0,0,0,0,0,0,7264,6142,698,147,0,130,0,67,0,32,0,6884,5823,611,70,24,287,0,32,24,56,0,3636,1298,2243,3490,739,2400,2453,800,1540,2447,691,1597,3002,804,2054,3675,906,2598,3595,1040,2530,3002,832,2065,3607,949,2558
60,HD60,9440,7875,1322,49,85,125,32,0,0,8843,7003,1415,1,115,302,57,0,0,8918,7083,1236,71,128,249,41,9149,7572,1125,3,125,319,55,3,69,284,17,0,84,8592,7132,1184,10,64,211,41,6609,5626,822,34,53,85,14,0,0,6564,5311,948,3,83,191,15,3,53,191,19,0,6325,5149,799,51,75,163,22,6325,5149,799,23,38,26,11,2,277,6658,5647,690,10,66,205,15,0,0,0,0,0,6114,5234,693,14,28,125,20,4,25,85,20,6053,5248,643,24,95,49,2,4,44,0,2,3894,1385,2403,3917,812,2642,2927,949,1886,2925,912,1872,3417,916,2352,3980,920,2922,3911,966,2933,3369,914,2363,3655,842,2705
61,HD61,8461,6635,1255,376,146,179,33,0,0,9278,7042,1618,248,383,349,182,0,0,8979,6399,1638,389,230,401,40,9435,7154,1779,349,295,430,118,3,67,1,25,0,406,9964,7677,1862,167,184,187,109,6148,5046,725,212,99,108,22,0,0,6835,5399,991,81,173,154,30,3,100,99,0,0,6741,5061,1004,250,175,288,22,6741,5061,1004,174,106,51,12,39,294,7353,5834,1058,49,104,79,25,0,0,0,0,0,7919,6231,1296,58,76,59,40,49,45,4,40,7134,5768,963,93,85,30,41,100,25,16,41,3380,1407,1902,3367,980,1977,2510,976,1445,2521,936,1459,2959,1052,1771,3468,1248,2073,3455,1259,2178,2903,1062,1746,3036,1060,1894
62,HD62,8787,7931,595,79,49,165,22,0,0,9314,8157,876,112,80,88,3,0,0,9155,7880,653,108,101,347,38,8791,7676,731,139,103,118,11,78,94,5,0,15,189,8450,7209,779,103,85,152,55,6546,6007,359,41,36,112,12,0,0,6723,6140,460,0,53,73,0,0,25,8,4,0,6887,6101,403,50,55,239,13,6887,6101,403,25,32,57,5,24,240,6455,5845,434,4,70,72,0,0,0,0,0,0,6271,5658,411,4,53,81,0,4,40,4,0,6941,6239,423,14,70,134,0,10,60,14,0,3462,812,2553,3968,466,3195,2859,552,2182,2852,497,2147,3458,543,2749,4236,606,3492,4137,778,3327,3444,559,2776,4181,638,3463
