ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
103,ME23,4626,3789,107,229,457,34,6,0,0,5353,3606,319,629,674,39,0,0,0,4543,3029,125,607,643,96,6,5111,3731,370,642,353,24,0,467,325,0,0,150,67,5034,3577,124,611,618,31,0,3663,3108,67,123,327,27,2,0,0,3600,3032,160,260,115,38,0,260,100,0,0,0,3655,2617,92,382,452,71,6,3655,2617,92,351,427,8,0,26,134,3539,3009,177,189,84,24,0,0,0,0,0,0,3461,2829,62,180,301,27,0,180,271,0,0,3330,2608,144,254,236,6,0,250,208,0,0,2078,1256,805,2322,1425,897,2096,1209,782,2037,1251,754,2041,1226,753,1575,881,672,2010,1162,803,2066,1349,689,2035,1397,583,1926,885,1012,2294,1446,813,2256,1275,933,2221,1491,726
104,ME24,4284,4034,55,38,134,25,1,0,0,4376,4011,76,12,277,0,0,0,0,4421,3953,94,72,206,74,3,4553,4390,69,0,95,0,0,0,65,0,0,0,30,4650,4393,80,0,125,36,0,3254,3093,33,27,80,21,1,0,0,3212,3101,42,0,69,0,0,0,69,0,0,0,3494,3161,60,49,149,47,3,3494,3161,60,37,123,1,3,14,95,3512,3413,48,0,65,0,0,0,0,0,0,0,3748,3578,80,0,69,40,0,0,67,0,0,3963,3790,101,0,56,34,0,0,55,0,0,2746,1624,1104,2391,1377,1014,2788,1528,1088,2807,1501,1250,2773,1531,1181,2394,1211,1158,2939,1570,1313,3040,1898,1111,3026,2022,948,3007,1243,1737,3011,1844,1118,2986,1576,1368,2944,1855,1087
112,RO1,9017,8684,93,56,122,68,3,0,0,9357,8899,257,89,85,84,0,0,0,9870,9112,189,90,161,196,10,9415,8852,216,108,139,94,0,79,72,0,0,0,196,9885,8932,352,153,162,61,0,6857,6668,54,32,71,32,3,0,0,7400,7080,165,65,45,54,0,65,45,0,0,0,7883,7346,125,52,103,154,7,7883,7346,125,22,74,11,4,26,275,7405,7070,150,75,45,59,0,0,0,0,0,0,7780,7415,165,105,50,39,0,105,50,4,0,7825,7533,166,32,34,60,0,9,34,7,0,5063,2597,2400,5102,2548,2554,5742,2421,2896,5728,2562,2897,5651,2463,2892,4504,1871,2565,6123,2520,3407,6364,3098,3124,6337,3326,2825,6318,1863,4348,6630,3129,3403,6587,2710,3740,6518,3233,3282
123,RO2,13142,12710,161,88,115,89,2,0,0,13858,13222,259,124,156,105,0,0,0,14814,13752,296,118,246,212,10,13964,13232,355,117,150,119,0,90,35,0,0,16,236,14851,14002,417,210,111,123,0,10075,9818,83,48,60,69,1,0,0,11090,10695,125,95,70,105,0,95,55,0,0,0,11707,10970,190,72,159,169,8,11707,10970,190,38,110,9,1,49,340,11345,10885,234,85,30,110,0,0,0,0,0,0,12100,11535,309,110,25,104,0,110,15,0,0,12247,11419,427,36,244,101,0,36,106,0,0,8330,3553,4691,8302,3284,5018,9065,3253,5191,9001,3328,5281,8880,3267,5195,7191,2335,4761,9588,3217,6084,9920,4018,5753,9857,4426,5160,9841,2154,7539,10398,4145,6113,10310,3397,6722,10177,4366,5807
134,RO3,4768,4576,76,29,53,30,4,0,0,5129,4823,119,36,110,10,0,0,0,5232,4866,133,23,69,71,4,5191,4936,150,19,71,15,0,19,71,1,0,0,14,5237,5061,108,9,58,1,0,3474,3366,45,16,23,17,3,0,0,4015,3885,65,4,50,10,0,4,50,0,0,0,4115,3876,83,13,41,49,2,4115,3876,83,0,29,2,0,20,105,4120,4025,75,10,0,19,0,0,0,0,0,0,4205,4105,55,10,35,4,0,10,35,4,0,4235,4077,76,11,64,7,0,0,64,0,0,2723,1189,1510,2696,1077,1619,2958,1092,1727,2986,1163,1714,2939,1069,1755,2380,803,1547,3275,1149,2054,3469,1465,1951,3426,1556,1785,3434,820,2562,3541,1411,2065,3497,1166,2257,3473,1485,1986
136,RO4,10138,9751,114,114,96,74,4,0,0,10428,10014,223,24,78,6,0,0,0,10684,9811,243,133,161,189,8,10457,10014,340,23,69,11,0,0,23,0,0,0,80,10773,9605,353,347,127,69,0,7941,7692,69,55,69,58,4,0,0,8055,7835,150,25,40,8,0,0,30,0,0,0,8750,8134,138,89,98,165,8,8750,8134,138,51,58,21,0,24,324,8005,7645,290,25,40,8,0,0,0,0,0,0,8570,7930,305,200,69,65,0,165,69,0,0,8840,8005,414,228,132,61,0,211,58,10,0,5150,2460,2623,4930,2292,2638,5378,1921,3151,5369,2153,2931,5253,2006,2950,3890,1318,2514,5743,1963,3605,6000,2378,3517,5933,2660,3083,5921,1328,4494,6348,2400,3876,6243,2034,4043,6169,2615,3550
137,RO5,6411,6094,100,36,107,73,3,0,0,6966,6579,118,74,55,140,0,0,0,7125,6539,131,83,111,142,10,6989,6443,292,79,61,80,0,0,27,0,0,0,227,7180,6658,169,99,100,37,0,4951,4759,57,21,63,48,3,0,0,5455,5130,100,40,44,140,0,20,29,0,0,0,5726,5300,87,54,81,114,8,5726,5300,87,20,65,13,0,27,214,5590,5215,234,19,34,80,0,0,0,0,0,0,5845,5555,115,45,85,40,0,25,40,0,0,5987,5823,24,59,67,14,0,59,0,0,0,3331,1765,1518,3487,1793,1694,4005,1625,2117,3977,1744,2018,3901,1634,2050,3145,1238,1862,4237,1658,2457,4437,2047,2311,4409,2230,2079,4308,1146,3106,4925,2149,2719,4877,1816,2921,4834,2295,2539
138,RO6,4486,4281,67,44,59,31,12,0,0,4612,4385,44,42,84,52,0,0,0,4490,4148,79,50,108,75,9,4596,4427,30,29,34,42,0,22,27,0,0,0,90,4538,4277,62,19,122,14,0,3294,3155,53,32,35,22,7,0,0,3415,3265,20,35,40,55,0,35,40,0,0,0,3519,3305,47,40,59,46,6,3519,3305,47,24,42,3,0,12,86,3355,3250,10,19,29,39,0,0,0,0,0,0,3395,3285,20,20,60,15,0,20,30,0,0,3569,3421,20,41,87,0,0,7,53,0,0,2259,1063,1169,2400,1097,1303,2585,1145,1267,2567,1134,1332,2536,1068,1371,2130,884,1221,2776,1184,1523,2914,1505,1372,2894,1549,1288,2871,893,1945,3118,1566,1488,3067,1284,1721,3065,1570,1490
139,RO7,4283,4147,54,20,38,27,1,0,0,4677,4554,33,19,81,4,0,0,0,4739,4411,108,31,44,86,5,4709,4519,25,10,59,106,0,0,59,0,0,0,106,4738,4468,66,0,65,114,0,3208,3125,36,13,18,17,0,0,0,3755,3675,15,4,60,4,0,0,60,0,0,0,3844,3637,55,22,26,68,2,3844,3637,55,15,16,4,1,19,97,3645,3520,25,0,40,55,0,0,0,0,0,0,3740,3625,4,0,45,65,0,0,45,0,0,3834,3651,34,0,23,126,0,0,23,14,0,2308,1004,1280,2423,1045,1378,2754,965,1591,2739,1060,1533,2703,990,1580,2047,661,1350,2800,955,1756,2839,1151,1635,2805,1275,1456,2827,635,2154,3136,1243,1855,3097,1025,1999,3061,1318,1742
140,RO8,4387,4194,68,48,28,52,5,0,0,4515,4120,148,26,41,167,13,0,0,4408,4076,106,60,54,73,7,4538,4354,121,10,17,15,21,10,17,0,0,0,36,4465,4214,61,0,70,2,0,3278,3163,36,24,15,39,5,0,0,3565,3265,115,15,40,125,0,15,40,0,15,0,3564,3344,63,39,31,50,6,3564,3344,63,23,19,8,1,6,100,3450,3300,90,0,15,19,0,0,0,0,0,0,3505,3370,60,0,70,8,0,0,70,0,0,3541,3465,0,0,76,0,0,0,76,0,0,2317,1023,1272,2343,983,1360,2594,860,1580,2541,978,1408,2483,824,1501,1859,623,1204,2707,893,1724,2816,1082,1686,2762,1190,1483,2785,621,2106,2867,1043,1792,2801,897,1820,2763,1126,1637
141,RO9,5986,5785,94,33,31,43,2,0,0,6389,6035,174,92,36,52,0,0,0,6548,6060,185,56,78,86,7,6453,6053,237,118,0,23,0,33,0,0,0,0,130,6536,6149,148,39,0,52,0,4502,4371,57,26,18,34,2,0,0,4950,4710,95,60,35,50,0,30,35,0,0,0,5111,4789,108,39,45,64,5,5111,4789,108,19,31,2,4,30,128,4900,4655,130,90,0,25,0,0,0,0,0,0,4920,4740,95,40,0,55,0,40,0,0,0,5114,4917,51,50,72,24,0,25,72,0,0,3292,1414,1833,3221,1299,1922,3572,1207,2144,3525,1334,1993,3462,1167,2100,2716,928,1732,3806,1306,2391,3975,1632,2273,3919,1749,2082,3953,967,2919,4228,1568,2616,4156,1309,2753,4102,1649,2449
113,RO10,10616,9739,224,149,446,78,16,0,0,10820,10097,73,188,448,9,23,0,0,11199,9960,329,187,473,172,22,11145,10265,173,358,292,11,0,164,265,0,0,1,277,11385,10550,177,288,257,43,0,8377,7798,139,98,299,50,9,0,0,8575,8275,39,95,154,4,0,95,135,0,4,0,9202,8284,230,134,354,131,14,9202,8284,230,69,292,9,7,22,289,9040,8695,89,148,97,4,0,0,0,0,0,0,9295,8890,49,128,185,39,0,74,100,0,0,9414,8866,109,127,242,70,0,46,123,0,0,6137,3784,2279,6201,3742,2459,6624,3760,2310,6604,3792,2508,6485,3437,2737,5475,2994,2407,7001,3858,2898,7259,4672,2437,7179,4791,2179,7163,3058,3975,7287,4635,2515,7190,4034,2990,7149,4654,2487
114,RO11,14306,13474,240,125,396,82,3,0,0,15077,13939,353,282,464,3,20,0,0,16049,14406,409,280,581,250,17,15179,13769,348,177,686,5,8,177,624,0,0,14,247,16004,14170,469,196,906,51,0,11077,10580,149,68,221,58,3,0,0,11985,11245,178,134,395,8,0,89,285,0,20,0,13101,11968,266,181,417,173,15,13101,11968,266,85,334,10,5,29,404,12285,11475,223,49,520,12,0,0,0,0,0,0,12865,11845,285,75,634,24,0,75,559,0,0,13149,12359,247,34,474,40,0,29,467,11,0,8713,5258,3365,8821,5202,3619,9426,5514,3286,9382,5466,3598,8703,4939,3386,7821,4405,3344,9953,5674,4027,10289,6820,3321,10242,6940,3101,10213,4660,5443,10357,6782,3385,10213,5973,4099,10201,6797,3399
115,RO12,7251,6913,95,34,169,47,15,0,0,7427,6824,53,2,510,38,0,0,0,7669,6961,169,43,304,84,4,7466,6939,42,2,400,43,0,2,400,0,0,0,83,7715,7170,135,0,279,0,0,5336,5135,62,15,97,27,9,0,0,5545,5305,35,4,165,35,0,4,165,0,0,0,5948,5482,116,31,188,55,3,5948,5482,116,16,164,4,0,20,146,5655,5410,25,4,175,45,0,0,0,0,0,0,5855,5555,95,0,200,0,0,0,155,0,0,5898,5613,113,0,172,0,0,0,121,0,0,4707,2536,2139,4808,2412,2396,4941,2593,2005,4921,2433,2373,4859,2220,2497,4247,1987,2226,5271,2628,2532,5485,3306,2115,5455,3409,1964,5442,2026,3377,5565,3302,2178,5508,2748,2718,5463,3262,2198
116,RO13,33101,30591,1080,507,659,261,28,0,0,33439,30928,1404,546,529,103,19,0,0,34317,30229,1580,779,776,603,37,33482,30775,1579,639,510,91,6,429,355,19,0,16,309,34300,30856,1915,547,767,116,20,24937,23313,675,309,465,170,16,0,0,25740,24510,710,228,209,74,0,128,169,0,10,0,27258,24437,1039,494,564,466,27,27258,24437,1039,283,431,43,4,132,889,25785,24390,758,351,233,56,0,0,0,0,0,0,26590,24745,995,383,437,37,0,198,357,0,0,26429,24209,1066,524,518,59,4,267,406,0,4,15644,7536,7954,15961,7609,8352,16913,6825,9237,16920,7211,8721,16529,6519,9065,11431,4605,6632,17471,6842,10134,17894,8215,9412,17674,8878,8374,17737,4967,12519,18053,7851,9989,17740,6833,10511,17502,8490,8995
117,RO14,8382,8083,107,50,72,56,12,0,0,8702,8431,65,0,79,127,0,0,0,8643,8043,198,88,77,120,2,8522,8131,147,49,61,134,0,1,42,0,0,0,201,8435,8078,95,73,18,133,0,6529,6364,64,20,35,35,5,0,0,6930,6745,50,0,75,65,0,0,55,0,0,0,7050,6650,117,51,54,84,2,7050,6650,117,26,29,9,2,38,179,7090,6790,140,29,60,84,0,0,0,0,0,0,7025,6810,95,29,20,79,0,4,20,0,0,7359,7119,106,47,25,62,0,28,18,0,0,4810,2221,2525,4882,2114,2768,5260,2030,2911,5245,2096,2875,5131,1856,2972,4138,1515,2571,5575,2060,3367,5786,2512,3200,5717,2703,2900,5726,1503,4160,5863,2445,3329,5760,2086,3512,5707,2547,3155
118,RO15,8544,8278,84,56,96,34,2,0,0,8621,8087,233,103,144,83,0,0,0,8998,8309,260,100,127,102,2,8607,8231,142,70,108,80,0,32,101,0,0,0,101,9018,8383,67,85,113,124,0,6612,6447,54,26,57,23,1,0,0,6630,6355,129,50,15,55,0,50,15,0,30,0,7230,6785,145,66,80,79,1,7230,6785,145,27,56,7,1,22,187,6605,6435,49,39,8,55,0,0,0,0,0,0,7105,6965,39,15,4,59,0,15,4,0,0,7111,6861,107,41,16,63,0,41,4,5,0,5205,2168,2991,5228,2019,3209,5454,1966,3186,5409,2037,3156,5347,1864,3243,4144,1420,2693,5714,2015,3561,5882,2494,3303,5832,2760,2966,5821,1403,4361,6072,2425,3563,5926,2062,3757,6111,2584,3522
119,RO16,24116,22756,502,245,532,102,13,0,0,25936,24019,824,404,615,105,38,0,0,25826,23105,972,477,685,314,30,26251,24105,824,433,761,139,28,348,464,19,16,0,475,25986,24021,990,437,424,116,15,17620,16784,300,156,323,66,8,0,0,19595,18505,420,245,354,60,25,245,235,20,4,0,20140,18338,606,271,466,222,20,20140,18338,606,142,390,11,6,76,571,20240,18900,455,310,463,95,15,0,0,0,0,0,20290,19000,715,260,247,59,15,210,192,0,15,20959,19471,809,145,455,74,5,79,350,9,5,13054,6091,6862,12982,5679,7303,14237,5968,7338,14174,5956,7654,13835,5536,7668,10769,4300,6354,15244,6069,8790,15873,7738,7905,15728,8161,7267,15767,4302,11303,16274,7655,8435,16062,6191,9623,15905,8090,7805
120,RO17,13585,12756,218,88,478,42,15,0,0,14610,13232,478,151,768,0,0,0,0,15817,13876,503,179,925,145,10,14694,13131,427,119,1005,11,0,119,539,0,0,0,478,15764,13419,439,133,1367,49,0,9793,9272,128,50,309,25,9,0,0,10540,9760,309,110,340,0,0,110,240,0,20,0,11687,10453,322,103,574,95,10,11687,10453,322,63,498,10,1,54,286,10595,9720,250,105,515,10,0,0,0,0,0,0,11405,10220,300,90,760,35,0,80,580,0,0,11486,10241,487,40,684,30,0,13,534,0,0,7891,3180,4644,8168,2963,5205,8890,3507,4825,8864,3382,5226,8730,2998,5447,6673,2384,4218,9488,3502,5763,9900,4567,5196,9787,4738,4876,9746,2403,7241,10086,4373,5557,9940,3446,6349,9780,4219,5553
121,RO18,6751,6515,96,45,88,16,7,0,0,6952,6627,145,0,110,70,0,0,0,7087,6617,199,54,134,35,2,7014,6782,94,0,63,75,0,0,63,0,0,0,75,7154,6770,160,15,138,49,0,5305,5145,64,25,61,10,3,0,0,5490,5240,70,0,115,70,0,0,115,0,0,0,5935,5605,129,33,99,30,1,5935,5605,129,23,83,0,0,8,87,5745,5550,60,0,65,75,0,0,0,0,0,0,6095,5760,159,15,105,49,0,0,85,0,0,6185,5801,194,16,168,6,0,0,157,0,0,4425,1854,2526,4320,1631,2689,4522,1671,2595,4477,1679,2644,4407,1464,2775,3550,1229,2279,4878,1767,3005,5104,2250,2795,5064,2448,2514,5078,1283,3749,5159,2149,2958,5091,1731,3284,5014,2117,2892
122,RO19,4360,4233,38,26,44,16,5,0,0,4674,4517,21,15,64,47,10,0,0,4498,4167,69,46,105,44,4,4242,4042,16,14,153,8,5,5,143,0,0,0,36,4354,4030,60,12,184,36,56,3273,3199,18,9,33,9,5,0,0,3725,3625,20,10,44,19,0,0,40,0,10,0,3589,3372,34,21,78,31,4,3589,3372,34,13,50,3,2,14,101,3270,3105,14,10,129,4,0,0,0,0,0,0,3425,3235,25,4,93,23,0,0,85,4,0,3374,3101,78,7,113,13,0,7,113,0,0,2838,1267,1527,2783,1133,1650,3008,1314,1490,2991,1291,1600,2960,1127,1714,2482,983,1464,3164,1323,1760,3277,1650,1589,3246,1706,1463,3233,989,2207,3323,1605,1671,3283,1312,1930,3264,1592,1672
124,RO20,13026,12523,255,91,86,78,2,0,0,13384,12652,369,85,242,31,15,0,0,13544,12347,496,190,177,224,8,13583,12609,332,120,98,150,9,21,65,0,0,217,339,13628,11985,595,235,75,156,6,9941,9617,166,52,54,53,2,0,0,10760,10380,230,29,69,20,0,25,29,0,15,0,10951,10098,339,131,116,173,7,10951,10098,339,69,92,12,0,46,295,10955,10500,260,24,24,104,0,0,0,0,0,0,10885,10185,415,112,29,89,0,108,29,0,0,10868,9927,517,173,45,107,4,173,33,0,4,7079,3235,3764,7153,3053,4100,7768,2909,4439,7672,3099,4139,7494,2748,4359,5570,2138,3336,8019,3024,4764,8258,3626,4510,8111,3868,4057,8147,2300,5705,8422,3383,4902,8254,2945,5073,8171,3562,4604
125,RO21,4556,4167,96,119,143,36,2,0,0,4713,4196,172,163,187,23,0,0,0,5087,4403,130,102,323,70,5,5043,4444,96,126,268,15,1,73,206,0,1,95,130,5109,4331,91,109,289,31,1,3812,3533,64,92,100,25,2,0,0,3934,3592,116,89,130,18,0,69,122,6,0,0,4306,3826,94,72,215,53,2,4306,3826,94,41,190,7,0,16,132,4212,3913,71,76,164,11,4,0,0,0,0,0,4278,3940,60,90,185,26,4,80,154,4,4,4322,4053,151,5,117,12,4,0,98,0,4,3215,2189,979,3400,2249,1151,3421,2110,1081,3410,2075,1235,3350,1956,1284,2817,1690,1095,3542,2071,1377,3628,2428,1148,3607,2439,1073,3595,1683,1868,3548,2353,1122,3482,2027,1397,3476,2349,1122
126,RO22,5231,4881,88,69,154,33,6,0,0,5334,4931,94,156,96,90,0,0,0,5227,4688,170,86,207,60,7,4986,4660,76,83,125,34,0,31,40,0,0,8,169,4905,4518,66,47,68,80,0,4487,4240,60,42,106,26,6,0,0,4627,4338,76,92,37,82,0,54,22,9,0,0,4578,4159,130,72,165,45,4,4578,4159,130,26,134,5,0,6,118,4266,4028,64,65,62,35,0,0,0,0,0,0,4220,3977,50,36,69,96,0,21,26,0,0,4359,4129,98,10,53,59,0,9,45,4,0,3421,2344,1053,3251,2115,1136,3511,2418,871,3485,2227,1176,3405,2093,1222,3020,1917,1083,3712,2414,1226,3854,2900,924,3827,2875,895,3812,2029,1748,3818,2798,964,3739,2427,1253,3753,2769,981
127,RO23,4301,4142,41,22,79,16,2,0,0,4457,3999,160,101,186,11,0,0,0,4538,4207,75,36,120,41,4,4477,3968,175,116,199,13,0,100,169,0,0,0,65,4526,3904,216,29,293,45,0,3402,3295,27,12,52,13,1,0,0,3615,3330,69,74,125,10,0,39,125,0,0,0,3806,3561,51,28,85,30,4,3806,3561,51,20,63,7,0,10,94,3545,3250,50,75,155,15,0,0,0,0,0,0,3565,3250,55,29,190,45,0,4,190,0,0,3619,3319,79,63,97,61,0,10,38,0,0,2903,1465,1409,3015,1460,1555,3182,1562,1448,3189,1518,1574,3130,1394,1639,2630,1190,1422,3358,1580,1712,3474,1987,1455,3450,2082,1316,3439,1158,2250,3436,1945,1438,3400,1618,1734,3389,1955,1432
128,RO24,8851,8518,89,66,154,30,6,0,0,9475,8919,96,82,303,60,29,0,0,9610,8914,200,87,204,114,16,9536,8969,80,149,290,53,0,120,199,0,0,24,144,9604,9013,120,146,258,53,0,6940,6724,58,45,100,22,4,0,0,7595,7305,50,65,115,60,0,65,105,0,0,0,7946,7459,140,68,129,89,11,7946,7459,140,42,94,0,4,38,169,7590,7235,50,120,135,55,0,0,0,0,0,0,7670,7295,75,115,135,50,0,115,85,0,0,7733,7469,46,49,150,19,0,49,95,0,0,6061,3338,2674,6309,3274,3035,6693,3607,2653,6687,3420,3116,6603,3141,3260,5892,2781,3065,7102,3611,3358,7359,4504,2780,7315,4578,2647,7309,2766,4493,7373,4292,2954,7290,3546,3652,7270,4263,2984
129,RO25,28783,25965,1270,357,1079,144,30,0,0,29234,24886,2514,450,1328,253,21,0,0,30089,25721,1954,625,1306,371,35,29633,25168,2534,347,1400,315,18,84,1129,15,0,32,671,30350,25218,2791,580,1474,439,27,22491,20581,834,226,765,97,20,0,0,23515,20520,1780,185,880,100,0,100,770,15,45,0,24811,21666,1324,427,997,275,20,24811,21666,1324,232,886,36,5,93,569,23930,21055,1639,153,934,150,0,0,0,0,0,0,24270,21285,1554,298,939,200,0,203,734,0,0,24663,22318,897,431,778,211,12,303,654,89,12,15044,6837,8071,14305,6020,8285,16222,6068,9312,15909,6427,8714,15589,5516,9343,11466,4036,7293,17119,6219,10515,17841,7638,9969,17542,8546,8716,17660,4289,13202,18606,7453,10943,18257,6169,11738,17832,7422,10392
130,RO26,4227,3665,156,182,204,58,9,0,0,4880,3976,228,130,535,23,37,0,0,4528,3764,189,146,339,77,11,4680,3639,192,111,656,29,26,53,636,0,0,75,85,4780,3798,237,162,493,20,41,3361,3001,84,104,144,34,5,0,0,3657,3251,113,55,188,21,0,42,188,0,25,0,3707,3151,120,107,248,62,6,3707,3151,120,65,227,4,0,18,122,3467,2979,101,44,311,22,0,0,0,0,0,0,3765,3171,218,43,309,24,0,35,277,10,0,3847,3392,152,23,278,11,0,0,226,0,0,2534,1634,881,3202,2069,1133,2449,1528,779,2432,1449,898,2377,1385,889,2074,1223,823,2639,1552,1020,2782,1906,830,2742,1916,752,2729,1256,1433,3033,1980,1013,2986,1709,1228,2975,2019,955
131,RO27,4283,3638,172,129,322,45,5,0,0,4288,3645,139,165,323,17,0,0,0,4376,3696,201,108,299,68,6,4457,3978,121,128,222,10,1,115,205,0,0,0,38,4667,4113,93,95,249,39,0,3446,2982,114,91,246,32,4,0,0,3215,2953,93,130,29,17,0,97,27,0,0,0,3611,3101,136,76,226,55,5,3611,3101,136,45,199,3,0,11,116,3438,3200,83,85,42,17,0,0,0,0,0,0,3596,3324,86,88,60,29,0,85,39,0,0,3627,3388,101,0,102,20,5,0,75,0,5,2344,1475,847,1663,1008,655,2343,1374,812,2315,1370,870,2265,1295,870,1948,1093,834,2523,1420,1038,2680,1781,861,2604,1768,789,2605,1114,1450,2654,1640,972,2601,1410,1134,2592,1693,895
132,RO28,4203,3976,74,65,73,31,2,0,0,4108,3862,61,148,23,28,0,0,0,4549,4214,97,51,93,61,10,4121,3847,51,120,13,23,0,120,9,0,0,0,94,4545,4306,58,49,13,7,8,3655,3477,54,53,54,28,2,0,0,3457,3276,49,112,0,21,0,112,0,0,0,0,3945,3686,72,29,65,45,9,3945,3686,72,22,46,10,4,17,88,3462,3290,53,93,0,22,0,0,0,0,0,0,3791,3653,59,47,5,0,10,18,13,0,10,3962,3626,188,109,5,5,9,36,13,0,9,2852,2204,619,2798,2069,729,3072,2233,660,3051,2130,839,2972,2009,868,2610,1867,714,3182,2205,900,3298,2571,679,3266,2552,641,3210,1874,1296,3148,2374,715,3081,2106,908,3094,2355,735
133,RO29,15461,14701,265,145,262,104,16,0,0,15467,14717,191,120,367,80,34,0,0,16214,15012,392,137,304,249,17,15938,15122,294,150,270,118,36,42,153,35,36,0,256,16294,15561,246,91,282,99,43,12762,12217,206,95,171,76,11,0,0,12900,12440,115,48,208,39,0,18,114,0,39,0,13944,13043,286,91,247,177,14,13944,13043,286,41,178,14,4,43,335,13370,12760,175,74,238,79,35,0,0,0,0,0,13890,13365,148,29,238,49,45,10,144,0,45,14415,13630,261,166,199,65,69,73,135,5,69,9619,5048,4510,9578,4843,4735,10310,4953,4802,10244,4954,4997,10056,4504,5233,8403,3737,4593,11032,4956,5831,11502,6150,5212,11385,6518,4651,11414,3598,7674,10447,5521,4843,10340,4649,5580,10294,5643,4651
