ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
78,HI29,17651,16813,322,219,205,91,16,0,0,18061,16984,506,237,202,194,78,0,0,18577,16803,628,375,363,260,15,18091,16897,329,149,398,224,70,42,119,121,0,0,583,18499,17159,231,135,566,157,67,14153,13586,207,142,134,71,14,0,0,14415,13660,415,110,119,118,0,65,104,89,4,0,15119,13856,430,263,248,201,10,15119,13856,430,167,176,25,4,42,419,14705,13945,290,88,229,153,0,0,0,0,0,0,15130,14345,219,78,328,119,0,24,148,100,0,15367,14065,211,172,688,65,0,156,422,52,0,9024,4244,4708,9078,4228,4850,9834,4146,5009,9742,4170,5197,9541,4067,5088,7215,2932,4183,10020,4015,5722,10190,4967,5040,10107,5333,4574,10129,2714,7284,10539,5037,5344,10398,4212,5955,10292,5457,4830
79,HI30,10348,9911,134,102,84,118,8,0,0,10394,9861,41,137,83,260,0,0,0,10344,9418,242,144,103,299,11,10570,9984,133,123,86,237,0,40,4,3,0,8,399,10291,9415,376,147,119,129,0,7831,7579,75,41,55,86,6,0,0,8005,7615,30,109,43,208,0,74,4,14,0,0,8234,7589,155,77,64,233,5,8234,7589,155,38,40,22,2,36,352,8298,7878,114,78,48,179,0,0,0,0,0,0,8204,7714,255,72,73,98,0,43,4,4,0,8440,7920,332,49,66,69,4,27,22,5,4,5294,2855,2341,5053,2749,2304,5492,2221,2852,5433,2413,2697,5339,2374,2607,4167,1721,2343,5641,2293,3146,5813,2664,3016,5744,2888,2640,5747,1792,3841,6157,2669,3394,6060,2392,3472,5990,2746,3242
80,HI31,3403,3297,33,20,36,21,1,0,0,3653,3514,69,23,21,21,1,0,0,3447,3188,63,59,47,53,4,3533,3448,48,21,12,5,1,10,10,0,0,4,13,3541,3288,92,58,18,26,2,2722,2638,26,12,28,19,1,0,0,3000,2930,50,12,8,4,0,8,8,0,4,0,2810,2645,30,28,32,37,4,2810,2645,30,13,12,0,1,16,93,2975,2925,30,16,8,4,0,0,0,0,0,0,2910,2810,55,28,4,28,0,14,0,10,0,2871,2731,67,27,30,29,0,14,16,11,0,2142,1271,834,2050,1195,855,2152,1146,847,2139,1154,901,2110,1136,872,1832,975,826,2154,1114,983,2308,1404,874,1801,933,809,2280,1015,1241,2405,1394,972,2375,1273,1067,2342,1387,954
81,HI32,10142,9771,166,58,78,82,10,0,0,10392,9924,81,55,310,76,0,0,0,10482,9637,271,106,131,187,11,10487,9970,125,56,302,87,14,1,129,0,0,0,261,10589,9718,236,167,465,43,6,7529,7308,94,31,44,60,6,0,0,8088,7871,73,0,97,43,0,0,68,0,0,0,8187,7631,188,56,70,128,6,8187,7631,188,26,28,2,5,40,267,8025,7674,127,0,174,54,0,0,0,0,0,0,8145,7516,213,140,251,27,0,0,92,4,0,8330,7735,240,162,188,6,0,0,38,0,0,5733,2635,3026,5518,2390,3128,6000,2202,3355,5930,2240,3363,5822,2212,3282,4737,1803,2858,6335,2314,3813,6557,2810,3621,6517,2964,3381,6510,1827,4581,6813,2671,4036,6701,2370,4159,6624,2749,3869
82,HI33,6636,6321,90,59,139,26,3,0,0,6959,6682,249,0,25,5,0,0,0,6777,6123,260,79,126,104,5,7012,6682,190,94,46,4,0,57,40,0,0,0,44,6795,6459,218,68,34,13,0,5222,5019,55,33,95,21,3,0,0,5667,5474,162,0,27,1,0,0,26,0,0,0,5471,5021,194,36,79,82,5,5471,5021,194,24,56,6,4,23,143,5585,5371,112,55,45,0,0,0,0,0,0,0,5590,5354,172,15,33,14,0,15,32,0,0,5653,5377,157,41,43,29,5,41,43,5,5,4178,2711,1419,4051,2657,1394,4177,2619,1273,4199,2579,1466,4107,2528,1421,3614,2282,1276,4483,2776,1584,4673,3243,1362,4663,3292,1270,4593,2462,2067,4752,3195,1469,4668,2891,1678,4657,3180,1473
83,HI34,11203,10582,218,87,278,54,14,0,0,11333,10653,299,67,371,9,0,0,0,11753,10609,373,165,326,139,7,11357,10772,256,73,274,12,0,12,166,0,0,0,151,11766,11051,405,30,244,80,53,8285,7933,120,34,164,33,9,0,0,8430,8120,135,0,165,10,0,0,140,0,0,0,9130,8401,228,85,204,99,4,9130,8401,228,47,156,2,2,48,246,8530,8270,125,0,140,0,0,0,0,0,0,0,8955,8505,225,0,140,40,0,0,130,0,0,9083,8572,301,4,102,34,0,0,73,0,0,7418,3816,3530,7365,3483,3882,7351,3777,3271,7558,3406,3940,7410,3384,3751,6287,2941,3269,7853,3774,3907,8137,4796,3208,8120,4866,3101,7996,2913,4960,8167,4674,3347,8067,3857,4069,7999,4582,3410
84,HI35,7684,7237,95,68,247,45,5,0,0,7918,7221,164,173,406,38,70,0,0,8342,7332,240,105,488,125,9,7973,7125,126,159,488,19,78,50,231,5,0,38,398,8429,7236,195,423,492,51,64,5751,5477,64,36,152,26,2,0,0,6075,5735,85,19,185,15,0,4,80,15,45,0,6484,5852,147,74,301,85,3,6484,5852,147,31,261,2,0,16,175,5895,5535,65,24,224,4,0,0,0,0,0,0,6585,6040,105,79,295,24,0,39,50,20,0,6582,6066,0,171,321,24,0,119,223,6,0,5060,2536,2475,5084,2301,2783,5228,2529,2310,5201,2323,2738,5111,2257,2671,4305,1953,2288,5547,2578,2835,5825,3277,2468,5808,3333,2362,5646,2005,3582,5867,3230,2525,5798,2610,3128,5764,3125,2630
85,HI36,8478,8092,162,69,102,72,7,0,0,8941,8201,331,226,96,82,17,0,0,9061,8124,267,92,241,194,9,9108,8305,471,202,78,60,16,148,42,0,0,0,142,9348,8470,380,291,160,37,9,6128,5920,80,37,51,47,3,0,0,6670,6260,164,149,39,45,0,135,35,0,10,0,6879,6297,141,55,134,151,8,6879,6297,141,27,91,11,4,42,266,6875,6355,320,149,34,35,0,0,0,0,0,0,6895,6330,245,199,73,33,0,185,43,15,0,6934,6447,296,7,130,54,0,7,101,8,0,4698,2163,2471,4597,2100,2497,5020,2102,2471,4976,2054,2685,4907,2033,2622,3970,1638,2253,5396,2185,3017,5628,2784,2714,5598,2871,2538,5599,1659,3838,5685,2690,2892,5615,2200,3263,5534,2629,2903
86,HI42,9419,9058,113,62,128,54,2,0,0,9980,9765,81,80,46,17,15,0,0,10394,9464,263,134,154,206,10,10173,9784,51,161,90,74,33,50,10,6,0,0,272,10312,9807,116,88,115,123,17,6957,6745,62,37,69,34,2,0,0,7650,7505,48,65,15,8,0,15,0,4,14,0,8025,7443,141,86,89,134,8,8025,7443,141,45,45,16,1,55,279,7795,7535,39,89,50,43,0,0,0,0,0,0,7915,7650,80,19,89,63,0,4,0,4,0,7825,7520,84,33,96,82,0,0,23,0,0,5649,2744,2856,5649,2643,3006,6041,2608,2981,6024,2544,3226,5928,2538,3098,5010,2108,2834,6532,2741,3606,6838,3401,3307,6793,3592,3037,6777,2145,4541,7087,3504,3473,7013,2974,3928,6952,3488,3457
87,HI43,15112,14102,337,267,275,126,10,0,0,15732,14335,444,319,513,133,0,0,0,16131,14222,593,423,373,350,17,15994,13947,965,491,510,164,75,247,441,10,0,21,363,16151,14192,505,430,309,144,47,11337,10695,205,157,169,91,6,0,0,11770,11015,285,135,249,124,0,105,224,4,0,0,12886,11524,391,297,272,247,11,12886,11524,391,178,213,18,4,73,485,11470,10710,218,130,309,153,0,0,0,0,0,0,11800,11185,355,45,125,103,0,45,115,8,0,11712,10915,262,218,188,121,0,145,146,0,0,7752,4024,3660,7731,3950,3781,8280,3816,3850,8236,3866,3964,8069,3658,3920,6403,2816,3447,8733,3784,4647,8961,4644,4123,9098,5135,3690,8887,2609,6121,9477,4912,4401,9347,4039,5027,9238,4851,4375
88,ME1,3965,3835,38,36,20,36,0,0,0,4004,3923,33,9,20,15,4,0,0,3998,3717,76,66,52,56,7,4043,3923,42,7,32,38,4,4,9,4,0,0,61,3992,3876,31,17,38,22,5,3191,3100,28,24,14,22,0,0,0,3210,3145,35,10,10,14,0,10,10,4,4,0,3294,3079,62,51,36,37,7,3294,3079,62,34,19,0,3,14,83,3335,3230,40,4,24,34,0,0,0,0,0,0,3175,3095,35,4,18,18,0,4,8,4,0,3223,3071,85,4,50,13,0,4,36,0,0,1752,968,762,1768,1005,763,1900,833,929,1854,880,876,1827,872,868,1328,539,752,1976,809,1096,2040,931,1064,2012,1088,860,2026,557,1427,2173,935,1213,2130,813,1256,2080,972,1108
99,ME2,4820,4606,70,56,54,45,0,0,0,4884,4519,79,71,189,43,0,0,0,4872,4444,91,71,90,117,2,4915,4483,109,55,168,53,4,29,67,20,0,0,207,4892,4568,85,32,32,86,8,3633,3512,44,26,26,27,0,0,0,3790,3595,50,55,60,25,0,20,60,25,0,0,3855,3577,51,39,70,76,2,3855,3577,51,30,49,2,0,15,131,3835,3665,75,45,30,20,0,0,0,0,0,0,3925,3785,65,10,30,25,0,10,30,25,0,3934,3804,58,0,52,10,0,0,8,0,0,2376,1263,1092,2248,1238,1010,2404,884,1330,2359,1023,1205,2304,1012,1147,1717,655,1020,2533,948,1498,2619,1122,1435,2592,1327,1202,2631,666,1912,2781,1115,1624,2733,989,1667,2648,1200,1446
105,ME3,8477,8072,133,82,88,127,10,0,0,8623,8175,224,29,100,58,37,0,0,8741,7916,216,146,85,309,5,8695,8231,194,31,122,37,65,14,106,0,0,0,150,8746,8090,48,268,91,124,18,6589,6340,69,42,57,88,3,0,0,7110,6800,140,10,65,54,0,10,55,0,35,0,7069,6506,132,80,60,235,2,7069,6506,132,36,37,17,1,20,320,7155,6825,125,15,90,34,0,0,0,0,0,0,7135,6800,35,124,65,93,0,70,65,0,0,7071,6812,16,70,31,71,0,26,31,0,0,3736,2093,1600,3627,2062,1565,3842,1487,2049,3810,1706,1882,3767,1675,1861,2791,1085,1657,4004,1549,2331,4153,1804,2281,4085,2066,1946,4089,1104,2923,4501,1852,2573,4408,1681,2574,4322,1947,2371
106,ME4,7668,7456,80,29,45,52,5,0,0,7888,7641,131,33,27,50,0,0,0,7965,7338,146,110,67,191,8,8007,7750,173,21,22,37,0,18,16,0,0,5,45,7924,7478,241,12,147,145,0,5947,5809,51,16,24,41,3,0,0,6585,6400,105,24,10,50,0,20,10,0,0,0,6568,6094,102,91,51,154,1,6568,6094,102,63,34,14,0,16,245,6715,6510,145,19,10,39,0,0,0,0,0,0,6715,6375,155,10,35,38,0,10,35,4,0,6672,6302,159,17,101,48,0,13,15,0,0,4464,2363,2058,4487,2317,2170,4904,1951,2621,4901,2098,2613,4834,2183,2464,3946,1569,2314,5254,2086,3013,5465,2498,2870,5454,2818,2506,5448,1597,3756,5483,2377,3033,5436,2060,3268,5342,2455,2883
107,ME5,7881,7631,68,47,55,96,6,0,0,8034,7864,44,14,57,50,0,0,0,8008,7484,118,74,58,167,14,8459,8274,45,69,30,30,0,62,22,10,0,12,34,8195,7848,93,88,57,82,6,6080,5928,39,22,25,73,4,0,0,6455,6375,18,0,23,35,0,0,19,10,0,0,6517,6143,71,43,35,122,12,6517,6143,71,7,23,8,2,22,241,6710,6600,18,55,18,20,0,0,0,0,0,0,6635,6420,58,69,30,60,0,65,18,12,0,6835,6514,106,100,38,63,4,79,23,0,4,4563,2406,2074,4423,2394,2029,4690,1913,2492,4651,2054,2382,4551,2112,2236,3550,1467,2007,4946,1992,2818,5111,2286,2729,5050,2557,2362,5094,1544,3473,5407,2268,3066,5324,2033,3169,5253,2363,2888
108,ME6,3191,3078,30,14,36,24,9,0,0,3540,3390,25,4,75,26,13,0,0,3385,3138,57,25,36,77,9,3462,3229,34,59,88,18,10,11,57,4,0,0,127,3538,3216,50,121,83,16,0,2515,2446,17,7,18,21,4,0,0,2766,2660,14,4,70,19,0,4,52,3,0,0,2738,2553,46,19,25,62,1,2738,2553,46,12,21,7,1,6,92,2766,2615,8,60,60,14,0,0,0,0,0,0,2818,2611,25,115,58,16,0,0,59,0,0,2860,2669,38,90,43,21,0,0,45,0,0,2054,1208,814,2049,1145,904,2141,1106,902,2148,1101,986,2120,1095,955,1776,877,874,2243,1125,1071,2304,1336,940,2306,1394,862,2309,911,1371,2438,1368,1028,2410,1199,1169,2387,1360,1025
109,ME7,6470,6201,89,79,83,28,10,0,0,6494,6188,89,58,120,33,0,0,0,6572,6103,96,92,110,77,5,6339,6021,93,44,114,22,0,31,93,7,0,0,94,6518,6153,109,96,100,11,0,5465,5264,63,60,59,22,9,0,0,5404,5210,85,30,52,29,0,30,47,7,0,0,5664,5308,72,69,80,56,4,5664,5308,72,45,51,8,2,23,155,5454,5265,84,25,71,17,0,0,0,0,0,0,5507,5344,44,44,65,12,0,29,49,0,0,5520,5225,68,48,137,37,0,48,122,0,0,4348,2457,1859,4451,2389,2062,4444,2428,1763,4415,2289,2012,4314,2144,2050,3768,1858,1869,4673,2430,2148,4841,2986,1785,4807,3011,1726,4772,1933,2797,4875,2986,1805,4809,2497,2253,4782,2924,1854
110,ME8,9319,8907,153,97,86,94,3,0,0,9459,8970,196,148,100,63,0,0,0,10784,9585,326,367,155,259,36,9310,8735,246,173,93,66,0,150,48,0,0,0,131,10579,9858,408,91,165,45,0,7468,7180,92,76,64,67,1,0,0,7495,7175,125,87,63,46,0,83,29,8,0,0,9095,8104,258,345,120,222,34,9095,8104,258,246,98,37,19,15,318,7560,7165,184,112,58,48,0,0,0,0,0,0,8640,8185,299,47,84,26,0,32,35,0,0,8836,8253,340,135,33,75,0,58,10,0,0,5290,3102,2121,5106,2957,2149,5535,2745,2335,5421,2798,2457,5396,2769,2381,4309,2151,2095,5581,2721,2679,5706,3182,2397,5661,3365,2122,5660,2125,3414,5931,3132,2713,5833,2759,2949,5773,3136,2636
111,ME9,13108,12641,160,45,186,71,7,0,0,13553,13032,245,79,215,55,26,0,0,14143,13083,324,107,268,156,16,13690,13183,227,78,185,34,27,41,106,0,0,0,133,14160,13441,218,52,299,22,4,9816,9565,89,16,96,48,4,0,0,10205,9955,140,20,60,40,0,20,20,0,0,0,10795,10132,189,45,167,108,2,10795,10132,189,16,113,9,1,54,281,10400,10165,129,25,38,40,0,0,0,0,0,0,10915,10555,129,30,183,20,0,20,54,0,0,11070,10604,137,120,145,59,0,10,38,0,0,8729,4979,3674,8592,4768,3824,8980,4810,3546,9012,4639,4158,8911,4683,3969,7599,3907,3626,9431,4950,4264,9675,5944,3567,9656,6226,3267,9675,4057,5530,9634,5729,3738,9557,4913,4523,9456,5696,3753
89,ME10,16290,15295,318,230,345,114,27,0,0,17116,15846,480,420,340,65,0,0,0,17876,15805,560,352,679,302,24,17257,15633,377,440,617,105,0,313,557,81,0,53,243,17699,15930,439,326,773,86,31,12574,11943,189,132,238,78,14,0,0,13510,12725,334,189,200,53,0,175,165,25,0,0,14419,12936,357,241,505,215,20,14419,12936,357,142,428,18,8,42,488,13575,12535,254,249,445,79,0,0,0,0,0,0,14050,12930,330,228,468,68,0,214,389,45,0,14873,13671,314,119,534,106,4,103,392,0,4,8752,4060,4618,9009,4104,4905,10000,4117,5251,9894,4136,5424,9742,4010,5370,7426,2785,4551,10351,4000,6102,10615,4937,5508,10551,5379,4975,10552,2706,7731,11096,5110,5812,10974,4254,6532,10868,5473,5386
90,ME11,4322,4095,79,58,49,45,2,0,0,4390,4094,23,126,55,90,7,0,0,4707,4271,94,75,67,142,1,4428,4010,0,289,58,84,13,180,45,1,0,0,192,4697,3931,182,424,133,70,14,3385,3245,48,27,28,37,2,0,0,3550,3335,25,100,40,45,0,35,40,0,4,0,3805,3505,64,32,51,104,0,3805,3505,64,20,38,10,0,12,156,3465,3230,0,128,45,40,0,0,0,0,0,0,3640,3355,59,88,95,27,0,80,70,4,0,3640,3297,168,68,84,23,0,60,64,0,0,2174,1143,998,2128,1150,978,2221,874,1203,2212,1023,1071,2174,965,1080,1572,564,980,2257,872,1314,2325,1050,1233,2292,1172,1040,2273,556,1674,2653,1151,1468,2614,1025,1516,2556,1221,1335
91,ME12,7115,6809,116,77,70,60,1,0,0,7187,6798,160,76,152,51,15,0,0,7207,6559,183,131,122,146,7,7224,6728,159,196,155,66,9,63,0,0,9,0,265,7299,6962,204,72,56,63,5,5406,5229,60,40,47,43,0,0,0,5545,5285,85,25,90,0,15,15,20,0,50,0,5709,5289,115,72,72,116,5,5709,5289,115,40,51,9,0,31,174,5545,5225,95,85,65,0,10,0,0,0,0,0,5555,5370,85,30,0,0,4,30,0,0,4,5647,5478,90,15,0,4,0,15,0,0,0,3729,1970,1721,3831,2101,1730,4023,1810,1919,4011,1908,1910,3960,1883,1862,2922,1304,1582,4217,1828,2257,4325,2189,2057,4303,2424,1757,4311,1302,2948,4519,2205,2250,4469,1895,2468,4398,2326,2064
92,ME13,6636,6400,103,52,42,48,3,0,0,6779,6422,156,12,142,53,0,0,0,6740,6143,137,83,50,211,7,6803,6378,156,13,179,51,0,0,107,5,0,0,157,6784,6551,41,34,90,43,20,5106,4953,58,30,24,44,1,0,0,5150,5020,44,4,45,34,0,0,45,4,0,0,5387,4973,79,49,30,150,5,5387,4973,79,23,18,23,0,14,257,5260,5115,40,4,80,28,0,0,0,0,0,0,5520,5380,10,32,40,42,20,14,40,4,20,5433,5118,56,73,42,65,85,12,21,4,85,3459,1641,1786,3412,1697,1715,3568,1337,1976,3530,1472,1879,3494,1456,1821,2646,921,1654,3731,1328,2275,3831,1577,2160,3820,1759,1944,3805,906,2837,4180,1591,2518,4100,1424,2542,4054,1659,2394
93,ME14,4566,4454,28,33,31,20,0,0,0,4722,4469,71,4,144,12,17,0,0,4834,4511,80,43,43,95,2,4767,4420,52,9,188,9,11,0,70,0,0,7,218,4846,4609,56,14,85,0,2,3526,3458,17,16,21,14,0,0,0,3725,3635,40,4,39,4,0,0,4,0,0,0,3938,3708,53,24,28,77,1,3938,3708,53,14,21,0,0,10,132,3655,3550,35,10,60,4,0,0,0,0,0,0,3725,3640,39,15,35,0,0,0,20,0,0,3970,3825,71,4,14,4,0,0,0,0,0,2491,1127,1340,2526,1191,1335,2646,919,1546,2576,1014,1517,2603,1040,1431,1990,682,1288,2803,954,1781,2927,1180,1702,2890,1342,1477,2908,636,2228,3038,1146,1853,3017,944,2002,2955,1200,1750
94,ME15,4350,4096,68,69,84,44,4,0,0,4344,4013,68,143,98,26,6,0,0,4452,3956,121,114,97,117,3,4500,4157,97,104,121,34,11,102,95,0,0,0,49,4808,4488,114,66,123,35,9,3317,3153,45,33,59,29,2,0,0,3332,3165,50,62,24,16,0,62,14,0,15,0,3522,3189,60,78,68,93,2,3522,3189,60,46,46,15,1,7,158,3468,3345,23,45,16,45,0,0,0,0,0,0,3749,3599,48,27,24,28,0,25,23,0,0,4038,3886,36,0,40,25,0,0,37,0,0,2233,1397,820,2337,1577,760,2350,1233,914,2330,1314,921,2303,1339,861,1781,941,800,2353,1225,1048,2371,1422,901,2357,1537,758,2368,927,1401,2373,1368,966,2341,1199,1075,2300,1396,902
95,ME16,3460,3122,96,81,132,42,1,0,0,3761,3260,150,130,152,83,0,0,0,4567,3878,170,184,219,105,4,4060,3600,157,163,86,71,1,148,75,46,0,0,36,3971,3482,189,148,105,56,1,2703,2481,53,50,93,32,1,0,0,2996,2697,86,47,126,26,0,47,71,23,13,0,3777,3279,115,122,157,70,4,3777,3279,115,93,141,13,2,8,126,3171,2902,70,98,57,20,0,0,0,0,0,0,3125,2819,112,80,89,18,0,76,86,10,0,3327,3068,76,50,97,40,0,42,96,4,0,1795,1124,651,1443,940,503,1670,850,685,1651,903,661,1636,912,645,1210,629,567,1967,1003,898,2124,1257,828,2114,1372,682,2124,814,1267,2067,1188,849,2054,1067,941,2015,1221,793
96,ME17,2710,2445,82,87,78,26,1,0,0,2932,2663,98,122,43,20,1,0,0,4512,3803,272,270,134,33,3,4081,3501,209,258,75,113,4,203,39,14,0,0,113,3953,3228,280,273,90,109,0,2192,1997,60,65,50,19,1,0,0,2239,2068,67,53,37,17,0,51,15,8,0,0,4060,3448,248,239,102,32,0,4060,3448,248,198,94,5,0,11,56,3434,2923,254,165,43,17,0,0,0,0,0,0,3379,2766,360,173,52,38,0,170,8,6,0,3206,2682,356,163,11,24,0,155,3,0,0,1501,982,503,951,621,330,1126,612,420,1110,635,431,1102,644,408,867,473,384,1469,821,610,1652,1057,570,1644,1132,480,1647,745,882,1366,809,539,1346,726,593,1329,829,498
97,ME18,4753,4296,101,151,162,64,3,0,0,4481,4097,147,158,49,111,1,0,0,4398,3795,140,216,110,116,9,4400,3992,197,163,38,179,1,75,23,28,0,0,85,4621,4054,241,179,103,179,16,3901,3581,67,103,124,41,1,0,0,3791,3503,123,92,14,99,0,51,4,20,0,0,3691,3242,110,150,75,89,7,3691,3242,110,121,55,18,1,15,129,3699,3375,145,100,7,95,0,0,0,0,0,0,3929,3515,190,100,15,69,0,93,10,15,0,4093,3464,149,129,166,85,0,125,62,10,0,2273,1636,616,2239,1585,654,2401,1530,696,2371,1549,727,2344,1518,696,1892,1232,622,2428,1553,799,2465,1736,677,2459,1801,584,2450,1359,1062,2688,1757,881,2661,1635,959,2627,1800,822
98,ME19,5777,5318,133,155,130,50,1,0,0,5735,4990,209,243,204,176,4,0,0,4338,3897,90,107,158,46,7,4705,4181,100,207,223,62,2,139,190,7,0,0,96,4483,3868,164,204,239,66,0,4682,4352,97,112,84,35,0,0,0,4671,4138,172,133,110,128,0,109,72,15,1,0,3550,3261,59,67,106,38,3,3550,3261,59,48,80,9,0,12,81,3426,3182,42,49,95,80,0,0,0,0,0,0,3322,3073,62,69,62,69,0,71,46,2,0,3365,3067,128,62,36,59,0,62,14,0,0,2463,1690,743,2912,1969,943,2972,1926,852,2952,1867,1013,2919,1880,949,2451,1550,889,2735,1769,908,2633,1911,693,2633,1966,628,2618,1473,1127,2795,1968,787,2769,1760,969,2746,1948,794
100,ME20,4312,3932,83,146,97,50,6,0,0,3847,3474,131,45,121,84,0,0,0,4231,3556,139,244,134,93,6,3689,3104,174,49,217,150,0,19,160,92,0,0,138,4200,3589,214,141,114,126,0,3421,3184,46,81,70,39,4,0,0,3121,2867,79,22,68,76,0,15,68,27,4,0,3546,3071,103,156,91,76,3,3546,3071,103,109,86,10,0,28,139,3072,2701,96,28,85,153,0,0,0,0,0,0,3565,3184,123,106,25,88,0,80,25,58,0,3579,3163,84,236,34,58,0,219,29,43,0,2149,1521,600,2384,1703,681,2185,1302,686,2159,1357,680,2125,1336,646,1606,1008,550,2197,1310,799,2269,1471,761,2133,1522,536,2221,1099,1079,2213,1384,788,2162,1278,817,2133,1411,717
101,ME21,4442,4127,78,60,161,29,3,0,0,4041,3771,21,33,132,86,0,0,0,4310,3880,117,64,149,67,7,4023,3600,63,32,251,64,0,32,201,56,0,0,65,4126,3654,90,52,273,23,0,3441,3257,37,29,101,19,2,0,0,3335,3257,16,7,15,46,0,7,15,35,0,0,3521,3207,81,40,112,58,2,3521,3207,81,21,102,8,0,7,95,3135,3074,37,8,0,36,0,0,0,0,0,0,3268,3140,66,8,55,20,0,8,55,4,0,3327,3150,69,8,77,3,0,8,75,0,0,2748,1827,899,2863,1954,909,2777,1755,830,2773,1763,946,2755,1781,900,2295,1434,830,2850,1776,1005,2896,1997,853,2899,2128,712,2888,1510,1349,3079,2058,975,3042,1833,1179,3020,2077,941
102,ME22,3981,3471,75,179,240,45,8,0,0,4374,3344,58,332,571,70,0,0,0,4204,3408,108,281,290,107,2,4381,3470,83,84,660,86,0,69,646,31,0,9,73,4203,3399,101,110,461,143,0,3291,2959,46,98,172,31,3,0,0,3158,2832,23,95,136,71,0,95,136,44,0,0,3586,2993,79,177,241,88,2,3586,2993,79,130,214,17,1,14,138,3329,3041,40,10,196,85,0,0,0,0,0,0,3364,3027,11,20,210,142,0,10,182,24,0,3477,3228,26,18,180,71,0,4,152,0,0,2016,1245,755,1700,1075,625,1985,1039,859,1998,1131,785,1962,1129,761,1614,817,772,2200,1157,986,2352,1413,900,2334,1538,730,2287,917,1329,2383,1394,954,2357,1235,1070,2327,1428,894
