ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SOS_Total,E_16_SOS_Dem,E_16_SOS_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_22_SC1_Total,E_22_SC1_Dem,E_22_SC1_Rep,E_22_SC2_Total,E_22_SC2_Dem,E_22_SC2_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep
26,26,49066,10255,34480,1981,1152,2641,151,0,0,50698,10732,35381,2491,1122,2820,26,0,0,51330,10753,34878,2419,1507,3880,162,51426,10369,36715,2237,884,2744,29,1184,511,1597,0,855,51215,10561,36195,2621,1089,3037,99,35409,8606,23704,1256,814,1744,95,0,0,36338,9544,23616,1282,422,1429,0,1127,329,1314,0,74,0,39246,9245,25698,1581,1118,2764,107,39246,9245,25698,1073,772,1517,26,755,36971,9185,24880,1134,459,1283,0,0,0,0,0,37021,9299,24825,1048,510,1297,50,902,367,1041,50,36979,8702,24997,1171,832,1284,33,1015,570,1026,33,17245,11832,5334,16138,10843,5295,17330,9864,5317,16615,11061,5554,15339,9658,3324,15321,10285,5036,15257,11183,3510,18412,11607,6123,21081,13333,7260,20897,12538,7807,18588,11219,6721,15743,9231,6267,15587,9804,5783,14250,9934,0,15601,9825,5421,15372,9254,6118,15576,9583,5993,15321,9176,6145,15356,9473,5883,19168,11616,7215,21001,12225,8332
27,27,52205,30264,19453,1354,706,1064,84,0,0,52167,27588,21801,1392,1062,1058,21,0,0,51855,25702,22492,1585,992,1682,143,51692,26328,22525,1795,812,1182,30,1077,450,271,24,978,52411,24433,24316,2089,1245,1452,177,38586,24399,12439,826,485,762,51,0,0,35816,21953,12109,812,388,489,19,750,304,280,19,36,0,38888,20981,15142,1067,687,1264,110,38888,20981,15142,746,464,277,34,1096,35430,21265,12369,925,270,579,25,0,0,0,0,36698,20377,14421,952,284,590,50,778,241,230,50,37073,20239,14688,792,523,729,66,586,450,148,66,19056,5767,12976,17315,4639,12676,18045,3929,12501,17466,5163,12303,14841,3882,8573,14891,3968,10923,14758,4726,9208,17818,4537,12752,20139,5044,14687,19961,4792,14634,18068,4280,13236,14893,3177,11095,14769,3619,11150,13032,4251,0,14764,3473,10864,14668,3324,11344,14759,3773,10986,14656,3306,11350,14648,3399,11249,18446,4492,13626,20060,4978,14747
28,28,53494,21384,30601,725,408,1237,93,0,0,50702,18663,30105,874,535,1102,3,0,0,51528,18758,30263,968,638,1884,151,49458,18095,29409,848,523,1236,3,460,406,764,3,245,51184,18006,30899,1222,659,1456,6,40237,18301,20769,464,305,918,65,0,0,35781,15942,18476,424,174,757,4,404,155,672,4,10,0,40014,16357,21662,645,460,1424,105,40014,16357,21662,380,273,295,29,834,35301,15327,18581,386,137,772,4,0,0,0,0,36527,15209,19718,415,191,799,6,376,177,355,6,37314,16216,19442,541,226,721,9,436,211,251,9,21282,12319,8600,18805,10612,8193,19196,9402,7971,18347,10490,7857,17034,9557,5292,17054,9824,7230,16929,10670,5541,19364,10314,8529,21415,10919,10103,21150,10566,10054,19492,9969,8997,16612,8415,7781,16386,9040,7346,15098,9463,0,16377,8704,7183,16209,8578,7631,16436,8621,7815,16217,8485,7732,16183,8747,7436,19851,10071,9495,21189,10196,10515
29,29,53984,21149,30248,895,619,2182,100,0,0,54096,18529,32231,680,1151,2737,33,0,0,51784,17944,30193,1009,794,2980,103,52591,18324,31284,671,1134,2986,86,461,503,1216,0,780,51441,17225,31413,680,914,2363,129,41055,17804,21334,586,439,1482,56,0,0,40393,16065,22458,370,367,1120,0,360,285,898,0,35,0,40532,15458,22225,652,601,2197,71,40532,15458,22225,369,353,871,15,996,39460,15688,21813,391,216,1225,0,0,0,0,0,39052,14803,22433,422,267,1053,0,374,176,730,0,40056,15174,22082,622,250,1717,6,516,95,1083,6,22430,12111,10125,19433,10144,9289,20686,8235,9732,20157,10208,9949,18477,8766,6490,18464,8996,9468,18435,10869,6756,21077,9655,10674,23364,10432,12428,23274,9803,12887,21281,9146,11443,18670,7583,10698,18546,8647,9899,17031,9129,0,18519,8297,9727,18368,8033,10335,18506,8095,10411,18377,7908,10469,18348,8248,10100,21779,9362,12046,23400,9662,13241
30,30,47640,10316,18803,1053,417,18549,101,0,0,50746,10722,20358,1070,778,19415,49,0,0,48020,9933,19160,1012,587,18705,93,48862,10011,19715,1067,400,19019,45,761,210,17459,6,665,48967,9644,19114,1138,371,20727,71,35308,8710,13223,782,273,13079,65,0,0,37037,8603,13938,578,179,13718,4,484,118,13467,4,26,0,36525,8587,13793,727,419,13685,74,36525,8587,13793,469,226,12619,17,618,35956,8304,13507,695,59,13442,4,0,0,0,0,35933,8266,12756,632,31,14140,4,567,8,13567,4,35513,8372,13656,993,218,12191,81,922,194,11810,81,14392,9382,4847,13336,8594,4742,14051,7088,5112,13567,8123,5444,12767,7309,3264,12755,7566,5189,12649,8544,3575,14809,8413,5910,16820,9649,6829,16730,8929,7418,14905,8081,6367,12921,6621,5995,12755,7251,5504,11860,7438,0,12737,7018,5386,12603,6816,5787,12735,6856,5879,12565,6784,5781,12540,6966,5574,15671,8506,6917,17937,9397,8176
31,31,47472,6017,40828,509,239,544,58,0,0,52199,5393,46052,414,250,409,36,0,0,51414,5290,45047,639,371,1197,50,52446,4908,46625,466,341,405,57,364,170,64,9,175,51057,4369,45720,620,219,691,12,32101,5263,26343,326,161,377,37,0,0,28397,4733,23088,337,77,164,10,311,52,110,10,0,0,36600,4507,31274,393,267,876,32,36600,4507,31274,200,141,88,7,287,29183,4102,24330,434,89,148,10,0,0,0,0,30971,3569,26596,497,40,213,0,404,18,64,0,32643,3621,28210,371,74,261,7,245,54,97,7,9203,6219,2854,8855,6107,2748,10737,7085,2940,10144,6397,3747,8457,5641,2115,8550,5665,2885,8448,5665,2413,11073,7232,3514,13194,8335,4597,12871,8293,4145,10649,6794,3541,7094,4287,2562,7064,4307,2757,6513,4351,0,7045,4035,2829,7043,4201,2842,7065,4206,2859,7037,4193,2844,7019,4250,2769,10975,6760,4019,13045,6940,5882
32,32,53727,19367,32138,1500,436,1237,129,0,0,51971,17008,32461,1376,349,1451,41,0,0,51897,15784,33427,1436,601,1650,92,51288,16593,32146,1325,467,1748,44,785,402,724,6,509,50618,16463,31785,1046,373,1607,47,38034,15690,20662,976,303,915,89,0,0,33280,13833,18052,812,187,360,19,747,153,329,19,34,0,37362,12761,22533,924,428,1192,65,37362,12761,22533,601,268,266,20,731,32843,12990,18313,731,237,497,14,0,0,0,0,33725,12986,19084,596,153,654,44,468,129,285,44,33223,12590,19063,544,211,594,8,434,91,428,8,15458,6367,8848,13575,5062,8513,14088,4191,8580,13590,4799,8791,11358,3906,5690,11385,3950,7435,11333,4743,6021,13934,4448,9136,16027,4612,11148,15785,4607,10819,13925,4106,9500,10880,2782,7899,10848,3311,7537,9615,3767,0,10804,3003,7549,10763,3070,7693,10837,3284,7553,10775,3007,7768,10759,3124,7635,14278,4089,10016,15690,4137,11290
33,33,52057,30334,15619,1443,650,4966,176,0,0,50311,28265,16198,1557,630,4604,28,0,0,51905,26993,16867,1835,971,6368,193,52233,27627,17559,2077,1009,4838,123,1167,346,4121,5,1365,52019,27207,17548,1975,987,5050,22,40299,25671,10541,863,440,3183,103,0,0,38555,24158,10323,956,324,2819,3,836,174,2615,3,14,0,41212,23517,11930,1223,656,4378,111,41212,23517,11930,839,397,2957,56,1296,40364,23968,11492,1271,440,3176,4,0,0,0,0,40774,23819,11732,1407,418,3367,0,1208,240,3052,0,39709,23485,10908,1356,327,3458,11,1214,217,3194,11,22165,8542,13356,19672,6834,12838,20041,5638,12492,19343,6852,12491,17234,6127,8650,17220,6172,11048,17159,7064,9071,20231,6800,12794,22667,7663,14548,22508,7112,14816,20495,6568,13374,17804,5564,11749,17653,6021,11632,15899,6340,0,17649,6026,11073,17519,5702,11817,17613,5835,11778,17486,5676,11810,17464,5773,11691,21053,6901,13802,22730,7589,14668
34,34,47083,27139,16569,2013,878,1192,208,0,0,50213,25543,21062,2215,888,1105,335,0,0,51533,26294,19832,2673,1348,1932,282,49896,25126,21134,2740,841,1255,324,1611,530,367,102,911,52644,25704,22549,3069,1073,1889,252,35561,22175,10943,1328,601,835,124,0,0,35019,20258,12386,1213,392,595,22,1160,367,442,22,164,0,40160,21886,14055,1934,1017,1434,216,40160,21886,14055,1400,662,351,91,1451,35769,21005,12408,1296,383,516,31,0,0,0,0,38439,22092,13556,1499,515,705,10,1342,394,406,10,37952,22323,12523,1636,709,833,59,1334,540,481,59,16509,6348,9943,14819,5046,9773,15361,4234,9747,14671,5120,9551,12646,4269,6716,12631,4275,8356,12588,4817,7046,15688,4832,10351,18192,5413,12394,17965,5119,12330,16035,4662,10909,13309,3604,9306,13209,4015,9194,11810,4442,0,13178,3925,8899,13156,3827,9329,13189,3843,9346,13142,3812,9330,13123,3847,9276,16692,4862,11522,18662,5361,12958
35,35,48943,24720,22331,715,443,1595,83,0,0,49716,23579,24374,574,786,1145,19,0,0,51861,23573,25080,1056,786,2579,104,49728,23637,24042,767,902,1265,43,250,441,382,34,907,51413,24302,24560,817,1099,1415,46,37728,21343,14985,428,307,1162,58,0,0,35468,20282,14001,285,293,549,1,240,205,327,1,36,0,41103,20815,17690,677,582,1959,70,41103,20815,17690,421,354,474,20,1156,35790,20294,14204,398,326,475,34,0,0,0,0,37685,20980,15231,431,431,691,27,234,240,395,27,38917,21288,15191,870,523,1049,43,648,341,422,43,19431,8878,10210,18883,8250,10633,20042,7404,10561,19289,8627,10662,18208,8004,7599,18210,8196,10014,18120,8843,8225,21210,9088,11403,24102,10302,13290,23884,9874,13279,21763,8994,12104,19428,7887,10968,19261,8303,10958,17380,8688,0,19307,8082,10662,19126,7949,11177,19286,8114,11172,19089,7873,11216,19065,8013,11052,22789,9575,12808,25924,10988,14393
36,36,49589,15769,32036,1167,558,1364,98,0,0,49580,14138,33435,1196,626,721,0,0,0,51075,14078,34471,1393,672,2285,125,48836,13439,33150,1326,550,908,0,1006,271,224,0,690,49777,12693,34327,1812,630,1776,197,36400,13364,21693,708,401,949,68,0,0,33180,12276,19575,827,221,261,0,700,168,212,0,0,0,38596,12206,24430,895,497,1725,96,38596,12206,24430,567,237,339,21,685,33596,12070,20269,743,165,379,0,0,0,0,0,34327,11168,21466,812,201,654,14,679,153,363,14,35231,11888,21857,495,229,822,15,301,127,458,15,18281,10382,7715,16561,9300,7261,17734,9060,6660,17046,9330,7716,15185,8446,4551,15225,9172,6053,15103,8824,5356,17953,10139,7036,20081,11386,8212,19836,11178,7919,17674,9762,7181,14263,7692,5937,14139,7825,6314,13140,8107,0,14173,7453,6246,14097,7618,6479,14155,7753,6402,14102,7619,6483,14065,7731,6334,18110,10035,7621,20546,10770,9303
37,37,43629,19785,20735,1649,1259,1074,136,0,0,45143,18282,22956,2137,1598,1116,87,0,0,49392,19027,25940,2192,1814,2149,150,47345,19399,24653,1830,1290,951,127,1257,1037,291,63,587,51254,19264,28405,1855,1920,1108,72,33653,16984,14329,1125,891,791,97,0,0,32315,14472,15622,1085,630,447,55,893,544,300,55,138,0,38775,16702,18608,1514,1370,1549,101,38775,16702,18608,985,973,299,24,1010,33807,15522,16334,965,605,407,65,0,0,0,0,36974,16227,18258,1049,1030,367,56,885,738,187,56,39187,17619,18683,962,1234,405,9,625,985,136,9,18051,9971,7990,17067,9122,7945,19082,9697,7291,18365,9754,8611,16949,9429,5285,16952,10092,6860,16809,9598,6200,19953,11226,7878,22494,12973,8966,22243,12529,8953,19904,11151,7963,16684,9522,6541,16550,9561,6989,15411,9819,0,16586,9281,6789,16472,9318,7154,16570,9638,6932,16447,9323,7124,16421,9441,6980,20511,11656,8329,22920,12833,9503
38,38,52040,14541,34958,1082,985,1374,112,0,0,50614,12621,35681,871,738,1502,85,0,0,49591,13547,33314,1227,902,1807,129,50307,11893,35895,834,783,1686,163,578,493,683,78,659,48730,11906,34551,847,566,1682,127,39137,12710,24302,803,832,1057,97,0,0,34556,10868,22026,523,214,838,3,479,173,651,3,75,0,38883,12109,24527,887,734,1448,100,38883,12109,24527,557,503,304,20,683,35326,10769,22753,423,258,915,80,0,0,0,0,34576,10940,22140,503,113,711,52,421,84,541,52,34739,11643,21487,610,249,647,81,458,174,442,81,16923,10389,6353,15140,9215,5925,15739,8914,5160,15233,8923,6310,13366,7878,3586,13384,8514,4870,13278,8216,4236,15578,9430,5509,17255,10446,6434,17055,10291,6154,15201,9016,5584,11886,6885,4505,11759,6963,4796,11004,7188,0,11783,6624,4766,11727,6749,4978,11739,6868,4871,11720,6767,4953,11694,6883,4811,15416,9141,5951,17417,9689,7360
39,39,51754,18836,30679,829,606,1944,104,0,0,49483,18107,29070,715,791,1296,28,0,0,51471,18236,30318,743,691,2380,123,49893,17393,29736,839,958,1471,120,496,529,595,0,1102,49570,17135,29339,1265,665,1688,100,38531,16169,20625,555,416,1414,61,0,0,35541,15696,18270,365,230,888,0,332,154,646,0,48,0,40638,16218,22084,564,508,1791,97,40638,16218,22084,338,298,598,19,896,35261,15277,18215,504,331,937,0,0,0,0,0,35208,15471,18011,747,237,742,0,619,182,357,0,35319,15779,18169,461,127,702,8,340,114,332,8,11950,8313,3364,17972,12187,5785,19203,11537,5773,18587,12574,6013,17489,11416,3844,17439,11962,5477,17388,12728,3961,20060,13091,6462,22373,14415,7587,22272,13950,7932,20410,12998,6955,18321,11707,6344,18237,12231,6006,17245,12397,0,18235,12094,5813,18137,11758,6379,18279,12294,5985,18083,11705,6378,18067,12070,5997,21072,13414,7407,22784,14084,8250
40,40,39571,20558,15297,1642,1080,1917,185,0,0,48396,23125,20653,2267,1431,2438,425,0,0,51827,23102,22649,2299,1744,3652,310,48191,22972,20700,1729,1598,2571,341,1196,609,1385,150,1096,51503,23014,22756,1811,2117,3844,349,27559,15661,9461,946,666,1198,104,0,0,34122,17996,13225,1042,566,1155,109,805,362,851,109,154,0,37639,18459,14893,1444,1124,2414,195,37639,18459,14893,965,678,1157,45,1251,34175,18014,13344,765,660,1300,119,0,0,0,0,37531,18660,15205,765,900,1996,79,643,542,1632,79,39496,18748,15902,1043,1003,2663,126,863,542,2020,126,15002,7477,7387,13270,6000,7270,18064,6906,8744,17601,8221,9380,16200,7245,6081,16170,7932,8238,16133,8797,6566,20465,9400,10281,24392,11573,12226,24265,10654,12988,21658,9682,11258,19631,8930,10419,19526,9369,10157,17836,9988,0,19529,9317,9709,19371,9050,10321,19488,9248,10240,19369,8920,10449,19347,9113,10234,23211,10683,12119,27322,12894,13846
41,41,46256,15688,27992,2152,206,958,62,0,0,50494,15187,32514,2015,277,814,11,0,0,51779,13765,34704,2197,474,1402,93,49222,14462,32089,2123,182,740,1,1805,29,419,0,332,50914,14631,33739,1974,143,674,0,32076,12524,17769,1418,138,602,46,0,0,29278,11771,15649,1270,169,444,10,1246,38,391,10,0,0,36491,10997,23049,1479,321,1024,66,36491,10997,23049,1225,220,240,21,600,28693,11186,15613,1306,111,388,0,0,0,0,0,29623,11177,16667,1237,98,346,0,1200,89,248,0,29031,9863,17096,1560,173,323,5,1408,152,124,5,12314,4871,7143,10617,3998,6619,11309,3606,6862,10668,3846,6822,8564,2984,4449,8639,2892,5747,8530,3466,4750,11305,3374,7689,13438,3393,9854,13085,3398,9360,11549,3136,8173,8757,1871,6676,8699,2223,6476,7485,2641,0,8641,2039,6426,8652,2129,6523,8711,2143,6568,8641,2073,6568,8628,2150,6478,12068,3055,8880,13969,3197,10581
42,42,41119,24531,14432,1338,501,771,40,0,0,45806,22562,20652,1868,713,806,33,0,0,51154,23052,23969,2014,939,1819,83,47612,22520,22235,1464,791,1046,28,916,688,422,0,528,49727,21813,24451,1873,956,1215,8,30562,19719,9257,877,374,568,24,0,0,31004,18458,10847,985,259,508,0,909,250,376,0,25,0,37322,18560,15695,1327,671,1329,59,37322,18560,15695,1035,546,375,13,941,31624,18705,11455,913,180,539,0,0,0,0,0,32690,18251,12678,1016,214,599,0,996,165,456,0,33416,18730,13150,828,196,537,18,594,121,289,18,15663,3680,11812,14546,2874,11672,15503,2784,11608,14900,3576,11324,12654,2682,8502,12697,2440,10257,12600,3176,8876,15845,3020,12424,18338,3291,14738,18102,3168,14541,16071,2806,12913,13104,1886,11026,13081,2212,10869,11224,2883,0,13053,2176,10561,13009,2068,10941,13058,2189,10869,12995,2072,10923,12985,2085,10900,16575,2868,13498,18501,3198,15059
