ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_17_SEN_SPEC_Total,E_17_SEN_SPEC_Dem,E_17_SEN_SPEC_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_22_SC5_Total,E_22_SC5_Dem,E_22_SC5_Rep,E_22_SC6_Total,E_22_SC6_Dem,E_22_SC6_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
58,58,46693,16609,1848,27815,357,268,37,0,0,49824,13801,2657,32719,377,393,21,0,0,46573,10581,3163,32064,334,698,46,48417,12389,2366,33263,383,272,18,32589,150,59,18,279,572,46094,11393,2723,31525,350,386,57,34168,14436,1223,18166,255,205,27,0,0,35091,12307,732,21511,177,317,21,21455,157,155,47,0,34553,9487,1936,22516,239,515,27,34553,9487,1936,22085,158,57,14,83,733,33507,10966,610,21501,167,159,17,0,0,0,0,0,32264,9952,763,21086,214,171,28,20935,138,26,28,31538,9640,396,21134,185,142,4,20944,152,32,4,20142,11901,8057,18860,12518,6342,17460,12210,4779,17309,12279,5010,12871,10316,2446,14816,11110,3696,14769,11255,3510,14747,11054,3689,15988,12240,3638,18217,14129,3881,18123,14427,3673,14233,10745,3307,10628,7942,2466,10625,7760,2546,10618,8051,2558,5362,0,2771,5534,0,2793,10610,7968,2399,5388,0,2833,10578,8095,2477,3846,0,3356,14205,10908,3133,16827,13063,3534,16694,13272,3404
59,59,48966,12170,2733,33770,203,348,92,0,0,49188,10231,2845,35629,407,314,114,0,0,46440,7550,5023,33217,268,805,171,46527,9272,2971,33792,391,448,76,33135,307,62,53,51,675,43937,8553,3204,31555,326,343,30,35910,10349,1691,23611,145,268,62,0,0,35327,8793,594,25406,266,174,31,25278,248,79,60,0,34498,6688,3051,24244,165,591,109,34498,6688,3051,23799,124,79,63,69,625,33838,7655,590,24894,253,298,51,0,0,0,0,0,32067,7318,528,23657,229,250,17,23579,213,6,17,30339,6841,672,22570,103,127,0,22544,83,5,0,22818,17503,5094,20944,16925,4019,19128,15361,3395,18994,15273,3701,14283,12540,1679,15800,13150,2643,15779,13344,2426,15769,13220,2540,17398,14637,2671,19966,16614,3169,19868,16850,2998,15045,12441,2472,10667,8713,1799,10682,8602,1841,10650,8782,1862,4282,0,2048,4519,0,2089,10653,8740,1756,6737,3073,1967,10624,8810,1808,3035,0,2543,14581,12112,2347,16073,13195,2706,15978,13425,2538
60,60,47701,16072,942,30257,246,365,18,0,0,44841,13882,1180,28768,412,645,32,0,0,45861,12556,1603,30965,246,721,64,47276,14050,1008,31255,593,545,43,30231,309,166,22,75,1413,46748,13426,827,31112,364,402,73,37216,13573,608,22674,199,299,16,0,0,35015,11656,271,22474,195,345,15,22360,147,191,64,0,36385,10912,1005,23847,185,563,53,36385,10912,1005,23369,113,76,9,104,797,37400,12108,304,24501,158,380,10,0,0,0,0,0,38054,11518,369,25819,165,295,10,25020,117,65,10,37819,11464,347,25650,146,241,15,24858,134,11,15,24279,17333,6745,21591,15837,5754,21546,15315,5784,21355,15383,5949,16304,13298,2915,18166,13868,4280,18141,14027,4107,18114,13801,4308,19578,14888,4573,21792,16141,5427,21718,16511,5186,17230,12773,4292,13016,9618,3189,13030,9561,3204,12993,9712,3277,5682,0,3429,5904,0,3472,12992,9636,3136,11277,7111,3273,12960,9745,3209,4430,0,3949,16852,12594,4134,18973,14022,4768,18876,14327,4537
61,61,39594,30283,1103,7690,329,251,101,0,0,40971,31223,1397,7950,192,283,63,0,0,46187,33527,2261,8897,581,1036,42,41960,32027,1612,7968,150,224,82,7735,95,25,21,0,444,46602,35704,1590,8923,295,295,31,30281,23705,747,5458,228,192,76,0,0,31231,24824,451,5588,115,217,25,5480,54,25,36,0,35481,26445,1412,6573,414,751,39,35481,26445,1412,6340,315,60,19,47,843,31514,25132,492,5440,128,189,20,0,0,0,0,0,35219,28407,284,6018,137,187,25,5902,99,10,25,34444,26705,399,6835,86,265,8,6651,67,16,8,20415,5803,14382,18301,5293,13008,19975,5003,14367,19626,5148,14453,12192,4849,7140,17063,5801,11239,16883,5373,11499,16903,4953,11940,18289,5568,12571,22148,5989,15887,22083,6617,15428,17615,4479,12909,14072,3188,10572,14107,3055,10607,14008,3288,10714,12031,0,10657,12173,0,10679,13990,3174,10455,14007,3406,10275,13931,3343,10579,11239,0,11056,17965,4595,13179,21635,5590,15787,18675,2002,16396
62,62,41139,31556,1102,8000,277,253,11,0,0,42173,30273,1840,9412,266,347,9,0,0,49196,33561,2583,11539,379,1024,33,41622,30151,1779,9043,266,314,12,8878,165,93,0,86,467,48130,34103,1887,11193,457,532,1,30804,24287,722,5442,187,197,9,0,0,31430,23677,481,6934,130,177,0,6921,116,33,13,0,37352,26483,1625,8121,261,759,26,37352,26483,1625,7857,171,98,13,79,1026,31570,23715,602,6795,139,257,0,0,0,0,0,0,37081,27447,554,8512,280,284,0,8500,152,47,0,36929,26290,914,8394,307,1078,0,8329,179,148,0,16492,4781,11508,17233,5060,12173,18588,4725,13304,18378,5059,13276,11172,4681,6333,15229,5507,9696,15117,5152,9953,15105,4813,10279,17051,5537,11358,21352,6362,14726,21326,7010,14263,16135,4523,11366,12123,3141,8638,12131,3012,8626,12089,3220,8856,10083,0,8768,10187,0,8819,12090,3092,8619,12117,3295,8525,12022,3240,8773,9399,0,9184,16494,4736,11568,20429,5902,14334,19287,5272,13959
63,63,40581,29973,1359,7738,1403,203,45,0,0,41932,31003,1638,7256,1905,365,46,0,0,46979,31573,4050,8613,2039,668,60,43080,31598,1366,7959,1940,529,52,7603,1628,150,24,0,712,48814,32712,2736,10925,2294,348,139,35352,27005,1041,5999,1203,167,36,0,0,33630,26793,612,5229,721,241,20,5111,527,99,50,0,40404,28005,3380,6742,1694,517,54,40404,28005,3380,6352,1391,56,24,232,964,34799,27668,680,5542,531,326,25,0,0,0,0,0,39872,28861,1745,8220,701,211,0,7753,555,58,0,44554,32998,2179,7902,1004,367,18,7696,875,108,18,13752,5363,8231,13670,5027,8643,14584,5425,8148,14391,5001,9370,9653,6084,3230,11898,6502,5370,11757,5589,6163,11746,5229,6501,12636,6018,6362,14148,5999,7837,14129,6584,7505,11256,4412,6564,8416,2848,5387,8380,2704,5330,8348,3039,5299,6650,0,5306,6763,0,5363,8336,2927,5124,8386,3130,5000,8296,3049,5238,5902,0,5687,11095,4420,6498,13319,5405,7638,10891,2433,8300
64,64,38634,30683,2436,4757,303,567,33,0,0,45805,36913,3170,5056,219,555,85,0,0,49931,37962,3811,5709,673,1685,78,49050,39036,4035,5184,213,544,91,4750,73,258,5,169,691,52805,39918,4380,6832,754,725,108,29153,23756,1535,3288,209,408,24,0,0,34062,28735,1053,3737,106,348,2,3669,57,235,57,0,38122,30008,2335,3978,412,1253,49,38122,30008,2335,3674,286,229,15,109,1466,36825,31046,1439,3706,94,336,4,0,0,0,0,0,39706,31938,1733,5019,307,510,14,4904,260,70,14,41305,33090,1869,5284,389,583,14,5142,381,51,14,14531,3417,10902,15532,3291,12241,17880,3156,14071,17557,3368,14155,10913,3397,7195,14221,3214,10984,14140,3288,10840,14147,2973,11167,16475,3736,12576,21179,4373,16538,21128,5265,15826,16492,2948,13263,13218,1787,11071,13229,1605,10916,13138,1892,11236,12197,0,10998,12350,0,11104,13142,1780,10844,12327,0,11067,13076,1948,11116,11619,0,11485,17399,3098,14079,23093,4046,18807,22838,3920,18895
65,65,50252,32633,400,15396,148,1829,29,0,0,47875,30296,312,15376,217,1681,0,0,0,46009,29778,453,13525,204,2130,46,47775,30282,215,15405,210,1628,0,15086,110,1433,0,83,566,46602,29505,585,14629,399,1579,35,38169,25435,280,11242,101,1229,19,0,0,37228,24195,228,11612,84,1155,0,11511,52,1012,5,0,36373,23945,305,10447,141,1532,30,36373,23945,305,10167,72,983,3,41,857,37519,24696,140,11297,130,1292,0,0,0,0,0,0,36972,24422,252,10823,178,1335,0,10685,70,1033,0,36039,23728,297,10346,222,1637,4,10029,68,1047,4,26247,9325,16585,27872,11198,16674,25116,8199,16579,24417,8144,16247,15365,6303,8944,20951,7312,13620,20529,8036,12487,20465,7136,13314,22225,7791,14376,26143,8256,17739,26002,9016,16963,21607,6603,14888,17766,4850,12718,17927,4674,12852,17596,5014,12575,13948,0,12595,14142,0,12675,17526,4873,12258,16605,3573,12354,17513,5035,12467,12977,0,12828,21491,6367,15039,24398,6793,17465,24054,7173,16869
66,66,47863,33182,966,11723,230,1901,35,0,0,48325,33643,1179,11231,218,2082,64,0,0,49328,33949,1247,10849,321,2875,63,47484,33412,982,11047,256,1818,50,10764,153,1510,48,61,570,48938,34937,1013,10790,244,1924,23,37519,26635,660,8798,159,1376,19,0,0,37841,27035,681,8382,124,1583,63,8276,55,1355,39,0,39021,27612,800,8176,225,2091,49,39021,27612,800,7890,142,1176,22,61,1318,37437,27020,672,8186,116,1418,51,0,0,0,0,0,38764,28564,608,7927,126,1487,6,7827,84,926,6,39464,29199,829,7743,172,1342,32,7667,128,846,32,19572,5880,13410,19911,5883,14028,20315,5006,14827,19644,5123,14490,12247,4313,7774,16619,4604,11993,16427,4845,11574,16384,4359,12019,18326,5080,13139,22478,5583,16705,22416,6409,15975,17917,4030,13699,14463,2594,11615,14494,2424,11592,14398,2692,11701,12676,0,11608,12785,0,11632,14391,2598,11416,12780,0,11661,14363,2760,11597,12108,0,11988,18274,3976,14166,22177,4597,17419,21852,4534,17304
67,67,52374,15665,408,36099,221,195,46,0,0,46763,13207,529,32836,252,186,43,0,0,45466,12566,381,32187,209,362,52,45888,12990,286,32299,277,195,16,32101,258,51,5,9,189,45655,12724,512,31760,258,628,0,38793,13067,284,25278,167,157,31,0,0,35340,11016,299,23842,55,84,4,23832,45,31,33,0,35173,10577,278,24032,175,292,36,35173,10577,278,23499,132,55,10,16,606,34871,10842,186,23669,45,104,4,0,0,0,0,0,34694,10548,388,23300,49,398,0,23108,45,176,0,33195,9972,180,22738,91,220,5,22461,55,53,5,25964,17307,8411,25460,17787,7673,23028,15673,7145,22601,15106,7479,17167,12813,4283,18583,12625,5947,18472,13096,5361,18403,12737,5655,20101,14063,5987,21900,14948,6814,21837,15292,6530,17890,12015,5789,13810,8908,4751,13858,8723,4967,13771,8929,4833,6633,0,4956,6992,0,5005,13677,8872,4598,13811,9377,4264,13671,9028,4636,5512,0,5254,17315,11521,5719,19093,12552,6401,18944,13153,5787
68,68,56969,25305,627,30456,206,625,39,0,0,51581,23914,240,26742,225,575,7,0,0,49233,20990,565,26653,262,896,37,49882,22631,299,26265,288,546,13,26025,221,332,12,0,364,46789,21125,285,24848,250,498,13,42496,20016,429,21617,146,440,21,0,0,40118,19412,156,19985,105,361,4,19918,105,323,86,0,38756,17250,357,20375,177,673,24,38756,17250,357,20019,132,275,1,57,665,38516,17632,181,20086,144,419,4,0,0,0,0,0,36207,16513,62,19117,146,428,4,18979,84,303,4,36291,16082,89,19553,99,546,12,19288,64,192,12,29697,16106,13270,28563,15078,13485,27549,14605,12648,26774,13995,12749,18070,11001,6983,22685,12050,10620,22464,12742,9716,22388,12072,10306,24284,13350,10878,27748,14642,12958,27651,15134,12490,22760,11809,10848,18174,8949,9063,18270,8796,9179,18092,9032,9049,10656,0,9147,10882,0,9202,18020,8914,8832,16075,6489,8829,18021,9096,8917,9576,0,9415,22329,11450,10812,24902,12431,12329,24688,12671,12006
69,69,51542,21731,870,28583,231,387,43,0,0,48957,21380,1005,25893,448,424,75,0,0,48400,20409,1375,25740,338,740,77,48244,20648,863,26024,518,289,24,25696,202,74,0,39,716,49020,21377,876,26042,611,265,16,38398,16834,591,20706,154,280,30,0,0,37151,16794,441,19476,104,297,4,19357,68,61,50,0,37751,16485,900,19709,230,556,55,37751,16485,900,19234,106,81,11,42,892,36836,16152,445,19800,228,233,0,0,0,0,0,0,37825,17005,452,19955,208,175,0,19858,155,30,0,36682,15837,430,19811,308,293,8,19561,264,30,8,26990,16872,9909,27979,17328,10651,25695,15184,10077,24902,14582,10290,17227,11854,5246,19671,11459,8197,19574,12177,7392,19520,11662,7850,22265,13553,8614,25935,15094,10638,25861,15533,10312,20813,11764,8866,16101,8422,7351,16196,8280,7494,16013,8456,7551,9260,0,7576,9630,0,7692,15899,8333,7213,16086,8730,7117,15900,8514,7372,8193,0,7976,20576,11397,9028,23607,12677,10736,23231,12809,10406
70,70,41876,17812,1788,21676,515,280,31,0,0,48035,17538,2387,26857,1102,145,74,0,0,45641,15923,1916,26477,891,651,73,49380,16921,2507,28704,1076,126,15,28442,979,9,0,106,421,49287,17713,2322,28100,1228,283,24,33133,15970,1308,15355,410,213,21,0,0,36861,15276,770,20142,563,116,50,20039,478,30,15,0,36457,14219,1308,19805,736,505,50,36457,14219,1308,19285,553,52,14,127,899,37664,14393,780,21948,540,106,0,0,0,0,0,0,37933,15460,952,20999,471,71,0,20938,416,16,0,36660,13795,1101,20930,315,345,0,20642,128,130,0,16397,10052,6191,14472,9399,5073,15272,9921,4748,15054,9731,5297,10943,8744,2054,12902,9646,3229,12833,9369,3460,12797,9191,3602,13973,10144,3682,16159,11448,4479,16056,11783,4247,12100,8312,3594,8494,5594,2748,8484,5465,2742,8456,5691,2756,4490,0,2870,4619,0,2867,8449,5575,2665,8489,5772,2551,8433,5717,2701,3619,0,3264,11971,8288,3535,14275,9767,4289,13985,9901,4067
71,71,49658,18369,939,30109,183,183,91,0,0,48435,17840,1170,28954,293,219,0,0,0,48384,17922,2087,27706,382,528,59,47455,18071,1797,27239,328,237,0,26664,266,68,0,48,540,48275,18956,1950,27230,314,416,15,37913,15052,644,22042,150,151,55,0,0,37373,14549,288,22316,73,187,0,22206,70,59,6,0,38058,14957,1589,20973,306,421,37,38058,14957,1589,20549,245,67,2,34,615,36634,15094,397,20919,170,190,0,0,0,0,0,0,37642,15947,464,20971,166,306,0,20624,93,57,0,36876,16129,767,19310,204,606,0,18874,85,66,0,24264,15059,8937,22595,15181,7414,22475,13562,8556,22071,13259,8801,15384,10866,4384,18800,12165,6618,18633,12070,6555,18610,11789,6809,20041,12758,7202,22806,13763,8836,22743,14191,8525,18074,10658,7292,13771,7566,6034,13809,7500,6049,13694,7660,6030,7555,0,6100,7744,0,6147,13631,7554,5839,13751,7957,5605,13636,7715,5915,6616,0,6414,17691,10253,7327,19843,10971,8694,18675,10212,8371
72,72,49009,20024,511,28156,286,205,33,0,0,50001,19692,656,29272,397,301,0,0,0,49629,19407,762,28747,400,502,66,50349,19324,664,29755,576,330,0,29262,535,55,0,15,494,50653,18518,415,30826,673,361,18,37139,15847,361,20682,209,151,29,0,0,38186,15613,197,22139,135,86,0,22080,131,47,35,0,38480,15755,479,21689,307,376,43,38480,15755,479,21266,213,52,6,38,671,38887,15884,240,22370,269,88,0,0,0,0,0,0,38985,15094,154,23166,278,161,0,23116,274,48,0,38405,14604,323,22719,315,347,0,22535,290,77,0,23952,14540,9162,23927,15138,8789,23161,13847,8957,22709,13509,9178,16600,11695,4780,19473,12542,6912,19314,12454,6856,19283,12098,7179,21097,13332,7681,24202,14456,9597,24143,14903,9218,19144,11199,7809,14810,8105,6474,14874,8084,6462,14764,8229,6529,8128,0,6641,8363,0,6678,14688,8100,6323,14548,8022,6190,14664,8251,6397,7177,0,6956,19044,10966,7965,22199,12225,9767,20766,11163,9520
73,73,45334,33914,5109,5219,852,342,55,0,0,47001,34586,4932,6620,762,420,11,0,0,49323,32332,7062,7528,1120,1463,62,48541,35396,5397,6995,737,530,6,5803,561,83,0,217,1083,48670,35113,5191,6902,1090,657,75,32909,25470,3143,3541,566,256,33,0,0,32909,26421,1138,4820,309,216,4,4681,216,88,3,0,37255,25762,4478,5238,809,1036,51,37255,25762,4478,4962,615,73,20,123,1222,34487,27405,1503,5130,307,190,0,0,0,0,0,0,34962,27341,1929,4961,563,262,15,4647,464,12,15,34999,26410,2365,5455,607,201,32,5037,456,0,32,19806,4832,14750,17965,3918,14047,22474,5706,15485,22181,6204,15930,14120,6566,7196,17739,6449,11264,17703,6192,11501,17682,5869,11805,19888,6920,12626,23783,7961,15380,23687,8677,14965,18260,5604,12146,13345,3835,8914,13349,3538,8975,13287,4012,9260,11341,0,9157,11491,0,9230,13301,3794,8870,11461,0,9375,13223,4012,9181,10168,0,9847,18280,5979,11943,22250,7774,14110,22052,7728,14294
74,74,48271,23198,1414,22720,885,282,77,0,0,48905,18813,1530,26949,1353,397,4,0,0,47348,16750,2163,26728,1203,739,75,48340,17719,1605,27552,1296,335,0,26916,1167,43,0,160,729,47101,15677,1875,28547,946,302,11,36295,19227,937,15449,625,201,52,0,0,36469,16077,395,19022,720,257,0,18854,597,66,29,0,36835,14515,1362,19605,951,538,49,36835,14515,1362,19094,749,65,27,113,910,35828,15279,428,19223,652,220,0,0,0,0,0,0,35625,13543,603,20782,572,259,0,20495,547,24,0,33915,12069,627,20580,514,183,5,20314,470,4,5,22968,10584,12224,20845,11078,9767,20790,11131,8923,20529,11067,9413,14473,9602,4672,16800,9636,7143,16744,10118,6611,16710,9601,7094,18481,11140,7152,21103,12853,7930,21091,13404,7653,16758,9756,6726,12572,7068,5194,12593,6814,5412,12543,7255,5271,8109,0,5521,8392,0,5597,12496,7133,5044,12562,7352,5019,12466,7298,5142,6515,0,6085,16466,9903,6332,18847,11985,6526,18834,12214,6596
75,75,37291,26328,817,8330,1619,298,43,0,0,45290,30055,647,10744,3420,313,14,0,0,48647,30000,1643,11972,4189,868,64,46297,31093,936,10450,3565,186,11,10045,3312,106,0,138,664,49584,32692,1413,10969,4061,381,0,28116,20097,538,6281,1036,218,24,0,0,31767,22630,335,7528,1063,206,0,7436,926,56,23,0,37043,23511,1050,8942,2857,645,45,37043,23511,1050,8655,2685,73,12,102,955,32273,23422,346,7352,860,149,0,0,0,0,0,0,34403,24907,388,7559,1060,310,0,7465,1056,48,0,35268,23710,598,8895,1422,440,0,8688,1358,29,0,17490,4666,12651,23271,5698,17573,20861,6068,13994,20599,6059,14483,13981,6318,7407,17839,6313,11505,17758,6549,11187,17761,5996,11755,19266,6757,12300,22733,7429,14987,22718,8000,14688,18814,5826,12670,15699,4589,10735,15696,4242,10884,15607,4770,10818,13047,0,10826,13291,0,10903,15586,4645,10485,15630,4814,10503,15532,4829,10678,11764,0,11448,19536,6305,12968,24956,8842,15717,24826,8807,16001
76,76,46196,11651,2402,30491,1677,297,72,0,0,44330,9439,2138,30850,1902,326,0,0,0,45878,9139,2375,32146,2071,569,61,44398,8607,2220,31767,1893,294,8,30472,1462,63,2,2,1572,44438,9035,1476,32156,1755,246,34,33915,9783,1536,21424,1160,210,52,0,0,31886,8057,383,22715,534,182,0,22581,524,45,55,0,35153,8066,1453,23867,1608,406,32,35153,8066,1453,23319,1464,36,12,92,711,32501,7534,412,23956,570,146,4,0,0,0,0,0,32126,7640,322,23624,598,124,8,23328,537,35,8,33097,7175,596,24960,271,102,32,24537,214,20,32,19797,13989,5710,17436,13263,4173,17909,13016,4431,17735,12858,4856,13164,10702,2370,14921,10954,3961,14881,11388,3485,14851,11076,3768,16445,12576,3747,19017,14569,4247,18945,14825,4105,14670,10873,3622,10756,7636,2921,10773,7419,3113,10738,7771,2948,5655,0,3258,5954,0,3298,10693,7691,2778,10755,7853,2758,10685,7801,2866,4170,0,3779,14538,10841,3558,17038,12833,3975,17003,13026,3966
77,77,49410,15904,2163,31061,312,286,72,0,0,43534,14202,1254,27740,271,207,61,0,0,46048,14084,2463,28599,586,667,69,43025,14398,1397,26960,210,356,44,26180,76,61,0,43,870,45587,13503,2492,29095,524,414,33,37920,13288,1406,22983,225,207,48,0,0,33313,11906,342,20733,146,146,0,20635,67,40,106,0,35820,12231,1513,21349,457,481,50,35820,12231,1513,20795,297,73,17,70,824,32991,12125,416,20106,144,181,0,0,0,0,0,0,34732,11845,479,22104,161,142,0,21519,98,50,0,34243,11044,871,21992,174,263,0,21351,111,54,0,23496,16717,6579,18952,15437,3515,19049,13617,4762,18747,13291,5423,12983,10475,2366,14440,10218,4213,14359,10561,3776,14323,10223,4082,16227,12120,3955,18503,13733,4458,18440,14106,4304,14139,10065,3846,9792,6354,3181,9783,6150,3282,9747,6559,3171,5557,0,3316,5819,0,3389,9672,6456,2909,9715,6679,2825,9671,6545,3096,4200,0,3808,13542,9648,3695,15354,11083,3979,15280,11171,4087
78,78,49699,18701,1689,27986,1290,348,79,0,0,48258,13794,2259,31145,1099,301,44,0,0,46271,12656,2148,29737,1475,553,61,48156,12833,1999,32091,1391,239,26,30929,1159,64,13,26,1137,46387,11345,1425,32388,1277,228,7,37904,15762,1178,19979,909,252,46,0,0,36069,11960,631,22828,410,174,15,22754,345,85,65,0,36210,11213,1402,22113,1206,402,45,36210,11213,1402,21570,1049,77,19,120,760,35999,11265,584,23078,819,142,15,0,0,0,0,0,34709,10246,480,23123,734,197,0,22927,655,33,0,33144,9949,619,21401,1011,193,0,21185,879,18,0,21179,12629,8433,24606,14926,9680,19164,12330,6292,18887,12158,6700,13090,9752,3224,15147,9956,5179,15096,10481,4606,15061,10129,4917,16969,11727,5111,19776,13695,5856,19709,14086,5601,15185,10057,4928,10903,6766,3896,10894,6589,4041,10878,6889,3984,6543,0,4204,6790,0,4252,10815,6778,3773,10879,6899,3790,10827,6916,3893,5132,0,4733,14862,9959,4739,17100,11772,5106,17049,11949,5085
79,79,35959,26303,1154,6302,2032,261,36,0,0,43207,29559,1281,8508,3876,317,28,0,0,50209,33422,2341,7937,5717,869,69,45668,32412,1196,7974,4021,205,23,7582,3770,48,0,13,655,51288,35881,1581,8667,5185,282,60,29914,22540,910,4750,1583,208,29,0,0,32342,24559,866,5802,859,158,0,5730,809,48,109,0,40046,27356,1649,6089,4344,626,50,40046,27356,1649,5768,4014,61,19,66,1113,34444,27192,897,5460,1009,141,0,0,0,0,0,0,38803,30399,1063,6089,1353,150,1,5840,1297,32,1,38949,30566,1144,5785,1381,195,9,5495,1293,27,9,14765,6076,8486,3421,1186,2235,14924,5629,7867,14591,5684,8860,9409,6060,3073,12271,5662,6591,12135,5713,6406,12141,5548,6584,13792,6431,7004,17147,7498,9108,17079,8082,8963,12927,5219,7245,9574,3393,5835,9567,3122,5941,9450,3621,5819,7622,0,5860,7827,0,5931,9443,3431,5581,9519,3324,5574,9392,3644,5742,6659,0,6423,13642,5453,7859,19141,7136,11482,14102,0,13416
80,80,46641,34941,1587,9250,593,488,127,0,0,49725,36383,1864,10091,1037,780,174,0,0,50214,33275,2457,12593,856,1229,158,49771,34617,1619,11986,1220,543,189,10774,684,153,30,270,1622,50934,34160,2293,12679,1132,841,196,34739,26928,981,6150,417,350,77,0,0,38033,28514,1120,7339,379,558,0,6949,283,194,205,0,38168,26284,1604,8806,593,927,93,38168,26284,1604,8327,350,138,51,103,1311,38317,28138,1135,7733,624,354,0,0,0,0,0,0,38880,27917,1439,8237,552,477,0,7861,540,135,0,37859,26388,1289,8956,552,435,0,8463,435,39,0,14201,4253,9778,28065,8799,19266,15869,4635,10729,15640,4649,10967,7889,3588,4224,12754,4136,8606,12702,4328,8367,12682,4230,8448,14414,4929,9368,18789,6152,12383,18771,6859,11884,14001,4259,9549,10289,2713,7403,10304,2523,7525,10249,2798,7444,8790,0,7454,8901,0,7523,10248,2712,7276,10286,2586,7399,10219,2810,7402,8152,0,7937,14616,4562,9896,19235,6245,12790,16535,2685,13595
