ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_17_SEN_SPEC_Total,E_17_SEN_SPEC_Dem,E_17_SEN_SPEC_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_22_SC5_Total,E_22_SC5_Dem,E_22_SC5_Rep,E_22_SC6_Total,E_22_SC6_Dem,E_22_SC6_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
81,81,44224,30684,1122,11818,397,318,30,0,0,44451,30351,1103,12217,699,344,10,0,0,46326,31986,1280,11449,778,846,22,44625,30567,1223,12190,573,316,13,11884,424,52,0,11,463,46438,31777,1327,12344,622,452,12,34388,24711,780,8467,267,248,20,0,0,34398,24588,384,8903,222,186,0,8839,140,89,90,0,36557,26078,797,8466,549,660,9,36557,26078,797,8199,474,74,0,64,871,34568,24820,449,8813,186,239,0,0,0,0,0,0,36123,26125,499,8970,232,272,0,8824,213,29,0,35745,26152,439,8136,234,786,0,7893,192,105,0,20367,6443,13640,21099,7151,13948,21392,6132,14766,21105,6399,14679,13149,5255,7702,17323,5617,11673,17237,5668,11559,17194,5185,12000,19184,6036,13028,23349,6716,16416,23287,7166,16099,18697,4914,13598,15065,3324,11474,15069,3118,11502,15005,3416,11577,12578,0,11472,12763,0,11560,14969,3321,11329,15050,3220,11379,14956,3516,11432,11915,0,11794,19041,4892,14009,23077,5932,16917,17970,0,17675
82,82,41881,17183,902,22673,1119,271,39,0,0,40801,16955,1128,21178,1501,128,36,0,0,45655,16665,1975,24460,2057,727,85,40159,15819,1190,21023,1654,240,28,20661,1512,30,0,383,564,44346,18330,1507,22498,1359,329,60,33863,14629,701,17647,877,216,29,0,0,33010,14936,733,16844,306,134,0,16755,237,53,59,0,38563,14834,1427,20060,1798,575,59,38563,14834,1427,19538,1509,72,10,109,1064,32110,13337,837,17192,239,138,0,0,0,0,0,0,36305,15538,1100,18684,371,191,0,18460,271,23,0,36556,15563,945,18996,553,202,13,18678,371,11,13,19064,13136,5710,15724,12184,3540,17654,11513,5363,17392,11406,5953,11970,9510,2312,14698,9541,5143,14607,9837,4760,14586,9648,4930,15942,10703,5062,18542,11704,6544,18501,12077,6391,14337,8913,5173,10664,6152,4257,10669,5911,4411,10594,6307,4277,6467,0,4423,6723,0,4473,10540,6160,4069,10607,5907,4198,10554,6359,4188,5204,0,4943,14039,8669,5186,15440,9977,5231,12555,6134,6140
83,83,44711,20950,1659,21476,520,383,98,0,0,48787,17947,2524,27120,1068,399,85,0,0,49797,18137,3386,26802,923,1022,126,47781,18702,2125,26178,935,293,53,25062,726,57,0,177,933,48279,19354,1759,26099,1162,395,94,32898,16399,1074,14968,354,264,73,0,0,35424,14151,915,19785,265,315,0,19576,206,48,44,0,37549,14803,2142,19416,710,764,78,37549,14803,2142,18758,583,82,32,63,1086,35405,14324,806,19568,261,179,0,0,0,0,0,0,36416,15486,797,19224,360,211,49,18863,337,39,49,36596,15767,1034,19195,413,272,31,18901,366,10,31,18081,9842,8049,11967,7172,4795,17907,9976,7436,17622,9961,7634,10648,7479,3078,14538,8290,6232,14481,8543,5928,14463,8437,6017,16291,9612,6563,20273,11456,8592,20173,11898,8254,15232,8183,6854,11195,5253,5647,11199,5146,5723,11102,5417,5672,7517,0,5771,7642,0,5831,11092,5280,5525,11148,5171,5598,11065,5426,5622,6596,0,6340,15562,8189,7200,19698,9986,9451,15189,4643,10303
84,84,48229,20134,2594,25090,252,408,192,0,0,47940,19763,2028,25642,366,551,29,0,0,48729,19174,2952,25685,400,833,147,48014,18623,3363,25449,420,465,28,24629,332,108,1,284,673,48754,18815,3617,25632,351,621,69,37271,16414,1656,18896,169,298,123,0,0,36919,16040,1032,19486,123,308,4,19328,113,119,50,0,38276,15997,1745,19835,285,539,85,38276,15997,1745,19328,186,79,57,80,804,36841,15279,1521,19579,192,294,4,0,0,0,0,0,36742,15312,1521,19370,162,423,14,19150,121,104,14,36972,15278,1502,19672,111,384,8,19417,85,59,8,21265,12221,8757,20105,12045,8060,19542,10766,8492,19061,10488,8550,12428,8266,4106,15628,8861,6747,15558,9310,6246,15536,9052,6476,17340,10095,7190,20739,11539,9046,20655,11893,8747,16160,8705,7349,12360,6184,6027,12376,6023,6127,12293,6248,6044,7457,0,6093,7664,0,6111,12261,6123,5882,12323,6140,6002,12214,6292,5916,6549,0,6363,16262,8648,7511,19513,10203,9135,19323,10184,9127
85,85,46609,24765,1425,19954,327,416,46,0,0,46205,23358,1180,20940,371,473,78,0,0,46765,22796,1531,21153,589,852,90,46405,23572,1242,20912,352,429,66,20267,247,103,36,67,867,46661,23559,1399,20905,385,589,85,35243,19799,926,14148,229,305,29,0,0,35178,19040,569,15031,230,303,3,14868,195,129,28,0,36088,18773,984,15361,407,641,60,36088,18773,984,14888,265,106,6,89,977,35394,19456,575,14855,214,332,0,0,0,0,0,0,35608,19565,640,14804,218,394,0,14595,192,99,0,35600,19487,615,14795,204,420,5,14581,183,84,5,19639,8740,10656,17679,7613,10066,17773,7178,10190,17455,7238,10165,10800,5625,5088,14037,5928,8082,13924,6408,7504,13903,5970,7925,15858,6979,8789,19436,8139,11083,19324,8603,10701,15493,6021,9314,12369,4095,8067,12398,4022,8067,12269,4263,7993,9687,0,8095,9972,0,8055,12223,4117,7800,12356,4189,7946,12175,4318,7844,8688,0,8443,15602,5924,9530,18182,6628,11383,17953,6333,11601
86,86,44801,33855,1081,9212,319,491,56,0,0,45380,33597,1714,9288,426,474,30,0,0,46928,33580,1868,9644,616,1206,68,44842,32644,1695,9595,422,473,24,9160,287,143,1,59,858,45527,32624,1759,10018,518,570,61,34185,26804,686,6174,216,385,35,0,0,34737,26987,634,6547,231,351,5,6429,193,77,24,0,36624,27231,1204,6787,428,924,46,36624,27231,1204,6440,298,119,20,94,1218,34680,26567,687,6862,213,355,4,0,0,0,0,0,35395,26867,647,7142,287,419,4,7024,191,150,4,36282,27495,870,7235,257,377,4,7124,182,116,4,19086,4594,14231,18739,5191,13548,18927,3658,14772,18530,3988,14497,10554,3231,7223,14304,3172,11108,14275,3564,10700,14266,3152,11104,16625,3928,12585,21226,4748,16198,21189,5607,15552,16361,3303,12870,12622,2097,10313,12630,1960,10262,12577,2207,10356,11393,0,10307,11521,0,10306,12548,2091,10121,12614,2123,10272,12505,2250,10244,10807,0,10663,16694,3378,13138,20574,4235,16119,20422,4138,16264
87,87,45840,38922,1554,4376,434,691,42,0,0,47650,39716,1662,4941,641,683,31,0,0,48058,38689,2264,4998,722,1456,84,48220,40089,1763,4993,616,692,27,4497,424,367,10,276,795,49051,39815,1997,5028,708,734,163,35039,30362,928,3025,291,521,25,0,0,36260,31175,774,3430,313,473,10,3341,272,256,69,0,37101,30599,1385,3501,505,1094,54,37101,30599,1385,3188,365,198,24,89,1253,36541,31286,892,3544,262,513,10,0,0,0,0,0,37145,31624,977,3633,335,502,19,3520,255,91,19,37013,31329,1230,3423,352,533,26,3294,259,55,26,19851,3291,16237,20508,3545,16963,21266,2816,17895,20764,3248,17459,12127,2661,9291,16044,2415,13602,15933,2743,13179,15929,2344,13577,18344,2888,15331,22809,3207,19367,22790,4124,18626,18065,2287,15590,14383,1491,12679,14385,1377,12584,14304,1612,12685,13426,0,12558,13538,0,12616,14298,1502,12487,14353,1568,12558,14227,1677,12543,12959,0,12872,18424,2320,15941,22946,3107,19638,22766,2983,19767
88,88,41331,31777,1428,7071,781,356,61,0,0,42679,30360,2247,8818,965,301,23,0,0,46768,31417,2021,10696,1423,1145,67,42862,30309,2059,9018,1158,354,0,8474,824,99,0,62,1027,46812,31971,2373,10527,1293,524,0,30057,23807,871,4620,538,258,36,0,0,31273,23461,924,6201,426,233,0,6133,273,93,26,0,35402,24825,1272,7339,966,855,43,35402,24825,1272,6993,758,130,12,129,1283,31719,23591,954,6206,647,281,0,0,0,0,0,0,35309,25148,1046,7615,895,471,0,7168,618,140,0,36058,25545,1376,7803,802,292,9,7419,500,83,9,17003,3949,12908,12133,3194,8939,19035,4505,13778,18701,4763,13884,11331,4478,6630,15322,4560,10745,15232,4933,10294,15247,4334,10906,17164,5243,11723,21188,6193,14623,21124,6803,14283,16830,4424,12052,13357,3083,9846,13343,2835,9860,13289,3203,10060,11586,0,9956,11767,0,10003,13258,3037,9710,13328,3152,9810,13233,3309,9908,10714,0,10488,17371,4793,12287,21915,6649,14965,21599,6634,14936
89,89,46194,28538,2090,14136,1067,672,76,0,0,46213,27725,2044,14911,1212,691,86,0,0,46092,27098,2302,14618,1134,1077,116,46452,27800,2231,14783,1232,682,67,13973,925,222,3,117,1187,46229,27369,2365,14749,1153,864,56,35614,22802,1277,10347,871,486,52,0,0,35202,22162,1120,11153,304,441,4,10806,247,171,105,0,36504,22149,1475,11199,883,803,86,36504,22149,1475,10735,691,193,29,112,1120,35433,22120,1283,11221,274,514,4,0,0,0,0,0,35441,21970,1297,11195,352,524,0,10873,334,134,0,34788,21948,1300,10517,353,478,35,10134,293,109,35,18269,6841,11179,17704,6884,10820,17173,5794,10842,16801,5829,10942,10550,4660,5760,13446,4790,8632,13380,5379,7997,13373,4915,8452,15059,5666,9281,18304,6593,11476,18225,7125,11083,14104,4687,9262,10686,3052,7481,10700,2929,7491,10632,3157,7470,8487,0,7521,8690,0,7580,10632,2978,7427,10656,3108,7391,10587,3246,7336,7893,0,7747,14266,4701,9465,17375,5673,11555,17265,5671,11587
90,90,49115,31483,500,16275,453,548,25,0,0,47429,29533,518,16653,338,469,118,0,0,45682,28728,643,15180,381,829,72,47941,29750,768,16540,545,570,23,15899,485,240,16,0,782,46201,28651,968,15579,539,546,30,37879,25032,355,11880,302,410,14,0,0,37104,23795,246,12566,117,383,40,12448,105,166,24,0,36271,23450,400,11534,271,647,45,36271,23450,400,11102,202,159,12,52,894,37607,24534,313,12192,123,462,10,0,0,0,0,0,36074,23567,323,11460,248,464,0,11287,230,131,0,35084,22728,385,11276,208,488,4,10926,198,156,4,23531,8457,14701,23554,8904,14650,22153,7335,14515,21593,7364,14197,13794,5856,7793,19037,6500,12520,18845,7388,11446,18766,6505,12252,20107,7162,12875,23896,7799,15928,23801,8472,15302,19162,5846,13211,15490,4077,11184,15555,3867,11290,15445,4148,11290,12293,0,11192,12555,0,11306,15328,4030,11003,15433,4123,11110,15227,4227,10997,11488,0,11374,19238,5695,13461,22363,6443,15789,22236,6552,15670
91,91,43330,30134,3102,8578,930,838,158,0,0,45205,30399,3609,9370,1082,1185,46,0,0,46948,29929,4769,9616,1421,1744,172,45630,30468,3840,9816,1142,1083,81,8361,830,358,0,42,1733,46683,30881,4337,9772,1286,1236,108,32818,23662,1958,6065,661,595,106,0,0,33287,23627,1785,6779,464,745,0,6499,285,357,45,0,35679,23812,2946,6965,989,1207,127,35679,23812,2946,6442,712,220,40,98,1409,33810,23711,2069,6934,427,679,0,0,0,0,0,0,34385,24019,2015,6922,703,734,10,6464,328,164,10,35052,24423,2429,6768,739,623,31,6262,403,122,31,17431,4741,12474,16771,4593,12178,17745,4009,13113,17368,4188,13142,10299,3469,6642,13720,3578,10077,13681,3873,9803,13683,3650,10025,15409,4130,11122,18870,4794,13802,18793,5364,13407,15049,3419,11399,11820,2173,9396,11821,2124,9257,11748,2308,9434,10314,0,9271,10436,0,9336,11746,2229,9191,11802,2243,9324,11694,2388,9280,9806,0,9700,15279,3492,11605,18884,4381,14301,18720,4225,14473
92,92,46419,38707,639,6234,220,700,7,0,0,45538,37530,1036,6492,283,286,35,0,0,45604,36934,818,6349,390,1062,31,45448,37191,1080,6345,296,602,33,6006,201,135,32,48,751,46373,37722,1083,6523,283,1177,20,35824,30531,434,4257,156,508,7,0,0,35677,29965,621,4685,130,254,0,4652,90,82,12,0,35579,29384,484,4533,286,818,12,35579,29384,484,4313,207,192,0,52,947,35420,29567,604,4515,111,539,0,0,0,0,0,0,35838,29924,609,4364,91,501,0,4205,83,74,0,35349,29253,413,4683,159,528,0,4502,97,56,0,19458,4056,15066,18721,4010,14711,19456,3009,16105,18817,3428,15344,10981,2612,8267,14780,2667,12084,14676,3158,11514,14674,2573,12093,16916,3028,13814,21219,3368,17703,21121,3980,17121,16819,2354,14345,13644,1609,11869,13652,1496,11738,13573,1675,11891,12437,0,11774,12590,0,11822,13544,1617,11693,13514,1472,11808,13526,1730,11789,12009,0,11950,17152,2343,14714,20825,2878,17817,20502,2881,17615
93,93,45345,32666,1705,9767,782,699,97,0,0,45414,31645,2339,10205,928,733,37,0,0,45499,30222,2305,10915,1038,1215,114,45473,31238,2197,10813,921,721,24,10110,545,184,3,80,1108,45953,31131,2244,11125,870,903,102,34714,26020,1123,6605,589,527,53,0,0,34633,25331,1132,7258,418,488,10,7084,302,147,14,0,35647,24812,1538,7677,754,939,71,35647,24812,1538,7218,533,151,21,103,1271,34957,25441,1136,7490,473,460,4,0,0,0,0,0,35326,25589,1105,7592,522,469,14,7411,385,119,14,35493,24893,1246,8256,622,453,17,7941,447,81,17,19139,5060,13843,19020,5382,13638,19247,4504,14156,18849,4747,14030,11314,4069,7088,14848,3929,10881,14787,4340,10428,14782,3985,10786,16552,4644,11762,19820,5237,14294,19759,6004,13711,15904,3802,11857,12392,2429,9721,12393,2326,9624,12323,2570,9736,10907,0,9695,11038,0,9691,12336,2446,9529,12377,2510,9593,12268,2618,9629,10291,0,10111,15958,3845,11920,19366,4746,14392,19177,4640,14519
94,94,38494,32978,1534,3412,257,323,29,0,0,47022,39689,2316,3662,787,662,0,0,0,49348,41252,2519,3572,579,1265,78,45934,39689,1997,3187,772,399,0,3066,654,94,0,13,425,46730,41013,2081,2910,320,598,0,29490,25746,1002,2341,166,248,16,0,0,35719,31640,1170,2375,298,287,0,2314,289,131,0,0,38828,33188,1650,2507,362,957,54,38828,33188,1650,2298,236,135,27,84,1210,35539,31857,1051,2212,217,215,0,0,0,0,0,0,37519,33662,1435,2148,162,245,0,2041,150,24,0,40875,36330,1765,1959,241,512,72,1813,203,88,72,18981,4710,14059,15472,3700,11772,21758,4615,16179,21358,4650,16655,15407,6006,8937,18634,5415,13187,18495,5322,13160,18499,4805,13677,20629,5727,14628,24984,6012,18559,24898,7054,17773,20586,4465,15686,17546,3030,13934,17522,2747,13730,17404,3378,14014,15849,0,13768,16011,0,13846,17418,3144,13503,16018,0,13832,17293,3413,13847,14631,0,14402,21680,4760,16556,28041,6347,21284,27714,6062,21616
95,95,35815,30644,2444,1809,359,537,46,0,0,41315,36772,1884,1918,535,273,5,0,0,49017,40815,3293,2380,683,1315,56,42577,38253,1510,1111,776,467,9,804,550,407,0,422,642,50048,43305,2640,1784,780,746,33,28750,25264,1611,1170,251,415,36,0,0,33699,31301,526,1230,357,252,0,1230,251,180,23,0,40658,34971,2161,1527,485,1050,33,40658,34971,2161,1293,321,173,14,180,1545,35391,32816,709,798,595,446,0,0,0,0,0,0,40395,37620,870,816,534,605,0,763,380,125,0,42928,39555,1132,1096,585,579,0,971,338,108,0,15891,3436,12247,17668,3336,14332,19219,3230,15313,18895,3448,15404,12664,4131,8206,16456,3811,12625,16392,3840,12544,16367,3374,12988,18532,4104,14233,23437,4465,18694,23385,5360,17987,19250,3238,15717,16716,2211,14099,16721,1936,14054,16618,2353,14247,15631,0,14098,15730,0,14142,16662,2222,13880,15716,0,14136,16579,2420,14148,14736,0,14596,20755,3534,16959,28045,5010,22728,27751,4801,22931
96,96,38892,32508,999,4371,691,342,52,0,0,46231,35991,1565,6643,1149,1159,0,0,0,50189,39605,2198,5548,1290,1328,102,48606,36927,1762,7285,1136,1306,462,6936,692,162,0,86,2047,50540,39533,1488,6892,1678,1021,637,29225,24658,638,3222,458,250,34,0,0,33546,26887,744,4663,582,611,0,4584,376,142,110,0,38204,30689,1469,4031,820,1009,50,38204,30689,1469,3738,590,173,18,115,1412,34695,27066,838,5044,519,704,0,0,0,0,0,0,36003,28761,749,4587,761,510,0,4585,375,93,0,38372,30342,1542,4914,774,494,0,4777,531,193,0,18555,4795,13574,21139,5066,16073,21858,5136,15529,21374,5170,16118,14609,6331,7841,17390,5828,11528,17286,5623,11648,17275,5202,12058,19851,6255,13258,24109,6897,16755,24003,7754,16200,19167,4874,13766,15179,3163,11409,15163,2873,11193,15062,3466,11582,13428,0,11315,13550,0,11442,15098,3213,11108,13576,0,11427,15006,3529,11444,12215,0,11997,19990,5213,14364,26474,7094,18928,26175,6824,19322
97,97,50520,18907,849,30260,369,398,43,0,0,47868,18659,607,27619,357,676,40,0,0,45905,17379,948,26357,463,929,63,45993,18194,451,26381,287,723,36,25845,137,273,13,83,999,46409,18056,637,26768,312,624,28,38217,15732,622,21449,285,320,33,0,0,37012,15531,364,20451,210,428,4,20380,200,174,17,0,35899,14720,648,19562,350,714,39,35899,14720,648,19005,233,134,8,88,1063,35389,15057,328,19396,149,501,4,0,0,0,0,0,35182,14638,448,19377,234,439,0,19209,111,206,0,33586,14587,608,17705,335,409,0,17475,213,132,0,23069,15836,7032,21231,14896,6335,19636,12842,6051,19276,12623,6605,13765,10702,2913,15394,10664,4704,15249,10702,4526,15232,10350,4865,17007,11758,5075,19238,12462,6438,19170,13203,5923,15147,9715,5144,11054,6536,4186,11038,6354,4136,10972,6787,4160,6655,0,4147,6903,0,4269,10962,6675,3821,6961,0,4263,10917,6845,4054,5222,0,4791,14764,9370,5141,17487,10934,6240,17520,11257,6247
98,98,50154,19805,620,29112,216,664,39,0,0,50738,18463,465,31078,305,525,20,0,0,48083,19486,578,26549,297,1288,38,49383,16795,554,31043,484,652,31,30698,268,308,0,96,664,48532,18282,539,28769,382,598,28,37657,15614,468,21160,138,458,24,0,0,37160,14536,287,21792,144,389,20,21731,119,304,8,0,36781,15446,363,19884,194,957,26,36781,15446,363,19440,126,331,11,95,969,36429,13687,404,21596,206,421,30,0,0,0,0,0,36491,14863,444,20439,207,425,25,20385,131,158,25,36364,15223,378,19968,235,515,5,19852,156,262,5,26449,16950,9313,24390,15686,8704,23276,13650,9163,22902,13511,9342,15017,10334,4594,17395,10590,6789,17320,10779,6532,17311,10567,6734,20022,12142,7771,23833,13499,10123,23693,14031,9633,18552,10369,7999,13642,7031,6405,13679,6923,6368,13603,7156,6433,8650,0,6524,8889,0,6619,13600,7149,6153,8881,0,6601,13576,7242,6327,7398,0,7050,18320,9985,8176,21740,11235,10280,21545,11423,10107
99,99,44787,18392,780,25120,307,404,27,0,0,44023,18044,801,24593,284,370,7,0,0,45672,15871,1363,27314,440,944,40,46894,18687,1034,26430,451,314,37,26157,150,106,0,111,650,45438,17592,984,25778,883,238,50,33415,14955,543,17533,225,311,21,0,0,34321,15083,389,18502,160,261,0,18322,105,86,16,0,34888,13054,928,20079,319,677,21,34888,13054,928,19480,237,163,5,121,900,36256,14583,567,20521,202,256,0,0,0,0,0,0,34837,13510,414,20195,350,131,0,20022,233,13,0,35436,13421,507,20685,493,215,4,20517,361,55,4,20786,13092,7536,20454,13043,7411,19881,12437,6945,19592,12231,7325,13805,10320,3359,15807,10787,5011,15714,10889,4817,15704,10690,5006,17431,11832,5485,19852,13024,6624,19740,13524,6201,15747,10151,5407,11915,7341,4331,11915,7190,4307,11852,7510,4327,7043,0,4443,7231,0,4511,11867,7483,4052,7249,0,4509,11808,7571,4223,5445,0,5025,15731,10137,5426,19414,12316,6848,19419,12665,6734
100,100,40918,32131,1278,5908,1360,350,42,0,0,45631,34823,1927,7820,1142,357,20,0,0,47686,33025,2053,9016,2236,1265,70,45982,35599,1650,7490,1138,410,20,7087,851,200,20,97,482,46965,35038,2367,8074,1429,649,5,29673,23948,860,3785,890,247,29,0,0,32486,25869,983,4953,434,201,15,4842,333,179,35,0,35937,25685,1361,6247,1561,981,54,35937,25685,1361,5919,1390,212,21,91,1258,32862,26359,989,4739,434,210,20,0,0,0,0,0,33118,25986,1162,4966,465,470,0,4896,431,125,0,34922,26175,1015,6600,708,511,1,6258,612,44,1,17241,3987,13139,18166,4167,13999,19377,4364,14319,19108,4414,14655,11686,4673,6790,15287,4874,10398,15222,4801,10403,15197,4441,10738,17324,5221,11909,21284,5898,15064,21265,6704,14524,17038,4405,12312,13535,3197,10000,13528,3023,9825,13449,3320,10118,11805,0,9976,11906,0,10036,13470,3277,9699,11950,0,10046,13407,3414,9981,10838,0,10572,17498,4760,12470,22059,6421,15326,21629,6312,15290
101,101,41589,31504,1310,7018,1521,381,58,0,0,41862,29252,1763,9448,1195,288,82,0,0,45885,30596,2024,10846,1454,986,83,41813,28401,1808,9898,1285,700,74,9019,1081,69,0,171,1268,43233,27730,2073,11619,1338,711,47,32685,25371,947,4964,1203,287,38,0,0,32935,23900,1017,7159,622,227,0,6930,500,27,44,0,36356,25260,1465,7736,1128,733,53,36356,25260,1465,7366,946,145,25,122,1027,32810,23142,1013,7424,708,554,0,0,0,0,0,0,33592,22485,1121,8801,761,561,0,8418,660,41,0,34450,23260,1302,8314,775,589,25,7997,734,59,25,18421,5000,13243,17791,5058,12733,17907,5133,11947,17602,4987,12568,11667,5492,5901,14207,5393,8793,14085,5220,8852,14032,4750,9269,16100,5955,9916,19517,6888,12301,19491,7676,11757,15375,4897,10163,11940,3251,8381,11924,3027,8303,11841,3431,8396,10053,0,8282,10226,0,8380,11857,3338,8037,10233,0,8370,11787,3508,8267,9023,0,8809,15606,5142,10204,18955,6562,12041,18945,6671,12263
102,102,48670,38480,953,6748,199,2433,41,0,0,49369,38164,1122,7506,296,2250,5,0,0,48195,35780,1142,7335,376,3574,60,49346,37336,1157,8084,614,2053,5,7892,443,1344,2,182,979,50863,38695,891,8570,520,2234,7,36113,29032,627,4740,142,1678,17,0,0,37146,29573,661,5133,129,1667,0,5089,111,1307,10,0,36886,28094,700,5348,223,2461,34,36886,28094,700,5060,149,1412,5,54,1412,37316,29996,676,5020,289,1663,4,0,0,0,0,0,37998,30860,609,5117,153,1298,9,5071,140,541,9,37408,29925,650,5292,256,1201,19,5192,221,495,19,19260,4788,14235,19012,4428,14584,20100,3903,15786,19767,4027,15702,11587,3426,8028,14782,3412,11359,14710,3665,11039,14703,3291,11400,17513,3971,13445,22339,4572,17581,22286,5342,16913,16860,3130,13552,12613,1921,10446,12615,1833,10270,12569,1983,10575,11347,0,10402,11448,0,10471,12567,1952,10285,11456,0,10454,12516,2026,10481,10826,0,10709,17193,3103,13935,21808,3704,17951,21757,3831,17914
103,103,48994,17626,1527,28449,1259,481,61,0,0,45827,14970,1546,27660,1269,513,59,0,0,45542,13658,1742,28391,1222,765,81,46179,16910,1830,26004,1192,280,47,25501,867,94,25,231,719,46442,15054,2044,28228,1043,293,115,35336,14887,1087,18277,948,337,47,0,0,34035,12506,939,19605,684,224,0,19500,573,45,80,0,33836,11726,1237,19506,926,586,55,33836,11726,1237,18921,808,98,26,101,919,34311,13962,913,18536,719,126,0,0,0,0,0,0,34496,12799,1133,19828,625,216,0,19654,491,34,0,33593,12104,1020,19585,629,279,19,19359,515,46,19,19977,12312,7512,16936,10591,6345,16917,10535,5852,16634,10353,6247,11885,8691,3051,13030,8598,4415,12966,8749,4205,12938,8502,4426,14971,10019,4815,17666,11513,5884,17559,12033,5489,13300,8346,4738,9336,5311,3801,9332,5161,3774,9282,5475,3787,5938,0,3830,6094,0,3926,9280,5432,3522,6112,0,3914,9241,5545,3679,4767,0,4386,13047,8194,4666,15310,9715,5330,15226,9890,5314
