ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_14_AG_Total,E_14_AG_Dem,E_14_AG_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_SEN_SPEC_Total,E_18_SEN_SPEC_Dem,E_18_SEN_SPEC_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_AUD_Total,E_18_AUD_Dem,E_18_AUD_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
23,12A,42453,40573,974,334,267,384,18,0,0,42297,39199,1591,695,421,477,130,0,0,42355,38314,2202,558,387,783,167,42158,38843,1722,637,430,516,152,302,339,211,81,625,42353,38411,1985,815,322,635,149,32943,31765,587,166,191,270,10,0,0,32172,30789,569,268,172,368,14,211,164,201,14,28,0,32575,30114,1344,287,232,522,91,32575,30114,1344,162,163,143,75,514,31968,30461,670,229,230,429,19,0,0,0,0,31900,30240,689,294,244,508,14,201,218,216,14,31681,29758,856,282,226,526,0,232,183,286,0,23709,11510,11293,22390,10609,11781,17517,9084,7636,17008,8210,8212,16991,0,0,22568,7260,13649,18850,9461,8849,18774,7655,10293,18781,7579,10616,18511,6665,10877,18381,6939,10317,18445,7070,10634,20677,7685,12202,23597,7724,15430,23275,7809,14177,20838,7365,12860,18778,6102,12143,18609,5926,12669,18524,5592,12188,18569,6790,11762,18690,5403,12384,21681,7367,13879,23760,7279,16019,23438,9759,13053,23267,6742,16495
24,12B,39954,37826,1334,332,266,227,24,0,0,41400,38675,1619,454,334,391,15,0,0,42869,38944,2297,559,371,559,40,41814,38849,1711,335,444,401,185,124,134,131,116,715,43278,39871,1790,393,446,463,183,30751,29579,745,140,148,145,14,0,0,31482,30194,610,316,132,251,0,217,36,175,0,1,0,33214,30823,1334,280,241,389,30,33214,30823,1334,174,166,77,12,588,32030,30506,671,203,266,254,115,0,0,0,0,33429,31683,891,241,188,299,120,161,94,142,120,33912,32389,789,187,154,223,72,143,77,58,72,21691,9141,12051,21175,8473,12702,15492,6674,8183,15128,5891,8768,15069,0,0,22434,6078,14850,18372,8317,9574,18326,6479,11169,18331,6509,11311,18128,5640,11629,18055,5919,11161,18044,6064,11327,20956,6962,13213,24780,7744,16548,24403,7544,15417,21491,6930,13903,19810,6131,13131,19663,5867,13779,19482,5436,13327,19567,6805,12746,19702,5368,13444,23137,7506,15090,25584,7718,17405,25097,9999,14363,24834,6878,17907
25,13A,42613,40432,1094,347,559,199,42,0,0,44784,42181,1272,755,483,164,102,0,0,42773,39493,1382,845,424,435,22,44982,42212,1225,727,425,139,80,533,278,47,0,382,42562,39956,994,870,330,275,34,32666,31310,636,200,391,120,25,0,0,34035,32907,448,381,163,109,0,285,136,34,0,16,0,33141,31078,847,472,318,269,10,33141,31078,847,349,239,52,0,506,33935,32769,484,362,177,90,0,0,0,0,0,32522,31368,505,299,175,161,18,235,138,26,18,33002,31537,634,304,428,142,24,183,180,20,24,23548,9866,13047,22826,9086,13740,15458,6693,8037,15038,5936,8623,15012,0,0,23964,6444,15872,20155,8908,10643,20074,7116,12160,20071,7068,12380,19850,6188,12667,19688,6333,12123,19890,6420,12792,22296,7213,14186,25423,7440,17481,25022,7249,16160,22589,6928,14910,20746,5993,14159,20631,5571,15045,20338,5239,14160,20468,6666,13788,20613,5249,14712,23967,7198,16181,26416,7414,18518,25956,9427,15794,25721,6627,19076
26,13B,38582,36654,536,533,667,220,36,0,0,41509,38280,899,917,1366,155,4,0,0,42977,38543,1111,1229,1146,692,50,42554,38759,1109,805,1470,489,6,442,1047,12,0,1173,42973,38930,1071,900,1506,530,47,28020,26985,272,241,384,144,24,0,0,30268,28754,422,392,640,76,0,335,561,15,0,4,0,31699,29047,663,637,715,434,25,31699,29047,663,470,579,97,7,768,30813,29214,439,392,658,141,0,0,0,0,0,31013,29252,383,523,660,208,19,448,367,43,19,31529,29331,503,861,575,208,11,796,342,30,11,19849,8651,10749,20276,8464,11812,13618,5966,7074,13305,5461,7384,13255,0,0,21640,6466,13520,18551,8599,9328,18460,7097,10481,18499,7121,10711,18219,6264,10903,18050,6314,10415,18272,6539,10997,20779,7586,12167,24309,8853,14871,23840,8157,13660,20821,7543,12404,18532,6825,11097,18407,6441,11946,18175,5963,11217,18289,7259,11013,18455,6287,11999,22392,8265,13398,24993,8963,15486,24518,10376,13321,24231,8337,15875
27,14A,40241,34168,1084,3082,1672,399,51,0,0,43341,32032,1473,7544,1978,383,135,0,0,42844,28514,2028,9765,1802,765,74,43913,31268,1504,8714,2185,392,108,7786,1780,77,0,1358,44505,29937,2124,10235,1942,377,75,32446,28505,645,1796,1333,243,31,0,0,30843,26595,574,2280,1082,194,0,2060,843,87,0,129,0,32637,23857,1334,5387,1495,544,48,32637,23857,1334,4997,1317,116,21,898,31403,26385,699,2974,1125,190,0,0,0,0,0,31829,25597,939,4033,1084,154,7,3747,823,24,7,31197,24174,959,4667,1075,176,40,4240,854,10,40,20678,10704,9472,19501,10004,9497,11996,6042,5422,11469,5553,5549,11522,0,0,19593,8106,9548,15719,8739,6230,15668,7698,7065,15692,7775,7216,15523,7065,7386,15356,6990,7047,15434,7439,7354,17568,8378,8100,19865,9784,9516,19416,8891,8734,17244,8278,8065,14504,7094,6847,14468,7017,7439,14109,6218,7029,14243,7351,6875,14384,6735,7621,17864,8670,8546,19959,9074,10364,19122,10097,8315,18698,8480,10182
28,14B,40710,34229,965,3535,1551,594,36,0,0,41068,32370,1323,5309,1377,835,7,0,0,42432,30457,1808,7547,1631,1007,97,40502,30620,1438,6660,1152,834,1,5216,878,302,0,1988,40897,29891,1631,7268,1702,985,2,32656,28353,607,2183,1153,422,28,0,0,31541,26870,746,2634,758,544,0,2371,654,226,0,50,0,33308,25905,1193,4267,1202,694,60,33308,25905,1193,3832,954,184,24,1090,30949,26124,856,2952,525,501,0,0,0,0,0,30678,25273,874,3219,774,370,0,2967,637,118,0,30713,24546,1480,3500,692,395,7,2858,658,174,7,20270,10416,9288,19193,10136,9057,13140,7059,5512,12633,6443,5761,12729,0,0,19687,8165,9618,16211,9150,6309,16182,8093,7152,16169,8117,7303,16017,7333,7486,15911,7425,7069,15987,7857,7360,18289,8873,8250,21129,10661,9793,20758,9678,8940,17848,8733,8143,14835,7369,6813,14783,7359,7409,14577,6648,6956,14618,7866,6738,14780,7159,7590,18671,9301,8620,20820,9960,10296,20160,10822,8519,19772,9420,10323
29,15A,44432,40028,2069,858,890,724,40,0,0,43151,37511,2412,1257,1312,776,50,0,0,42462,35973,2448,1417,1527,1068,49,43003,37159,2493,1286,1445,749,53,847,1325,303,2,851,42566,36468,2650,1325,1557,894,18,33972,31350,1170,482,593,434,19,0,0,31773,29371,893,500,479,507,8,470,445,306,8,61,0,32259,28334,1427,817,948,664,21,32259,28334,1427,660,856,305,3,627,31581,29131,877,539,532,526,8,0,0,0,0,31327,28533,998,598,716,512,0,531,676,263,0,31061,28255,826,646,779,526,16,473,734,324,16,23245,11361,10985,21723,10189,11534,15703,7707,7307,15354,7056,7759,15396,0,0,21822,6866,13148,18073,9191,8333,18005,7344,9852,18027,7455,9977,17817,6468,10404,17785,6616,10115,17789,7004,10029,19999,7569,11594,22990,8024,14506,22702,7841,13407,20007,7227,12107,17702,5826,11341,17583,5789,11787,17527,5364,11399,17496,6565,10924,17624,5122,11589,20886,7362,13033,22905,7341,15046,22631,9591,12382,22474,6825,15627
30,15B,43029,39837,1205,256,780,1082,21,0,0,41533,37852,1648,439,755,996,118,0,0,42391,38101,1679,446,737,1461,46,41515,37732,1687,479,756,1036,117,276,562,701,0,532,42518,38312,1861,548,768,1105,113,33110,31425,617,115,395,609,11,0,0,31755,29788,785,203,323,593,0,191,296,494,0,106,0,32665,30169,934,212,410,861,19,32665,30169,934,122,338,527,2,535,31721,29701,791,208,367,600,0,0,0,0,0,32437,30190,879,254,406,630,4,169,375,455,4,32245,29844,942,337,440,620,20,189,353,429,20,22301,9405,12075,21736,8887,12849,15351,6857,7718,14997,5992,8348,14977,0,0,22015,5863,14200,18590,8592,9384,18487,6703,10860,18556,7359,10569,18269,5790,11363,18131,5853,10993,18229,6200,11129,20534,7054,12555,23607,7385,15715,23327,7392,14495,20590,6750,13119,18633,5857,12303,18472,5531,12928,18360,4994,12575,18377,6246,12122,18596,4936,12982,21631,7056,14101,23602,7142,15985,23284,9246,13405,23214,6239,16959
31,16A,43731,40546,2297,276,214,349,122,0,0,42181,37801,2921,425,340,532,228,0,0,42682,37353,3355,472,313,754,330,42149,37669,2903,465,352,564,209,296,265,362,160,434,42955,37888,3193,527,433,557,246,33278,31554,1226,118,126,208,66,0,0,31416,29687,1033,198,169,331,14,166,129,251,14,55,0,32739,29558,1937,239,189,498,197,32739,29558,1937,138,107,122,178,626,31440,29543,1112,239,202,310,10,0,0,0,0,31994,29874,1355,213,252,305,4,171,187,135,4,31359,29110,1465,237,244,255,27,162,208,104,27,22818,10978,10849,21196,9978,11218,16205,8196,7159,15789,7384,7741,15856,0,0,21593,6252,13651,18166,9201,8376,18077,7121,10027,18087,7096,10261,17836,6068,10699,17762,6315,10179,17804,6595,10407,20021,7128,12020,23200,7239,15461,22813,7361,13881,20039,6801,12552,17844,5619,11611,17741,5428,12303,17632,5059,11652,17702,6414,11277,17758,4802,11984,21000,6914,13571,22948,6800,15702,22621,9128,12811,22454,6344,16086
32,16B,41052,34812,4689,1125,278,296,34,0,0,41466,32923,5177,2587,541,397,2,0,0,42613,32242,5885,2897,720,697,71,41607,32669,5353,2723,584,386,2,2210,343,102,0,898,42533,32763,5699,3022,667,395,0,31143,27617,2628,621,162,162,20,0,0,29386,26320,1962,772,160,154,0,627,140,67,0,4,0,31965,25882,3517,1529,442,459,33,31965,25882,3517,1413,387,82,17,600,29702,26175,2220,977,179,177,0,0,0,0,0,30164,26408,2161,1115,269,212,0,964,197,99,0,30425,26161,2629,1189,285,153,7,896,196,75,7,21309,9766,11033,20464,9468,10996,16201,7927,7670,15835,7287,8098,15854,0,0,21100,7044,12380,18121,9088,8350,18039,7299,9805,18063,7266,10130,17792,6349,10452,17723,6551,9897,17802,6901,10159,19903,7634,11343,22659,8203,13973,22282,7867,12963,19805,7403,11657,17671,6251,10902,17568,6020,11542,17443,5517,11131,17375,6813,10557,17577,5392,11232,20723,7518,12700,22575,7605,14534,22223,9259,12376,21929,6885,15028
33,17A,41842,39064,1796,349,419,244,34,0,0,41003,37580,2099,528,502,385,62,0,0,42325,37975,2421,523,482,642,70,40861,37087,2454,566,461,393,75,226,281,133,0,574,41411,37494,2531,458,554,341,91,30870,29388,944,153,243,149,13,0,0,30831,29476,763,180,143,212,15,142,112,86,15,43,0,32278,29649,1412,268,299,383,42,32278,29649,1412,165,193,78,22,703,30580,29147,838,237,114,216,0,0,0,0,0,31247,29629,921,219,185,224,0,141,136,63,0,31593,29699,1048,253,222,185,0,169,153,10,0,22190,8595,12827,20915,8076,12839,14897,6141,7967,14517,5444,8479,14678,0,0,21932,5726,14228,18006,7952,9496,17931,6143,10920,17927,6155,11082,17727,5232,11453,17635,5431,10959,17723,5674,11279,20556,6552,12995,24415,7301,16478,24066,6997,15287,21054,6594,13632,19327,5956,12815,19231,5602,13616,19030,5082,13001,19118,6462,12644,19219,5031,13168,22565,7033,14909,24660,7265,16875,24337,9169,14383,24092,6674,17394
34,17B,40392,37576,1768,293,591,229,22,0,0,41904,38312,2245,657,470,288,19,0,0,42501,37828,2446,677,780,598,52,41494,37527,2667,600,455,257,22,400,212,90,0,565,42838,38741,2566,486,664,309,42,29564,28079,931,125,319,135,11,0,0,30601,29086,743,342,265,167,0,215,183,98,0,51,0,31874,29141,1433,322,467,356,42,31874,29141,1433,221,348,58,13,610,30317,28750,933,281,230,128,0,0,0,0,0,31982,30148,1029,268,349,131,10,152,270,31,10,32390,30134,1262,201,477,142,9,175,415,19,9,21417,7850,12875,21180,7676,13504,15534,6062,8656,15140,5262,9215,15122,0,0,22119,5825,14510,18973,8537,9876,18892,6554,11519,18915,6659,11550,18672,5503,12000,18512,5743,11465,18571,5965,11723,21281,6945,13358,25206,7852,16811,24875,7435,15711,21900,6982,14156,20650,6456,13626,20466,6029,14426,20203,5451,13658,20347,7022,13307,20463,5703,14116,23722,7635,15467,26037,8068,17435,25642,9986,14873,25288,7380,17888
35,18A,39585,36278,1436,999,678,283,19,0,0,42642,38023,1807,1812,879,342,90,0,0,42815,36486,2145,2479,910,630,53,42496,37718,1941,1844,874,369,87,963,554,20,9,1281,43032,37545,1979,2080,947,420,99,30809,28747,868,558,479,177,13,0,0,32018,30047,619,809,361,119,0,704,313,12,0,85,0,32935,28914,1349,1422,667,458,38,32935,28914,1349,1273,545,127,14,665,31926,29764,824,741,364,142,0,0,0,0,0,32628,29962,1120,764,442,222,0,591,349,104,0,32423,29262,1202,1289,438,183,0,1149,401,98,0,22144,12042,9544,21457,11645,9812,13978,7650,5643,13586,7095,5914,13692,0,0,22022,9491,10387,19149,11607,6807,19066,9913,8069,19147,11084,7507,18753,8869,8506,18666,8889,8174,18782,9540,8182,20962,10694,9131,23640,11846,11185,23309,11023,10381,20888,10489,9465,18824,9705,8596,18654,9270,9360,18493,8551,9006,18519,9708,8789,18742,8970,9010,22084,11092,10299,24341,11736,12054,23944,12934,10246,23596,11022,12529
36,18B,38885,34411,1081,1890,1313,307,37,0,0,39286,32939,1757,2777,1728,251,49,0,0,42684,33112,2434,4175,2120,717,82,40618,33922,1656,3109,1846,233,54,2597,1412,119,4,919,41941,34601,1939,3193,1895,323,112,32258,29179,715,1175,1027,204,26,0,0,30839,27679,1000,1213,725,171,0,1047,554,124,0,44,0,34851,27907,1785,2766,1740,527,53,34851,27907,1785,2360,1474,123,13,1054,31742,28497,941,1321,755,205,0,0,0,0,0,32984,29221,1264,1332,890,215,0,1127,818,69,0,34618,29998,1564,1398,1325,175,0,1136,1051,49,0,21026,12232,8237,19955,11680,8275,10951,6367,4048,10463,5994,4118,10682,0,0,19772,9577,7951,16254,10428,4877,16148,9285,5614,16271,10319,5259,15858,8620,5893,15754,8452,5588,15882,9297,5764,18112,10224,6508,20620,12029,7982,20114,10398,7122,17569,9913,6531,14500,8673,5326,14326,8430,5884,14228,7699,5594,14237,8717,5511,14432,8072,5522,18388,10465,7092,20728,11341,8883,20158,11915,7364,19824,10784,9003
37,19A,41398,34987,3437,2031,685,364,40,0,0,42210,34118,3527,3826,753,543,34,0,0,42300,32606,3982,4094,715,776,94,42655,34195,3653,3868,856,548,34,3448,596,139,25,572,42754,33461,4032,4347,562,611,50,31215,27161,1996,1420,425,271,20,0,0,30371,27259,1094,1426,275,299,29,1383,261,200,29,25,0,32467,26372,2402,2477,491,573,80,32467,26372,2402,2322,338,203,0,757,30975,27724,1301,1399,267,257,29,0,0,0,0,31384,27609,1626,1523,268,269,40,1501,183,124,40,32031,27155,2135,2122,301,254,21,2022,205,144,21,19390,9084,9737,18917,8964,9953,12886,6434,5835,12495,5755,6255,12535,0,0,19472,6511,11388,16478,8281,7549,16425,6806,8731,16441,7046,8695,16253,5963,9211,16139,6142,8740,16109,6388,8946,18454,7217,10259,21551,8055,13000,21114,7463,11713,18495,7063,10629,16475,6171,9736,16383,5874,10497,16208,5356,9977,16195,6585,9600,16356,5567,9972,19582,7346,11634,21482,7490,13554,21059,9027,11389,20751,7243,13426
38,19B,41869,36509,2972,1635,492,379,21,0,0,41693,35465,3567,1860,721,326,37,0,0,42572,35055,3986,2097,661,690,79,41556,35327,3445,1815,601,531,32,1386,256,360,4,782,42580,35945,3649,1855,626,502,45,31080,27966,1707,898,294,274,19,0,0,30348,27476,1399,914,320,235,0,835,276,171,0,10,0,32114,27588,2382,1099,419,505,45,32114,27588,2382,955,298,150,14,683,30172,27311,1359,836,304,382,0,0,0,0,0,31126,27965,1656,807,330,373,0,678,173,188,0,31505,28048,1821,900,468,208,4,750,395,114,4,21750,9860,11262,20684,9599,11085,13989,6511,6825,13630,5931,7234,13687,0,0,21239,7010,12273,17849,9068,8128,17790,7231,9612,17841,7742,9475,17294,6264,9938,17256,6583,9374,17506,6844,9798,19999,7889,11004,23326,8934,13738,22778,8314,12414,20189,7910,11340,18159,7253,10255,17995,6821,11166,17819,6220,10596,17899,7705,10184,18060,6554,10624,21205,8349,12130,22875,8636,13730,22461,10114,11540,22144,8062,14065
39,20A,41985,39046,1255,641,375,793,47,0,0,41874,38365,1523,798,369,971,21,0,0,42559,37939,1739,995,497,1168,75,41710,37775,1631,839,394,921,13,538,284,376,0,773,42299,38258,1553,821,442,965,113,32414,30741,715,286,223,475,29,0,0,32258,30687,400,400,218,549,0,324,209,332,0,8,0,33472,30615,1066,522,302,750,36,33472,30615,1066,370,214,353,20,750,32073,30486,466,333,278,545,0,0,0,0,0,32778,31087,568,342,228,570,0,245,179,349,0,32604,30781,701,369,260,467,4,221,158,264,4,23677,11991,11045,22835,11647,11188,15974,8051,7183,15585,7432,7680,15633,0,0,22716,8940,11820,20805,11594,8419,20689,9580,10057,20715,9852,9985,20422,8591,10508,20336,8694,10066,20395,8898,10532,22504,10088,11252,25561,11117,13749,25268,10440,13009,22561,10035,11606,20655,9297,10693,20474,8772,11683,20287,8002,11270,20367,9793,10557,20478,8361,11121,23761,10580,12528,25712,11017,14160,25335,12747,11895,24984,10514,14447
40,20B,40831,38806,1125,291,441,202,35,0,0,41886,39373,978,559,838,131,31,0,0,42198,38811,1422,505,615,576,30,41825,39379,1082,507,717,133,4,253,573,35,0,481,42657,39829,1138,534,815,217,12,30247,29112,623,133,263,128,20,0,0,31009,29697,375,289,510,82,20,175,477,28,20,8,0,31845,29766,850,216,402,380,13,31845,29766,850,153,302,37,5,659,31106,30068,432,201,374,109,0,0,0,0,0,31958,30775,502,149,436,145,0,50,366,65,0,32242,30851,604,101,500,126,0,59,457,40,0,22924,10049,12174,21511,9577,11934,15090,6522,7638,14710,5721,8465,14708,0,0,22690,6923,13707,19416,9136,9681,19367,7670,10929,19403,8106,10734,19097,6690,11420,19039,6867,10951,19108,7084,11179,21785,8096,12740,25455,8782,16138,24979,8616,14706,22072,7972,13313,20438,7385,12477,20285,7021,13251,20127,6443,12864,20179,7555,12605,20332,6844,12763,23740,8534,14624,26185,8846,16824,25780,10602,14422,25504,8320,17164
41,21A,43789,41242,1271,339,621,405,37,0,0,42201,38572,1899,662,744,540,8,0,0,42463,38080,2268,540,796,832,75,41882,37945,2166,542,848,460,55,131,672,245,4,681,42087,37518,2343,716,886,562,80,33236,31843,651,146,393,239,22,0,0,31128,29719,616,264,244,342,0,157,219,192,0,16,0,32371,29705,1320,288,527,503,48,32371,29705,1320,151,431,132,15,572,30951,29250,774,255,453,348,0,0,0,0,0,30947,29121,905,215,490,294,4,80,444,109,4,30607,28538,950,292,565,302,19,122,493,109,19,23213,10096,12077,21944,9060,12884,16322,6605,8452,15877,6258,8866,15814,0,0,22278,5801,14831,18220,7522,10149,18088,6272,11045,18170,6781,10930,17834,5830,11321,17815,5795,11086,17897,6053,11122,20264,6398,13128,23512,6515,16584,23092,6336,15230,20418,5906,13870,18336,4705,13055,18121,4817,13289,18054,4452,12923,18013,5124,12879,18218,4370,13100,21476,6106,14889,23479,6296,16731,23056,7978,14381,22839,5863,16953
42,21B,42062,32230,7058,1012,1633,319,49,0,0,41527,29312,8781,1345,2128,201,70,0,0,42865,28207,10584,1513,1980,1086,166,41483,29097,8696,1595,2470,203,147,863,1699,73,71,1002,42856,29038,9613,1833,2324,663,101,31728,25848,4104,632,1064,168,35,0,0,27445,23696,2217,542,911,56,0,496,859,24,0,26,0,31716,22950,6223,850,1249,713,102,31716,22950,6223,743,1100,81,75,474,27443,23471,2421,460,831,92,0,0,0,0,0,28680,23759,2960,664,916,270,0,622,780,45,0,27973,22554,3610,612,846,218,10,568,745,42,10,19784,9482,9568,18425,8568,9857,13698,6469,6396,13349,6122,6708,13428,0,0,18866,6174,11334,15925,7862,7483,15789,6532,8417,15858,7077,8232,15557,5791,8794,15507,5895,8545,15618,6311,8596,17251,6662,9795,19385,6760,12207,18933,6499,10868,16811,6119,10062,14335,4774,9059,14226,4696,9519,14137,4268,9181,14143,5170,8960,14278,4310,9356,17080,6057,10565,18528,6042,12121,18137,7613,9948,18012,5574,12433
43,22A,43907,41151,2051,310,276,193,23,0,0,43047,39538,2516,572,335,183,29,0,0,42483,37817,3018,567,387,629,61,42351,38481,2803,479,323,268,58,192,172,73,18,588,42380,37971,3006,490,333,280,102,33882,32312,1177,122,168,125,15,0,0,32884,31170,1159,216,207,113,8,132,158,47,8,20,0,32930,30097,1809,266,244,400,35,32930,30097,1809,157,136,69,7,594,32425,30543,1230,232,207,210,8,0,0,0,0,32374,30301,1400,280,182,203,4,167,134,45,4,31481,29459,1432,289,152,105,0,178,134,23,0,23198,10111,12262,22520,9566,12954,15962,7050,7982,15523,6370,8506,15578,0,0,22090,6420,13926,18449,8641,9164,18380,7010,10421,18432,7694,10153,18090,5853,11055,18025,6049,10606,18141,6379,10805,20552,7448,12189,23686,7880,15286,23326,7936,13664,20393,7096,12542,17978,6063,11392,17814,5779,12025,17739,5272,11632,17722,6328,11385,17925,5571,11696,21332,7418,13357,23146,7415,15246,22847,9287,12858,22695,6747,15929
44,22B,40434,37744,1661,304,467,265,26,0,0,41795,38132,2213,557,659,245,26,0,0,42297,37813,2339,692,507,711,57,42254,38565,2355,488,578,249,33,342,228,82,2,638,42895,38861,2151,844,557,359,57,29853,28386,894,139,264,157,18,0,0,30971,29364,770,353,277,193,8,335,202,61,8,3,0,31926,29234,1365,351,302,470,42,31926,29234,1365,253,201,91,24,688,31513,29897,899,276,278,176,4,0,0,0,0,31938,30298,785,406,256,225,0,330,149,112,0,32063,30299,856,420,216,250,0,330,91,75,0,21824,9971,11225,21173,9563,11610,14212,6703,6853,13838,6053,7196,13917,0,0,22071,6726,13589,19018,9350,9002,18902,7468,10431,18916,8019,10232,18608,6441,10986,18492,6699,10486,18550,6982,10673,21207,7791,12431,25045,8424,16062,24602,7981,14701,21506,7574,13105,19609,6757,12243,19436,6301,13125,19230,5866,12339,19233,7137,12088,19528,6309,12374,23219,8018,14553,25903,8369,17040,25411,10313,14239,25432,9542,15211
45,23A,43434,39219,3213,423,419,264,34,0,0,41872,36482,3450,709,1020,401,31,0,0,42672,35845,3763,871,1409,622,54,42024,36399,3615,700,1143,370,83,377,849,55,1,717,42353,36136,3813,839,1252,590,58,33726,31344,1810,180,272,147,21,0,0,31396,29189,1411,313,299,223,3,224,224,70,3,28,0,33103,28975,2259,414,840,440,37,33103,28975,2259,298,747,77,4,684,31448,29155,1435,337,354,199,2,0,0,0,0,31941,29037,1764,368,530,294,10,286,375,63,10,32515,29041,2081,344,770,228,24,308,674,33,24,24409,12934,10640,22847,12195,10652,17013,8857,7272,16556,8115,7780,16570,0,0,22503,7737,13011,19513,10230,8503,19376,8392,9858,19460,9010,9766,19038,7277,10541,18911,7478,9924,19095,7937,10222,21044,8616,11441,23596,8842,14247,23167,8758,12519,20785,8187,11799,18374,6958,10807,18241,6707,11528,18033,6033,11063,18130,7090,11027,18335,6477,11106,21414,8312,12539,23533,8346,14781,23076,10342,11992,22862,7891,14958
