ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_LTG_Total,E_16_LTG_Dem,E_16_LTG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_LTG_Total,E_20_LTG_Dem,E_20_LTG_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_AUD_Total,E_24_AUD_Dem,E_24_AUD_Rep,E_24_LTG_Total,E_24_LTG_Dem,E_24_LTG_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
69,RUT-1,4476,4281,60,67,46,25,4,0,0,4260,4045,40,70,42,86,0,0,0,4047,3726,71,48,39,109,5,4154,3967,31,64,54,46,0,61,28,0,0,63,3941,3664,80,38,67,48,0,3690,3537,49,50,37,24,3,0,0,3542,3336,44,60,37,63,0,60,33,4,0,0,0,3324,3092,54,25,28,87,3,3324,3092,54,13,16,10,0,124,3559,3385,34,50,51,38,0,0,0,0,0,3421,3231,69,28,70,34,0,24,25,0,0,3333,3089,70,0,95,46,0,0,9,0,0,2073,1289,723,1988,864,869,1971,1014,840,1981,680,1236,1881,996,794,1929,839,1033,1669,0,641,1661,503,1037,1619,910,633,1658,0,814,2057,934,1019,2332,1145,1113,2278,479,1680,2174,1095,973,1952,0,0,2243,863,1275,2197,992,1017,2190,968,1014,2390,1126,1199,2370,1134,1108,2348,326,1887,2279,909,1196,2245,978,1265,2308,824,1412,2256,938,1315,2275,982,1290,2267,1048,1046
70,RUT-2,9359,9082,63,65,89,55,6,0,0,9300,8995,186,17,42,14,0,0,0,9056,8381,110,120,107,210,6,9090,8794,160,26,52,27,0,7,29,0,0,78,9576,9270,62,55,86,61,0,7523,7357,39,27,54,43,2,0,0,7548,7383,129,12,15,4,0,8,0,0,0,0,0,7475,7015,70,63,77,140,3,7475,7015,70,47,60,13,0,254,7240,7124,84,8,15,16,0,0,0,0,0,7586,7440,49,32,35,30,0,28,10,0,0,7447,7174,104,33,101,48,0,29,85,0,0,5184,2948,2133,4733,2006,2218,4733,2307,2215,4750,1467,3150,4522,2447,1901,4640,1751,2787,3855,0,1735,3864,964,2650,3787,2070,1585,3858,0,2121,4838,2138,2493,5390,2677,2567,5324,952,4090,5094,2747,2161,4642,0,0,5239,1862,3172,5117,2367,2319,5111,2290,2426,5274,2507,2598,5203,2426,2512,5225,631,4299,5020,1954,2557,4939,2182,2749,5102,1768,3172,4998,2132,2860,5020,2230,2785,5009,2307,2320
71,RUT-3,4717,4572,60,33,32,23,3,0,0,4553,4420,22,51,30,34,0,0,0,4458,4109,76,109,64,66,2,4544,4377,35,71,21,45,0,57,19,0,0,54,4457,4210,109,56,8,29,0,4078,3952,50,30,28,21,3,0,0,3990,3885,20,39,14,34,0,35,10,0,0,0,0,3933,3640,63,101,51,51,2,3933,3640,63,80,38,2,0,98,3775,3635,35,54,8,44,0,0,0,0,0,3765,3595,85,44,8,30,0,40,4,0,0,3603,3440,128,31,0,4,0,27,0,0,0,1928,1158,730,1791,795,808,1755,893,759,1768,543,1147,1678,901,707,1720,692,973,1545,0,634,1547,396,993,1520,856,618,1543,0,800,1894,852,951,2161,1056,1042,2129,411,1584,2033,1064,888,1827,0,0,2106,788,1228,2041,914,954,2036,904,975,2151,1009,1081,2121,990,1024,2128,278,1718,2051,776,1093,2028,846,1179,2067,704,1310,2037,802,1233,2040,835,1203,2045,897,960
72,RUT-4,4622,4468,50,39,53,30,3,0,0,5393,4827,102,99,307,54,0,0,0,4500,4081,105,82,76,94,4,5554,5195,119,13,196,15,0,13,191,0,0,35,5428,5055,181,25,144,10,0,3744,3630,39,21,39,20,2,0,0,4415,4060,94,25,205,33,0,25,205,20,0,0,0,3699,3394,68,56,56,73,4,3699,3394,68,29,38,10,4,150,4662,4422,100,0,140,8,0,0,0,0,0,4661,4347,127,20,132,4,0,0,125,0,0,4182,4014,65,37,23,9,0,0,15,0,0,2578,1549,991,2408,1182,960,2372,1292,982,2397,821,1513,2272,1370,839,2325,955,1326,1970,0,770,1989,562,1327,1935,1181,702,1965,0,1001,2422,1215,1103,2665,1542,1032,2633,525,1999,2491,1545,867,2240,0,0,2595,1071,1431,2484,1365,932,2498,1317,992,2706,1551,1071,2657,1453,1079,2670,362,2205,2529,1188,1074,2503,1299,1202,2609,1004,1505,2537,1310,1225,2551,1354,1195,2543,1387,952
73,RUT-5,4167,3981,48,50,54,32,1,0,0,3595,3507,23,14,54,0,0,0,0,4110,3583,222,84,68,80,1,3392,3303,21,12,20,16,0,12,20,0,0,36,3532,3344,25,88,44,25,0,3415,3285,34,29,40,25,1,0,0,3044,2956,23,14,56,0,0,14,41,0,0,0,0,3493,3078,195,46,49,72,0,3493,3078,195,40,46,10,0,118,2818,2727,24,10,20,15,0,0,0,0,0,2665,2559,24,36,0,14,0,40,0,0,0,2765,2690,0,25,10,9,0,29,10,0,0,2226,1408,791,2047,1028,777,2023,1128,798,2042,746,1227,1932,1212,650,1973,896,1032,1618,0,590,1633,497,1048,1567,997,527,1606,0,764,2043,1053,891,2257,1349,831,2225,462,1667,2098,1342,672,1891,0,0,2194,956,1154,2102,1179,732,2117,1167,772,2340,1358,911,2303,1300,887,2313,347,1863,2199,1047,911,2160,1168,986,2247,943,1221,2173,1134,1034,2205,1211,992,2212,1246,791
74,RUT-6,4439,4194,65,88,38,55,4,0,0,3628,3369,100,155,51,75,0,0,0,4275,3738,91,111,80,180,5,3711,3410,91,193,32,115,0,52,5,0,0,150,4085,3916,13,89,76,17,0,3549,3386,39,48,28,46,4,0,0,3182,3068,49,39,9,17,0,25,9,0,0,15,0,3521,3134,61,67,56,149,3,3521,3134,61,43,39,15,2,220,3427,3249,54,89,5,67,0,0,0,0,0,3618,3544,12,44,15,20,0,40,0,0,0,3670,3568,36,17,6,63,0,13,0,0,0,1778,1149,597,1671,772,667,1652,899,631,1656,610,984,1568,952,547,1606,729,827,1225,0,442,1246,385,767,1201,731,420,1222,0,571,1641,831,713,1842,1064,709,1807,420,1272,1721,1051,583,1579,0,0,1782,782,902,1733,905,621,1730,903,634,1739,904,774,1705,917,684,1696,306,1275,1639,721,714,1616,807,805,1640,691,870,1618,791,825,1627,824,799,1615,833,597
75,RUT-7,4938,4655,103,89,45,61,9,0,0,4406,4104,85,203,6,7,6,0,0,4545,4014,127,120,59,166,5,4381,4064,96,111,6,97,6,108,0,6,0,109,4627,4233,141,84,52,79,4,3927,3739,60,54,31,47,5,0,0,3536,3433,19,73,0,8,0,69,0,4,0,4,0,3801,3414,85,66,44,132,4,3801,3414,85,46,28,27,1,191,3678,3463,57,58,0,101,0,0,0,0,0,4070,3795,141,37,28,79,0,33,15,4,0,4097,3619,310,92,21,71,5,92,16,0,5,2180,1429,715,1927,954,736,1911,1075,707,1921,736,1093,1810,1135,602,1858,857,955,1530,0,561,1529,478,941,1487,937,494,1508,0,713,1993,1020,859,2266,1292,884,2225,540,1543,2115,1305,715,1912,0,0,2179,928,1130,2115,1122,785,2105,1099,794,2056,1119,863,2018,1089,823,2016,369,1504,1946,883,830,1922,999,916,1967,817,1065,1937,972,959,1941,1033,905,1955,1032,742
76,RUT-8,4732,4586,35,28,26,50,8,0,0,4517,4446,0,23,56,0,0,0,0,4625,4114,71,52,32,144,17,4549,4327,0,21,18,21,0,21,18,0,0,183,4743,4475,0,6,0,29,0,3715,3618,19,19,13,42,5,0,0,3605,3540,0,18,44,0,0,18,40,0,0,0,0,3749,3399,45,27,20,104,9,3749,3399,45,10,7,9,6,262,3570,3525,0,19,20,10,0,0,0,0,0,3775,3755,0,4,0,14,0,4,0,0,0,3844,3806,7,12,0,19,0,0,0,0,0,2464,1557,872,2371,1053,1008,2378,1222,1059,2378,700,1598,2261,1284,892,2336,939,1328,1923,0,789,1947,516,1303,1890,1108,718,1927,0,1015,2420,1132,1174,2692,1430,1176,2661,475,2036,2527,1438,988,2322,0,0,2616,1004,1510,2526,1242,1049,2533,1220,1110,2711,1346,1278,2674,1255,1281,2678,332,2215,2584,1052,1287,2541,1130,1409,2603,924,1596,2560,1114,1446,2584,1133,1449,2558,1209,1141
77,RUT-9,3966,3854,26,21,35,33,0,0,0,3773,3680,27,0,50,16,0,0,0,4129,3801,55,50,45,123,0,3749,3516,25,32,97,65,0,32,67,22,0,87,4114,3844,12,95,69,73,0,3122,3053,14,9,20,27,0,0,0,2900,2860,25,0,0,15,0,0,0,15,0,0,0,3265,3044,38,27,33,81,0,3265,3044,38,13,24,10,0,130,2995,2895,25,0,30,40,0,0,0,0,0,3270,3165,10,45,10,40,0,35,10,10,0,3317,3157,11,72,39,38,0,42,12,0,0,2019,1339,641,1871,924,723,1877,1056,740,1887,671,1168,1803,1100,643,1843,870,933,1580,0,524,1586,524,959,1539,973,511,1576,0,696,1955,1000,860,2184,1213,896,2172,507,1544,2077,1245,745,1891,0,0,2138,921,1144,2065,1095,784,2069,1026,847,2356,1229,1042,2323,1206,1019,2316,433,1794,2241,1010,1068,2212,1101,1111,2275,952,1268,2236,1049,1187,2248,1074,1173,2223,1157,881
78,RUT-10,4054,3914,44,42,14,43,1,0,0,3783,3653,89,12,17,12,0,0,0,3949,3637,51,34,29,126,1,3560,3341,70,68,18,24,0,2,5,0,0,142,3728,3531,5,82,6,27,0,3160,3076,23,21,10,31,0,0,0,2915,2805,73,10,20,14,0,0,10,0,0,0,0,3130,2904,35,27,17,98,1,3130,2904,35,16,9,9,0,145,2730,2640,60,8,19,18,0,0,0,0,0,2955,2920,4,12,4,12,0,8,4,0,0,3038,2981,21,29,0,7,0,24,0,7,0,1959,1197,705,1790,750,817,1787,890,794,1788,562,1170,1706,958,675,1755,716,991,1477,0,593,1496,331,919,1451,809,569,1479,0,812,1829,801,923,2042,960,1022,2027,367,1466,1951,1007,860,1780,0,0,2004,688,1216,1951,846,913,1954,830,945,2144,911,1159,2105,919,1073,2106,251,1700,2014,708,1085,1996,782,1212,2059,651,1336,2010,732,1274,2023,786,1236,2020,845,982
79,RUT-11,3674,3520,52,24,51,23,0,0,0,3492,3264,84,0,118,17,0,0,0,4297,3958,97,45,81,78,6,3455,3204,73,15,96,42,0,1,68,0,0,105,3623,3258,133,75,79,23,0,2997,2895,35,15,37,15,0,0,0,2710,2585,14,0,85,15,0,0,65,0,0,0,0,3577,3339,69,26,48,58,3,3577,3339,69,14,42,2,1,101,2675,2550,24,4,59,30,0,0,0,0,0,2830,2715,40,18,39,15,0,14,24,0,0,3005,2887,44,29,35,0,0,29,28,0,0,2339,1395,890,2344,1158,926,2337,1212,1006,2346,835,1433,2200,1196,907,2291,977,1250,2000,0,787,2015,589,1320,1943,1103,764,1992,0,974,2461,1247,1106,2801,1684,1032,2775,666,2010,2617,1580,912,2402,0,0,2711,1217,1407,2650,1463,955,2613,1330,1075,2704,1573,1030,2674,1465,1085,2674,387,2208,2551,1196,1124,2502,1259,1241,2592,1044,1470,2546,1263,1281,2537,1277,1259,2573,1425,971
80,RUT-BEN,4087,3947,48,35,29,45,3,0,0,3779,3489,81,35,96,130,0,0,0,4024,3705,84,45,37,76,2,3872,3524,173,21,47,221,0,19,9,37,0,111,3915,3594,154,52,46,123,0,3258,3166,33,13,16,35,3,0,0,2942,2793,38,20,21,68,0,20,18,20,0,2,0,3235,3015,49,16,26,63,2,3235,3015,49,14,19,3,0,117,3006,2865,42,14,10,81,0,0,0,0,0,3134,3014,75,22,4,23,0,18,4,0,0,3348,3188,61,30,61,4,0,26,4,0,0,2293,1359,884,2196,1052,896,2190,1202,859,2196,899,1219,2099,1121,866,2145,1013,1073,1946,0,697,1949,669,1144,1884,1106,698,1927,0,865,2281,1150,1027,2550,1387,1099,2524,709,1696,2408,1293,973,2161,0,0,2474,1114,1248,2416,1216,999,2382,1153,1064,2635,1354,1173,2610,1337,1085,2587,518,1937,2510,1192,1153,2484,1194,1287,2529,1062,1379,2509,1211,1296,2505,1216,1289,2523,1289,1033
81,RUT-WDR,4256,4119,32,23,29,47,5,0,0,4188,3960,83,52,36,59,5,0,0,4653,4308,76,44,46,98,8,4167,3883,135,44,31,71,3,13,22,9,0,105,4521,4075,234,35,25,130,6,3543,3444,26,13,18,37,4,0,0,3480,3355,12,39,34,42,0,10,24,8,0,4,0,3964,3699,56,28,34,76,8,3964,3699,56,19,23,7,4,140,3350,3185,53,32,32,47,0,0,0,0,0,3540,3290,109,26,24,92,0,14,10,4,0,3739,3456,160,26,16,81,0,0,10,0,0,2655,1618,978,2515,1200,997,2509,1318,1000,2519,1032,1381,2383,1332,931,2447,1139,1218,2085,0,743,2089,703,1218,2017,1197,734,2071,0,951,2496,1249,1113,2775,1565,1116,2726,683,1913,2588,1459,956,2371,0,0,2695,1135,1408,2617,1320,991,2604,1294,1033,2808,1491,1198,2783,1411,1219,2767,453,2150,2678,1259,1206,2634,1289,1341,2703,1092,1497,2655,1283,1371,2660,1310,1347,2681,1341,1129
82,WAS-1,9094,8527,215,165,124,99,8,0,0,8943,8391,323,80,67,131,9,0,0,8767,7727,272,315,134,258,8,9016,8354,376,49,147,76,0,22,66,41,0,157,8786,7869,261,95,275,141,0,7596,7129,186,122,107,74,7,0,0,7485,6965,310,54,45,98,10,40,45,60,10,4,0,7463,6611,228,260,96,219,6,7463,6611,228,180,65,16,2,344,7620,7015,364,30,125,75,0,0,0,0,0,7465,6870,250,60,174,94,0,60,74,0,0,7374,6733,151,223,129,122,0,180,46,0,0,3813,2328,1372,3503,1771,1162,3571,1955,1418,3600,1124,2408,3432,2300,1029,3498,1580,1842,2968,0,984,3012,884,2027,2920,1949,883,2995,0,1497,3610,1905,1514,3999,2468,1357,3984,790,3067,3782,2508,1114,3492,0,0,3924,1713,2088,3815,2346,1187,3785,2311,1205,4263,2508,1579,4180,2491,1482,4187,690,3312,4031,2032,1828,3964,2186,1767,4085,1547,2373,4000,2166,1820,4039,2345,1685,4047,2331,1339
83,WAS-2,7772,7474,100,64,82,57,6,0,0,7495,7064,185,42,166,67,9,0,0,8351,7727,155,86,109,151,9,7301,6932,118,52,130,20,14,33,49,4,11,113,7635,7260,125,4,77,46,0,6107,5918,65,35,46,42,5,0,0,5880,5635,98,26,75,22,4,18,46,4,4,0,0,6806,6373,120,52,59,112,2,6806,6373,120,26,42,9,0,207,5935,5765,60,30,69,12,10,0,0,0,0,6460,6315,70,4,50,37,0,4,28,4,0,6420,6271,77,9,17,46,0,9,17,0,0,4875,3603,1147,4818,3172,946,4807,3262,1284,4859,2374,2364,4530,3336,1025,4672,2773,1813,4351,0,827,4380,1913,2322,4231,3299,758,4340,0,1407,5012,3352,1439,5582,4432,995,5531,1702,3719,5179,4028,923,4748,0,0,5415,3346,1897,5242,3862,981,5139,3653,1090,5479,4299,966,5380,4069,1090,5378,1191,4025,5051,3491,1378,4957,3524,1431,5188,2713,2326,5033,3524,1499,5094,3623,1467,5211,3873,1002
84,WAS-3,9052,8468,212,195,109,84,5,0,0,8646,8190,149,160,34,112,0,0,0,8491,7415,300,239,122,325,10,8590,7856,178,206,42,214,0,152,25,1,0,306,8488,7913,150,101,74,224,0,7058,6680,142,106,72,70,2,0,0,6645,6365,74,84,20,118,0,84,20,4,0,0,0,6916,6129,203,168,98,231,5,6916,6129,203,109,76,28,1,328,6755,6290,113,124,24,223,0,0,0,0,0,6695,6160,144,94,60,225,0,29,60,0,0,7206,6668,106,89,211,132,0,5,211,0,0,3691,2339,1263,3216,1653,1091,3240,1784,1279,3244,1043,2115,3145,2074,976,3195,1485,1632,2643,0,797,2641,861,1681,2584,1757,738,2627,0,1216,3381,1822,1389,3807,2380,1298,3772,829,2799,3649,2405,1076,3369,0,0,3720,1618,1944,3665,2218,1136,3662,2324,1066,3740,2272,1301,3680,2297,1189,3695,750,2729,3538,1870,1478,3489,2014,1469,3602,1610,1830,3527,2001,1518,3530,2129,1398,3545,2095,1104
85,WAS-4,7855,7249,166,129,225,112,6,0,0,7474,6889,172,198,169,66,0,0,0,8074,7038,253,164,289,170,23,7434,6839,175,158,193,48,0,42,156,0,0,222,8030,7213,234,227,200,94,0,6376,5975,112,67,150,77,3,0,0,6055,5695,124,65,99,43,0,55,59,0,0,14,0,6544,5824,158,106,208,126,16,6544,5824,158,63,157,12,4,276,6115,5835,115,35,82,28,0,0,0,0,0,6495,6150,128,98,82,53,0,90,64,0,0,6336,5883,179,114,50,89,0,94,20,0,0,4790,3901,810,4771,3698,492,4753,3767,728,4782,3172,1515,4541,3798,561,4640,3386,1145,4439,0,457,4476,2758,1596,4319,3751,402,4425,0,846,4836,3717,891,5185,4576,468,5115,2264,2724,4819,4037,478,4533,0,0,5011,3589,1157,4930,4157,442,4903,4071,508,5068,4359,491,4998,4300,529,4928,2031,2600,4771,3835,719,4646,3896,726,4768,3131,1358,4762,4013,738,4814,4121,685,4932,4202,502
86,WAS-5,4307,4123,56,40,39,54,3,0,0,4253,4010,41,39,31,129,0,0,0,4377,4021,87,47,42,89,0,4281,4053,23,25,37,130,0,9,33,28,0,127,4595,4402,61,38,44,48,0,3349,3241,41,14,15,39,1,0,0,3360,3225,30,10,18,65,0,0,14,20,0,0,0,3506,3271,55,28,31,71,0,3506,3271,55,17,23,1,0,127,3300,3165,14,15,39,65,0,0,0,0,0,3625,3485,49,20,37,32,0,20,29,8,0,3584,3444,73,25,8,34,0,20,8,0,0,2748,2008,697,2721,1751,584,2717,1877,712,2739,1376,1311,2601,1977,541,2691,1609,1006,2344,0,464,2355,1085,1204,2289,1808,423,2333,0,775,2754,1818,813,3007,2292,622,2984,950,1958,2807,2157,530,2645,0,0,2939,1756,1076,2870,2157,564,2846,2103,584,3001,2210,660,2960,2183,669,2940,872,1954,2845,1905,812,2799,1980,812,2867,1440,1308,2825,1962,857,2859,2055,798,2875,2082,625
87,WAS-6,4438,4249,49,47,37,72,1,0,0,4633,4342,49,52,102,95,16,0,0,4480,4070,96,82,65,122,3,4575,4249,79,86,82,80,22,14,69,4,22,128,4684,4397,91,51,107,31,4,3428,3315,28,23,14,51,0,0,0,3740,3545,35,38,50,84,14,4,50,4,14,0,0,3626,3344,76,39,33,95,2,3626,3344,76,23,22,7,1,139,3550,3340,50,69,40,78,19,0,0,0,0,3650,3495,69,38,27,24,4,24,23,0,4,3741,3455,180,55,15,21,0,35,15,0,0,2696,1986,643,2560,1529,608,2546,1642,744,2570,1302,1197,2453,1755,602,2529,1543,909,2261,0,486,2277,1180,1015,2209,1658,465,2252,0,702,2650,1678,831,2926,2078,723,2890,1064,1747,2753,1983,620,2573,0,0,2838,1611,1082,2786,1910,669,2760,1879,665,2905,1964,763,2878,2018,767,2856,862,1796,2753,1729,880,2701,1841,858,2790,1427,1226,2729,1825,900,2744,1847,891,2781,1904,689
88,WAS-CHI,8214,7886,75,62,98,90,4,0,0,8379,7949,136,31,205,39,29,0,0,8595,7826,165,90,168,179,14,8172,7764,139,49,194,15,31,12,151,3,0,89,8219,7722,102,55,105,35,0,6367,6147,51,40,59,70,3,0,0,6610,6360,105,8,100,8,0,4,55,4,0,30,0,6941,6405,126,68,105,137,11,6941,6405,126,40,63,21,7,247,6410,6205,104,24,44,8,0,0,0,0,0,6575,6385,59,23,98,18,0,8,69,4,0,6709,6482,64,5,124,16,0,0,92,0,0,4667,3454,1129,4953,3220,1029,4937,3429,1270,4980,2479,2408,4729,3641,968,4847,2867,1881,4428,0,873,4433,1964,2342,4324,3426,770,4408,0,1446,5153,3387,1536,5681,4362,1151,5650,1595,3927,5390,4182,986,4983,0,0,5542,3277,2046,5392,3931,1030,5323,3680,1188,5688,4296,1164,5617,4167,1240,5592,1377,4047,5293,3683,1426,5204,3691,1504,5405,2852,2364,5255,3672,1578,5311,3820,1483,5416,3973,1119
89,WAS-ORA,8469,8178,125,58,45,70,1,0,0,8302,7897,101,248,25,40,0,0,0,8470,7790,231,92,88,188,8,8456,8076,105,227,24,38,0,160,15,0,0,101,8653,8020,224,316,0,35,0,6607,6417,88,26,28,49,1,0,0,6714,6475,75,95,25,40,0,85,20,0,0,0,0,6753,6272,169,34,62,144,4,6753,6272,169,23,42,14,1,207,6954,6725,90,105,19,40,0,0,0,0,0,6917,6638,145,113,0,35,0,100,0,0,0,7192,6813,287,68,0,27,0,61,0,0,0,4612,2571,1972,4413,1861,1969,4490,1990,2348,4503,967,3469,4351,2677,1600,4415,1495,2842,3773,0,1541,3771,729,2920,3709,2207,1427,3770,0,2322,4594,2047,2355,5054,2645,2238,5040,625,4235,4835,2915,1776,4457,0,0,4988,1622,3220,4854,2577,1996,4857,2688,1932,5164,2687,2294,5115,2541,2356,5136,560,4395,4976,2117,2683,4910,2312,2595,5044,1606,3298,4937,2209,2715,4969,2444,2516,4914,2408,2107
90,WDH-1,4327,4151,73,32,26,40,3,0,0,4246,3902,158,38,148,20,3,0,0,4312,3940,110,72,47,97,4,4212,3836,155,63,125,67,2,0,75,0,0,146,4861,4513,94,75,86,88,0,3394,3301,36,17,11,26,2,0,0,3420,3275,45,15,59,19,0,0,55,0,0,8,0,3549,3304,76,37,23,77,4,3549,3304,76,9,14,8,1,123,3420,3235,29,25,40,60,0,0,0,0,0,4075,3870,44,29,4,85,0,4,4,0,0,4257,3982,86,56,42,60,0,10,25,0,0,2382,1518,821,2287,1211,760,2246,1277,755,2254,1116,1041,2115,1192,795,2169,1158,940,1905,0,514,1914,905,895,1843,1214,559,1885,0,697,2343,1321,879,2654,1693,894,2576,843,1589,2406,1515,768,2198,0,0,2517,1355,1035,2443,1435,752,2418,1348,820,2680,1602,953,2612,1607,865,2580,635,1782,2468,1383,930,2431,1444,982,2525,1163,1089,2480,1470,1005,2522,1605,910,2517,1543,767
91,WDH-2,3280,3138,40,44,19,49,2,0,0,2758,2589,38,25,45,82,5,0,0,4118,3770,106,54,64,90,6,2907,2806,27,11,35,28,0,11,31,23,0,9,3439,3293,38,41,22,27,10,2636,2537,29,24,13,35,2,0,0,2312,2162,43,19,23,54,0,15,19,40,0,14,0,3366,3133,72,34,48,63,5,3366,3133,72,19,29,5,1,101,2315,2215,29,10,34,29,0,0,0,0,0,2820,2680,35,40,20,24,0,30,20,20,0,3100,2977,27,21,22,28,0,14,22,5,0,1906,1212,643,1814,984,598,1798,1023,600,1808,848,883,1702,936,641,1728,899,767,1483,0,445,1490,630,768,1446,904,481,1477,0,606,1900,1066,725,2211,1463,671,2205,671,1431,2080,1281,668,1889,0,0,2141,1147,895,2108,1257,645,2084,1153,709,2182,1373,723,2136,1299,674,2151,461,1561,2038,1175,748,2002,1172,827,2058,1013,913,2012,1205,802,2037,1255,779,2071,1283,622
