ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_SEN_SPEC_Total,E_20_SEN_SPEC_Dem,E_20_SEN_SPEC_Rep,E_21_SEN_ROFF_Total,E_21_SEN_ROFF_Dem,E_21_SEN_ROFF_Rep,E_21_SEN_SPECROFF_Total,E_21_SEN_SPECROFF_Dem,E_21_SEN_SPECROFF_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
23,23,173968,100142,6558,64763,2125,1398,283,0,0,180865,101710,10328,65668,2373,1347,555,0,0,190344,103304,10389,70759,3954,3536,567,185373,103241,10380,68156,2701,1756,435,63926,1614,372,253,205,5376,192229,104912,10271,71887,3228,2792,351,127961,77496,4098,44414,1490,952,165,0,0,133378,80037,4133,46892,1148,758,164,46145,925,299,307,0,144113,81988,6508,51133,2669,2553,335,144113,81988,6508,48867,1783,360,131,383,4093,136857,81176,4509,48491,1559,1025,159,0,0,0,0,0,142910,82711,4569,52148,1680,1805,21,50327,1084,128,21,146578,83487,5133,54342,1831,1598,23,52555,1140,68,23,75967,31774,43064,71244,31143,40101,71813,28674,41718,66682,24179,40532,69530,28192,40906,67748,27745,40003,65787,26290,39497,74552,29988,43653,87232,36671,49539,86215,35078,49365,85380,35144,48531,77047,33184,43863,77049,33298,43751,74785,30071,43772,68744,27969,39793,68931,26462,42026,68127,26557,40733,67827,25843,40779,67662,25028,40930,68139,26389,41750,78186,31584,45800,90701,36945,53379,88621,33639,54982
24,24,176958,125963,6851,37955,5499,1167,283,0,0,192776,133778,8936,42396,7378,1259,212,0,0,192674,129949,10411,40324,8672,3810,554,192893,133851,9384,41822,7452,1540,262,39029,5773,118,7,381,4355,193227,132161,11058,39692,8259,2182,372,133685,97929,4260,27024,3897,828,184,0,0,143581,104653,4120,30336,3638,574,8,29897,3025,78,324,0,148602,103744,6539,29503,6066,2794,353,148602,103744,6539,27773,4865,296,109,523,4753,144455,104954,4667,30002,3804,616,8,0,0,0,0,0,145512,105473,5619,28686,4104,1301,10,27744,3628,185,10,148872,105876,6379,29292,4946,2087,37,27928,4396,270,37,78558,25814,51836,81775,25188,56587,86823,25473,58979,82141,21229,58119,82923,24562,57613,81328,24309,57019,79729,23350,56379,89880,26732,61815,104509,33803,69455,103527,31876,69659,102726,31446,69249,94502,30622,63880,94481,30700,63781,92362,27628,63378,86836,26775,58532,87205,23728,62868,86505,24458,60904,86362,24114,60602,86138,22219,61186,86433,24466,61967,96664,29303,66261,111850,34983,76175,109636,30842,78794
25,25,180285,118453,5374,53808,2132,1157,173,0,0,185324,117736,6558,58251,2678,1173,264,0,0,189469,114991,7680,61264,2617,3266,243,186625,118299,6155,59368,2635,1202,273,56107,1722,148,83,221,3885,189848,116784,7608,61841,2786,1974,189,136546,92580,3388,38564,1526,872,117,0,0,140835,93232,2942,42733,1194,593,15,42246,1054,167,230,0,147337,92629,5050,45390,1818,2455,148,147337,92629,5050,43769,1381,264,47,542,3655,142560,93514,3067,43857,1308,607,80,0,0,0,0,0,145932,93554,4031,45968,1204,863,88,44940,1005,88,88,148583,93211,4665,46873,1715,2014,223,45471,1351,161,223,75728,29027,45886,72804,27440,45364,75635,26377,47429,71556,22711,46324,73827,26741,46584,72265,26543,45722,70700,25486,45214,79466,28461,49914,92745,34897,56909,91992,33603,56478,91463,33989,55797,82254,32227,50027,82289,32476,49813,80793,29461,50226,75170,28597,45271,75474,26506,48502,74820,26910,46971,74741,26211,47271,74508,25230,47093,74745,26593,48152,84898,31389,52595,99370,37703,61226,96880,34071,62809
26,26,197925,74632,7412,113718,2271,1405,342,0,0,189336,67481,6884,112602,2256,1523,297,0,0,189945,63176,9206,113749,2550,2822,282,187470,67315,7323,110315,2207,1545,309,106348,1707,554,50,467,3709,188512,66594,7353,110419,2751,2247,228,147223,61310,4850,79243,1663,1019,231,0,0,141025,55405,3159,80383,1172,912,43,79709,1016,364,91,0,145744,53346,6181,83056,1920,2163,181,145744,53346,6181,80416,1342,325,49,348,3737,141242,56381,3578,79036,1199,978,38,0,0,0,0,0,142358,56505,3376,79676,1733,1405,24,78020,1393,248,24,141016,55263,3720,78969,1843,1404,47,77196,1589,173,47,81436,52429,28059,75130,49900,25230,69887,43964,24619,64821,37494,25627,67181,43272,23520,65243,41973,23270,62818,40243,22575,70108,44062,25295,78439,49969,27693,77301,48002,27510,77112,48727,27062,69497,45588,23909,69618,45842,23776,66617,41768,24098,59048,37330,21017,59256,36285,22652,58403,35844,21867,58137,35233,21979,58105,34407,22459,58271,36554,21717,67936,42493,24839,76540,47697,28537,74069,45317,28752
27,27,135127,109999,14475,4052,6062,1005,192,0,0,174216,131195,18680,8391,15209,1461,178,0,0,190676,129651,22131,10506,24002,3990,239,178514,131673,19134,9116,17520,1465,214,6542,15432,416,0,527,4789,192533,135193,21056,10950,23531,2949,530,95728,79725,9138,2511,3896,684,101,0,0,113969,96746,6204,4653,5544,721,30,4315,4932,269,168,0,139196,99531,14200,6961,15279,2786,144,139196,99531,14200,5791,14295,208,56,631,4484,117546,98463,6696,5415,5999,761,0,0,0,0,0,0,127000,103277,8698,6076,7819,799,0,5568,6454,114,0,133603,104743,10643,7088,9800,829,34,6303,8291,71,34,55254,11239,43376,60748,10709,50039,74099,16316,54601,71749,12925,54596,71167,18281,51832,70150,18110,52040,69679,17685,51994,80667,20591,57999,99003,29958,67433,98212,27905,67532,97348,27792,66966,88343,26279,62064,88299,26837,61462,84874,23100,59801,79317,23750,53211,79765,19845,59188,79288,20972,56890,79292,20962,56421,79116,18661,57306,79193,21240,57953,90432,25856,62946,107231,32682,73431,105889,29128,76761
28,28,172084,63660,20238,84870,4182,1866,341,0,0,195113,56094,27191,109986,5346,1291,160,0,0,191223,48277,27258,110800,4803,3764,343,196120,56221,27226,109637,5172,1509,278,103378,4171,244,13,604,4261,195350,50728,28458,112069,5102,2136,595,123391,51614,12122,56832,3025,1227,196,0,0,131474,45964,8169,73516,2886,763,50,72592,2696,200,302,0,144565,41061,17542,81568,3693,2850,236,144565,41061,17542,77238,2979,290,86,874,4495,134384,46298,9367,75129,2674,868,15,0,0,0,0,0,135970,43466,10008,78305,3004,1116,10,76810,2909,112,10,139700,41336,12657,80941,3225,1079,193,79121,2822,126,193,64456,39422,24407,70333,45105,25228,74494,50218,22213,71748,45046,24001,72756,53215,18997,71728,52102,19626,70209,51083,19126,78289,55365,21654,90374,66699,22668,89529,65028,22440,89568,65730,22063,82965,63057,19908,82969,63449,19520,77393,56541,19634,70264,53763,15325,70490,51864,18189,69964,51719,17160,69752,51423,16691,69939,49633,18790,69579,52647,16932,80595,59894,19671,93262,70223,22295,92102,70130,21972
29,29,175158,116578,6492,46617,4732,1295,322,0,0,185353,115974,8607,54304,6949,1534,265,0,0,189424,114990,10114,53786,7584,3768,476,186670,115751,9994,54106,6829,1652,246,50530,4718,270,99,283,5026,188580,114898,9660,55124,7322,2509,391,131126,90542,4200,32551,3206,911,208,0,0,137519,90753,4761,37875,2921,635,79,37413,2404,321,533,0,145674,92102,6483,39150,5380,2738,323,145674,92102,6483,37176,4377,336,162,483,4555,138785,91005,5641,37848,2965,738,98,0,0,0,0,0,140925,91181,5584,38936,3327,1141,109,38351,2470,84,109,143891,91505,6302,41393,3281,1362,41,40069,2498,114,41,75215,26920,47560,74238,26725,47513,77423,26434,49067,72954,22213,48111,72592,25564,46469,71242,26351,44891,69173,24020,45153,79361,27832,50389,92177,34167,56976,91406,32651,56936,90831,32907,56218,82429,31102,51327,82447,31313,51134,79966,28252,50580,73294,26985,44917,73609,24661,48474,73033,24911,47219,72883,24741,46838,72688,23166,47480,72916,24840,48076,83554,29983,52654,98167,36299,61345,96574,35070,61504
30,30,177108,125867,9984,38561,2064,1628,177,0,0,185633,125218,11226,45117,2942,1596,171,0,0,191617,120759,15186,48783,3025,4699,246,184569,122488,11708,45283,3149,2047,250,42079,2230,313,65,1440,4244,190251,121723,12727,50143,3560,2525,96,128502,95186,6076,25268,1348,1171,115,0,0,134489,97451,4294,30356,1284,895,125,29658,951,254,100,0,144068,94964,9555,34165,2067,3536,161,144068,94964,9555,31856,1526,389,45,677,5056,133505,96116,4062,30523,1395,910,85,0,0,0,0,0,136747,95570,4887,33338,1529,1133,0,32099,1321,131,0,140144,94386,6648,34854,1508,2400,4,33643,1201,262,4,69336,23936,44579,67601,22437,45164,72413,22481,47832,69291,20147,46046,68942,23120,45105,67778,23314,44464,66470,22443,44027,76209,25100,49705,90447,31453,57842,89589,30468,56792,89149,30952,56259,78663,29042,49621,78651,29325,49326,77375,26040,49936,70916,25207,43977,71240,23212,47454,70763,23605,46011,70633,23435,45589,70523,22365,45795,70438,23545,46893,81842,28216,52491,98594,35347,62733,97050,34600,62450
31,31,165613,122995,11411,28625,2101,1465,209,0,0,184525,131575,14897,35838,2785,1419,338,0,0,192560,125543,17043,43064,3286,4515,320,189333,132160,15710,38159,2886,2090,300,32701,1753,213,35,398,6364,195260,130546,18183,41390,3458,2434,601,117114,90446,6587,18243,1327,979,124,0,0,129977,98831,6097,22868,1070,863,64,21931,605,325,319,0,142251,97094,10551,29440,2218,3271,199,142251,97094,10551,27213,1598,317,81,657,4740,134126,100169,6572,24605,1314,1037,35,0,0,0,0,0,138859,100564,7673,27562,1345,1064,160,26233,885,60,160,145297,100423,9057,32579,1652,1171,117,31252,1114,100,117,64035,19182,44033,63025,17668,45357,71219,19145,50042,67931,16768,47856,67024,20601,45844,65886,20776,45110,64570,19856,44714,76062,22872,51724,93204,30618,61372,92264,29622,60139,91589,29952,59513,80531,27854,52677,80530,28102,52428,79048,24973,52590,72848,24859,46186,73181,22723,49837,72639,23169,48239,72478,22907,47817,72336,21869,47977,71968,26080,45888,84649,27910,55482,103904,36301,66966,101881,38697,63184
32,32,167710,120626,16722,20872,9091,1452,265,0,0,182226,125457,16984,29101,10110,2312,365,0,0,192448,121501,23276,30039,12991,4569,336,186772,126111,17737,29983,11392,2041,322,25790,9764,274,150,809,6142,192264,125003,21312,32227,11536,2026,409,124288,92794,10700,13991,6293,1031,162,0,0,130018,98109,7460,18317,4694,955,29,17623,4117,397,536,0,149879,98589,15808,22274,9395,3445,235,149879,98589,15808,19674,8128,306,56,1248,6070,132813,99085,7720,19115,5554,996,40,0,0,0,0,0,138221,100729,9283,21085,6016,718,40,19972,5263,58,40,140717,99795,11131,21661,6952,945,29,20250,5994,57,29,83047,27805,54178,75438,23040,52398,83064,28616,50255,80875,23624,52214,77472,30896,45301,76308,30324,45984,75461,30023,45438,86487,32942,51033,101209,43254,56077,100379,40940,56405,99583,40923,55602,90122,38630,51492,90086,39308,50778,86950,34587,50054,79089,33788,42753,79519,30196,48516,78980,30890,46384,78881,30864,45588,78914,28564,47412,78678,30862,47816,90707,37425,51467,105282,45393,58714,100308,38129,62179
33,33,171937,72789,33069,59336,7176,1662,256,0,0,189022,73010,37369,71441,8624,1753,293,0,0,192766,65801,43478,70136,10180,4622,295,191771,72711,36813,75260,8715,1351,391,68605,6885,225,25,1275,5240,195322,68204,40972,74908,10085,2959,275,127591,60691,20637,40823,5305,1141,196,0,0,121316,57043,11526,47621,4187,709,46,46760,3719,349,337,0,147506,56127,28776,52011,7483,3421,208,147506,56127,28776,48389,6499,296,77,1813,5529,126840,59228,12010,50820,4103,537,34,0,0,0,0,0,127787,57363,13289,52094,4369,754,24,50192,3822,211,24,127756,55224,15857,50532,4849,978,43,48476,4210,142,43,65873,35843,29388,65053,35576,29477,68827,40345,25875,66836,34360,29142,66568,42160,23618,65568,41211,24357,64454,40490,23964,71927,43687,26647,82548,53141,28188,81778,50836,28767,81545,51189,28278,74691,48255,26436,74691,48723,25968,70213,43499,25221,62887,40562,20760,63150,38009,24635,62608,38168,23252,62437,38081,22623,62573,36038,24726,62394,38763,23631,72805,45807,25787,83997,54063,29120,81282,50037,31245
34,34,170462,28224,23703,111780,8361,1625,333,0,0,187059,24044,23410,133282,7529,1906,259,0,0,190668,21187,28255,134024,8449,3495,250,186724,22304,22922,135585,7438,1487,259,129526,6559,196,110,564,4533,189590,20211,25607,138385,9123,1719,227,121830,24583,14631,77243,6155,1105,212,0,0,123158,21044,6278,90357,4115,704,120,89165,4009,242,750,0,141840,18951,18084,98640,6543,2511,174,141840,18951,18084,94326,6044,310,61,789,3275,124775,19999,6566,93164,3957,558,100,0,0,0,0,0,127646,18028,8933,94651,4710,712,44,93013,4625,98,44,125723,16459,10785,91660,5066,1157,100,89883,4969,197,100,68527,55743,12386,63526,51489,12037,61577,49549,10870,57912,43774,12356,60468,50969,9192,59308,49667,9641,57490,48162,9328,63864,52003,11039,72778,59571,12454,71959,58426,11906,72085,58829,11534,66610,56608,10002,66634,56758,9876,61302,50270,10198,54100,45429,7914,54249,44666,9279,53852,44074,8935,53610,43798,8644,53746,42959,9819,53564,44753,8811,62908,51635,10543,70712,57555,12695,69346,57189,12157
35,35,168290,49322,17905,95071,6750,1512,251,0,0,197737,54178,18186,115051,11497,1202,294,0,0,192472,53115,19137,108741,10924,3062,271,199487,54058,17013,116166,12415,1702,528,110505,10603,125,225,1260,5699,196405,53999,16217,114213,12040,2217,488,128288,42937,11488,68766,5300,1056,176,0,0,136524,45266,6299,80311,3921,562,100,79064,3647,75,384,0,151934,46112,13248,83055,8624,2330,196,151934,46112,13248,78759,7614,279,63,1041,4818,141424,45901,6971,81901,4677,949,165,0,0,0,0,0,142253,46543,7749,82035,4528,920,125,79973,3973,97,125,141590,47171,8832,79593,4607,1153,102,77337,3952,77,102,67282,47456,19221,72794,53254,19540,78320,58588,16967,75716,50720,21614,76504,60519,15291,75078,58292,16786,73504,57433,16071,82007,62032,18378,94105,73278,19557,93378,70888,20265,93180,71237,19868,86353,67908,18445,86350,68465,17885,81738,62754,17475,75137,59757,13953,75393,57184,17703,74709,56937,16449,74464,56645,15897,74715,54208,18957,74185,57322,16863,84670,65385,18073,95600,74208,20621,94436,73246,21190
36,36,163886,48477,11135,100297,5034,1611,170,0,0,186708,63499,10443,105587,7485,2061,216,0,0,192282,63642,14534,104523,9126,2963,265,188021,63402,12135,104259,8627,2824,198,98780,7002,508,0,851,5345,188793,65383,14932,98919,10188,2897,133,133131,44700,8233,76453,4477,1275,131,0,0,145913,56775,5411,78315,4394,721,15,77122,3768,211,549,0,161385,58394,11394,82859,8038,2358,212,161385,58394,11394,78564,6467,271,67,830,5398,147929,57146,6137,77715,5542,757,15,0,0,0,0,0,150274,59815,7753,74718,6449,871,20,72875,5695,291,20,155785,62277,8322,75643,8087,1151,20,73351,6796,289,20,83887,73850,9290,65224,56933,8291,74176,64910,6662,70998,55683,11695,73436,66712,6091,71693,63634,8059,70281,63090,7191,77221,67226,8491,87502,77411,8971,86778,75018,9695,86403,74890,9296,81338,72589,8749,81370,73195,8175,76213,67193,7739,70144,63616,5551,70203,61730,8061,69311,60538,7553,69117,60449,6830,69528,58649,9780,68895,61802,7093,79021,69676,8279,90574,79620,9935,88493,78143,10350
37,37,179338,126336,13485,31738,7439,1442,220,0,0,193233,127265,16850,39653,9160,1133,284,0,0,192671,120179,19242,40191,9761,4262,282,194651,124433,19775,39831,9312,1324,298,36447,7717,309,36,943,4985,194567,123528,18970,39858,9931,1897,167,130201,95561,8435,20720,4990,999,146,0,0,138914,99228,7583,26124,5066,756,45,25653,4621,153,151,0,147779,96596,12836,28484,7032,3057,198,147779,96596,12836,25726,5823,245,53,995,5505,138113,97964,9051,25138,5235,834,40,0,0,0,0,0,140354,98984,8636,26544,5085,955,53,25665,4555,92,53,142494,95433,8946,30392,6170,981,61,29003,5046,122,61,81483,27465,53231,83887,26530,57357,91436,32726,54691,89366,27360,57217,85901,34915,49803,84777,34409,50368,84046,34071,49975,95013,37184,55461,109895,48139,59951,109107,45641,60607,108557,45885,59785,99156,43500,55656,99166,44250,54916,96014,39545,54260,88580,39334,46775,89084,35353,52989,88442,36185,50631,88336,36034,49837,88362,33606,51747,88113,36360,51753,99927,42778,55424,114785,51889,61742,112162,52419,59743
38,38,160112,51372,11020,95209,3465,1153,151,0,0,173539,54567,10337,105662,4028,2258,29,0,0,192309,54260,13541,119036,5600,2325,221,179270,55284,10354,110061,4351,2139,66,107539,3294,347,14,298,2128,189094,54890,11494,119070,4834,932,99,119322,41292,7093,68743,2626,822,105,0,0,126588,42913,3566,77677,1782,639,14,77013,1553,294,156,0,149091,44453,9325,90762,4315,1791,165,149091,44453,9325,87086,3489,228,31,741,3738,131906,43801,3643,81987,1761,643,14,0,0,0,0,0,140222,43780,5122,88542,2317,444,14,87391,2057,58,14,144635,44501,6668,89536,3218,622,22,87655,2803,67,22,65574,45218,19903,72448,51448,21000,76515,57280,17000,73813,47781,23765,76921,59209,17125,75393,56486,18907,73681,55644,18037,81337,60440,19709,93584,72705,19898,92841,69160,21915,92595,69863,21122,88384,67272,21112,88382,68123,20259,81551,61854,18540,75693,59455,15121,76079,56297,19386,75310,56423,17878,74957,56160,17256,75320,53168,20876,74705,56971,17734,84933,64784,19214,96710,74717,21201,95109,73099,22010
39,39,166358,47955,10587,100732,7967,1381,212,0,0,182800,55433,9454,106509,12182,1520,432,0,0,192047,56219,12675,111625,11374,2566,289,186326,56315,9680,107769,13039,1142,622,104006,10957,247,189,510,4423,192461,56866,9435,112223,13418,1283,348,132698,42810,7454,75616,7270,1095,167,0,0,139042,48097,4604,80085,5403,613,53,79125,4725,240,443,0,157956,50382,9638,87539,10013,1997,239,157956,50382,9638,83368,8584,241,68,822,4853,140618,48006,4906,81024,5688,585,150,0,0,0,0,0,146065,48791,5217,84564,6424,844,95,83183,5517,189,95,148367,46676,7402,85761,7001,1291,122,83130,5934,75,122,74916,61685,12733,68326,56014,12312,72260,60287,9664,69264,50905,15728,71174,61437,9182,69653,58581,11072,68024,57780,10244,75638,62605,11778,86578,73600,12034,85970,70847,13275,85615,71021,12622,79824,67792,12032,79873,68462,11411,74692,62697,10850,68237,58976,8268,68402,56657,11370,67582,55997,10536,67369,55967,9778,67737,53771,12871,67156,57043,10113,77149,64921,11329,87003,73469,12692,85294,72205,13089
40,40,168087,81155,41559,29841,16498,2322,279,0,0,181642,86857,38572,34067,22272,7218,206,0,0,190544,83251,47280,35719,23214,4891,287,185655,87128,38167,36569,23933,8717,153,33989,20755,521,22,621,4459,188938,88709,37309,37473,25418,8875,193,130467,66576,28702,22771,12914,1641,188,0,0,110210,68033,8268,24083,8752,1084,11,23408,8142,439,166,0,147000,68121,31782,28277,17728,3481,216,147000,68121,31782,25456,16390,165,55,862,4169,115724,69509,9453,26555,9606,915,21,0,0,0,0,0,119726,70797,10237,26877,11057,830,25,26098,10255,188,25,121422,66691,11640,30105,12352,788,46,28996,11521,133,46,73782,39914,33199,62812,30254,32558,68719,39109,26277,67024,30822,32835,68076,41224,25770,66921,39300,27621,65996,39318,26678,72800,42289,28780,83465,53354,28868,83068,49912,31310,82234,49957,30258,77480,47637,29843,77463,48511,28952,71837,43387,26861,65299,41804,21743,65691,37890,27253,65160,38291,25747,65031,38657,24591,65312,35696,28080,64745,39494,25251,74032,45507,27296,81847,51799,28989,80353,49457,30896
41,41,175753,39677,19084,106075,12293,2048,311,0,0,193656,42633,15429,120337,15781,3825,569,0,0,193109,40137,19928,114098,19080,3072,243,191314,41747,14123,119737,16242,3662,502,114473,13883,440,262,706,5677,193085,41523,14326,121355,16057,3842,379,132433,34051,13061,77077,9001,1450,207,0,0,125044,35337,3446,80400,4615,717,40,79484,4292,307,678,0,147908,34437,13526,86466,13257,2326,169,147908,34437,13526,82275,12043,267,25,919,4416,125387,34406,3743,81399,4532,657,35,0,0,0,0,0,127945,34488,4254,82346,5681,820,39,80586,5165,138,39,127578,33095,5609,80501,6911,884,107,78090,6311,89,107,76667,62461,13751,69050,56027,13023,70319,57615,10668,67335,50458,14339,68927,58571,9835,67442,56621,10821,65606,55265,10341,72862,59866,11788,82268,68983,12368,81467,66953,12803,81353,67294,12318,76848,65246,11602,76834,65649,11185,70097,58106,10846,62364,52914,8413,62582,51351,10826,61989,50903,10036,61748,50699,9552,61989,49001,11896,61562,51540,10022,71533,59147,11443,78993,63966,14238,76873,62814,14059
42,42,167456,111825,6358,46682,2251,1244,185,0,0,180334,113635,9410,53668,3499,1840,273,0,0,191057,107587,11345,65735,3677,3853,326,185429,113358,10144,57929,4459,1888,323,53551,3200,237,78,320,4532,195128,109824,12893,67874,5082,2194,226,121080,84392,3843,30969,1490,881,113,0,0,130999,87593,3847,36923,1486,909,92,36152,1293,229,346,0,144293,85324,7151,46975,2428,2886,195,144293,85324,7151,44415,1840,248,55,743,4517,134112,88197,4064,38684,1949,1081,80,0,0,0,0,0,141226,85975,5082,46361,2276,1366,0,44855,1980,131,0,146653,82483,6417,52943,2176,2043,18,50997,1718,188,18,77165,27955,48492,75979,26465,49514,80196,27478,50769,76577,24294,49401,78673,29793,48303,77249,29618,47631,75524,28499,47025,84987,31632,52051,99629,40073,58431,98891,38873,57847,98406,39275,57280,89554,37550,52004,89569,37830,51739,86754,34200,51213,80734,34160,44931,81114,32184,48384,80541,32440,46973,80444,32149,46762,80281,30812,47200,80437,32602,47835,91648,37596,52930,109451,47884,60943,107425,45698,61727
43,43,165104,58703,14539,89325,3554,1364,286,0,0,180166,46539,16508,112589,4411,2056,497,0,0,189443,41070,19032,124960,4576,2983,388,179950,42567,15955,117262,4112,1739,907,112315,3538,716,174,861,3834,188636,42271,17898,124422,4265,1811,1199,117421,47567,8791,58943,2447,928,176,0,0,124620,38888,5839,76398,2287,1024,60,75715,2207,535,419,0,142037,35448,12151,90569,3390,2223,279,142037,35448,12151,85939,2752,268,106,930,4443,125739,35750,5907,80526,2135,1069,60,0,0,0,0,0,132000,35878,6746,85645,2219,1058,79,83919,2029,400,79,136498,33164,8082,91256,2278,1565,8,88314,2001,254,8,68205,40531,27163,70677,44820,25857,73192,48893,22631,69972,44290,23471,72772,52912,19447,71533,51810,19723,69802,50402,19400,77742,55080,21605,90150,66880,22458,89355,65637,21842,88836,65851,21501,82423,63247,19176,82446,63442,19004,76914,56570,19280,69744,53701,15008,69964,52363,17227,69428,51963,16484,69236,51728,16138,69325,50239,17713,69144,52787,16357,80271,60314,19077,93510,71381,21539,91697,70695,21002
44,44,171946,54935,10429,98664,8499,1371,236,0,0,184408,58782,12936,100099,12030,2102,261,0,0,193156,60117,15320,105133,12057,2933,294,190808,61340,15360,101378,12561,2448,257,96391,10080,307,77,1414,5841,186719,60357,15229,98471,12243,2961,319,131274,46347,6696,71863,6550,984,171,0,0,132668,46677,4946,74408,5594,962,58,73258,5027,315,484,0,150410,49529,10279,80520,9396,2148,230,150410,49529,10279,76958,8134,206,61,739,4504,137937,48988,6431,75114,6090,958,65,0,0,0,0,0,136194,49010,6545,72793,6270,1094,53,71452,5594,229,53,136662,49203,7568,71138,6858,1180,46,69360,6267,198,46,86489,74399,11429,77018,66413,10605,81279,70977,7932,78181,62218,12851,83233,75106,7475,81486,72291,9195,79922,71561,8361,86395,75448,9566,98054,87191,9769,97140,84863,10358,97090,85135,9894,92803,83415,9388,92815,83886,8929,86597,76681,8688,81595,74049,6466,81520,71954,9151,80773,71167,8416,80548,71034,7728,80986,69499,10492,80472,72452,8020,89679,79512,9140,99504,87872,10730,97351,86273,11078
