ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
60,60,82451,72430,1881,4787,2986,526,76,0,0,90564,76310,2388,7758,3824,493,20,0,0,92742,75726,2994,7829,4133,1420,81,92258,77306,2000,8523,4006,479,25,7236,3275,165,0,23,2252,92756,77411,2221,8422,3692,671,96,61352,54754,1169,3190,1979,324,50,0,0,66706,57248,1155,5793,2098,244,0,5564,1763,104,160,0,72453,60379,1949,5669,2910,1014,46,72453,60379,1949,5128,2517,97,14,141,2228,66922,57406,1073,6090,1954,326,0,0,0,0,0,0,68461,58704,1263,6070,1887,499,0,5495,1467,128,0,67885,57938,1294,5756,2286,531,0,5117,1930,86,0,41489,20711,20197,43979,20541,23438,45445,16849,26797,40038,18390,21177,40157,18710,20624,38917,16350,21199,45814,19298,25586,55845,22826,32397,54928,22749,31316
61,61,90924,73186,2246,12596,2508,872,75,0,0,93150,70156,2481,16765,2533,1217,95,0,0,93156,68778,2870,16298,3282,1753,71,93822,69661,2569,17545,2576,1361,126,15331,1999,623,119,344,3174,93284,67830,3027,17469,3984,1337,97,71774,59995,1405,8269,1779,555,55,0,0,71862,57086,1476,11119,1375,702,22,10503,1195,386,200,0,75006,57760,1890,11355,2442,1290,55,75006,57760,1890,10375,2020,138,10,243,2570,72468,57283,1494,11537,1159,815,17,0,0,0,0,0,72037,55768,1542,11514,2385,689,0,10390,2044,85,0,73431,56143,1787,12034,2777,811,0,10633,2263,50,0,47150,26392,19873,45600,25009,20591,44996,20374,22633,38459,20558,17205,38492,20600,16798,37440,18617,17138,43508,21753,20582,51459,25258,25453,50730,25221,24393
62,62,92064,78065,2019,9795,1550,1011,73,0,0,92880,75742,2370,12254,1766,927,96,0,0,90539,69774,2564,13752,2009,2101,99,90933,73565,2062,11930,2300,974,91,11060,1803,137,35,188,2081,89779,70913,2544,13018,2033,1163,119,72179,62942,1249,6373,1062,703,50,0,0,73279,61646,1385,8615,1053,535,13,8335,876,76,91,0,74114,59135,1745,9773,1494,1569,79,74114,59135,1745,8948,1087,227,22,204,2746,72539,60628,1342,8471,1338,592,22,0,0,0,0,0,71769,59208,1604,9070,1090,597,24,8587,794,89,24,71594,58441,1815,9422,976,740,70,8666,646,132,70,48566,26534,21059,45990,24766,21224,47396,20236,25046,40677,20849,19093,40803,20834,18788,39472,18637,19002,45934,21731,22938,54116,24800,28514,53303,24922,27098
63,63,89358,82963,1693,3024,887,894,55,0,0,91283,82919,2355,3839,1284,987,58,0,0,90638,80389,2399,3820,1294,2089,62,91931,82688,2679,4514,1222,1148,56,3232,648,205,41,2,2430,90915,80165,2920,5455,1123,1100,88,67733,63919,997,1718,560,593,30,0,0,70350,65239,1185,2639,698,504,15,2380,498,120,61,0,72589,65523,1543,2536,880,1502,36,72589,65523,1543,2077,571,222,7,170,2476,70905,65094,1394,3081,645,563,10,0,0,0,0,0,70929,64233,1605,3721,612,560,0,3143,352,90,0,72198,65569,1502,3379,847,584,4,2708,524,78,4,45863,22374,22552,38342,17124,21218,46141,14293,29728,39999,16239,23037,40052,16519,22379,38826,14115,22967,45833,16581,28054,55661,18934,35945,54656,19300,34216
64,64,92112,82565,3152,4840,767,1242,56,0,0,89475,78579,3903,5368,982,1243,80,0,0,91060,78219,3711,5437,989,2348,84,89385,78496,3833,5248,926,1215,137,3257,564,95,42,56,3043,90800,79375,4135,5042,1074,1371,121,70029,64227,1862,2825,473,813,31,0,0,69334,62739,2288,3021,496,695,28,2472,393,109,78,0,71638,63262,2364,3222,704,1653,54,71638,63262,2364,2551,468,276,9,182,2526,69906,63381,2287,2957,408,748,28,0,0,0,0,0,71281,64545,2572,2875,500,782,14,2259,304,144,14,71353,64407,2768,2824,552,733,20,2054,367,75,20,44279,23955,19402,39257,19761,19496,41980,15139,24252,36273,16360,18899,36206,16823,17917,35477,14756,18665,41155,16942,22764,49252,19418,28987,48453,19227,27904
65,65,91851,84152,4041,2391,515,914,67,0,0,92449,84299,4293,2089,549,1114,297,0,0,92892,81712,4674,2927,735,2185,94,92701,83821,4331,2265,643,1345,329,1755,190,163,302,223,1923,93202,82446,5126,2710,663,1496,302,68891,64037,2373,1631,288,607,38,0,0,70297,65772,1854,1591,258,708,0,1350,116,140,80,0,73184,65425,3018,2096,455,1573,61,73184,65425,3018,1749,266,188,36,177,2325,70406,65666,1851,1758,349,771,0,0,0,0,0,0,70990,65436,2255,2126,353,849,0,1817,104,120,0,72183,66033,2557,2552,473,553,9,2210,231,62,9,45692,20212,24313,44614,18455,26159,45959,11659,32128,39910,13718,25462,39961,13823,24844,38821,11770,25170,45646,13752,30680,55169,15252,39132,54268,15920,37273
66,66,84934,78788,2825,1453,1305,693,61,0,0,93151,85287,3334,1705,2513,431,21,0,0,93014,82007,4098,1922,2240,1929,60,93404,85200,3679,1861,2193,391,36,1254,1572,8,0,95,1597,93259,83908,3950,2033,2114,513,39,62959,59295,1640,830,793,449,34,0,0,69208,65253,1398,1031,1207,318,0,897,1067,18,42,0,71767,64551,2576,1164,1483,1385,36,71767,64551,2576,790,1154,134,14,178,2370,69872,65601,1685,1317,1029,265,0,0,0,0,0,0,70113,65254,1952,1561,993,305,0,1282,862,10,0,71022,65695,2253,1554,1171,346,0,1138,867,37,0,46004,18836,26364,46504,17501,29003,49333,14416,32546,44753,15994,28147,44834,16588,27138,43465,14193,27499,49925,16805,31947,59224,20159,38273,58485,19634,38043
67,67,94045,86336,2585,3533,558,1283,43,0,0,91629,83454,2812,3328,942,1288,172,0,0,92816,81074,3301,4053,813,2725,69,91629,82398,3111,3946,1274,1472,148,2567,519,306,22,58,2648,93135,83332,2906,4104,1318,1563,90,72054,66922,1547,2438,360,890,26,0,0,72383,66861,1835,2352,378,839,19,2299,274,230,62,0,73721,65531,1991,2851,517,2076,46,73721,65531,1991,2416,301,302,6,168,3006,72210,66195,1873,2577,516,959,14,0,0,0,0,0,73201,67139,1645,2730,580,1008,4,2367,233,196,4,72925,66750,1954,2496,628,1016,9,1887,177,178,9,49156,27260,20765,45058,24011,21047,46775,17101,27154,40628,18019,21672,40659,18819,20428,39779,15956,21595,45552,18571,25545,53372,20545,31951,52732,21038,30549
68,68,89971,79757,2616,5100,1724,1071,50,0,0,88060,77093,2419,5993,2156,791,123,0,0,93065,76629,3831,7397,2198,2526,99,89331,76502,2639,6344,2243,1043,158,5049,1603,189,11,922,2414,94200,78643,3500,7808,2399,1653,170,67637,61117,1533,3279,1125,712,37,0,0,67634,60362,1500,3912,1321,464,0,3642,1271,118,123,0,73273,61728,2466,5131,1619,1827,64,73273,61728,2466,4399,1305,237,15,213,2910,69542,61635,1699,4080,1330,618,0,0,0,0,0,0,73309,64005,2208,4773,1240,786,0,4353,1067,180,0,73107,63234,2538,4923,1463,831,0,4437,1278,148,0,47614,26047,20684,46174,24683,21491,47481,20193,24937,41769,20335,20579,41812,21536,19043,40862,18399,20378,46772,21860,23587,54871,25361,28696,54276,25530,27814
69,69,93520,69244,2578,19545,1293,1343,97,0,0,88579,63676,3355,19226,1129,2267,103,0,0,91698,63049,3324,21511,1233,2436,85,88500,64035,2957,19394,982,1708,106,16672,630,471,0,322,3416,90624,62857,3348,22442,882,1383,72,70763,54584,1599,12975,913,941,61,0,0,68138,50952,2235,13231,583,1470,0,12357,438,446,130,0,71476,51063,2252,15136,876,1832,43,71476,51063,2252,14183,626,276,11,230,2835,67029,50563,2002,13014,477,1059,0,0,0,0,0,0,68526,50445,1928,14953,416,852,0,13859,304,201,0,67437,49399,2240,14525,530,768,0,13436,419,169,0,49556,32120,16587,45919,29768,16151,44572,24179,18242,38692,22934,14905,38729,23791,13812,38021,20794,15357,43154,24677,17260,49900,28021,21170,49432,28376,20096
70,70,112322,44120,4346,62641,837,2147,89,0,0,105824,43176,4489,57337,959,1857,176,0,0,90738,32905,4417,51173,811,2324,103,105440,42742,4744,57117,1131,1600,184,51935,502,231,8,66,5209,90693,34281,4076,50940,951,1486,73,82135,35932,2630,42338,621,1500,60,0,0,78852,35201,2578,39691,392,1201,10,38468,289,209,252,0,68117,27175,2976,36095,605,1734,74,68117,27175,2976,34144,400,263,20,264,2875,79377,35557,2851,39667,399,1054,10,0,0,0,0,0,68688,29109,2597,35857,321,732,29,34533,200,176,29,68653,28698,2879,35851,462,666,22,34589,345,246,22,53360,45980,6710,43725,38396,5329,37368,29926,6266,29635,24116,4759,29651,24549,4255,29196,23081,4729,33744,27198,5674,38691,30855,7367,38483,30659,6873
71,71,94466,89752,2377,966,497,1017,72,0,0,91692,85801,2853,1637,667,877,97,0,0,91966,83844,2816,1359,794,2293,121,90855,84440,3019,1733,750,899,89,1036,290,177,0,168,1725,92008,85288,3017,1723,708,1223,58,71835,68963,1382,502,334,700,35,0,0,71524,67905,1807,824,343,617,4,626,154,155,72,0,72963,67428,1835,756,522,1717,88,72963,67428,1835,466,305,234,27,140,2528,71504,67841,1836,794,387,616,0,0,0,0,0,0,73073,69089,2039,785,424,672,0,579,204,83,0,72657,68428,2006,1099,423,615,4,779,291,69,4,50078,26845,22055,46030,23959,22071,47117,17289,26866,41126,18085,22010,41253,19092,20812,40282,15573,22409,46018,18764,25806,54029,20938,32162,53322,21697,30594
72,72,89264,80092,2346,4402,1647,1010,76,0,0,88131,78428,2762,4970,1415,904,47,0,0,92844,79110,3295,5786,1852,2312,82,86337,76110,2966,4666,1653,1085,53,3671,1050,115,0,295,2131,92066,80882,2703,4893,2031,1016,78,67309,61303,1401,2954,1067,692,49,0,0,67566,61147,1725,3271,709,687,4,3037,630,154,22,0,72890,63207,2097,4057,1298,1734,49,72890,63207,2097,3490,953,196,11,194,2742,66211,59767,1846,3161,696,751,4,0,0,0,0,0,71053,63991,1786,3525,1052,687,10,3176,756,72,10,71770,63848,2023,3887,1153,665,28,3154,772,98,28,48248,24688,22663,46447,22845,23602,48031,18966,26486,42605,19164,22611,42717,20317,21201,41648,17570,22080,48098,20955,25826,57426,24967,31568,56728,24815,31044
73,73,88095,73774,2720,3945,7046,847,96,0,0,93117,74739,3641,4624,9575,931,89,0,0,91543,71141,3976,6505,7849,1619,120,92210,73406,3611,4920,9307,1044,91,3393,8034,332,29,213,3194,90486,71659,4032,4561,8893,1161,122,71914,60553,1887,3156,5813,641,71,0,0,70770,60688,2417,3104,3817,629,18,2612,3436,234,168,0,75397,59242,2868,5453,6176,1198,91,75397,59242,2868,4898,5655,199,45,236,2254,70777,60689,2414,3102,3757,702,23,0,0,0,0,0,69418,59068,3069,3037,3322,712,15,2307,2793,240,15,70654,59436,3094,2714,4486,621,47,2208,3338,111,47,46504,27382,18314,45027,24725,20302,42572,21669,18317,37720,21396,15761,37779,22118,14636,37032,19708,15771,40254,21968,17181,43720,23584,19335,43392,23285,19398
74,74,90040,58032,8530,19399,4112,1580,137,0,0,92517,58166,8883,20582,5497,1675,312,0,0,90782,53371,10006,21379,4757,2692,143,92716,57539,10623,19144,5962,1494,238,14828,5271,249,0,190,4018,89672,53811,10497,19818,5874,1280,153,67994,47316,5157,12203,2931,1067,89,0,0,67833,47332,5162,12400,2164,809,29,11333,1910,199,308,0,70233,44548,6596,14146,3447,1993,100,70233,44548,6596,11975,3002,274,28,304,3506,68284,47134,6003,11810,2475,756,0,0,0,0,0,0,65671,44883,6025,11888,2091,633,0,10796,1708,154,0,66452,43816,6342,12588,2667,850,9,11262,2213,178,9,44089,29928,13428,35669,24682,10987,40507,25391,12582,37347,25265,11198,37340,25844,10293,36723,23576,11266,40798,27121,12321,46887,31591,14343,46517,31085,14316
75,75,90546,77584,3140,4463,4726,970,95,0,0,91833,77106,3758,4510,6180,742,26,0,0,93554,74210,4791,5751,6584,1949,97,92737,78377,3340,4861,5855,579,43,3296,5178,124,0,61,2357,91841,76090,3549,5331,5636,1144,88,73016,63529,2090,3106,3755,672,72,0,0,70719,62984,2322,2829,2073,418,0,2418,1735,112,124,0,75207,60977,3215,4030,5174,1425,75,75207,60977,3215,3203,4601,219,19,286,2687,71146,63646,1995,3001,1921,283,0,0,0,0,0,0,71297,62462,2180,3625,2288,597,0,2989,1914,150,0,71122,61374,3039,3571,2260,566,4,2934,1750,132,4,48286,29051,18438,44117,25219,18898,46544,25626,18357,42878,25798,16458,42943,26954,14959,42092,23639,16923,46744,27582,18061,53526,32206,20451,53177,31324,21157
76,76,90786,75667,4511,7843,2148,1176,60,0,0,92432,74913,5222,8692,2988,1504,12,0,0,92354,72135,5780,9421,2954,2283,128,92592,74413,5573,8900,3048,1245,15,7269,2543,405,10,113,2267,92372,73580,5662,8902,3053,1239,110,69789,59714,2764,5274,1473,793,37,0,0,71523,60465,3242,5874,1171,865,11,5371,1027,344,53,0,73043,58896,3783,6519,2084,1639,79,73043,58896,3783,5600,1782,202,10,207,2563,71653,60276,3541,5985,1190,781,8,0,0,0,0,0,72046,60028,3857,5897,1404,705,19,5359,1062,212,19,71797,59314,3915,5979,1619,660,30,5425,1121,126,30,48664,26273,21536,45847,24000,21847,47641,21796,22856,43207,22639,19712,43333,23370,18585,41851,20211,19627,47291,23801,22056,54457,27359,26073,53882,27426,25377
77,77,92036,66216,9258,13872,2414,1866,116,0,0,95407,66803,9746,15916,2656,2725,116,0,0,92594,64342,9822,13921,2722,2650,142,95760,65886,9035,17158,2861,2310,122,12729,1901,331,33,560,5283,93768,64613,9076,15760,2937,1831,111,69796,53237,5836,8534,1651,1242,70,0,0,70910,54038,5959,8536,1102,1323,38,7383,922,237,202,0,72106,52755,6597,8986,2022,1948,107,72106,52755,6597,7390,1574,311,22,356,3101,71771,53962,5797,9565,1366,1318,32,0,0,0,0,0,71027,53518,5896,9287,1352,924,4,8290,773,202,4,71966,54120,6124,9458,1427,808,0,7786,854,135,0,47061,29610,16646,42485,26364,16121,43848,24764,16362,40539,25093,14600,40595,25977,13424,39903,22947,15057,44276,26781,16170,50976,31282,18762,50563,30685,18868
78,78,88539,80555,3195,3553,559,916,35,0,0,90820,81806,3984,3808,762,867,34,0,0,92264,80814,3977,4151,825,1900,85,91614,82069,4117,4182,640,909,18,3085,367,142,8,56,1762,92548,81837,4251,4024,708,1945,29,66875,61037,1897,3119,326,613,19,0,0,69892,63809,2408,2707,308,589,10,2546,248,160,91,0,71687,63328,2490,3542,477,1365,57,71687,63328,2490,3210,305,248,5,129,1972,70903,64254,2416,3285,311,605,8,0,0,0,0,0,72038,64247,2782,3130,345,1320,10,2639,284,168,10,71582,64167,2429,2749,431,1676,10,2163,256,366,10,41061,18222,21844,37905,15735,22170,40166,12555,24841,35742,13737,21098,35962,14465,20097,34942,11670,21186,40105,14187,24533,47565,16413,30172,46993,15933,30034
79,79,74556,65972,2824,3309,1959,701,85,0,0,81769,70274,3446,4021,3499,672,0,0,0,90952,74930,4590,5396,3990,1718,136,82649,70535,3642,3979,4089,632,0,2601,3431,214,0,29,2198,90128,74909,4886,5497,3851,951,39,53945,48839,1616,1926,1192,454,45,0,0,57857,51919,1483,2328,1759,374,0,2036,1555,206,0,0,67213,56902,2787,3349,2657,1156,91,67213,56902,2787,2774,2345,196,29,205,1975,58755,52320,1732,2323,2030,394,0,0,0,0,0,0,64072,56377,2296,2968,1938,458,39,2566,1748,135,39,65963,58160,2481,2596,2125,555,30,2154,1952,147,30,39543,13403,25472,39462,11837,27625,43682,12523,28520,39965,12996,26316,40065,13501,25485,39231,11257,26174,44791,14322,29200,53237,18669,33541,52958,17027,35149
80,80,83180,63566,4797,10067,4698,780,93,0,0,90277,63452,6316,14135,6798,742,73,0,0,92350,62080,7053,13469,8632,1524,104,90450,63175,6539,14244,7039,604,127,11956,6085,134,67,48,2451,92249,64392,6902,13571,7304,720,128,61199,48896,2816,6201,3086,494,52,0,0,61945,48232,2947,7679,2544,357,47,7303,2407,159,176,0,69344,49206,4380,8850,5975,1063,62,69344,49206,4380,7822,5509,143,11,215,2058,61558,48239,2810,7371,2602,218,66,0,0,0,0,0,63467,50171,3061,6521,3139,381,54,5940,2933,131,54,63212,48510,3030,7477,3786,326,4,6554,3449,84,4,45361,22707,22049,43786,20473,23313,45533,23418,19561,41604,22106,18835,41634,22751,17894,40785,20270,18821,45757,24641,19915,52789,30878,21023,52610,28492,23369
81,81,86271,71102,3716,8668,2513,892,98,0,0,90927,73651,4069,9141,3641,1099,228,0,0,91516,71724,5026,9133,3932,1819,141,91424,72761,4224,10216,3532,1325,218,7220,2295,149,9,646,4122,90501,71206,4532,10228,3969,1350,216,65126,55734,2163,5296,1604,551,59,0,0,68900,59099,2208,5029,1817,454,10,4529,1513,101,313,0,71975,58603,3329,5948,2678,1250,90,71975,58603,3329,5057,2199,176,16,190,2405,68286,58073,2300,5385,1800,571,10,0,0,0,0,0,68020,57228,2610,5386,1943,478,30,4508,1306,102,30,68767,57339,3311,5436,1948,434,72,4465,1331,109,72,47897,23906,23242,45806,21382,24424,47950,22747,21951,45848,23733,21170,45945,24634,19909,44878,21812,20923,49384,25593,22191,56150,31540,23451,55894,29235,25719
82,82,84228,42090,10820,29341,2834,1205,144,0,0,90684,46114,13352,28741,3597,1608,168,0,0,91219,45537,13338,28120,3926,2065,144,90729,45764,13622,28718,3921,1676,85,23228,3053,179,4,169,4704,90716,45127,13446,28814,4530,1524,125,62840,35544,6348,19171,1979,794,79,0,0,63281,38896,4388,18011,1296,696,2,16798,1113,153,270,0,70814,39478,8520,19278,2859,1504,102,70814,39478,8520,17408,2387,176,30,336,2479,63319,39179,4873,17099,1465,722,3,0,0,0,0,0,64170,39573,5237,16862,1889,783,6,15125,1378,227,6,65235,39868,5485,17370,1941,560,0,15982,1377,146,0,39068,27773,10732,36450,25521,10929,37758,26481,8940,34294,24276,9203,34359,24986,8420,33651,23198,8923,37657,27074,9404,43234,32637,9757,43072,30856,11333
83,83,84716,51838,22267,8413,2458,1589,147,0,0,91477,49701,27883,11104,3024,2956,99,0,0,91341,47115,28823,11772,3127,2948,123,92513,50269,27377,13077,2639,2914,112,7544,2142,407,33,42,4697,93289,48846,28346,13895,2706,2527,96,60501,40817,13029,4854,1696,998,98,0,0,56776,39898,8745,5498,1338,1091,29,4724,1206,338,249,0,67461,38764,18188,7371,2360,2034,80,67461,38764,18188,5861,2012,225,9,192,2210,59514,40939,9268,7049,1050,955,35,0,0,0,0,0,61337,40304,11183,7954,1196,451,40,6556,1019,85,40,61434,39800,12229,7390,1227,458,5,5845,922,61,5,34098,17547,15906,31148,15341,15807,33030,15417,15337,28145,14203,13039,28277,14794,12338,27555,13157,12648,32291,16333,14681,38636,20797,17015,38284,19616,17702
84,84,87839,69792,9598,6304,1605,1458,98,0,0,89608,71504,8309,7576,2307,1373,40,0,0,91890,69044,10341,8135,2487,2423,140,90230,71940,8638,6518,2626,1413,57,4347,2037,215,39,92,2926,90767,71808,8477,6448,2698,1537,170,67185,56415,5469,3538,1125,962,72,0,0,67738,58504,3557,3972,1009,642,4,3129,787,177,165,0,73379,57992,6833,5032,1869,1720,98,73379,57992,6833,3931,1399,306,29,228,2661,68813,58748,4291,3684,1254,817,10,0,0,0,0,0,70588,59515,4987,3942,1425,717,0,3375,1239,266,0,70494,58050,5286,4951,1435,594,9,4279,1267,202,9,43232,21635,20692,40306,18914,21392,42858,19222,20445,38799,19786,17987,38996,20496,17072,37938,17969,17867,43070,21667,19768,50328,27147,21985,49954,25519,23291
85,85,78102,71538,3129,1231,1882,560,52,0,0,85255,76244,4430,1692,2514,815,38,0,0,90127,78534,5138,2026,2667,1399,107,86661,77290,4390,1453,2923,663,42,665,1753,116,24,282,2132,89986,78872,5078,1835,3427,711,197,55850,52274,1684,566,1069,322,33,0,0,61156,56768,2238,656,1175,393,15,446,935,124,8,0,66158,59106,3073,1096,1689,884,86,66158,59106,3073,737,1427,96,12,151,1556,61886,57350,2230,512,1585,304,19,0,0,0,0,0,64693,59173,2713,693,1865,243,30,446,1498,54,30,65679,59400,2967,1098,1799,267,28,822,1507,48,28,43701,11662,31380,43106,9873,33233,45960,10703,32654,41371,11257,29578,41446,11774,28709,40530,9718,29333,46208,12604,32480,54204,17021,36250,54061,15163,38334
86,86,86083,60999,17048,3109,5091,838,131,0,0,89725,61036,19804,3916,5919,976,144,0,0,90575,59794,20099,4100,5833,2074,163,89805,60741,19976,4592,5312,1278,136,2860,4182,157,6,12,1880,90913,61029,20654,5195,4825,1708,169,63409,48203,10191,1635,3233,513,75,0,0,64564,49696,9605,1783,3035,466,0,1438,2878,164,124,0,70221,49639,13125,2333,4093,1448,107,70221,49639,13125,1635,3605,135,38,194,1850,65994,49887,10393,2306,2904,407,0,0,0,0,0,0,67573,50731,11320,2470,2516,474,0,2056,2352,128,0,68057,52323,10735,2159,2440,391,4,1599,2190,69,4,41011,18157,22201,38699,15633,23066,41138,17106,21440,37178,16359,20074,37255,17036,19138,36305,14874,19761,41269,18400,21644,48413,23691,23851,47969,21594,25599
87,87,91772,59334,5374,25479,681,1933,74,0,0,91306,58202,6400,24846,891,1698,83,0,0,91376,56574,6240,24904,936,2914,130,90803,57426,7029,24261,1210,1661,76,21047,593,571,26,57,4062,91021,57049,7350,24451,1212,1583,326,68619,47251,3067,17046,435,1292,45,0,0,69148,47342,3439,16741,435,1079,25,15767,242,562,118,0,70829,46627,3934,17394,631,2066,73,70829,46627,3934,16250,375,502,19,196,2926,68086,46636,3473,16264,549,1059,35,0,0,0,0,0,68893,46744,3989,16537,570,1003,45,15476,437,450,45,67877,46436,3942,15751,550,1086,83,14299,381,366,83,42333,30431,11227,36537,24959,11578,36683,21182,13519,31588,19099,11491,31716,19773,10873,30874,17838,11325,35856,21251,13389,42983,25321,16865,42374,24448,16729
88,88,83363,76621,3216,1567,1165,1003,60,0,0,88159,80372,3996,1679,1358,855,65,0,0,90900,79817,4199,2286,1951,1982,95,89047,79405,4548,2073,1448,812,42,1097,826,366,11,737,2057,91361,81549,4050,2431,1864,988,96,63246,59170,1852,905,726,693,29,0,0,67770,63015,2199,1245,711,603,10,941,537,289,43,0,71051,63873,2613,1348,1249,1363,54,71051,63873,2613,974,974,261,8,175,2173,67830,62740,2575,1275,641,572,10,0,0,0,0,0,69995,64630,2423,1364,910,654,20,1034,813,272,20,71852,65936,2358,1706,1165,623,22,1371,925,201,22,47184,22894,23540,45221,19570,25651,48515,19043,26520,44865,19804,24188,45038,20424,23279,43527,17408,24083,49368,21023,26906,57844,25774,31062,57330,24011,32345
89,89,81281,74720,3392,1518,891,958,49,0,0,89247,80538,3998,2650,1263,1094,62,0,0,93134,81021,5165,2810,1315,2145,106,90236,81506,3580,2886,1283,1195,53,1495,848,316,6,17,2468,92990,83465,4204,2600,1112,1158,101,61873,57702,1980,1040,609,641,28,0,0,67376,62658,1847,1459,653,635,20,1113,491,287,86,0,71969,63731,3294,1909,924,1536,59,71969,63731,3294,1466,643,354,11,167,2303,69595,64376,1942,1784,649,756,6,0,0,0,0,0,71892,66183,2319,1749,756,734,7,1072,472,291,7,73123,66765,2875,1862,712,715,13,1194,468,158,13,38813,16461,21576,35473,13122,22351,39998,11709,25904,35238,12308,22146,35414,12521,21757,34281,10498,22058,39998,12895,25876,48103,15469,31731,47524,14893,31769
90,90,82941,75925,3656,1843,1017,751,79,0,0,91946,83731,3944,2364,1620,783,33,0,0,91549,79833,5205,2587,1567,1793,94,93289,82414,4510,2796,1873,901,41,1311,1097,123,0,1328,2502,92040,80389,4695,3533,1613,1082,25,59658,55879,1932,898,564,462,42,0,0,66810,63244,1522,1107,564,242,0,915,446,113,129,0,68467,61314,3080,1445,932,1194,54,68467,61314,3080,1004,609,164,9,186,2101,68545,64222,1941,1239,694,377,0,0,0,0,0,0,68362,62969,2406,1726,765,461,1,1151,384,147,1,68947,63640,2621,1534,716,461,0,911,420,112,0,45496,18609,26052,44264,16150,28114,47470,15884,28633,43376,16946,25537,43513,17353,24811,42363,14683,25521,48201,18004,28719,56757,22492,33238,56347,20846,34591
