ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
109,109,130069,80434,9346,33847,7976,1291,205,0,0,130371,76268,11108,34332,10963,1325,142,0,0,132968,70611,13030,36918,12700,2420,309,133919,70723,13141,36342,12602,1553,239,129660,74509,11440,34999,10557,1779,134,27382,9178,73,0,463,6616,133645,77043,11604,34825,11289,1726,239,106277,70792,6479,23384,6245,984,149,0,0,99705,66749,6912,21516,3780,621,10,19881,3458,83,504,0,109115,62458,9600,26746,9927,1853,205,109115,62458,9600,22777,8952,219,88,823,4198,98882,65466,6732,21911,3929,906,0,0,0,0,0,0,104589,68705,7799,22832,4581,973,0,20521,4091,53,0,105375,67864,8779,22530,5591,874,23,20620,4996,44,23,56975,42442,13406,50170,38319,11851,51529,36240,12081,49601,39315,8627,41124,31860,9201,41047,25803,11580,40629,29378,9691,46355,33864,10627,54699,40704,12639,38893,29793,9057,44028,32134,11140,39104,28525,10326,39395,27548,11688,38869,27957,10868,39081,28318,10725,45870,33484,11950,52594,37917,13732,51046,38265,12364,50907,38887,12020
110,110,124880,104214,3880,7598,8994,660,130,0,0,126896,99812,5745,9178,12626,1278,230,0,0,131219,95812,6482,11452,15223,2027,187,131384,95883,6495,11572,15525,1775,161,126722,98286,5703,8659,14001,953,326,5676,12025,120,70,325,4519,131695,98180,6408,10642,15838,778,298,99066,84895,2534,5207,6220,468,92,0,0,96359,81242,3238,5619,5668,476,99,5023,5335,130,135,0,105465,80333,4491,8011,10789,1517,124,105465,80333,4491,6289,9915,160,30,581,3666,95876,80903,3427,4984,5879,458,134,0,0,0,0,0,99245,82199,3843,5517,6887,419,150,4669,6087,66,150,98774,79526,3751,7401,7293,377,140,6342,6447,48,140,66491,37605,27645,58755,34539,24216,64871,35046,25656,63324,43168,18803,54051,33965,20046,53803,25536,24863,53088,29789,21729,60160,35233,23025,72620,43919,27189,55380,34862,20488,59592,34550,24141,55624,32484,22895,55915,30556,25195,55294,31222,24038,55673,31782,23853,63122,36851,25756,70824,40782,28706,69084,42109,26475,69001,43308,25693
111,111,128307,93533,12607,16644,4000,1776,366,0,0,127176,85721,14573,18956,5795,1385,674,0,0,129021,79474,16354,20616,7394,3854,554,129817,79670,16503,22624,7338,3160,407,127656,85188,15620,19951,5829,1544,625,14773,3876,372,57,2270,5499,129689,83946,17010,21050,6954,2393,347,98419,76598,7517,10050,2845,1172,231,0,0,96014,72486,8498,10866,3044,656,129,9640,2772,346,415,0,101073,67463,10390,13180,5451,2747,415,101073,67463,10390,9929,3821,668,74,2973,5755,96852,71898,9041,11413,3166,783,97,0,0,0,0,0,98922,71778,10196,12252,3442,1050,113,10882,3054,302,113,99713,71478,10868,11970,4152,1211,89,10095,3904,251,89,51641,27782,22715,50274,29083,21191,48590,22737,22738,46585,30317,15139,38137,21745,16369,38463,15707,20443,37251,18627,17411,43682,22877,19410,53993,28199,24496,36868,19937,16912,41916,20970,20316,37165,18354,18553,37731,17070,20549,36873,17646,19201,37445,17912,19513,44396,22336,21731,51738,25802,25446,49304,26868,22099,49364,27929,21435
112,112,123275,113848,2871,2370,3725,639,96,0,0,127797,113752,4516,3942,5601,699,468,0,0,131449,112118,4976,4029,6792,2329,136,131598,112237,4985,4251,7075,2047,136,128007,114193,4118,3494,5979,729,361,1761,4723,103,5,285,2819,131730,116252,4106,3825,5923,789,202,94378,88458,1780,1384,2385,444,55,0,0,97395,89975,2709,1773,2256,418,29,1533,1948,147,288,0,104105,91037,3259,2579,4529,1684,75,104105,91037,3259,1783,3924,107,15,339,3641,97670,90465,2469,1424,2623,402,4,0,0,0,0,0,100855,93580,2438,1806,2568,307,0,1388,2140,52,0,102038,93446,2762,2238,3168,304,9,1702,2748,9,9,65209,31783,32138,60897,29784,31113,67166,29281,32983,65406,37755,26253,56059,29762,26284,55881,20863,31730,54732,24870,28217,62563,30255,30265,77086,39197,36211,60326,31114,29195,63600,30539,32027,60635,29162,31121,61202,27690,33412,60295,28172,32103,60892,28617,32261,68185,33570,34207,76014,38164,37339,74565,39111,35058,74303,39366,34937
113,113,129796,121503,3040,3003,1786,898,81,0,0,133262,122670,3995,3128,3315,595,123,0,0,137535,121046,4824,3874,3521,2867,158,137845,121281,4841,4329,3770,2477,150,133650,121563,4362,4007,3559,727,90,2186,2459,298,30,110,2642,137854,124058,5046,3957,3962,939,95,101350,95673,2050,1945,1254,661,48,0,0,105125,98840,2649,1985,1316,290,60,1560,1045,117,52,0,111103,99361,3295,2510,2607,2191,118,111103,99361,3295,1634,2014,184,33,320,4262,106335,99255,2842,2334,1358,508,50,0,0,0,0,0,111010,102610,3509,2316,1914,578,0,1843,1355,156,0,111661,102994,3548,2464,1983,486,69,1866,1474,125,69,61727,33283,27291,54200,30120,24080,61450,28811,27600,59579,37054,20721,51825,30623,21192,51739,21471,26862,50607,25070,23895,57744,30306,25300,72209,38929,31653,54953,30197,24735,58423,30450,27022,55387,28923,26129,55830,27400,28335,54998,27906,27071,55484,28379,27084,63334,33352,29632,71771,37774,33715,70588,39347,30907,70530,37473,33057
114,114,133005,125950,2489,2780,937,1031,81,0,0,129275,121155,2938,3427,870,1354,135,0,0,131207,118668,3360,3174,1429,3099,144,129173,118418,2836,2064,1623,2790,141,129344,120587,3072,3454,860,1315,67,2235,679,275,31,310,2155,131315,120804,3515,3408,1234,1018,154,105754,100444,1798,2232,623,770,55,0,0,104950,99260,1883,2242,575,967,8,2033,526,360,178,0,107220,97757,2402,2456,1007,2423,106,107220,97757,2402,1875,713,242,20,272,3939,105487,99402,2046,2457,577,961,32,0,0,0,0,0,107002,101137,2013,2347,705,753,28,1823,479,156,28,106516,100812,2294,1826,851,670,10,1431,579,70,10,62428,30055,30997,56288,27990,28298,59969,22410,33259,57246,30938,24728,49201,25065,24123,49617,16478,30566,47887,18792,27606,55046,23687,29601,68670,29158,38037,53416,23154,30247,56412,23293,32346,53887,21979,31619,54589,20120,34388,53532,20975,32544,54395,21869,32510,61092,25261,35491,69416,28425,40511,67170,30728,36143,68013,26548,41465
115,115,149096,130932,4283,7942,1631,5084,98,0,0,145772,126457,4903,8198,1893,4701,186,0,0,141093,119781,4748,6625,1955,7533,166,136107,118937,3455,3886,2122,7038,151,145125,125760,4920,8333,2398,4152,158,6849,1557,3348,93,259,2339,141203,123315,4400,6734,2082,4661,45,119754,104820,3590,7249,1201,3545,75,0,0,115685,101419,3384,6345,990,3443,113,6124,922,2990,59,0,114354,97517,3809,5628,1438,5546,111,114354,97517,3809,4554,1048,3201,20,326,3879,115320,100985,3390,6459,1257,3146,85,0,0,0,0,0,111695,99530,2822,4772,1113,3410,44,4424,921,2806,44,110205,98365,2875,4356,1118,3351,84,3919,870,2621,84,58095,35016,21883,51148,32346,18802,55522,25927,25067,52980,32475,18996,45258,27970,17283,45600,20166,22141,44030,23044,19671,50573,26921,21899,62126,32304,28795,47832,26016,21811,51027,25689,24632,48281,23801,24180,48723,21350,27314,47829,22841,24980,48879,25048,23819,54990,27255,27479,62607,30758,31542,60802,32501,28050,61718,29813,31905
116,116,140300,126540,4187,5756,2235,2131,257,0,0,136496,120221,5291,7480,2577,2071,252,0,0,135945,116421,5308,7151,2705,3959,275,134131,116286,4746,6125,2810,3664,264,135595,119809,5289,7522,2481,1751,242,4903,1740,764,41,221,2832,136494,119873,5111,7411,2878,1743,260,109606,99801,2892,4049,1659,1497,144,0,0,105239,94942,3236,4482,1073,1339,61,3768,837,745,220,0,108398,93712,3852,5412,2044,2933,215,108398,93712,3852,4105,1539,860,53,359,3918,105196,95032,3429,4635,918,1189,31,0,0,0,0,0,106796,96706,3372,4266,1155,1102,34,3346,899,337,34,104716,95553,2878,3781,1153,921,50,2891,862,231,50,53023,27861,24054,47073,25745,21328,50602,20953,26089,48507,29700,17683,40860,22537,18310,41021,14313,23984,39580,17877,20624,45985,21646,22907,57654,25202,31235,41761,18791,22962,45667,19538,25531,42304,17923,24146,42669,14498,28119,41710,16389,25314,42192,16724,25446,48939,20482,28203,56120,23687,32034,53738,25238,28298,54110,21214,32896
117,117,132736,120652,4543,4942,1590,1522,386,0,0,129523,114948,6216,5873,2110,1342,436,0,0,133232,114031,6214,6381,2338,3011,478,132589,114036,6013,6025,2433,2888,478,129001,112931,6607,6109,2381,1676,446,4211,1297,370,242,154,3193,133383,115581,7659,6141,2449,1941,500,99531,91695,2812,3155,1023,1059,221,0,0,97902,88592,3961,3542,784,860,183,3100,611,341,137,0,102544,88669,4394,4576,1631,2190,266,102544,88669,4394,3701,1244,444,153,254,3685,97891,87801,4037,3659,1012,1070,226,0,0,0,0,0,100633,89755,4887,3617,1020,1079,217,3132,655,286,217,99262,88678,4695,3353,1186,929,195,2668,827,268,195,46803,21737,23840,41459,19836,21623,45671,14186,28443,43339,22576,19833,35993,15986,19995,36915,9275,24800,35174,12187,21941,40966,15048,24692,52453,17309,34075,39561,13238,26315,42020,13487,28062,40080,12789,27081,40719,9850,30813,39537,11301,28226,40392,12086,28298,45795,14279,31303,52631,16278,36104,49992,17977,31793,51044,14849,36195
118,118,146172,138850,2765,2812,1103,903,107,0,0,141144,131748,4071,3631,1540,923,172,0,0,139671,125670,4332,3537,1480,2952,174,139573,125850,4223,3701,1648,2651,160,140286,129561,4140,3706,1543,1085,141,1787,781,286,43,237,3446,139453,127732,4103,3540,1584,978,186,113638,108882,1726,1745,728,674,63,0,0,110123,104727,2411,1727,505,587,18,1337,427,243,128,0,110844,101248,2683,2224,981,2274,103,110844,101248,2683,1445,661,170,25,284,4328,109446,103963,2301,1818,588,749,38,0,0,0,0,0,108883,103337,2387,1754,619,601,109,1394,388,63,109,107934,102130,2456,1776,794,619,107,1412,629,38,107,61339,26375,33421,54458,23858,30600,59008,17837,37647,55605,29458,24911,47585,20199,27369,48604,12358,33124,46223,15359,29364,53278,19358,32425,65923,21924,42769,50214,17846,32356,53716,17364,35784,50523,16201,34009,51291,13652,37549,50154,14702,35442,50547,15034,35497,57519,18247,39017,65588,20636,44697,62641,22398,39963,63323,18602,44721
119,119,131702,100787,9429,16203,5860,1049,191,0,0,128140,92841,11380,16005,8808,1259,234,0,0,132021,89582,12877,18788,10018,2172,197,128938,88479,12211,16926,10059,1676,160,127687,91876,11444,16440,8845,1307,302,12018,7923,326,15,251,3835,131468,92696,12140,17722,9543,1121,270,102277,82013,5959,10692,3726,725,129,0,0,94750,75043,6739,9321,2736,470,14,8300,2566,184,436,0,102258,74193,8457,12103,6437,1577,139,102258,74193,8457,9816,5880,253,37,341,3281,93702,73926,6616,9370,2869,481,15,0,0,0,0,0,96204,75594,6780,9971,3115,437,10,8540,2940,195,10,95289,74367,7202,9547,3423,463,27,8167,3101,194,27,47487,23512,23096,41984,21934,20050,44088,18148,23329,41428,26585,13883,36405,20274,16116,37817,15378,19858,35878,17263,17551,40587,19940,19425,49261,22168,26111,34140,15927,18199,38720,16958,21275,34527,14873,19442,34887,12756,22057,34137,13523,20597,34053,13908,20131,40836,17489,23143,47495,20255,27136,45309,21434,23624,45429,19494,25935
120,120,138901,132253,2768,1680,1081,1390,93,0,0,135202,127465,3299,2184,1529,1304,135,0,0,133987,120969,3951,2855,1479,3468,188,134284,121233,3966,3067,1673,3224,178,134077,125577,3597,2419,1486,1282,121,1237,801,127,8,65,2660,134859,124292,3944,2482,1728,1501,229,106473,102256,1646,997,756,967,63,0,0,104733,100162,1927,1126,583,835,14,942,457,145,52,0,105437,96316,2566,1856,1097,2598,138,105437,96316,2566,1163,769,415,17,234,3957,103851,99236,2022,1146,631,855,11,0,0,0,0,0,105101,99873,2260,1274,806,904,5,918,621,106,5,105274,99332,2722,1467,862,812,4,1067,645,71,4,56653,27939,27318,49796,26347,23449,55294,19268,32170,52907,29666,22001,43924,20051,23859,44388,13244,27009,42793,16087,25366,49908,20274,27901,62694,23959,37367,45774,16691,29073,49784,18310,30813,46219,16836,29093,46587,14716,31789,45847,15195,30642,45855,14721,31099,53947,19653,34035,62463,23165,39117,60541,23901,36321,60544,20203,40341
121,121,149985,141694,2917,3113,1450,1136,82,0,0,142691,132975,3951,3312,2035,976,81,0,0,139932,125428,3819,3933,2071,2923,183,140205,125668,3826,4120,2239,2745,175,141913,131890,3872,3259,2168,958,161,1798,1336,210,86,148,2580,139968,128810,3912,3372,2441,918,156,117780,111956,1945,2155,1059,868,47,0,0,112499,106568,2422,1900,862,559,10,1519,599,242,84,0,112631,102206,2586,2653,1512,2235,113,112631,102206,2586,1820,1062,246,18,292,4401,111234,105590,2258,1968,848,557,15,0,0,0,0,0,110498,104230,2547,2034,1186,569,0,1470,931,60,0,108047,101148,2589,1954,1344,870,4,1491,1014,44,4,64296,30761,31934,58112,27684,30428,62093,22018,35907,59235,32440,25241,51872,24403,27436,52380,17208,31572,50880,20062,29166,57099,23741,31497,69627,27401,40612,52948,20609,32314,56905,21569,34589,53387,19931,33117,53801,17576,36137,52947,18601,34318,53339,19832,33476,60919,23125,37427,69501,26870,42160,67277,28516,38368,67738,26994,40744
122,122,143446,134610,2908,2711,2286,1362,109,0,0,140934,130180,3879,3751,2632,945,169,0,0,137003,122326,4187,3496,2999,2667,121,137184,122477,4194,3616,3100,2536,115,140322,128570,4241,3517,2881,880,162,1915,2026,443,130,353,2643,138682,125779,4871,3139,2854,1003,224,113923,107925,1943,1638,1679,942,76,0,0,112754,105821,2786,2057,1309,669,109,1713,1076,341,55,0,110998,100474,2943,2330,2278,1947,86,110998,100474,2943,1616,1757,486,24,279,3419,112647,105523,2886,2068,1431,676,129,0,0,0,0,0,111440,104115,3162,1894,1547,681,90,1479,1244,315,90,111616,103364,3447,2312,1777,556,70,1733,1456,269,70,62055,29437,31205,56254,27059,29195,61667,23285,33778,58966,34357,23149,52258,26338,25892,52896,18423,30317,51189,21909,27766,57243,25557,29704,68963,29595,37765,51833,22510,29310,56262,23326,32083,52303,21802,30174,52661,19277,33229,51850,20148,31683,52016,20743,31242,60175,25047,34780,69035,28992,39673,67038,30316,36363,67392,28701,38691
123,123,131773,107451,5787,11281,7580,1158,204,0,0,127275,99334,6465,13141,8972,1146,91,0,0,133420,97270,8827,15526,10094,2729,262,133933,97501,8878,15609,10276,2068,227,126618,97777,6841,13180,8959,1051,70,8883,7863,179,24,90,4961,133304,100987,7814,14593,9881,1371,61,106502,89478,3732,6960,6210,829,146,0,0,98690,82680,4031,6871,4302,619,25,5701,4006,161,202,0,109761,83447,6129,10067,8349,2017,177,109761,83447,6129,7707,7653,236,45,454,4090,98430,82230,4043,7053,4398,570,20,0,0,0,0,0,103705,85685,4594,7692,4999,622,15,6102,4632,115,15,104283,84003,5856,7955,5721,606,21,6450,5273,51,21,56932,32269,23605,50474,28726,21748,54942,28299,22733,52604,35424,15614,45750,28805,16915,45786,22962,20132,44857,25188,18217,50240,29001,19494,58180,33390,23368,40491,23086,17387,46754,25966,19980,40908,22598,17975,41172,21036,20081,40553,21626,18910,40880,22795,18067,48516,27226,20917,56158,31867,23846,54652,32786,21449,55020,31789,23231
124,124,143037,129759,2968,7995,1808,1140,100,0,0,136227,122396,3427,7949,2064,1232,59,0,0,135311,116263,4051,8575,2460,3016,167,133783,116063,3664,7795,2491,2736,162,135455,121084,3628,7814,2141,1314,89,4935,1682,266,22,96,3742,134736,118929,3891,8050,2304,1134,40,110432,101543,1855,5242,1245,841,70,0,0,105610,97170,2003,4908,817,785,4,4177,635,196,124,0,106570,93384,2678,5617,1740,2283,107,106570,93384,2678,4341,1396,236,23,271,4241,105540,96880,2095,4927,922,726,24,0,0,0,0,0,105035,96085,2206,5098,1053,715,20,3938,853,162,20,104034,94707,2314,5126,1212,660,13,4299,881,131,13,63031,29676,32188,56394,26183,30211,59417,21687,33825,56979,30238,25484,48434,22876,25532,48864,16560,28892,47317,18783,26918,54040,22765,29604,65665,26848,37318,47080,18358,28696,52362,20282,31367,47434,17702,29430,47931,15944,31882,47107,16799,30288,47266,17208,30021,55416,21538,33598,63479,25623,37637,61679,26301,35115,60893,22577,38316
125,125,133388,110924,5069,6390,10401,1463,174,0,0,133766,107423,6365,6810,12584,1485,269,0,0,135801,102165,8353,8061,13578,2828,248,135994,102285,8367,8247,13768,2515,238,133288,106719,6393,7117,12427,1404,134,4659,9770,108,40,379,5220,132720,105173,6728,6821,12592,1737,102,110624,92716,3964,4420,8988,1058,134,0,0,105240,89400,4539,4284,5816,915,50,3510,4699,181,484,0,114826,87460,6684,5917,11798,2130,188,114826,87460,6684,4215,10397,288,32,584,5166,105165,88530,4619,4280,6777,910,45,0,0,0,0,0,104390,88005,4959,3903,6648,822,19,3451,5523,113,19,105928,87775,5878,4362,6956,669,30,3842,5871,134,30,56165,37696,17341,49981,34013,15968,54856,34677,15762,52976,37833,12669,46957,34693,12149,46763,28594,13070,45988,31581,12730,50776,34597,13771,58485,40399,16760,43819,30636,13162,48616,33333,14409,44367,30722,13309,44260,29749,14403,43854,29802,14030,44333,30574,13744,51412,35541,15455,60026,41393,17681,58405,41332,16628,58607,40945,17662
126,126,134506,124923,2601,4426,1630,1260,123,0,0,133919,121888,3562,5009,2738,1201,80,0,0,133919,118555,3771,5643,2346,2717,172,133030,118496,3543,5222,2452,2431,170,133504,121294,3568,5001,2423,1227,64,3187,1873,132,32,121,3296,134026,120440,3493,5021,2634,1452,23,103341,97060,1661,2903,1012,843,69,0,0,104418,97446,2005,2989,1127,757,4,2688,943,239,84,0,106544,96301,2408,3549,1573,1932,112,106544,96301,2408,2571,1188,390,32,253,3401,104624,97302,2155,3129,1183,777,19,0,0,0,0,0,105276,97955,2179,2873,1356,826,8,2353,1230,148,8,104106,96648,2495,2870,1182,802,4,2215,1080,153,4,67698,35241,31005,62973,33421,29552,67230,29806,32995,66071,42049,22722,57494,31000,26468,57264,22863,29658,56205,26356,28371,63205,31683,29395,76351,38212,36427,57380,29029,28330,62162,30113,31165,57876,29084,28502,58100,26178,31836,57412,26550,30843,57567,27267,30273,66444,32654,33438,75375,37511,37492,74056,38124,35603,74328,37286,37042
127,127,129513,117954,2630,4650,3606,1108,102,0,0,129376,114775,3474,6337,4183,1448,84,0,0,132414,112440,4357,6643,5598,2558,140,132533,112516,4366,6738,5816,2363,132,128979,114121,3730,6260,3981,1700,103,4028,3091,203,9,91,3706,131801,114354,4973,6303,4512,1686,127,98549,91309,1534,2756,2406,726,68,0,0,99478,91032,1788,3734,2001,828,10,3215,1699,240,198,0,104889,91405,2732,4272,3914,1834,71,104889,91405,2732,3246,3363,385,9,324,3425,99770,91340,1959,3606,1852,881,10,0,0,0,0,0,102435,92765,2623,3731,2215,972,14,2976,1867,112,14,101775,91341,2897,4024,2215,836,24,3176,1891,105,24,66045,35857,28981,61658,33863,27795,65818,31824,29795,64918,43014,20649,56304,32454,23813,56146,24813,26668,55052,28312,25224,62278,33668,26479,76158,41676,32759,55847,30405,25421,60998,32286,27818,56395,30996,25106,56524,28303,28104,55887,28443,27422,56046,29391,26628,65315,35187,29716,74172,40502,33245,73189,41234,31557,73632,40918,32714
128,128,130195,86673,7598,31686,3970,2756,168,0,0,124640,82464,8477,29343,4630,2429,127,0,0,130268,80663,9757,31437,6515,3672,228,131060,80770,9875,31237,6513,3017,180,125033,81604,9193,29307,5070,2428,92,24013,4018,757,28,548,4877,129469,81566,9816,31886,5845,2719,164,98844,70662,4573,20007,2881,1988,108,0,0,93290,67891,4537,17803,1809,1213,14,16897,1597,641,178,0,102087,67938,6352,21261,4787,2529,157,102087,67938,6352,18444,4235,857,17,422,3822,92955,67277,4724,17822,2050,1056,26,0,0,0,0,0,95678,67817,5127,18834,2464,1375,30,17074,2236,795,30,94925,66823,5621,17813,2866,1550,28,16108,2556,633,28,59059,39157,18869,54113,36990,17123,54213,33764,17552,53189,40074,11868,44751,30919,13789,44625,24911,15478,43878,27886,14766,49980,32841,15376,59896,39522,19041,40366,26154,14198,46696,30122,15972,40928,26686,13996,41020,24929,16020,40476,24924,15538,40581,25444,15113,48943,31525,17088,56544,36442,19693,55516,36676,18462,55877,36676,19201
129,129,128166,90510,7387,21525,8090,2824,188,0,0,128426,83760,8877,25419,10010,3076,410,0,0,132872,81262,10364,28998,10225,3856,273,133533,81464,10435,29225,10334,2945,210,127078,82100,8821,25865,10414,2988,362,19974,8732,871,31,208,6337,130146,84770,9010,26170,10462,2246,157,102301,77012,4753,13456,6281,1852,120,0,0,95174,70470,5417,13705,3514,1650,70,12755,3230,785,434,0,106942,70715,7194,19230,7729,2749,197,106942,70715,7194,16120,6951,835,51,442,4634,95506,69891,5662,13836,3987,1699,37,0,0,0,0,0,99046,72848,5867,14478,4570,1200,36,12851,4286,543,36,100011,72883,6322,14836,4767,1105,35,12901,4344,371,35,49741,32334,16391,43672,30244,13428,44446,27366,14477,43235,32594,9355,36611,25448,11116,36633,20302,12442,35857,22938,11770,40958,26837,12496,49526,32384,15956,32698,21357,11327,38107,24508,13040,33136,21556,11333,33178,20122,12979,32733,20223,12494,32801,20542,12234,40437,26119,14039,47891,31058,16507,46687,31318,15056,47039,31199,15840
130,130,136413,124120,4712,4976,2068,987,99,0,0,135047,121617,5263,5035,2671,1022,209,0,0,136610,118450,6601,6045,2332,2546,117,136818,118578,6621,6277,2421,2322,110,134979,120442,5643,5649,2461,1166,63,3006,2011,89,4,221,3563,136547,120390,6106,5974,2725,1147,38,103964,96334,2778,3004,1378,673,56,0,0,104385,96655,3128,2836,1138,520,70,2359,1085,99,63,0,107965,95937,4163,3741,1583,1877,82,107965,95937,4163,2730,1213,185,20,281,3436,105015,96910,3439,2982,1119,502,0,0,0,0,0,0,106885,98090,3725,3334,1242,432,0,2525,1127,40,0,106251,97750,3135,3682,1071,528,29,2937,834,49,29,64820,29801,33934,58257,26958,31299,63843,24125,35363,62186,33968,26946,51780,24787,26977,51644,17569,30389,50917,20371,29044,58486,25322,31293,72607,31532,39334,54495,23061,31413,58649,24061,33682,55029,22572,32188,55337,20748,34488,54533,20770,33742,54662,20467,34169,63335,26513,36440,72332,31272,40474,70687,31944,38495,69439,28718,40721
131,131,135830,125504,4300,4144,1338,1045,102,0,0,132399,120216,5732,4171,1904,785,164,0,0,132340,115543,6641,4963,1672,2614,175,131873,115513,6536,4853,1781,2346,155,131816,119222,6284,4007,1766,780,95,2443,1383,269,34,72,2102,131372,117152,6234,4793,1710,927,49,106262,99401,2774,2655,938,750,59,0,0,104006,96887,3260,2461,707,581,33,2121,631,346,129,0,106346,94614,4445,3271,1205,1965,121,106346,94614,4445,2348,836,237,29,314,3523,104201,96970,3393,2394,892,560,34,0,0,0,0,0,104707,96825,3646,2607,888,640,10,2147,717,151,10,103957,95676,3760,2807,948,624,9,2203,633,61,9,60732,30646,28737,54548,28875,25673,59283,24649,30229,57171,33749,22035,48861,25643,23195,49102,17948,27039,47780,20905,25350,54211,25358,26923,65864,29817,34291,49450,22540,26890,53678,23820,29042,50005,22318,27390,50346,20247,29988,49480,20396,29067,49542,20382,29113,57401,25497,31528,65556,29506,35543,63797,30403,33132,63245,26840,36405
