ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
132,132,145901,136899,2432,4050,1624,1136,74,0,0,142639,132133,3024,4501,2103,1116,35,0,0,139621,125805,3136,4011,2486,3035,134,138386,125672,2847,3401,2607,2735,123,142373,131639,2889,4591,1918,1206,103,3298,1565,210,14,324,2434,139864,128946,2893,3995,2302,1130,63,112530,106189,1652,2888,1098,841,54,0,0,111020,104510,1998,2995,704,786,8,2692,604,176,69,0,110131,100262,2132,2788,1705,2230,98,110131,100262,2132,2100,1436,244,19,308,3630,110405,103965,1954,3078,644,803,4,0,0,0,0,0,108950,102900,1760,2633,860,752,4,2273,750,108,4,106818,100633,1873,2338,1108,680,18,2016,897,94,18,62628,27165,34116,55935,25038,30897,62087,20605,37253,59546,29282,28871,50335,22412,27904,50791,15377,30205,49232,17857,29561,55939,21688,32307,68120,25553,41022,50664,18711,31933,55207,19968,34553,51118,18075,32751,51603,16534,34962,50722,17045,33650,50726,16755,33950,58768,21372,37085,66844,25165,41167,65166,25749,39188,64464,21792,42672
133,133,132484,123759,3060,3072,1894,988,88,0,0,131952,121053,4231,4044,2107,1037,176,0,0,133638,117943,5524,4171,2419,2549,168,132966,117731,5412,3970,2546,2305,155,131557,119438,4031,4753,2516,1040,219,3291,1612,215,80,235,2655,133586,120550,4311,4187,2563,978,70,103379,97279,2067,2165,1306,729,58,0,0,103775,97225,2358,2440,1137,455,45,2160,1023,143,116,0,107041,95928,3722,2976,1644,1912,115,107041,95928,3722,2180,1284,263,19,336,3309,103665,96455,2412,2893,1183,561,80,0,0,0,0,0,105510,98530,2611,2349,1345,593,0,1961,960,42,0,104701,97343,3304,1962,1384,587,37,1633,948,35,37,64110,28592,34277,57593,25288,32305,64699,23512,36560,62450,32495,28447,53092,24979,28097,53307,17268,31658,52198,20159,30346,58951,24568,32335,71053,29697,39445,54605,22221,32365,58751,23320,34505,55260,21819,33095,55599,20065,35423,54686,20052,34610,54718,19565,35132,62929,25436,37066,71658,29996,41004,70069,30865,38886,69060,26666,42394
134,134,131631,115978,5488,7537,2435,873,85,0,0,132085,110247,7635,10615,3962,808,105,0,0,133413,106259,9009,12697,3800,1997,125,133576,106349,9035,12732,3836,1752,109,132013,110196,8045,10619,3981,600,94,7428,2515,61,15,227,3526,132709,105788,9314,14232,3788,1278,67,102102,92258,3283,4584,1674,597,51,0,0,101860,88990,4788,5847,1717,436,4,5440,1364,127,129,0,106259,87924,5742,8314,2616,1509,83,106259,87924,5742,6873,2173,201,16,313,3017,101785,88820,5086,5694,1514,335,15,0,0,0,0,0,101645,85740,5940,7545,1710,446,0,6985,1374,34,0,100426,83802,6325,7828,1745,434,13,6783,1444,49,13,67240,31323,35008,59542,28339,31203,66279,26418,35952,64133,37959,25022,51764,25608,26139,52007,19593,29258,50976,21321,28325,59595,27331,30499,73246,33169,38390,52790,23223,29543,58399,24912,32616,53391,22817,30320,53663,20748,32812,52887,20773,32089,53644,21487,32144,62149,26980,34778,71202,31967,38627,69134,32457,36420,67407,32276,35131
135,135,127849,115814,3068,3201,5527,559,72,0,0,129096,114236,4450,3454,6954,596,101,0,0,132963,113957,4678,4435,7593,1495,136,133037,114008,4684,4559,7666,1344,122,129267,113401,4781,4045,7109,487,65,2878,5456,206,9,17,2519,132213,115866,4972,3556,6485,529,134,97391,89636,1840,2066,3603,374,54,0,0,98135,90010,2409,2202,3211,297,20,1964,2921,169,44,0,104985,92087,2978,2938,5148,1061,100,104985,92087,2978,2185,4552,142,19,301,2721,98555,89915,2533,2234,3587,299,10,0,0,0,0,0,101340,93280,2687,2093,2919,210,29,1783,2465,83,29,101378,92512,2946,2268,3292,210,31,1917,2812,26,31,73999,38328,34654,69430,34818,34612,74158,38377,30316,73106,46457,25194,64084,38578,25482,63765,30970,29145,63177,33432,28272,70094,39459,28312,82533,48920,31353,64189,37569,26595,69031,39135,28640,64791,37526,26977,64892,36046,28749,64244,35371,28852,64877,36376,28489,72635,42401,29655,80522,48622,30816,79526,47865,31318,78273,47845,30428
136,136,136233,96081,12405,21684,7250,1152,144,0,0,135291,88524,15971,25236,6819,1151,146,0,0,136461,84450,17226,27472,7844,2387,180,136861,84535,17289,26901,7739,1915,133,135404,86703,15675,26776,7249,1267,339,22278,5951,239,67,667,3819,137984,87221,17492,26676,7679,1566,296,107244,80343,7898,14117,5173,790,93,0,0,102662,74215,9942,15832,2151,542,40,15037,1934,210,115,0,109185,72063,11848,19250,5816,1761,130,109185,72063,11848,16155,5014,211,23,415,3456,103425,73527,10318,16685,2119,619,70,0,0,0,0,0,105205,74417,11224,16285,2505,819,50,14958,2021,131,50,104800,73465,11245,16557,3011,893,8,14731,2477,77,8,67027,43169,22865,62157,41866,20291,63873,40209,19442,62148,45962,14474,52253,37641,14584,52133,31566,16941,51474,33815,16152,58377,39391,16910,68950,47188,20038,48651,33268,15357,55300,37094,17258,49323,33454,15555,49411,32109,17187,48781,31922,16828,49451,32372,17042,57280,38802,18027,64684,44248,19669,63117,43898,18841,62314,44152,18162
137,137,135565,43247,23426,68062,4622,2066,326,0,0,131868,42799,26311,62409,4467,3460,272,0,0,137736,39519,28100,66693,6742,2667,362,139383,39626,28385,65238,6386,1430,199,131732,42811,26686,61873,4506,3278,434,53149,3486,279,40,218,5064,134538,43884,26840,62624,5372,2402,518,97661,37113,14399,44228,3501,1352,197,0,0,93719,36055,15494,39319,1808,764,10,38313,1668,259,498,0,103995,34799,18417,46508,5376,1909,246,103995,34799,18417,41823,4664,272,40,400,3580,94240,36529,15818,38692,1998,797,24,0,0,0,0,0,97164,37809,16337,39710,2449,867,4,38096,2229,192,4,96257,36381,17200,38824,2702,999,14,36267,2484,192,14,48598,38315,9748,45270,37197,8073,44114,33125,9217,41654,34071,6616,30439,23927,6500,30903,22139,7255,30287,22636,6962,36932,28223,7828,45123,33523,10788,24743,17416,7312,32536,23873,8288,25508,17979,7341,25642,17322,8277,25196,17364,7815,25548,17031,8497,33125,23766,9146,39758,28606,10832,37974,27795,9921,37305,27962,9343
138,138,132216,97050,7249,21372,6954,1196,167,0,0,132118,93880,8098,22144,8196,961,286,0,0,136283,90875,9884,22469,11737,2243,178,136684,90954,9922,22595,11683,1702,137,131563,92741,8735,21658,8932,836,189,17624,7761,209,72,614,3811,136462,95192,9987,21425,10388,1056,253,108424,83184,4959,14561,5650,904,129,0,0,102883,79252,5235,13965,3603,623,65,13301,3234,218,218,0,114190,80004,6974,16113,9603,1672,121,114190,80004,6974,13884,8549,199,30,524,4026,103270,78587,5626,13939,4541,563,54,0,0,0,0,0,109051,82323,6281,14200,5357,653,69,12589,4860,125,69,112118,85233,6871,13054,5945,588,14,11200,5281,130,14,58911,36807,21098,52758,33663,19095,57892,33476,19991,56288,38775,15567,47035,31599,15416,46956,25677,17313,46446,28249,16620,52983,33074,17673,63744,40650,21234,45144,28334,16794,50837,31410,18399,45748,28332,17093,45803,27224,18472,45316,27155,18139,45825,27473,18321,53649,33573,19559,61631,39116,21642,60233,38992,20808,59199,38989,20210
139,139,141546,128396,4433,6200,1236,1931,101,0,0,137568,123096,5221,6621,1517,1598,89,0,0,136313,117651,6447,6673,1567,3225,164,135047,117211,6225,6284,1648,2937,155,136944,121580,6022,6554,1565,1561,83,4535,1075,596,0,202,2934,135968,119654,5951,6478,1697,1463,244,110745,101750,2772,4350,834,1366,74,0,0,108655,99145,2985,4588,841,1036,0,3815,713,585,160,0,109579,96380,4417,4564,1104,2355,86,109579,96380,4417,3534,751,584,26,315,3572,108550,98475,3515,4598,832,1050,0,0,0,0,0,0,108165,98130,3525,4498,825,1028,20,3856,714,432,20,107272,96739,4042,4243,1022,1026,32,3536,853,345,32,60515,24641,34714,54123,22063,32060,59843,17807,38056,57314,28082,27959,46878,18665,28194,47692,12848,31108,46176,14251,30350,53729,18983,32977,66654,22742,42266,49640,16658,32962,53729,17377,35598,50238,16217,33743,50737,14453,36193,49699,14591,35090,49380,14128,35227,57696,18842,38569,65875,22057,43527,63701,22762,40673,62214,19358,42856
140,140,130009,114410,5396,7339,2350,1361,98,0,0,127058,107945,6846,9535,2899,1365,8,0,0,129639,104044,7975,11122,4646,2466,123,129821,104130,7994,11183,4681,2253,112,127033,107014,7146,10157,3216,1241,7,6332,2445,365,7,52,3678,129814,105835,7188,12317,4512,1302,2,104269,94324,3172,4552,1716,872,62,0,0,100286,88890,4373,5159,1112,737,4,4646,938,248,50,0,105546,88142,5087,7392,3277,1759,84,105546,88142,5087,5871,2717,484,17,266,2962,100396,88700,4117,5617,1255,765,4,0,0,0,0,0,102534,88390,4461,7090,1937,737,2,6084,1613,206,2,101580,87674,5253,5995,1960,631,6,4982,1596,171,6,63845,36045,26576,56781,33304,23477,60070,30156,26617,58339,40990,15884,46962,29880,17078,47396,25025,20007,46260,24317,20610,54178,31511,21109,66717,38745,26547,47173,28350,18796,52716,30146,21855,47937,28258,19348,48076,26967,21011,47335,26781,20526,47821,30150,17643,56155,32547,23215,64823,36802,27181,62561,37676,24554,61566,38656,22910
141,141,119356,30105,5196,81946,3271,1305,126,0,0,118611,29761,8271,75742,5974,951,236,0,0,127660,28673,9804,80342,9966,2071,192,128781,28711,9854,80401,9778,1265,145,117999,29941,8306,74140,6726,998,205,69122,6050,214,129,425,3812,126403,32816,9405,75109,10170,1289,126,90752,26920,3329,58129,2793,939,84,0,0,87699,25882,5104,53656,2339,527,27,52966,2123,213,331,0,97194,25382,6281,58748,7026,1501,147,97194,25382,6281,55389,6424,318,50,428,2922,87249,26249,4937,52647,2675,578,33,0,0,0,0,0,93455,28832,5635,54224,3927,752,2,52651,3571,254,2,91551,28229,5699,51448,5293,911,8,49686,5084,220,8,54663,49284,4877,49666,45868,3798,46770,41506,4017,44116,40537,2725,33292,30536,2756,34561,30093,3225,33706,29256,3941,40049,35854,3498,48359,43164,4607,26839,23760,3060,35384,31614,3517,28181,24971,3037,28439,24864,3520,27901,24605,3275,28157,25510,2627,35980,31594,4142,43160,36548,5764,40674,35463,4840,40176,35905,4271
142,142,126185,113849,5635,4922,1340,1024,65,0,0,124478,108845,7672,6371,1549,1175,129,0,0,130072,107657,8934,9255,2433,2144,111,130261,107747,8961,9431,2458,1899,109,124225,107571,7474,6490,1552,1250,100,4609,1155,435,39,571,2370,130219,110455,8333,8562,1697,1297,80,98962,91484,3371,2731,918,691,39,0,0,97773,88882,4329,3034,724,690,40,2721,639,383,111,0,103436,89093,5640,5518,1643,1467,87,103436,89093,5640,4281,1172,336,17,263,2634,98508,89781,4400,2977,594,738,39,0,0,0,0,0,103360,92968,5051,3975,855,598,29,3546,724,126,29,102589,90351,6071,4440,983,914,23,3663,810,174,23,60416,33016,26310,55235,31668,23567,57490,26399,28240,55712,39243,15391,44921,26875,18046,45999,21719,22265,44373,21090,21992,52019,28058,22638,64131,33174,29808,45404,25130,20249,50714,26125,23982,46301,24618,21381,46738,22972,23684,45591,22774,22790,45738,24310,21387,54125,27804,25959,62591,30940,30831,59768,32268,27204,59114,33808,25306
143,143,125776,108990,2777,11184,2515,808,73,0,0,123576,100799,3710,14514,4395,671,47,0,0,130298,98535,5610,17249,7511,1714,128,130516,98604,5622,17327,7539,1482,105,124320,100009,4257,14881,5000,1126,45,12280,4256,339,22,146,3016,130173,101333,5460,16136,6178,1299,98,100966,90038,1603,7257,1725,542,43,0,0,97773,84290,2159,9430,1454,352,30,9111,1352,175,49,0,105457,83855,3593,11863,4973,1169,88,105457,83855,3593,10542,4484,210,30,277,2466,98337,84218,2341,9521,1701,360,20,0,0,0,0,0,102271,86077,3236,9873,2431,470,43,9191,2254,181,43,101129,82747,3885,10124,3808,440,42,9235,3467,148,42,58739,32131,25509,53591,30299,23292,55744,25380,27778,53830,37232,15559,42146,25302,16844,42984,20622,20561,41690,19930,20495,49712,26824,21655,62447,32524,28768,42318,22930,19365,48057,24734,22784,43087,22790,20001,43385,21307,21981,42554,21208,21324,42858,23617,19206,51744,26643,24740,61096,30385,29864,58539,31606,26586,57473,31491,25982
144,144,133459,122467,2656,5535,2132,1049,72,0,0,134694,122843,3207,6146,2242,1064,133,0,0,137194,120502,4316,6261,3257,2250,108,136623,120443,4188,6020,3287,2069,106,133917,119517,3685,7545,2151,1430,146,5135,1417,430,17,191,3522,136670,122006,3190,7090,2234,1362,45,101846,94645,1590,3728,1377,683,44,0,0,104451,96929,1766,3692,1185,571,20,3263,1100,260,327,0,108700,97479,2696,4094,2221,1618,78,108700,97479,2696,3224,1856,317,15,272,2841,103662,95090,1832,4416,1211,763,15,0,0,0,0,0,106313,98256,1686,4148,1278,742,0,3585,869,260,0,106952,98639,2118,4074,1208,700,5,3310,827,202,5,63930,27445,35384,59360,24531,34829,65679,22251,40028,63279,34453,27710,53197,24176,29009,54147,18877,33070,52595,18406,32865,60619,24787,34377,75879,30859,43615,56928,22743,34175,61078,23659,36718,57614,22537,34793,58054,21148,36802,57072,20986,36076,56503,20191,36268,66360,26061,39913,76147,29938,45456,73809,30751,42719,71905,25341,46564
145,145,137295,116020,2880,14068,2021,2969,105,0,0,134972,111623,4181,14929,2409,3029,184,0,0,135445,106148,4845,16831,3231,4579,103,135815,106259,4870,17207,3268,4221,83,134801,111693,4532,13630,2323,2388,233,10956,1729,1486,84,470,3849,134690,109435,5616,14329,2928,2916,215,108143,93877,1809,9322,1445,1967,74,0,0,105127,90407,2499,9278,1187,1672,35,8487,1027,1269,176,0,108620,88458,3124,11255,2371,3197,63,108620,88458,3124,9836,1992,1582,13,348,3267,105805,90875,2914,8863,1388,1552,65,0,0,0,0,0,106397,90743,3504,8849,1588,1610,30,7778,1409,909,30,104819,88927,3316,9076,1736,1533,20,7818,1438,845,20,61693,31823,28859,58258,30456,27802,59909,24701,32297,56723,35371,20327,46084,23843,22228,46653,19383,25516,45261,19147,25035,53525,25666,26631,67527,31691,34577,47794,22036,25746,53032,23802,28629,48638,21863,26541,49121,20382,28674,48039,20403,27627,48052,23394,24646,57090,25656,31114,66110,29448,36095,63452,30095,33099,61671,29359,32312
146,146,122366,100778,2870,7946,10683,616,94,0,0,125509,97886,4937,9879,12849,903,146,0,0,129595,95822,4977,10942,16561,1260,108,129656,95851,4983,10955,16592,1183,102,125799,96034,5539,10501,14104,1395,143,7716,12798,401,32,54,3225,129577,99226,5849,10197,13910,1352,155,98132,82100,1897,5469,8503,416,59,0,0,93840,78735,3125,6108,5261,481,34,5745,4893,238,107,0,105827,80073,3491,7975,13207,885,85,105827,80073,3491,6915,12315,167,16,383,2467,93285,77415,3369,6178,5493,538,14,0,0,0,0,0,97025,81580,3364,6048,5162,595,8,5304,4867,231,8,98558,82440,3546,5518,6312,441,23,5134,5721,163,23,62080,34058,27166,57695,30255,27440,60031,31704,25390,58957,40443,17448,49226,30805,18421,49416,26794,20839,48618,25373,22194,55558,32666,21618,67402,40811,25431,49107,29859,19228,54170,31833,21705,49870,30102,19519,49826,29139,20591,49330,28433,20873,49707,31886,17790,57550,34462,22708,65632,39052,25537,64044,39267,24465,63186,39850,23336
147,147,142059,133106,2843,4284,780,1334,66,0,0,140538,131373,3305,3769,1112,1243,68,0,0,137090,125692,3385,3537,1102,2414,101,132049,124332,2378,856,1142,2259,97,140004,130522,3521,3978,895,1160,54,3143,524,459,2,187,1646,136798,127458,2930,2991,1073,1034,75,111798,104657,2113,3830,485,906,37,0,0,112087,105860,2000,2926,466,870,0,2773,367,468,53,0,111458,102772,2506,2990,754,1709,84,111458,102772,2506,2455,510,500,14,218,2483,111655,104976,2271,3312,401,863,0,0,0,0,0,0,108992,103513,1857,2264,712,754,25,1951,567,235,25,108788,102966,2039,2485,516,652,97,2117,429,254,97,70031,29515,39118,65227,26904,38323,69451,21679,44242,67685,36033,30494,56956,24589,32365,58008,17946,37542,56400,18104,36907,64138,24451,38198,78374,28866,47966,60776,22827,37936,64579,22988,40911,61565,22230,38910,61958,20450,41396,60931,20440,40472,60677,19164,41458,69292,24779,44090,78101,27815,49539,75700,28979,46327,74098,23247,50851
148,148,137091,128230,2079,2395,1315,3435,56,0,0,131545,121490,2420,2780,1613,3469,98,0,0,130906,116891,2667,3159,1512,5451,178,131105,117047,2676,3253,1589,5366,173,130636,120120,2502,2841,1754,3404,62,1847,1203,2509,26,101,2328,131445,119464,2760,3092,1855,3390,92,105540,99752,1287,1487,920,2270,35,0,0,101759,95799,1400,1625,667,2236,10,1389,572,1725,74,0,102562,92887,1757,2125,1096,3708,132,102562,92887,1757,1544,775,1979,15,316,3289,101534,95218,1479,1735,882,2253,8,0,0,0,0,0,102780,96038,1697,1835,997,2283,10,1505,662,1461,10,101804,94999,1750,1854,1043,2055,18,1318,866,1228,18,54683,22391,30951,48697,19625,29072,53047,14959,34660,50292,24254,24970,40821,16591,24221,40968,10923,27006,40225,11883,27243,46706,15969,29379,59006,18654,38988,43690,14074,29607,47233,14577,32060,44123,13472,30426,44749,12063,32605,43770,12510,31251,43603,11406,32182,50854,15586,35015,58010,17907,39755,56356,19108,37001,55468,14249,41219
149,149,126079,88594,17113,15839,5073,1914,180,0,0,125941,87042,15902,15991,7628,1758,142,0,0,133764,87322,18455,19064,8498,2695,234,134099,87391,18561,18608,8473,2336,183,125858,87699,15677,16029,7184,1739,147,12674,6206,397,6,101,3093,133109,91229,17299,16894,8054,2237,149,97083,72734,10791,10334,3211,1303,130,0,0,93289,71617,10159,8403,2066,1009,0,7729,1771,405,139,0,105973,73740,12922,12975,5561,1927,158,105973,73740,12922,10615,4930,553,14,388,2811,94243,72319,10165,8687,1988,973,4,0,0,0,0,0,100308,75848,11174,9223,2749,1170,24,8314,2304,355,24,102687,76000,11307,10865,3261,945,42,9860,2793,272,42,53491,33998,18487,48293,31259,17034,51654,29258,19814,49880,36399,12075,41158,27809,13349,41735,23643,15852,40731,23196,16300,47252,29393,16463,58703,36024,21452,40738,25249,15453,45828,27892,17337,41511,25433,15757,41666,24610,16946,40898,24114,16754,41094,24342,16702,48981,29624,18953,56940,33521,22509,54703,33935,20398,53518,31234,22284
150,150,136741,120610,8306,4719,954,3134,100,0,0,130543,112498,9631,4695,1197,3028,133,0,0,129792,106588,11836,5642,1263,4423,168,129360,106458,11746,5402,1283,4265,159,129606,111117,9910,5119,1188,2938,149,3045,735,1675,41,109,2974,129315,109758,10435,5384,1393,2920,173,106720,96636,5016,2783,670,2067,74,0,0,102290,91285,5850,2611,458,1980,62,2308,310,1483,35,0,102803,87250,7573,3586,949,3069,108,102803,87250,7573,2358,683,1379,36,233,3291,101575,90515,5819,2775,554,1843,38,0,0,0,0,0,101480,90235,6143,2785,680,1634,54,2273,544,906,54,99414,87159,7252,2771,604,1647,46,2135,423,876,46,59409,29269,28763,51998,23869,28129,54547,19220,31768,52695,29935,21731,43446,20944,22489,43749,15548,25979,42695,15796,25806,49039,20673,27059,59810,23324,35114,43091,18059,25016,47731,18543,28580,43519,16949,26365,43880,15380,28441,43123,15655,27454,43029,14439,28565,50382,19559,30556,57408,22371,34600,55617,23715,31682,54790,17708,37082
