ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,106991,17011,79906,8551,2378,1236,101,0,0,103682,13888,79860,6936,3759,1001,138,0,0,108418,12204,85715,6779,4139,6042,181,100954,12931,78260,6579,4280,1004,214,5514,3906,0,0,10,342,100260,12112,80002,5624,3562,2814,305,72949,14809,50752,6017,1750,831,73,0,0,52519,11448,33944,5128,1937,52,0,5033,1891,0,22,0,79747,10840,60678,5106,3187,4470,133,79747,10840,60678,4440,2873,93,10,267,546,53665,10637,36380,4385,2058,67,0,0,0,0,0,0,55787,10242,39555,3933,1943,144,0,3734,1889,0,0,56623,9545,39325,4926,2372,299,50,4735,2236,120,50,24624,19773,4502,21972,18362,3610,27733,22326,4179,26910,20945,4304,20252,16363,3083,20319,15940,3823,25241,19849,4254,28720,22179,6063,28243,21424,4152,14505,11295,2926,21198,16250,4163,14468,10789,3382,14519,10450,3659,14391,10367,3545,14486,10609,3484,14343,10483,3424,14085,10795,2815,20644,15108,4863,24186,15347,8314,23124,16530,5569
2,2,106313,35308,66157,3662,1631,1118,124,0,0,104842,27715,72151,4205,1421,896,28,0,0,108632,27635,74243,5039,1908,5975,139,101998,27123,70294,3785,1475,1413,39,2742,944,52,0,64,780,107258,28667,73544,4286,1505,1992,63,75534,29635,42453,2387,1156,757,88,0,0,58070,22549,32052,2381,811,236,0,2348,742,75,45,0,81320,23686,52506,3596,1387,4371,103,81320,23686,52506,2801,999,102,15,195,1016,59014,22164,33480,2232,808,244,0,0,0,0,0,0,63008,23452,35679,2607,951,361,0,2451,886,80,0,61367,22527,35306,2467,895,267,5,2289,843,33,5,30772,21439,8795,27832,20059,7773,34747,24764,7863,33727,23205,8121,26446,18771,6369,26267,18209,7210,32243,22742,7727,36803,26581,9462,36257,24907,7367,20111,14761,4938,27812,19797,6810,20098,14392,5344,20165,14004,5595,20111,14131,5453,20189,14310,5389,20050,14055,5443,20025,14006,5271,27589,19213,7420,33083,21272,11151,32035,22153,7981
3,3,110119,33434,67536,7195,3748,1563,281,0,0,111020,37309,64246,6293,4676,1352,86,0,0,108636,34522,62965,7034,5281,4780,245,111055,38747,62297,6955,5004,1895,117,4164,3521,75,0,155,2107,109410,38768,59217,7955,5593,2788,224,81863,29582,45471,4727,2958,1061,209,0,0,68434,29115,32536,3584,2740,333,0,3361,2469,132,125,0,85941,30588,46522,5061,4239,3609,198,85941,30588,46522,3450,3418,84,11,291,1577,70043,29774,33091,3775,2856,293,0,0,0,0,0,0,72312,31029,33365,4118,3178,250,0,3821,2773,31,0,70029,30140,31632,3773,3786,267,3,3348,3335,37,3,31228,25704,5061,27732,23081,4651,36954,30190,4726,35516,27307,5933,29878,24438,4249,29845,23937,5096,35593,28465,5483,41389,33421,7267,40711,31596,5845,23970,19745,3784,31690,25577,4971,23956,19677,3870,24077,19492,4079,23919,19186,4184,24026,19427,4039,23815,18985,4233,23581,19643,3900,31671,25094,5641,36704,27204,8573,35370,28038,7322
4,4,108694,24360,62974,21449,2381,1531,282,0,0,107573,28444,61404,16480,3395,1146,135,0,0,108533,28987,60838,16643,3789,4061,227,105844,28835,58261,16523,3809,1256,165,13595,2465,67,25,304,2299,105707,29888,55186,17990,4534,2567,119,80085,22059,42874,14423,1919,1038,206,0,0,66728,23379,30156,10784,1967,295,15,10564,1620,73,144,0,85345,25849,44930,12335,2989,3039,162,85345,25849,44930,10236,2268,82,19,301,1660,67034,24142,29135,10879,2405,340,25,0,0,0,0,0,68869,25626,28623,11477,2725,358,4,11013,2120,11,4,68551,26140,27217,11782,3138,376,7,11151,2496,11,7,34440,30524,3440,31129,28070,3059,37217,32299,2957,35928,29190,4605,29427,25181,3227,29492,24943,3867,35045,29434,3964,39695,33848,5087,39040,31086,4145,21944,19067,2438,30235,25705,3286,21968,19135,2420,22113,19097,2548,21926,18765,2680,21959,18835,2632,21725,18418,2785,20690,19229,1460,29614,24775,3800,33483,26728,5845,32235,27045,5178
5,5,91790,22309,3193,59874,6878,659,112,0,0,96215,28526,4491,54069,9462,562,105,0,0,108665,28737,5642,62747,11550,1288,156,97359,28870,4661,53863,9936,823,110,51831,8794,260,18,457,2468,106178,30755,6409,58695,9887,1202,144,73052,21061,2627,43399,6191,508,97,0,0,73208,24338,3206,40008,5114,233,15,39445,4689,94,356,0,90114,27013,4509,48135,10151,1037,116,90114,27013,4509,46073,9259,91,32,445,2692,75131,25262,2957,40992,5134,362,20,0,0,0,0,0,82073,26929,4132,45390,4811,322,25,44390,4182,105,25,84847,26196,5362,46935,5630,416,0,46039,5007,76,0,40602,37336,2976,39286,35184,4102,42765,37639,3283,41881,34591,5660,35045,29582,4454,35301,29860,4779,40681,34166,4553,44974,39689,4581,44558,33622,4724,26860,23576,2716,35416,30408,3373,26979,24064,2536,26967,23845,2559,26915,23616,2818,26874,23512,2761,26617,22947,3000,24449,23901,533,34847,29739,3641,39359,33576,4931,37664,32409,5236
6,6,103592,13949,18738,67773,3803,823,97,0,0,94433,17076,22527,50142,4976,656,106,0,0,108689,17493,32622,51977,7263,2501,183,96907,18340,24913,47282,6386,612,118,46263,5588,73,0,269,1460,100070,17436,29926,45788,7090,1200,121,74764,12416,11985,47432,3245,592,80,0,0,64710,14380,8983,38183,2911,243,0,37845,2603,108,97,0,83350,15967,21832,39519,6260,1752,139,83350,15967,21832,37816,5665,87,22,287,1674,66310,15578,10103,36569,3973,230,0,0,0,0,0,0,68220,15055,13329,35500,4142,308,0,35042,3728,66,0,68467,14745,13340,35094,4885,502,13,34196,4385,116,13,43227,40499,2405,38043,35780,2263,36618,32721,2673,35572,30663,3479,26107,22772,2451,26310,22695,3033,31961,27253,3084,34564,29874,4158,34044,24926,3198,19230,16648,2187,26916,22891,2748,19327,16794,2248,19349,16613,2346,19227,16389,2431,19265,16347,2435,19004,15996,2463,17169,16997,140,25523,21261,3116,28822,22965,5310,27287,22846,4360
7,7,109356,35108,20537,50780,3534,763,63,0,0,106952,32199,23046,48462,3487,697,246,0,0,108592,29530,27871,47258,4207,2310,136,105031,30946,24680,46251,3395,778,297,44359,2814,76,4,480,1678,105785,31869,24850,46028,3129,1005,52,82953,29528,13201,37751,2681,543,46,0,0,79358,26399,11520,38866,2243,253,0,38339,2082,80,119,0,86043,25477,19354,37900,3211,1723,114,86043,25477,19354,36423,2760,81,17,281,1650,77781,25614,12990,36600,2146,162,4,0,0,0,0,0,77582,26781,12525,35828,1942,259,4,35318,1844,99,4,74990,24450,14417,33717,1987,331,3,33187,1943,38,3,52924,42226,10158,49236,39249,9987,51105,39973,8893,50324,38093,10160,41489,31274,8691,41596,31630,9203,48160,36748,9396,53241,42172,10319,52676,37329,9271,33181,26111,6523,42489,32850,8098,33288,26155,6740,33303,25777,6819,33187,25725,6916,33258,25710,6987,32910,25110,7133,29831,26567,3096,41952,32247,8387,48115,36435,10798,46687,36136,10137
8,8,106959,34800,10416,60578,1765,572,70,0,0,106069,33862,15082,55631,1934,372,121,0,0,108552,33739,18154,54892,2175,1698,109,105531,33301,16084,54757,2102,465,165,52687,1206,20,36,181,2010,109951,33139,19248,55350,2916,1033,116,77417,26404,6579,43491,1193,394,49,0,0,74734,25102,7537,41077,810,106,0,40840,699,6,117,0,82046,26227,12401,42057,1456,1228,76,82046,26227,12401,40621,1112,85,10,172,1418,74114,24859,7426,40674,938,95,14,0,0,0,0,0,76646,25137,8779,41044,1296,219,25,40481,1113,9,25,74732,23937,9522,39579,1446,273,18,38830,1239,22,18,53847,45060,8351,48928,40192,8736,48957,39518,7192,48149,36864,9487,37956,28166,8488,38121,28635,8832,44816,34161,8489,48346,38899,8747,47862,32844,8399,29917,23395,5991,39038,30182,7056,30025,23508,6100,30036,23250,6061,29938,23081,6313,29967,22892,6488,29646,22557,6418,28512,23318,4994,37789,28799,7455,41146,31193,9223,39808,30838,8573
9,9,97609,26165,7326,55597,8955,638,138,0,0,102722,32291,9153,49078,12798,601,61,0,0,108762,32614,10795,51379,13846,1443,158,102098,32343,10185,45730,14073,669,54,43964,12296,24,17,396,2876,103883,34389,11710,44897,13527,926,574,75973,24284,5552,38211,8064,484,108,0,0,74992,27547,5931,34893,6281,233,24,34536,5812,90,106,0,88923,30255,8283,37622,12247,1069,111,88923,30255,8283,36061,11381,119,21,561,2242,76014,28391,6368,33348,7466,300,20,0,0,0,0,0,77685,30451,7262,32180,7366,250,14,31692,6842,85,14,83454,30926,8179,36210,7624,248,5,35238,6926,73,5,41503,37120,4022,40723,35658,5065,43531,37489,3901,42507,33884,6909,33679,27568,5095,33861,27802,5351,39862,32565,5337,43360,37209,5411,42882,31460,5623,24341,20464,3366,33759,28070,4059,24522,20957,3167,24551,20880,3093,24410,20420,3487,24421,20536,3336,24154,19919,3655,21398,21241,122,32766,26877,4469,37584,30314,6429,35857,29327,6493
10,10,102176,35335,10469,53432,3532,741,141,0,0,100706,38963,9412,47262,5249,698,177,0,0,108647,40996,13489,47765,6615,1392,163,101157,39527,10408,45165,6015,713,151,43238,4894,27,76,282,2693,105795,40901,11553,47253,6112,643,141,80503,32111,7736,37838,3022,578,119,0,0,77412,33684,5985,34089,3289,348,60,33480,2875,35,161,0,87730,36548,10007,35766,5194,1057,130,87730,36548,10007,34182,4263,98,21,268,2343,78681,34107,7001,33560,3543,401,75,0,0,0,0,0,82234,35554,7795,34807,3635,409,70,34176,3040,14,70,80536,35542,8392,31736,4411,220,70,30978,3717,11,70,48067,43199,4441,43971,38784,5187,47423,41223,3718,46367,37072,7319,37514,31010,5391,37711,31441,5483,44151,36578,5445,48655,42511,5260,48119,36325,5784,28498,24277,3645,38219,32396,4070,28745,25111,3193,28754,24991,3123,28578,24338,3669,28583,24421,3563,28249,23674,3941,26573,25013,1393,37298,31370,4428,42037,35025,6107,40305,33967,6320
11,11,99509,80102,8690,4064,6610,600,135,0,0,106985,83446,10068,4497,9027,602,154,0,0,108793,81783,10687,5208,10044,1436,135,107189,82789,10588,3873,9865,651,229,2644,7014,61,131,314,3644,106674,81180,11067,3752,9862,854,198,87517,71247,7040,3493,5593,487,111,0,0,84910,69037,6909,3428,4860,377,44,3035,4051,71,215,0,92217,70359,8697,4373,7869,1122,103,92217,70359,8697,3237,6449,56,18,323,3078,84481,68788,7008,2912,5133,400,71,0,0,0,0,0,84126,68044,7357,2766,5454,336,47,2300,4598,19,47,85440,68032,7503,3289,6281,314,16,2749,5336,38,16,52486,41306,10437,46243,34673,11570,54760,44080,6604,53948,38214,13188,49586,37823,10332,49707,38637,9973,55150,43400,9572,61720,52677,7841,61349,48911,9609,43679,36743,6090,51569,42961,6854,43978,37736,5560,43900,37676,5227,43705,36627,6242,43751,36817,6076,43418,36063,6619,43697,37590,5547,52114,43817,7056,58239,49365,7800,56958,48185,8773
12,12,94515,76443,4888,5455,7591,486,151,0,0,103579,80102,6483,5861,10845,723,132,0,0,108581,82743,7356,6149,11031,1008,174,103232,80252,6708,5883,10167,556,208,4818,8732,19,1,214,2484,105992,82280,6938,5707,10048,1026,244,87647,71417,4359,4868,6800,416,128,0,0,86893,70807,4605,5036,5656,522,17,4658,4915,71,224,0,99953,77174,6449,5514,9597,794,136,99953,77174,6449,4580,8231,92,29,347,3051,87162,71781,4647,4779,5320,370,2,0,0,0,0,0,89703,73890,5588,4572,4933,415,6,4285,4293,25,6,91508,74072,6598,4531,5556,340,23,3889,4308,42,23,51739,39009,12079,45299,31265,14034,53806,41206,8816,52831,34647,16153,47176,33547,12385,47167,34070,12130,52868,39022,11952,58376,47313,10039,57890,43346,12222,39532,31451,7372,48208,37953,8700,39904,32355,6955,39820,32342,6555,39525,31213,7628,39698,31672,7314,39315,30666,7992,38680,32333,5889,48444,38428,8937,55165,43985,10227,53548,42343,11204
13,13,105721,61218,17588,14563,12466,1136,190,0,0,112943,67427,18080,14464,13387,1510,150,0,0,108814,63534,16484,14843,13069,2158,157,113405,67120,17894,15428,13493,1491,136,13519,10067,277,10,120,4401,112028,65097,18050,15689,13073,1753,238,89870,55140,13266,11138,10225,882,160,0,0,84462,57497,9599,8657,7944,644,10,8119,7074,253,213,0,93844,56759,13362,11802,10924,1802,134,93844,56759,13362,10237,9627,159,29,412,3259,85089,57411,10288,9178,7428,634,10,0,0,0,0,0,85885,56375,11499,10065,7252,528,15,9443,6157,68,15,86130,55094,11196,11236,7723,743,35,10330,6460,109,35,47775,40116,6947,43194,36608,6586,53146,45004,4906,52089,41575,7806,47089,39606,6016,47314,39958,6351,52770,44386,6230,58835,51431,6296,58137,48778,5907,40633,36343,3564,48705,42499,4606,40798,36820,3400,40813,36723,3369,40684,36181,3771,40699,36109,3755,40471,35732,3964,40499,36572,3573,48993,42929,4785,54835,47686,5902,53142,47176,5966
14,14,106026,48790,21326,25119,11341,1553,239,0,0,108752,53134,19232,24948,11140,1046,169,0,0,108411,50122,20476,24201,12880,2619,210,110512,52312,19496,26266,12449,864,151,23462,10680,68,15,685,3789,108323,50981,19574,25597,12050,1741,279,89261,45163,14991,19724,9486,1187,198,0,0,77866,46315,9618,15808,5537,506,12,14891,4981,104,228,0,94154,46605,15970,19757,10855,2141,179,94154,46605,15970,17447,9630,174,20,742,3566,79878,46232,10055,16622,6423,437,8,0,0,0,0,0,79425,45818,10703,15642,6357,593,103,14345,5703,59,103,81462,45766,11692,15706,7375,762,161,14469,6520,139,161,42780,37144,5039,38570,34130,4440,47332,40496,4123,46431,38418,5556,40944,35580,4112,41196,35669,4715,45647,39160,4587,49342,43547,4873,48849,41355,4163,32958,29734,2627,40750,35830,3538,33067,30041,2597,33099,29938,2654,32932,29518,2840,32980,29344,2956,32789,29243,2898,32819,29902,2917,40183,35397,3671,43999,37958,4847,42397,37784,4613
15,15,106299,65341,15518,2903,22630,725,181,0,0,107315,62693,17476,3421,23645,772,163,0,0,108709,61046,17283,4118,25849,1735,169,106822,64395,15577,2740,24007,890,237,2039,21054,239,0,184,3333,112569,62970,16741,3289,28783,1393,295,83796,53887,10579,1900,17309,491,127,0,0,74578,47910,9262,1947,14868,357,0,1807,14199,168,201,0,86244,50071,12490,2846,20274,1301,134,86244,50071,12490,2088,19023,90,24,376,2082,73846,48597,8459,1695,14416,387,0,0,0,0,0,0,76776,47620,8883,1872,17689,401,2,1683,17023,29,2,75397,46742,9239,2257,16591,345,19,2002,15896,14,19,42909,26937,15343,40184,25250,14934,46103,28955,14511,44713,26731,15612,37320,22463,13137,37320,22443,13927,44695,27354,15356,52263,32309,19143,51015,31210,15906,32802,21793,10364,41171,25871,13892,32870,21225,11173,32918,21097,11039,32595,20424,11545,32752,20887,11229,32434,20416,11369,32523,21271,10899,41430,25525,14711,48021,26910,19472,45288,28465,16822
16,16,102210,49766,16008,9339,27363,876,204,0,0,108547,49458,16429,10313,32523,779,279,0,0,108861,46892,16726,12024,32763,1758,227,106359,49049,16267,11271,29958,809,287,9895,26042,181,93,380,4458,109996,48637,18196,12526,30424,1663,373,77796,40212,10742,6223,20588,563,147,0,0,66236,35151,7642,5764,16977,283,141,5554,15716,143,295,0,83455,37554,12037,8473,24886,1263,156,83455,37554,12037,7455,23594,125,16,515,2159,65026,34855,7726,5503,16026,279,185,0,0,0,0,0,67682,35898,8797,5986,16024,256,120,5554,15298,74,120,66526,35709,7914,6378,15834,223,38,5685,15266,77,38,36457,25324,10658,32917,22924,9993,39163,27707,9594,37739,24987,11090,30426,21153,8205,30248,20985,8630,37511,25718,10500,44737,30037,14134,43204,29309,11490,25589,18636,6533,33847,23539,9436,25682,18078,7299,25740,18491,6831,25333,17646,7235,25424,17852,7096,25207,17499,7235,25390,18261,7110,33987,22813,10412,39957,23138,15315,37291,24275,13016
17,17,102727,73130,6419,4167,19037,386,122,0,0,103979,70178,6894,5241,22279,345,227,0,0,108432,70007,8446,5369,23681,1152,151,103424,69219,7164,5690,22226,490,223,4142,19398,9,33,114,3343,106181,69396,8583,5752,22737,840,176,78363,57205,4159,2810,14118,235,95,0,0,71844,52765,3596,2803,12304,166,10,2649,11778,54,182,0,83881,56110,5592,3782,17610,785,121,83881,56110,5592,3106,16666,36,15,346,2010,71886,52896,3915,3143,11618,113,15,0,0,0,0,0,74975,53378,4771,3303,13168,228,23,2950,12609,39,23,75044,51774,4947,3904,14101,230,27,3519,13560,42,27,51162,33713,16895,48637,29971,18666,54266,36721,14147,53462,30860,20755,46750,28375,17013,46735,29139,16805,53779,34728,17402,61382,42909,17590,60540,40394,18129,40920,29142,11168,49768,34539,13922,41169,29353,11308,41018,29356,10732,40898,28551,11724,41005,28700,11616,40711,28209,11905,40796,29063,11727,50128,34740,14432,56347,37912,17162,54721,36927,17794
18,18,103471,69346,8566,16033,9765,776,131,0,0,103734,67122,10577,14816,11372,696,150,0,0,108339,67657,11015,16268,12428,1767,174,103635,66529,10865,14729,11411,938,151,12653,9141,41,0,458,3947,106454,68309,10792,15378,11350,1193,138,79644,54241,5786,11747,7916,528,104,0,0,70298,49878,5217,9801,5076,213,0,9370,4472,44,133,0,85102,54109,7790,12426,9853,1235,132,85102,54109,7790,10809,8687,89,26,488,3104,70664,50445,5676,8932,5194,188,0,0,0,0,0,0,74172,52568,6080,9581,5412,220,8,9010,4826,43,8,73603,51980,6370,9058,5415,238,29,8278,4702,35,29,51347,39682,10995,49277,36275,13002,54602,43267,7450,54057,37793,14452,48640,35151,12303,48739,36176,11814,53318,40751,10851,57372,47937,8444,57227,44148,10596,40635,33099,6838,48389,39297,7644,40872,33769,6603,40688,33665,6080,40674,33044,6988,40697,32924,7079,40452,32454,7320,40607,33564,7043,48077,39374,7724,52861,43768,8090,51918,41669,10245
19,19,107054,68730,27482,2772,8376,1077,184,0,0,109751,65429,30830,3754,10776,1045,166,0,0,108549,61197,32406,4249,10680,2899,206,110113,65231,29986,4147,11692,898,184,2374,9446,154,51,288,2591,110427,63428,31505,3845,11709,1453,219,84754,57693,18803,1841,6317,735,127,0,0,76648,50282,18345,2069,5631,303,20,1653,5067,163,47,0,87612,51899,23938,3052,8313,2199,160,87612,51899,23938,1983,7320,157,20,342,1953,76614,50207,17593,2383,6273,185,49,0,0,0,0,0,77434,49353,18749,2434,6633,289,53,2010,6244,39,53,77085,46314,19769,3091,7421,385,37,2282,6954,45,37,40179,27302,12156,36712,25314,11398,43869,28856,12391,42763,27518,12492,36510,24396,10206,36610,24113,11363,43082,28363,12454,49996,33215,15825,49234,32092,12388,32512,23566,8315,39885,26927,11398,32515,22904,9082,32583,22458,9357,32377,22068,9595,32553,22479,9338,32252,22088,9436,32165,22529,9150,40270,26994,11967,46158,29322,15653,43877,30215,13657
20,20,105905,83984,16099,1149,4697,565,138,0,0,108027,79853,20325,1783,6133,461,107,0,0,108620,76029,23274,2304,6732,1960,140,105820,76956,20187,1892,6564,633,97,984,5382,40,36,311,1931,107842,73460,24939,2696,6997,1020,28,84685,69500,10797,765,3548,374,99,0,0,74682,58119,11878,911,3587,164,15,816,3199,43,4,0,87062,63478,16555,1554,5024,1483,101,87062,63478,16555,950,4369,63,7,224,1416,73669,56737,12148,838,3625,332,19,0,0,0,0,0,73259,54132,14008,932,3698,320,4,848,3468,95,4,75276,55684,14427,1210,3496,296,41,1008,3248,59,41,42071,23588,17814,38148,21212,16936,44907,22623,19730,43408,22082,18737,35268,18185,15112,35096,17683,16439,43091,21622,19217,50874,24765,25371,49585,24362,19801,32743,17620,14589,40417,19991,18846,32794,16605,15730,32879,15912,16135,32622,15685,16335,32799,16377,15802,32449,15808,16032,32313,16282,15623,40924,19799,19857,48038,21428,25764,44598,22680,21827
21,21,107031,44212,53674,6969,2634,1076,141,0,0,106035,37765,58286,7138,3439,608,97,0,0,108781,36864,60476,8260,3052,4464,96,106847,38173,57967,7712,3476,614,102,6815,2743,48,0,235,861,109357,38818,59564,7350,4141,1341,28,77426,36500,34415,4683,1911,718,90,0,0,64704,30275,27554,4809,1876,112,0,4687,1692,60,76,0,82157,30945,42512,6038,2300,3177,81,82157,30945,42512,5279,1908,100,14,208,1191,66317,31080,28109,5050,1915,100,0,0,0,0,0,0,69675,31907,30873,4779,2003,177,0,4599,1787,34,0,69174,31203,31202,4270,2296,202,0,4142,2091,23,0,34184,23289,10380,31422,21644,9778,37002,25221,9643,36084,24021,9653,28878,19578,7960,28799,19230,8726,35001,23705,9531,40315,27764,11851,39734,26388,9518,23171,16135,6544,30915,20936,8768,23183,15781,7001,23220,15226,7347,23134,15252,7300,23200,15407,7245,23016,15202,7246,23046,15221,7195,30866,20518,9360,36490,22643,13062,35228,23281,10401
22,22,106260,42085,60298,2578,1610,1101,158,0,0,108243,35562,68444,3554,1477,1707,181,0,0,108518,30752,72865,2938,2110,5204,123,106495,32828,69740,2992,1486,1704,145,2015,1079,190,0,108,535,108061,31220,72788,2347,2131,3679,260,77112,35458,38833,1695,1178,712,110,0,0,65315,28117,34368,1757,757,201,0,1713,713,70,110,0,81961,26720,51467,2048,1634,3788,83,81961,26720,51467,1576,1274,89,11,199,625,63519,26436,34636,1459,757,145,0,0,0,0,0,0,66702,25188,38888,1320,1144,132,0,1199,1095,20,0,65126,21908,40135,1462,1343,136,1,1270,1287,39,1,32926,22189,10210,30369,21075,9294,37270,25011,10508,36271,24802,9215,28873,20370,7115,28883,19627,8401,34903,23597,9694,39694,25708,13424,39094,25970,9601,22396,15228,6791,30285,19546,9660,22356,14067,7876,22388,13320,8457,22253,13306,8329,22396,13971,7941,22197,13709,7908,22135,13878,7747,29976,18530,10536,35238,18863,15544,33629,21064,11292
23,23,116354,6087,97658,11742,1804,1602,106,0,0,106841,5166,89377,9957,3596,900,30,0,0,108507,4007,93945,7365,3688,6711,132,104328,5476,86280,10356,3504,1203,33,9264,3051,19,0,26,209,102853,5348,85532,9679,3735,2513,45,79794,5479,63382,10063,1330,1046,84,0,0,49463,4286,35141,8241,1762,21,0,8160,1639,8,38,0,79088,3535,66781,6190,2847,4876,90,79088,3535,66781,5576,2634,82,8,141,331,52505,4652,37610,8535,1622,17,0,0,0,0,0,0,55068,4887,40835,7728,1531,58,0,7646,1485,20,0,61495,4898,46082,8071,2283,121,4,8011,2226,56,4,16840,14687,1928,15769,14311,1458,20861,18555,1400,19963,16457,2156,14094,12421,1182,13964,11721,1823,18423,15632,1901,21134,17791,2936,20714,16782,1832,9595,8235,1112,15112,12742,1731,9508,7875,1384,9617,7946,1439,9446,7534,1494,9555,7826,1401,9464,7617,1425,9530,8024,1083,14497,11563,2391,16936,11345,5164,16422,12643,2954
