ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
86,86,109398,56593,30315,21575,1334,844,83,0,0,108382,51618,34821,20953,1579,1109,50,0,0,108572,48827,37726,19687,1594,2834,83,108246,50859,36080,20499,1849,1694,16,17491,1129,102,1,190,2396,107745,48578,37625,20205,1998,2658,82,79033,45127,18711,14250,950,577,50,0,0,71553,42700,13097,14429,859,435,0,13821,644,106,128,0,81944,40786,24921,14209,1139,2045,68,81944,40786,24921,13086,821,97,17,241,1975,72062,41882,14874,13662,949,502,2,0,0,0,0,0,72411,40850,16111,13704,1070,549,2,12865,741,91,2,73535,39962,18419,13508,1165,537,2,12740,928,21,2,43763,28029,15061,40391,25074,15317,43208,24280,16336,42630,25055,14904,33755,18807,12617,33916,19068,13943,40474,23051,15412,45217,25996,18375,44761,25021,16547,29401,16799,12048,36710,20516,14877,29572,16517,12552,29537,15555,12935,29440,15828,12929,29453,16089,12732,29189,15237,13158,29440,16231,13209,36507,20123,15307,41593,21951,18728,40705,23274,17377
87,87,113252,106112,2299,3295,972,651,64,0,0,110035,101671,3151,3184,1013,1267,53,0,0,108650,98792,2791,3214,1263,2001,140,109724,100383,3383,3826,1246,855,142,2797,773,107,9,56,2224,108380,99032,2980,3796,1363,901,167,87444,82278,1534,2617,607,463,34,0,0,85296,79802,1760,2559,352,833,21,2384,307,97,52,0,84804,77948,1818,2163,854,1540,81,84804,77948,1818,1767,554,147,16,196,2358,85003,79446,1742,2736,426,563,67,0,0,0,0,0,84283,78605,1812,2585,566,625,119,2027,325,70,119,83620,77882,1764,2558,623,767,27,1847,422,89,27,55416,22571,31493,51624,18090,33534,54706,15049,35634,54335,15287,35458,44592,12517,26803,44657,12091,31205,52097,15111,34254,58471,17934,39156,57964,18863,37060,44417,14142,29289,50188,14991,33581,44508,14067,29406,44711,12893,30547,44368,12332,30877,44583,11591,31882,44334,13402,29730,44238,11923,32311,51044,15553,34208,57266,17269,38618,49242,1870,46230
88,88,105795,93206,2859,4568,4674,646,73,0,0,107007,91633,2956,5321,6084,1120,96,0,0,108513,90439,3924,6141,5818,1876,143,106992,91363,3079,5406,6262,981,64,4284,5339,151,9,235,2514,107696,91087,3460,6609,5677,695,124,79584,71697,1656,2811,3062,411,49,0,0,77993,70382,1490,3461,1920,670,21,3144,1607,119,73,0,83406,71434,2406,3875,3977,1381,86,83406,71434,2406,3276,3650,110,28,211,2291,77498,70465,1573,3181,1729,597,8,0,0,0,0,0,78793,71459,1710,3786,1473,371,20,3409,1180,31,20,77841,69751,1648,3936,1881,578,70,3510,1613,36,70,53859,22269,30472,51800,18718,33082,55591,18644,32559,55203,17584,34457,46962,15057,27941,47137,14722,31212,54298,18647,33062,61211,23471,36248,60882,22965,35725,46463,18299,27218,52470,19469,31284,46542,18248,27384,46760,17610,27786,46454,16578,28824,46696,14631,31079,46383,17791,27557,46391,16265,30111,53297,20276,31708,58671,22918,34325,49624,5791,43152
89,89,112040,105373,4262,1197,721,634,66,0,0,107276,99290,4935,1894,808,550,73,0,0,108566,96736,6068,2352,950,2026,102,106956,98705,4602,2194,718,597,123,1215,461,114,15,155,1669,107864,97500,5992,2260,836,842,225,85741,81887,2443,601,415,445,34,0,0,83187,79274,2176,953,378,361,12,610,264,111,43,0,85450,77767,3786,1510,561,1451,51,85450,77767,3786,1145,376,146,9,162,2059,83048,78925,2171,1232,363,349,8,0,0,0,0,0,84208,78907,3207,1310,399,418,19,1044,297,109,19,83240,77150,3472,1260,485,821,4,1056,406,124,4,55826,26727,27674,51570,22816,28754,54205,18009,32146,53464,17950,32181,43418,14166,24814,43477,14420,27849,51738,17697,31591,59527,21207,37018,58850,21266,35477,44767,15735,28000,50716,17519,31585,44829,16222,27747,45085,15049,28591,44736,14093,29426,44750,13863,29577,44675,14123,29455,44558,15083,29465,51859,18048,32545,58740,20223,37249,51797,7235,43879
90,90,112124,97394,4748,7799,1730,766,98,0,0,107137,91515,5291,7664,2197,679,96,0,0,108525,87305,7118,9024,2395,2279,136,106957,89967,6090,8348,1725,1210,109,6080,1325,113,13,138,3222,108211,88821,7047,9115,2234,950,42,84723,75933,2709,4609,1080,532,55,0,0,81615,72881,2564,4696,1125,320,19,4188,917,112,27,0,84650,71070,4334,5498,1607,1605,82,84650,71070,4334,4704,1252,154,26,266,2844,81739,72041,3203,5004,839,626,14,0,0,0,0,0,82540,72019,3389,5385,1136,511,14,4523,984,29,14,81656,69911,3968,5081,1150,1424,25,4197,979,87,25,51194,26108,24009,47211,22380,24831,50760,19571,27415,50017,18760,27778,40522,15578,20131,40624,15641,23861,48640,19303,26734,55858,23627,30905,55290,22953,30449,40141,16507,22598,46944,19103,26259,40343,17183,22327,40375,16191,22870,40104,15248,23732,40066,15093,23719,39939,15569,23309,40006,16063,23924,47589,19620,26768,53843,22414,30290,44543,6283,37550
91,91,113388,93766,5067,10943,3250,760,108,0,0,112119,89953,6068,12397,3745,690,80,0,0,108488,81424,7338,14265,3425,2172,149,111534,89197,6016,12875,3293,753,68,10924,2574,150,13,74,2561,108942,86323,6291,12478,3391,592,105,91221,78116,3343,6889,2521,575,64,0,0,88607,75233,3342,7861,1680,414,17,7431,1404,157,72,0,88060,68670,5144,9739,2736,1629,105,88060,68670,5144,8492,2144,146,27,297,3140,88747,74782,3412,8416,1628,366,15,0,0,0,0,0,86808,72359,3641,8368,1959,338,4,7665,1567,56,4,87028,71525,4450,8722,1741,338,8,7870,1277,22,8,48216,26789,20491,43625,22416,21209,49632,24177,20964,49112,22889,22591,40015,20196,16270,40131,20224,18646,46653,23577,20272,50957,27563,21809,50561,26550,21433,36435,19305,16255,43338,22642,18867,36620,19784,15998,36704,19406,16159,36441,18468,16927,36646,15921,19776,36380,18776,16474,36364,18870,17424,43894,23323,19184,52250,28176,22684,48752,22289,26030
92,92,115367,71215,5687,34542,3712,1088,126,0,0,111736,66179,6463,34860,4532,1071,131,0,0,108499,59004,7829,36028,4007,2077,129,110182,64295,6656,34828,4041,870,67,30634,3368,169,0,195,4862,107869,61871,7165,33768,4136,1039,186,87676,59809,3511,21245,2773,748,83,0,0,83339,55883,3148,21888,1749,459,10,20861,1537,181,253,0,83551,50337,5141,23514,3096,1534,97,83551,50337,5141,21587,2710,170,36,362,3208,82133,54098,3508,22139,1693,460,0,0,0,0,0,0,80590,52622,3588,21680,1927,467,15,20160,1755,59,15,77644,49315,4062,21251,2004,430,36,19491,1852,35,36,47349,29775,16780,43588,26521,17067,43779,25454,15338,43853,24184,17067,35397,20589,12198,35515,20629,14020,41356,24411,14954,45178,28208,15763,45010,27453,15458,29921,18411,10850,37270,22684,13293,30243,18991,10717,30217,18214,11122,30038,17876,11452,30076,17191,12221,29845,18172,10912,29736,17995,11741,36964,22714,13205,41683,25667,14842,39058,22626,16110
93,93,113060,105175,3201,2972,1096,790,87,0,0,109232,100137,3608,3244,1607,752,70,0,0,108708,96755,4129,3634,1717,2022,117,108293,98826,3368,3374,1804,738,151,2548,1422,213,16,92,1798,108368,97035,3793,4461,1673,806,186,87006,81907,1982,1909,692,587,57,0,0,83529,78582,1773,2027,561,476,2,1871,507,178,77,0,84971,77033,2630,2219,1123,1504,83,84971,77033,2630,1793,907,203,22,128,2255,82986,78122,1742,2065,633,584,2,0,0,0,0,0,83484,77990,2156,2334,721,478,32,1977,560,148,32,83233,77076,2524,2261,875,599,44,1837,679,128,44,52260,27587,23356,48508,24128,24380,51183,18177,29375,50665,19315,28092,40383,15310,20892,40240,14873,24073,48322,18165,27737,54699,20407,33070,53984,21380,30747,40196,15237,24040,46455,17224,27786,40451,15894,23755,40637,14430,24997,40181,13631,25372,40370,13189,26143,40174,14669,24394,40221,13948,26256,47081,17511,28407,53389,19284,32881,47297,9184,37417
94,94,118448,113380,1872,1945,536,756,63,0,0,111626,105586,2268,2455,821,816,42,0,0,108580,100924,2223,2303,625,2098,97,111005,104459,2482,2719,832,691,52,1864,454,89,11,23,1599,108541,101839,2544,2261,682,1207,53,92947,89235,1312,1501,344,553,47,0,0,88152,84074,1375,1772,344,559,10,1605,224,140,46,0,86424,80890,1530,1618,434,1597,70,86424,80890,1530,1306,250,158,17,110,2163,87646,83429,1577,1813,333,443,4,0,0,0,0,0,85569,81449,1537,1520,317,756,4,1335,235,104,4,83741,79459,1540,1557,377,694,25,1359,250,63,25,58343,30264,26325,53937,26431,27506,55384,17925,33817,54480,21737,29483,43969,15728,22871,43662,15198,27028,51441,18124,30919,57747,18928,37745,56925,20651,34643,44730,15745,27980,49985,16523,32039,44834,16116,27678,45282,13663,30194,44596,13406,29860,44807,13336,30294,44584,14604,28741,44535,14550,29945,50617,16645,32778,55824,17401,37102,49608,8821,40464
95,95,107867,93672,1798,9188,2741,614,80,0,0,105787,89352,2254,9984,3893,840,261,0,0,108730,87232,2845,12283,3946,2037,103,106548,89007,2317,10842,3798,858,400,8466,2907,110,120,188,3435,109218,89872,2422,12036,3999,718,278,83422,74488,1153,5485,1947,457,50,0,0,81635,72008,1230,6256,1505,396,52,5840,1348,116,188,0,85780,71448,1871,7721,2790,1543,58,85780,71448,1871,6746,2460,169,18,224,2844,82001,71978,1283,6478,1582,382,189,0,0,0,0,0,83801,72847,1398,7291,1795,409,75,6087,1539,69,75,83335,72093,1709,7297,1775,302,51,5870,1382,21,51,56692,27613,28069,52227,22419,29808,56240,22464,29517,55643,21879,30667,49444,20297,23622,49536,19331,28954,55027,23137,29187,60265,27574,31367,60109,27540,30825,46578,24675,21147,52521,23800,26956,46637,22061,23276,46521,22225,23014,46290,21080,24048,46527,20841,24806,46395,22783,22696,46165,21473,24692,52865,24477,27040,58064,26687,29752,54071,21608,31895
96,96,117113,77394,2713,34934,1589,1130,126,0,0,112815,72082,3563,34370,1873,1918,75,0,0,108426,63229,3710,37284,2172,2349,163,110987,70767,3674,33559,1962,1630,227,30050,1482,189,51,236,4536,108003,67298,3937,34159,1874,1198,299,89509,64088,1707,22045,1191,796,102,0,0,85188,60124,1726,21519,708,1192,4,20172,527,126,197,0,84083,53771,2434,24504,1646,1734,102,84083,53771,2434,22670,1312,170,31,310,3385,85023,59342,1941,21775,831,1027,55,0,0,0,0,0,83226,57361,1928,22209,876,580,65,20715,794,69,65,80853,54312,2354,21951,903,1049,57,20556,799,97,57,49373,30922,17553,45722,28146,17576,44626,24173,17367,43964,23548,17625,36477,20200,12780,36647,19954,15661,41815,23308,16353,45162,26143,18009,44773,25874,16903,30792,19011,11183,37586,21583,14690,30687,18149,11798,30842,17938,12024,30716,17540,12429,30799,17468,12616,30657,17939,11782,30591,17913,12662,36940,21370,14565,40239,22899,16397,37399,19838,17111
97,97,96284,68090,15113,7039,6126,661,118,0,0,103607,67371,17356,10690,8334,831,50,0,0,108719,67362,19007,11339,9843,1997,128,105165,67266,17029,10914,9696,925,178,9843,8522,0,66,67,2377,109801,68506,17356,12947,10558,989,80,62471,45931,8532,4115,3802,383,64,0,0,68208,47645,9301,6584,4253,177,30,6326,3957,0,239,0,77586,50253,12295,7421,6593,1341,96,77586,50253,12295,6731,5964,68,11,240,2024,70767,48701,9560,6758,5471,195,65,0,0,0,0,0,74775,50817,9662,7735,6234,290,0,7541,5727,40,0,76658,51741,10500,7564,6588,349,0,7302,6283,43,0,36975,20402,16147,37662,18955,18707,44177,21775,19364,43442,21448,19209,36041,18356,15336,36161,18653,16555,44513,22857,19517,54056,29176,23910,53461,27795,22736,35190,18821,15757,42862,22297,19057,35423,18824,16006,35363,18097,16116,35264,18221,16291,35270,18370,16184,34968,17396,16752,35340,18922,16418,44614,23283,20059,54285,27547,25294,53269,29153,24000
98,98,104726,60171,22233,14838,7788,773,93,0,0,107843,57181,25922,16772,8664,898,121,0,0,108505,52614,27839,17951,9403,2494,115,105321,55656,25575,16406,8527,917,157,13478,6752,70,11,253,3528,106956,54271,27840,16687,8918,1502,122,74211,46337,13322,9413,5131,482,61,0,0,74264,45603,12728,10928,4715,370,6,10517,4331,74,19,0,82611,43541,18648,12604,6894,1733,72,82611,43541,18648,11551,6339,91,6,221,2214,74307,44443,13820,10913,4707,327,8,0,0,0,0,0,75772,44020,15074,11083,5037,305,8,10185,4588,55,8,75403,41411,16059,11839,5443,200,11,10859,5088,15,11,41987,26441,15016,36308,22274,14034,44847,26012,15969,44261,26324,15073,35736,21225,12246,35938,21388,13573,43458,25928,15328,50263,30997,18368,49820,29660,16752,31789,19531,11695,40021,23859,14690,31984,19292,12184,31939,18499,12463,31874,18658,12503,31855,18788,12384,31644,18071,12810,31878,19290,12588,40533,24019,15295,47762,26990,19505,46912,28714,18097
99,99,113547,100578,4185,7513,882,629,69,0,0,109606,94973,4659,8712,1127,599,34,0,0,108582,91523,5141,8427,1268,2003,196,108793,94221,4728,8400,1047,524,123,6735,627,209,82,88,2112,108420,93578,4941,7952,1222,699,149,88533,79621,2724,5275,596,467,40,0,0,85070,76381,2086,5569,607,428,14,5293,410,220,44,0,85526,73793,3405,5748,861,1488,118,85526,73793,3405,4914,663,154,48,180,2369,84489,75933,2111,5509,605,330,12,0,0,0,0,0,84497,75592,2485,5339,660,461,12,4807,456,82,12,83717,74318,2674,5136,770,860,35,4489,570,82,35,50010,21503,27477,46706,17450,29256,49623,13919,32901,49089,18651,28142,38838,10988,21834,38546,10758,26680,45992,14124,29711,51564,15216,35272,51069,16141,33616,37931,11658,25633,44030,12492,30418,37911,11144,26035,38141,9577,27637,37842,9604,27417,37993,9612,27629,37841,10679,26433,37887,10190,27697,44155,12636,30624,49247,14275,34007,41104,0,40404
100,100,116445,112265,1158,1760,540,727,69,0,0,111919,107331,1383,1805,747,732,119,0,0,108707,101168,1673,2009,835,2320,123,111193,106328,1282,1958,722,641,212,1362,441,133,151,43,1449,108105,102362,1927,2017,717,684,198,89924,87156,686,1171,357,551,39,0,0,87434,84389,855,1150,474,533,4,1055,304,177,88,0,85558,80349,1049,1274,558,1713,90,85558,80349,1049,952,326,139,24,135,2584,87183,83947,899,1260,407,545,95,0,0,0,0,0,84816,81455,1071,1214,399,563,119,1069,250,65,119,83451,79814,1082,1229,440,700,85,1077,287,41,85,56673,25268,29833,52279,19339,32940,56634,13842,39893,55385,21662,30961,46141,12634,22671,45124,12504,31159,53210,15365,34988,61242,15381,44647,60128,17758,40720,46417,13302,32158,52392,13462,37589,46573,13204,32430,46978,11040,34876,46313,10818,34218,46407,11049,34323,46210,11564,33548,46391,11930,34459,53255,13729,38414,59854,14567,44132,51591,3904,47092
101,101,115685,106949,3615,3312,1273,747,76,0,0,113608,103605,4629,3396,1668,671,335,0,0,108583,95302,5107,3786,1733,2183,146,112316,102152,4546,3516,1670,623,298,2501,1033,180,72,11,1829,109221,98154,4629,3575,1749,729,198,89437,83552,2250,2307,900,535,55,0,0,87307,81464,2487,2160,732,332,68,1913,613,165,101,0,83706,74602,3384,2432,1215,1594,99,83706,74602,3384,1896,939,131,39,279,2436,86157,80406,2318,2235,811,350,64,0,0,0,0,0,83861,77929,2471,2059,891,435,4,1831,621,64,4,81921,75135,3293,1963,985,401,14,1574,768,33,14,50450,22047,27191,46439,17149,29290,49828,14545,31599,49187,14530,31619,39629,11697,23616,39851,10558,28209,47090,14202,30541,53211,17152,34840,52800,17651,33273,39825,13790,25254,45339,14213,29690,39808,13164,25822,40057,12157,26721,39855,11929,26991,39920,12036,27004,39882,14368,24731,39632,12533,27098,46116,14746,30227,51530,16473,33792,43431,3148,38607
102,102,116358,110357,1709,3247,486,638,47,0,0,111861,104722,2163,3676,612,908,114,0,0,108586,100350,2055,3121,702,1956,98,111295,104440,1809,3615,569,1002,49,3240,310,87,3,79,1326,108752,101429,2109,3365,601,1303,95,90315,85529,1231,2758,330,517,31,0,0,87115,81837,1356,2840,337,603,14,2689,247,209,197,0,84981,78806,1424,2480,470,1419,66,84981,78806,1424,2185,286,143,14,148,1975,86819,81514,1200,2987,334,843,4,0,0,0,0,0,84731,79596,1210,2624,353,956,8,2371,266,75,8,83259,77917,1130,2114,318,1654,9,1840,208,107,9,54860,23066,30123,50424,16305,34119,52586,11531,38206,51553,14603,34204,41108,11313,25478,40841,9740,29939,49001,12035,35002,56098,12712,42451,55295,14272,39483,43037,10827,31429,48165,10799,36198,43025,10412,31824,43599,8631,33917,43056,8877,33109,43167,9019,33195,42989,10338,31733,42834,9320,33514,48965,11050,36940,54257,11889,41311,50853,7757,42703
103,103,107821,65344,7283,20092,14975,874,269,0,0,110932,63587,7845,21941,16924,831,188,0,0,108573,51555,10987,24287,20528,1987,154,110627,61624,8332,22964,17211,694,133,21092,16003,135,20,280,3144,107163,58969,7995,22653,16838,580,147,92035,58877,5612,13682,13614,673,238,0,0,82967,56206,4793,14737,6578,476,100,14078,6076,184,177,0,92420,46705,8491,17035,18983,1530,101,92420,46705,8491,15347,17665,136,21,415,3640,83027,54960,5183,15259,6922,409,20,0,0,0,0,0,79724,52552,4901,14671,6982,319,20,13779,6277,69,20,81040,51692,5935,15304,7602,374,0,14232,6857,93,0,39549,28405,10133,33787,23825,9962,44359,31154,9116,42943,28283,11918,37374,27126,8191,37573,26073,10610,41096,29372,9511,42457,32462,8660,42172,30971,8770,27698,21671,5426,35306,26580,7173,27916,21889,5501,27975,21743,5458,27787,21317,5828,27813,21191,6019,27802,22004,5237,27929,21997,5871,34619,26497,7000,40042,30638,8013,39055,30697,8076
104,104,110086,81355,5257,18077,5188,885,106,0,0,111748,77545,6319,19716,7836,603,73,0,0,108592,72894,7333,20038,6661,1968,155,112317,78433,6359,19136,8386,732,93,16939,7024,121,9,71,3344,110157,74792,7225,19227,8345,1315,68,83717,65531,3135,11179,3570,599,63,0,0,80951,62628,2801,12137,2883,390,10,11702,2573,135,90,0,84007,60346,4632,12687,4788,1441,124,84007,60346,4632,11470,4329,143,20,270,2797,81878,63674,3035,11678,3019,475,10,0,0,0,0,0,80786,61379,3598,12133,3291,796,10,11083,3047,32,10,79898,60172,3798,12072,3420,638,0,11283,3038,53,0,48072,24820,22179,43624,20686,22938,47419,21129,22900,46897,20129,24138,39034,17165,18358,39524,15822,22813,45501,20727,22664,50659,25143,24393,50509,25204,23419,36235,18796,16789,42608,20685,20551,36314,18358,17325,36413,17723,17618,36233,17181,18269,36313,17267,18315,36361,20223,15523,36251,17658,18568,42712,21117,20552,47292,23334,22577,46225,22873,23171
105,105,108867,100540,3114,2839,1901,581,70,0,0,109995,99071,3677,3855,3182,468,129,0,0,108658,96632,3967,3177,2493,1920,105,109898,98971,3738,3880,2978,444,86,2831,2496,40,0,52,1813,109684,97965,3950,3824,3194,472,26,81941,76644,1826,1944,1157,393,44,0,0,82197,76529,1921,2228,1201,300,0,2024,878,29,68,0,82923,75042,2410,2081,1626,1370,72,82923,75042,2410,1687,1362,93,14,194,2121,81904,76259,2024,2162,1004,335,0,0,0,0,0,0,82116,76096,2272,2083,1292,268,0,1796,1029,39,0,81893,75952,2384,2053,982,352,10,1849,798,34,10,52074,22009,28821,48682,17629,31053,52626,16548,31888,52110,16136,32705,42811,13698,25029,42848,13412,28358,50686,16755,31415,58024,20707,35985,57315,20700,34565,44441,15505,28047,49869,17053,31179,44669,16125,27715,44907,15118,28536,44376,13973,29286,44694,12246,31512,44350,14806,28503,44543,13395,31145,51004,17816,31928,57371,20238,35777,48683,2931,44919
106,106,114694,104931,6369,2213,742,635,48,0,0,108100,97360,7139,2065,1073,482,119,0,0,108394,94210,8091,2300,1059,2259,126,106692,94888,7753,2384,1252,486,105,1355,789,98,0,150,1650,107425,94104,9118,2295,1019,561,128,86458,80575,3687,1366,462,442,29,0,0,81873,76451,3377,1097,472,393,4,866,403,127,129,0,83277,74430,4890,1225,678,1634,80,83277,74430,4890,831,422,116,9,193,2386,80713,74907,3728,1199,396,337,0,0,0,0,0,0,81501,74921,4667,1082,434,360,14,895,231,70,14,80386,73057,5185,1331,389,303,10,910,171,33,10,50094,20891,27800,45529,16579,28950,49177,13167,32591,48498,15024,30259,38982,11010,24250,38962,10899,26938,46780,13267,31238,54109,15088,37949,53381,15785,35078,40033,12755,26480,45564,12805,31349,40089,12128,27149,40334,10762,28308,40037,11131,28069,40190,10773,28592,39894,11620,27348,39689,10586,29103,46620,13146,32348,53119,14435,37633,47589,6191,41167
107,107,110812,107257,1434,1045,593,507,58,0,0,107804,102445,1699,1800,835,1134,60,0,0,108548,101330,2482,1460,948,1786,92,107199,102338,1668,1641,819,721,114,1108,418,172,98,52,1358,108068,102376,1714,2232,1087,388,83,84918,82661,875,635,391,367,32,0,0,82684,79907,741,1090,270,617,30,895,133,207,47,0,84753,79745,1771,858,616,1283,52,84753,79745,1771,605,490,131,9,125,1877,82307,79653,762,898,419,437,85,0,0,0,0,0,82629,79994,818,976,524,294,0,800,409,59,0,82234,78705,1237,984,602,663,15,781,501,51,15,52205,20080,30707,48401,15349,33052,53080,11689,38481,52250,13864,35236,43487,10383,26743,43534,10121,32159,50336,12144,35833,56732,13260,42481,56054,14588,39864,45093,12943,31384,49666,11748,36615,45033,11621,32465,45431,10010,34211,45006,10305,33594,45168,10862,33419,44970,11615,32460,44861,10460,34401,50379,11992,37315,55346,12580,41669,49176,3324,45174
108,108,112200,107659,1318,1842,728,661,82,0,0,109521,104442,1644,2241,726,753,28,0,0,108600,100362,1762,2425,976,2287,107,108171,102390,1590,2520,835,768,23,1924,509,176,12,143,1427,108046,101429,1690,2704,888,903,14,86006,82904,845,1283,457,519,47,0,0,85327,81914,926,1649,366,472,18,1507,313,163,16,0,84960,79273,1081,1648,630,1693,74,84960,79273,1081,1288,423,179,14,150,2552,84632,80989,985,1761,387,423,11,0,0,0,0,0,84597,80611,1084,1685,456,697,4,1469,301,86,4,84229,79850,1143,2072,458,604,14,1752,277,61,14,55128,26270,27379,50751,20268,30483,55217,15963,35440,54321,20288,31122,46691,15468,22688,46200,14514,30263,52667,17278,32617,59098,18516,39360,58356,19837,36892,45388,17383,27138,50928,16320,33086,45295,15704,28459,45686,14652,29702,45249,14175,29610,45396,14292,30069,45268,15911,28388,45033,14953,30068,51592,16635,33728,57372,17394,38649,51230,9463,41206
109,109,105811,99337,2337,2625,942,677,101,0,0,105027,97377,2795,3139,1337,567,133,0,0,108548,97702,3291,3232,1477,2185,161,105060,97354,2691,2862,1397,717,152,2121,926,294,14,45,1641,108431,99931,2955,2621,1554,1141,174,80522,76102,1554,1819,600,510,58,0,0,80276,75729,1578,1979,658,303,8,1890,585,140,35,0,84166,76496,2245,2269,963,1583,91,84166,76496,2245,1933,592,167,30,213,2490,80833,76286,1565,1683,745,568,8,0,0,0,0,0,83078,78373,1641,1799,816,568,20,1640,588,154,20,82804,77423,1708,2038,738,972,16,1694,499,205,16,52503,22585,28788,49952,17805,32147,55053,14133,37120,54108,20738,30742,45028,14008,27354,44514,12875,30171,53060,16262,34518,60989,17545,42051,60294,18934,39652,46704,14253,31403,52490,14910,35982,46855,14692,31250,47150,12434,33357,46715,12230,33081,46758,12346,33187,46569,12514,32923,46692,12768,33924,53922,15695,36924,62019,18056,42448,54970,5110,48910
