ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SOS_Total,E_16_SOS_Dem,E_16_SOS_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_22_SC1_Total,E_22_SC1_Dem,E_22_SC1_Rep,E_22_SC2_Total,E_22_SC2_Dem,E_22_SC2_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep
53,53,25393,7770,16412,701,411,453,69,0,0,25651,7060,17104,818,462,348,47,0,0,31043,7826,21360,881,692,931,74,26473,8029,17017,778,259,360,80,691,119,124,0,337,29538,8657,19309,578,778,537,35,17530,6461,10175,475,265,322,46,0,0,14569,5403,8284,563,136,139,0,539,111,100,0,62,0,22804,6666,14710,582,485,699,39,22804,6666,14710,391,334,188,3,414,15712,5789,8714,665,144,289,0,0,0,0,0,18107,6517,10442,468,216,322,0,430,112,114,0,20935,6432,13253,221,374,443,5,135,275,113,5,5467,2746,2663,5437,2752,2685,7181,3666,2873,6907,3514,3393,6217,3369,2185,6236,3555,2681,6189,3388,2463,7875,4221,3358,9320,4987,4111,9161,4842,4023,7928,4169,3483,6384,3348,2798,6346,3305,3041,5819,3419,0,6341,3190,2974,6327,3245,3082,6341,3304,3037,6317,3238,3079,6309,3285,3024,8395,4387,3814,9958,4953,4800
54,54,28841,15613,11516,895,393,931,101,0,0,30532,15745,12667,1361,297,853,163,0,0,30532,14962,12684,1199,681,1323,168,29863,14421,13243,1365,497,1224,208,545,408,337,96,717,30396,14717,12935,1506,557,1705,120,21369,12586,7589,569,260,640,63,0,0,20818,12344,7330,656,160,312,15,613,145,274,15,44,0,23108,12211,8625,884,505,931,120,23108,12211,8625,608,320,261,41,862,20840,11724,8090,445,231,247,25,0,0,0,0,21681,12278,8068,605,235,410,10,488,181,237,10,21298,12003,7564,625,433,621,0,473,299,457,0,9830,3022,6644,9141,2390,6751,9785,1986,7028,9306,2511,6795,8120,2132,4850,8124,2021,6103,8081,2509,5109,9832,2266,7314,11315,2424,8699,11138,2346,8525,10033,2149,7650,8266,1559,6536,8216,1857,6359,7132,2188,0,8214,1794,6223,8159,1725,6434,8223,1803,6420,8142,1682,6460,8139,1714,6425,10295,2214,7947,11259,2436,8638
55,55,26287,15306,10050,391,314,509,27,0,0,28492,14350,12991,367,346,702,0,0,0,30586,14863,13850,603,491,1024,73,29411,13931,14088,350,363,716,0,325,301,424,0,42,30951,14206,15119,507,607,774,0,19695,12369,6665,228,218,349,18,0,0,19747,11563,7434,250,104,376,0,250,76,348,0,0,0,22660,11904,9392,389,323,731,45,22660,11904,9392,234,248,161,12,598,19923,11380,7797,286,85,370,0,0,0,0,0,20974,11445,8561,380,192,376,0,356,130,238,0,20957,11268,8635,618,228,200,4,496,135,49,4,10644,3683,6793,9460,2971,6489,10105,2587,6740,9627,3269,6358,8028,2446,4570,8055,2373,5682,7982,2785,4839,10137,2633,7264,11795,2708,8892,11613,2638,8702,10450,2472,7745,8659,1750,6760,8597,2045,6552,7393,2511,0,8578,1986,6419,8537,1939,6598,8600,1936,6664,8524,1887,6637,8507,1906,6601,10818,2446,8238,12034,2564,9311
56,56,30618,18676,7726,249,189,4302,60,0,0,28905,16770,8152,218,120,3921,30,0,0,31101,17394,8270,343,332,5325,70,30288,16853,8421,544,315,4378,111,365,29,4086,11,515,31297,17443,8933,539,152,4467,5,24369,16295,5300,136,136,2736,41,0,0,22082,14466,4951,126,63,2470,10,101,18,2411,10,5,0,25058,15363,5891,228,233,3631,28,25058,15363,5891,95,123,2713,8,719,23463,14822,5188,375,147,2958,10,0,0,0,0,24612,15466,5711,359,160,3047,0,280,33,2916,0,24387,15779,5395,216,116,2988,0,178,47,2879,0,13707,5074,8423,12558,4199,8359,12773,3440,8209,12293,4137,8156,11286,3844,5840,11275,3871,7404,11225,4429,6125,13205,4211,8624,14902,4731,9917,14817,4359,10102,13573,4067,9173,12051,3458,8247,11950,3755,8195,10713,3897,0,11925,3726,7839,11860,3540,8320,11929,3648,8281,11847,3536,8311,11830,3615,8215,13960,4235,9519,14784,4491,10012
57,57,24025,11669,9901,1119,670,1262,137,0,0,28124,13161,12235,1548,876,1047,319,0,0,30541,12729,13826,1603,1038,2430,192,28558,12957,13364,1193,1004,1033,232,780,415,412,76,521,31040,13719,14334,1193,1260,1740,271,16044,8523,5921,654,402,784,75,0,0,19266,10010,7622,671,405,338,91,588,304,294,91,120,0,21818,10062,9006,993,660,1569,122,21818,10062,9006,705,405,821,36,695,19914,10198,8251,592,403,347,75,0,0,0,0,22329,11207,9314,538,448,767,75,466,204,640,75,24407,11291,10374,858,648,1113,47,763,333,869,47,8533,4469,4004,7267,3445,3822,9856,3971,4599,9609,4702,4907,8752,4096,3074,8728,4522,4206,8718,4889,3375,11624,5610,5544,14272,7132,6758,14186,6591,7194,12679,5975,6273,11852,5623,6039,11783,5906,5877,10879,6294,0,11776,5851,5626,11697,5710,5987,11774,5844,5930,11700,5613,6087,11687,5778,5909,13872,6697,6904,17041,8285,8374
58,58,31674,9237,21190,922,194,716,69,0,0,29802,8419,20211,697,72,678,35,0,0,29755,7722,20745,831,221,851,42,28941,8129,19682,613,74,773,38,429,38,482,0,136,29620,8149,20358,486,115,815,41,22111,7504,13637,608,134,530,43,0,0,18497,6918,10819,490,16,183,15,463,8,161,15,34,0,21750,6392,14352,556,150,615,34,21750,6392,14352,391,82,124,12,308,18332,6618,10922,413,22,331,10,0,0,0,0,19486,6583,11989,326,38,457,40,303,38,200,40,18520,6225,11562,308,57,336,4,294,60,237,4,8124,3866,4132,6852,3048,3804,7158,2570,3862,6953,2843,4110,5615,2277,2443,5630,2364,3266,5614,2725,2588,6863,2589,4083,7780,2603,5021,7678,2642,4843,6753,2347,4236,5111,1573,3428,5119,1832,3287,4615,2014,0,5076,1645,3305,5083,1718,3365,5114,1821,3293,5091,1668,3423,5086,1757,3329,6898,2306,4500,7662,2305,5229
59,59,29057,16220,11515,699,441,504,67,0,0,30448,13988,14890,625,674,790,6,0,0,30586,13920,14583,846,683,1058,50,31033,13832,15712,729,669,912,6,506,604,17,6,286,30086,12900,15424,864,726,957,64,21562,13343,7281,441,282,376,48,0,0,21708,11546,9342,325,336,166,4,280,301,155,4,0,0,22605,11439,9572,547,475,783,38,22605,11439,9572,385,375,183,11,563,22005,11501,9679,414,324,64,4,0,0,0,0,21780,10948,9835,472,272,253,24,356,236,44,24,22298,11281,9670,643,307,287,66,471,256,106,66,12040,3919,8025,10911,3149,7762,11150,2669,7472,10926,3341,7585,9374,2684,5174,9384,2672,6712,9340,3386,5480,11110,3076,7737,12485,3405,8853,12399,3153,8997,11148,2862,8017,9412,2235,7001,9346,2559,6787,8320,3014,0,9340,2478,6641,9278,2321,6957,9351,2578,6773,9271,2343,6928,9261,2393,6868,11417,2989,8267,12322,3249,8867
60,60,25101,12520,10130,1037,873,1158,86,0,0,28422,12666,12945,1033,1292,1427,70,0,0,30785,12987,14053,1371,1278,2129,162,27765,13293,11637,1064,1341,1374,82,790,450,689,0,908,28444,12210,12903,1283,1421,1671,189,17422,9527,6301,578,542,716,43,0,0,20167,10117,8206,662,484,687,0,593,355,498,0,44,0,22376,10336,9426,858,831,1415,120,22376,10336,9426,547,531,640,35,744,19835,10408,7508,672,549,671,0,0,0,0,0,20311,9750,8396,599,734,783,30,430,595,535,30,21396,10400,8526,582,586,1193,90,392,372,811,90,9132,4607,4434,7804,3566,4238,10635,4110,5051,10308,4933,5375,9505,4259,3455,9494,4771,4723,9447,5234,3755,11808,5452,5871,13872,6540,6964,13815,6034,7403,12139,5339,6356,10417,4529,5694,10332,4757,5575,9462,5100,0,10346,4802,5247,10256,4620,5636,10314,4713,5601,10244,4546,5698,10240,4641,5599,12824,5772,6807,14762,6754,7692
61,61,28759,7737,19008,1822,118,562,45,0,0,30466,6413,21964,1902,60,383,11,0,0,30783,5901,22683,1709,265,765,40,30479,6006,22395,1958,76,359,1,1652,28,80,0,239,30393,5572,23011,1649,129,229,0,19314,6239,11680,1197,81,358,35,0,0,15539,4901,9308,1190,3,159,10,1170,3,110,10,0,0,21250,4753,14894,1158,186,566,34,21250,4753,14894,977,128,128,12,284,15824,4509,9920,1178,1,118,0,0,0,0,0,15536,4209,10152,976,33,47,0,970,25,17,0,15156,3855,9943,1108,79,183,5,1068,59,87,5,6360,2524,3669,5254,1942,3312,5565,1913,3200,5210,1872,3338,4031,1468,1999,4083,1403,2680,4031,1707,2175,5400,1742,3526,6387,1787,4504,6177,1775,4229,5395,1610,3666,3737,888,2760,3724,1025,2699,3255,1204,0,3679,937,2665,3714,988,2726,3727,1013,2714,3712,968,2744,3712,1011,2701,5582,1563,3956,6466,1609,4753
62,62,23932,14090,8365,1027,246,460,25,0,0,27718,13291,12633,1300,387,590,33,0,0,31011,13109,15189,1571,578,1043,37,27795,13065,12988,999,395,731,28,573,375,321,0,467,29201,12637,14389,1500,345,749,8,17676,11220,5365,672,192,355,16,0,0,18684,10691,6798,649,191,413,0,575,191,288,0,25,0,22404,10514,9868,1016,426,758,33,22404,10514,9868,828,350,218,8,537,18191,10594,6533,577,99,457,0,0,0,0,0,18956,10373,7353,696,52,443,0,696,52,313,0,19809,10663,7983,703,23,388,13,555,10,204,13,8639,1766,6809,7935,1425,6510,8507,1423,6498,8193,1762,6431,6880,1314,4832,6902,1197,5705,6845,1566,4998,8745,1539,6974,10204,1725,8306,10076,1661,8180,8847,1423,7224,7132,917,6092,7125,1070,6055,6113,1417,0,7111,1057,5876,7093,1027,6066,7105,1105,6000,7084,1039,6045,7085,1035,6050,9161,1471,7568,10447,1751,8570
63,63,33912,11290,19933,2228,468,894,58,0,0,32474,10784,19028,1977,709,763,26,0,0,30846,9018,19169,2088,467,971,74,30758,9383,18724,2188,495,836,25,1118,222,515,0,799,30437,8897,18956,1859,435,900,33,24325,9166,13216,1402,339,658,33,0,0,21104,8408,10653,1220,279,480,4,1123,204,414,4,67,0,22756,7334,13446,1385,337,726,49,22756,7334,13446,1044,185,149,7,524,19768,7532,10294,1208,243,455,0,0,0,0,0,19899,7102,10797,1152,238,533,0,959,164,357,0,20452,7508,11237,1093,205,370,28,960,162,208,28,8941,4561,4151,8383,4247,4136,8059,2962,4134,7662,3584,4078,6405,2886,2407,6450,2985,3465,6378,3404,2650,7872,3396,4218,8942,3625,5109,8851,3676,4880,7920,3193,4447,6173,2284,3562,6056,2584,3472,5464,2739,0,6069,2380,3487,6009,2417,3592,6050,2520,3530,5972,2323,3649,5973,2519,3454,8010,3234,4626,8634,3117,5346
64,64,29424,19466,8099,1044,581,539,51,0,0,30325,17841,10246,1264,592,643,182,0,0,31054,17702,10194,1529,894,961,102,30540,18240,10012,1335,471,637,102,934,292,166,78,809,31215,17688,10925,1232,749,701,168,21860,15332,5196,663,428,390,36,0,0,20995,14370,5223,698,229,326,121,669,164,140,121,46,0,23405,14296,6778,1021,631,714,77,23405,14296,6778,764,425,172,34,812,21642,14770,5327,861,243,399,80,0,0,0,0,22483,14394,6554,907,245,334,70,767,187,131,70,21726,13937,6425,605,268,480,14,450,183,111,14,11511,3093,8238,10256,2240,8016,10957,2088,7982,10552,2794,7758,8697,1904,5518,8718,2041,6677,8655,2158,6061,10836,2434,8051,12400,2840,9292,12268,2691,9156,11043,2360,8278,8993,1731,6717,8926,1883,7043,7871,2269,0,8922,1795,6809,8863,1804,7059,8917,2014,6903,8875,1791,7084,8868,1796,7072,11315,2530,8514,12385,2912,9257
65,65,29317,2484,7735,170,79,19563,39,0,0,30901,3201,9503,278,162,19106,21,0,0,28458,1989,7481,251,169,19692,27,31883,3384,9954,241,250,19307,48,74,184,17590,6,429,30625,3233,9643,164,168,18956,30,20392,2109,5417,89,61,13074,21,0,0,21646,2798,6370,55,123,12293,0,41,82,12213,0,18,0,20969,1792,5499,163,113,14070,14,20969,1792,5499,71,85,13244,1,214,22955,2457,6509,58,183,13907,0,0,0,0,0,22788,2477,6479,45,102,13876,4,28,100,13757,4,22628,2461,6436,97,41,13962,6,42,33,13744,6,10492,8454,1903,9299,7656,1643,9418,6306,1647,8987,6884,2103,8084,5816,929,8067,6305,1762,7965,6523,1157,9603,7130,2126,10995,8124,2635,10933,7834,2838,9527,6865,2312,7637,5282,2103,7499,5650,1849,7202,5591,0,7507,5354,1910,7445,5411,2034,7539,5563,1976,7355,5199,2156,7354,5454,1900,9709,6940,2599,9959,6667,3013
66,66,27415,13339,13074,689,180,615,39,0,0,28564,12504,15077,587,267,308,0,0,0,30832,11741,17305,838,280,1075,87,27962,12402,14608,635,152,324,0,499,21,165,0,235,30884,11994,17720,843,64,542,0,19838,10589,8507,449,131,411,24,0,0,19668,10075,8850,340,151,262,0,334,29,210,0,0,0,22540,9497,11690,571,193,817,64,22540,9497,11690,424,118,196,20,513,19957,10320,8884,439,110,260,0,0,0,0,0,21681,10006,10798,650,60,284,0,558,54,184,0,20824,9756,10146,485,93,355,1,264,84,113,1,9024,3331,5510,8385,2837,5548,8621,2266,5684,8265,2731,5534,6958,2142,3914,6985,2060,4925,6939,2537,4104,8779,2342,6249,10251,2395,7715,10077,2379,7501,8985,2224,6593,7270,1498,5627,7234,1830,5404,6279,2143,0,7213,1673,5359,7201,1715,5486,7210,1735,5475,7182,1683,5499,7172,1742,5430,9387,2231,7061,10598,2331,8132
67,67,31853,17976,11870,1290,518,724,66,0,0,30843,16350,11917,1429,596,763,95,0,0,31028,15414,13101,1449,582,1231,115,31447,15812,12791,1552,785,941,127,1105,292,327,93,879,31065,15002,13079,1796,799,1220,65,24275,14729,8154,775,349,541,37,0,0,23365,13672,8084,843,346,381,32,819,199,191,32,18,0,23927,12897,9087,967,406,945,82,23927,12897,9087,676,244,166,15,740,23332,13211,8487,793,329,404,55,0,0,0,0,23224,12959,8574,828,306,496,49,785,180,208,49,22683,12020,8698,833,482,604,5,680,258,182,5,12832,4448,8061,11334,3809,7525,11382,2880,7392,10865,4098,6767,9496,2987,4942,9509,3266,6243,9424,3617,5341,11056,3431,7321,12466,3652,8587,12372,3692,8321,11283,3250,7678,9443,2550,6473,9331,2822,6509,8225,3201,0,9315,2715,6315,9275,2742,6533,9364,3008,6356,9248,2597,6651,9255,2743,6512,11505,3389,7918,12274,3537,8488
68,68,25552,11745,11062,1290,831,1372,83,0,0,29818,12212,14609,1805,1232,1485,54,0,0,30880,11718,14986,1713,1372,2387,148,30422,12265,15348,1330,1227,1637,71,684,450,783,31,774,29265,10580,14550,2072,1410,2591,0,17815,9010,6954,762,558,883,56,0,0,20629,9471,9152,705,482,760,25,636,396,581,25,40,0,22797,9650,10145,1077,896,1624,95,22797,9650,10145,706,594,839,33,736,20931,9514,9413,602,395,909,30,0,0,0,0,20783,8890,9243,956,443,1217,0,776,303,981,0,22232,9963,9203,1032,615,1335,0,848,407,1071,0,9969,5093,4823,9973,4828,5145,11801,5112,5085,11346,6033,5313,10386,5144,3293,10376,5604,4772,10320,6225,3572,12901,6616,5737,15068,8160,6540,14969,7316,7215,13253,6558,6204,11433,5628,5645,11327,5860,5467,10280,6107,0,11331,6009,5049,11187,5570,5617,11330,5843,5487,11181,5551,5630,11166,5687,5479,13828,7023,6534,15231,7792,7093
69,69,27741,3110,5863,290,120,19381,33,0,0,27752,2725,5959,289,77,19881,32,0,0,28206,2774,5484,326,313,20075,61,28690,2704,6041,423,64,20589,20,291,26,19106,8,447,29925,2694,6409,512,88,21854,48,19758,2693,4137,195,87,13140,21,0,0,20577,2273,4114,168,19,13983,8,124,17,13760,8,22,0,21113,2416,4083,261,226,14490,53,21113,2416,4083,153,153,13843,15,304,21219,2204,3998,337,54,14724,8,0,0,0,0,22090,2206,4295,404,54,15240,8,356,49,14931,8,19879,2289,4057,542,21,12903,5,502,7,12724,5,8587,6229,2211,7880,5759,2121,7994,4566,2197,7521,5100,2421,7205,4610,1203,7235,4780,2455,7084,5244,1515,7964,5095,2610,8861,5626,3032,8803,5260,3333,7905,4882,2760,6816,4003,2580,6593,4458,2135,6138,4369,0,6608,4126,2204,6487,4127,2360,6621,4139,2482,6415,4036,2379,6390,4156,2234,8128,4986,3012,8904,5053,3610
70,70,31589,7823,22561,600,309,1059,58,0,0,29996,6976,21778,744,345,703,22,0,0,29378,7068,20831,492,262,1219,70,29617,6110,21842,814,394,1019,32,407,287,436,0,428,29402,5197,22226,608,240,1306,19,24366,6595,16799,424,242,790,49,0,0,23817,6336,16680,271,120,361,0,221,120,261,0,59,0,23487,6223,16054,354,214,959,59,23487,6223,16054,245,118,278,3,436,23661,5738,16845,366,165,505,0,0,0,0,0,23584,5111,17296,296,109,712,0,278,105,614,0,22975,5589,16158,307,50,895,0,273,27,628,0,12124,9604,2312,11628,8681,2947,11446,7100,3107,11067,7602,3465,9719,6466,1803,9732,6849,2883,9678,7467,1898,11291,7414,3615,12464,7770,4447,12451,7634,4634,11441,7238,3961,9976,6309,3518,9911,6739,3172,9332,6829,0,9839,6385,3282,9799,6369,3430,9967,7059,2908,9722,6070,3652,9704,6586,3118,11577,7176,4270,12074,6906,4910
