ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_CMPTR_Total,E_18_CMPTR_Dem,E_18_CMPTR_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_18-24_COMP_Total,E_18-24_COMP_Dem,E_18-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
24,24,32560,24117,1590,5894,852,193,48,0,0,39518,28841,2269,6934,1296,242,151,0,0,42236,30876,3006,5966,1681,668,89,41850,29534,2152,7980,1757,250,198,7522,1366,9,182,720,42558,29874,2731,7916,1735,428,41,25388,19328,1088,4288,601,130,34,0,0,29683,22845,898,5132,603,87,123,5021,517,16,123,17,0,33441,25148,2105,4307,1275,495,57,33441,25148,2105,3996,1078,49,37,894,32312,24905,1110,4911,770,97,178,0,0,0,0,32824,25207,1472,5142,663,99,42,4981,456,7,42,34077,26444,2075,4298,942,266,21,4166,800,7,21,16335,6178,9852,15514,5536,9978,18231,7138,9816,17918,5385,12091,11295,0,10989,15415,7462,7923,15333,6728,8580,15312,6227,9073,15323,5911,9064,18540,7834,10340,22253,10236,11566,22320,10136,11977,11596,0,11315,18133,7807,9977,15388,5690,9659,15478,6949,8286,11587,0,11097,15335,5628,9691,13385,0,10555,11778,0,9652,18801,8269,10343,22323,9932,12002,21942,9858,11357
25,25,36933,13486,3215,20038,259,305,50,0,0,42442,15158,4880,22097,303,527,85,0,0,40607,12537,6110,21079,445,949,73,40855,14076,4990,21456,505,508,61,19870,415,66,2,1355,41085,14746,6144,20009,761,725,12,27230,10895,1954,14205,192,206,28,0,0,29350,12516,1045,15550,133,190,6,15137,103,53,6,54,0,30364,10346,3752,15584,313,673,44,30364,10346,3752,14961,217,50,16,902,27996,10328,1135,16462,233,149,3,0,0,0,0,27561,11032,1479,14560,364,227,1,14207,209,18,1,27729,11161,2137,13301,383,571,0,12835,213,41,0,13524,9550,3764,13070,9314,3756,12962,8436,4090,12642,7805,4560,4718,0,4475,10334,7129,3193,10362,7080,3275,10338,6975,3357,10379,6932,3321,13000,8543,4266,15864,10318,5302,15865,10560,5109,5079,0,4899,12239,7902,4174,9266,5411,3846,9288,5623,3518,5144,0,4906,9233,5412,3810,6247,0,4309,5084,0,4547,12821,8068,4616,16285,9392,6610,15630,8999,6293
26,26,24787,19208,1465,3270,683,229,40,0,0,34488,25900,2202,4241,1751,307,71,0,0,41463,28092,3800,5913,2846,988,78,36569,25695,2858,5513,2117,318,116,4712,1437,63,46,1621,41483,28510,3620,6157,2450,319,167,17496,14030,871,2046,436,142,25,0,0,23701,19101,1005,2541,912,135,40,2456,662,80,40,10,0,29540,20963,2384,3814,1793,628,44,29540,20963,2384,3352,1580,81,15,1053,24776,19152,1219,3384,866,172,35,0,0,0,0,28097,21556,1599,3679,1037,187,25,3339,908,69,25,30988,22698,2540,4333,1200,170,14,3858,1100,26,14,10952,3850,6918,12442,4239,8203,16620,5706,9907,16099,5138,10398,10475,0,10173,13849,5626,8217,13774,5532,8239,13779,5389,8386,13780,5337,8138,17298,6719,10228,21785,9049,12380,21759,9270,12189,11455,0,11190,17230,6763,10164,14768,5364,9391,14814,5660,8880,11509,0,11171,14743,5206,9528,13098,0,9966,14767,5363,9205,18414,7392,10795,23587,9479,13678,22809,9045,13691
27,27,36783,25791,2744,7116,1042,219,70,0,0,41575,28439,3470,8516,1216,295,70,0,0,42108,27358,4113,8374,1456,889,72,42529,28711,3074,9185,1339,226,80,8771,1045,46,22,662,43254,28235,3363,10071,1224,275,52,27416,19954,1774,4930,665,144,40,0,0,30592,22333,1683,5850,553,112,0,5800,487,67,0,57,0,32826,22180,2800,6127,1046,636,44,32826,22180,2800,5700,835,78,26,1072,30992,22326,1426,6460,580,103,16,0,0,0,0,32590,22525,1572,7651,479,143,2,7503,413,46,2,33670,23850,2251,6211,668,588,7,5938,495,77,7,16819,6487,10054,17117,6443,10674,19101,6978,11043,18686,6084,12073,10875,0,10555,15362,6908,8423,15339,6570,8752,15342,6423,8908,15347,6191,8862,18753,7583,10790,22103,9377,12313,22095,9638,12179,11188,0,10906,18045,7333,10390,14914,5453,9436,14954,6058,8646,11255,0,10856,14860,5448,9397,12726,0,10106,11339,0,10388,18679,7740,10717,22674,9375,12961,22104,9025,12474
28,28,31809,24009,2022,5263,462,180,41,0,0,38034,26878,2809,7399,658,551,108,0,0,40584,27531,3630,7726,913,810,60,39778,27118,3327,8056,651,444,118,7748,328,54,28,1126,40646,25919,4282,9271,808,499,0,23127,17961,1329,3473,289,126,30,0,0,27579,20683,1328,5038,304,190,25,5022,226,75,25,0,0,30601,21490,2481,5390,584,607,34,30601,21490,2481,5059,422,62,12,952,28911,21695,1387,5225,363,195,30,0,0,0,0,29658,21362,1714,5905,475,185,0,5852,379,19,0,32161,22365,2271,6158,712,727,0,5925,666,38,0,13727,4847,8613,14076,4969,9107,17517,5818,10837,17161,5158,11515,10553,0,10303,14351,5808,8519,14359,5598,8748,14348,5449,8887,14357,5296,8783,17693,6453,10897,21480,8150,12942,21477,8398,12737,11511,0,11295,17422,6371,10749,14877,4887,9974,14920,5388,9280,11579,0,11293,14839,4870,9961,12923,0,10521,11440,0,10983,18452,6827,11391,23583,8510,14685,22856,7957,14359
29,29,41152,31819,1061,7688,276,376,18,0,0,41483,31249,1117,8635,296,444,31,0,0,42241,31505,1653,7718,309,1073,33,43219,33575,1067,8084,281,506,21,7223,198,72,0,1039,42543,31715,1244,8274,180,593,16,31415,24780,621,5595,190,263,10,0,0,31759,24647,563,6119,147,273,0,5974,115,33,0,111,0,33159,25266,1032,5793,214,812,21,33159,25266,1032,5530,167,158,10,900,34027,27406,519,5611,148,330,0,0,0,0,0,34062,26802,468,6189,76,493,2,5935,69,116,2,34528,27321,1023,5764,49,524,2,5348,52,90,2,16474,5777,10355,16289,5787,10502,17270,4833,11999,16689,4808,11402,10261,0,10169,13267,4058,9202,13236,3995,9238,13223,3793,9428,13234,3902,9153,16709,4849,11642,19949,5558,14196,19931,5792,13726,10686,0,10599,15935,4353,11416,12658,2761,9889,12662,2991,9520,10727,0,10616,12672,2711,9957,11264,0,10078,12493,2502,9834,16374,4343,11914,19754,4795,14788,19041,4429,14543
30,30,40968,31003,1810,7675,252,346,26,0,0,41617,31320,2095,7487,419,466,36,0,0,41619,30137,2422,7883,360,889,22,42351,31131,2389,8008,549,411,13,7508,431,61,12,810,41118,30928,2458,7396,69,288,151,30671,23977,1079,5263,172,269,20,0,0,31570,25106,596,5329,160,407,14,5127,156,58,14,8,0,31956,23941,1514,5603,252,663,11,31956,23941,1514,5312,209,100,0,806,31221,24436,608,5618,222,338,10,0,0,0,0,30747,24408,871,5112,40,237,0,4667,35,24,0,31222,24350,1071,5264,117,258,0,4841,60,20,0,14588,4757,9544,14631,4839,9792,15906,4049,11463,15408,3970,11013,9505,0,9433,11901,3187,8699,11899,3150,8745,11866,3014,8849,11858,3059,8674,15222,3943,11090,18110,4474,13451,18083,4674,13027,10036,0,9973,14494,3487,10866,11573,2167,9398,11592,2396,9086,10071,0,9988,11574,2125,9446,10437,0,9558,11580,2160,9312,14926,3490,11338,18409,3969,14289,17664,3669,13969
31,31,39686,13603,3233,21897,974,361,32,0,0,40992,13890,5189,20740,1207,240,136,0,0,42128,13234,4834,22521,1297,746,73,40800,13760,4850,21154,1071,308,121,20289,891,27,5,976,41571,14037,5029,21102,1261,381,120,30050,11725,2032,15586,684,255,17,0,0,29240,11746,1534,15262,569,153,5,15093,537,24,5,20,0,32266,11403,3129,16482,985,565,46,32266,11403,3129,15787,859,66,18,902,29101,10816,1419,16255,546,210,6,0,0,0,0,29242,11064,1624,15688,782,178,6,15503,669,47,6,30662,11617,1913,16204,856,207,0,15781,791,19,0,13220,9708,3307,12465,9793,2672,12382,8790,3190,11958,8027,3671,3634,0,3423,9119,6798,2309,9182,6833,2339,9148,6621,2516,9176,6707,2367,11880,8506,3213,14230,10158,3858,14233,10382,3675,3490,0,3300,10775,7698,2936,7305,4889,2409,7322,5018,2194,3533,0,3298,7284,4765,2514,4493,0,2753,3540,0,3082,10731,7562,3062,12081,8020,3878,11708,7780,3646
32,32,37681,26810,2520,7450,794,233,44,0,0,37840,25328,3038,8412,814,501,14,0,0,40616,26750,3904,8005,1275,823,84,41102,26469,3298,10381,804,392,15,9683,652,67,8,916,40340,25686,3482,10296,748,334,60,29578,21886,1546,5508,535,170,25,0,0,28757,20847,858,6193,442,296,13,6144,372,122,13,117,0,32415,22237,2576,6094,921,588,62,32415,22237,2576,5736,784,81,38,851,30797,21811,989,7184,450,166,6,0,0,0,0,30945,21262,1419,7438,424,187,6,7218,335,77,6,31963,22810,1345,6999,542,169,66,6678,409,22,66,14637,5478,8914,13139,5044,8095,14350,5183,8520,14001,4365,9214,8630,0,8479,11704,4749,6942,11669,4462,7195,11650,4072,7569,11621,4095,7332,14545,5435,8844,17803,6927,10571,17813,7015,10503,8963,0,8751,14048,5239,8596,11438,3635,7776,11489,4219,7121,8985,0,8676,11425,3468,7949,9895,0,8204,9565,724,8155,14617,5470,8995,17557,6521,10801,17111,6468,10380
33,33,38812,29267,1218,7355,838,281,10,0,0,40952,30251,1423,8200,966,322,0,0,0,40894,29241,2027,7858,1109,735,49,41230,30159,1340,8465,1237,297,0,7772,1037,56,0,861,41965,30599,1792,8350,979,342,16,29586,22860,751,5278,563,193,7,0,0,31362,24226,621,5785,595,136,0,5600,571,39,0,3,0,32173,23748,1352,5695,827,547,21,32173,23748,1352,5420,727,63,3,794,31685,24759,499,5571,725,157,0,0,0,0,0,32359,24980,855,5705,502,221,15,5576,459,35,15,32258,24647,1218,5468,626,223,35,5243,574,27,35,16855,5723,10841,16501,5521,10980,17500,5125,11772,17123,4314,12351,10625,0,10470,13843,4795,9035,13804,4565,9235,13829,4188,9636,13820,4336,9339,17227,5409,11584,20647,6784,13596,20670,6932,13417,11259,0,11101,16703,5215,11286,13901,3750,10142,13941,4270,9497,11288,0,11062,13886,3551,10327,12182,0,10555,11287,0,10812,17349,5453,11730,21128,6425,14475,20700,6378,13829
34,34,33115,23697,2293,5640,1420,206,41,0,0,40523,26756,3736,8190,1794,323,100,0,0,42058,27288,3644,8306,2093,904,48,41786,27226,4209,8266,2082,390,115,6946,1724,14,10,1586,44134,27632,4148,9096,2427,318,43,24495,18271,1369,3864,927,140,23,0,0,28725,20589,1117,5667,1106,191,0,5540,1072,18,0,87,0,32027,21562,2323,5885,1593,692,29,32027,21562,2323,5455,1426,86,13,1035,29744,21213,1388,5524,1317,179,0,0,0,0,0,31625,22645,1512,5817,1402,83,0,5760,1357,11,0,32600,22358,2077,6671,1257,108,0,6412,1196,5,0,13844,4830,8796,14437,5100,9337,16684,5588,10305,16373,4590,11328,10168,0,9999,13597,5383,8191,13581,5105,8466,13581,4767,8809,13581,4859,8515,17046,6142,10592,21069,8033,12715,21072,8217,12544,10971,0,10789,16687,6066,10367,13929,4503,9414,13960,5016,8754,11006,0,10740,13923,4336,9577,12175,0,9993,10974,0,10467,17622,6497,10936,22124,8127,13693,21645,7809,13249
35,35,32221,26453,1454,3271,917,164,33,0,0,40103,30571,2330,5401,1760,226,19,0,0,41682,30889,3113,4799,1941,785,54,42732,33085,2742,4596,2227,315,5,3591,1560,46,5,1684,44635,33527,2646,5091,2680,482,0,23239,19443,877,2238,570,116,23,0,0,27943,22612,896,3295,958,125,0,3148,858,59,0,30,0,30911,23581,1918,3423,1286,562,36,30911,23581,1918,3146,1140,60,20,936,30912,25350,1092,2834,1447,182,0,0,0,0,0,31806,25179,1025,3562,1752,210,0,3226,1141,95,0,32951,26061,1281,3877,1393,232,0,3567,855,0,0,14680,4427,9992,14535,4014,10521,17976,4923,12093,17639,3958,13235,11759,0,11549,14793,5141,9623,14738,4716,10009,14766,4510,10242,14756,4364,10160,18191,5516,12332,22065,7160,14522,22059,7283,14468,12830,0,12637,18038,5556,12182,15706,4308,11372,15749,4948,10578,12870,0,12583,15660,4253,11392,14053,0,11884,12907,0,12123,19262,6063,12988,25067,7878,16833,24633,7572,16343
36,36,34698,24276,3233,6540,571,253,38,0,0,36441,25701,3185,6873,660,497,9,0,0,41908,26692,5350,8204,891,1118,54,36685,25860,3213,6527,508,320,5,5566,318,77,0,1180,42401,27804,4574,8934,949,324,21,25794,18695,2027,4605,361,183,18,0,0,26431,19587,1171,5153,297,303,0,4813,222,56,0,89,0,31374,20936,3378,5812,583,839,43,31374,20936,3378,5396,499,49,18,1016,25067,18762,1179,4737,245,148,0,0,0,0,0,28878,20568,1525,6280,407,145,0,6082,366,51,0,29487,20547,2035,6260,515,120,0,6157,451,27,0,12723,4932,7494,13197,5132,8065,15484,4889,9961,15080,4428,10189,8666,0,8499,11772,4408,7324,11781,4278,7500,11752,4050,7692,11780,4120,7450,14961,5018,9665,17837,5961,11575,17832,6236,11207,8953,0,8817,14156,4649,9278,11133,3147,7972,11149,3433,7537,8996,0,8821,11133,3088,8035,9704,0,8303,8949,0,8603,14791,4830,9785,18934,5844,12850,18497,5684,12218
37,37,33274,24635,1751,5618,1209,198,34,0,0,37295,27610,1593,6309,1588,172,43,0,0,41805,27930,3668,7700,1852,875,50,38808,28038,2037,6832,1542,327,59,6486,1259,73,40,753,40649,29085,2502,7267,1578,386,0,24840,18927,1023,3973,832,142,23,0,0,27333,20648,780,4838,889,152,30,4771,837,41,30,28,0,31394,21682,2369,5492,1315,617,34,31394,21682,2369,5184,1183,72,9,832,28117,20932,992,5096,854,154,40,0,0,0,0,29461,21856,1120,5308,1000,183,0,5175,913,34,0,31461,22526,1748,5631,1178,254,0,5396,1134,47,0,10973,3745,7011,11602,3926,7676,13589,4024,8949,13235,3709,9124,7962,0,7802,10408,3749,6635,10417,3659,6749,10407,3413,6987,10401,3470,6748,14171,4637,9246,18733,6255,12188,18731,6531,11807,9683,0,9532,14209,4601,9384,12023,3411,8600,12050,3822,8074,9722,0,9527,12008,3308,8687,10555,0,8945,10355,1068,8993,15388,5019,10201,20428,6417,13772,19845,6197,13304
38,38,34962,30853,1112,2302,511,248,34,0,0,38485,34016,1173,2236,788,280,43,0,0,41175,35035,1830,2616,747,901,50,36894,32393,1372,2043,928,249,143,1795,723,63,16,502,40959,35923,1883,2184,840,165,142,26294,23580,636,1620,320,170,18,0,0,28351,25755,543,1469,427,121,15,1410,395,52,15,57,0,31717,27434,1137,1832,517,702,37,31717,27434,1137,1636,394,88,10,951,27941,25026,755,1522,301,214,15,0,0,0,0,30682,27651,793,1544,430,129,0,1465,290,33,0,33269,29414,1222,1893,525,166,4,1524,393,35,4,13847,3307,10254,14316,3086,11230,16399,2790,13029,16034,2538,12999,11195,0,11093,13044,2973,10049,13001,2743,10254,13003,2483,10516,13004,2503,10319,16595,3200,13150,20850,4142,16474,20827,4318,16122,13071,0,12956,16694,3168,13318,14770,2459,12296,14812,2922,11702,13118,0,12954,14772,2405,12359,13745,0,12587,13901,1272,12383,17795,3427,14211,22680,4046,18424,22037,3864,17863
39,39,39385,28517,3281,7277,178,279,81,0,0,40902,28878,4276,7158,293,238,55,0,0,40693,29421,4219,5945,278,1004,43,42103,30130,3847,7632,228,158,53,7212,126,74,28,567,40882,28540,4075,7541,309,285,59,29795,22360,2137,5063,113,211,59,0,0,29300,23141,896,4934,152,171,0,4868,129,88,0,4,0,31333,23725,2513,4276,189,711,28,31333,23725,2513,4060,97,112,4,767,31217,25020,1064,4779,77,128,0,0,0,0,0,30504,24075,1361,4712,99,145,0,4405,56,70,0,31626,24964,1523,4711,77,218,13,4301,46,7,13,16836,5022,11490,16812,5177,11635,18134,4558,12956,17746,4293,12922,11802,0,11722,14523,4140,10373,14488,3990,10488,14408,3507,10892,14449,3547,10670,17502,4581,12662,20041,5185,14603,20060,5313,14356,12292,0,12212,16850,4224,12413,14216,2854,11359,14259,3388,10662,12277,0,12138,14202,2743,11454,12965,0,11660,13412,1847,11522,17383,4283,12941,21000,4802,15951,20339,4308,15660
40,40,39799,24892,2723,11950,166,240,48,0,0,40894,25088,3002,12332,235,197,56,0,0,40290,24953,3383,11132,286,809,33,40920,25220,3065,12250,116,237,38,12116,91,106,0,266,40435,25005,3183,11831,142,281,46,30771,20185,1632,8736,131,188,34,0,0,30428,20640,424,9149,77,148,0,9129,75,110,0,35,0,31811,20756,2134,8287,189,583,21,31811,20756,2134,7931,121,81,1,727,30662,20833,528,9051,65,195,0,0,0,0,0,30602,20835,743,8767,53,172,0,8711,52,83,0,31243,21109,1202,8462,241,179,0,8345,161,37,0,17899,6946,10636,17503,7106,10397,18273,6416,11226,17743,5915,11296,10386,0,10276,14266,5607,8645,14246,5402,8836,14200,4889,9302,14218,4927,9100,17562,6353,10966,20331,7247,12837,20325,7376,12634,11249,0,11150,16827,5812,10826,14059,3973,10076,14142,4493,9459,11217,0,11049,14074,3835,10234,12117,0,10549,11239,204,10908,17117,5768,11213,19929,6159,13536,19354,5127,12568
41,41,41830,17694,634,23172,212,298,17,0,0,40523,16595,731,22893,327,251,2,0,0,40426,16454,1061,21971,437,667,74,41633,17061,714,23115,443,279,5,22741,165,122,0,520,40785,16711,1080,22448,583,294,0,31832,14460,417,16750,139,213,13,0,0,32163,14162,497,17287,61,212,0,17162,42,69,0,10,0,32092,13886,694,16822,311,495,49,32092,13886,694,16273,208,96,15,831,33184,14274,437,18095,230,231,0,0,0,0,0,32450,13674,580,17824,208,243,0,17631,129,18,0,32397,13704,620,17724,134,314,2,17362,66,4,2,18765,11866,6598,19067,12379,6688,18961,11512,6958,18244,10632,7224,7954,0,7710,15602,9804,5791,15610,9803,5805,15516,9439,6070,15565,9486,5888,18647,11350,7095,21853,13123,8491,21859,13352,8266,8753,0,8547,17728,10545,7009,14213,7640,6561,14314,7878,6206,8806,0,8500,14172,7448,6705,10817,0,7349,14244,7328,6449,18089,10591,7363,20772,11708,8795,19813,10858,8933
42,42,42957,28510,605,13504,211,228,31,0,0,40906,26572,943,13113,262,335,32,0,0,40423,25586,911,13074,331,576,59,40513,26176,1121,12967,210,315,54,11600,105,5,12,1473,39725,25176,1179,12547,269,788,54,33347,22886,382,9824,157,168,24,0,0,32056,21773,313,9676,95,190,10,9491,56,14,10,103,0,31739,20852,557,9654,223,449,43,31739,20852,557,9350,159,69,2,703,31611,21364,451,9471,50,184,10,0,0,0,0,31089,20758,467,8994,147,645,20,8862,124,47,20,31219,20791,386,8656,224,1013,26,8525,132,74,26,18863,8246,10289,17156,7983,9173,16965,6685,9793,16251,6173,9603,8668,0,8539,12602,5311,7280,12589,5228,7357,12547,4981,7559,12579,5025,7414,15921,6311,9395,18508,7046,11265,18509,7272,10888,9160,0,9040,14987,5663,9167,11755,3613,8136,11799,3959,7712,9215,0,9042,11750,3548,8187,9961,0,8455,11007,2602,8203,15030,5505,9419,17188,5824,11202,16519,5283,11019
43,43,39372,28329,992,8595,354,1242,14,0,0,41105,28986,1190,9122,261,1763,18,0,0,40341,28361,1541,7804,565,2086,58,40757,28686,1037,9124,329,1824,19,8301,271,1402,14,997,40176,28047,1158,9414,310,1509,2,30004,22342,580,6108,262,804,8,0,0,31151,22878,560,6345,139,1203,9,6215,124,1034,9,4,0,31575,23016,990,5743,408,1370,39,31575,23016,990,5444,309,684,7,1030,30687,23193,437,5718,186,1222,8,0,0,0,0,30583,23287,520,5872,147,890,4,5717,83,665,4,30029,23081,703,5485,153,777,7,5228,105,453,7,16180,6617,9284,17080,7113,9967,17968,6148,11177,17422,6191,10693,10399,0,10218,14175,5267,8904,14150,5211,8929,14152,5077,9062,14155,5160,8753,17224,6105,10857,19912,6768,12905,19901,7066,12485,9967,0,9848,16115,5444,10470,12447,3617,8825,12444,3772,8521,10009,0,9862,12449,3494,8952,10909,0,9106,12461,3526,8755,16503,5514,10847,20084,6478,13380,19408,5978,13405
44,44,19654,16198,1142,1878,353,143,17,0,0,34800,28663,2445,2947,931,389,0,0,0,40454,30371,3180,4271,1955,669,42,36888,30455,2566,2818,1205,362,0,1994,1114,57,0,588,38845,30328,3079,3838,1591,325,0,15305,12933,740,1331,237,102,8,0,0,25680,22448,1208,1489,444,120,0,1424,399,53,0,30,0,31290,24289,2122,2985,1343,451,30,31290,24289,2122,2711,1176,60,12,810,27989,24559,1305,1529,484,92,0,0,0,0,0,29415,24484,1653,2589,535,138,0,2438,460,22,0,34830,26410,2429,4274,1368,214,5,4004,1145,27,5,7763,2995,4633,9210,3400,5810,17569,6275,10474,17034,5650,10886,11653,0,11400,16091,6585,9499,16099,6499,9597,16115,6367,9738,16093,6380,9480,19355,7579,11459,24702,10142,14236,24693,10326,14058,13935,0,13723,20061,7834,11947,18709,6821,11877,18740,7011,11452,14008,0,13737,18723,6721,11990,15890,0,12594,18733,6785,11743,21967,8760,12981,28633,11706,16558,27706,10636,17036
45,45,40367,23972,2029,13979,221,244,21,0,0,40757,23614,2281,14448,246,278,39,0,0,40294,23196,2724,13475,289,766,24,41637,23774,2559,14799,285,302,57,13946,221,75,0,1044,41908,25245,2756,12818,531,412,119,30595,19207,1207,9914,152,176,13,0,0,31152,19744,427,10718,86,178,0,10584,79,34,0,0,0,31237,19238,1595,9710,188,566,19,31237,19238,1595,9350,137,67,1,773,30981,19482,366,10782,125,254,0,0,0,0,0,31256,20562,576,9419,325,301,0,9169,295,46,0,31259,21131,774,8802,247,225,0,8543,221,28,0,16055,7597,8175,17327,8242,9085,15505,6352,8697,15020,6275,8365,9003,0,8847,12695,5627,7054,12691,5300,7385,12692,4994,7692,12698,5286,7251,15620,6518,8904,19095,7692,11187,19087,7914,10882,9263,0,9139,15012,5896,8956,11976,3950,8019,11997,4109,7738,9302,0,9136,11995,3799,8189,10130,0,8389,12026,3888,7919,15744,6075,9528,19541,7353,11950,18801,6702,12075
46,46,37768,27233,2333,7019,823,545,64,0,0,41766,28764,2697,9248,937,340,20,0,0,42078,27214,3441,9450,1079,1092,61,42311,28464,2733,9791,1182,281,8,9476,854,71,0,623,42580,27380,3067,10602,1012,746,24,28648,21594,1487,4730,585,342,41,0,0,31257,23314,1117,6028,503,290,0,5959,428,91,0,27,0,32936,22346,2375,6666,816,803,46,32936,22346,2375,6280,654,170,14,975,31883,23546,1209,6364,592,216,0,0,0,0,0,32292,22662,1570,7012,625,370,0,6668,517,105,0,32059,22588,1615,6741,671,398,0,6409,483,77,0,15787,6249,9295,15805,6430,9375,17569,6799,9681,17169,6271,10315,11040,0,10724,15134,6654,8471,15053,6499,8550,15067,6254,8806,15024,6219,8488,17970,7561,10021,21519,9460,11676,21552,9752,11467,10399,0,10156,17215,7278,9615,13880,5464,8408,13912,5762,7906,10440,0,10116,13855,5303,8548,12015,0,9013,13908,5468,8225,17868,7729,9922,21215,9438,11484,20597,8603,11949
