ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_CMPTR_Total,E_18_CMPTR_Dem,E_18_CMPTR_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_18-24_COMP_Total,E_18-24_COMP_Dem,E_18-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
79,79,36720,14174,1895,19205,1688,315,110,0,0,41635,13578,2301,23466,2307,303,13,0,0,40423,11987,2669,24049,1741,689,125,40784,13042,1895,23740,1960,475,8,22763,1819,138,8,1056,39015,11117,2494,22895,2036,471,0,25176,10516,1150,12512,1082,188,60,0,0,29550,10153,1337,16586,1296,144,14,16344,1295,94,14,50,0,29700,9568,1709,17049,1190,513,90,29700,9568,1709,16185,971,74,34,985,28940,9893,1069,16675,963,255,14,0,0,0,0,27364,8663,1385,16193,895,284,0,15932,861,90,0,28025,8420,1670,16716,937,223,5,16420,888,16,5,15600,10122,5352,13452,9549,3903,17184,11721,4682,16880,10558,5943,7724,0,7175,15415,11745,3648,15435,11620,3803,15402,11319,4062,15422,11178,3999,17947,13020,4656,21375,16089,4971,21398,16341,4861,7338,0,6958,17091,12613,4240,13615,9786,3814,13664,10103,3338,7254,0,6700,13567,9606,3951,10096,0,5072,13570,9945,3619,17633,13170,4280,20314,15051,4899,19686,14481,5158
80,80,33244,29000,965,2326,854,142,28,0,0,42318,37840,1077,2153,946,313,39,0,0,40554,34782,1510,2168,1417,497,51,40759,35579,881,3060,858,352,4,3043,357,25,0,848,40472,35541,1176,2406,797,566,56,23600,20673,636,1682,542,93,17,0,0,29457,26711,535,1594,453,168,0,1594,248,58,0,0,0,30598,26476,1007,1682,941,354,33,30598,26476,1007,1501,745,47,7,744,28973,25735,474,2080,514,157,0,0,0,0,0,29316,26186,682,1722,512,184,0,1582,514,2,0,30456,27019,1001,1688,595,142,0,1378,536,5,0,16210,5691,10359,18317,5693,12624,18297,6461,10573,17981,4365,13302,12585,0,12354,17025,7210,9795,16846,6982,9859,16757,6322,10430,16780,6055,10400,20209,7760,12098,25583,10878,14302,25624,10611,14771,14391,0,14192,20692,8281,12090,18878,6464,12399,19048,8308,10594,14439,0,14044,18710,6536,12165,16573,0,13123,18947,7793,11014,21857,8886,12793,25260,10094,14800,24817,9462,15295
81,81,36986,29702,1280,4881,866,364,30,0,0,39135,30154,714,6514,1228,570,100,0,0,40327,30441,1773,6213,1057,914,65,39340,29588,1072,7095,1414,237,41,6564,845,122,19,1099,39511,29017,1557,7151,1303,561,14,29569,24402,852,3471,633,263,20,0,0,30742,24743,426,4601,462,427,68,4578,461,130,68,8,0,32967,25812,1252,4448,754,674,42,32967,25812,1252,4122,631,59,10,980,31235,25137,633,4571,513,212,20,0,0,0,0,31583,24925,1041,4534,526,382,0,4396,494,90,0,33421,26634,1582,4030,501,479,12,3793,424,52,12,19220,5992,12926,18035,5347,12688,19852,5849,12791,19532,5016,13983,13284,0,12962,16971,5929,11026,16894,5548,11335,16898,5390,11497,16873,5370,11234,20254,6635,13232,24232,8807,15033,24270,8787,15152,13309,0,13023,19707,6564,12819,16798,5079,11701,16844,5466,11120,13341,0,12947,16785,4979,11790,14750,0,12252,16803,5314,11468,20518,7082,13223,24080,8716,15035,23399,7662,15678
82,82,42688,17618,2880,21899,228,377,67,0,0,43315,18799,3044,21436,326,358,38,0,0,40382,16313,2846,20353,411,785,76,43743,19195,3220,21446,219,340,65,20442,143,63,27,638,43741,18290,3954,21477,354,466,41,33123,14482,2166,16266,175,302,48,0,0,32952,15522,1017,16152,48,184,14,15962,41,68,14,70,0,32065,13656,2004,15751,279,555,49,32065,13656,2004,15219,181,100,13,786,33390,14899,1227,17161,91,197,12,0,0,0,0,33333,14438,1398,17234,221,241,15,16939,203,81,15,35119,15114,1741,17723,317,341,0,17144,295,59,0,16278,9582,6389,15761,9366,6395,15740,8565,6712,15230,8173,6691,6817,0,6659,12172,6804,5352,12196,6730,5460,12147,6627,5517,12193,6708,5327,15207,8324,6683,17892,9599,8041,17920,9835,7841,6888,0,6756,14116,7445,6507,10677,4872,5789,10698,4998,5548,6899,0,6720,10674,4858,5808,7803,0,6052,8593,2319,6212,14430,7411,6885,17231,8324,8657,16597,7772,8608
83,83,37472,27435,1680,7725,455,270,37,0,0,39085,28183,2688,7589,354,440,1,0,0,40381,27768,2841,8113,859,919,77,40284,29544,2670,7629,447,264,1,6986,167,18,0,808,40308,30441,2663,6597,459,227,13,28668,21746,1088,5351,340,197,26,0,0,29689,23136,731,5218,257,387,0,5027,96,15,0,20,0,31810,22684,1907,5926,624,715,46,31810,22684,1907,5526,434,70,12,1044,31138,24263,1173,5220,311,161,0,0,0,0,0,31730,25033,1464,4723,352,154,4,4604,144,28,4,32332,24855,1565,4986,712,277,18,4696,384,24,18,17311,4929,12154,17628,4919,12709,18950,5308,12770,18602,4966,13083,12016,0,11762,15237,4818,10400,15233,4676,10548,15171,4571,10590,15188,4593,10365,18362,5504,12535,21173,6579,14232,21158,6727,14085,11457,0,11279,17304,5054,11980,13756,3387,10357,13754,3593,9937,11487,0,11262,13728,3371,10353,12316,0,10602,13335,2924,10370,17795,5283,12305,21637,6608,14702,21041,6003,14891
84,84,37999,26674,2412,8370,287,433,32,0,0,41740,28363,2978,9609,581,485,2,0,0,41452,26284,3446,10197,570,1210,96,41120,27971,2868,9259,404,936,3,8712,243,51,3,1233,40268,26425,2428,10292,609,975,0,28501,20720,1521,5825,193,327,27,0,0,30159,21884,850,7007,168,255,2,6885,110,105,2,52,0,31551,20933,2066,7337,383,929,64,31551,20933,2066,6908,215,159,17,1162,29474,21374,991,6440,154,633,2,0,0,0,0,29464,20601,1068,7191,132,593,0,6960,53,14,0,29577,20268,1516,7192,238,373,0,6920,146,24,0,15034,5053,9768,15886,5336,10550,17438,5275,11554,16952,5140,11311,10040,0,9823,13370,4677,8683,13360,4582,8774,13348,4496,8844,13346,4569,8547,16565,5493,10816,19097,6531,12308,19117,6741,12056,9236,0,9077,15396,5052,10133,11742,3483,8256,11743,3582,7977,9288,0,9095,11741,3471,8262,10088,0,8469,11753,3519,8223,15928,5339,10426,20469,6905,13314,19780,6479,13265
85,85,36587,28572,1040,5949,881,321,47,0,0,39213,29355,1619,6942,1308,308,34,0,0,40468,29396,1793,7068,1387,825,106,41139,32082,1222,6153,1427,355,35,5659,1182,115,0,842,39545,30152,1226,6737,1080,478,26,28319,22919,685,3948,633,212,27,0,0,30543,24099,833,4727,615,184,0,4585,505,10,0,90,0,32170,24314,1194,4995,1017,623,70,32170,24314,1194,4661,813,72,40,981,32132,25912,768,4412,624,286,0,0,0,0,0,31028,24510,706,4781,575,265,0,4568,398,85,0,32414,25846,889,4423,703,303,0,4154,506,65,0,20119,6605,13275,19577,6443,13134,20357,6702,12380,19994,5356,14005,13606,0,13299,17481,7219,10236,17427,6830,10578,17365,5956,11395,17390,5804,11278,20539,7495,12628,24016,9445,14153,24055,9438,14361,13724,0,13455,20008,7453,12207,17181,5748,11412,17295,6626,10405,13548,0,13082,17149,5441,11694,15428,0,12356,17109,6048,11030,20756,7923,12611,24437,9342,14728,23820,8382,15363
86,86,41062,27761,2180,10584,184,533,49,0,0,41509,27255,3040,10894,141,412,0,0,0,40365,26589,3152,9411,249,1059,73,41835,26847,3059,11182,668,580,1,10096,204,210,0,1374,40817,26484,3116,10233,405,610,8,31353,21931,1350,7659,116,395,36,0,0,31097,21826,813,8011,68,309,0,7715,60,201,0,40,0,31684,21755,2016,6972,151,798,47,31684,21755,2016,6598,87,131,22,977,31968,21784,778,8612,174,402,0,0,0,0,0,31292,21946,1094,7679,94,427,0,7378,80,47,0,31583,21677,1050,8245,110,428,9,8033,73,19,9,17215,7017,9847,16896,6720,10176,18130,6245,11271,17603,5955,11040,9921,0,9758,13890,5296,8585,13902,5159,8737,13895,5032,8853,13893,5075,8609,17209,6157,10770,19731,7003,12459,19722,7162,12166,10027,0,9913,16201,5562,10414,12817,3684,9116,12840,3842,8778,10027,0,9866,12827,3624,9188,10918,0,9392,12812,3737,9059,16593,5624,10789,20185,6475,13460,19468,5930,13498
87,87,30826,26704,1015,2341,632,186,6,0,0,39256,33736,1432,2854,1021,314,0,0,0,41767,33303,2245,3931,1413,842,56,43371,36732,2013,3128,1027,405,0,2815,697,149,0,956,45420,38067,2079,3834,883,347,52,22733,19952,634,1654,398,122,3,0,0,28838,25534,576,1933,557,216,0,1890,401,131,0,27,0,30924,25257,1555,2613,931,574,39,30924,25257,1555,2322,778,65,22,847,31854,27659,946,2482,573,267,0,0,0,0,0,33615,28808,1259,2776,597,195,0,2721,539,4,0,34718,28841,1444,3599,684,175,2,3434,615,0,2,13312,2840,10330,14703,3012,11691,16955,3585,12329,16708,2846,13344,12298,0,12130,14544,4506,10016,14493,4077,10395,14423,3503,10901,14412,3371,10738,18211,4644,13192,23323,6422,16547,23359,6494,16513,14443,0,14247,18594,4864,13402,16726,3837,12871,16819,4762,11801,14431,0,14053,16662,3581,13067,15567,0,13468,16677,4140,12507,19839,5337,14270,24310,6461,17529,23655,5739,17840
88,88,38609,30862,1940,4957,559,468,51,0,0,40770,30546,2791,6317,879,398,153,0,0,41566,29142,3002,7405,920,1346,63,41811,29868,3286,7378,977,477,155,6417,703,55,122,1315,40972,28378,2888,8264,977,372,235,28843,23808,1222,3181,405,325,26,0,0,30316,24408,1321,3880,378,240,0,3757,273,59,0,95,0,31955,23479,1882,5026,638,1031,42,31955,23479,1882,4589,477,130,20,1277,30352,23837,1188,4578,355,240,0,0,0,0,0,30399,22990,1027,5600,346,221,0,5381,282,58,0,30479,22359,1159,6194,407,193,7,5947,349,36,7,14769,3957,10643,15102,4211,10891,16677,4329,11469,16341,3839,11824,10433,0,10274,12901,4404,8476,12871,4189,8669,12798,3737,9052,12832,3724,8868,16046,4846,10849,18877,6103,12466,18873,6339,12158,10060,0,9883,15230,4712,10247,12133,3452,8672,12190,3957,8042,10007,0,9740,12110,3302,8803,11023,0,9178,12116,3608,8489,15579,4988,10411,18613,5903,12473,18017,5441,12526
89,89,40053,26536,4347,8281,795,486,48,0,0,42854,28713,3533,9035,1253,369,124,0,0,41438,25848,4778,8642,1480,1077,44,42488,28858,3188,8651,1224,477,92,7993,1069,198,44,1044,42327,27459,3457,9443,1437,442,94,32585,22971,3002,5854,632,363,31,0,0,33512,24863,871,6753,621,303,50,6435,589,89,50,40,0,33832,22670,3075,6351,1146,768,32,33832,22670,3075,5906,934,90,5,1057,32949,24586,921,6459,520,323,45,0,0,0,0,32466,23307,1122,7012,649,223,25,6535,567,38,25,31295,21843,1491,6654,846,388,9,6209,596,11,9,16612,6143,10164,15736,6151,9585,16696,6391,9240,16272,5440,10192,9917,0,9664,13690,6441,7228,13612,6164,7436,13541,5490,8042,13583,5294,7978,16168,6813,9002,18500,8225,9920,18515,8395,9830,9289,0,9023,15283,6563,8436,12357,4838,7498,12460,5491,6757,9191,0,8732,12317,4655,7649,10806,0,8217,12305,5139,7139,15482,6771,8515,17566,7586,9654,17028,7079,9906
90,90,46110,17439,879,27266,413,350,31,0,0,43158,16505,1228,24542,553,433,50,0,0,40768,15854,889,23101,469,591,54,43462,16392,1369,24929,472,356,56,24398,333,105,44,803,41212,15778,1140,23718,248,300,68,35304,13787,584,20543,297,249,19,0,0,33139,13406,364,18710,328,296,5,18598,241,86,5,25,0,32282,12970,579,18027,339,440,41,32282,12970,579,17623,279,105,11,641,33036,12885,513,19032,288,225,7,0,0,0,0,31335,12270,430,18106,178,222,12,18023,101,63,12,31733,12329,281,18608,133,246,28,18460,96,16,28,20686,13306,7038,21486,14526,6960,19866,12328,7176,19383,11903,7209,6859,0,6700,14845,9575,5262,14820,9537,5275,14776,9292,5478,14812,9353,5343,18262,11362,6750,20226,12292,7756,20233,12485,7570,7107,0,6981,16793,10197,6480,12701,6952,5745,12727,7140,5454,7179,0,6993,12685,6909,5774,8271,0,6160,12717,7165,5540,16483,9790,6609,18131,10076,7846,17710,9970,7357
91,91,45957,20601,844,23966,266,464,24,0,0,42306,18715,1110,21949,190,473,47,0,0,40597,17985,945,20719,311,776,46,41705,18213,1145,21657,238,641,88,21174,74,237,8,751,39961,16733,1150,20854,555,673,76,34562,16391,564,17185,191,342,18,0,0,31963,15036,399,16020,98,295,4,15977,35,123,4,119,0,31843,14767,643,15699,207,587,30,31843,14767,643,15296,175,182,16,716,31721,14739,480,15774,81,492,10,0,0,0,0,30460,13689,477,15503,191,553,8,15368,154,128,8,30020,13898,572,14893,204,404,15,14681,133,92,15,19700,11269,8063,20065,12247,7818,18684,10340,7991,18093,9882,7879,7525,0,7388,14653,8533,6112,14513,8238,6268,14448,8100,6347,14507,8186,6194,17690,9827,7706,19887,10677,9018,19925,10882,8826,7308,0,7223,16123,8627,7381,11847,5527,6314,11861,5684,6059,7364,0,7234,11836,5502,6329,8240,0,6586,11867,5614,6242,16054,8350,7610,18227,8872,9144,17715,8456,9142
92,92,37444,25234,2356,7695,1809,489,106,0,0,41788,28185,2785,8430,1656,573,35,0,0,41913,24470,4070,9812,2151,1138,142,41520,27691,2492,7598,1895,589,32,6943,1342,280,32,1316,41143,26174,3036,8711,2118,814,39,27527,19269,1530,5107,1282,334,61,0,0,30430,21931,1112,5858,1105,393,20,5778,781,241,20,0,0,32099,19841,2639,6938,1589,796,87,32099,19841,2639,6408,1206,135,23,1479,30034,21841,1228,5422,1146,416,20,0,0,0,0,30713,21068,1783,6085,1361,501,25,5821,1097,116,25,31128,20690,1923,6891,1335,310,16,6613,1067,14,16,14383,5375,8810,14051,5611,8440,16648,6105,9495,16280,4890,10987,9375,0,9112,13400,6111,7258,13403,6092,7302,13329,5719,7598,13365,5695,7401,16570,6762,9439,19914,8552,10951,19925,8840,10664,9502,0,9289,15856,6659,8873,12699,4831,7846,12750,5579,6969,9558,0,9275,12629,4846,7774,10919,0,8266,12701,5309,7167,16190,6981,8997,18529,8009,10227,18054,7814,10201
93,93,43816,19932,1706,21739,292,436,28,0,0,42405,18640,1688,21606,210,378,73,0,0,40638,18511,1849,19211,445,850,54,41761,18491,1748,21128,166,273,96,20637,154,159,61,470,40841,18014,1587,20572,350,337,87,33533,16051,1106,16039,199,324,14,0,0,32727,15512,601,16181,100,280,35,16111,90,200,35,28,0,32321,15385,1141,14943,299,650,42,32321,15385,1141,14529,211,153,10,809,32578,15446,614,16144,77,200,30,0,0,0,0,32099,15172,728,15672,222,225,48,15558,186,75,48,32479,15623,931,15393,227,280,23,15257,180,18,23,19506,11298,7894,19874,12099,7775,19336,10672,8191,18902,10134,8352,8260,0,8059,15321,8908,6394,15342,8963,6373,15295,8618,6673,15324,8583,6576,18640,10467,7967,21418,11901,9300,21443,12130,9026,8563,0,8410,17541,9656,7722,13855,6838,7002,13905,7153,6589,8622,0,8399,13845,6779,7059,9933,0,7616,13897,7081,6799,17683,9566,7989,19996,10150,9603,19528,9979,9229
94,94,38044,27178,1557,8355,749,486,83,0,0,44312,30002,2141,11191,633,392,58,0,0,42158,28162,2530,9354,1146,1159,117,47556,32210,2535,11713,701,502,20,11073,507,51,15,971,43222,30545,2402,9244,641,509,41,27744,20765,964,5357,468,326,49,0,0,33673,23761,1320,7988,392,287,18,7746,290,77,18,14,0,32193,22644,1585,6364,777,840,83,32193,22644,1585,5848,494,127,29,1315,35331,25988,1485,7101,539,332,7,0,0,0,0,32572,24985,1538,5402,489,285,12,5293,345,37,12,31246,22886,1728,5787,628,364,5,5676,490,41,5,16249,6057,9932,15907,5981,9926,16952,5931,9906,16611,4772,11407,10082,0,9859,13950,5891,8042,13899,5933,7955,13833,5403,8424,13880,5364,8217,17018,6608,10041,20475,8518,11524,20479,8767,11313,9934,0,9722,16238,6521,9406,13035,4607,8414,13120,5501,7433,9983,0,9676,12966,4644,8307,11400,0,8804,13009,5152,7670,16686,6846,9638,19261,7833,11150,18778,7524,11161
95,95,43890,12920,820,29526,448,426,46,0,0,42459,12818,752,28406,382,460,99,0,0,40415,11759,976,26650,602,690,59,42383,13455,544,27557,300,571,55,27180,287,274,54,459,40218,13349,711,25511,267,390,81,34174,10791,553,22341,336,309,29,0,0,33815,10753,582,22119,78,243,10,22039,78,139,10,60,0,32262,10012,585,20857,447,509,45,32262,10012,585,20402,378,187,20,621,33651,11025,494,21805,178,396,8,0,0,0,0,31934,11087,440,20195,111,260,13,20044,107,99,13,31037,9905,437,20309,191,523,6,19914,190,118,6,18583,13053,5230,19678,14505,5173,17908,12490,5112,17546,11928,5401,5680,0,5467,14012,10142,3857,14030,10172,3853,14011,9923,4082,14036,9960,3973,16969,11862,4991,19017,13096,5787,19052,13294,5604,5711,0,5575,15637,10775,4768,11970,7669,4291,12001,7875,4011,5769,0,5574,11918,7611,4302,7115,0,4769,11991,7913,4066,15484,10528,4889,17010,11022,5792,16672,10881,5396
96,96,37009,29989,1912,4487,246,516,60,0,0,41249,31089,2974,5970,577,708,16,0,0,40983,29022,4024,6269,471,1342,44,40932,28758,3445,7581,683,507,15,6465,417,157,0,1656,42273,29196,4677,6878,686,525,58,26643,22275,1135,2793,158,360,34,0,0,28878,23477,759,3946,303,343,0,3806,219,155,0,43,0,30108,22427,2424,4022,297,944,27,30108,22427,2424,3689,188,156,8,1099,28644,22550,889,4429,363,271,0,0,0,0,0,30138,23715,1518,4033,391,367,0,3895,249,100,0,31430,24185,1718,4668,417,322,0,4548,250,42,0,11575,3321,8075,11698,3452,8246,14204,3521,10063,13815,3339,9864,8338,0,8226,10418,3410,6988,10391,3344,7038,10350,2975,7368,10361,3036,7084,13580,3940,9334,16341,4891,11188,16334,5128,10742,8455,0,8334,12923,3806,8886,10134,2767,7353,10171,3142,6858,8452,0,8246,10112,2643,7461,9204,0,7705,10123,2850,7249,13484,4063,9247,17569,5072,12266,16951,4767,12136
97,97,36932,25178,1222,9723,313,681,50,0,0,42371,28155,1676,11432,623,506,43,0,0,42057,28100,2204,9951,526,1397,82,41527,27104,2022,11166,713,299,11,10235,406,113,8,1405,41356,27516,2007,10319,635,724,74,27289,19186,741,6790,190,474,29,0,0,30647,21330,637,7951,300,406,0,7817,160,306,0,13,0,31737,22081,1305,7035,350,954,56,31737,22081,1305,6711,202,300,24,1013,30565,21150,802,7863,343,266,0,0,0,0,0,31178,22148,756,7155,342,528,0,6916,191,210,0,32000,22371,1053,7421,401,405,6,6938,214,129,6,14449,5811,8405,15245,6032,9213,16292,5496,10169,15825,4790,10657,9546,0,9393,13239,5229,7992,13197,5226,7967,13165,4857,8297,13181,4838,8104,16592,5980,10333,20519,7450,12736,20499,7697,12302,10439,0,10313,16190,5824,10129,13459,4239,9211,13496,4910,8402,10481,0,10292,13380,4225,9146,11549,0,9499,13462,4624,8740,16980,6109,10655,21080,7142,13409,20596,7167,13098
98,98,33851,23425,1776,7335,1175,414,114,0,0,39169,24086,2437,10368,2327,553,113,0,0,41807,25587,2987,10294,2082,1065,179,37884,22750,2669,9894,2464,522,205,8596,1503,88,163,2087,40332,22363,3220,11820,2782,618,178,24158,17558,1060,4603,778,262,70,0,0,26890,18841,1141,5934,589,305,4,5785,485,73,4,85,0,31035,19980,1932,7015,1407,735,113,31035,19980,1932,6411,1091,118,42,1310,26556,18222,1223,6119,622,287,15,0,0,0,0,28206,17870,1373,7739,844,233,20,7306,752,25,20,29854,18342,1906,7957,1310,462,0,7188,1133,11,0,11661,4490,7006,12938,5073,7865,15754,5872,8800,15487,4775,10309,8882,0,8604,12814,6066,6733,12762,6041,6706,12722,5679,7033,12736,5582,6890,15744,6710,8654,18832,8644,9737,18819,8870,9594,8485,0,8230,14859,6583,7949,11576,4681,6879,11642,5417,6036,8528,0,8204,11517,4740,6769,9976,0,7221,11575,5113,6283,15168,6930,8026,17466,7941,9250,16953,7652,9255
99,99,29142,21754,2027,4087,1107,294,57,0,0,37698,27760,3072,5067,1548,498,7,0,0,41034,30322,3773,4105,1828,807,92,40456,30208,3283,4907,1808,526,24,4360,1511,70,16,953,40587,31184,3500,3886,1801,620,102,21898,16716,1408,2844,766,222,35,0,0,27108,21111,1349,3397,952,252,0,3319,807,60,0,51,0,31109,23670,2478,2933,1278,559,77,31109,23670,2478,2615,1010,84,29,1080,30159,24064,1439,2933,1185,332,15,0,0,0,0,30352,24741,1580,2495,1026,294,90,2193,825,15,90,32337,26442,1354,2894,1111,352,88,2648,907,68,88,9456,3331,5961,12379,4316,8063,15654,5406,9203,15380,3759,11215,9809,0,9649,13254,5528,7718,13176,5428,7738,13106,4961,8134,13119,4746,8115,16302,5973,10002,20288,7890,11998,20306,7849,12186,11211,0,11007,16314,6158,9872,14277,4581,9677,14364,5801,8379,11255,0,10959,14210,4671,9530,12647,0,10150,14318,5401,8744,17306,6603,10521,21524,8089,13084,21111,7605,13454
100,100,28911,19061,1065,8229,322,383,40,0,0,36962,24563,1391,10413,573,376,76,0,0,41676,25133,2276,12342,1005,1108,127,39623,24445,1370,13128,519,305,67,12146,124,79,35,1311,42029,26236,1515,12843,681,411,72,21754,14840,655,5850,215,270,25,0,0,27517,18904,713,7394,245,232,25,7319,85,65,25,44,0,30973,19476,1373,8679,658,785,85,30973,19476,1373,8219,422,152,28,1170,29765,19447,655,9090,278,204,25,0,0,0,0,31319,20792,705,9007,455,323,35,8813,297,117,35,33011,20310,1605,10210,510,360,24,9977,391,164,24,11175,3946,7018,11664,4234,7430,14185,4647,8933,13874,3956,9621,8428,0,8280,11771,5001,6743,11799,4820,6975,11762,4531,7227,11805,4527,7085,15089,5692,9152,19522,7817,11413,19521,8006,11152,9767,0,9631,15093,5791,9087,12852,4476,8365,12887,5053,7675,9791,0,9596,12831,4457,8367,10850,0,8743,12840,4813,7849,16158,6341,9659,20458,7852,12343,19903,7608,12259
101,101,44116,15653,952,27218,239,304,20,0,0,41547,13951,1066,25898,476,401,0,0,0,40465,14546,909,24366,340,574,59,41887,14238,1276,25661,533,378,0,24915,393,178,0,811,40491,14729,892,24183,416,442,0,33197,12501,746,19733,169,229,17,0,0,31545,11370,443,19176,288,287,0,19106,257,135,0,33,0,31710,11851,687,18699,235,449,40,31710,11851,687,18234,159,123,4,591,32187,11581,371,19788,318,313,0,0,0,0,0,31804,11776,204,19309,255,245,0,18984,125,78,0,32200,12300,282,19091,168,186,4,18649,101,45,4,20323,13263,6751,19607,13116,6491,18956,11809,6813,18320,10910,7164,6412,0,6248,13750,8841,4889,13767,8797,4962,13718,8615,5097,13760,8700,4938,17446,10858,6442,19837,12163,7440,19872,12432,7240,6961,0,6834,16078,9786,6163,12164,6670,5478,12219,6837,5224,7078,0,6900,12091,6522,5551,8253,0,5972,12193,6955,5175,15908,9502,6298,17807,10110,7485,17288,9869,6951
