ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_SOS_Total,E_16_SOS_Dem,E_16_SOS_Rep,E_16_CONG_Total,E_16_CONG_Dem,E_16_CONG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_18-24_COMP_Total,E_18-24_COMP_Dem,E_18-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep
10,10,8508,8010,160,44,91,213,14,0,0,10389,9369,251,183,274,375,33,0,0,10776,9614,352,102,218,403,22,10780,9616,353,102,214,396,19,10423,9445,171,170,334,315,28,81,226,188,0,275,10722,9608,243,183,282,390,1,6317,6016,98,22,59,138,9,0,0,7384,6810,125,133,58,218,12,130,32,171,12,22,0,8156,7407,223,57,136,269,17,8156,7407,223,15,81,79,8,326,7444,6910,96,80,169,193,0,0,0,0,0,7860,7335,130,55,100,220,0,55,84,171,0,9276,8424,300,0,189,300,0,0,193,163,0,3850,1298,2373,4444,1065,3128,4546,1609,2749,4413,955,3458,4364,1344,3020,4467,1150,3162,4524,1218,3134,4309,1546,2630,5205,1554,3541,5645,1640,3891,5671,1842,3829,5645,1647,3791,5577,1570,4007,5552,1507,3771,5575,1551,4024,4486,1311,2987,5466,1619,3757,6012,1479,4376
11,11,9070,8580,193,41,76,185,10,0,0,10373,9778,170,61,183,121,83,0,0,10723,9735,301,66,136,328,27,10732,9743,301,66,134,317,27,11114,10382,231,126,146,213,57,117,90,56,0,220,12060,11092,354,108,140,287,70,6874,6563,114,17,42,131,8,0,0,7898,7573,106,36,72,70,1,36,63,20,1,39,0,8182,7513,200,30,86,242,14,8182,7513,200,9,43,61,3,320,8329,7822,148,126,43,160,0,0,0,0,0,8946,8384,219,39,74,250,0,31,53,93,0,8714,8136,271,77,92,184,0,62,71,54,0,4700,1447,3042,5189,1128,3777,5312,1772,3367,5166,1015,4151,5132,1509,3623,5236,1268,3816,5299,1316,3828,5254,1675,3452,6149,1597,4445,6647,1664,4875,6672,1838,4834,6641,1679,4780,6570,1602,4968,6526,1572,4698,6551,1581,4970,5424,1436,3798,6470,1693,4698,7077,1667,5268
12,12,9285,8322,228,55,44,655,10,0,0,9897,8743,377,105,83,696,15,0,0,10885,9338,345,72,123,921,21,10891,9342,345,69,122,908,19,10822,9105,582,126,71,1055,7,46,28,715,3,355,11065,9231,565,40,49,991,28,7602,6956,150,24,26,453,9,0,0,8311,7555,236,9,36,446,0,5,36,333,0,14,0,9072,7988,227,36,94,637,14,9072,7988,227,14,51,421,3,326,9059,7952,342,23,25,670,4,0,0,0,0,9286,8146,396,14,16,678,4,16,8,534,4,9912,8621,397,31,41,772,28,35,27,549,28,5678,2099,3313,5741,1720,3770,5895,2348,3370,5682,1496,4186,5632,2063,3569,5793,1831,3807,5862,1915,3783,5950,2348,3467,6795,2354,4339,7314,2489,4706,7312,2658,4654,7288,2459,4597,7250,2432,4818,7193,2373,4536,7187,2355,4832,6130,2026,3934,7088,2460,4554,7537,2359,5017
13,13,9566,7032,311,53,95,2200,19,0,0,10063,6948,323,128,95,2691,62,0,0,10906,7660,438,111,100,2661,36,10920,7665,438,108,96,2568,34,10317,7468,269,181,139,2379,83,47,52,1692,15,761,10632,7443,467,94,188,2356,85,7211,5637,164,35,56,1358,10,0,0,7566,5609,195,28,35,1668,15,23,15,1395,15,15,0,8528,6345,305,71,68,1746,27,8528,6345,305,25,31,1064,9,727,7730,6000,163,37,50,1445,15,0,0,0,0,8076,6296,173,29,105,1479,20,24,70,993,20,8542,6700,336,49,100,1431,4,17,86,910,4,5092,2394,2425,4780,1687,2804,4900,2317,2401,4730,1459,3271,4691,2138,2553,4825,1949,2741,4885,1992,2730,4991,2429,2436,5608,2323,3175,6015,2400,3479,6012,2690,3322,5997,2372,3338,5946,2352,3594,5907,2496,3170,5884,2301,3583,4910,1961,2746,5799,2416,3305,6087,2271,3629
14,14,9926,9187,184,32,56,479,10,0,0,10116,9296,306,46,65,411,19,0,0,10730,9452,291,55,114,611,32,10735,9457,291,55,114,610,32,10155,9342,331,34,99,383,20,27,41,188,0,221,10608,9635,372,40,81,413,32,7930,7413,124,14,32,352,3,0,0,8258,7705,203,19,28,297,0,11,28,169,0,10,0,8866,7918,197,34,78,461,29,8866,7918,197,19,38,181,3,459,8313,7703,231,18,41,299,0,0,0,0,0,8757,8088,265,16,27,316,14,12,4,138,14,9424,8649,264,31,66,388,10,31,54,130,10,5197,1695,3193,5221,1043,3833,5341,1979,3094,5142,1001,4141,5069,1596,3473,5228,1305,3680,5306,1397,3649,5516,1809,3498,6223,1557,4535,6744,1543,5077,6717,1865,4852,6717,1591,4810,6679,1574,5105,6633,1583,4759,6619,1517,5102,5931,1398,4116,6505,1612,4816,7195,1480,5525
15,15,10782,4008,383,91,43,6527,20,0,0,10936,3880,442,196,46,6642,93,0,0,10838,3602,405,77,54,6921,28,10862,3606,405,76,50,6804,28,11055,3886,497,192,33,6804,94,38,15,5906,17,690,11291,4203,361,174,41,6745,99,7472,3191,195,46,29,4127,10,0,0,7513,3187,177,96,7,4056,6,37,4,3766,6,29,0,7394,2855,242,32,41,4308,23,7394,2855,242,7,26,3820,10,415,7431,2849,267,87,7,4298,6,0,0,0,0,7812,3053,208,87,14,4454,5,29,13,4032,5,7542,3158,176,40,37,4095,3,14,27,3700,3,4146,2624,1330,3526,2006,1285,3649,2478,1031,3564,2029,1535,3537,2288,1249,3621,2256,1233,3655,2360,1199,3903,2695,1134,4199,2564,1536,4437,2583,1742,4464,2841,1623,4454,2579,1623,4422,2667,1755,4422,2753,1501,4410,2629,1781,2943,1507,1309,4271,2578,1629,4188,2155,1871
16,16,10545,3936,178,47,37,6489,6,0,0,10908,3859,440,72,33,6537,28,0,0,10926,3380,236,106,87,7296,39,10932,3382,236,105,87,7286,39,10991,3900,381,87,68,6615,47,39,44,6279,34,234,11229,3769,457,48,78,6829,89,7293,3051,80,23,26,4154,5,0,0,7472,2992,153,59,25,4227,12,24,0,4144,12,0,0,7668,2677,123,54,60,4808,23,7668,2677,123,10,37,4339,9,463,7601,3052,208,84,25,4245,12,0,0,0,0,7945,3005,421,39,23,4463,3,25,19,4331,3,7878,3034,156,89,30,4557,4,29,26,4413,4,4054,2551,1365,4092,2268,1545,4203,2866,1225,4110,2339,1771,4063,2611,1452,4164,2588,1436,4228,2588,1557,4042,2847,1108,4407,2757,1572,4587,2705,1775,4673,3069,1604,4645,2819,1629,4610,2856,1754,4599,2795,1620,4587,2836,1751,2603,1339,1164,4415,2759,1613,4231,2278,1794
17,17,10363,9777,199,26,64,314,6,0,0,9933,9209,257,87,40,376,3,0,0,10912,9787,250,85,114,538,29,10916,9790,250,83,114,535,29,9889,9054,218,100,37,471,7,48,20,178,0,365,10304,9384,246,100,37,445,8,8139,7720,125,11,31,255,4,0,0,7769,7299,138,53,32,252,0,33,22,124,0,6,0,8646,7854,153,40,64,412,16,8646,7854,153,14,33,144,3,400,7777,7279,114,44,20,312,0,0,0,0,0,8136,7645,109,52,25,301,0,52,17,106,0,8069,7592,140,26,0,277,0,26,0,110,0,5476,2009,3265,5338,1259,3703,5498,2376,2949,5328,1092,4236,5261,1868,3393,5400,1688,3552,5483,1587,3722,5635,2221,3243,6129,1814,4197,6560,1746,4679,6575,2051,4524,6558,1881,4421,6496,1836,4660,6422,1684,4406,6454,1733,4721,5215,839,3442,6327,1882,4366,6656,1741,4696
18,18,12098,11124,225,79,63,657,14,0,0,11549,10418,325,54,68,777,4,0,0,11526,10100,281,91,104,879,29,10933,9750,272,80,104,765,29,11218,10179,195,62,78,774,5,31,25,539,0,244,11548,10116,378,113,87,880,20,9418,8741,141,40,37,478,7,0,0,8972,8234,222,37,42,451,0,29,24,363,0,4,0,9030,7987,177,64,68,664,16,9030,7987,177,34,48,456,7,297,8766,8032,178,49,28,493,0,0,0,0,0,8910,8013,265,97,32,519,0,79,28,398,0,9096,8050,244,112,95,602,0,70,78,411,0,5579,2028,3313,5224,1107,3792,5369,2205,3030,5180,959,4221,5095,1668,3427,5291,1584,3560,5367,1436,3784,5054,1842,3037,5436,1450,3901,5717,1383,4213,5734,1700,4034,5713,1407,4084,5661,1457,4204,5598,1274,4069,5623,1340,4283,4514,634,3171,5454,1459,3953,5542,1254,4111
19,19,11306,8721,576,299,174,1787,32,0,0,10529,7929,871,270,158,1546,83,0,0,10840,7798,626,367,256,1901,49,10918,7846,627,329,226,1751,35,10668,7975,816,344,212,1446,98,236,89,989,9,547,11120,8031,887,514,193,1466,60,8729,7023,357,166,129,1154,23,0,0,7997,6393,540,174,82,788,4,85,24,554,4,33,0,8447,6381,399,211,185,1278,33,8447,6381,399,124,105,830,14,550,8080,6173,577,320,93,900,10,0,0,0,0,8400,6390,608,307,129,902,0,269,65,666,0,8334,6609,390,230,148,920,0,199,72,676,0,3983,2443,1425,4365,1740,2272,4502,2610,1734,4383,1440,2943,4304,2206,2098,4454,1951,2357,4511,2100,2253,4468,2517,1790,4799,2268,2382,5019,2212,2636,5018,2537,2481,4992,2281,2481,4909,2334,2575,4848,2082,2500,4906,2196,2710,3524,956,1673,4596,2247,2255,3346,1595,1616
20,20,10857,9665,323,163,135,633,34,0,0,10741,9484,269,204,170,662,122,0,0,10709,8848,493,236,219,921,52,10730,8862,493,226,214,881,48,10712,9192,516,161,108,758,73,47,16,388,13,542,11121,9395,580,172,96,919,21,8503,7673,209,96,97,456,23,0,0,8540,7606,239,95,59,480,15,75,15,240,15,45,0,8453,7197,301,148,127,637,27,8453,7197,301,91,78,351,15,381,8481,7418,317,70,51,607,15,0,0,0,0,9027,7788,362,59,87,719,0,64,34,425,0,8723,7658,384,35,125,482,0,41,37,312,0,5121,2801,2199,4256,1712,2198,4423,2569,1699,4303,1456,2847,4208,2168,2040,4349,1916,2272,4427,2106,2161,4140,2366,1647,4628,2224,2292,4911,2187,2557,4940,2523,2417,4913,2240,2403,4818,2306,2512,4817,2082,2443,4800,2184,2616,3448,977,1602,4749,2308,2371,5093,2230,2683
21,21,10006,9126,266,150,130,402,19,0,0,10297,9395,213,59,84,538,0,0,0,10926,9307,383,193,217,775,39,10934,9311,384,189,208,754,39,10211,9246,197,63,152,538,0,0,107,313,0,333,10367,9262,391,114,128,432,0,7565,7000,150,78,85,270,12,0,0,7752,7257,121,1,15,356,0,0,0,206,0,0,0,8378,7332,224,120,143,475,24,8378,7332,224,76,83,196,10,428,7643,7217,102,0,88,270,0,0,0,0,0,7783,7209,234,78,50,221,0,37,65,51,0,8204,7582,168,125,40,285,0,87,14,25,0,4947,2493,2324,4918,1771,2786,5045,2841,2054,4899,1427,3472,4805,2299,2506,4961,2084,2751,5049,2188,2726,4546,2495,1912,5349,2358,2845,5701,2327,3213,5718,2682,3036,5686,2396,3059,5562,2458,3104,5515,2142,3097,5551,2267,3284,4091,951,2120,5442,2403,2936,5548,2106,3274
22,22,10242,8453,623,591,286,383,64,0,0,10827,8839,878,754,244,177,132,0,0,10854,7915,1079,701,513,656,82,10862,7920,1079,682,501,621,74,10819,8788,852,761,229,222,146,545,50,122,0,443,11244,8759,679,814,291,563,98,7554,6420,385,372,187,209,36,0,0,7892,6559,644,450,78,102,0,430,70,78,0,58,0,7991,5984,768,485,343,392,53,7991,5984,768,353,194,157,29,445,7955,6656,624,428,39,128,0,0,0,0,0,8238,6830,534,503,123,218,15,413,94,112,15,7978,6255,762,454,233,264,0,366,193,134,0,3428,1668,1688,3067,1172,1584,3116,1742,1259,3034,995,2039,2986,1488,1498,3078,1312,1648,3126,1412,1593,2805,1592,1128,3288,1528,1656,3540,1531,1869,3537,1756,1781,3505,1563,1750,3436,1598,1838,3400,1414,1751,3440,1521,1919,2284,642,1078,3356,1556,1723,3375,1332,1944
23,23,9924,8623,334,216,193,667,17,0,0,10138,8164,542,377,199,1108,67,0,0,10907,8763,498,288,262,1033,49,10930,8775,499,263,246,937,38,9872,7963,595,344,198,1034,63,160,121,556,28,452,10390,8456,507,368,328,910,5,8008,7146,207,136,133,426,13,0,0,8162,6808,317,244,151,591,25,159,114,413,25,20,0,8971,7471,366,173,190,682,41,8971,7471,366,101,124,389,14,454,7988,6758,328,205,144,459,34,0,0,0,0,8470,7381,267,160,152,464,4,140,65,406,4,8599,7403,399,129,175,464,0,86,137,357,0,4279,2175,1983,4045,1643,2094,4149,2398,1622,4047,1337,2710,3996,2052,1944,4107,1815,2181,4142,1934,2082,3871,2148,1606,4406,2057,2238,4647,2021,2499,4688,2319,2369,4675,2094,2379,4617,2153,2464,4563,1949,2379,4597,2012,2585,3378,876,1687,4499,2116,2305,4576,1982,2470
24,24,10897,9687,298,120,182,663,19,0,0,11136,9212,604,172,355,848,0,0,0,10858,8998,425,186,220,948,32,10893,9022,425,174,213,843,28,11066,9541,529,167,178,705,0,27,131,415,0,427,11103,9595,684,83,215,433,0,8331,7608,163,57,111,426,9,0,0,8669,7525,301,55,241,553,0,30,203,412,0,0,0,8444,7215,275,96,157,619,17,8444,7215,275,55,101,333,4,425,8505,7551,254,55,144,466,0,0,0,0,0,8711,7763,363,47,183,332,0,0,127,146,0,8247,7440,226,47,106,407,0,9,84,210,0,5284,2528,2634,5167,1797,3025,5358,2833,2398,5201,1390,3811,5094,2343,2751,5274,2064,3084,5359,2183,3039,5241,2586,2533,5654,2309,3233,5916,2265,3515,5955,2567,3388,5913,2317,3378,5838,2337,3501,5755,2072,3412,5782,2174,3608,4433,935,2388,5668,2352,3236,5222,2025,3049
25,25,10525,9652,188,81,104,533,15,0,0,9980,9059,158,133,91,529,8,0,0,11049,9680,332,106,106,755,34,10910,9573,327,102,101,718,31,10180,9159,181,143,121,552,6,117,63,297,2,360,10510,9267,281,113,91,657,10,8221,7600,123,41,69,396,13,0,0,7878,7252,86,106,17,402,2,58,12,281,2,4,0,8609,7626,216,56,78,557,24,8609,7626,216,35,38,302,3,359,8025,7334,99,78,38,479,3,0,0,0,0,8197,7354,159,52,34,574,7,30,17,244,7,8210,7431,165,44,75,519,0,14,57,240,0,4904,2034,2674,4710,1228,3167,4868,2136,2598,4759,1092,3667,4668,1782,2886,4798,1540,3114,4861,1538,3175,4761,1950,2657,5241,1576,3557,5580,1482,3967,5580,1741,3839,5573,1551,3816,5465,1564,3901,5413,1423,3750,5452,1468,3984,4299,701,2849,5392,1602,3710,5677,1443,4062
26,26,10125,9624,124,47,80,264,15,0,0,10756,10138,165,43,107,289,14,0,0,10824,9829,219,91,123,469,12,10829,9833,219,90,122,462,12,10747,9930,120,72,311,289,89,56,123,153,6,367,11583,10482,315,91,315,387,97,7853,7537,72,18,50,169,7,0,0,8021,7711,66,10,25,187,13,10,21,114,13,4,0,8339,7670,140,45,78,323,9,8339,7670,140,23,48,144,2,281,8178,7788,41,16,94,191,1,0,0,0,0,8628,8111,113,23,88,269,3,24,79,115,3,8916,8312,170,59,25,338,0,37,10,147,0,5412,2138,3045,5373,1501,3543,5561,2551,2892,5379,1104,4275,5259,1982,3277,5450,1801,3547,5526,1833,3556,5678,2472,3065,5907,1985,3817,6197,1914,4154,6256,2211,4045,6213,2017,4001,6130,1966,4164,6034,1779,4004,6059,1859,4200,4969,818,3089,6025,2024,3940,6367,1800,4382
27,27,10885,8837,280,88,124,1690,27,0,0,10932,8772,486,152,120,1676,0,0,0,10718,8036,401,145,173,1973,29,10731,8041,401,136,172,1952,27,10811,8760,471,130,147,1586,4,18,68,1036,4,436,10694,8317,486,143,128,1726,3,8165,6930,160,46,85,989,15,0,0,8182,6876,245,60,66,943,0,30,30,754,0,0,0,8101,6435,254,77,120,1208,15,8101,6435,254,33,66,854,6,443,8013,6822,269,59,75,793,4,0,0,0,0,7848,6526,244,55,35,971,4,30,20,709,4,7652,6305,203,64,41,1054,0,42,0,666,0,4483,2376,1919,4387,1539,2424,4549,2579,1811,4371,1474,2897,4342,2140,2202,4479,2075,2242,4536,1959,2401,4305,2432,1705,4648,2058,2451,4858,1955,2718,4876,2329,2547,4857,2084,2484,4834,2076,2758,4791,1918,2527,4786,1969,2817,3554,1050,1801,4644,2085,2475,4498,1697,2603
28,28,11003,10170,133,26,64,617,14,0,0,10750,9692,229,28,93,723,55,0,0,10855,9662,217,80,99,754,51,10859,9663,217,80,99,755,51,11027,9764,256,33,93,862,29,18,36,508,0,388,11137,9773,203,39,57,1050,38,8481,7981,67,11,30,383,6,0,0,8298,7656,155,24,54,407,0,20,15,302,0,14,0,8339,7595,133,47,62,464,30,8339,7595,133,12,26,248,2,286,8393,7723,159,14,59,420,0,0,0,0,0,8413,7699,171,16,1,483,0,0,1,223,0,8381,7674,78,29,32,545,11,0,39,323,11,5608,1977,3324,5332,1058,3928,5511,1892,3485,5333,961,4372,5213,1683,3530,5427,1564,3746,5567,1441,3973,5186,1960,3017,5579,1446,4034,5901,1339,4446,5914,1643,4271,5879,1448,4231,5833,1464,4369,5746,1291,4226,5755,1366,4389,4554,658,3254,5579,1450,4087,5499,1136,4195
29,29,10799,9626,152,50,62,928,6,0,0,11151,9669,368,112,85,949,60,0,0,10910,9553,286,82,116,876,28,10911,9553,286,82,116,877,28,10943,9385,269,116,100,1081,18,29,40,736,0,462,11065,9419,324,47,135,1082,36,8418,7699,92,18,33,584,4,0,0,8578,7692,234,31,24,552,0,7,14,424,0,45,0,8496,7628,178,47,74,549,12,8496,7628,178,16,37,270,0,347,8475,7781,192,33,65,407,0,0,0,0,0,8408,7790,211,19,50,390,0,14,33,197,0,8333,7645,206,39,41,458,0,27,22,213,0,6031,2559,3136,5712,1263,4058,5832,2111,3496,5560,1203,4357,5409,1653,3756,5673,1814,3643,5721,1504,3987,5730,2095,3365,5931,1572,4234,6237,1451,4635,6242,1797,4445,6204,1638,4324,6143,1493,4650,5963,1365,4296,6009,1453,4556,4747,801,3376,5939,1584,4299,5901,1332,4370
30,30,9129,8487,264,34,39,305,8,0,0,10532,9231,610,5,237,435,18,0,0,10889,9244,581,136,170,652,16,10896,9251,581,136,170,649,15,10551,9140,530,4,84,743,44,4,1,351,44,453,10568,9020,630,75,98,428,271,6990,6573,182,12,28,207,2,0,0,7700,6998,266,4,89,334,20,4,0,210,20,0,0,8146,7078,354,85,102,437,11,8146,7078,354,47,84,162,5,386,7651,6970,273,4,34,317,45,0,0,0,0,7649,6892,265,40,46,165,110,22,16,64,110,7476,6721,257,56,54,213,64,20,21,74,64,4309,1174,2984,4569,648,3657,4572,1030,3349,4431,654,3777,4417,828,3589,4488,970,3331,4561,849,3536,4095,1087,2842,4981,910,3979,5420,839,4464,5413,1076,4337,5385,973,4186,5321,947,4374,5241,841,4128,5272,900,4372,3493,521,2713,5019,926,4045,5024,780,4115
31,31,10115,3115,127,28,81,6867,9,0,0,10556,3061,377,40,88,7241,12,0,0,10301,2557,220,66,113,7499,15,10304,2557,220,66,111,7499,15,10547,3113,316,51,85,7221,11,19,80,6622,0,413,10217,2913,403,63,108,7046,13,6823,2585,74,9,54,4150,4,0,0,6926,2422,103,15,31,4315,0,15,27,4077,0,24,0,7108,2192,122,35,74,4753,4,7108,2192,122,19,42,4340,0,382,6947,2199,94,18,45,4516,0,0,0,0,0,6864,2097,140,43,41,4463,4,44,31,4139,4,6678,2071,126,11,10,4360,0,6,10,4046,0,4016,2545,1342,3314,1673,1360,3414,2137,1132,3308,1772,1536,3263,1966,1297,3379,2057,1168,3435,2086,1257,3276,2149,1045,3599,2059,1448,3740,2056,1587,3769,2287,1482,3746,2105,1478,3747,2109,1638,3695,2014,1494,3697,2094,1603,2413,965,1194,3617,2077,1498,3699,1822,1695
32,32,9489,3033,226,32,25,6362,7,0,0,10019,2851,418,61,39,6921,5,0,0,10330,2969,270,43,66,7167,25,10342,2971,270,43,64,7165,24,9758,2752,272,61,22,6782,0,46,3,6477,0,210,9747,2739,378,45,23,6822,0,6274,2373,128,14,18,3829,6,0,0,6600,2187,235,34,14,4138,0,30,4,4034,0,4,0,6837,2264,150,26,37,4441,14,6837,2264,150,5,8,4197,0,192,6537,2050,164,44,25,4293,0,0,0,0,0,6653,2091,247,31,7,4313,0,29,7,4126,0,6571,2099,220,31,20,4179,7,20,13,3969,7,3535,2269,1153,3267,1664,1378,3366,2112,1180,3283,1667,1616,3231,1948,1283,3315,1964,1281,3375,1976,1336,3684,2572,1042,3707,2231,1416,3886,2238,1578,3907,2434,1473,3879,2233,1496,3867,2305,1562,3845,2230,1482,3847,2250,1597,2161,772,1121,3783,2272,1470,3856,1955,1730
33,33,10667,10050,228,56,48,325,9,0,0,10855,10028,330,79,81,380,0,0,0,10900,9747,342,96,124,466,16,10772,9669,338,94,119,417,13,10563,9727,396,65,72,326,1,44,25,115,0,264,10943,10086,308,82,117,275,3,8399,8010,130,33,35,206,6,0,0,8394,7797,290,73,39,215,0,69,23,146,0,4,0,8489,7713,189,64,94,319,9,8489,7713,189,37,54,145,0,317,8211,7625,265,47,58,227,0,0,0,0,0,8356,7865,109,73,100,217,0,69,6,98,0,8476,7920,201,18,75,240,18,18,33,94,18,5279,1838,3189,5247,916,4060,5352,1299,3815,5166,982,4184,5232,1257,3975,5261,1502,3591,5332,1281,3858,4879,1450,3262,5565,1218,4254,5900,1122,4653,5897,1385,4512,5894,1310,4369,5815,1208,4607,5747,1133,4346,5775,1178,4597,4280,616,3159,5583,1227,4314,5573,1008,4417
34,34,10545,10174,113,40,56,151,5,0,0,10857,10187,284,1,101,324,0,0,0,10871,10067,224,79,122,313,52,10878,10074,224,79,122,313,52,10810,10071,302,1,107,343,0,1,105,230,0,91,11227,10298,177,30,142,406,0,8337,8113,71,16,37,88,4,0,0,8266,7963,117,5,18,168,0,4,17,80,0,0,0,8368,7900,129,43,63,193,29,8368,7900,129,13,21,80,4,214,8275,7849,173,4,25,236,0,0,0,0,0,8666,8171,133,29,53,285,0,14,36,131,0,8529,7962,128,17,61,323,0,9,54,150,0,6171,1440,4378,6148,708,5203,6202,1428,4602,5988,694,5294,5900,1019,4881,6034,1161,4703,6187,995,4997,5731,1242,4310,6170,848,5261,6622,812,5710,6622,1027,5595,6553,963,5415,6464,819,5645,6375,755,5387,6388,811,5577,5374,418,4454,6199,856,5326,6392,734,5521
35,35,11422,10358,361,61,96,597,15,0,0,11353,10043,565,19,79,659,4,0,0,10760,9349,423,98,106,809,34,10768,9355,423,98,106,807,34,11539,10108,535,17,78,627,5,6,73,443,0,369,10713,9155,605,35,96,644,6,8689,8073,207,19,60,336,9,0,0,8557,7937,274,4,70,270,0,4,70,216,0,1,0,8353,7461,255,42,71,518,19,8353,7461,255,15,35,272,0,291,8844,8114,368,8,52,309,0,0,0,0,0,8018,7383,239,25,43,347,0,10,41,243,0,8083,7372,179,24,57,450,0,0,50,327,0,6008,2081,3645,5590,824,4488,5727,1676,3900,5608,761,4847,5539,1582,3957,5680,1704,3868,5711,1163,4422,5426,1544,3702,5869,1149,4629,6245,1092,5037,6249,1342,4907,6225,1186,4814,6192,1139,5053,6143,1093,4774,6143,1157,4986,5001,487,3720,5958,1177,4721,6141,993,4993
